ward,precinct,total,Bobby L. Rush,Bobby L. Rush Percent,precinct_id
2,14,202,202,100.0,02014
2,20,190,190,100.0,02020
2,31,186,186,100.0,02031
2,44,121,121,100.0,02044
2,46,245,245,100.0,02046
3,5,88,88,100.0,03005
3,7,164,164,100.0,03007
3,30,128,128,100.0,03030
3,34,110,110,100.0,03034
3,36,0,0,0.0,03036
3,38,39,39,100.0,03038
3,41,55,55,100.0,03041
3,44,77,77,100.0,03044
3,46,170,170,100.0,03046
3,49,2,2,100.0,03049
3,53,132,132,100.0,03053
3,56,0,0,0.0,03056
3,58,52,52,100.0,03058
4,1,184,184,100.0,04001
4,2,255,255,100.0,04002
4,3,250,250,100.0,04003
4,8,202,202,100.0,04008
4,9,398,398,100.0,04009
4,12,117,117,100.0,04012
4,13,196,196,100.0,04013
4,16,281,281,100.0,04016
4,17,233,233,100.0,04017
4,18,227,227,100.0,04018
4,19,238,238,100.0,04019
4,20,76,76,100.0,04020
4,21,267,267,100.0,04021
4,22,272,272,100.0,04022
4,23,152,152,100.0,04023
4,24,270,270,100.0,04024
4,26,205,205,100.0,04026
4,28,156,156,100.0,04028
4,29,163,163,100.0,04029
4,30,69,69,100.0,04030
4,31,57,57,100.0,04031
4,32,255,255,100.0,04032
4,33,89,89,100.0,04033
4,34,164,164,100.0,04034
4,37,109,109,100.0,04037
4,38,319,319,100.0,04038
4,39,96,96,100.0,04039
4,40,203,203,100.0,04040
4,41,101,101,100.0,04041
4,42,0,0,0.0,04042
4,43,135,135,100.0,04043
4,44,143,143,100.0,04044
4,45,353,353,100.0,04045
4,46,208,208,100.0,04046
4,47,313,313,100.0,04047
4,48,293,293,100.0,04048
4,49,100,100,100.0,04049
4,50,180,180,100.0,04050
4,51,230,230,100.0,04051
4,52,40,40,100.0,04052
4,54,99,99,100.0,04054
4,55,151,151,100.0,04055
4,56,252,252,100.0,04056
4,57,112,112,100.0,04057
5,2,194,194,100.0,05002
5,3,112,112,100.0,05003
5,5,171,171,100.0,05005
5,8,232,232,100.0,05008
5,9,199,199,100.0,05009
5,10,207,207,100.0,05010
5,12,136,136,100.0,05012
5,13,181,181,100.0,05013
5,15,193,193,100.0,05015
5,16,160,160,100.0,05016
5,17,238,238,100.0,05017
5,18,255,255,100.0,05018
5,19,88,88,100.0,05019
5,20,79,79,100.0,05020
5,22,216,216,100.0,05022
5,23,161,161,100.0,05023
5,25,206,206,100.0,05025
5,27,211,211,100.0,05027
5,30,145,145,100.0,05030
5,33,146,146,100.0,05033
5,35,151,151,100.0,05035
5,39,188,188,100.0,05039
5,41,174,174,100.0,05041
5,45,119,119,100.0,05045
5,48,157,157,100.0,05048
5,50,191,191,100.0,05050
5,51,154,154,100.0,05051
5,52,58,58,100.0,05052
5,53,244,244,100.0,05053
5,55,166,166,100.0,05055
