ward,precinct,total,Donne E. Trotter,Donne E. Trotter Percent,precinct_id
7,50,139,139,100.0,07050
7,51,158,158,100.0,07051
7,52,157,157,100.0,07052
7,53,154,154,100.0,07053
7,55,154,154,100.0,07055
7,57,145,145,100.0,07057
7,58,244,244,100.0,07058
7,59,76,76,100.0,07059
7,60,131,131,100.0,07060
7,61,142,142,100.0,07061
7,62,176,176,100.0,07062
8,1,245,245,100.0,08001
8,2,140,140,100.0,08002
8,3,316,316,100.0,08003
8,4,222,222,100.0,08004
8,5,284,284,100.0,08005
8,6,254,254,100.0,08006
8,7,178,178,100.0,08007
8,8,280,280,100.0,08008
8,9,295,295,100.0,08009
8,10,324,324,100.0,08010
8,11,201,201,100.0,08011
8,12,181,181,100.0,08012
8,13,173,173,100.0,08013
8,14,155,155,100.0,08014
8,15,206,206,100.0,08015
8,16,255,255,100.0,08016
8,17,195,195,100.0,08017
8,18,112,112,100.0,08018
8,19,284,284,100.0,08019
8,20,175,175,100.0,08020
8,21,176,176,100.0,08021
8,22,189,189,100.0,08022
8,23,206,206,100.0,08023
8,24,247,247,100.0,08024
8,25,215,215,100.0,08025
8,26,158,158,100.0,08026
8,27,248,248,100.0,08027
8,28,196,196,100.0,08028
8,29,234,234,100.0,08029
8,30,176,176,100.0,08030
8,31,143,143,100.0,08031
8,32,349,349,100.0,08032
8,33,219,219,100.0,08033
8,34,235,235,100.0,08034
8,35,266,266,100.0,08035
8,36,203,203,100.0,08036
8,37,245,245,100.0,08037
8,38,199,199,100.0,08038
8,39,259,259,100.0,08039
8,40,205,205,100.0,08040
8,41,214,214,100.0,08041
8,42,242,242,100.0,08042
8,43,192,192,100.0,08043
8,44,171,171,100.0,08044
8,45,163,163,100.0,08045
8,46,181,181,100.0,08046
8,47,217,217,100.0,08047
8,48,173,173,100.0,08048
8,49,254,254,100.0,08049
8,50,235,235,100.0,08050
8,51,275,275,100.0,08051
8,52,251,251,100.0,08052
8,53,275,275,100.0,08053
8,54,220,220,100.0,08054
8,55,213,213,100.0,08055
8,56,236,236,100.0,08056
8,57,194,194,100.0,08057
8,58,256,256,100.0,08058
8,59,121,121,100.0,08059
8,60,191,191,100.0,08060
8,61,173,173,100.0,08061
8,62,214,214,100.0,08062
8,63,262,262,100.0,08063
8,64,179,179,100.0,08064
8,65,149,149,100.0,08065
8,66,284,284,100.0,08066
8,67,98,98,100.0,08067
8,68,132,132,100.0,08068
8,69,124,124,100.0,08069
9,8,155,155,100.0,09008
9,25,78,78,100.0,09025
9,36,86,86,100.0,09036
9,37,119,119,100.0,09037
9,49,68,68,100.0,09049
9,54,174,174,100.0,09054
9,55,54,54,100.0,09055
9,56,130,130,100.0,09056
9,57,109,109,100.0,09057
9,58,163,163,100.0,09058
10,2,107,107,100.0,10002
10,3,164,164,100.0,10003
10,5,120,120,100.0,10005
10,6,164,164,100.0,10006
10,8,116,116,100.0,10008
10,9,141,141,100.0,10009
10,10,109,109,100.0,10010
10,11,116,116,100.0,10011
10,12,87,87,100.0,10012
10,13,112,112,100.0,10013
10,14,137,137,100.0,10014
10,15,53,53,100.0,10015
10,16,124,124,100.0,10016
10,17,92,92,100.0,10017
10,19,126,126,100.0,10019
10,20,101,101,100.0,10020
10,21,83,83,100.0,10021
10,22,37,37,100.0,10022
10,23,79,79,100.0,10023
10,24,100,100,100.0,10024
10,26,92,92,100.0,10026
10,27,129,129,100.0,10027
10,28,153,153,100.0,10028
10,29,136,136,100.0,10029
10,30,130,130,100.0,10030
10,31,117,117,100.0,10031
10,32,123,123,100.0,10032
10,33,107,107,100.0,10033
10,34,115,115,100.0,10034
10,35,119,119,100.0,10035
10,36,144,144,100.0,10036
10,38,154,154,100.0,10038
10,39,115,115,100.0,10039
10,40,121,121,100.0,10040
10,41,121,121,100.0,10041
10,42,118,118,100.0,10042
10,44,84,84,100.0,10044
10,46,102,102,100.0,10046
10,49,9,9,100.0,10049
21,23,174,174,100.0,21023
21,25,186,186,100.0,21025
21,26,162,162,100.0,21026
21,43,144,144,100.0,21043
21,46,147,147,100.0,21046
21,48,284,284,100.0,21048
21,53,13,13,100.0,21053
21,55,229,229,100.0,21055
