ward,precinct,total,Timothy Patrick Murphy,Timothy Patrick Murphy Percent,John Noonan Farrell,John Noonan Farrell Percent,Lisa R. Curcio,Lisa R. Curcio Percent,Mary Lou Ryan Norwell,Mary Lou Ryan Norwell Percent,Mary Beth Duffy,Mary Beth Duffy Percent,Edwin Jon Belz,Edwin Jon Belz Percent,Susan Patricia Malone,Susan Patricia Malone Percent,Terrence J. McConville,Terrence J. McConville Percent,precinct_id
39,13,76,12,15.79,2,2.63,26,34.21,7,9.21,5,6.58,0,0.0,17,22.37,7,9.21,39013
39,14,106,31,29.25,5,4.72,29,27.36,4,3.77,13,12.26,5,4.72,18,16.98,1,0.94,39014
39,15,112,28,25.0,5,4.46,43,38.39,7,6.25,13,11.61,6,5.36,5,4.46,5,4.46,39015
39,16,71,16,22.54,4,5.63,27,38.03,2,2.82,4,5.63,5,7.04,12,16.9,1,1.41,39016
39,17,87,22,25.29,5,5.75,28,32.18,5,5.75,9,10.34,3,3.45,11,12.64,4,4.6,39017
39,18,137,32,23.36,6,4.38,49,35.77,4,2.92,16,11.68,11,8.03,14,10.22,5,3.65,39018
39,19,100,29,29.0,7,7.0,28,28.0,3,3.0,6,6.0,4,4.0,18,18.0,5,5.0,39019
39,20,115,24,20.87,3,2.61,43,37.39,6,5.22,20,17.39,5,4.35,9,7.83,5,4.35,39020
39,21,91,24,26.37,8,8.79,22,24.18,7,7.69,8,8.79,3,3.3,12,13.19,7,7.69,39021
39,22,100,21,21.0,3,3.0,41,41.0,6,6.0,3,3.0,4,4.0,16,16.0,6,6.0,39022
39,23,90,15,16.67,6,6.67,20,22.22,4,4.44,12,13.33,9,10.0,20,22.22,4,4.44,39023
39,24,120,14,11.67,2,1.67,53,44.17,6,5.0,11,9.17,4,3.33,25,20.83,5,4.17,39024
39,25,123,35,28.46,4,3.25,29,23.58,13,10.57,13,10.57,8,6.5,17,13.82,4,3.25,39025
39,26,148,37,25.0,6,4.05,39,26.35,5,3.38,25,16.89,14,9.46,15,10.14,7,4.73,39026
39,27,116,26,22.41,7,6.03,31,26.72,9,7.76,17,14.66,8,6.9,14,12.07,4,3.45,39027
39,28,122,30,24.59,3,2.46,31,25.41,5,4.1,17,13.93,4,3.28,24,19.67,8,6.56,39028
39,29,130,29,22.31,8,6.15,39,30.0,6,4.62,16,12.31,5,3.85,22,16.92,5,3.85,39029
39,30,76,19,25.0,2,2.63,25,32.89,7,9.21,5,6.58,1,1.32,14,18.42,3,3.95,39030
39,31,71,15,21.13,1,1.41,20,28.17,7,9.86,11,15.49,4,5.63,11,15.49,2,2.82,39031
39,32,99,26,26.26,4,4.04,28,28.28,5,5.05,11,11.11,4,4.04,16,16.16,5,5.05,39032
39,33,123,27,21.95,6,4.88,44,35.77,10,8.13,7,5.69,9,7.32,17,13.82,3,2.44,39033
39,34,131,37,28.24,5,3.82,25,19.08,3,2.29,16,12.21,8,6.11,32,24.43,5,3.82,39034
39,35,119,29,24.37,5,4.2,36,30.25,7,5.88,8,6.72,7,5.88,21,17.65,6,5.04,39035
39,36,176,45,25.57,8,4.55,77,43.75,7,3.98,14,7.95,1,0.57,17,9.66,7,3.98,39036
39,37,202,46,22.77,10,4.95,76,37.62,7,3.47,26,12.87,5,2.48,26,12.87,6,2.97,39037
39,38,108,23,21.3,12,11.11,32,29.63,3,2.78,11,10.19,3,2.78,23,21.3,1,0.93,39038
39,39,67,23,34.33,4,5.97,18,26.87,5,7.46,5,7.46,2,2.99,8,11.94,2,2.99,39039
39,40,90,31,34.44,6,6.67,19,21.11,6,6.67,15,16.67,7,7.78,6,6.67,0,0.0,39040
39,41,44,13,29.55,1,2.27,12,27.27,3,6.82,1,2.27,7,15.91,6,13.64,1,2.27,39041
39,42,149,42,28.19,7,4.7,44,29.53,3,2.01,18,12.08,5,3.36,21,14.09,9,6.04,39042
39,43,90,15,16.67,2,2.22,29,32.22,8,8.89,12,13.33,6,6.67,17,18.89,1,1.11,39043
39,44,136,34,25.0,3,2.21,29,21.32,7,5.15,17,12.5,9,6.62,26,19.12,11,8.09,39044
39,45,63,15,23.81,5,7.94,15,23.81,5,7.94,8,12.7,3,4.76,10,15.87,2,3.17,39045
39,46,86,24,27.91,5,5.81,13,15.12,3,3.49,9,10.47,7,8.14,23,26.74,2,2.33,39046
39,47,90,26,28.89,5,5.56,29,32.22,4,4.44,12,13.33,5,5.56,6,6.67,3,3.33,39047
40,1,69,17,24.64,5,7.25,22,31.88,2,2.9,6,8.7,3,4.35,12,17.39,2,2.9,40001
40,2,86,26,30.23,6,6.98,29,33.72,0,0.0,9,10.47,1,1.16,12,13.95,3,3.49,40002
40,3,105,13,12.38,6,5.71,38,36.19,6,5.71,11,10.48,4,3.81,23,21.9,4,3.81,40003
40,4,128,26,20.31,4,3.13,42,32.81,5,3.91,11,8.59,5,3.91,30,23.44,5,3.91,40004
40,5,113,15,13.27,2,1.77,50,44.25,5,4.42,12,10.62,5,4.42,23,20.35,1,0.88,40005
40,6,106,13,12.26,6,5.66,38,35.85,5,4.72,13,12.26,3,2.83,26,24.53,2,1.89,40006
40,7,107,29,27.1,7,6.54,29,27.1,4,3.74,13,12.15,4,3.74,20,18.69,1,0.93,40007
40,8,37,10,27.03,0,0.0,11,29.73,3,8.11,3,8.11,3,8.11,5,13.51,2,5.41,40008
40,9,76,16,21.05,3,3.95,22,28.95,4,5.26,8,10.53,3,3.95,15,19.74,5,6.58,40009
40,10,139,33,23.74,3,2.16,41,29.5,9,6.47,17,12.23,1,0.72,30,21.58,5,3.6,40010
40,11,98,16,16.33,1,1.02,27,27.55,9,9.18,10,10.2,2,2.04,31,31.63,2,2.04,40011
40,12,100,19,19.0,3,3.0,32,32.0,5,5.0,5,5.0,7,7.0,26,26.0,3,3.0,40012
40,13,134,21,15.67,3,2.24,33,24.63,9,6.72,11,8.21,15,11.19,37,27.61,5,3.73,40013
40,14,84,22,26.19,3,3.57,27,32.14,4,4.76,5,5.95,1,1.19,21,25.0,1,1.19,40014
40,15,132,34,25.76,5,3.79,42,31.82,4,3.03,14,10.61,3,2.27,26,19.7,4,3.03,40015
40,16,107,20,18.69,3,2.8,38,35.51,11,10.28,9,8.41,5,4.67,14,13.08,7,6.54,40016
40,17,61,20,32.79,5,8.2,14,22.95,3,4.92,4,6.56,5,8.2,9,14.75,1,1.64,40017
40,18,142,30,21.13,10,7.04,50,35.21,14,9.86,14,9.86,3,2.11,16,11.27,5,3.52,40018
40,19,91,22,24.18,6,6.59,21,23.08,7,7.69,11,12.09,3,3.3,19,20.88,2,2.2,40019
40,20,91,13,14.29,5,5.49,35,38.46,4,4.4,9,9.89,1,1.1,23,25.27,1,1.1,40020
40,21,123,33,26.83,4,3.25,36,29.27,7,5.69,12,9.76,5,4.07,21,17.07,5,4.07,40021
40,22,43,9,20.93,1,2.33,13,30.23,4,9.3,8,18.6,2,4.65,6,13.95,0,0.0,40022
40,23,169,43,25.44,13,7.69,42,24.85,15,8.88,18,10.65,4,2.37,30,17.75,4,2.37,40023
40,24,63,21,33.33,2,3.17,14,22.22,0,0.0,7,11.11,4,6.35,15,23.81,0,0.0,40024
40,25,91,23,25.27,1,1.1,27,29.67,5,5.49,8,8.79,6,6.59,20,21.98,1,1.1,40025
40,26,145,35,24.14,2,1.38,69,47.59,3,2.07,14,9.66,5,3.45,15,10.34,2,1.38,40026
40,27,101,23,22.77,5,4.95,25,24.75,4,3.96,18,17.82,5,4.95,14,13.86,7,6.93,40027
40,28,115,26,22.61,5,4.35,36,31.3,3,2.61,14,12.17,4,3.48,19,16.52,8,6.96,40028
40,29,154,38,24.68,4,2.6,49,31.82,6,3.9,17,11.04,8,5.19,22,14.29,10,6.49,40029
40,30,160,18,11.25,3,1.88,96,60.0,3,1.88,11,6.88,6,3.75,23,14.38,0,0.0,40030
40,31,127,15,11.81,0,0.0,75,59.06,9,7.09,6,4.72,5,3.94,15,11.81,2,1.57,40031
40,32,71,18,25.35,6,8.45,10,14.08,7,9.86,10,14.08,7,9.86,10,14.08,3,4.23,40032
40,33,114,23,20.18,6,5.26,29,25.44,8,7.02,11,9.65,5,4.39,27,23.68,5,4.39,40033
40,34,92,27,29.35,6,6.52,24,26.09,1,1.09,12,13.04,2,2.17,18,19.57,2,2.17,40034
40,35,111,21,18.92,4,3.6,39,35.14,8,7.21,11,9.91,7,6.31,19,17.12,2,1.8,40035
40,36,134,16,11.94,2,1.49,75,55.97,8,5.97,8,5.97,6,4.48,15,11.19,4,2.99,40036
40,37,82,17,20.73,2,2.44,25,30.49,4,4.88,8,9.76,3,3.66,19,23.17,4,4.88,40037
40,38,54,17,31.48,3,5.56,17,31.48,4,7.41,4,7.41,1,1.85,6,11.11,2,3.7,40038
40,39,108,41,37.96,1,0.93,24,22.22,8,7.41,10,9.26,2,1.85,17,15.74,5,4.63,40039
40,40,81,22,27.16,3,3.7,23,28.4,2,2.47,7,8.64,2,2.47,20,24.69,2,2.47,40040
40,41,129,24,18.6,3,2.33,47,36.43,3,2.33,11,8.53,1,0.78,38,29.46,2,1.55,40041
40,42,151,33,21.85,7,4.64,48,31.79,8,5.3,18,11.92,2,1.32,35,23.18,0,0.0,40042
40,43,125,24,19.2,7,5.6,33,26.4,7,5.6,24,19.2,9,7.2,19,15.2,2,1.6,40043
40,44,87,23,26.44,4,4.6,24,27.59,3,3.45,13,14.94,4,4.6,13,14.94,3,3.45,40044
40,45,186,39,20.97,8,4.3,54,29.03,9,4.84,30,16.13,6,3.23,36,19.35,4,2.15,40045
40,46,136,28,20.59,5,3.68,40,29.41,9,6.62,22,16.18,4,2.94,23,16.91,5,3.68,40046
40,47,149,25,16.78,2,1.34,48,32.21,3,2.01,20,13.42,12,8.05,34,22.82,5,3.36,40047
40,48,73,22,30.14,2,2.74,19,26.03,5,6.85,11,15.07,3,4.11,7,9.59,4,5.48,40048
40,49,65,16,24.62,0,0.0,15,23.08,6,9.23,11,16.92,1,1.54,11,16.92,5,7.69,40049
41,1,78,22,28.21,3,3.85,12,15.38,9,11.54,11,14.1,4,5.13,14,17.95,3,3.85,41001
41,2,180,59,32.78,10,5.56,30,16.67,14,7.78,25,13.89,12,6.67,17,9.44,13,7.22,41002
41,3,79,23,29.11,5,6.33,19,24.05,5,6.33,7,8.86,4,5.06,13,16.46,3,3.8,41003
41,4,112,39,34.82,5,4.46,23,20.54,3,2.68,17,15.18,5,4.46,12,10.71,8,7.14,41004
41,5,140,49,35.0,4,2.86,20,14.29,5,3.57,25,17.86,13,9.29,15,10.71,9,6.43,41005
41,6,119,38,31.93,10,8.4,20,16.81,5,4.2,17,14.29,9,7.56,13,10.92,7,5.88,41006
41,7,161,45,27.95,9,5.59,34,21.12,11,6.83,16,9.94,15,9.32,22,13.66,9,5.59,41007
41,8,129,61,47.29,6,4.65,16,12.4,8,6.2,16,12.4,5,3.88,8,6.2,9,6.98,41008
41,9,104,36,34.62,11,10.58,14,13.46,11,10.58,9,8.65,3,2.88,16,15.38,4,3.85,41009
41,10,120,37,30.83,5,4.17,24,20.0,6,5.0,14,11.67,8,6.67,18,15.0,8,6.67,41010
41,11,81,32,39.51,3,3.7,18,22.22,1,1.23,10,12.35,6,7.41,8,9.88,3,3.7,41011
41,12,138,39,28.26,6,4.35,40,28.99,8,5.8,9,6.52,6,4.35,24,17.39,6,4.35,41012
41,13,94,29,30.85,1,1.06,22,23.4,4,4.26,18,19.15,6,6.38,11,11.7,3,3.19,41013
41,14,187,49,26.2,9,4.81,41,21.93,11,5.88,30,16.04,11,5.88,30,16.04,6,3.21,41014
41,15,76,27,35.53,2,2.63,15,19.74,3,3.95,8,10.53,3,3.95,13,17.11,5,6.58,41015
41,16,130,40,30.77,4,3.08,26,20.0,7,5.38,22,16.92,8,6.15,14,10.77,9,6.92,41016
41,17,141,28,19.86,4,2.84,24,17.02,2,1.42,16,11.35,45,31.91,15,10.64,7,4.96,41017
41,18,100,33,33.0,10,10.0,13,13.0,7,7.0,15,15.0,9,9.0,12,12.0,1,1.0,41018
41,19,107,26,24.3,7,6.54,21,19.63,7,6.54,11,10.28,11,10.28,18,16.82,6,5.61,41019
41,20,163,46,28.22,7,4.29,29,17.79,19,11.66,22,13.5,2,1.23,29,17.79,9,5.52,41020
41,21,127,38,29.92,6,4.72,31,24.41,4,3.15,17,13.39,9,7.09,14,11.02,8,6.3,41021
41,22,119,38,31.93,6,5.04,24,20.17,7,5.88,12,10.08,7,5.88,20,16.81,5,4.2,41022
41,23,125,40,32.0,6,4.8,20,16.0,9,7.2,14,11.2,8,6.4,24,19.2,4,3.2,41023
41,24,78,26,33.33,3,3.85,20,25.64,2,2.56,11,14.1,4,5.13,9,11.54,3,3.85,41024
41,25,44,17,38.64,2,4.55,7,15.91,6,13.64,5,11.36,1,2.27,4,9.09,2,4.55,41025
41,26,62,12,19.35,3,4.84,24,38.71,1,1.61,5,8.06,3,4.84,10,16.13,4,6.45,41026
41,27,42,17,40.48,0,0.0,8,19.05,1,2.38,9,21.43,3,7.14,3,7.14,1,2.38,41027
41,28,67,26,38.81,3,4.48,15,22.39,3,4.48,7,10.45,3,4.48,10,14.93,0,0.0,41028
41,29,38,14,36.84,0,0.0,7,18.42,4,10.53,3,7.89,2,5.26,7,18.42,1,2.63,41029
41,30,96,35,36.46,4,4.17,21,21.88,4,4.17,7,7.29,7,7.29,13,13.54,5,5.21,41030
41,31,134,47,35.07,9,6.72,22,16.42,4,2.99,13,9.7,8,5.97,23,17.16,8,5.97,41031
41,32,94,20,21.28,4,4.26,38,40.43,4,4.26,10,10.64,1,1.06,11,11.7,6,6.38,41032
41,33,86,30,34.88,8,9.3,15,17.44,6,6.98,9,10.47,3,3.49,9,10.47,6,6.98,41033
41,34,80,26,32.5,2,2.5,14,17.5,5,6.25,22,27.5,3,3.75,5,6.25,3,3.75,41034
41,35,111,32,28.83,6,5.41,22,19.82,6,5.41,12,10.81,8,7.21,18,16.22,7,6.31,41035
41,36,128,45,35.16,3,2.34,29,22.66,10,7.81,14,10.94,13,10.16,11,8.59,3,2.34,41036
41,37,116,27,23.28,2,1.72,23,19.83,2,1.72,16,13.79,23,19.83,17,14.66,6,5.17,41037
41,38,71,24,33.8,2,2.82,19,26.76,8,11.27,6,8.45,3,4.23,8,11.27,1,1.41,41038
41,39,74,26,35.14,2,2.7,11,14.86,4,5.41,13,17.57,5,6.76,11,14.86,2,2.7,41039
41,40,104,30,28.85,7,6.73,21,20.19,10,9.62,11,10.58,8,7.69,12,11.54,5,4.81,41040
41,41,97,35,36.08,3,3.09,22,22.68,3,3.09,18,18.56,12,12.37,4,4.12,0,0.0,41041
41,42,95,29,30.53,5,5.26,24,25.26,7,7.37,11,11.58,4,4.21,9,9.47,6,6.32,41042
41,43,94,30,31.91,6,6.38,17,18.09,7,7.45,12,12.77,9,9.57,12,12.77,1,1.06,41043
41,44,102,29,28.43,2,1.96,28,27.45,3,2.94,12,11.76,8,7.84,14,13.73,6,5.88,41044
41,45,98,33,33.67,5,5.1,17,17.35,5,5.1,13,13.27,5,5.1,17,17.35,3,3.06,41045
41,46,116,34,29.31,5,4.31,17,14.66,10,8.62,12,10.34,25,21.55,11,9.48,2,1.72,41046
41,47,139,40,28.78,6,4.32,39,28.06,2,1.44,15,10.79,9,6.47,17,12.23,11,7.91,41047
41,48,65,21,32.31,2,3.08,15,23.08,3,4.62,8,12.31,2,3.08,9,13.85,5,7.69,41048
41,49,99,24,24.24,6,6.06,17,17.17,16,16.16,15,15.15,4,4.04,13,13.13,4,4.04,41049
41,50,113,37,32.74,4,3.54,21,18.58,10,8.85,8,7.08,9,7.96,19,16.81,5,4.42,41050
41,51,94,34,36.17,2,2.13,21,22.34,3,3.19,9,9.57,9,9.57,12,12.77,4,4.26,41051
41,52,142,43,30.28,4,2.82,25,17.61,4,2.82,15,10.56,29,20.42,16,11.27,6,4.23,41052
41,53,115,38,33.04,8,6.96,22,19.13,7,6.09,11,9.57,11,9.57,14,12.17,4,3.48,41053
41,54,130,30,23.08,6,4.62,38,29.23,11,8.46,17,13.08,9,6.92,14,10.77,5,3.85,41054
41,55,79,26,32.91,5,6.33,15,18.99,6,7.59,11,13.92,2,2.53,10,12.66,4,5.06,41055
41,56,136,52,38.24,5,3.68,14,10.29,5,3.68,18,13.24,16,11.76,17,12.5,9,6.62,41056
41,57,107,38,35.51,1,0.93,27,25.23,5,4.67,15,14.02,4,3.74,14,13.08,3,2.8,41057
41,58,73,21,28.77,5,6.85,5,6.85,2,2.74,11,15.07,14,19.18,12,16.44,3,4.11,41058
41,59,119,38,31.93,5,4.2,21,17.65,5,4.2,17,14.29,7,5.88,18,15.13,8,6.72,41059
41,60,93,22,23.66,4,4.3,26,27.96,3,3.23,10,10.75,11,11.83,13,13.98,4,4.3,41060
41,61,159,57,35.85,6,3.77,34,21.38,5,3.14,24,15.09,13,8.18,13,8.18,7,4.4,41061
41,62,116,31,26.72,6,5.17,32,27.59,4,3.45,11,9.48,9,7.76,16,13.79,7,6.03,41062
41,63,121,37,30.58,6,4.96,18,14.88,15,12.4,13,10.74,8,6.61,15,12.4,9,7.44,41063
41,64,139,31,22.3,4,2.88,30,21.58,9,6.47,19,13.67,30,21.58,13,9.35,3,2.16,41064
41,65,166,58,34.94,10,6.02,29,17.47,9,5.42,19,11.45,10,6.02,28,16.87,3,1.81,41065
41,66,140,46,32.86,6,4.29,30,21.43,8,5.71,14,10.0,8,5.71,22,15.71,6,4.29,41066
41,67,103,26,25.24,6,5.83,29,28.16,12,11.65,8,7.77,2,1.94,15,14.56,5,4.85,41067
41,68,111,43,38.74,2,1.8,22,19.82,7,6.31,17,15.32,3,2.7,13,11.71,4,3.6,41068
41,69,206,58,28.16,12,5.83,55,26.7,9,4.37,32,15.53,8,3.88,20,9.71,12,5.83,41069
41,70,111,32,28.83,5,4.5,23,20.72,5,4.5,14,12.61,3,2.7,22,19.82,7,6.31,41070
41,71,76,18,23.68,5,6.58,22,28.95,4,5.26,9,11.84,5,6.58,11,14.47,2,2.63,41071
42,1,117,22,18.8,3,2.56,43,36.75,9,7.69,11,9.4,16,13.68,13,11.11,0,0.0,42001
42,2,78,14,17.95,4,5.13,26,33.33,4,5.13,13,16.67,3,3.85,11,14.1,3,3.85,42002
42,3,75,17,22.67,2,2.67,25,33.33,3,4.0,11,14.67,2,2.67,11,14.67,4,5.33,42003
42,4,111,21,18.92,5,4.5,39,35.14,6,5.41,19,17.12,2,1.8,16,14.41,3,2.7,42004
42,5,103,18,17.48,5,4.85,41,39.81,7,6.8,11,10.68,3,2.91,15,14.56,3,2.91,42005
42,6,215,53,24.65,5,2.33,66,30.7,10,4.65,46,21.4,11,5.12,17,7.91,7,3.26,42006
42,7,108,32,29.63,3,2.78,36,33.33,3,2.78,12,11.11,6,5.56,10,9.26,6,5.56,42007
42,8,154,22,14.29,4,2.6,57,37.01,6,3.9,18,11.69,13,8.44,28,18.18,6,3.9,42008
42,9,116,21,18.1,11,9.48,32,27.59,10,8.62,12,10.34,11,9.48,16,13.79,3,2.59,42009
42,10,60,14,23.33,1,1.67,24,40.0,2,3.33,4,6.67,3,5.0,11,18.33,1,1.67,42010
42,11,98,24,24.49,3,3.06,26,26.53,7,7.14,15,15.31,5,5.1,15,15.31,3,3.06,42011
42,12,68,17,25.0,3,4.41,21,30.88,6,8.82,6,8.82,6,8.82,9,13.24,0,0.0,42012
42,13,213,39,18.31,5,2.35,73,34.27,15,7.04,16,7.51,19,8.92,42,19.72,4,1.88,42013
42,14,92,18,19.57,1,1.09,25,27.17,7,7.61,15,16.3,2,2.17,19,20.65,5,5.43,42014
42,15,121,26,21.49,3,2.48,43,35.54,4,3.31,12,9.92,7,5.79,22,18.18,4,3.31,42015
42,16,54,11,20.37,3,5.56,19,35.19,3,5.56,5,9.26,8,14.81,5,9.26,0,0.0,42016
42,17,102,18,17.65,4,3.92,33,32.35,5,4.9,13,12.75,9,8.82,19,18.63,1,0.98,42017
42,18,87,9,10.34,4,4.6,28,32.18,5,5.75,20,22.99,3,3.45,16,18.39,2,2.3,42018
42,19,32,6,18.75,1,3.13,10,31.25,4,12.5,3,9.38,3,9.38,5,15.63,0,0.0,42019
42,20,64,9,14.06,3,4.69,17,26.56,6,9.38,11,17.19,2,3.13,14,21.88,2,3.13,42020
42,21,49,11,22.45,2,4.08,21,42.86,1,2.04,7,14.29,0,0.0,7,14.29,0,0.0,42021
42,22,77,16,20.78,3,3.9,19,24.68,6,7.79,9,11.69,4,5.19,19,24.68,1,1.3,42022
42,23,125,18,14.4,7,5.6,45,36.0,9,7.2,12,9.6,12,9.6,19,15.2,3,2.4,42023
42,24,124,29,23.39,3,2.42,35,28.23,7,5.65,17,13.71,10,8.06,16,12.9,7,5.65,42024
42,25,101,26,25.74,2,1.98,43,42.57,5,4.95,8,7.92,3,2.97,11,10.89,3,2.97,42025
42,26,119,33,27.73,7,5.88,17,14.29,10,8.4,11,9.24,4,3.36,31,26.05,6,5.04,42026
42,27,166,46,27.71,8,4.82,48,28.92,9,5.42,18,10.84,8,4.82,24,14.46,5,3.01,42027
42,28,135,25,18.52,4,2.96,49,36.3,4,2.96,20,14.81,12,8.89,17,12.59,4,2.96,42028
42,29,101,22,21.78,5,4.95,28,27.72,13,12.87,8,7.92,6,5.94,17,16.83,2,1.98,42029
42,30,58,15,25.86,2,3.45,15,25.86,4,6.9,9,15.52,4,6.9,8,13.79,1,1.72,42030
42,31,56,11,19.64,2,3.57,16,28.57,4,7.14,7,12.5,2,3.57,12,21.43,2,3.57,42031
42,32,136,34,25.0,14,10.29,31,22.79,8,5.88,14,10.29,7,5.15,22,16.18,6,4.41,42032
42,33,170,37,21.76,5,2.94,58,34.12,8,4.71,17,10.0,11,6.47,30,17.65,4,2.35,42033
42,34,111,25,22.52,3,2.7,34,30.63,5,4.5,11,9.91,11,9.91,22,19.82,0,0.0,42034
42,35,84,14,16.67,8,9.52,35,41.67,5,5.95,4,4.76,9,10.71,6,7.14,3,3.57,42035
42,36,82,23,28.05,2,2.44,23,28.05,3,3.66,13,15.85,3,3.66,12,14.63,3,3.66,42036
42,37,115,24,20.87,3,2.61,46,40.0,9,7.83,9,7.83,7,6.09,14,12.17,3,2.61,42037
42,38,98,22,22.45,4,4.08,33,33.67,7,7.14,14,14.29,4,4.08,12,12.24,2,2.04,42038
42,39,114,39,34.21,8,7.02,23,20.18,8,7.02,11,9.65,10,8.77,12,10.53,3,2.63,42039
42,40,80,14,17.5,4,5.0,29,36.25,4,5.0,6,7.5,5,6.25,17,21.25,1,1.25,42040
42,41,104,23,22.12,6,5.77,29,27.88,5,4.81,17,16.35,7,6.73,10,9.62,7,6.73,42041
42,42,59,15,25.42,1,1.69,19,32.2,2,3.39,11,18.64,1,1.69,7,11.86,3,5.08,42042
42,43,111,28,25.23,0,0.0,40,36.04,5,4.5,14,12.61,7,6.31,17,15.32,0,0.0,42043
42,44,112,33,29.46,3,2.68,36,32.14,5,4.46,9,8.04,4,3.57,21,18.75,1,0.89,42044
42,45,85,18,21.18,4,4.71,30,35.29,6,7.06,9,10.59,5,5.88,12,14.12,1,1.18,42045
42,46,73,27,36.99,2,2.74,13,17.81,5,6.85,6,8.22,5,6.85,12,16.44,3,4.11,42046
42,47,66,12,18.18,3,4.55,19,28.79,7,10.61,5,7.58,7,10.61,10,15.15,3,4.55,42047
42,48,76,17,22.37,2,2.63,28,36.84,2,2.63,8,10.53,4,5.26,13,17.11,2,2.63,42048
42,49,52,17,32.69,2,3.85,8,15.38,3,5.77,11,21.15,3,5.77,7,13.46,1,1.92,42049
42,50,85,14,16.47,2,2.35,34,40.0,5,5.88,12,14.12,2,2.35,15,17.65,1,1.18,42050
42,51,101,23,22.77,3,2.97,28,27.72,7,6.93,8,7.92,14,13.86,16,15.84,2,1.98,42051
42,52,59,15,25.42,1,1.69,17,28.81,3,5.08,6,10.17,4,6.78,10,16.95,3,5.08,42052
42,53,70,15,21.43,3,4.29,18,25.71,2,2.86,8,11.43,2,2.86,19,27.14,3,4.29,42053
42,54,73,16,21.92,2,2.74,22,30.14,7,9.59,4,5.48,8,10.96,11,15.07,3,4.11,42054
42,55,95,24,25.26,5,5.26,35,36.84,1,1.05,9,9.47,6,6.32,13,13.68,2,2.11,42055
42,56,78,19,24.36,1,1.28,27,34.62,4,5.13,7,8.97,9,11.54,10,12.82,1,1.28,42056
42,57,70,17,24.29,5,7.14,14,20.0,8,11.43,15,21.43,4,5.71,6,8.57,1,1.43,42057
42,58,45,10,22.22,4,8.89,12,26.67,6,13.33,4,8.89,3,6.67,2,4.44,4,8.89,42058
42,59,20,5,25.0,1,5.0,7,35.0,2,10.0,0,0.0,2,10.0,3,15.0,0,0.0,42059
42,60,68,13,19.12,3,4.41,22,32.35,2,2.94,14,20.59,0,0.0,10,14.71,4,5.88,42060
42,61,40,9,22.5,3,7.5,13,32.5,1,2.5,3,7.5,2,5.0,7,17.5,2,5.0,42061
42,62,72,16,22.22,6,8.33,18,25.0,5,6.94,6,8.33,4,5.56,13,18.06,4,5.56,42062
42,63,100,7,7.0,5,5.0,43,43.0,7,7.0,15,15.0,5,5.0,16,16.0,2,2.0,42063
42,64,56,18,32.14,1,1.79,18,32.14,1,1.79,7,12.5,0,0.0,9,16.07,2,3.57,42064
42,65,86,19,22.09,4,4.65,29,33.72,4,4.65,4,4.65,4,4.65,15,17.44,7,8.14,42065
42,66,77,19,24.68,6,7.79,17,22.08,6,7.79,11,14.29,3,3.9,13,16.88,2,2.6,42066
42,67,66,21,31.82,4,6.06,22,33.33,3,4.55,5,7.58,3,4.55,7,10.61,1,1.52,42067
42,68,96,29,30.21,2,2.08,22,22.92,4,4.17,14,14.58,5,5.21,18,18.75,2,2.08,42068
42,69,128,25,19.53,8,6.25,32,25.0,11,8.59,23,17.97,3,2.34,19,14.84,7,5.47,42069
43,1,71,21,29.58,6,8.45,17,23.94,1,1.41,6,8.45,4,5.63,15,21.13,1,1.41,43001
43,2,83,14,16.87,4,4.82,26,31.33,6,7.23,15,18.07,3,3.61,14,16.87,1,1.2,43002
43,3,96,9,9.38,11,11.46,35,36.46,4,4.17,12,12.5,9,9.38,14,14.58,2,2.08,43003
43,4,102,20,19.61,0,0.0,35,34.31,8,7.84,12,11.76,9,8.82,15,14.71,3,2.94,43004
43,5,76,9,11.84,7,9.21,27,35.53,0,0.0,9,11.84,3,3.95,17,22.37,4,5.26,43005
43,6,89,16,17.98,10,11.24,29,32.58,8,8.99,7,7.87,4,4.49,12,13.48,3,3.37,43006
43,7,48,13,27.08,0,0.0,16,33.33,3,6.25,1,2.08,3,6.25,11,22.92,1,2.08,43007
43,8,102,18,17.65,6,5.88,39,38.24,2,1.96,11,10.78,7,6.86,16,15.69,3,2.94,43008
43,9,74,15,20.27,2,2.7,32,43.24,3,4.05,7,9.46,6,8.11,9,12.16,0,0.0,43009
43,10,36,6,16.67,3,8.33,9,25.0,0,0.0,4,11.11,4,11.11,10,27.78,0,0.0,43010
43,11,48,7,14.58,3,6.25,18,37.5,3,6.25,3,6.25,3,6.25,11,22.92,0,0.0,43011
43,12,156,35,22.44,6,3.85,41,26.28,8,5.13,20,12.82,13,8.33,31,19.87,2,1.28,43012
43,13,51,5,9.8,3,5.88,19,37.25,2,3.92,1,1.96,5,9.8,15,29.41,1,1.96,43013
43,14,95,16,16.84,3,3.16,29,30.53,6,6.32,13,13.68,3,3.16,21,22.11,4,4.21,43014
43,15,81,13,16.05,5,6.17,34,41.98,0,0.0,6,7.41,6,7.41,14,17.28,3,3.7,43015
43,16,96,17,17.71,1,1.04,27,28.13,5,5.21,12,12.5,15,15.63,15,15.63,4,4.17,43016
43,17,49,8,16.33,1,2.04,22,44.9,1,2.04,8,16.33,1,2.04,8,16.33,0,0.0,43017
