ward,precinct,total,William O. Lipinski,William O. Lipinski Percent,precinct_id
23,1,195,195,100.0,23001
23,2,327,327,100.0,23002
23,3,186,186,100.0,23003
23,4,183,183,100.0,23004
23,5,144,144,100.0,23005
23,6,215,215,100.0,23006
23,7,72,72,100.0,23007
23,8,214,214,100.0,23008
23,9,144,144,100.0,23009
23,10,302,302,100.0,23010
23,11,206,206,100.0,23011
23,12,175,175,100.0,23012
23,13,227,227,100.0,23013
23,14,57,57,100.0,23014
23,15,139,139,100.0,23015
23,16,242,242,100.0,23016
23,17,229,229,100.0,23017
23,18,124,124,100.0,23018
23,19,194,194,100.0,23019
23,20,183,183,100.0,23020
23,21,157,157,100.0,23021
23,22,194,194,100.0,23022
23,23,178,178,100.0,23023
23,24,89,89,100.0,23024
23,25,117,117,100.0,23025
23,26,188,188,100.0,23026
23,27,139,139,100.0,23027
23,28,170,170,100.0,23028
23,29,141,141,100.0,23029
23,30,193,193,100.0,23030
23,31,122,122,100.0,23031
23,32,232,232,100.0,23032
23,33,239,239,100.0,23033
23,34,146,146,100.0,23034
23,35,136,136,100.0,23035
23,36,255,255,100.0,23036
23,37,142,142,100.0,23037
23,38,158,158,100.0,23038
23,39,167,167,100.0,23039
23,40,186,186,100.0,23040
23,41,134,134,100.0,23041
23,42,165,165,100.0,23042
23,43,233,233,100.0,23043
23,44,234,234,100.0,23044
23,45,212,212,100.0,23045
23,46,221,221,100.0,23046
23,47,221,221,100.0,23047
23,48,176,176,100.0,23048
23,49,232,232,100.0,23049
23,50,105,105,100.0,23050
23,51,172,172,100.0,23051
23,52,213,213,100.0,23052
23,53,126,126,100.0,23053
23,54,288,288,100.0,23054
23,55,224,224,100.0,23055
23,56,160,160,100.0,23056
