ward,precinct,total,Fred G. Lebed (Dean),Fred G. Lebed (Dean) Percent,Marion Murphy (Dean),Marion Murphy (Dean) Percent,Joseph M. Burns (Dean),Joseph M. Burns (Dean) Percent,Patricia E. Bolivar (Dean),Patricia E. Bolivar (Dean) Percent,Rachel M. Ostendorf (Dean),Rachel M. Ostendorf (Dean) Percent,Marjorie D. Zamora (Kucinich),Marjorie D. Zamora (Kucinich) Percent,Michael Foerstel (Kucinich),Michael Foerstel (Kucinich) Percent,"Theresa M. """"Teri"""" Pluta (Kucinich)","Theresa M. """"Teri"""" Pluta (Kucinich) Percent",Carl J. Holmgren (Kucinich),Carl J. Holmgren (Kucinich) Percent,"Pamela M. """"Pam"""" Paxton (Kucinich)","Pamela M. """"Pam"""" Paxton (Kucinich) Percent",Timothy A. Prorok (Kucinich),Timothy A. Prorok (Kucinich) Percent,Alfredo A. Pedroza (Braun),Alfredo A. Pedroza (Braun) Percent,John Fitzgerald (Braun),John Fitzgerald (Braun) Percent,Robert K. Gorman (Braun),Robert K. Gorman (Braun) Percent,Elizabeth Pedroza (Braun),Elizabeth Pedroza (Braun) Percent,Thomas J. Dart (Edwards),Thomas J. Dart (Edwards) Percent,Terrie Pickerill (Edwards),Terrie Pickerill (Edwards) Percent,Paul D. Newman (Edwards),Paul D. Newman (Edwards) Percent,Dolores J. Foertsch (Edwards),Dolores J. Foertsch (Edwards) Percent,Alvan Hui Tong Leung (Edwards),Alvan Hui Tong Leung (Edwards) Percent,Angela V. Venegas (Edwards),Angela V. Venegas (Edwards) Percent,Michael B. Stillman (Clark),Michael B. Stillman (Clark) Percent,John D. Carr (Clark),John D. Carr (Clark) Percent,Ron Pratl (Clark),Ron Pratl (Clark) Percent,Hollie Bush (Clark),Hollie Bush (Clark) Percent,Mary Newman (Clark),Mary Newman (Clark) Percent,Lisa Forde (Clark),Lisa Forde (Clark) Percent,Lisa Benigno-Praznowski (Kerry),Lisa Benigno-Praznowski (Kerry) Percent,James M. Ryan (Kerry),James M. Ryan (Kerry) Percent,Nora E. Rowley (Kerry),Nora E. Rowley (Kerry) Percent,Martin Joyce (Kerry),Martin Joyce (Kerry) Percent,Virginia L. Reyes (Kerry),Virginia L. Reyes (Kerry) Percent,Matthew J. O'Shea (Kerry),Matthew J. O'Shea (Kerry) Percent,Lenore Goodfriend (Lieberman),Lenore Goodfriend (Lieberman) Percent,Christopher Jutton (Lieberman),Christopher Jutton (Lieberman) Percent,"John """"Jack"""" Neven (Lieberman)","John """"Jack"""" Neven (Lieberman) Percent",Mary Jo Noonan (Lieberman),Mary Jo Noonan (Lieberman) Percent,Diane Viverito (Lieberman),Diane Viverito (Lieberman) Percent,precinct_id
23,10,1076,13,1.21,14,1.3,17,1.58,17,1.58,10,0.93,7,0.65,4,0.37,6,0.56,5,0.46,6,0.56,8,0.74,14,1.3,3,0.28,2,0.19,2,0.19,4,0.37,5,0.46,5,0.46,4,0.37,4,0.37,8,0.74,0,0.0,2,0.19,1,0.09,1,0.09,2,0.19,4,0.37,23,2.14,23,2.14,22,2.04,20,1.86,26,2.42,22,2.04,132,12.27,131,12.17,127,11.8,126,11.71,124,11.52,23010
23,11,785,10,1.27,22,2.8,10,1.27,11,1.4,10,1.27,11,1.4,11,1.4,14,1.78,9,1.15,12,1.53,12,1.53,5,0.64,12,1.53,3,0.38,2,0.25,15,1.91,14,1.78,19,2.42,11,1.4,10,1.27,12,1.53,5,0.64,5,0.64,5,0.64,5,0.64,6,0.76,6,0.76,48,6.11,48,6.11,44,5.61,45,5.73,52,6.62,49,6.24,33,4.2,33,4.2,37,4.71,39,4.97,39,4.97,23011
23,12,546,12,2.2,12,2.2,11,2.01,16,2.93,9,1.65,9,1.65,8,1.47,7,1.28,6,1.1,12,2.2,8,1.47,3,0.55,6,1.1,0,0.0,4,0.73,5,0.92,2,0.37,3,0.55,6,1.1,2,0.37,3,0.55,2,0.37,3,0.55,1,0.18,3,0.55,4,0.73,2,0.37,33,6.04,33,6.04,33,6.04,33,6.04,33,6.04,28,5.13,32,5.86,29,5.31,32,5.86,30,5.49,32,5.86,23012
23,13,740,18,2.43,21,2.84,14,1.89,20,2.7,18,2.43,13,1.76,6,0.81,11,1.49,5,0.68,12,1.62,8,1.08,5,0.68,7,0.95,0,0.0,3,0.41,11,1.49,12,1.62,16,2.16,13,1.76,13,1.76,13,1.76,3,0.41,3,0.41,3,0.41,3,0.41,2,0.27,2,0.27,43,5.81,52,7.03,44,5.95,45,6.08,43,5.81,34,4.59,37,5.0,33,4.46,33,4.46,36,4.86,35,4.73,23013
23,14,168,6,3.57,5,2.98,8,4.76,3,1.79,4,2.38,0,0.0,1,0.6,2,1.19,0,0.0,3,1.79,0,0.0,2,1.19,10,5.95,4,2.38,4,2.38,2,1.19,1,0.6,2,1.19,2,1.19,0,0.0,0,0.0,1,0.6,1,0.6,2,1.19,1,0.6,0,0.0,1,0.6,6,3.57,10,5.95,7,4.17,7,4.17,6,3.57,5,2.98,8,4.76,11,6.55,9,5.36,11,6.55,9,5.36,23014
23,15,513,12,2.34,15,2.92,11,2.14,14,2.73,15,2.92,8,1.56,7,1.36,7,1.36,6,1.17,8,1.56,5,0.97,2,0.39,3,0.58,0,0.0,2,0.39,14,2.73,12,2.34,12,2.34,14,2.73,11,2.14,11,2.14,3,0.58,5,0.97,3,0.58,4,0.78,4,0.78,2,0.39,26,5.07,28,5.46,28,5.46,28,5.46,29,5.65,27,5.26,24,4.68,20,3.9,23,4.48,20,3.9,20,3.9,23015
23,16,886,5,0.56,11,1.24,6,0.68,10,1.13,6,0.68,5,0.56,1,0.11,3,0.34,3,0.34,5,0.56,4,0.45,3,0.34,7,0.79,1,0.11,2,0.23,14,1.58,11,1.24,11,1.24,10,1.13,9,1.02,15,1.69,0,0.0,1,0.11,0,0.0,2,0.23,2,0.23,0,0.0,56,6.32,64,7.22,60,6.77,57,6.43,58,6.55,51,5.76,68,7.67,65,7.34,67,7.56,63,7.11,62,7.0,23016
23,17,898,14,1.56,27,3.01,16,1.78,15,1.67,15,1.67,8,0.89,3,0.33,8,0.89,3,0.33,7,0.78,2,0.22,6,0.67,12,1.34,2,0.22,6,0.67,15,1.67,11,1.22,22,2.45,12,1.34,15,1.67,15,1.67,6,0.67,6,0.67,4,0.45,8,0.89,6,0.67,6,0.67,75,8.35,71,7.91,61,6.79,66,7.35,63,7.02,67,7.46,38,4.23,33,3.67,36,4.01,35,3.9,35,3.9,23017
23,18,483,8,1.66,12,2.48,8,1.66,8,1.66,7,1.45,6,1.24,4,0.83,3,0.62,3,0.62,1,0.21,3,0.62,1,0.21,7,1.45,2,0.41,1,0.21,7,1.45,6,1.24,9,1.86,5,1.04,5,1.04,7,1.45,3,0.62,2,0.41,1,0.21,3,0.62,3,0.62,3,0.62,30,6.21,29,6.0,24,4.97,28,5.8,28,5.8,28,5.8,32,6.63,28,5.8,30,6.21,31,6.42,30,6.21,23018
23,19,775,8,1.03,15,1.94,12,1.55,7,0.9,7,0.9,13,1.68,7,0.9,13,1.68,7,0.9,11,1.42,6,0.77,2,0.26,5,0.65,1,0.13,3,0.39,7,0.9,5,0.65,9,1.16,3,0.39,5,0.65,6,0.77,3,0.39,5,0.65,1,0.13,5,0.65,2,0.26,2,0.26,43,5.55,41,5.29,36,4.65,38,4.9,40,5.16,37,4.77,58,7.48,57,7.35,59,7.61,61,7.87,66,8.52,23019
23,20,623,11,1.77,13,2.09,13,2.09,14,2.25,13,2.09,5,0.8,4,0.64,6,0.96,4,0.64,7,1.12,5,0.8,1,0.16,2,0.32,1,0.16,0,0.0,8,1.28,7,1.12,9,1.44,8,1.28,6,0.96,5,0.8,1,0.16,0,0.0,1,0.16,0,0.0,1,0.16,0,0.0,42,6.74,40,6.42,37,5.94,40,6.42,36,5.78,36,5.78,37,5.94,37,5.94,38,6.1,41,6.58,42,6.74,23020
23,21,547,11,2.01,22,4.02,14,2.56,11,2.01,10,1.83,2,0.37,1,0.18,5,0.91,1,0.18,7,1.28,3,0.55,8,1.46,19,3.47,5,0.91,8,1.46,6,1.1,1,0.18,3,0.55,5,0.91,4,0.73,2,0.37,4,0.73,7,1.28,1,0.18,3,0.55,5,0.91,4,0.73,25,4.57,37,6.76,34,6.22,35,6.4,38,6.95,25,4.57,34,6.22,23,4.2,28,5.12,27,4.94,31,5.67,23021
23,22,635,10,1.57,15,2.36,13,2.05,13,2.05,9,1.42,6,0.94,7,1.1,12,1.89,7,1.1,6,0.94,6,0.94,5,0.79,4,0.63,2,0.31,4,0.63,13,2.05,6,0.94,9,1.42,8,1.26,6,0.94,7,1.1,1,0.16,2,0.31,3,0.47,1,0.16,2,0.31,2,0.31,30,4.72,32,5.04,30,4.72,29,4.57,28,4.41,30,4.72,45,7.09,45,7.09,45,7.09,44,6.93,43,6.77,23022
23,23,562,11,1.96,14,2.49,10,1.78,11,1.96,11,1.96,3,0.53,6,1.07,4,0.71,5,0.89,6,1.07,2,0.36,0,0.0,1,0.18,0,0.0,1,0.18,14,2.49,11,1.96,15,2.67,12,2.14,9,1.6,11,1.96,4,0.71,5,0.89,6,1.07,4,0.71,5,0.89,5,0.89,35,6.23,34,6.05,31,5.52,33,5.87,30,5.34,28,4.98,32,5.69,29,5.16,29,5.16,27,4.8,30,5.34,23023
23,25,326,7,2.15,5,1.53,8,2.45,11,3.37,4,1.23,9,2.76,6,1.84,7,2.15,7,2.15,7,2.15,7,2.15,10,3.07,8,2.45,1,0.31,9,2.76,4,1.23,5,1.53,11,3.37,8,2.45,7,2.15,15,4.6,1,0.31,2,0.61,2,0.61,3,0.92,3,0.92,4,1.23,20,6.13,17,5.21,18,5.52,17,5.21,21,6.44,16,4.91,4,1.23,5,1.53,5,1.53,10,3.07,9,2.76,23025
23,26,580,8,1.38,11,1.9,6,1.03,7,1.21,8,1.38,7,1.21,5,0.86,8,1.38,4,0.69,8,1.38,2,0.34,2,0.34,5,0.86,2,0.34,1,0.17,8,1.38,9,1.55,9,1.55,8,1.38,7,1.21,6,1.03,2,0.34,5,0.86,3,0.52,2,0.34,3,0.52,3,0.52,38,6.55,40,6.9,32,5.52,34,5.86,32,5.52,34,5.86,33,5.69,32,5.52,33,5.69,35,6.03,39,6.72,23026
23,27,534,8,1.5,10,1.87,6,1.12,9,1.69,7,1.31,4,0.75,3,0.56,2,0.37,3,0.56,11,2.06,4,0.75,5,0.94,11,2.06,0,0.0,4,0.75,7,1.31,6,1.12,8,1.5,8,1.5,7,1.31,6,1.12,3,0.56,7,1.31,6,1.12,2,0.37,3,0.56,1,0.19,29,5.43,41,7.68,38,7.12,38,7.12,31,5.81,33,6.18,28,5.24,24,4.49,28,5.24,26,4.87,30,5.62,23027
23,28,533,12,2.25,19,3.56,13,2.44,16,3.0,10,1.88,9,1.69,1,0.19,3,0.56,1,0.19,9,1.69,3,0.56,3,0.56,11,2.06,1,0.19,3,0.56,7,1.31,8,1.5,8,1.5,8,1.5,9,1.69,11,2.06,4,0.75,3,0.56,2,0.38,4,0.75,4,0.75,2,0.38,28,5.25,32,6.0,28,5.25,24,4.5,28,5.25,25,4.69,26,4.88,29,5.44,32,6.0,29,5.44,30,5.63,23028
23,30,634,11,1.74,16,2.52,14,2.21,8,1.26,7,1.1,8,1.26,5,0.79,9,1.42,7,1.1,7,1.1,5,0.79,2,0.32,10,1.58,1,0.16,2,0.32,5,0.79,4,0.63,4,0.63,4,0.63,4,0.63,5,0.79,1,0.16,4,0.63,1,0.16,1,0.16,3,0.47,2,0.32,27,4.26,30,4.73,26,4.1,26,4.1,23,3.63,22,3.47,53,8.36,54,8.52,52,8.2,51,8.04,53,8.36,23030
23,31,379,6,1.58,10,2.64,9,2.37,9,2.37,7,1.85,12,3.17,3,0.79,7,1.85,5,1.32,8,2.11,5,1.32,10,2.64,8,2.11,3,0.79,4,1.06,5,1.32,1,0.26,3,0.79,3,0.79,0,0.0,7,1.85,0,0.0,3,0.79,0,0.0,1,0.26,3,0.79,4,1.06,22,5.8,24,6.33,23,6.07,18,4.75,22,5.8,15,3.96,19,5.01,18,4.75,21,5.54,21,5.54,17,4.49,23031
23,32,801,13,1.62,17,2.12,9,1.12,17,2.12,8,1.0,9,1.12,6,0.75,6,0.75,3,0.37,7,0.87,6,0.75,7,0.87,9,1.12,4,0.5,7,0.87,7,0.87,6,0.75,4,0.5,4,0.5,4,0.5,7,0.87,3,0.37,5,0.62,2,0.25,3,0.37,2,0.25,2,0.25,47,5.87,55,6.87,44,5.49,46,5.74,49,6.12,42,5.24,56,6.99,54,6.74,57,7.12,57,7.12,57,7.12,23032
23,33,770,11,1.43,8,1.04,8,1.04,9,1.17,5,0.65,13,1.69,7,0.91,10,1.3,2,0.26,6,0.78,3,0.39,4,0.52,5,0.65,1,0.13,4,0.52,4,0.52,4,0.52,8,1.04,4,0.52,4,0.52,7,0.91,1,0.13,3,0.39,0,0.0,2,0.26,1,0.13,1,0.13,38,4.94,41,5.32,34,4.42,33,4.29,36,4.68,32,4.16,74,9.61,73,9.48,71,9.22,64,8.31,67,8.7,23033
23,34,453,15,3.31,17,3.75,14,3.09,13,2.87,10,2.21,11,2.43,6,1.32,7,1.55,6,1.32,5,1.1,7,1.55,2,0.44,6,1.32,0,0.0,1,0.22,5,1.1,4,0.88,4,0.88,2,0.44,1,0.22,4,0.88,4,0.88,2,0.44,2,0.44,3,0.66,2,0.44,2,0.44,28,6.18,25,5.52,24,5.3,25,5.52,21,4.64,21,4.64,25,5.52,27,5.96,21,4.64,23,5.08,23,5.08,23034
23,35,680,12,1.76,23,3.38,29,4.26,13,1.91,7,1.03,3,0.44,6,0.88,2,0.29,2,0.29,8,1.18,2,0.29,15,2.21,17,2.5,22,3.24,11,1.62,4,0.59,4,0.59,5,0.74,7,1.03,4,0.59,7,1.03,12,1.76,11,1.62,4,0.59,7,1.03,7,1.03,3,0.44,30,4.41,46,6.76,50,7.35,58,8.53,42,6.18,41,6.03,30,4.41,26,3.82,29,4.26,23,3.38,22,3.24,23035
23,36,1029,15,1.46,20,1.94,13,1.26,15,1.46,13,1.26,12,1.17,3,0.29,9,0.87,5,0.49,10,0.97,4,0.39,4,0.39,11,1.07,1,0.1,5,0.49,13,1.26,11,1.07,12,1.17,15,1.46,10,0.97,9,0.87,4,0.39,5,0.49,2,0.19,1,0.1,2,0.19,3,0.29,49,4.76,49,4.76,39,3.79,42,4.08,42,4.08,39,3.79,88,8.55,88,8.55,86,8.36,89,8.65,90,8.75,23036
23,37,377,8,2.12,11,2.92,9,2.39,7,1.86,3,0.8,2,0.53,3,0.8,5,1.33,3,0.8,3,0.8,1,0.27,8,2.12,7,1.86,5,1.33,5,1.33,1,0.27,0,0.0,2,0.53,1,0.27,2,0.53,3,0.8,1,0.27,3,0.8,1,0.27,1,0.27,2,0.53,2,0.53,13,3.45,16,4.24,20,5.31,23,6.1,16,4.24,15,3.98,31,8.22,29,7.69,27,7.16,27,7.16,28,7.43,23037
23,38,700,4,0.57,10,1.43,8,1.14,9,1.29,8,1.14,9,1.29,6,0.86,11,1.57,7,1.0,7,1.0,9,1.29,5,0.71,7,1.0,3,0.43,5,0.71,10,1.43,5,0.71,11,1.57,6,0.86,4,0.57,9,1.29,1,0.14,4,0.57,3,0.43,1,0.14,4,0.57,4,0.57,37,5.29,42,6.0,39,5.57,40,5.71,42,6.0,39,5.57,48,6.86,47,6.71,53,7.57,45,6.43,46,6.57,23038
23,39,711,12,1.69,14,1.97,9,1.27,14,1.97,7,0.98,7,0.98,7,0.98,5,0.7,6,0.84,5,0.7,4,0.56,4,0.56,8,1.13,1,0.14,4,0.56,12,1.69,8,1.13,7,0.98,6,0.84,8,1.13,10,1.41,6,0.84,2,0.28,1,0.14,4,0.56,3,0.42,2,0.28,42,5.91,44,6.19,40,5.63,47,6.61,42,5.91,40,5.63,49,6.89,39,5.49,51,7.17,44,6.19,48,6.75,23039
23,40,671,10,1.49,14,2.09,8,1.19,15,2.24,6,0.89,11,1.64,5,0.75,7,1.04,6,0.89,6,0.89,5,0.75,2,0.3,7,1.04,4,0.6,2,0.3,7,1.04,5,0.75,8,1.19,6,0.89,5,0.75,3,0.45,4,0.6,2,0.3,3,0.45,4,0.6,3,0.45,1,0.15,33,4.92,35,5.22,33,4.92,36,5.37,27,4.02,31,4.62,53,7.9,46,6.86,50,7.45,57,8.49,51,7.6,23040
23,41,419,8,1.91,17,4.06,9,2.15,12,2.86,4,0.95,8,1.91,2,0.48,7,1.67,0,0.0,1,0.24,3,0.72,4,0.95,6,1.43,4,0.95,9,2.15,6,1.43,5,1.19,3,0.72,4,0.95,3,0.72,7,1.67,1,0.24,2,0.48,1,0.24,1,0.24,2,0.48,6,1.43,38,9.07,35,8.35,27,6.44,32,7.64,34,8.11,27,6.44,14,3.34,11,2.63,15,3.58,13,3.1,17,4.06,23041
23,42,592,8,1.35,12,2.03,8,1.35,5,0.84,2,0.34,11,1.86,6,1.01,6,1.01,5,0.84,7,1.18,4,0.68,2,0.34,6,1.01,0,0.0,1,0.17,13,2.2,13,2.2,12,2.03,12,2.03,10,1.69,11,1.86,3,0.51,3,0.51,1,0.17,1,0.17,2,0.34,2,0.34,31,5.24,34,5.74,31,5.24,30,5.07,31,5.24,29,4.9,39,6.59,40,6.76,37,6.25,41,6.93,40,6.76,23042
23,43,1010,13,1.29,24,2.38,11,1.09,19,1.88,12,1.19,12,1.19,5,0.5,9,0.89,3,0.3,5,0.5,5,0.5,8,0.79,12,1.19,2,0.2,12,1.19,14,1.39,10,0.99,15,1.49,10,0.99,9,0.89,14,1.39,3,0.3,5,0.5,3,0.3,6,0.59,2,0.2,4,0.4,50,4.95,46,4.55,53,5.25,50,4.95,49,4.85,48,4.75,75,7.43,68,6.73,77,7.62,76,7.52,82,8.12,23043
23,44,821,10,1.22,11,1.34,9,1.1,8,0.97,5,0.61,10,1.22,6,0.73,9,1.1,5,0.61,6,0.73,9,1.1,2,0.24,4,0.49,1,0.12,5,0.61,8,0.97,6,0.73,12,1.46,5,0.61,5,0.61,5,0.61,0,0.0,1,0.12,0,0.0,1,0.12,1,0.12,0,0.0,40,4.87,35,4.26,39,4.75,37,4.51,39,4.75,34,4.14,79,9.62,72,8.77,74,9.01,71,8.65,72,8.77,23044
23,45,925,14,1.51,25,2.7,15,1.62,17,1.84,13,1.41,10,1.08,4,0.43,7,0.76,4,0.43,9,0.97,5,0.54,9,0.97,9,0.97,3,0.32,6,0.65,13,1.41,10,1.08,10,1.08,10,1.08,6,0.65,13,1.41,8,0.86,6,0.65,7,0.76,5,0.54,6,0.65,7,0.76,49,5.3,55,5.95,54,5.84,50,5.41,51,5.51,58,6.27,56,6.05,52,5.62,55,5.95,60,6.49,65,7.03,23045
23,46,725,8,1.1,7,0.97,7,0.97,5,0.69,7,0.97,8,1.1,4,0.55,8,1.1,6,0.83,9,1.24,3,0.41,1,0.14,5,0.69,3,0.41,3,0.41,10,1.38,8,1.1,9,1.24,8,1.1,8,1.1,7,0.97,1,0.14,3,0.41,3,0.41,3,0.41,3,0.41,2,0.28,48,6.62,40,5.52,43,5.93,39,5.38,42,5.79,46,6.34,48,6.62,47,6.48,52,7.17,47,6.48,50,6.9,23046
23,47,1042,10,0.96,24,2.3,11,1.06,16,1.54,18,1.73,11,1.06,4,0.38,17,1.63,5,0.48,9,0.86,6,0.58,6,0.58,18,1.73,3,0.29,2,0.19,20,1.92,14,1.34,19,1.82,17,1.63,14,1.34,14,1.34,5,0.48,9,0.86,3,0.29,6,0.58,6,0.58,7,0.67,75,7.2,73,7.01,65,6.24,62,5.95,59,5.66,60,5.76,58,5.57,55,5.28,58,5.57,60,5.76,61,5.85,23047
23,48,524,6,1.15,8,1.53,11,2.1,7,1.34,5,0.95,7,1.34,3,0.57,7,1.34,4,0.76,6,1.15,7,1.34,3,0.57,7,1.34,0,0.0,5,0.95,10,1.91,9,1.72,9,1.72,10,1.91,8,1.53,7,1.34,1,0.19,1,0.19,0,0.0,0,0.0,1,0.19,1,0.19,28,5.34,26,4.96,24,4.58,22,4.2,23,4.39,20,3.82,44,8.4,39,7.44,40,7.63,40,7.63,39,7.44,23048
23,49,663,12,1.81,21,3.17,18,2.71,14,2.11,10,1.51,12,1.81,7,1.06,7,1.06,3,0.45,10,1.51,5,0.75,1,0.15,8,1.21,3,0.45,3,0.45,15,2.26,9,1.36,14,2.11,11,1.66,12,1.81,13,1.96,2,0.3,4,0.6,3,0.45,5,0.75,4,0.6,3,0.45,53,7.99,49,7.39,44,6.64,46,6.94,45,6.79,42,6.33,20,3.02,21,3.17,21,3.17,22,3.32,27,4.07,23049
23,50,287,5,1.74,6,2.09,2,0.7,11,3.83,5,1.74,7,2.44,4,1.39,8,2.79,5,1.74,6,2.09,4,1.39,8,2.79,3,1.05,0,0.0,7,2.44,6,2.09,6,2.09,8,2.79,6,2.09,6,2.09,8,2.79,0,0.0,0,0.0,1,0.35,0,0.0,0,0.0,1,0.35,15,5.23,21,7.32,17,5.92,19,6.62,19,6.62,15,5.23,9,3.14,8,2.79,8,2.79,10,3.48,11,3.83,23050
23,51,469,7,1.49,11,2.35,3,0.64,6,1.28,4,0.85,5,1.07,4,0.85,7,1.49,5,1.07,3,0.64,3,0.64,4,0.85,2,0.43,1,0.21,0,0.0,3,0.64,3,0.64,3,0.64,3,0.64,3,0.64,1,0.21,2,0.43,1,0.21,0,0.0,4,0.85,1,0.21,0,0.0,31,6.61,30,6.4,27,5.76,24,5.12,31,6.61,26,5.54,33,7.04,36,7.68,33,7.04,32,6.82,35,7.46,23051
23,52,694,14,2.02,24,3.46,13,1.87,17,2.45,13,1.87,10,1.44,6,0.86,11,1.59,7,1.01,8,1.15,5,0.72,5,0.72,6,0.86,2,0.29,3,0.43,5,0.72,5,0.72,7,1.01,6,0.86,4,0.58,5,0.72,6,0.86,1,0.14,1,0.14,2,0.29,1,0.14,2,0.29,50,7.2,46,6.63,47,6.77,47,6.77,41,5.91,41,5.91,36,5.19,36,5.19,35,5.04,36,5.19,37,5.33,23052
23,53,463,5,1.08,5,1.08,6,1.3,6,1.3,4,0.86,8,1.73,6,1.3,7,1.51,5,1.08,7,1.51,8,1.73,6,1.3,2,0.43,0,0.0,1,0.22,4,0.86,4,0.86,5,1.08,5,1.08,2,0.43,4,0.86,4,0.86,2,0.43,2,0.43,2,0.43,2,0.43,2,0.43,21,4.54,26,5.62,25,5.4,22,4.75,24,5.18,19,4.1,37,7.99,32,6.91,35,7.56,34,7.34,35,7.56,23053
23,54,1323,11,0.83,13,0.98,11,0.83,14,1.06,8,0.6,8,0.6,3,0.23,6,0.45,1,0.08,9,0.68,1,0.08,4,0.3,5,0.38,0,0.0,4,0.3,4,0.3,9,0.68,11,0.83,4,0.3,6,0.45,10,0.76,5,0.38,5,0.38,2,0.15,4,0.3,3,0.23,5,0.38,45,3.4,47,3.55,45,3.4,42,3.17,44,3.33,39,2.95,144,10.88,144,10.88,145,10.96,144,10.88,149,11.26,23054
23,55,769,8,1.04,7,0.91,6,0.78,9,1.17,4,0.52,3,0.39,3,0.39,8,1.04,2,0.26,4,0.52,2,0.26,4,0.52,4,0.52,4,0.52,5,0.65,15,1.95,3,0.39,6,0.78,4,0.52,6,0.78,3,0.39,2,0.26,4,0.52,3,0.39,6,0.78,4,0.52,3,0.39,37,4.81,31,4.03,38,4.94,34,4.42,34,4.42,29,3.77,59,7.67,60,7.8,61,7.93,66,8.58,61,7.93,23055
23,56,472,5,1.06,11,2.33,8,1.69,9,1.91,6,1.27,5,1.06,4,0.85,3,0.64,2,0.42,4,0.85,3,0.64,4,0.85,10,2.12,0,0.0,2,0.42,13,2.75,9,1.91,12,2.54,9,1.91,10,2.12,11,2.33,3,0.64,3,0.64,2,0.42,4,0.85,3,0.64,2,0.42,24,5.08,27,5.72,22,4.66,25,5.3,22,4.66,20,4.24,27,5.72,26,5.51,28,5.93,30,6.36,30,6.36,23056
