ward,precinct,total,Mary E. Flowers,Mary E. Flowers Percent,precinct_id
6,11,14,14,100.0,06011
6,12,13,13,100.0,06012
6,19,217,217,100.0,06019
6,32,5,5,100.0,06032
6,42,84,84,100.0,06042
6,49,195,195,100.0,06049
17,2,137,137,100.0,17002
17,3,106,106,100.0,17003
17,4,240,240,100.0,17004
17,5,141,141,100.0,17005
17,7,180,180,100.0,17007
17,9,93,93,100.0,17009
17,10,165,165,100.0,17010
17,11,123,123,100.0,17011
17,12,177,177,100.0,17012
17,15,114,114,100.0,17015
17,18,151,151,100.0,17018
17,20,152,152,100.0,17020
17,21,225,225,100.0,17021
17,22,152,152,100.0,17022
17,23,106,106,100.0,17023
17,24,126,126,100.0,17024
17,25,89,89,100.0,17025
17,26,199,199,100.0,17026
17,27,207,207,100.0,17027
17,28,118,118,100.0,17028
17,29,168,168,100.0,17029
17,30,173,173,100.0,17030
17,31,140,140,100.0,17031
17,32,167,167,100.0,17032
17,33,114,114,100.0,17033
17,35,90,90,100.0,17035
17,37,125,125,100.0,17037
17,38,133,133,100.0,17038
17,40,97,97,100.0,17040
17,44,118,118,100.0,17044
17,47,88,88,100.0,17047
17,48,152,152,100.0,17048
17,50,135,135,100.0,17050
17,51,147,147,100.0,17051
17,52,212,212,100.0,17052
17,53,133,133,100.0,17053
17,54,168,168,100.0,17054
17,55,111,111,100.0,17055
17,56,0,0,0.0,17056
17,57,161,161,100.0,17057
17,61,105,105,100.0,17061
18,3,141,141,100.0,18003
18,4,206,206,100.0,18004
18,6,119,119,100.0,18006
18,7,147,147,100.0,18007
18,8,95,95,100.0,18008
18,9,179,179,100.0,18009
18,10,260,260,100.0,18010
18,12,250,250,100.0,18012
18,13,192,192,100.0,18013
18,14,229,229,100.0,18014
18,16,212,212,100.0,18016
18,18,190,190,100.0,18018
18,20,196,196,100.0,18020
18,22,204,204,100.0,18022
18,28,195,195,100.0,18028
18,35,223,223,100.0,18035
18,36,111,111,100.0,18036
18,37,137,137,100.0,18037
18,38,244,244,100.0,18038
18,40,225,225,100.0,18040
18,41,175,175,100.0,18041
18,48,91,91,100.0,18048
18,54,193,193,100.0,18054
18,55,162,162,100.0,18055
18,60,202,202,100.0,18060
18,61,169,169,100.0,18061
21,2,62,62,100.0,21002
21,16,178,178,100.0,21016
21,17,89,89,100.0,21017
21,30,122,122,100.0,21030
21,32,92,92,100.0,21032
21,34,201,201,100.0,21034
21,37,120,120,100.0,21037
21,39,115,115,100.0,21039
21,41,136,136,100.0,21041
21,52,181,181,100.0,21052
21,62,188,188,100.0,21062
21,64,88,88,100.0,21064
21,65,176,176,100.0,21065
21,67,123,123,100.0,21067
21,69,146,146,100.0,21069
21,70,140,140,100.0,21070
21,71,130,130,100.0,21071
21,72,148,148,100.0,21072
21,74,52,52,100.0,21074
