ward,precinct,total,James C. Murray,James C. Murray Percent,Patrick T. Murphy,Patrick T. Murphy Percent,Margaret Ann Carey,Margaret Ann Carey Percent,Mary Therese Quinn,Mary Therese Quinn Percent,Richard Frederick Johnson,Richard Frederick Johnson Percent,precinct_id
20,17,116,27,23.28,34,29.31,19,16.38,10,8.62,26,22.41,20017
20,18,162,38,23.46,41,25.31,29,17.9,27,16.67,27,16.67,20018
20,19,71,11,15.49,25,35.21,15,21.13,10,14.08,10,14.08,20019
20,20,64,16,25.0,17,26.56,13,20.31,5,7.81,13,20.31,20020
20,21,49,13,26.53,10,20.41,7,14.29,10,20.41,9,18.37,20021
20,22,123,19,15.45,39,31.71,24,19.51,15,12.2,26,21.14,20022
20,23,128,30,23.44,38,29.69,23,17.97,18,14.06,19,14.84,20023
20,24,250,48,19.2,65,26.0,47,18.8,38,15.2,52,20.8,20024
20,25,88,19,21.59,23,26.14,17,19.32,19,21.59,10,11.36,20025
20,26,130,30,23.08,31,23.85,25,19.23,12,9.23,32,24.62,20026
20,27,80,21,26.25,20,25.0,15,18.75,9,11.25,15,18.75,20027
20,28,165,31,18.79,63,38.18,30,18.18,14,8.48,27,16.36,20028
20,29,121,33,27.27,22,18.18,26,21.49,14,11.57,26,21.49,20029
20,30,118,32,27.12,36,30.51,19,16.1,15,12.71,16,13.56,20030
20,31,122,31,25.41,33,27.05,27,22.13,15,12.3,16,13.11,20031
20,32,226,51,22.57,61,26.99,55,24.34,23,10.18,36,15.93,20032
20,33,170,43,25.29,47,27.65,33,19.41,14,8.24,33,19.41,20033
20,34,166,32,19.28,48,28.92,28,16.87,22,13.25,36,21.69,20034
20,35,80,21,26.25,21,26.25,15,18.75,14,17.5,9,11.25,20035
20,36,121,23,19.01,39,32.23,25,20.66,15,12.4,19,15.7,20036
20,37,103,16,15.53,21,20.39,31,30.1,13,12.62,22,21.36,20037
20,38,18,9,50.0,3,16.67,1,5.56,1,5.56,4,22.22,20038
20,39,118,31,26.27,36,30.51,24,20.34,6,5.08,21,17.8,20039
20,40,83,18,21.69,22,26.51,19,22.89,13,15.66,11,13.25,20040
20,41,8,2,25.0,1,12.5,2,25.0,1,12.5,2,25.0,20041
20,42,102,18,17.65,29,28.43,17,16.67,10,9.8,28,27.45,20042
20,43,59,20,33.9,19,32.2,7,11.86,10,16.95,3,5.08,20043
20,44,172,68,39.53,34,19.77,23,13.37,19,11.05,28,16.28,20044
20,45,25,6,24.0,7,28.0,3,12.0,5,20.0,4,16.0,20045
20,46,86,20,23.26,33,38.37,15,17.44,11,12.79,7,8.14,20046
20,47,77,27,35.06,17,22.08,9,11.69,3,3.9,21,27.27,20047
20,48,70,17,24.29,26,37.14,12,17.14,9,12.86,6,8.57,20048
20,49,140,47,33.57,36,25.71,24,17.14,11,7.86,22,15.71,20049
20,50,96,16,16.67,25,26.04,30,31.25,8,8.33,17,17.71,20050
20,51,36,8,22.22,12,33.33,11,30.56,3,8.33,2,5.56,20051
20,52,63,29,46.03,13,20.63,9,14.29,7,11.11,5,7.94,20052
20,53,15,5,33.33,7,46.67,2,13.33,1,6.67,0,0.0,20053
20,54,100,28,28.0,22,22.0,25,25.0,9,9.0,16,16.0,20054
20,55,52,8,15.38,18,34.62,13,25.0,8,15.38,5,9.62,20055
21,1,282,91,32.27,61,21.63,34,12.06,41,14.54,55,19.5,21001
21,2,62,16,25.81,15,24.19,19,30.65,6,9.68,6,9.68,21002
21,3,296,87,29.39,84,28.38,57,19.26,28,9.46,40,13.51,21003
21,4,294,77,26.19,68,23.13,53,18.03,36,12.24,60,20.41,21004
21,5,184,65,35.33,41,22.28,27,14.67,17,9.24,34,18.48,21005
21,6,161,55,34.16,41,25.47,23,14.29,20,12.42,22,13.66,21006
21,7,212,65,30.66,50,23.58,31,14.62,26,12.26,40,18.87,21007
21,8,248,87,35.08,56,22.58,38,15.32,26,10.48,41,16.53,21008
21,9,216,74,34.26,49,22.69,41,18.98,21,9.72,31,14.35,21009
21,10,143,38,26.57,38,26.57,35,24.48,10,6.99,22,15.38,21010
21,11,201,52,25.87,53,26.37,43,21.39,27,13.43,26,12.94,21011
21,12,195,49,25.13,53,27.18,36,18.46,23,11.79,34,17.44,21012
21,13,100,23,23.0,35,35.0,13,13.0,14,14.0,15,15.0,21013
21,14,192,73,38.02,51,26.56,27,14.06,13,6.77,28,14.58,21014
21,15,188,81,43.09,51,27.13,22,11.7,18,9.57,16,8.51,21015
21,16,178,68,38.2,56,31.46,20,11.24,12,6.74,22,12.36,21016
21,17,103,34,33.01,19,18.45,23,22.33,9,8.74,18,17.48,21017
21,18,206,87,42.23,48,23.3,25,12.14,15,7.28,31,15.05,21018
21,19,187,66,35.29,50,26.74,27,14.44,18,9.63,26,13.9,21019
21,20,106,27,25.47,26,24.53,21,19.81,11,10.38,21,19.81,21020
21,21,217,74,34.1,46,21.2,46,21.2,16,7.37,35,16.13,21021
21,22,217,82,37.79,56,25.81,28,12.9,22,10.14,29,13.36,21022
21,23,166,59,35.54,30,18.07,26,15.66,18,10.84,33,19.88,21023
21,24,194,70,36.08,49,25.26,23,11.86,17,8.76,35,18.04,21024
21,25,166,55,33.13,37,22.29,26,15.66,15,9.04,33,19.88,21025
21,26,156,62,39.74,36,23.08,25,16.03,11,7.05,22,14.1,21026
21,27,230,71,30.87,51,22.17,38,16.52,24,10.43,46,20.0,21027
21,28,140,42,30.0,34,24.29,24,17.14,16,11.43,24,17.14,21028
21,29,90,36,40.0,24,26.67,10,11.11,6,6.67,14,15.56,21029
21,30,134,44,32.84,36,26.87,22,16.42,16,11.94,16,11.94,21030
21,31,249,99,39.76,51,20.48,52,20.88,18,7.23,29,11.65,21031
21,32,108,38,35.19,34,31.48,11,10.19,11,10.19,14,12.96,21032
21,33,187,63,33.69,47,25.13,18,9.63,18,9.63,41,21.93,21033
21,34,234,92,39.32,59,25.21,23,9.83,18,7.69,42,17.95,21034
21,35,117,49,41.88,32,27.35,10,8.55,11,9.4,15,12.82,21035
21,36,143,44,30.77,50,34.97,21,14.69,12,8.39,16,11.19,21036
21,37,144,38,26.39,43,29.86,30,20.83,18,12.5,15,10.42,21037
21,38,180,51,28.33,53,29.44,31,17.22,17,9.44,28,15.56,21038
21,39,127,27,21.26,42,33.07,21,16.54,21,16.54,16,12.6,21039
21,40,201,71,35.32,42,20.9,26,12.94,20,9.95,42,20.9,21040
21,41,154,49,31.82,35,22.73,21,13.64,19,12.34,30,19.48,21041
21,42,214,74,34.58,41,19.16,37,17.29,23,10.75,39,18.22,21042
21,43,137,50,36.5,36,26.28,22,16.06,12,8.76,17,12.41,21043
21,44,182,47,25.82,48,26.37,37,20.33,10,5.49,40,21.98,21044
21,45,165,42,25.45,47,28.48,30,18.18,15,9.09,31,18.79,21045
21,46,140,44,31.43,30,21.43,26,18.57,16,11.43,24,17.14,21046
21,47,271,94,34.69,53,19.56,36,13.28,17,6.27,71,26.2,21047
21,48,266,74,27.82,66,24.81,46,17.29,35,13.16,45,16.92,21048
21,49,253,90,35.57,60,23.72,37,14.62,25,9.88,41,16.21,21049
21,50,173,64,36.99,40,23.12,21,12.14,14,8.09,34,19.65,21050
21,51,228,76,33.33,55,24.12,43,18.86,19,8.33,35,15.35,21051
21,52,178,43,24.16,52,29.21,34,19.1,18,10.11,31,17.42,21052
21,53,163,41,25.15,45,27.61,30,18.4,17,10.43,30,18.4,21053
21,54,199,64,32.16,46,23.12,31,15.58,16,8.04,42,21.11,21054
21,55,196,61,31.12,50,25.51,31,15.82,18,9.18,36,18.37,21055
21,56,148,44,29.73,50,33.78,19,12.84,17,11.49,18,12.16,21056
21,57,173,47,27.17,66,38.15,18,10.4,17,9.83,25,14.45,21057
21,58,144,41,28.47,35,24.31,27,18.75,17,11.81,24,16.67,21058
21,59,252,80,31.75,62,24.6,45,17.86,25,9.92,40,15.87,21059
21,60,190,57,30.0,41,21.58,36,18.95,23,12.11,33,17.37,21060
21,61,228,86,37.72,63,27.63,40,17.54,18,7.89,21,9.21,21061
21,62,204,75,36.76,51,25.0,27,13.24,20,9.8,31,15.2,21062
21,63,190,67,35.26,48,25.26,33,17.37,14,7.37,28,14.74,21063
21,64,107,31,28.97,28,26.17,14,13.08,14,13.08,20,18.69,21064
21,65,195,60,30.77,48,24.62,31,15.9,15,7.69,41,21.03,21065
21,66,157,53,33.76,35,22.29,30,19.11,18,11.46,21,13.38,21066
21,67,139,42,30.22,44,31.65,21,15.11,18,12.95,14,10.07,21067
21,68,182,58,31.87,56,30.77,23,12.64,21,11.54,24,13.19,21068
21,69,160,65,40.63,39,24.38,19,11.88,14,8.75,23,14.38,21069
21,70,144,50,34.72,33,22.92,21,14.58,15,10.42,25,17.36,21070
21,71,141,58,41.13,33,23.4,17,12.06,11,7.8,22,15.6,21071
21,72,150,40,26.67,42,28.0,25,16.67,19,12.67,24,16.0,21072
21,73,215,51,23.72,85,39.53,29,13.49,21,9.77,29,13.49,21073
21,74,65,20,30.77,22,33.85,11,16.92,4,6.15,8,12.31,21074
21,75,144,49,34.03,45,31.25,17,11.81,12,8.33,21,14.58,21075
21,76,175,65,37.14,57,32.57,17,9.71,14,8.0,22,12.57,21076
22,1,58,20,34.48,11,18.97,12,20.69,12,20.69,3,5.17,22001
22,2,64,16,25.0,14,21.88,18,28.13,11,17.19,5,7.81,22002
22,3,62,18,29.03,13,20.97,14,22.58,8,12.9,9,14.52,22003
22,4,81,26,32.1,17,20.99,15,18.52,9,11.11,14,17.28,22004
22,5,115,43,37.39,28,24.35,30,26.09,10,8.7,4,3.48,22005
22,6,88,40,45.45,13,14.77,14,15.91,16,18.18,5,5.68,22006
22,7,152,72,47.37,32,21.05,19,12.5,8,5.26,21,13.82,22007
22,8,73,17,23.29,18,24.66,16,21.92,14,19.18,8,10.96,22008
22,9,109,35,32.11,25,22.94,22,20.18,14,12.84,13,11.93,22009
22,10,84,17,20.24,20,23.81,25,29.76,10,11.9,12,14.29,22010
22,11,99,19,19.19,23,23.23,27,27.27,23,23.23,7,7.07,22011
22,12,76,24,31.58,18,23.68,17,22.37,12,15.79,5,6.58,22012
22,13,108,28,25.93,29,26.85,20,18.52,21,19.44,10,9.26,22013
22,14,59,10,16.95,22,37.29,11,18.64,8,13.56,8,13.56,22014
22,15,107,30,28.04,24,22.43,34,31.78,13,12.15,6,5.61,22015
22,16,94,32,34.04,23,24.47,20,21.28,15,15.96,4,4.26,22016
22,17,75,27,36.0,13,17.33,16,21.33,13,17.33,6,8.0,22017
22,18,81,26,32.1,17,20.99,14,17.28,10,12.35,14,17.28,22018
22,19,109,26,23.85,31,28.44,14,12.84,23,21.1,15,13.76,22019
22,20,99,35,35.35,28,28.28,7,7.07,17,17.17,12,12.12,22020
22,21,182,110,60.44,29,15.93,16,8.79,6,3.3,21,11.54,22021
22,22,55,9,16.36,15,27.27,19,34.55,4,7.27,8,14.55,22022
22,23,51,9,17.65,15,29.41,13,25.49,10,19.61,4,7.84,22023
22,24,75,24,32.0,10,13.33,23,30.67,12,16.0,6,8.0,22024
22,25,64,16,25.0,11,17.19,8,12.5,23,35.94,6,9.38,22025
22,26,67,18,26.87,16,23.88,12,17.91,14,20.9,7,10.45,22026
22,27,72,23,31.94,16,22.22,12,16.67,12,16.67,9,12.5,22027
22,28,55,14,25.45,14,25.45,12,21.82,9,16.36,6,10.91,22028
22,29,59,16,27.12,8,13.56,16,27.12,11,18.64,8,13.56,22029
22,30,86,26,30.23,12,13.95,14,16.28,22,25.58,12,13.95,22030
23,1,200,87,43.5,51,25.5,30,15.0,24,12.0,8,4.0,23001
23,2,317,222,70.03,42,13.25,31,9.78,19,5.99,3,0.95,23002
23,3,175,61,34.86,49,28.0,22,12.57,38,21.71,5,2.86,23003
23,4,199,88,44.22,51,25.63,27,13.57,27,13.57,6,3.02,23004
23,5,146,47,32.19,32,21.92,34,23.29,23,15.75,10,6.85,23005
23,6,203,88,43.35,48,23.65,36,17.73,19,9.36,12,5.91,23006
23,7,69,26,37.68,11,15.94,12,17.39,7,10.14,13,18.84,23007
23,8,208,100,48.08,56,26.92,22,10.58,25,12.02,5,2.4,23008
23,9,133,31,23.31,43,32.33,30,22.56,23,17.29,6,4.51,23009
23,10,279,191,68.46,40,14.34,14,5.02,25,8.96,9,3.23,23010
23,11,203,56,27.59,65,32.02,38,18.72,36,17.73,8,3.94,23011
23,12,171,67,39.18,41,23.98,35,20.47,20,11.7,8,4.68,23012
23,13,227,81,35.68,64,28.19,41,18.06,29,12.78,12,5.29,23013
23,14,57,23,40.35,9,15.79,9,15.79,9,15.79,7,12.28,23014
23,15,155,52,33.55,45,29.03,21,13.55,29,18.71,8,5.16,23015
23,16,242,116,47.93,54,22.31,31,12.81,38,15.7,3,1.24,23016
23,17,231,77,33.33,75,32.47,37,16.02,30,12.99,12,5.19,23017
23,18,128,60,46.88,28,21.88,17,13.28,16,12.5,7,5.47,23018
23,19,190,108,56.84,32,16.84,24,12.63,20,10.53,6,3.16,23019
23,20,178,73,41.01,47,26.4,26,14.61,24,13.48,8,4.49,23020
23,21,163,59,36.2,34,20.86,27,16.56,17,10.43,26,15.95,23021
23,22,185,74,40.0,52,28.11,31,16.76,24,12.97,4,2.16,23022
23,23,164,63,38.41,44,26.83,23,14.02,29,17.68,5,3.05,23023
23,24,90,45,50.0,19,21.11,12,13.33,11,12.22,3,3.33,23024
23,25,111,39,35.14,31,27.93,21,18.92,11,9.91,9,8.11,23025
23,26,187,70,37.43,57,30.48,30,16.04,24,12.83,6,3.21,23026
23,27,138,57,41.3,48,34.78,15,10.87,16,11.59,2,1.45,23027
23,28,168,52,30.95,44,26.19,29,17.26,34,20.24,9,5.36,23028
23,29,126,43,34.13,30,23.81,21,16.67,23,18.25,9,7.14,23029
23,30,199,98,49.25,51,25.63,25,12.56,22,11.06,3,1.51,23030
23,31,128,40,31.25,29,22.66,27,21.09,22,17.19,10,7.81,23031
23,32,220,109,49.55,49,22.27,37,16.82,16,7.27,9,4.09,23032
23,33,230,121,52.61,57,24.78,25,10.87,22,9.57,5,2.17,23033
23,34,140,44,31.43,43,30.71,22,15.71,26,18.57,5,3.57,23034
23,35,131,46,35.11,25,19.08,22,16.79,13,9.92,25,19.08,23035
23,36,260,141,54.23,59,22.69,24,9.23,28,10.77,8,3.08,23036
23,37,136,56,41.18,28,20.59,23,16.91,7,5.15,22,16.18,23037
23,38,152,74,48.68,37,24.34,15,9.87,24,15.79,2,1.32,23038
23,39,160,68,42.5,41,25.63,16,10.0,28,17.5,7,4.38,23039
23,40,180,89,49.44,45,25.0,18,10.0,22,12.22,6,3.33,23040
23,41,129,42,32.56,36,27.91,24,18.6,20,15.5,7,5.43,23041
23,42,161,71,44.1,39,24.22,26,16.15,23,14.29,2,1.24,23042
23,43,236,124,52.54,55,23.31,26,11.02,25,10.59,6,2.54,23043
23,44,230,118,51.3,52,22.61,21,9.13,33,14.35,6,2.61,23044
23,45,210,97,46.19,57,27.14,26,12.38,26,12.38,4,1.9,23045
23,46,223,83,37.22,64,28.7,36,16.14,34,15.25,6,2.69,23046
23,47,228,103,45.18,56,24.56,33,14.47,27,11.84,9,3.95,23047
23,48,160,69,43.13,47,29.38,24,15.0,11,6.88,9,5.63,23048
23,49,217,71,32.72,65,29.95,38,17.51,31,14.29,12,5.53,23049
23,50,101,25,24.75,29,28.71,21,20.79,19,18.81,7,6.93,23050
23,51,167,72,43.11,47,28.14,17,10.18,24,14.37,7,4.19,23051
23,52,211,72,34.12,52,24.64,42,19.91,37,17.54,8,3.79,23052
23,53,114,55,48.25,26,22.81,13,11.4,18,15.79,2,1.75,23053
23,54,292,171,58.56,52,17.81,39,13.36,25,8.56,5,1.71,23054
23,55,214,100,46.73,59,27.57,24,11.21,24,11.21,7,3.27,23055
23,56,158,59,37.34,36,22.78,34,21.52,21,13.29,8,5.06,23056
24,1,116,55,47.41,22,18.97,20,17.24,8,6.9,11,9.48,24001
24,2,139,46,33.09,37,26.62,23,16.55,18,12.95,15,10.79,24002
24,3,142,61,42.96,37,26.06,13,9.15,13,9.15,18,12.68,24003
24,4,124,42,33.87,32,25.81,19,15.32,13,10.48,18,14.52,24004
24,5,106,37,34.91,33,31.13,13,12.26,13,12.26,10,9.43,24005
24,6,156,64,41.03,32,20.51,21,13.46,20,12.82,19,12.18,24006
24,7,135,59,43.7,31,22.96,18,13.33,15,11.11,12,8.89,24007
24,8,133,47,35.34,34,25.56,19,14.29,18,13.53,15,11.28,24008
24,9,138,56,40.58,28,20.29,30,21.74,7,5.07,17,12.32,24009
24,10,116,33,28.45,34,29.31,16,13.79,15,12.93,18,15.52,24010
24,11,69,27,39.13,10,14.49,12,17.39,8,11.59,12,17.39,24011
24,12,101,43,42.57,22,21.78,12,11.88,9,8.91,15,14.85,24012
24,13,98,44,44.9,25,25.51,11,11.22,9,9.18,9,9.18,24013
24,14,192,103,53.65,39,20.31,19,9.9,11,5.73,20,10.42,24014
24,15,102,50,49.02,21,20.59,14,13.73,7,6.86,10,9.8,24015
24,16,102,56,54.9,18,17.65,13,12.75,5,4.9,10,9.8,24016
24,17,134,63,47.01,27,20.15,10,7.46,13,9.7,21,15.67,24017
24,18,113,40,35.4,19,16.81,26,23.01,11,9.73,17,15.04,24018
24,19,95,29,30.53,22,23.16,19,20.0,11,11.58,14,14.74,24019
24,20,184,65,35.33,35,19.02,27,14.67,22,11.96,35,19.02,24020
24,21,99,34,34.34,22,22.22,16,16.16,16,16.16,11,11.11,24021
24,22,120,60,50.0,18,15.0,16,13.33,15,12.5,11,9.17,24022
24,23,139,53,38.13,30,21.58,18,12.95,13,9.35,25,17.99,24023
24,24,100,41,41.0,26,26.0,11,11.0,7,7.0,15,15.0,24024
24,25,108,47,43.52,18,16.67,15,13.89,9,8.33,19,17.59,24025
24,26,188,83,44.15,30,15.96,24,12.77,24,12.77,27,14.36,24026
24,27,102,39,38.24,14,13.73,14,13.73,12,11.76,23,22.55,24027
24,28,163,101,61.96,25,15.34,11,6.75,11,6.75,15,9.2,24028
24,29,163,65,39.88,35,21.47,21,12.88,16,9.82,26,15.95,24029
24,30,118,52,44.07,17,14.41,15,12.71,14,11.86,20,16.95,24030
24,31,122,41,33.61,21,17.21,27,22.13,20,16.39,13,10.66,24031
24,32,148,76,51.35,29,19.59,17,11.49,16,10.81,10,6.76,24032
24,33,94,37,39.36,23,24.47,13,13.83,10,10.64,11,11.7,24033
24,34,121,40,33.06,39,32.23,15,12.4,7,5.79,20,16.53,24034
24,35,153,45,29.41,31,20.26,24,15.69,26,16.99,27,17.65,24035
24,36,125,50,40.0,25,20.0,18,14.4,10,8.0,22,17.6,24036
24,37,163,58,35.58,41,25.15,22,13.5,14,8.59,28,17.18,24037
24,38,162,48,29.63,46,28.4,15,9.26,22,13.58,31,19.14,24038
24,39,132,61,46.21,25,18.94,13,9.85,10,7.58,23,17.42,24039
24,40,198,67,33.84,46,23.23,30,15.15,30,15.15,25,12.63,24040
24,41,101,43,42.57,19,18.81,12,11.88,12,11.88,15,14.85,24041
24,42,104,47,45.19,27,25.96,16,15.38,7,6.73,7,6.73,24042
24,43,145,59,40.69,26,17.93,24,16.55,17,11.72,19,13.1,24043
24,44,37,21,56.76,6,16.22,2,5.41,3,8.11,5,13.51,24044
24,45,110,31,28.18,29,26.36,17,15.45,15,13.64,18,16.36,24045
24,46,144,56,38.89,30,20.83,16,11.11,17,11.81,25,17.36,24046
24,47,118,47,39.83,19,16.1,14,11.86,15,12.71,23,19.49,24047
24,48,67,21,31.34,12,17.91,16,23.88,12,17.91,6,8.96,24048
24,49,202,63,31.19,40,19.8,34,16.83,27,13.37,38,18.81,24049
24,50,219,95,43.38,36,16.44,28,12.79,21,9.59,39,17.81,24050
24,51,185,64,34.59,48,25.95,31,16.76,23,12.43,19,10.27,24051
24,52,134,56,41.79,27,20.15,19,14.18,10,7.46,22,16.42,24052
24,53,135,37,27.41,31,22.96,25,18.52,27,20.0,15,11.11,24053
24,54,117,41,35.04,20,17.09,19,16.24,16,13.68,21,17.95,24054
24,55,54,17,31.48,16,29.63,7,12.96,7,12.96,7,12.96,24055
24,56,165,60,36.36,30,18.18,30,18.18,12,7.27,33,20.0,24056
24,57,98,23,23.47,24,24.49,27,27.55,16,16.33,8,8.16,24057
24,58,164,55,33.54,38,23.17,27,16.46,15,9.15,29,17.68,24058
24,59,79,32,40.51,19,24.05,9,11.39,12,15.19,7,8.86,24059
25,1,113,28,24.78,39,34.51,25,22.12,16,14.16,5,4.42,25001
25,2,131,31,23.66,28,21.37,35,26.72,27,20.61,10,7.63,25002
25,3,57,10,17.54,15,26.32,14,24.56,12,21.05,6,10.53,25003
25,4,163,31,19.02,45,27.61,43,26.38,29,17.79,15,9.2,25004
25,5,109,24,22.02,29,26.61,25,22.94,25,22.94,6,5.5,25005
25,6,87,18,20.69,19,21.84,20,22.99,22,25.29,8,9.2,25006
25,7,119,37,31.09,25,21.01,27,22.69,18,15.13,12,10.08,25007
25,8,130,31,23.85,29,22.31,37,28.46,22,16.92,11,8.46,25008
25,9,178,35,19.66,37,20.79,39,21.91,50,28.09,17,9.55,25009
25,10,77,11,14.29,25,32.47,13,16.88,20,25.97,8,10.39,25010
25,11,112,25,22.32,25,22.32,26,23.21,23,20.54,13,11.61,25011
25,12,127,15,11.81,25,19.69,44,34.65,32,25.2,11,8.66,25012
25,13,155,33,21.29,39,25.16,31,20.0,35,22.58,17,10.97,25013
25,14,61,10,16.39,22,36.07,15,24.59,11,18.03,3,4.92,25014
25,15,126,30,23.81,37,29.37,31,24.6,18,14.29,10,7.94,25015
25,16,55,11,20.0,20,36.36,7,12.73,7,12.73,10,18.18,25016
25,17,119,28,23.53,26,21.85,30,25.21,14,11.76,21,17.65,25017
25,18,116,23,19.83,30,25.86,28,24.14,26,22.41,9,7.76,25018
25,19,141,35,24.82,30,21.28,39,27.66,24,17.02,13,9.22,25019
25,20,168,31,18.45,49,29.17,41,24.4,33,19.64,14,8.33,25020
25,21,105,18,17.14,44,41.9,18,17.14,9,8.57,16,15.24,25021
25,22,54,7,12.96,15,27.78,14,25.93,12,22.22,6,11.11,25022
25,23,168,40,23.81,43,25.6,37,22.02,39,23.21,9,5.36,25023
25,24,145,23,15.86,41,28.28,39,26.9,30,20.69,12,8.28,25024
25,25,92,15,16.3,29,31.52,18,19.57,18,19.57,12,13.04,25025
25,26,96,23,23.96,28,29.17,22,22.92,14,14.58,9,9.38,25026
25,27,100,28,28.0,26,26.0,17,17.0,20,20.0,9,9.0,25027
25,28,165,41,24.85,50,30.3,30,18.18,31,18.79,13,7.88,25028
25,29,80,15,18.75,25,31.25,18,22.5,8,10.0,14,17.5,25029
25,30,134,35,26.12,39,29.1,28,20.9,21,15.67,11,8.21,25030
25,31,79,7,8.86,34,43.04,13,16.46,15,18.99,10,12.66,25031
26,1,47,12,25.53,8,17.02,13,27.66,12,25.53,2,4.26,26001
26,2,71,19,26.76,15,21.13,15,21.13,10,14.08,12,16.9,26002
26,3,45,8,17.78,12,26.67,14,31.11,7,15.56,4,8.89,26003
26,4,61,10,16.39,17,27.87,15,24.59,14,22.95,5,8.2,26004
26,5,110,23,20.91,24,21.82,28,25.45,21,19.09,14,12.73,26005
26,6,47,12,25.53,12,25.53,11,23.4,5,10.64,7,14.89,26006
26,7,41,5,12.2,14,34.15,7,17.07,8,19.51,7,17.07,26007
26,8,64,9,14.06,15,23.44,19,29.69,11,17.19,10,15.63,26008
26,9,44,15,34.09,8,18.18,10,22.73,7,15.91,4,9.09,26009
26,10,47,13,27.66,12,25.53,8,17.02,10,21.28,4,8.51,26010
26,11,73,18,24.66,15,20.55,31,42.47,5,6.85,4,5.48,26011
26,12,47,13,27.66,6,12.77,17,36.17,6,12.77,5,10.64,26012
26,13,83,15,18.07,29,34.94,18,21.69,17,20.48,4,4.82,26013
26,14,56,10,17.86,12,21.43,14,25.0,13,23.21,7,12.5,26014
26,15,40,15,37.5,10,25.0,10,25.0,2,5.0,3,7.5,26015
26,16,46,14,30.43,11,23.91,11,23.91,8,17.39,2,4.35,26016
26,17,36,5,13.89,14,38.89,6,16.67,9,25.0,2,5.56,26017
26,18,43,8,18.6,14,32.56,8,18.6,6,13.95,7,16.28,26018
26,19,101,25,24.75,27,26.73,20,19.8,20,19.8,9,8.91,26019
26,20,93,13,13.98,30,32.26,21,22.58,13,13.98,16,17.2,26020
26,21,81,9,11.11,26,32.1,19,23.46,15,18.52,12,14.81,26021
26,22,37,9,24.32,6,16.22,9,24.32,8,21.62,5,13.51,26022
26,23,46,10,21.74,15,32.61,14,30.43,6,13.04,1,2.17,26023
26,24,65,14,21.54,20,30.77,12,18.46,13,20.0,6,9.23,26024
26,25,40,8,20.0,6,15.0,14,35.0,6,15.0,6,15.0,26025
26,26,50,12,24.0,7,14.0,10,20.0,13,26.0,8,16.0,26026
26,27,44,8,18.18,11,25.0,12,27.27,5,11.36,8,18.18,26027
26,28,60,10,16.67,18,30.0,18,30.0,10,16.67,4,6.67,26028
26,29,71,17,23.94,17,23.94,15,21.13,16,22.54,6,8.45,26029
26,30,75,16,21.33,21,28.0,14,18.67,16,21.33,8,10.67,26030
26,31,59,19,32.2,18,30.51,11,18.64,9,15.25,2,3.39,26031
26,32,70,10,14.29,25,35.71,21,30.0,12,17.14,2,2.86,26032
26,33,22,2,9.09,9,40.91,8,36.36,3,13.64,0,0.0,26033
26,34,68,16,23.53,17,25.0,20,29.41,9,13.24,6,8.82,26034
26,35,69,7,10.14,21,30.43,22,31.88,16,23.19,3,4.35,26035
26,36,54,5,9.26,15,27.78,12,22.22,8,14.81,14,25.93,26036
26,37,29,5,17.24,8,27.59,4,13.79,7,24.14,5,17.24,26037
26,38,39,10,25.64,10,25.64,13,33.33,4,10.26,2,5.13,26038
26,39,64,12,18.75,15,23.44,21,32.81,10,15.63,6,9.38,26039
26,40,27,3,11.11,5,18.52,8,29.63,5,18.52,6,22.22,26040
26,41,44,8,18.18,14,31.82,8,18.18,7,15.91,7,15.91,26041
26,42,37,4,10.81,8,21.62,10,27.03,6,16.22,9,24.32,26042
26,43,69,14,20.29,15,21.74,20,28.99,10,14.49,10,14.49,26043
26,44,56,14,25.0,13,23.21,16,28.57,4,7.14,9,16.07,26044
26,45,53,11,20.75,25,47.17,6,11.32,6,11.32,5,9.43,26045
26,46,80,9,11.25,33,41.25,20,25.0,11,13.75,7,8.75,26046
26,47,34,9,26.47,8,23.53,7,20.59,5,14.71,5,14.71,26047
26,48,92,13,14.13,17,18.48,22,23.91,25,27.17,15,16.3,26048
26,49,61,16,26.23,17,27.87,12,19.67,9,14.75,7,11.48,26049
26,50,37,4,10.81,13,35.14,7,18.92,8,21.62,5,13.51,26050
26,51,65,18,27.69,17,26.15,9,13.85,9,13.85,12,18.46,26051
26,52,29,5,17.24,5,17.24,9,31.03,6,20.69,4,13.79,26052
26,53,50,13,26.0,12,24.0,15,30.0,9,18.0,1,2.0,26053
26,54,45,11,24.44,9,20.0,15,33.33,5,11.11,5,11.11,26054
26,55,49,14,28.57,14,28.57,7,14.29,6,12.24,8,16.33,26055
26,56,58,11,18.97,14,24.14,15,25.86,9,15.52,9,15.52,26056
26,57,35,9,25.71,9,25.71,8,22.86,6,17.14,3,8.57,26057
26,58,57,15,26.32,19,33.33,9,15.79,7,12.28,7,12.28,26058
26,59,88,21,23.86,22,25.0,13,14.77,18,20.45,14,15.91,26059
26,60,51,8,15.69,15,29.41,17,33.33,4,7.84,7,13.73,26060
26,61,22,3,13.64,5,22.73,7,31.82,2,9.09,5,22.73,26061
26,62,77,18,23.38,19,24.68,16,20.78,17,22.08,7,9.09,26062
26,63,24,8,33.33,5,20.83,5,20.83,2,8.33,4,16.67,26063
27,1,47,8,17.02,13,27.66,13,27.66,7,14.89,6,12.77,27001
