ward,precinct,total,Patrick Dennis Riley,Patrick Dennis Riley Percent,Jeanne Marie Reynolds,Jeanne Marie Reynolds Percent,Michelle Jordan,Michelle Jordan Percent,Kathleen Ann Panozzo,Kathleen Ann Panozzo Percent,William Burnett Raines,William Burnett Raines Percent,precinct_id
20,16,54,12,22.22,8,14.81,25,46.3,2,3.7,7,12.96,20016
20,17,125,21,16.8,18,14.4,66,52.8,5,4.0,15,12.0,20017
20,18,160,22,13.75,36,22.5,90,56.25,2,1.25,10,6.25,20018
20,19,67,16,23.88,13,19.4,30,44.78,3,4.48,5,7.46,20019
20,20,74,16,21.62,13,17.57,40,54.05,2,2.7,3,4.05,20020
20,21,48,18,37.5,7,14.58,9,18.75,10,20.83,4,8.33,20021
20,22,142,9,6.34,23,16.2,98,69.01,1,0.7,11,7.75,20022
20,23,147,33,22.45,20,13.61,78,53.06,1,0.68,15,10.2,20023
20,24,261,36,13.79,40,15.33,145,55.56,13,4.98,27,10.34,20024
20,25,88,15,17.05,13,14.77,39,44.32,4,4.55,17,19.32,20025
20,26,135,18,13.33,27,20.0,58,42.96,9,6.67,23,17.04,20026
20,27,88,10,11.36,16,18.18,51,57.95,4,4.55,7,7.95,20027
20,28,193,12,6.22,31,16.06,124,64.25,6,3.11,20,10.36,20028
20,29,124,14,11.29,14,11.29,86,69.35,2,1.61,8,6.45,20029
20,30,141,23,16.31,18,12.77,85,60.28,6,4.26,9,6.38,20030
20,31,132,16,12.12,17,12.88,80,60.61,5,3.79,14,10.61,20031
20,32,234,46,19.66,37,15.81,124,52.99,9,3.85,18,7.69,20032
20,33,182,26,14.29,27,14.84,95,52.2,8,4.4,26,14.29,20033
20,34,174,20,11.49,26,14.94,113,64.94,6,3.45,9,5.17,20034
20,35,84,22,26.19,13,15.48,35,41.67,6,7.14,8,9.52,20035
20,36,129,20,15.5,19,14.73,73,56.59,7,5.43,10,7.75,20036
20,37,114,16,14.04,16,14.04,68,59.65,3,2.63,11,9.65,20037
20,38,21,8,38.1,0,0.0,9,42.86,0,0.0,4,19.05,20038
20,39,118,24,20.34,25,21.19,51,43.22,5,4.24,13,11.02,20039
20,40,79,15,18.99,13,16.46,42,53.16,3,3.8,6,7.59,20040
20,41,7,1,14.29,2,28.57,3,42.86,1,14.29,0,0.0,20041
20,42,120,20,16.67,27,22.5,56,46.67,8,6.67,9,7.5,20042
20,43,60,28,46.67,10,16.67,14,23.33,3,5.0,5,8.33,20043
20,44,200,34,17.0,23,11.5,124,62.0,3,1.5,16,8.0,20044
20,45,25,4,16.0,3,12.0,15,60.0,2,8.0,1,4.0,20045
20,46,90,20,22.22,14,15.56,46,51.11,1,1.11,9,10.0,20046
20,47,85,11,12.94,11,12.94,47,55.29,4,4.71,12,14.12,20047
20,48,75,22,29.33,7,9.33,39,52.0,4,5.33,3,4.0,20048
20,49,149,24,16.11,19,12.75,82,55.03,9,6.04,15,10.07,20049
20,50,97,14,14.43,15,15.46,45,46.39,8,8.25,15,15.46,20050
20,51,39,13,33.33,6,15.38,8,20.51,10,25.64,2,5.13,20051
20,52,66,15,22.73,11,16.67,28,42.42,3,4.55,9,13.64,20052
20,53,18,5,27.78,2,11.11,9,50.0,0,0.0,2,11.11,20053
20,54,102,13,12.75,18,17.65,61,59.8,3,2.94,7,6.86,20054
20,55,54,13,24.07,5,9.26,33,61.11,2,3.7,1,1.85,20055
21,1,295,34,11.53,42,14.24,192,65.08,6,2.03,21,7.12,21001
21,2,65,9,13.85,9,13.85,39,60.0,2,3.08,6,9.23,21002
21,3,313,44,14.06,50,15.97,176,56.23,10,3.19,33,10.54,21003
21,4,292,37,12.67,47,16.1,169,57.88,15,5.14,24,8.22,21004
21,5,199,24,12.06,21,10.55,129,64.82,6,3.02,19,9.55,21005
21,6,174,23,13.22,35,20.11,100,57.47,4,2.3,12,6.9,21006
21,7,222,32,14.41,21,9.46,149,67.12,7,3.15,13,5.86,21007
21,8,251,24,9.56,39,15.54,162,64.54,5,1.99,21,8.37,21008
21,9,214,37,17.29,28,13.08,131,61.21,3,1.4,15,7.01,21009
21,10,143,16,11.19,19,13.29,94,65.73,4,2.8,10,6.99,21010
21,11,210,33,15.71,47,22.38,104,49.52,5,2.38,21,10.0,21011
21,12,211,21,9.95,36,17.06,120,56.87,7,3.32,27,12.8,21012
21,13,94,22,23.4,22,23.4,34,36.17,6,6.38,10,10.64,21013
21,14,200,23,11.5,25,12.5,129,64.5,5,2.5,18,9.0,21014
21,15,194,22,11.34,27,13.92,128,65.98,6,3.09,11,5.67,21015
21,16,186,23,12.37,24,12.9,122,65.59,4,2.15,13,6.99,21016
21,17,110,11,10.0,8,7.27,85,77.27,0,0.0,6,5.45,21017
21,18,217,24,11.06,34,15.67,142,65.44,5,2.3,12,5.53,21018
21,19,186,25,13.44,23,12.37,124,66.67,7,3.76,7,3.76,21019
21,20,108,11,10.19,8,7.41,70,64.81,9,8.33,10,9.26,21020
21,21,239,32,13.39,29,12.13,150,62.76,12,5.02,16,6.69,21021
21,22,224,33,14.73,36,16.07,131,58.48,10,4.46,14,6.25,21022
21,23,166,11,6.63,18,10.84,116,69.88,9,5.42,12,7.23,21023
21,24,207,21,10.14,23,11.11,140,67.63,3,1.45,20,9.66,21024
21,25,171,22,12.87,18,10.53,115,67.25,4,2.34,12,7.02,21025
21,26,158,18,11.39,19,12.03,104,65.82,4,2.53,13,8.23,21026
21,27,249,19,7.63,42,16.87,159,63.86,8,3.21,21,8.43,21027
21,28,145,20,13.79,25,17.24,83,57.24,2,1.38,15,10.34,21028
21,29,99,5,5.05,20,20.2,59,59.6,4,4.04,11,11.11,21029
21,30,145,21,14.48,21,14.48,82,56.55,3,2.07,18,12.41,21030
21,31,274,31,11.31,27,9.85,194,70.8,3,1.09,19,6.93,21031
21,32,112,16,14.29,13,11.61,67,59.82,4,3.57,12,10.71,21032
21,33,196,26,13.27,25,12.76,125,63.78,10,5.1,10,5.1,21033
21,34,243,20,8.23,26,10.7,177,72.84,3,1.23,17,7.0,21034
21,35,111,16,14.41,20,18.02,65,58.56,3,2.7,7,6.31,21035
21,36,156,25,16.03,22,14.1,86,55.13,8,5.13,15,9.62,21036
21,37,146,23,15.75,25,17.12,75,51.37,5,3.42,18,12.33,21037
21,38,190,31,16.32,28,14.74,113,59.47,3,1.58,15,7.89,21038
21,39,136,18,13.24,20,14.71,79,58.09,5,3.68,14,10.29,21039
21,40,212,25,11.79,30,14.15,143,67.45,3,1.42,11,5.19,21040
21,41,163,17,10.43,18,11.04,110,67.48,8,4.91,10,6.13,21041
21,42,233,31,13.3,36,15.45,138,59.23,8,3.43,20,8.58,21042
21,43,136,17,12.5,21,15.44,84,61.76,3,2.21,11,8.09,21043
21,44,194,25,12.89,39,20.1,109,56.19,3,1.55,18,9.28,21044
21,45,172,20,11.63,26,15.12,103,59.88,4,2.33,19,11.05,21045
21,46,145,18,12.41,33,22.76,74,51.03,9,6.21,11,7.59,21046
21,47,280,26,9.29,30,10.71,192,68.57,4,1.43,28,10.0,21047
21,48,279,33,11.83,51,18.28,163,58.42,9,3.23,23,8.24,21048
21,49,278,25,8.99,42,15.11,180,64.75,10,3.6,21,7.55,21049
21,50,179,21,11.73,23,12.85,119,66.48,6,3.35,10,5.59,21050
21,51,229,35,15.28,39,17.03,135,58.95,5,2.18,15,6.55,21051
21,52,200,26,13.0,29,14.5,124,62.0,8,4.0,13,6.5,21052
21,53,175,22,12.57,26,14.86,101,57.71,5,2.86,21,12.0,21053
21,54,212,17,8.02,21,9.91,154,72.64,10,4.72,10,4.72,21054
21,55,224,21,9.38,39,17.41,137,61.16,10,4.46,17,7.59,21055
21,56,152,18,11.84,33,21.71,88,57.89,3,1.97,10,6.58,21056
21,57,183,29,15.85,32,17.49,88,48.09,9,4.92,25,13.66,21057
21,58,146,25,17.12,21,14.38,76,52.05,8,5.48,16,10.96,21058
21,59,274,26,9.49,37,13.5,177,64.6,9,3.28,25,9.12,21059
21,60,199,21,10.55,31,15.58,125,62.81,7,3.52,15,7.54,21060
21,61,235,42,17.87,32,13.62,141,60.0,10,4.26,10,4.26,21061
21,62,210,18,8.57,22,10.48,141,67.14,7,3.33,22,10.48,21062
21,63,188,19,10.11,19,10.11,127,67.55,4,2.13,19,10.11,21063
21,64,114,15,13.16,22,19.3,65,57.02,3,2.63,9,7.89,21064
21,65,207,17,8.21,18,8.7,150,72.46,8,3.86,14,6.76,21065
21,66,169,21,12.43,26,15.38,99,58.58,8,4.73,15,8.88,21066
21,67,150,22,14.67,17,11.33,91,60.67,6,4.0,14,9.33,21067
21,68,185,21,11.35,26,14.05,109,58.92,6,3.24,23,12.43,21068
21,69,166,16,9.64,22,13.25,112,67.47,7,4.22,9,5.42,21069
21,70,154,15,9.74,20,12.99,99,64.29,5,3.25,15,9.74,21070
21,71,147,19,12.93,13,8.84,103,70.07,3,2.04,9,6.12,21071
21,72,154,25,16.23,24,15.58,86,55.84,3,1.95,16,10.39,21072
21,73,215,34,15.81,43,20.0,111,51.63,9,4.19,18,8.37,21073
21,74,65,11,16.92,8,12.31,39,60.0,1,1.54,6,9.23,21074
21,75,139,11,7.91,25,17.99,92,66.19,1,0.72,10,7.19,21075
21,76,177,18,10.17,25,14.12,113,63.84,5,2.82,16,9.04,21076
22,1,61,15,24.59,9,14.75,16,26.23,9,14.75,12,19.67,22001
22,2,62,16,25.81,20,32.26,12,19.35,6,9.68,8,12.9,22002
22,3,63,14,22.22,16,25.4,15,23.81,10,15.87,8,12.7,22003
22,4,73,17,23.29,19,26.03,24,32.88,7,9.59,6,8.22,22004
22,5,108,22,20.37,17,15.74,47,43.52,16,14.81,6,5.56,22005
22,6,87,17,19.54,17,19.54,37,42.53,13,14.94,3,3.45,22006
22,7,148,28,18.92,17,11.49,87,58.78,4,2.7,12,8.11,22007
22,8,70,24,34.29,13,18.57,19,27.14,10,14.29,4,5.71,22008
22,9,100,24,24.0,23,23.0,29,29.0,9,9.0,15,15.0,22009
22,10,79,28,35.44,15,18.99,18,22.78,13,16.46,5,6.33,22010
22,11,100,25,25.0,20,20.0,31,31.0,15,15.0,9,9.0,22011
22,12,70,23,32.86,8,11.43,21,30.0,9,12.86,9,12.86,22012
22,13,110,33,30.0,17,15.45,30,27.27,18,16.36,12,10.91,22013
22,14,54,9,16.67,7,12.96,29,53.7,6,11.11,3,5.56,22014
22,15,95,25,26.32,21,22.11,29,30.53,17,17.89,3,3.16,22015
22,16,96,29,30.21,9,9.38,24,25.0,18,18.75,16,16.67,22016
22,17,73,18,24.66,24,32.88,17,23.29,11,15.07,3,4.11,22017
22,18,77,23,29.87,18,23.38,23,29.87,8,10.39,5,6.49,22018
22,19,110,22,20.0,23,20.91,50,45.45,4,3.64,11,10.0,22019
22,20,99,25,25.25,17,17.17,31,31.31,17,17.17,9,9.09,22020
22,21,184,28,15.22,22,11.96,124,67.39,2,1.09,8,4.35,22021
22,22,54,13,24.07,10,18.52,16,29.63,11,20.37,4,7.41,22022
22,23,45,13,28.89,9,20.0,9,20.0,6,13.33,8,17.78,22023
22,24,78,19,24.36,15,19.23,27,34.62,15,19.23,2,2.56,22024
22,25,58,14,24.14,13,22.41,18,31.03,9,15.52,4,6.9,22025
22,26,67,11,16.42,17,25.37,24,35.82,12,17.91,3,4.48,22026
22,27,71,24,33.8,9,12.68,23,32.39,10,14.08,5,7.04,22027
22,28,53,14,26.42,9,16.98,17,32.08,11,20.75,2,3.77,22028
22,29,58,15,25.86,15,25.86,17,29.31,10,17.24,1,1.72,22029
22,30,78,19,24.36,18,23.08,23,29.49,11,14.1,7,8.97,22030
23,1,201,38,18.91,24,11.94,85,42.29,48,23.88,6,2.99,23001
23,2,321,38,11.84,24,7.48,219,68.22,29,9.03,11,3.43,23002
23,3,172,48,27.91,22,12.79,46,26.74,43,25.0,13,7.56,23003
23,4,195,45,23.08,14,7.18,93,47.69,35,17.95,8,4.1,23004
23,5,142,33,23.24,25,17.61,43,30.28,32,22.54,9,6.34,23005
23,6,205,47,22.93,27,13.17,92,44.88,29,14.15,10,4.88,23006
23,7,81,9,11.11,14,17.28,52,64.2,2,2.47,4,4.94,23007
23,8,204,43,21.08,24,11.76,102,50.0,29,14.22,6,2.94,23008
23,9,140,46,32.86,22,15.71,35,25.0,29,20.71,8,5.71,23009
23,10,285,50,17.54,20,7.02,178,62.46,29,10.18,8,2.81,23010
23,11,197,43,21.83,35,17.77,57,28.93,55,27.92,7,3.55,23011
23,12,162,37,22.84,18,11.11,65,40.12,34,20.99,8,4.94,23012
23,13,219,61,27.85,21,9.59,84,38.36,46,21.0,7,3.2,23013
23,14,61,8,13.11,4,6.56,40,65.57,2,3.28,7,11.48,23014
23,15,147,42,28.57,22,14.97,37,25.17,41,27.89,5,3.4,23015
23,16,234,46,19.66,17,7.26,110,47.01,52,22.22,9,3.85,23016
23,17,226,66,29.2,19,8.41,68,30.09,63,27.88,10,4.42,23017
23,18,127,25,19.69,7,5.51,56,44.09,35,27.56,4,3.15,23018
23,19,185,33,17.84,18,9.73,96,51.89,33,17.84,5,2.7,23019
23,20,171,44,25.73,20,11.7,63,36.84,34,19.88,10,5.85,23020
23,21,170,21,12.35,24,14.12,113,66.47,3,1.76,9,5.29,23021
23,22,184,46,25.0,14,7.61,78,42.39,38,20.65,8,4.35,23022
23,23,165,47,28.48,14,8.48,57,34.55,38,23.03,9,5.45,23023
23,24,92,24,26.09,14,15.22,41,44.57,10,10.87,3,3.26,23024
23,25,109,29,26.61,13,11.93,32,29.36,25,22.94,10,9.17,23025
23,26,186,63,33.87,22,11.83,61,32.8,33,17.74,7,3.76,23026
23,27,130,33,25.38,7,5.38,55,42.31,29,22.31,6,4.62,23027
23,28,170,49,28.82,21,12.35,51,30.0,42,24.71,7,4.12,23028
23,29,125,38,30.4,15,12.0,38,30.4,27,21.6,7,5.6,23029
23,30,192,54,28.13,15,7.81,81,42.19,36,18.75,6,3.13,23030
23,31,127,23,18.11,16,12.6,57,44.88,19,14.96,12,9.45,23031
23,32,218,40,18.35,26,11.93,105,48.17,29,13.3,18,8.26,23032
23,33,229,45,19.65,17,7.42,138,60.26,23,10.04,6,2.62,23033
23,34,138,38,27.54,16,11.59,51,36.96,21,15.22,12,8.7,23034
23,35,142,15,10.56,14,9.86,97,68.31,6,4.23,10,7.04,23035
23,36,255,53,20.78,9,3.53,148,58.04,40,15.69,5,1.96,23036
23,37,139,29,20.86,17,12.23,77,55.4,3,2.16,13,9.35,23037
23,38,154,36,23.38,15,9.74,70,45.45,26,16.88,7,4.55,23038
23,39,152,41,26.97,9,5.92,73,48.03,20,13.16,9,5.92,23039
23,40,177,44,24.86,9,5.08,86,48.59,36,20.34,2,1.13,23040
23,41,124,38,30.65,15,12.1,31,25.0,35,28.23,5,4.03,23041
23,42,153,35,22.88,19,12.42,68,44.44,29,18.95,2,1.31,23042
23,43,221,30,13.57,17,7.69,116,52.49,45,20.36,13,5.88,23043
23,44,228,54,23.68,23,10.09,112,49.12,35,15.35,4,1.75,23044
23,45,201,45,22.39,20,9.95,91,45.27,36,17.91,9,4.48,23045
23,46,212,51,24.06,22,10.38,87,41.04,45,21.23,7,3.3,23046
23,47,220,42,19.09,26,11.82,99,45.0,45,20.45,8,3.64,23047
23,48,163,37,22.7,21,12.88,75,46.01,22,13.5,8,4.91,23048
23,49,218,55,25.23,19,8.72,66,30.28,65,29.82,13,5.96,23049
23,50,103,26,25.24,21,20.39,36,34.95,14,13.59,6,5.83,23050
23,51,174,47,27.01,22,12.64,68,39.08,34,19.54,3,1.72,23051
23,52,211,54,25.59,24,11.37,66,31.28,53,25.12,14,6.64,23052
23,53,120,30,25.0,10,8.33,56,46.67,19,15.83,5,4.17,23053
23,54,286,53,18.53,17,5.94,167,58.39,39,13.64,10,3.5,23054
23,55,207,46,22.22,20,9.66,99,47.83,33,15.94,9,4.35,23055
23,56,154,31,20.13,21,13.64,50,32.47,44,28.57,8,5.19,23056
24,1,129,18,13.95,13,10.08,88,68.22,3,2.33,7,5.43,24001
24,2,142,32,22.54,25,17.61,65,45.77,7,4.93,13,9.15,24002
24,3,149,22,14.77,19,12.75,97,65.1,3,2.01,8,5.37,24003
24,4,128,28,21.88,22,17.19,65,50.78,1,0.78,12,9.38,24004
24,5,112,13,11.61,12,10.71,74,66.07,3,2.68,10,8.93,24005
24,6,171,24,14.04,25,14.62,102,59.65,7,4.09,13,7.6,24006
24,7,146,29,19.86,14,9.59,87,59.59,6,4.11,10,6.85,24007
24,8,146,37,25.34,21,14.38,77,52.74,2,1.37,9,6.16,24008
24,9,149,26,17.45,10,6.71,96,64.43,7,4.7,10,6.71,24009
24,10,121,23,19.01,16,13.22,65,53.72,7,5.79,10,8.26,24010
24,11,72,11,15.28,8,11.11,41,56.94,2,2.78,10,13.89,24011
24,12,97,16,16.49,14,14.43,55,56.7,5,5.15,7,7.22,24012
24,13,108,23,21.3,11,10.19,67,62.04,1,0.93,6,5.56,24013
24,14,198,25,12.63,19,9.6,142,71.72,2,1.01,10,5.05,24014
24,15,111,12,10.81,17,15.32,64,57.66,3,2.7,15,13.51,24015
24,16,103,14,13.59,9,8.74,69,66.99,4,3.88,7,6.8,24016
24,17,144,19,13.19,15,10.42,91,63.19,3,2.08,16,11.11,24017
24,18,116,10,8.62,10,8.62,80,68.97,5,4.31,11,9.48,24018
24,19,105,20,19.05,14,13.33,60,57.14,3,2.86,8,7.62,24019
24,20,181,28,15.47,16,8.84,104,57.46,6,3.31,27,14.92,24020
24,21,103,19,18.45,16,15.53,62,60.19,3,2.91,3,2.91,24021
24,22,140,18,12.86,11,7.86,99,70.71,2,1.43,10,7.14,24022
24,23,138,20,14.49,19,13.77,87,63.04,2,1.45,10,7.25,24023
24,24,114,19,16.67,15,13.16,72,63.16,2,1.75,6,5.26,24024
24,25,119,16,13.45,13,10.92,73,61.34,6,5.04,11,9.24,24025
24,26,196,26,13.27,26,13.27,120,61.22,3,1.53,21,10.71,24026
24,27,102,17,16.67,16,15.69,60,58.82,2,1.96,7,6.86,24027
24,28,187,18,9.63,21,11.23,132,70.59,2,1.07,14,7.49,24028
24,29,173,26,15.03,21,12.14,102,58.96,7,4.05,17,9.83,24029
24,30,128,21,16.41,15,11.72,80,62.5,2,1.56,10,7.81,24030
24,31,133,20,15.04,19,14.29,78,58.65,6,4.51,10,7.52,24031
24,32,165,25,15.15,19,11.52,99,60.0,3,1.82,19,11.52,24032
24,33,99,15,15.15,13,13.13,58,58.59,5,5.05,8,8.08,24033
24,34,124,27,21.77,22,17.74,58,46.77,4,3.23,13,10.48,24034
24,35,162,36,22.22,25,15.43,75,46.3,7,4.32,19,11.73,24035
24,36,126,15,11.9,10,7.94,89,70.63,2,1.59,10,7.94,24036
24,37,167,18,10.78,29,17.37,104,62.28,6,3.59,10,5.99,24037
24,38,165,27,16.36,18,10.91,99,60.0,3,1.82,18,10.91,24038
24,39,148,20,13.51,21,14.19,97,65.54,2,1.35,8,5.41,24039
24,40,199,30,15.08,28,14.07,116,58.29,7,3.52,18,9.05,24040
24,41,112,15,13.39,10,8.93,76,67.86,5,4.46,6,5.36,24041
24,42,117,20,17.09,14,11.97,74,63.25,2,1.71,7,5.98,24042
24,43,161,23,14.29,19,11.8,109,67.7,1,0.62,9,5.59,24043
24,44,41,7,17.07,6,14.63,22,53.66,2,4.88,4,9.76,24044
24,45,111,16,14.41,14,12.61,69,62.16,5,4.5,7,6.31,24045
24,46,158,24,15.19,21,13.29,97,61.39,5,3.16,11,6.96,24046
24,47,123,15,12.2,22,17.89,77,62.6,1,0.81,8,6.5,24047
24,48,70,8,11.43,9,12.86,43,61.43,2,2.86,8,11.43,24048
24,49,216,31,14.35,22,10.19,133,61.57,6,2.78,24,11.11,24049
24,50,229,45,19.65,20,8.73,143,62.45,5,2.18,16,6.99,24050
24,51,193,36,18.65,25,12.95,108,55.96,10,5.18,14,7.25,24051
24,52,144,21,14.58,17,11.81,88,61.11,6,4.17,12,8.33,24052
24,53,154,32,20.78,20,12.99,75,48.7,14,9.09,13,8.44,24053
24,54,121,20,16.53,17,14.05,67,55.37,3,2.48,14,11.57,24054
24,55,64,16,25.0,6,9.38,37,57.81,0,0.0,5,7.81,24055
24,56,169,30,17.75,13,7.69,110,65.09,6,3.55,10,5.92,24056
24,57,97,27,27.84,20,20.62,26,26.8,16,16.49,8,8.25,24057
24,58,174,24,13.79,22,12.64,105,60.34,5,2.87,18,10.34,24058
24,59,84,12,14.29,6,7.14,53,63.1,3,3.57,10,11.9,24059
25,1,130,31,23.85,16,12.31,56,43.08,23,17.69,4,3.08,25001
25,2,134,31,23.13,28,20.9,41,30.6,27,20.15,7,5.22,25002
25,3,57,5,8.77,12,21.05,28,49.12,5,8.77,7,12.28,25003
25,4,162,30,18.52,31,19.14,48,29.63,36,22.22,17,10.49,25004
25,5,120,25,20.83,15,12.5,36,30.0,34,28.33,10,8.33,25005
25,6,84,20,23.81,11,13.1,25,29.76,14,16.67,14,16.67,25006
25,7,121,28,23.14,20,16.53,49,40.5,18,14.88,6,4.96,25007
25,8,140,37,26.43,19,13.57,37,26.43,31,22.14,16,11.43,25008
25,9,182,51,28.02,36,19.78,45,24.73,39,21.43,11,6.04,25009
25,10,77,8,10.39,13,16.88,31,40.26,10,12.99,15,19.48,25010
25,11,105,17,16.19,16,15.24,37,35.24,27,25.71,8,7.62,25011
25,12,129,27,20.93,39,30.23,26,20.16,27,20.93,10,7.75,25012
25,13,155,44,28.39,23,14.84,64,41.29,18,11.61,6,3.87,25013
25,14,86,13,15.12,7,8.14,44,51.16,21,24.42,1,1.16,25014
25,15,126,37,29.37,19,15.08,38,30.16,21,16.67,11,8.73,25015
25,16,94,8,8.51,8,8.51,64,68.09,9,9.57,5,5.32,25016
25,17,127,27,21.26,24,18.9,54,42.52,16,12.6,6,4.72,25017
25,18,253,22,8.7,16,6.32,190,75.1,12,4.74,13,5.14,25018
25,19,138,26,18.84,22,15.94,45,32.61,33,23.91,12,8.7,25019
25,20,191,38,19.9,45,23.56,59,30.89,35,18.32,14,7.33,25020
25,21,101,19,18.81,12,11.88,37,36.63,27,26.73,6,5.94,25021
25,22,57,9,15.79,15,26.32,15,26.32,14,24.56,4,7.02,25022
25,23,167,37,22.16,30,17.96,62,37.13,29,17.37,9,5.39,25023
25,24,149,25,16.78,35,23.49,48,32.21,29,19.46,12,8.05,25024
25,25,109,10,9.17,18,16.51,52,47.71,26,23.85,3,2.75,25025
25,26,100,15,15.0,12,12.0,32,32.0,34,34.0,7,7.0,25026
25,27,112,9,8.04,9,8.04,60,53.57,29,25.89,5,4.46,25027
25,28,163,28,17.18,24,14.72,53,32.52,50,30.67,8,4.91,25028
25,29,98,18,18.37,12,12.24,47,47.96,9,9.18,12,12.24,25029
25,30,132,33,25.0,28,21.21,33,25.0,29,21.97,9,6.82,25030
25,31,83,15,18.07,9,10.84,29,34.94,24,28.92,6,7.23,25031
26,1,49,10,20.41,14,28.57,19,38.78,6,12.24,0,0.0,26001
26,2,67,14,20.9,10,14.93,24,35.82,10,14.93,9,13.43,26002
26,3,47,13,27.66,9,19.15,16,34.04,7,14.89,2,4.26,26003
26,4,64,13,20.31,8,12.5,26,40.63,13,20.31,4,6.25,26004
26,5,104,19,18.27,21,20.19,43,41.35,11,10.58,10,9.62,26005
26,6,49,10,20.41,7,14.29,20,40.82,4,8.16,8,16.33,26006
26,7,41,6,14.63,6,14.63,16,39.02,8,19.51,5,12.2,26007
26,8,69,13,18.84,11,15.94,27,39.13,9,13.04,9,13.04,26008
26,9,43,11,25.58,2,4.65,10,23.26,8,18.6,12,27.91,26009
26,10,46,12,26.09,5,10.87,20,43.48,7,15.22,2,4.35,26010
26,11,74,17,22.97,10,13.51,26,35.14,17,22.97,4,5.41,26011
26,12,45,7,15.56,5,11.11,23,51.11,7,15.56,3,6.67,26012
26,13,78,10,12.82,10,12.82,38,48.72,16,20.51,4,5.13,26013
26,14,57,17,29.82,13,22.81,15,26.32,6,10.53,6,10.53,26014
26,15,36,10,27.78,4,11.11,14,38.89,4,11.11,4,11.11,26015
26,16,44,11,25.0,3,6.82,17,38.64,5,11.36,8,18.18,26016
26,17,38,8,21.05,5,13.16,11,28.95,11,28.95,3,7.89,26017
26,18,46,11,23.91,10,21.74,13,28.26,5,10.87,7,15.22,26018
26,19,108,34,31.48,10,9.26,39,36.11,18,16.67,7,6.48,26019
26,20,97,19,19.59,17,17.53,37,38.14,16,16.49,8,8.25,26020
26,21,76,13,17.11,11,14.47,27,35.53,11,14.47,14,18.42,26021
26,22,38,4,10.53,10,26.32,8,21.05,12,31.58,4,10.53,26022
26,23,56,16,28.57,4,7.14,24,42.86,4,7.14,8,14.29,26023
26,24,71,16,22.54,10,14.08,29,40.85,14,19.72,2,2.82,26024
26,25,40,8,20.0,2,5.0,19,47.5,6,15.0,5,12.5,26025
26,26,51,10,19.61,10,19.61,17,33.33,8,15.69,6,11.76,26026
26,27,43,7,16.28,8,18.6,18,41.86,2,4.65,8,18.6,26027
26,28,65,10,15.38,17,26.15,23,35.38,10,15.38,5,7.69,26028
26,29,65,20,30.77,7,10.77,22,33.85,9,13.85,7,10.77,26029
26,30,76,14,18.42,20,26.32,21,27.63,11,14.47,10,13.16,26030
26,31,49,11,22.45,10,20.41,17,34.69,5,10.2,6,12.24,26031
26,32,76,15,19.74,16,21.05,21,27.63,15,19.74,9,11.84,26032
26,33,28,3,10.71,5,17.86,3,10.71,17,60.71,0,0.0,26033
26,34,64,8,12.5,11,17.19,31,48.44,9,14.06,5,7.81,26034
26,35,69,12,17.39,10,14.49,21,30.43,14,20.29,12,17.39,26035
26,36,56,9,16.07,8,14.29,18,32.14,9,16.07,12,21.43,26036
26,37,30,10,33.33,7,23.33,8,26.67,4,13.33,1,3.33,26037
26,38,35,10,28.57,4,11.43,11,31.43,5,14.29,5,14.29,26038
26,39,60,9,15.0,16,26.67,18,30.0,10,16.67,7,11.67,26039
26,40,30,8,26.67,1,3.33,13,43.33,5,16.67,3,10.0,26040
26,41,42,3,7.14,8,19.05,16,38.1,11,26.19,4,9.52,26041
26,42,37,8,21.62,8,21.62,11,29.73,5,13.51,5,13.51,26042
26,43,75,19,25.33,7,9.33,32,42.67,9,12.0,8,10.67,26043
26,44,57,9,15.79,11,19.3,22,38.6,6,10.53,9,15.79,26044
26,45,56,11,19.64,7,12.5,31,55.36,1,1.79,6,10.71,26045
26,46,77,13,16.88,9,11.69,29,37.66,24,31.17,2,2.6,26046
26,47,47,6,12.77,8,17.02,23,48.94,4,8.51,6,12.77,26047
26,48,87,14,16.09,12,13.79,33,37.93,16,18.39,12,13.79,26048
26,49,57,19,33.33,6,10.53,25,43.86,3,5.26,4,7.02,26049
26,50,37,4,10.81,8,21.62,12,32.43,4,10.81,9,24.32,26050
26,51,74,12,16.22,8,10.81,32,43.24,11,14.86,11,14.86,26051
26,52,30,7,23.33,5,16.67,14,46.67,1,3.33,3,10.0,26052
26,53,58,11,18.97,9,15.52,23,39.66,12,20.69,3,5.17,26053
26,54,47,11,23.4,9,19.15,16,34.04,6,12.77,5,10.64,26054
26,55,52,12,23.08,3,5.77,29,55.77,7,13.46,1,1.92,26055
26,56,59,11,18.64,10,16.95,22,37.29,10,16.95,6,10.17,26056
26,57,33,9,27.27,7,21.21,11,33.33,2,6.06,4,12.12,26057
26,58,53,12,22.64,7,13.21,20,37.74,5,9.43,9,16.98,26058
26,59,92,18,19.57,19,20.65,35,38.04,10,10.87,10,10.87,26059
26,60,47,9,19.15,7,14.89,14,29.79,8,17.02,9,19.15,26060
26,61,21,5,23.81,2,9.52,9,42.86,3,14.29,2,9.52,26061
26,62,83,12,14.46,16,19.28,35,42.17,12,14.46,8,9.64,26062
26,63,24,5,20.83,2,8.33,12,50.0,2,8.33,3,12.5,26063
