ward,precinct,total,"Margaret J. """"Peggy"""" Bell (Kucinich)","Margaret J. """"Peggy"""" Bell (Kucinich) Percent",James C. Sorrels (Kucinich),James C. Sorrels (Kucinich) Percent,Mary Ellen McDonagh (Kucinich),Mary Ellen McDonagh (Kucinich) Percent,Jason F. Keppe (Kucinich),Jason F. Keppe (Kucinich) Percent,"Jacqueline """"Jackie"""" McKay (Kucinich)","Jacqueline """"Jackie"""" McKay (Kucinich) Percent",Daniel Birkhahn-Rommelfanger (Kucin),Daniel Birkhahn-Rommelfanger (Kucin) Percent,Joseph Berrios (Dean),Joseph Berrios (Dean) Percent,Sara Feigenholtz (Dean),Sara Feigenholtz (Dean) Percent,Gene Schulter (Dean),Gene Schulter (Dean) Percent,Pamela Cullerton (Dean),Pamela Cullerton (Dean) Percent,Frances Sarra Johns (Dean),Frances Sarra Johns (Dean) Percent,"Ronald R. Bettag (LaRouche, Jr.)","Ronald R. Bettag (LaRouche, Jr.) Percent","Judith A. Clark (LaRouche, Jr.)","Judith A. Clark (LaRouche, Jr.) Percent","Donald S. Clark (LaRouche, Jr.)","Donald S. Clark (LaRouche, Jr.) Percent","Mindy R. Pechenuk (LaRouche, Jr.)","Mindy R. Pechenuk (LaRouche, Jr.) Percent","Gerald Pechenuk (LaRouche, Jr.)","Gerald Pechenuk (LaRouche, Jr.) Percent","Allison Merriam (LaRouche, Jr.)","Allison Merriam (LaRouche, Jr.) Percent","Gary Genazzio (LaRouche, Jr.)","Gary Genazzio (LaRouche, Jr.) Percent",Ann Williams (Gephardt),Ann Williams (Gephardt) Percent,William B. Kaplan (Gephardt),William B. Kaplan (Gephardt) Percent,Teree E. Foster (Gephardt),Teree E. Foster (Gephardt) Percent,Barrett Pedersen (Edwards),Barrett Pedersen (Edwards) Percent,Judith Gold (Edwards),Judith Gold (Edwards) Percent,Michael Bauer (Edwards),Michael Bauer (Edwards) Percent,Cynthia Ramirez (Edwards),Cynthia Ramirez (Edwards) Percent,"Rudyard """"Rudy"""" E. Urian (Edwards)","Rudyard """"Rudy"""" E. Urian (Edwards) Percent",Margaret Mell (Edwards),Margaret Mell (Edwards) Percent,Margaret Laurino (Clark),Margaret Laurino (Clark) Percent,John L. Borovicka (Clark),John L. Borovicka (Clark) Percent,Marilyn Katz (Clark),Marilyn Katz (Clark) Percent,Charles R. Bernardini (Clark),Charles R. Bernardini (Clark) Percent,Gail Morse (Clark),Gail Morse (Clark) Percent,John A. Fritchey (Clark),John A. Fritchey (Clark) Percent,Daisy Cintron (Kerry),Daisy Cintron (Kerry) Percent,Mike Quigley (Kerry),Mike Quigley (Kerry) Percent,Degee Wilhelm (Kerry),Degee Wilhelm (Kerry) Percent,William S Singer (Kerry),William S Singer (Kerry) Percent,Cynthia Rosario (Kerry),Cynthia Rosario (Kerry) Percent,M. Blair Hull (Braun),M. Blair Hull (Braun) Percent,Mary Bennett (Braun),Mary Bennett (Braun) Percent,Nancy Skinner (Braun),Nancy Skinner (Braun) Percent,Brian O'Connor (Braun),Brian O'Connor (Braun) Percent,precinct_id
38,32,529,20,3.78,10,1.89,20,3.78,8,1.51,12,2.27,9,1.7,13,2.46,9,1.7,10,1.89,16,3.02,11,2.08,1,0.19,5,0.95,1,0.19,3,0.57,0,0.0,1,0.19,1,0.19,4,0.76,3,0.57,2,0.38,7,1.32,5,0.95,7,1.32,9,1.7,4,0.76,8,1.51,3,0.57,2,0.38,2,0.38,2,0.38,4,0.76,4,0.76,49,9.26,48,9.07,49,9.26,50,9.45,52,9.83,3,0.57,0,0.0,2,0.38,1,0.19,38032
38,33,468,6,1.28,1,0.21,11,2.35,0,0.0,5,1.07,2,0.43,14,2.99,10,2.14,12,2.56,19,4.06,5,1.07,1,0.21,3,0.64,1,0.21,1,0.21,1,0.21,3,0.64,1,0.21,7,1.5,2,0.43,4,0.85,9,1.92,9,1.92,9,1.92,8,1.71,5,1.07,8,1.71,4,0.85,4,0.85,4,0.85,6,1.28,7,1.5,5,1.07,45,9.62,46,9.83,41,8.76,43,9.19,42,8.97,9,1.92,2,0.43,2,0.43,4,0.85,38033
38,34,230,9,3.91,6,2.61,10,4.35,6,2.61,9,3.91,6,2.61,11,4.78,6,2.61,5,2.17,6,2.61,4,1.74,2,0.87,3,1.3,3,1.3,2,0.87,1,0.43,1,0.43,2,0.87,4,1.74,2,0.87,2,0.87,6,2.61,5,2.17,4,1.74,7,3.04,4,1.74,6,2.61,4,1.74,0,0.0,0,0.0,0,0.0,2,0.87,2,0.87,16,6.96,13,5.65,15,6.52,13,5.65,16,6.96,0,0.0,1,0.43,0,0.0,1,0.43,38034
38,35,481,19,3.95,10,2.08,11,2.29,10,2.08,10,2.08,10,2.08,16,3.33,15,3.12,17,3.53,11,2.29,8,1.66,3,0.62,7,1.46,6,1.25,2,0.42,2,0.42,2,0.42,2,0.42,1,0.21,3,0.62,1,0.21,5,1.04,5,1.04,9,1.87,8,1.66,7,1.46,9,1.87,6,1.25,5,1.04,3,0.62,3,0.62,6,1.25,3,0.62,40,8.32,40,8.32,38,7.9,39,8.11,40,8.32,0,0.0,1,0.21,1,0.21,2,0.42,38035
38,36,538,15,2.79,6,1.12,13,2.42,4,0.74,6,1.12,5,0.93,14,2.6,9,1.67,13,2.42,18,3.35,5,0.93,1,0.19,3,0.56,3,0.56,4,0.74,4,0.74,2,0.37,1,0.19,4,0.74,7,1.3,1,0.19,6,1.12,10,1.86,8,1.49,11,2.04,3,0.56,7,1.3,8,1.49,5,0.93,7,1.3,3,0.56,5,0.93,9,1.67,51,9.48,51,9.48,47,8.74,47,8.74,48,8.92,8,1.49,2,0.37,3,0.56,4,0.74,38036
38,37,362,10,2.76,6,1.66,8,2.21,5,1.38,8,2.21,5,1.38,15,4.14,7,1.93,5,1.38,12,3.31,4,1.1,0,0.0,3,0.83,1,0.28,1,0.28,2,0.55,0,0.0,1,0.28,1,0.28,2,0.55,2,0.55,7,1.93,5,1.38,7,1.93,14,3.87,5,1.38,7,1.93,2,0.55,2,0.55,1,0.28,1,0.28,1,0.28,2,0.55,30,8.29,30,8.29,32,8.84,30,8.29,42,11.6,1,0.28,1,0.28,0,0.0,5,1.38,38037
38,38,576,8,1.39,3,0.52,14,2.43,1,0.17,4,0.69,1,0.17,18,3.13,15,2.6,14,2.43,20,3.47,9,1.56,2,0.35,8,1.39,3,0.52,2,0.35,3,0.52,2,0.35,1,0.17,2,0.35,4,0.69,3,0.52,7,1.22,10,1.74,8,1.39,13,2.26,5,0.87,12,2.08,12,2.08,9,1.56,10,1.74,10,1.74,6,1.04,8,1.39,48,8.33,50,8.68,48,8.33,50,8.68,53,9.2,12,2.08,1,0.17,3,0.52,6,1.04,38038
38,39,477,24,5.03,9,1.89,19,3.98,8,1.68,13,2.73,10,2.1,12,2.52,13,2.73,11,2.31,19,3.98,5,1.05,5,1.05,6,1.26,3,0.63,2,0.42,3,0.63,3,0.63,1,0.21,4,0.84,3,0.63,2,0.42,6,1.26,10,2.1,10,2.1,9,1.89,6,1.26,4,0.84,7,1.47,10,2.1,5,1.05,6,1.26,6,1.26,7,1.47,35,7.34,37,7.76,33,6.92,34,7.13,31,6.5,4,0.84,1,0.21,2,0.42,3,0.63,38039
38,40,324,15,4.63,8,2.47,10,3.09,7,2.16,10,3.09,6,1.85,14,4.32,7,2.16,8,2.47,14,4.32,8,2.47,1,0.31,4,1.23,1,0.31,2,0.62,1,0.31,1,0.31,0,0.0,2,0.62,1,0.31,1,0.31,5,1.54,5,1.54,4,1.23,9,2.78,4,1.23,5,1.54,5,1.54,3,0.93,2,0.62,1,0.31,1,0.31,2,0.62,23,7.1,24,7.41,22,6.79,23,7.1,26,8.02,1,0.31,1,0.31,2,0.62,4,1.23,38040
38,41,882,24,2.72,12,1.36,22,2.49,9,1.02,16,1.81,8,0.91,28,3.17,17,1.93,17,1.93,37,4.2,15,1.7,3,0.34,7,0.79,4,0.45,2,0.23,3,0.34,3,0.34,3,0.34,4,0.45,4,0.45,3,0.34,18,2.04,17,1.93,17,1.93,24,2.72,8,0.91,16,1.81,10,1.13,5,0.57,3,0.34,2,0.23,3,0.34,5,0.57,76,8.62,84,9.52,74,8.39,82,9.3,84,9.52,11,1.25,1,0.11,4,0.45,14,1.59,38041
38,42,581,17,2.93,4,0.69,13,2.24,7,1.2,8,1.38,8,1.38,13,2.24,19,3.27,19,3.27,30,5.16,11,1.89,1,0.17,3,0.52,3,0.52,2,0.34,2,0.34,2,0.34,2,0.34,2,0.34,0,0.0,1,0.17,11,1.89,14,2.41,13,2.24,12,2.07,12,2.07,8,1.38,10,1.72,2,0.34,4,0.69,5,0.86,1,0.17,2,0.34,53,9.12,52,8.95,46,7.92,46,7.92,52,8.95,4,0.69,2,0.34,4,0.69,2,0.34,38042
38,43,527,18,3.42,5,0.95,23,4.36,8,1.52,14,2.66,8,1.52,16,3.04,15,2.85,13,2.47,20,3.8,13,2.47,6,1.14,7,1.33,5,0.95,3,0.57,2,0.38,2,0.38,2,0.38,2,0.38,0,0.0,0,0.0,5,0.95,5,0.95,6,1.14,5,0.95,4,0.76,5,0.95,7,1.33,4,0.76,4,0.76,5,0.95,4,0.76,8,1.52,44,8.35,47,8.92,42,7.97,41,7.78,45,8.54,6,1.14,1,0.19,3,0.57,5,0.95,38043
38,44,464,16,3.45,10,2.16,13,2.8,6,1.29,7,1.51,5,1.08,16,3.45,10,2.16,14,3.02,14,3.02,10,2.16,3,0.65,4,0.86,4,0.86,3,0.65,1,0.22,0,0.0,2,0.43,1,0.22,0,0.0,0,0.0,6,1.29,7,1.51,10,2.16,8,1.72,6,1.29,8,1.72,6,1.29,7,1.51,3,0.65,3,0.65,3,0.65,1,0.22,42,9.05,39,8.41,38,8.19,44,9.48,43,9.27,3,0.65,0,0.0,0,0.0,0,0.0,38044
38,45,320,11,3.44,7,2.19,9,2.81,7,2.19,7,2.19,6,1.88,9,2.81,6,1.88,4,1.25,6,1.88,5,1.56,0,0.0,3,0.94,1,0.31,0,0.0,3,0.94,0,0.0,0,0.0,2,0.63,1,0.31,0,0.0,3,0.94,3,0.94,5,1.56,5,1.56,4,1.25,3,0.94,3,0.94,2,0.63,2,0.63,1,0.31,2,0.63,2,0.63,32,10.0,29,9.06,28,8.75,31,9.69,32,10.0,5,1.56,1,0.31,1,0.31,3,0.94,38045
38,46,506,19,3.75,10,1.98,11,2.17,7,1.38,8,1.58,3,0.59,11,2.17,6,1.19,11,2.17,19,3.75,5,0.99,4,0.79,5,0.99,2,0.4,4,0.79,4,0.79,4,0.79,1,0.2,4,0.79,2,0.4,3,0.59,7,1.38,10,1.98,4,0.79,13,2.57,3,0.59,11,2.17,8,1.58,3,0.59,2,0.4,3,0.59,4,0.79,2,0.4,43,8.5,44,8.7,39,7.71,42,8.3,53,10.47,4,0.79,2,0.4,9,1.78,7,1.38,38046
38,47,564,14,2.48,7,1.24,17,3.01,8,1.42,11,1.95,5,0.89,12,2.13,11,1.95,15,2.66,21,3.72,8,1.42,1,0.18,2,0.35,0,0.0,2,0.35,3,0.53,2,0.35,2,0.35,8,1.42,6,1.06,1,0.18,14,2.48,11,1.95,6,1.06,13,2.3,6,1.06,11,1.95,17,3.01,8,1.42,7,1.24,8,1.42,7,1.24,9,1.6,47,8.33,42,7.45,40,7.09,45,7.98,48,8.51,11,1.95,2,0.35,5,0.89,3,0.53,38047
38,48,493,16,3.25,6,1.22,12,2.43,4,0.81,12,2.43,5,1.01,14,2.84,13,2.64,7,1.42,12,2.43,7,1.42,2,0.41,5,1.01,3,0.61,1,0.2,1,0.2,2,0.41,1,0.2,2,0.41,3,0.61,1,0.2,10,2.03,11,2.23,12,2.43,16,3.25,11,2.23,11,2.23,5,1.01,2,0.41,3,0.61,2,0.41,6,1.22,6,1.22,41,8.32,45,9.13,37,7.51,39,7.91,44,8.92,7,1.42,3,0.61,4,0.81,5,1.01,38048
38,49,337,6,1.78,0,0.0,7,2.08,0,0.0,7,2.08,2,0.59,8,2.37,6,1.78,3,0.89,12,3.56,2,0.59,0,0.0,2,0.59,0,0.0,2,0.59,0,0.0,2,0.59,1,0.3,5,1.48,4,1.19,4,1.19,7,2.08,4,1.19,4,1.19,4,1.19,5,1.48,5,1.48,9,2.67,3,0.89,3,0.89,1,0.3,1,0.3,1,0.3,33,9.79,36,10.68,29,8.61,30,8.9,39,11.57,4,1.19,2,0.59,3,0.89,8,2.37,38049
38,50,650,20,3.08,8,1.23,18,2.77,8,1.23,13,2.0,10,1.54,21,3.23,12,1.85,14,2.15,26,4.0,10,1.54,4,0.62,11,1.69,3,0.46,2,0.31,4,0.62,3,0.46,3,0.46,7,1.08,5,0.77,5,0.77,16,2.46,17,2.62,14,2.15,21,3.23,9,1.38,13,2.0,15,2.31,6,0.92,3,0.46,5,0.77,5,0.77,8,1.23,41,6.31,50,7.69,43,6.62,45,6.92,51,7.85,12,1.85,4,0.62,5,0.77,4,0.62,38050
38,51,354,11,3.11,3,0.85,10,2.82,2,0.56,5,1.41,4,1.13,9,2.54,6,1.69,5,1.41,6,1.69,5,1.41,3,0.85,4,1.13,2,0.56,0,0.0,0,0.0,0,0.0,0,0.0,2,0.56,2,0.56,2,0.56,5,1.41,5,1.41,8,2.26,7,1.98,5,1.41,6,1.69,3,0.85,3,0.85,6,1.69,5,1.41,3,0.85,5,1.41,32,9.04,35,9.89,30,8.47,29,8.19,35,9.89,5,1.41,0,0.0,3,0.85,4,1.13,38051
38,52,533,11,2.06,5,0.94,7,1.31,2,0.38,7,1.31,3,0.56,12,2.25,7,1.31,8,1.5,18,3.38,9,1.69,2,0.38,5,0.94,1,0.19,4,0.75,0,0.0,3,0.56,1,0.19,7,1.31,6,1.13,3,0.56,5,0.94,6,1.13,8,1.5,10,1.88,4,0.75,10,1.88,8,1.5,4,0.75,4,0.75,5,0.94,4,0.75,4,0.75,55,10.32,55,10.32,48,9.01,52,9.76,56,10.51,8,1.5,3,0.56,2,0.38,5,0.94,38052
38,53,36,3,8.33,3,8.33,1,2.78,2,5.56,2,5.56,2,5.56,4,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.78,0,0.0,0,0.0,2,5.56,0,0.0,1,2.78,1,2.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.78,2,5.56,1,2.78,1,2.78,5,13.89,2,5.56,0,0.0,0,0.0,1,2.78,38053
39,1,608,14,2.3,7,1.15,10,1.64,6,0.99,10,1.64,7,1.15,14,2.3,13,2.14,13,2.14,9,1.48,11,1.81,6,0.99,7,1.15,6,0.99,4,0.66,3,0.49,2,0.33,0,0.0,5,0.82,2,0.33,2,0.33,12,1.97,13,2.14,14,2.3,13,2.14,14,2.3,14,2.3,8,1.32,0,0.0,0,0.0,3,0.49,0,0.0,0,0.0,58,9.54,59,9.7,57,9.38,59,9.7,59,9.7,1,0.16,1,0.16,4,0.66,2,0.33,39001
39,2,717,17,2.37,8,1.12,16,2.23,6,0.84,8,1.12,7,0.98,10,1.39,18,2.51,14,1.95,12,1.67,10,1.39,3,0.42,6,0.84,4,0.56,4,0.56,2,0.28,0,0.0,4,0.56,4,0.56,8,1.12,3,0.42,11,1.53,11,1.53,11,1.53,8,1.12,7,0.98,16,2.23,25,3.49,3,0.42,7,0.98,12,1.67,10,1.39,5,0.7,64,8.93,70,9.76,66,9.21,69,9.62,61,8.51,11,1.53,4,0.56,1,0.14,5,0.7,39002
39,3,693,21,3.03,14,2.02,22,3.17,10,1.44,16,2.31,12,1.73,16,2.31,13,1.88,16,2.31,16,2.31,9,1.3,5,0.72,2,0.29,3,0.43,1,0.14,1,0.14,2,0.29,1,0.14,5,0.72,5,0.72,3,0.43,12,1.73,15,2.16,14,2.02,15,2.16,12,1.73,12,1.73,30,4.33,8,1.15,7,1.01,10,1.44,4,0.58,10,1.44,54,7.79,59,8.51,56,8.08,60,8.66,51,7.36,7,1.01,1,0.14,2,0.29,6,0.87,39003
39,4,505,12,2.38,12,2.38,13,2.57,9,1.78,9,1.78,9,1.78,18,3.56,15,2.97,19,3.76,15,2.97,6,1.19,2,0.4,3,0.59,2,0.4,1,0.2,1,0.2,1,0.2,0,0.0,6,1.19,2,0.4,2,0.4,8,1.58,8,1.58,9,1.78,7,1.39,6,1.19,6,1.19,16,3.17,5,0.99,6,1.19,7,1.39,5,0.99,7,1.39,40,7.92,39,7.72,42,8.32,39,7.72,43,8.51,3,0.59,1,0.2,1,0.2,2,0.4,39004
39,5,491,12,2.44,3,0.61,8,1.63,3,0.61,9,1.83,3,0.61,15,3.05,6,1.22,13,2.65,11,2.24,5,1.02,1,0.2,4,0.81,2,0.41,3,0.61,1,0.2,1,0.2,3,0.61,3,0.61,1,0.2,3,0.61,5,1.02,4,0.81,4,0.81,7,1.43,4,0.81,3,0.61,31,6.31,3,0.61,7,1.43,6,1.22,8,1.63,8,1.63,39,7.94,45,9.16,41,8.35,45,9.16,54,11.0,7,1.43,0,0.0,2,0.41,5,1.02,39005
39,6,683,23,3.37,12,1.76,24,3.51,12,1.76,13,1.9,8,1.17,18,2.64,15,2.2,14,2.05,19,2.78,9,1.32,2,0.29,3,0.44,2,0.29,1,0.15,1,0.15,0,0.0,1,0.15,8,1.17,3,0.44,4,0.59,11,1.61,15,2.2,9,1.32,16,2.34,6,0.88,11,1.61,37,5.42,5,0.73,9,1.32,10,1.46,10,1.46,5,0.73,49,7.17,56,8.2,46,6.73,51,7.47,57,8.35,10,1.46,2,0.29,9,1.32,12,1.76,39006
39,7,517,17,3.29,13,2.51,17,3.29,9,1.74,12,2.32,8,1.55,13,2.51,18,3.48,11,2.13,16,3.09,10,1.93,2,0.39,3,0.58,1,0.19,2,0.39,2,0.39,2,0.39,1,0.19,1,0.19,3,0.58,0,0.0,3,0.58,5,0.97,4,0.77,6,1.16,5,0.97,6,1.16,15,2.9,5,0.97,4,0.77,6,1.16,6,1.16,6,1.16,41,7.93,48,9.28,46,8.9,43,8.32,42,8.12,3,0.58,1,0.19,4,0.77,7,1.35,39007
39,8,658,24,3.65,9,1.37,17,2.58,7,1.06,14,2.13,10,1.52,12,1.82,18,2.74,16,2.43,9,1.37,8,1.22,2,0.3,3,0.46,1,0.15,3,0.46,2,0.3,1,0.15,3,0.46,2,0.3,2,0.3,3,0.46,6,0.91,8,1.22,7,1.06,10,1.52,4,0.61,7,1.06,31,4.71,3,0.46,5,0.76,4,0.61,4,0.61,5,0.76,59,8.97,64,9.73,58,8.81,64,9.73,65,9.88,7,1.06,3,0.46,2,0.3,7,1.06,39008
39,9,814,31,3.81,13,1.6,33,4.05,14,1.72,27,3.32,11,1.35,23,2.83,20,2.46,20,2.46,22,2.7,16,1.97,7,0.86,11,1.35,7,0.86,4,0.49,3,0.37,4,0.49,6,0.74,5,0.61,3,0.37,5,0.61,14,1.72,19,2.33,12,1.47,19,2.33,12,1.47,14,1.72,47,5.77,6,0.74,8,0.98,7,0.86,11,1.35,9,1.11,53,6.51,48,5.9,49,6.02,50,6.14,66,8.11,12,1.47,1,0.12,6,0.74,5,0.61,39009
39,10,419,17,4.06,5,1.19,13,3.1,5,1.19,9,2.15,5,1.19,14,3.34,13,3.1,12,2.86,10,2.39,6,1.43,2,0.48,3,0.72,2,0.48,2,0.48,1,0.24,1,0.24,1,0.24,1,0.24,2,0.48,0,0.0,4,0.95,4,0.95,4,0.95,7,1.67,3,0.72,6,1.43,20,4.77,1,0.24,1,0.24,2,0.48,2,0.48,3,0.72,36,8.59,37,8.83,33,7.88,40,9.55,38,9.07,3,0.72,1,0.24,6,1.43,7,1.67,39010
39,11,1030,36,3.5,15,1.46,26,2.52,12,1.17,21,2.04,12,1.17,28,2.72,16,1.55,14,1.36,22,2.14,7,0.68,10,0.97,18,1.75,4,0.39,3,0.29,4,0.39,5,0.49,3,0.29,14,1.36,8,0.78,11,1.07,20,1.94,21,2.04,25,2.43,29,2.82,16,1.55,21,2.04,65,6.31,18,1.75,11,1.07,7,0.68,13,1.26,16,1.55,76,7.38,84,8.16,59,5.73,65,6.31,73,7.09,12,1.17,4,0.39,12,1.17,16,1.55,39011
39,12,267,14,5.24,5,1.87,7,2.62,7,2.62,7,2.62,7,2.62,16,5.99,8,3.0,7,2.62,8,3.0,5,1.87,2,0.75,5,1.87,4,1.5,1,0.37,0,0.0,0,0.0,1,0.37,1,0.37,1,0.37,1,0.37,2,0.75,5,1.87,2,0.75,8,3.0,2,0.75,4,1.5,17,6.37,2,0.75,3,1.12,1,0.37,6,2.25,4,1.5,14,5.24,13,4.87,8,3.0,14,5.24,18,6.74,6,2.25,0,0.0,1,0.37,3,1.12,39012
39,13,465,17,3.66,8,1.72,15,3.23,8,1.72,13,2.8,9,1.94,6,1.29,13,2.8,10,2.15,11,2.37,7,1.51,2,0.43,1,0.22,1,0.22,0,0.0,1,0.22,0,0.0,0,0.0,1,0.22,5,1.08,3,0.65,4,0.86,8,1.72,6,1.29,5,1.08,2,0.43,5,1.08,6,1.29,2,0.43,3,0.65,1,0.22,6,1.29,2,0.43,48,10.32,44,9.46,42,9.03,44,9.46,54,11.61,2,0.43,2,0.43,3,0.65,1,0.22,39013
39,14,440,15,3.41,9,2.05,14,3.18,7,1.59,17,3.86,9,2.05,10,2.27,9,2.05,10,2.27,12,2.73,4,0.91,4,0.91,6,1.36,3,0.68,2,0.45,1,0.23,2,0.45,0,0.0,2,0.45,2,0.45,2,0.45,7,1.59,8,1.82,7,1.59,13,2.95,5,1.14,5,1.14,13,2.95,2,0.45,0,0.0,4,0.91,3,0.68,2,0.45,34,7.73,39,8.86,31,7.05,32,7.27,35,7.95,5,1.14,2,0.45,1,0.23,11,2.5,39014
39,15,424,14,3.3,8,1.89,14,3.3,5,1.18,10,2.36,6,1.42,8,1.89,10,2.36,11,2.59,6,1.42,6,1.42,1,0.24,4,0.94,3,0.71,1,0.24,1,0.24,1,0.24,0,0.0,3,0.71,3,0.71,3,0.71,9,2.12,9,2.12,9,2.12,9,2.12,9,2.12,6,1.42,11,2.59,6,1.42,7,1.65,7,1.65,7,1.65,4,0.94,33,7.78,34,8.02,32,7.55,31,7.31,38,8.96,4,0.94,0,0.0,2,0.47,0,0.0,39015
39,16,435,10,2.3,5,1.15,7,1.61,4,0.92,6,1.38,4,0.92,8,1.84,8,1.84,6,1.38,8,1.84,6,1.38,3,0.69,6,1.38,3,0.69,3,0.69,3,0.69,1,0.23,1,0.23,2,0.46,3,0.69,5,1.15,4,0.92,4,0.92,6,1.38,8,1.84,2,0.46,3,0.69,13,2.99,3,0.69,3,0.69,3,0.69,5,1.15,4,0.92,46,10.57,40,9.2,40,9.2,44,10.11,47,10.8,2,0.46,0,0.0,2,0.46,3,0.69,39016
39,17,397,16,4.03,7,1.76,11,2.77,8,2.02,9,2.27,12,3.02,10,2.52,8,2.02,9,2.27,8,2.02,5,1.26,6,1.51,4,1.01,4,1.01,3,0.76,2,0.5,2,0.5,2,0.5,2,0.5,0,0.0,2,0.5,2,0.5,2,0.5,2,0.5,3,0.76,1,0.25,2,0.5,7,1.76,1,0.25,3,0.76,1,0.25,4,1.01,2,0.5,38,9.57,39,9.82,36,9.07,38,9.57,36,9.07,4,1.01,2,0.5,3,0.76,3,0.76,39017
39,18,737,18,2.44,12,1.63,15,2.04,12,1.63,14,1.9,11,1.49,13,1.76,14,1.9,10,1.36,10,1.36,6,0.81,3,0.41,8,1.09,4,0.54,2,0.27,2,0.27,2,0.27,1,0.14,5,0.68,9,1.22,3,0.41,10,1.36,19,2.58,15,2.04,19,2.58,11,1.49,12,1.63,23,3.12,1,0.14,8,1.09,3,0.41,4,0.54,2,0.27,63,8.55,66,8.96,62,8.41,73,9.91,68,9.23,10,1.36,2,0.27,4,0.54,5,0.68,39018
39,19,368,15,4.08,8,2.17,8,2.17,11,2.99,9,2.45,7,1.9,14,3.8,10,2.72,11,2.99,9,2.45,8,2.17,2,0.54,3,0.82,1,0.27,5,1.36,1,0.27,1,0.27,2,0.54,2,0.54,2,0.54,1,0.27,6,1.63,7,1.9,6,1.63,11,2.99,4,1.09,6,1.63,14,3.8,2,0.54,4,1.09,6,1.63,2,0.54,3,0.82,24,6.52,25,6.79,24,6.52,24,6.52,29,7.88,3,0.82,0,0.0,4,1.09,3,0.82,39019
39,20,499,11,2.2,3,0.6,11,2.2,2,0.4,5,1.0,3,0.6,14,2.81,11,2.2,9,1.8,10,2.0,7,1.4,1,0.2,3,0.6,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,3,0.6,2,0.4,1,0.2,6,1.2,6,1.2,4,0.8,5,1.0,4,0.8,7,1.4,11,2.2,2,0.4,2,0.4,7,1.4,4,0.8,4,0.8,51,10.22,53,10.62,51,10.22,53,10.62,54,10.82,4,0.8,4,0.8,5,1.0,2,0.4,39020
39,21,354,14,3.95,10,2.82,15,4.24,10,2.82,12,3.39,10,2.82,13,3.67,3,0.85,8,2.26,7,1.98,3,0.85,1,0.28,3,0.85,1,0.28,1,0.28,0,0.0,1,0.28,2,0.56,4,1.13,1,0.28,0,0.0,4,1.13,3,0.85,5,1.41,12,3.39,6,1.69,9,2.54,27,7.63,3,0.85,3,0.85,6,1.69,4,1.13,3,0.85,21,5.93,20,5.65,21,5.93,20,5.65,28,7.91,9,2.54,1,0.28,2,0.56,6,1.69,39021
39,22,358,12,3.35,5,1.4,10,2.79,5,1.4,9,2.51,7,1.96,12,3.35,9,2.51,6,1.68,11,3.07,4,1.12,1,0.28,7,1.96,0,0.0,3,0.84,2,0.56,3,0.84,4,1.12,3,0.84,3,0.84,0,0.0,3,0.84,5,1.4,3,0.84,10,2.79,4,1.12,7,1.96,15,4.19,0,0.0,2,0.56,1,0.28,2,0.56,1,0.28,28,7.82,29,8.1,26,7.26,29,8.1,32,8.94,4,1.12,1,0.28,3,0.84,7,1.96,39022
39,23,491,10,2.04,8,1.63,10,2.04,8,1.63,7,1.43,8,1.63,14,2.85,8,1.63,9,1.83,11,2.24,5,1.02,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,2,0.41,1,0.2,4,0.81,9,1.83,6,1.22,14,2.85,2,0.41,4,0.81,6,1.22,0,0.0,5,1.02,2,0.41,3,0.61,5,1.02,56,11.41,49,9.98,49,9.98,55,11.2,54,11.0,3,0.61,2,0.41,3,0.61,2,0.41,39023
39,24,352,23,6.53,11,3.13,12,3.41,7,1.99,12,3.41,9,2.56,17,4.83,15,4.26,11,3.13,12,3.41,3,0.85,5,1.42,5,1.42,2,0.57,4,1.14,1,0.28,2,0.57,3,0.85,1,0.28,1,0.28,0,0.0,0,0.0,5,1.42,1,0.28,9,2.56,1,0.28,3,0.85,13,3.69,0,0.0,2,0.57,2,0.57,2,0.57,2,0.57,23,6.53,22,6.25,18,5.11,29,8.24,28,7.95,5,1.42,2,0.57,1,0.28,4,1.14,39024
39,25,549,22,4.01,14,2.55,20,3.64,10,1.82,15,2.73,13,2.37,16,2.91,18,3.28,16,2.91,17,3.1,12,2.19,1,0.18,2,0.36,5,0.91,2,0.36,0,0.0,2,0.36,2,0.36,2,0.36,4,0.73,4,0.73,7,1.28,4,0.73,5,0.91,8,1.46,5,0.91,9,1.64,9,1.64,4,0.73,4,0.73,1,0.18,5,0.91,4,0.73,43,7.83,44,8.01,45,8.2,44,8.01,42,7.65,3,0.55,2,0.36,3,0.55,6,1.09,39025
