ward,precinct,total,Luis V. Gutierrez,Luis V. Gutierrez Percent,precinct_id
1,1,118,118,100.0,01001
1,2,133,133,100.0,01002
1,3,86,86,100.0,01003
1,4,123,123,100.0,01004
1,5,105,105,100.0,01005
1,6,92,92,100.0,01006
1,7,133,133,100.0,01007
1,8,124,124,100.0,01008
1,9,145,145,100.0,01009
1,10,89,89,100.0,01010
1,11,131,131,100.0,01011
1,12,98,98,100.0,01012
1,13,143,143,100.0,01013
1,14,160,160,100.0,01014
1,15,85,85,100.0,01015
1,16,92,92,100.0,01016
1,17,121,121,100.0,01017
1,18,110,110,100.0,01018
1,19,136,136,100.0,01019
1,20,137,137,100.0,01020
1,21,138,138,100.0,01021
1,22,115,115,100.0,01022
1,23,127,127,100.0,01023
1,24,208,208,100.0,01024
1,25,98,98,100.0,01025
1,26,108,108,100.0,01026
1,27,112,112,100.0,01027
1,28,142,142,100.0,01028
1,29,109,109,100.0,01029
1,30,179,179,100.0,01030
1,31,65,65,100.0,01031
1,32,116,116,100.0,01032
1,33,130,130,100.0,01033
1,34,66,66,100.0,01034
1,35,51,51,100.0,01035
1,36,110,110,100.0,01036
1,37,124,124,100.0,01037
1,38,71,71,100.0,01038
1,39,165,165,100.0,01039
1,40,47,47,100.0,01040
