ward,precinct,total,"Bernard J. """"Bernie"""" Gray (Kucinich)","Bernard J. """"Bernie"""" Gray (Kucinich) Percent",Heather Poppe (Kucinich),Heather Poppe (Kucinich) Percent,John Schlitt (Kucinich),John Schlitt (Kucinich) Percent,Katherine Felt Armstrong (Kucinich),Katherine Felt Armstrong (Kucinich) Percent,Gary Kuzminski (Kucinich),Gary Kuzminski (Kucinich) Percent,Bernadette Maune (Kucinich),Bernadette Maune (Kucinich) Percent,Marc O'Connor (Kucinich),Marc O'Connor (Kucinich) Percent,Deborah Sims (Dean),Deborah Sims (Dean) Percent,James T. Meeks (Dean),James T. Meeks (Dean) Percent,Michelle Markiewicz Qualkinbush (Dean,Michelle Markiewicz Qualkinbush (Dean Percent,Sandi S. Jackson (Dean),Sandi S. Jackson (Dean) Percent,"William """"Will"""" Davis (Dean)","William """"Will"""" Davis (Dean) Percent",Dorian M. Morley (Dean),Dorian M. Morley (Dean) Percent,Michael Hartt (Dean),Michael Hartt (Dean) Percent,Larry Williams (Edwards),Larry Williams (Edwards) Percent,Bertha M. Scott (Edwards),Bertha M. Scott (Edwards) Percent,James E. Young (Edwards),James E. Young (Edwards) Percent,Henrietta Battle (Edwards),Henrietta Battle (Edwards) Percent,Jeremy Alexander (Edwards),Jeremy Alexander (Edwards) Percent,Archia Lakiska Lucas (Edwards),Archia Lakiska Lucas (Edwards) Percent,Lawrence N. Hill (Edwards),Lawrence N. Hill (Edwards) Percent,Nather L. Jones (Edwards),Nather L. Jones (Edwards) Percent,Al Riley (Clark),Al Riley (Clark) Percent,Johnny Holmes (Clark),Johnny Holmes (Clark) Percent,Kevin McCaffrey (Clark),Kevin McCaffrey (Clark) Percent,Paul Lynch (Clark),Paul Lynch (Clark) Percent,Barbara J. Moore (Clark),Barbara J. Moore (Clark) Percent,Harriet Salk (Clark),Harriet Salk (Clark) Percent,Myrtle Martin (Clark),Myrtle Martin (Clark) Percent,Karen Olson (Clark),Karen Olson (Clark) Percent,Frederick Young (Kerry),Frederick Young (Kerry) Percent,Sharon Latiker (Kerry),Sharon Latiker (Kerry) Percent,Kurt Elling (Kerry),Kurt Elling (Kerry) Percent,Lisa Dunbar (Kerry),Lisa Dunbar (Kerry) Percent,Jonathan D Karmel (Kerry),Jonathan D Karmel (Kerry) Percent,Thu Anh Vo (Kerry),Thu Anh Vo (Kerry) Percent,Gregory Arlen Diephouse (Kerry),Gregory Arlen Diephouse (Kerry) Percent,Edonna Brazzle (Kerry),Edonna Brazzle (Kerry) Percent,Lamar Britt (Lieberman),Lamar Britt (Lieberman) Percent,Jerry Doss (Lieberman),Jerry Doss (Lieberman) Percent,Shirley Doss (Lieberman),Shirley Doss (Lieberman) Percent,Marc Hamilton (Lieberman),Marc Hamilton (Lieberman) Percent,Myra Handy (Lieberman),Myra Handy (Lieberman) Percent,Janet Williams (Lieberman),Janet Williams (Lieberman) Percent,William M. Beavers (Braun),William M. Beavers (Braun) Percent,Dorothy James (Braun),Dorothy James (Braun) Percent,Diane Phillips (Braun),Diane Phillips (Braun) Percent,Donne Trotter (Braun),Donne Trotter (Braun) Percent,Dorothy Brown (Braun),Dorothy Brown (Braun) Percent,William Shaw (Braun),William Shaw (Braun) Percent,Carrie Austin (Braun),Carrie Austin (Braun) Percent,precinct_id
10,9,747,20,2.68,21,2.81,16,2.14,16,2.14,20,2.68,14,1.87,19,2.54,15,2.01,12,1.61,13,1.74,9,1.2,7,0.94,6,0.8,5,0.67,8,1.07,6,0.8,8,1.07,6,0.8,8,1.07,8,1.07,7,0.94,6,0.8,3,0.4,3,0.4,6,0.8,2,0.27,5,0.67,2,0.27,5,0.67,3,0.4,56,7.5,61,8.17,55,7.36,57,7.63,49,6.56,50,6.69,52,6.96,51,6.83,2,0.27,1,0.13,1,0.13,1,0.13,0,0.0,1,0.13,3,0.4,0,0.0,2,0.27,2,0.27,4,0.54,10,1.34,3,0.4,10009
10,10,615,18,2.93,13,2.11,12,1.95,10,1.63,13,2.11,15,2.44,15,2.44,5,0.81,6,0.98,14,2.28,7,1.14,7,1.14,8,1.3,1,0.16,10,1.63,13,2.11,9,1.46,9,1.46,9,1.46,11,1.79,8,1.3,7,1.14,3,0.49,2,0.33,2,0.33,3,0.49,1,0.16,2,0.33,1,0.16,3,0.49,45,7.32,46,7.48,42,6.83,47,7.64,41,6.67,34,5.53,34,5.53,36,5.85,3,0.49,2,0.33,1,0.16,2,0.33,3,0.49,1,0.16,4,0.65,1,0.16,1,0.16,4,0.65,2,0.33,12,1.95,9,1.46,10010
10,11,531,13,2.45,14,2.64,8,1.51,8,1.51,8,1.51,6,1.13,11,2.07,19,3.58,11,2.07,6,1.13,7,1.32,6,1.13,10,1.88,9,1.69,2,0.38,5,0.94,6,1.13,7,1.32,4,0.75,5,0.94,2,0.38,2,0.38,4,0.75,4,0.75,3,0.56,2,0.38,4,0.75,1,0.19,3,0.56,4,0.75,35,6.59,38,7.16,34,6.4,38,7.16,32,6.03,35,6.59,31,5.84,30,5.65,0,0.0,1,0.19,4,0.75,0,0.0,1,0.19,4,0.75,4,0.75,3,0.56,3,0.56,5,0.94,7,1.32,11,2.07,11,2.07,10011
10,12,456,8,1.75,15,3.29,7,1.54,8,1.75,11,2.41,5,1.1,12,2.63,10,2.19,6,1.32,7,1.54,8,1.75,5,1.1,8,1.75,2,0.44,7,1.54,8,1.75,4,0.88,4,0.88,4,0.88,6,1.32,4,0.88,6,1.32,4,0.88,1,0.22,6,1.32,3,0.66,6,1.32,2,0.44,3,0.66,0,0.0,27,5.92,32,7.02,24,5.26,29,6.36,22,4.82,25,5.48,24,5.26,24,5.26,7,1.54,4,0.88,3,0.66,4,0.88,4,0.88,3,0.66,5,1.1,5,1.1,2,0.44,5,1.1,9,1.97,5,1.1,5,1.1,10012
10,13,583,20,3.43,25,4.29,15,2.57,14,2.4,20,3.43,13,2.23,18,3.09,13,2.23,11,1.89,15,2.57,7,1.2,6,1.03,9,1.54,4,0.69,10,1.72,8,1.37,8,1.37,10,1.72,6,1.03,7,1.2,5,0.86,6,1.03,6,1.03,2,0.34,3,0.51,4,0.69,8,1.37,4,0.69,3,0.51,3,0.51,28,4.8,32,5.49,29,4.97,32,5.49,27,4.63,25,4.29,24,4.12,24,4.12,1,0.17,1,0.17,6,1.03,2,0.34,2,0.34,5,0.86,7,1.2,3,0.51,4,0.69,6,1.03,7,1.2,13,2.23,14,2.4,10013
10,14,827,14,1.69,21,2.54,13,1.57,10,1.21,20,2.42,7,0.85,14,1.69,13,1.57,5,0.6,11,1.33,6,0.73,6,0.73,16,1.93,9,1.09,12,1.45,15,1.81,10,1.21,20,2.42,16,1.93,11,1.33,15,1.81,10,1.21,11,1.33,7,0.85,8,0.97,3,0.36,9,1.09,3,0.36,7,0.85,7,0.85,51,6.17,50,6.05,52,6.29,55,6.65,50,6.05,48,5.8,45,5.44,46,5.56,3,0.36,5,0.6,7,0.85,4,0.48,4,0.48,4,0.48,12,1.45,3,0.36,3,0.36,8,0.97,10,1.21,15,1.81,13,1.57,10014
10,15,270,8,2.96,8,2.96,6,2.22,4,1.48,8,2.96,5,1.85,4,1.48,2,0.74,3,1.11,7,2.59,2,0.74,3,1.11,2,0.74,3,1.11,3,1.11,3,1.11,1,0.37,2,0.74,3,1.11,1,0.37,1,0.37,1,0.37,0,0.0,1,0.37,3,1.11,1,0.37,1,0.37,0,0.0,0,0.0,2,0.74,18,6.67,21,7.78,19,7.04,21,7.78,18,6.67,19,7.04,18,6.67,15,5.56,2,0.74,1,0.37,2,0.74,1,0.37,1,0.37,1,0.37,1,0.37,2,0.74,0,0.0,4,1.48,3,1.11,6,2.22,6,2.22,10015
10,16,909,17,1.87,17,1.87,10,1.1,14,1.54,17,1.87,7,0.77,14,1.54,11,1.21,5,0.55,29,3.19,9,0.99,3,0.33,12,1.32,4,0.44,10,1.1,12,1.32,12,1.32,10,1.1,8,0.88,12,1.32,8,0.88,9,0.99,3,0.33,6,0.66,4,0.44,10,1.1,8,0.88,3,0.33,4,0.44,7,0.77,74,8.14,77,8.47,73,8.03,74,8.14,69,7.59,68,7.48,63,6.93,60,6.6,5,0.55,3,0.33,4,0.44,5,0.55,2,0.22,5,0.55,3,0.33,2,0.22,3,0.33,5,0.55,6,0.66,7,0.77,2,0.22,10016
10,17,529,8,1.51,9,1.7,5,0.95,5,0.95,10,1.89,8,1.51,9,1.7,5,0.95,4,0.76,15,2.84,5,0.95,3,0.57,2,0.38,2,0.38,8,1.51,7,1.32,6,1.13,5,0.95,9,1.7,8,1.51,7,1.32,5,0.95,4,0.76,1,0.19,3,0.57,2,0.38,4,0.76,1,0.19,1,0.19,6,1.13,38,7.18,42,7.94,38,7.18,40,7.56,38,7.18,36,6.81,35,6.62,32,6.05,4,0.76,5,0.95,6,1.13,4,0.76,6,1.13,3,0.57,2,0.38,3,0.57,2,0.38,2,0.38,3,0.57,11,2.08,10,1.89,10017
10,18,431,10,2.32,14,3.25,5,1.16,8,1.86,5,1.16,6,1.39,8,1.86,13,3.02,15,3.48,5,1.16,9,2.09,8,1.86,10,2.32,4,0.93,7,1.62,6,1.39,5,1.16,8,1.86,8,1.86,8,1.86,6,1.39,4,0.93,4,0.93,1,0.23,3,0.7,4,0.93,9,2.09,3,0.7,1,0.23,5,1.16,19,4.41,19,4.41,16,3.71,24,5.57,17,3.94,16,3.71,14,3.25,14,3.25,1,0.23,0,0.0,1,0.23,0,0.0,3,0.7,1,0.23,9,2.09,7,1.62,3,0.7,7,1.62,9,2.09,24,5.57,18,4.18,10018
10,19,664,16,2.41,26,3.92,12,1.81,20,3.01,15,2.26,14,2.11,24,3.61,17,2.56,11,1.66,16,2.41,13,1.96,8,1.2,7,1.05,3,0.45,6,0.9,10,1.51,4,0.6,4,0.6,4,0.6,6,0.9,3,0.45,2,0.3,4,0.6,3,0.45,5,0.75,5,0.75,6,0.9,3,0.45,2,0.3,8,1.2,42,6.33,48,7.23,40,6.02,46,6.93,38,5.72,39,5.87,34,5.12,36,5.42,2,0.3,3,0.45,3,0.45,5,0.75,3,0.45,2,0.3,2,0.3,0,0.0,1,0.15,1,0.15,5,0.75,18,2.71,10,1.51,10019
10,20,474,15,3.16,18,3.8,13,2.74,14,2.95,15,3.16,12,2.53,14,2.95,11,2.32,5,1.05,13,2.74,9,1.9,7,1.48,7,1.48,3,0.63,4,0.84,5,1.05,6,1.27,9,1.9,5,1.05,4,0.84,6,1.27,5,1.05,2,0.42,1,0.21,6,1.27,2,0.42,6,1.27,1,0.21,0,0.0,3,0.63,28,5.91,31,6.54,27,5.7,30,6.33,25,5.27,22,4.64,23,4.85,23,4.85,1,0.21,1,0.21,2,0.42,2,0.42,2,0.42,0,0.0,3,0.63,1,0.21,0,0.0,3,0.63,8,1.69,7,1.48,6,1.27,10020
10,21,494,16,3.24,16,3.24,8,1.62,12,2.43,16,3.24,12,2.43,14,2.83,13,2.63,9,1.82,18,3.64,10,2.02,7,1.42,5,1.01,3,0.61,7,1.42,7,1.42,6,1.21,6,1.21,4,0.81,6,1.21,5,1.01,3,0.61,3,0.61,4,0.81,6,1.21,3,0.61,4,0.81,1,0.2,1,0.2,3,0.61,32,6.48,32,6.48,27,5.47,28,5.67,29,5.87,22,4.45,22,4.45,23,4.66,1,0.2,3,0.61,2,0.4,2,0.4,1,0.2,2,0.4,2,0.4,1,0.2,0,0.0,5,1.01,3,0.61,6,1.21,10,2.02,10021
10,22,149,2,1.34,2,1.34,2,1.34,2,1.34,1,0.67,3,2.01,1,0.67,2,1.34,4,2.68,2,1.34,1,0.67,1,0.67,1,0.67,0,0.0,1,0.67,2,1.34,3,2.01,3,2.01,1,0.67,2,1.34,1,0.67,1,0.67,1,0.67,0,0.0,0,0.0,1,0.67,1,0.67,1,0.67,0,0.0,0,0.0,11,7.38,15,10.07,12,8.05,13,8.72,11,7.38,12,8.05,12,8.05,9,6.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.34,1,0.67,0,0.0,0,0.0,1,0.67,6,4.03,2,1.34,10022
10,23,388,13,3.35,22,5.67,9,2.32,13,3.35,6,1.55,10,2.58,7,1.8,10,2.58,10,2.58,8,2.06,8,2.06,6,1.55,7,1.8,5,1.29,4,1.03,4,1.03,3,0.77,4,1.03,2,0.52,2,0.52,1,0.26,2,0.52,2,0.52,1,0.26,2,0.52,2,0.52,6,1.55,2,0.52,1,0.26,7,1.8,21,5.41,18,4.64,18,4.64,23,5.93,17,4.38,15,3.87,16,4.12,16,4.12,1,0.26,3,0.77,2,0.52,1,0.26,2,0.52,3,0.77,5,1.29,3,0.77,4,1.03,2,0.52,4,1.03,12,3.09,13,3.35,10023
10,24,439,15,3.42,16,3.64,11,2.51,10,2.28,15,3.42,12,2.73,12,2.73,9,2.05,7,1.59,18,4.1,8,1.82,7,1.59,2,0.46,5,1.14,4,0.91,6,1.37,7,1.59,6,1.37,5,1.14,8,1.82,5,1.14,4,0.91,1,0.23,1,0.23,2,0.46,3,0.68,2,0.46,2,0.46,1,0.23,1,0.23,25,5.69,28,6.38,25,5.69,25,5.69,20,4.56,21,4.78,22,5.01,21,4.78,2,0.46,3,0.68,1,0.23,2,0.46,1,0.23,2,0.46,3,0.68,2,0.46,2,0.46,2,0.46,4,0.91,8,1.82,5,1.14,10024
10,25,591,10,1.69,15,2.54,11,1.86,8,1.35,10,1.69,4,0.68,7,1.18,11,1.86,28,4.74,4,0.68,11,1.86,11,1.86,5,0.85,5,0.85,6,1.02,8,1.35,4,0.68,4,0.68,6,1.02,7,1.18,2,0.34,2,0.34,6,1.02,9,1.52,5,0.85,6,1.02,11,1.86,4,0.68,5,0.85,8,1.35,30,5.08,33,5.58,30,5.08,36,6.09,26,4.4,24,4.06,26,4.4,22,3.72,4,0.68,4,0.68,4,0.68,2,0.34,2,0.34,2,0.34,14,2.37,8,1.35,3,0.51,10,1.69,19,3.21,30,5.08,19,3.21,10025
10,26,360,8,2.22,6,1.67,5,1.39,8,2.22,10,2.78,4,1.11,10,2.78,11,3.06,7,1.94,7,1.94,6,1.67,7,1.94,10,2.78,7,1.94,1,0.28,2,0.56,5,1.39,3,0.83,5,1.39,3,0.83,1,0.28,2,0.56,2,0.56,1,0.28,1,0.28,2,0.56,1,0.28,0,0.0,1,0.28,2,0.56,25,6.94,23,6.39,22,6.11,26,7.22,21,5.83,20,5.56,21,5.83,16,4.44,5,1.39,3,0.83,2,0.56,5,1.39,3,0.83,3,0.83,1,0.28,0,0.0,1,0.28,1,0.28,2,0.56,6,1.67,7,1.94,10026
10,27,708,16,2.26,24,3.39,11,1.55,13,1.84,18,2.54,18,2.54,19,2.68,13,1.84,4,0.56,12,1.69,7,0.99,6,0.85,14,1.98,4,0.56,7,0.99,8,1.13,13,1.84,6,0.85,3,0.42,7,0.99,6,0.85,4,0.56,6,0.85,5,0.71,7,0.99,4,0.56,8,1.13,3,0.42,5,0.71,8,1.13,45,6.36,51,7.2,46,6.5,50,7.06,43,6.07,43,6.07,39,5.51,41,5.79,3,0.42,6,0.85,6,0.85,3,0.42,5,0.71,3,0.42,2,0.28,1,0.14,4,0.56,5,0.71,6,0.85,13,1.84,8,1.13,10027
10,28,647,7,1.08,5,0.77,4,0.62,11,1.7,3,0.46,4,0.62,3,0.46,18,2.78,59,9.12,4,0.62,18,2.78,12,1.85,16,2.47,13,2.01,9,1.39,5,0.77,6,0.93,6,0.93,2,0.31,3,0.46,6,0.93,2,0.31,5,0.77,3,0.46,3,0.46,2,0.31,7,1.08,2,0.31,4,0.62,3,0.46,40,6.18,36,5.56,28,4.33,35,5.41,29,4.48,23,3.55,26,4.02,22,3.4,1,0.15,3,0.46,2,0.31,2,0.31,1,0.15,5,0.77,16,2.47,10,1.55,10,1.55,22,3.4,28,4.33,32,4.95,23,3.55,10028
10,29,670,4,0.6,5,0.75,4,0.6,8,1.19,3,0.45,8,1.19,5,0.75,27,4.03,61,9.1,9,1.34,21,3.13,19,2.84,14,2.09,14,2.09,8,1.19,14,2.09,4,0.6,8,1.19,4,0.6,2,0.3,4,0.6,5,0.75,3,0.45,1,0.15,2,0.3,4,0.6,12,1.79,0,0.0,3,0.45,4,0.6,38,5.67,30,4.48,20,2.99,31,4.63,20,2.99,17,2.54,17,2.54,17,2.54,2,0.3,3,0.45,2,0.3,3,0.45,0,0.0,0,0.0,22,3.28,17,2.54,14,2.09,30,4.48,30,4.48,38,5.67,26,3.88,10029
10,30,535,15,2.8,22,4.11,9,1.68,10,1.87,13,2.43,8,1.5,12,2.24,12,2.24,17,3.18,9,1.68,8,1.5,12,2.24,12,2.24,0,0.0,4,0.75,8,1.5,6,1.12,4,0.75,2,0.37,6,1.12,3,0.56,4,0.75,2,0.37,1,0.19,1,0.19,3,0.56,1,0.19,0,0.0,3,0.56,3,0.56,34,6.36,32,5.98,30,5.61,37,6.92,31,5.79,29,5.42,29,5.42,25,4.67,0,0.0,4,0.75,2,0.37,0,0.0,2,0.37,1,0.19,5,0.93,3,0.56,3,0.56,7,1.31,9,1.68,14,2.62,18,3.36,10030
10,31,623,21,3.37,18,2.89,11,1.77,10,1.61,10,1.61,10,1.61,15,2.41,9,1.44,4,0.64,10,1.61,10,1.61,9,1.44,11,1.77,5,0.8,6,0.96,3,0.48,3,0.48,7,1.12,5,0.8,6,0.96,4,0.64,3,0.48,2,0.32,5,0.8,3,0.48,3,0.48,2,0.32,3,0.48,0,0.0,5,0.8,46,7.38,41,6.58,42,6.74,45,7.22,44,7.06,41,6.58,40,6.42,37,5.94,2,0.32,5,0.8,3,0.48,6,0.96,1,0.16,1,0.16,5,0.8,4,0.64,2,0.32,8,1.28,5,0.8,16,2.57,8,1.28,10031
10,32,529,13,2.46,20,3.78,12,2.27,13,2.46,13,2.46,11,2.08,19,3.59,14,2.65,11,2.08,9,1.7,10,1.89,9,1.7,6,1.13,3,0.57,6,1.13,6,1.13,6,1.13,6,1.13,6,1.13,3,0.57,4,0.76,3,0.57,8,1.51,4,0.76,5,0.95,2,0.38,9,1.7,5,0.95,4,0.76,3,0.57,34,6.43,29,5.48,30,5.67,29,5.48,24,4.54,26,4.91,20,3.78,22,4.16,4,0.76,2,0.38,5,0.95,1,0.19,2,0.38,1,0.19,4,0.76,4,0.76,2,0.38,1,0.19,7,1.32,14,2.65,16,3.02,10032
10,33,455,15,3.3,18,3.96,3,0.66,9,1.98,9,1.98,5,1.1,8,1.76,12,2.64,9,1.98,9,1.98,14,3.08,10,2.2,10,2.2,8,1.76,5,1.1,6,1.32,6,1.32,2,0.44,3,0.66,1,0.22,2,0.44,3,0.66,0,0.0,1,0.22,2,0.44,2,0.44,4,0.88,2,0.44,5,1.1,4,0.88,29,6.37,27,5.93,25,5.49,36,7.91,27,5.93,25,5.49,22,4.84,24,5.27,2,0.44,0,0.0,1,0.22,2,0.44,4,0.88,2,0.44,3,0.66,0,0.0,2,0.44,1,0.22,3,0.66,11,2.42,13,2.86,10033
10,34,421,8,1.9,11,2.61,5,1.19,8,1.9,9,2.14,8,1.9,9,2.14,9,2.14,10,2.38,8,1.9,6,1.43,7,1.66,8,1.9,5,1.19,4,0.95,6,1.43,6,1.43,2,0.48,5,1.19,8,1.9,6,1.43,3,0.71,7,1.66,6,1.43,4,0.95,4,0.95,5,1.19,2,0.48,1,0.24,5,1.19,25,5.94,25,5.94,22,5.23,29,6.89,19,4.51,18,4.28,17,4.04,22,5.23,1,0.24,4,0.95,3,0.71,1,0.24,2,0.48,4,0.95,6,1.43,0,0.0,2,0.48,1,0.24,8,1.9,12,2.85,9,2.14,10034
10,35,564,17,3.01,20,3.55,8,1.42,10,1.77,6,1.06,8,1.42,13,2.3,10,1.77,10,1.77,7,1.24,8,1.42,6,1.06,10,1.77,8,1.42,6,1.06,6,1.06,5,0.89,6,1.06,4,0.71,2,0.35,2,0.35,0,0.0,3,0.53,3,0.53,6,1.06,4,0.71,10,1.77,5,0.89,3,0.53,4,0.71,36,6.38,36,6.38,34,6.03,41,7.27,37,6.56,34,6.03,33,5.85,26,4.61,2,0.35,2,0.35,0,0.0,1,0.18,1,0.18,5,0.89,4,0.71,3,0.53,3,0.53,4,0.71,11,1.95,14,2.48,20,3.55,10035
10,36,556,11,1.98,14,2.52,5,0.9,11,1.98,7,1.26,7,1.26,12,2.16,15,2.7,33,5.94,12,2.16,14,2.52,12,2.16,20,3.6,10,1.8,8,1.44,4,0.72,4,0.72,2,0.36,5,0.9,4,0.72,3,0.54,2,0.36,4,0.72,3,0.54,3,0.54,3,0.54,9,1.62,2,0.36,4,0.72,2,0.36,32,5.76,32,5.76,24,4.32,31,5.58,22,3.96,18,3.24,20,3.6,17,3.06,1,0.18,2,0.36,1,0.18,1,0.18,2,0.36,3,0.54,11,1.98,4,0.72,5,0.9,14,2.52,23,4.14,19,3.42,16,2.88,10036
10,37,337,8,2.37,10,2.97,5,1.48,6,1.78,3,0.89,4,1.19,8,2.37,7,2.08,23,6.82,2,0.59,5,1.48,5,1.48,9,2.67,6,1.78,8,2.37,4,1.19,4,1.19,2,0.59,2,0.59,3,0.89,4,1.19,2,0.59,0,0.0,0,0.0,1,0.3,1,0.3,7,2.08,0,0.0,2,0.59,1,0.3,20,5.93,20,5.93,17,5.04,17,5.04,15,4.45,11,3.26,12,3.56,15,4.45,1,0.3,2,0.59,3,0.89,0,0.0,1,0.3,2,0.59,9,2.67,1,0.3,2,0.59,2,0.59,15,4.45,17,5.04,8,2.37,10037
10,38,713,18,2.52,23,3.23,12,1.68,17,2.38,10,1.4,8,1.12,9,1.26,12,1.68,13,1.82,9,1.26,11,1.54,7,0.98,12,1.68,8,1.12,6,0.84,8,1.12,7,0.98,3,0.42,8,1.12,9,1.26,4,0.56,3,0.42,5,0.7,3,0.42,4,0.56,2,0.28,5,0.7,2,0.28,4,0.56,3,0.42,48,6.73,51,7.15,44,6.17,58,8.13,44,6.17,44,6.17,43,6.03,42,5.89,4,0.56,6,0.84,4,0.56,6,0.84,5,0.7,7,0.98,8,1.12,5,0.7,1,0.14,5,0.7,5,0.7,16,2.24,14,1.96,10038
10,39,596,18,3.02,21,3.52,15,2.52,13,2.18,16,2.68,7,1.17,12,2.01,15,2.52,9,1.51,13,2.18,12,2.01,10,1.68,8,1.34,4,0.67,12,2.01,11,1.85,11,1.85,12,2.01,10,1.68,11,1.85,7,1.17,11,1.85,3,0.5,5,0.84,3,0.5,3,0.5,4,0.67,4,0.67,5,0.84,5,0.84,34,5.7,34,5.7,28,4.7,32,5.37,28,4.7,27,4.53,28,4.7,28,4.7,3,0.5,1,0.17,2,0.34,3,0.5,0,0.0,2,0.34,2,0.34,1,0.17,3,0.5,3,0.5,4,0.67,14,2.35,17,2.85,10039
10,40,468,12,2.56,10,2.14,7,1.5,4,0.85,6,1.28,4,0.85,12,2.56,5,1.07,11,2.35,4,0.85,3,0.64,3,0.64,8,1.71,6,1.28,2,0.43,3,0.64,2,0.43,1,0.21,3,0.64,4,0.85,2,0.43,2,0.43,1,0.21,2,0.43,4,0.85,2,0.43,4,0.85,0,0.0,2,0.43,5,1.07,35,7.48,38,8.12,34,7.26,41,8.76,37,7.91,32,6.84,30,6.41,33,7.05,3,0.64,5,1.07,2,0.43,3,0.64,0,0.0,2,0.43,2,0.43,1,0.21,1,0.21,5,1.07,5,1.07,12,2.56,10,2.14,10040
10,41,636,15,2.36,18,2.83,11,1.73,12,1.89,13,2.04,11,1.73,14,2.2,12,1.89,9,1.42,14,2.2,12,1.89,8,1.26,8,1.26,7,1.1,6,0.94,8,1.26,9,1.42,4,0.63,6,0.94,5,0.79,3,0.47,3,0.47,3,0.47,6,0.94,10,1.57,5,0.79,8,1.26,3,0.47,4,0.63,11,1.73,41,6.45,44,6.92,40,6.29,39,6.13,38,5.97,34,5.35,35,5.5,35,5.5,3,0.47,5,0.79,5,0.79,7,1.1,5,0.79,4,0.63,5,0.79,0,0.0,1,0.16,3,0.47,3,0.47,10,1.57,14,2.2,10041
10,42,501,18,3.59,21,4.19,14,2.79,19,3.79,17,3.39,13,2.59,20,3.99,16,3.19,8,1.6,13,2.59,14,2.79,7,1.4,2,0.4,3,0.6,2,0.4,1,0.2,4,0.8,4,0.8,4,0.8,5,1.0,3,0.6,3,0.6,1,0.2,1,0.2,5,1.0,3,0.6,4,0.8,3,0.6,2,0.4,3,0.6,29,5.79,29,5.79,27,5.39,29,5.79,25,4.99,27,5.39,24,4.79,23,4.59,4,0.8,5,1.0,2,0.4,1,0.2,1,0.2,2,0.4,4,0.8,3,0.6,1,0.2,3,0.6,5,1.0,11,2.2,4,0.8,10042
10,43,194,2,1.03,7,3.61,6,3.09,2,1.03,5,2.58,2,1.03,5,2.58,6,3.09,18,9.28,4,2.06,7,3.61,4,2.06,7,3.61,3,1.55,3,1.55,4,2.06,5,2.58,6,3.09,2,1.03,1,0.52,2,1.03,1,0.52,3,1.55,0,0.0,2,1.03,1,0.52,2,1.03,0,0.0,0,0.0,1,0.52,8,4.12,5,2.58,4,2.06,4,2.06,3,1.55,3,1.55,2,1.03,4,2.06,1,0.52,0,0.0,0,0.0,0,0.0,0,0.0,2,1.03,6,3.09,0,0.0,0,0.0,4,2.06,13,6.7,11,5.67,7,3.61,10043
10,44,379,8,2.11,14,3.69,8,2.11,11,2.9,8,2.11,8,2.11,11,2.9,8,2.11,3,0.79,3,0.79,6,1.58,3,0.79,7,1.85,1,0.26,4,1.06,6,1.58,4,1.06,2,0.53,3,0.79,9,2.37,2,0.53,1,0.26,0,0.0,4,1.06,1,0.26,0,0.0,2,0.53,0,0.0,2,0.53,3,0.79,23,6.07,25,6.6,22,5.8,27,7.12,24,6.33,23,6.07,21,5.54,21,5.54,1,0.26,2,0.53,2,0.53,3,0.79,5,1.32,3,0.79,0,0.0,2,0.53,2,0.53,1,0.26,3,0.79,10,2.64,10,2.64,10044
10,45,284,8,2.82,13,4.58,6,2.11,5,1.76,11,3.87,5,1.76,6,2.11,3,1.06,7,2.46,1,0.35,7,2.46,2,0.7,3,1.06,1,0.35,4,1.41,3,1.06,3,1.06,1,0.35,3,1.06,5,1.76,2,0.7,2,0.7,2,0.7,0,0.0,0,0.0,0,0.0,4,1.41,0,0.0,1,0.35,0,0.0,18,6.34,18,6.34,16,5.63,19,6.69,16,5.63,15,5.28,15,5.28,15,5.28,2,0.7,1,0.35,5,1.76,0,0.0,1,0.35,2,0.7,0,0.0,3,1.06,2,0.7,3,1.06,6,2.11,10,3.52,6,2.11,10045
10,46,504,16,3.17,12,2.38,9,1.79,9,1.79,10,1.98,12,2.38,14,2.78,9,1.79,11,2.18,8,1.59,11,2.18,8,1.59,8,1.59,3,0.6,7,1.39,7,1.39,5,0.99,6,1.19,2,0.4,8,1.59,4,0.79,5,0.99,8,1.59,2,0.4,8,1.59,6,1.19,6,1.19,5,0.99,5,0.99,11,2.18,35,6.94,32,6.35,25,4.96,28,5.56,25,4.96,19,3.77,20,3.97,21,4.17,1,0.2,2,0.4,3,0.6,2,0.4,0,0.0,5,0.99,6,1.19,4,0.79,1,0.2,2,0.4,10,1.98,15,2.98,8,1.59,10046
10,47,551,20,3.63,24,4.36,15,2.72,18,3.27,17,3.09,16,2.9,20,3.63,10,1.81,9,1.63,12,2.18,5,0.91,6,1.09,5,0.91,8,1.45,3,0.54,4,0.73,3,0.54,2,0.36,2,0.36,4,0.73,2,0.36,1,0.18,2,0.36,1,0.18,1,0.18,3,0.54,2,0.36,1,0.18,1,0.18,3,0.54,45,8.17,36,6.53,32,5.81,39,7.08,28,5.08,30,5.44,27,4.9,32,5.81,0,0.0,0,0.0,3,0.54,1,0.18,0,0.0,3,0.54,5,0.91,3,0.54,2,0.36,3,0.54,8,1.45,20,3.63,9,1.63,10047
