ward,precinct,total,Ira I. Silverstein,Ira I. Silverstein Percent,precinct_id
33,18,4,4,100.0,33018
38,5,163,163,100.0,38005
38,7,125,125,100.0,38007
38,10,144,144,100.0,38010
38,20,143,143,100.0,38020
39,1,116,116,100.0,39001
39,2,217,217,100.0,39002
39,3,144,144,100.0,39003
39,4,101,101,100.0,39004
39,5,90,90,100.0,39005
39,6,120,120,100.0,39006
39,7,116,116,100.0,39007
39,8,172,172,100.0,39008
39,9,184,184,100.0,39009
39,10,123,123,100.0,39010
39,11,202,202,100.0,39011
39,12,19,19,100.0,39012
39,14,108,108,100.0,39014
39,15,103,103,100.0,39015
39,16,76,76,100.0,39016
39,17,91,91,100.0,39017
39,18,170,170,100.0,39018
39,19,93,93,100.0,39019
39,20,108,108,100.0,39020
39,21,79,79,100.0,39021
39,25,114,114,100.0,39025
39,26,146,146,100.0,39026
39,32,230,230,100.0,39032
39,33,139,139,100.0,39033
39,34,118,118,100.0,39034
39,35,141,141,100.0,39035
39,36,190,190,100.0,39036
39,37,200,200,100.0,39037
39,38,129,129,100.0,39038
39,39,70,70,100.0,39039
39,40,88,88,100.0,39040
39,41,58,58,100.0,39041
39,42,148,148,100.0,39042
39,43,95,95,100.0,39043
39,45,69,69,100.0,39045
39,47,84,84,100.0,39047
40,1,40,40,100.0,40001
40,2,7,7,100.0,40002
40,8,42,42,100.0,40008
40,10,54,54,100.0,40010
40,17,60,60,100.0,40017
40,20,18,18,100.0,40020
40,24,2,2,100.0,40024
40,29,158,158,100.0,40029
40,30,177,177,100.0,40030
40,31,131,131,100.0,40031
40,32,64,64,100.0,40032
40,34,91,91,100.0,40034
40,38,56,56,100.0,40038
40,48,84,84,100.0,40048
40,49,66,66,100.0,40049
41,10,101,101,100.0,41010
41,14,173,173,100.0,41014
41,23,109,109,100.0,41023
41,47,128,128,100.0,41047
41,54,125,125,100.0,41054
41,59,108,108,100.0,41059
41,66,126,126,100.0,41066
41,67,97,97,100.0,41067
41,69,173,173,100.0,41069
41,70,91,91,100.0,41070
41,71,68,68,100.0,41071
45,4,158,158,100.0,45004
45,5,145,145,100.0,45005
45,10,154,154,100.0,45010
45,12,145,145,100.0,45012
45,14,165,165,100.0,45014
45,24,162,162,100.0,45024
45,36,119,119,100.0,45036
49,28,93,93,100.0,49028
49,38,91,91,100.0,49038
49,40,112,112,100.0,49040
49,41,130,130,100.0,49041
49,44,144,144,100.0,49044
50,1,241,241,100.0,50001
50,2,189,189,100.0,50002
50,3,175,175,100.0,50003
50,4,143,143,100.0,50004
50,5,189,189,100.0,50005
50,6,115,115,100.0,50006
50,7,185,185,100.0,50007
50,8,120,120,100.0,50008
50,9,136,136,100.0,50009
50,10,155,155,100.0,50010
50,11,160,160,100.0,50011
50,12,187,187,100.0,50012
50,13,140,140,100.0,50013
50,14,117,117,100.0,50014
50,15,179,179,100.0,50015
50,16,120,120,100.0,50016
50,17,128,128,100.0,50017
50,18,159,159,100.0,50018
50,19,99,99,100.0,50019
50,20,111,111,100.0,50020
50,21,163,163,100.0,50021
50,22,122,122,100.0,50022
50,23,72,72,100.0,50023
50,24,149,149,100.0,50024
50,25,156,156,100.0,50025
50,26,97,97,100.0,50026
50,27,74,74,100.0,50027
50,28,145,145,100.0,50028
50,29,148,148,100.0,50029
50,30,152,152,100.0,50030
50,31,98,98,100.0,50031
50,32,86,86,100.0,50032
50,33,89,89,100.0,50033
50,34,60,60,100.0,50034
50,35,158,158,100.0,50035
50,36,161,161,100.0,50036
50,37,154,154,100.0,50037
50,38,136,136,100.0,50038
50,39,150,150,100.0,50039
50,40,180,180,100.0,50040
50,41,218,218,100.0,50041
50,42,183,183,100.0,50042
50,43,107,107,100.0,50043
50,44,169,169,100.0,50044
50,45,98,98,100.0,50045
