ward,precinct,total,"Elizabeth T. """"Beth"""" Bowman (Kucinich)","Elizabeth T. """"Beth"""" Bowman (Kucinich) Percent",Ralph Intagliata (Kucinich),Ralph Intagliata (Kucinich) Percent,SohYoon Atac (Kucinich),SohYoon Atac (Kucinich) Percent,Cheryl Angelaccio (Kucinich),Cheryl Angelaccio (Kucinich) Percent,Glenn W. Fritz (Kucinich),Glenn W. Fritz (Kucinich) Percent,Joe Moore (Dean),Joe Moore (Dean) Percent,Mary Ann Smith (Dean),Mary Ann Smith (Dean) Percent,James F. Dougherty (Dean),James F. Dougherty (Dean) Percent,Debra Shore (Dean),Debra Shore (Dean) Percent,William A. Marovitz (Dean),William A. Marovitz (Dean) Percent,Ann P. Kalayil (Dean),Ann P. Kalayil (Dean) Percent,"Vern Shipley (LaRouche, Jr.)","Vern Shipley (LaRouche, Jr.) Percent","Susan D. Wakefield (LaRouche, Jr.)","Susan D. Wakefield (LaRouche, Jr.) Percent","Anthony E. DeFranco (LaRouche, Jr.","Anthony E. DeFranco (LaRouche, Jr. Percent","Douglas E. Heitz (LaRouche, Jr.)","Douglas E. Heitz (LaRouche, Jr.) Percent","Pamela Sue Connelly (LaRouche, Jr.","Pamela Sue Connelly (LaRouche, Jr. Percent","Richard J. Connelly (LaRouche, Jr.","Richard J. Connelly (LaRouche, Jr. Percent",Fred Shareef (Gephardt),Fred Shareef (Gephardt) Percent,Laura Tucker (Edwards),Laura Tucker (Edwards) Percent,Randolph G. Jue (Edwards),Randolph G. Jue (Edwards) Percent,Timothy W. Burns (Edwards),Timothy W. Burns (Edwards) Percent,Diane Goldstick Meagher (Edwards),Diane Goldstick Meagher (Edwards) Percent,James E. Malackowski (Edwards),James E. Malackowski (Edwards) Percent,Thomas M. Tunney (Clark),Thomas M. Tunney (Clark) Percent,"Jay """"J.B."""" Pritzker (Clark)","Jay """"J.B."""" Pritzker (Clark) Percent",Ronald D. Jolly (Clark),Ronald D. Jolly (Clark) Percent,Lori Goldstein (Clark),Lori Goldstein (Clark) Percent,Patricia Cherry (Clark),Patricia Cherry (Clark) Percent,Selma D'Souza (Kerry),Selma D'Souza (Kerry) Percent,Howard Learner (Kerry),Howard Learner (Kerry) Percent,Madhuri Kommareddi (Kerry),Madhuri Kommareddi (Kerry) Percent,Myron M. Cherry (Kerry),Myron M. Cherry (Kerry) Percent,Darlene Sowell (Kerry),Darlene Sowell (Kerry) Percent,Arthur Berman (Lieberman),Arthur Berman (Lieberman) Percent,Ann M. Coconate (Lieberman),Ann M. Coconate (Lieberman) Percent,Benita Kapnick (Lieberman),Benita Kapnick (Lieberman) Percent,Ira Silverstein (Lieberman),Ira Silverstein (Lieberman) Percent,Bernard Stone (Lieberman),Bernard Stone (Lieberman) Percent,Debra F. Hartman (Lieberman),Debra F. Hartman (Lieberman) Percent,Deon Lopez (Braun),Deon Lopez (Braun) Percent,Himal P. Agarwal (Braun),Himal P. Agarwal (Braun) Percent,Karen Boehning (Braun),Karen Boehning (Braun) Percent,Michael J. Harrington (Braun),Michael J. Harrington (Braun) Percent,Audrey Avila (Braun),Audrey Avila (Braun) Percent,Moti Agarwal (Braun),Moti Agarwal (Braun) Percent,precinct_id
48,23,710,16,2.25,4,0.56,9,1.27,10,1.41,6,0.85,16,2.25,37,5.21,10,1.41,13,1.83,13,1.83,12,1.69,3,0.42,1,0.14,1,0.14,1,0.14,3,0.42,2,0.28,1,0.14,18,2.54,16,2.25,16,2.25,10,1.41,13,1.83,5,0.7,7,0.99,4,0.56,6,0.85,8,1.13,61,8.59,60,8.45,64,9.01,66,9.3,67,9.44,2,0.28,2,0.28,3,0.42,3,0.42,3,0.42,4,0.56,7,0.99,1,0.14,6,0.85,6,0.85,13,1.83,5,0.7,48023
48,24,717,13,1.81,5,0.7,5,0.7,5,0.7,5,0.7,12,1.67,16,2.23,13,1.81,14,1.95,9,1.26,8,1.12,0,0.0,4,0.56,2,0.28,1,0.14,4,0.56,0,0.0,2,0.28,7,0.98,6,0.84,6,0.84,3,0.42,4,0.56,4,0.56,5,0.7,0,0.0,5,0.7,7,0.98,87,12.13,81,11.3,80,11.16,82,11.44,77,10.74,7,0.98,4,0.56,4,0.56,5,0.7,8,1.12,5,0.7,3,0.42,1,0.14,1,0.14,5,0.7,10,1.39,5,0.7,48024
48,25,633,17,2.69,8,1.26,12,1.9,14,2.21,12,1.9,20,3.16,29,4.58,7,1.11,16,2.53,15,2.37,13,2.05,1,0.16,0,0.0,0,0.0,1,0.16,0,0.0,3,0.47,3,0.47,8,1.26,3,0.47,5,0.79,4,0.63,2,0.32,10,1.58,2,0.32,1,0.16,5,0.79,4,0.63,55,8.69,58,9.16,58,9.16,57,9.0,59,9.32,4,0.63,1,0.16,2,0.32,2,0.32,3,0.47,2,0.32,6,0.95,5,0.79,7,1.11,7,1.11,9,1.42,7,1.11,48025
48,26,917,24,2.62,14,1.53,18,1.96,16,1.74,12,1.31,26,2.84,48,5.23,20,2.18,24,2.62,27,2.94,21,2.29,1,0.11,0,0.0,2,0.22,2,0.22,0,0.0,0,0.0,1,0.11,11,1.2,6,0.65,9,0.98,7,0.76,9,0.98,7,0.76,3,0.33,1,0.11,2,0.22,7,0.76,93,10.14,93,10.14,86,9.38,86,9.38,89,9.71,8,0.87,3,0.33,4,0.44,7,0.76,7,0.76,5,0.55,1,0.11,1,0.11,1,0.11,5,0.55,6,0.65,3,0.33,48026
48,27,370,9,2.43,6,1.62,6,1.62,3,0.81,3,0.81,9,2.43,16,4.32,5,1.35,5,1.35,9,2.43,4,1.08,0,0.0,0,0.0,0,0.0,0,0.0,2,0.54,1,0.27,3,0.81,8,2.16,5,1.35,5,1.35,3,0.81,2,0.54,3,0.81,2,0.54,0,0.0,1,0.27,2,0.54,39,10.54,41,11.08,34,9.19,39,10.54,34,9.19,4,1.08,2,0.54,1,0.27,3,0.81,3,0.81,1,0.27,2,0.54,0,0.0,0,0.0,5,1.35,4,1.08,1,0.27,48027
48,28,772,15,1.94,12,1.55,10,1.3,11,1.42,5,0.65,27,3.5,28,3.63,14,1.81,21,2.72,24,3.11,17,2.2,0,0.0,0,0.0,1,0.13,0,0.0,2,0.26,0,0.0,2,0.26,7,0.91,4,0.52,7,0.91,3,0.39,3,0.39,9,1.17,7,0.91,2,0.26,9,1.17,4,0.52,71,9.2,79,10.23,71,9.2,72,9.33,75,9.72,8,1.04,8,1.04,4,0.52,8,1.04,8,1.04,7,0.91,5,0.65,3,0.39,2,0.26,4,0.52,7,0.91,2,0.26,48028
48,29,482,5,1.04,3,0.62,1,0.21,2,0.41,2,0.41,4,0.83,20,4.15,4,0.83,10,2.07,17,3.53,5,1.04,2,0.41,1,0.21,0,0.0,0,0.0,1,0.21,1,0.21,5,1.04,2,0.41,3,0.62,1,0.21,4,0.83,0,0.0,2,0.41,10,2.07,1,0.21,12,2.49,3,0.62,56,11.62,53,11.0,51,10.58,51,10.58,54,11.2,8,1.66,4,0.83,4,0.83,10,2.07,7,1.45,1,0.21,1,0.21,1,0.21,1,0.21,0,0.0,4,0.83,1,0.21,48029
48,30,864,26,3.01,19,2.2,21,2.43,20,2.31,15,1.74,25,2.89,40,4.63,13,1.5,19,2.2,16,1.85,15,1.74,1,0.12,1,0.12,0,0.0,0,0.0,1,0.12,1,0.12,4,0.46,12,1.39,8,0.93,10,1.16,7,0.81,7,0.81,9,1.04,4,0.46,1,0.12,4,0.46,4,0.46,86,9.95,86,9.95,82,9.49,80,9.26,85,9.84,3,0.35,0,0.0,2,0.23,1,0.12,4,0.46,2,0.23,5,0.58,2,0.23,4,0.46,4,0.46,10,1.16,4,0.46,48030
48,31,605,13,2.15,7,1.16,7,1.16,8,1.32,7,1.16,13,2.15,34,5.62,9,1.49,11,1.82,8,1.32,6,0.99,3,0.5,1,0.17,5,0.83,1,0.17,5,0.83,4,0.66,2,0.33,11,1.82,5,0.83,7,1.16,6,0.99,3,0.5,9,1.49,6,0.99,4,0.66,6,0.99,6,0.99,56,9.26,58,9.59,52,8.6,51,8.43,53,8.76,3,0.5,2,0.33,1,0.17,2,0.33,6,0.99,2,0.33,8,1.32,3,0.5,4,0.66,6,0.99,12,1.98,5,0.83,48031
48,32,784,30,3.83,16,2.04,18,2.3,22,2.81,18,2.3,26,3.32,43,5.48,17,2.17,19,2.42,17,2.17,15,1.91,1,0.13,5,0.64,1,0.13,0,0.0,4,0.51,1,0.13,4,0.51,18,2.3,6,0.77,12,1.53,8,1.02,7,0.89,14,1.79,6,0.77,4,0.51,8,1.02,7,0.89,64,8.16,61,7.78,59,7.53,53,6.76,57,7.27,5,0.64,2,0.26,2,0.26,3,0.38,5,0.64,1,0.13,9,1.15,4,0.51,6,0.77,9,1.15,12,1.53,5,0.64,48032
48,33,782,5,0.64,3,0.38,7,0.9,2,0.26,2,0.26,6,0.77,20,2.56,6,0.77,8,1.02,7,0.9,5,0.64,0,0.0,0,0.0,0,0.0,1,0.13,2,0.26,2,0.26,1,0.13,10,1.28,7,0.9,6,0.77,5,0.64,6,0.77,3,0.38,13,1.66,0,0.0,2,0.26,8,1.02,98,12.53,100,12.79,92,11.76,96,12.28,95,12.15,14,1.79,3,0.38,3,0.38,5,0.64,11,1.41,3,0.38,3,0.38,1,0.13,4,0.51,3,0.38,5,0.64,1,0.13,48033
48,34,310,5,1.61,2,0.65,2,0.65,1,0.32,4,1.29,6,1.94,10,3.23,2,0.65,5,1.61,2,0.65,3,0.97,3,0.97,0,0.0,1,0.32,1,0.32,0,0.0,2,0.65,1,0.32,3,0.97,3,0.97,5,1.61,5,1.61,2,0.65,3,0.97,0,0.0,1,0.32,1,0.32,3,0.97,35,11.29,32,10.32,30,9.68,34,10.97,32,10.32,2,0.65,0,0.0,0,0.0,0,0.0,1,0.32,1,0.32,2,0.65,3,0.97,3,0.97,4,1.29,9,2.9,6,1.94,48034
48,35,691,12,1.74,14,2.03,11,1.59,10,1.45,8,1.16,21,3.04,31,4.49,13,1.88,13,1.88,20,2.89,11,1.59,3,0.43,1,0.14,1,0.14,1,0.14,3,0.43,2,0.29,3,0.43,8,1.16,4,0.58,7,1.01,2,0.29,3,0.43,9,1.3,6,0.87,4,0.58,3,0.43,4,0.58,75,10.85,75,10.85,70,10.13,67,9.7,71,10.27,6,0.87,0,0.0,0,0.0,4,0.58,3,0.43,1,0.14,1,0.14,0,0.0,2,0.29,1,0.14,4,0.58,0,0.0,48035
48,36,575,8,1.39,6,1.04,6,1.04,8,1.39,6,1.04,11,1.91,23,4.0,8,1.39,9,1.57,10,1.74,6,1.04,0,0.0,1,0.17,0,0.0,0,0.0,2,0.35,1,0.17,0,0.0,8,1.39,5,0.87,4,0.7,6,1.04,5,0.87,7,1.22,4,0.7,1,0.17,0,0.0,0,0.0,64,11.13,66,11.48,61,10.61,61,10.61,67,11.65,3,0.52,3,0.52,3,0.52,1,0.17,5,0.87,1,0.17,4,0.7,2,0.35,2,0.35,5,0.87,5,0.87,4,0.7,48036
48,37,607,12,1.98,5,0.82,7,1.15,8,1.32,3,0.49,19,3.13,34,5.6,21,3.46,17,2.8,20,3.29,15,2.47,0,0.0,1,0.16,3,0.49,0,0.0,4,0.66,2,0.33,1,0.16,8,1.32,4,0.66,9,1.48,4,0.66,5,0.82,9,1.48,5,0.82,3,0.49,2,0.33,7,1.15,59,9.72,57,9.39,54,8.9,52,8.57,58,9.56,2,0.33,3,0.49,1,0.16,6,0.99,4,0.66,3,0.49,1,0.16,1,0.16,2,0.33,3,0.49,6,0.99,1,0.16,48037
48,38,1073,25,2.33,13,1.21,19,1.77,17,1.58,14,1.3,42,3.91,51,4.75,31,2.89,35,3.26,37,3.45,34,3.17,1,0.09,2,0.19,2,0.19,2,0.19,2,0.19,3,0.28,3,0.28,9,0.84,6,0.56,6,0.56,4,0.37,3,0.28,18,1.68,7,0.65,3,0.28,3,0.28,4,0.37,101,9.41,109,10.16,101,9.41,100,9.32,103,9.6,12,1.12,3,0.28,3,0.28,5,0.47,2,0.19,3,0.28,0,0.0,0,0.0,1,0.09,0,0.0,3,0.28,1,0.09,48038
48,39,501,9,1.8,6,1.2,7,1.4,6,1.2,5,1.0,11,2.2,26,5.19,10,2.0,9,1.8,16,3.19,9,1.8,3,0.6,3,0.6,2,0.4,1,0.2,1,0.2,3,0.6,3,0.6,4,0.8,1,0.2,3,0.6,2,0.4,1,0.2,4,0.8,4,0.8,2,0.4,5,1.0,5,1.0,55,10.98,56,11.18,49,9.78,51,10.18,52,10.38,1,0.2,2,0.4,0,0.0,0,0.0,2,0.4,0,0.0,2,0.4,0,0.0,1,0.2,1,0.2,9,1.8,0,0.0,48039
48,40,417,23,5.52,15,3.6,19,4.56,20,4.8,14,3.36,9,2.16,18,4.32,2,0.48,8,1.92,7,1.68,7,1.68,0,0.0,1,0.24,1,0.24,0,0.0,0,0.0,1,0.24,1,0.24,5,1.2,2,0.48,1,0.24,1,0.24,0,0.0,2,0.48,0,0.0,0,0.0,0,0.0,5,1.2,36,8.63,33,7.91,35,8.39,36,8.63,38,9.11,2,0.48,2,0.48,1,0.24,2,0.48,1,0.24,1,0.24,3,0.72,1,0.24,2,0.48,2,0.48,5,1.2,2,0.48,48040
48,41,288,6,2.08,3,1.04,5,1.74,2,0.69,1,0.35,14,4.86,12,4.17,5,1.74,3,1.04,5,1.74,5,1.74,0,0.0,4,1.39,2,0.69,1,0.35,0,0.0,0,0.0,3,1.04,4,1.39,3,1.04,2,0.69,2,0.69,3,1.04,3,1.04,3,1.04,1,0.35,5,1.74,7,2.43,22,7.64,26,9.03,25,8.68,20,6.94,21,7.29,2,0.69,4,1.39,1,0.35,2,0.69,3,1.04,0,0.0,2,0.69,1,0.35,2,0.69,4,1.39,13,4.51,2,0.69,48041
48,42,715,22,3.08,21,2.94,22,3.08,20,2.8,18,2.52,22,3.08,28,3.92,13,1.82,15,2.1,15,2.1,12,1.68,0,0.0,1,0.14,0,0.0,1,0.14,1,0.14,2,0.28,2,0.28,9,1.26,10,1.4,6,0.84,8,1.12,5,0.7,11,1.54,10,1.4,3,0.42,4,0.56,6,0.84,61,8.53,64,8.95,58,8.11,60,8.39,61,8.53,2,0.28,1,0.14,0,0.0,2,0.28,1,0.14,0,0.0,7,0.98,5,0.7,3,0.42,3,0.42,7,0.98,5,0.7,48042
48,43,858,30,3.5,24,2.8,25,2.91,21,2.45,20,2.33,28,3.26,44,5.13,27,3.15,25,2.91,23,2.68,25,2.91,0,0.0,1,0.12,0,0.0,0,0.0,1,0.12,1,0.12,2,0.23,7,0.82,5,0.58,4,0.47,4,0.47,3,0.35,10,1.17,7,0.82,5,0.58,7,0.82,7,0.82,78,9.09,82,9.56,72,8.39,76,8.86,75,8.74,2,0.23,2,0.23,1,0.12,3,0.35,4,0.47,2,0.23,0,0.0,1,0.12,3,0.35,0,0.0,3,0.35,1,0.12,48043
48,44,900,28,3.11,18,2.0,24,2.67,15,1.67,15,1.67,24,2.67,47,5.22,19,2.11,22,2.44,20,2.22,22,2.44,1,0.11,1,0.11,2,0.22,1,0.11,3,0.33,4,0.44,3,0.33,14,1.56,8,0.89,13,1.44,5,0.56,7,0.78,11,1.22,9,1.0,5,0.56,6,0.67,5,0.56,79,8.78,80,8.89,75,8.33,70,7.78,73,8.11,5,0.56,5,0.56,4,0.44,5,0.56,5,0.56,5,0.56,4,0.44,4,0.44,4,0.44,8,0.89,7,0.78,4,0.44,48044
48,45,560,17,3.04,9,1.61,11,1.96,16,2.86,13,2.32,12,2.14,20,3.57,9,1.61,13,2.32,11,1.96,10,1.79,0,0.0,0,0.0,0,0.0,0,0.0,1,0.18,1,0.18,3,0.54,8,1.43,4,0.71,9,1.61,5,0.89,5,0.89,12,2.14,9,1.61,6,1.07,6,1.07,7,1.25,51,9.11,49,8.75,47,8.39,47,8.39,48,8.57,4,0.71,3,0.54,4,0.71,2,0.36,1,0.18,2,0.36,2,0.36,2,0.36,1,0.18,2,0.36,8,1.43,5,0.89,48045
48,46,446,12,2.69,3,0.67,7,1.57,4,0.9,2,0.45,14,3.14,22,4.93,14,3.14,12,2.69,11,2.47,10,2.24,5,1.12,2,0.45,2,0.45,1,0.22,3,0.67,1,0.22,2,0.45,6,1.35,4,0.9,5,1.12,4,0.9,3,0.67,9,2.02,8,1.79,3,0.67,6,1.35,7,1.57,38,8.52,36,8.07,34,7.62,34,7.62,39,8.74,2,0.45,1,0.22,0,0.0,0,0.0,1,0.22,2,0.45,6,1.35,2,0.45,5,1.12,2,0.45,11,2.47,3,0.67,48046
48,47,487,23,4.72,14,2.87,13,2.67,11,2.26,10,2.05,14,2.87,29,5.95,14,2.87,13,2.67,9,1.85,11,2.26,5,1.03,3,0.62,2,0.41,1,0.21,1,0.21,0,0.0,2,0.41,8,1.64,2,0.41,4,0.82,2,0.41,4,0.82,2,0.41,5,1.03,4,0.82,5,1.03,2,0.41,33,6.78,37,7.6,30,6.16,31,6.37,39,8.01,2,0.41,1,0.21,1,0.21,2,0.41,0,0.0,1,0.21,7,1.44,4,0.82,4,0.82,8,1.64,16,3.29,7,1.44,48047
48,48,712,25,3.51,15,2.11,18,2.53,17,2.39,17,2.39,28,3.93,35,4.92,14,1.97,14,1.97,24,3.37,14,1.97,0,0.0,2,0.28,1,0.14,0,0.0,1,0.14,0,0.0,1,0.14,13,1.83,10,1.4,8,1.12,8,1.12,7,0.98,11,1.54,3,0.42,3,0.42,1,0.14,3,0.42,63,8.85,64,8.99,58,8.15,58,8.15,61,8.57,8,1.12,0,0.0,0,0.0,5,0.7,6,0.84,1,0.14,5,0.7,0,0.0,0,0.0,2,0.28,5,0.7,0,0.0,48048
48,49,212,8,3.77,5,2.36,7,3.3,3,1.42,5,2.36,7,3.3,10,4.72,4,1.89,8,3.77,6,2.83,2,0.94,0,0.0,1,0.47,0,0.0,0,0.0,0,0.0,1,0.47,1,0.47,3,1.42,4,1.89,2,0.94,3,1.42,2,0.94,3,1.42,2,0.94,2,0.94,1,0.47,1,0.47,17,8.02,19,8.96,19,8.96,15,7.08,16,7.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.94,1,0.47,1,0.47,3,1.42,1,0.47,1,0.47,48049
48,50,872,30,3.44,25,2.87,27,3.1,24,2.75,21,2.41,30,3.44,39,4.47,19,2.18,19,2.18,18,2.06,15,1.72,1,0.11,2,0.23,1,0.11,0,0.0,0,0.0,1,0.11,3,0.34,9,1.03,6,0.69,7,0.8,8,0.92,3,0.34,15,1.72,4,0.46,2,0.23,1,0.11,4,0.46,76,8.72,79,9.06,74,8.49,74,8.49,76,8.72,2,0.23,1,0.11,2,0.23,4,0.46,4,0.46,1,0.11,5,0.57,2,0.23,2,0.23,9,1.03,8,0.92,2,0.23,48050
48,51,1154,30,2.6,26,2.25,27,2.34,25,2.17,27,2.34,38,3.29,43,3.73,17,1.47,23,1.99,25,2.17,19,1.65,1,0.09,1,0.09,0,0.0,2,0.17,0,0.0,1,0.09,0,0.0,17,1.47,13,1.13,12,1.04,8,0.69,10,0.87,11,0.95,5,0.43,3,0.26,3,0.26,4,0.35,116,10.05,128,11.09,114,9.88,111,9.62,112,9.71,11,0.95,0,0.0,0,0.0,4,0.35,2,0.17,0,0.0,3,0.26,1,0.09,3,0.26,3,0.26,4,0.35,2,0.17,48051
48,52,485,10,2.06,8,1.65,6,1.24,7,1.44,6,1.24,10,2.06,30,6.19,3,0.62,5,1.03,7,1.44,5,1.03,0,0.0,1,0.21,3,0.62,0,0.0,4,0.82,3,0.62,0,0.0,12,2.47,10,2.06,14,2.89,11,2.27,10,2.06,8,1.65,4,0.82,2,0.41,4,0.82,6,1.24,39,8.04,40,8.25,33,6.8,40,8.25,40,8.25,2,0.41,0,0.0,0,0.0,1,0.21,0,0.0,1,0.21,9,1.86,3,0.62,3,0.62,7,1.44,12,2.47,4,0.82,48052
48,53,584,20,3.42,12,2.05,14,2.4,13,2.23,11,1.88,23,3.94,26,4.45,10,1.71,15,2.57,15,2.57,11,1.88,3,0.51,5,0.86,5,0.86,3,0.51,8,1.37,4,0.68,4,0.68,11,1.88,6,1.03,6,1.03,6,1.03,8,1.37,7,1.2,5,0.86,4,0.68,5,0.86,9,1.54,42,7.19,42,7.19,42,7.19,40,6.85,42,7.19,1,0.17,2,0.34,2,0.34,2,0.34,1,0.17,3,0.51,3,0.51,3,0.51,4,0.68,7,1.2,19,3.25,5,0.86,48053
48,54,490,14,2.86,10,2.04,14,2.86,8,1.63,8,1.63,19,3.88,24,4.9,13,2.65,8,1.63,9,1.84,10,2.04,3,0.61,2,0.41,0,0.0,2,0.41,2,0.41,0,0.0,1,0.2,9,1.84,3,0.61,8,1.63,2,0.41,2,0.41,6,1.22,1,0.2,2,0.41,3,0.61,2,0.41,45,9.18,44,8.98,44,8.98,45,9.18,42,8.57,3,0.61,0,0.0,2,0.41,1,0.2,0,0.0,1,0.2,2,0.41,2,0.41,1,0.2,2,0.41,11,2.24,10,2.04,48054
48,55,162,3,1.85,1,0.62,2,1.23,2,1.23,2,1.23,5,3.09,12,7.41,1,0.62,2,1.23,1,0.62,2,1.23,3,1.85,3,1.85,0,0.0,2,1.23,1,0.62,0,0.0,3,1.85,3,1.85,3,1.85,2,1.23,4,2.47,4,2.47,5,3.09,2,1.23,1,0.62,3,1.85,3,1.85,11,6.79,11,6.79,11,6.79,11,6.79,14,8.64,0,0.0,1,0.62,1,0.62,0,0.0,1,0.62,1,0.62,2,1.23,0,0.0,2,1.23,2,1.23,2,1.23,1,0.62,48055
48,56,373,6,1.61,8,2.14,4,1.07,5,1.34,5,1.34,8,2.14,25,6.7,5,1.34,13,3.49,7,1.88,5,1.34,2,0.54,7,1.88,2,0.54,3,0.8,2,0.54,1,0.27,2,0.54,9,2.41,2,0.54,5,1.34,1,0.27,2,0.54,2,0.54,2,0.54,3,0.8,4,1.07,5,1.34,29,7.77,24,6.43,23,6.17,27,7.24,22,5.9,2,0.54,3,0.8,4,1.07,3,0.8,2,0.54,4,1.07,8,2.14,1,0.27,1,0.27,12,3.22,14,3.75,12,3.22,48056
49,1,559,35,6.26,10,1.79,12,2.15,11,1.97,6,1.07,70,12.52,13,2.33,14,2.5,13,2.33,13,2.33,11,1.97,6,1.07,3,0.54,2,0.36,0,0.0,5,0.89,1,0.18,2,0.36,5,0.89,0,0.0,9,1.61,2,0.36,0,0.0,25,4.47,3,0.54,1,0.18,2,0.36,10,1.79,28,5.01,45,8.05,24,4.29,45,8.05,24,4.29,3,0.54,0,0.0,0,0.0,2,0.36,1,0.18,1,0.18,5,0.89,1,0.18,0,0.0,12,2.15,22,3.94,24,4.29,49001
49,2,688,18,2.62,9,1.31,12,1.74,13,1.89,9,1.31,32,4.65,27,3.92,11,1.6,18,2.62,17,2.47,14,2.03,1,0.15,1,0.15,0,0.0,3,0.44,1,0.15,1,0.15,4,0.58,16,2.33,14,2.03,12,1.74,15,2.18,9,1.31,13,1.89,13,1.89,2,0.29,6,0.87,2,0.29,54,7.85,55,7.99,49,7.12,49,7.12,47,6.83,6,0.87,3,0.44,1,0.15,6,0.87,6,0.87,4,0.58,3,0.44,2,0.29,3,0.44,18,2.62,7,1.02,5,0.73,49002
49,3,482,23,4.77,6,1.24,7,1.45,7,1.45,6,1.24,44,9.13,16,3.32,11,2.28,15,3.11,14,2.9,10,2.07,1,0.21,2,0.41,0,0.0,2,0.41,1,0.21,4,0.83,0,0.0,5,1.04,3,0.62,2,0.41,1,0.21,2,0.41,19,3.94,2,0.41,2,0.41,1,0.21,5,1.04,26,5.39,46,9.54,28,5.81,37,7.68,29,6.02,6,1.24,2,0.41,3,0.62,3,0.62,5,1.04,3,0.62,4,0.83,3,0.62,2,0.41,9,1.87,12,2.49,17,3.53,49003
49,4,255,10,3.92,3,1.18,4,1.57,5,1.96,2,0.78,21,8.24,14,5.49,4,1.57,9,3.53,5,1.96,3,1.18,2,0.78,1,0.39,0,0.0,0,0.0,0,0.0,1,0.39,2,0.78,1,0.39,0,0.0,1,0.39,1,0.39,2,0.78,7,2.75,1,0.39,1,0.39,1,0.39,1,0.39,17,6.67,21,8.24,17,6.67,20,7.84,21,8.24,4,1.57,2,0.78,1,0.39,3,1.18,5,1.96,0,0.0,2,0.78,1,0.39,1,0.39,6,2.35,4,1.57,3,1.18,49004
49,5,752,33,4.39,16,2.13,21,2.79,16,2.13,13,1.73,51,6.78,32,4.26,21,2.79,19,2.53,25,3.32,19,2.53,2,0.27,3,0.4,4,0.53,4,0.53,4,0.53,3,0.4,1,0.13,10,1.33,8,1.06,10,1.33,4,0.53,6,0.8,17,2.26,7,0.93,5,0.66,4,0.53,7,0.93,51,6.78,52,6.91,47,6.25,52,6.91,45,5.98,2,0.27,3,0.4,0,0.0,2,0.27,3,0.4,1,0.13,5,0.66,6,0.8,5,0.66,11,1.46,11,1.46,16,2.13,49005
49,6,819,38,4.64,16,1.95,18,2.2,18,2.2,14,1.71,57,6.96,19,2.32,14,1.71,18,2.2,18,2.2,15,1.83,5,0.61,4,0.49,3,0.37,2,0.24,3,0.37,2,0.24,3,0.37,19,2.32,11,1.34,12,1.47,8,0.98,6,0.73,19,2.32,5,0.61,3,0.37,7,0.85,5,0.61,56,6.84,66,8.06,55,6.72,64,7.81,61,7.45,7,0.85,3,0.37,2,0.24,5,0.61,4,0.49,1,0.12,7,0.85,4,0.49,5,0.61,14,1.71,10,1.22,14,1.71,49006
49,7,534,23,4.31,12,2.25,13,2.43,13,2.43,12,2.25,36,6.74,17,3.18,9,1.69,11,2.06,12,2.25,10,1.87,1,0.19,1,0.19,1,0.19,1,0.19,1,0.19,2,0.37,1,0.19,3,0.56,3,0.56,4,0.75,3,0.56,3,0.56,14,2.62,1,0.19,1,0.19,0,0.0,4,0.75,39,7.3,50,9.36,38,7.12,50,9.36,43,8.05,4,0.75,2,0.37,1,0.19,3,0.56,3,0.56,0,0.0,3,0.56,2,0.37,2,0.37,4,0.75,9,1.69,10,1.87,49007
49,8,582,20,3.44,12,2.06,18,3.09,14,2.41,12,2.06,33,5.67,22,3.78,15,2.58,16,2.75,14,2.41,12,2.06,2,0.34,3,0.52,1,0.17,1,0.17,2,0.34,3,0.52,1,0.17,8,1.37,5,0.86,10,1.72,2,0.34,4,0.69,8,1.37,4,0.69,2,0.34,3,0.52,10,1.72,41,7.04,45,7.73,42,7.22,41,7.04,47,8.08,4,0.69,1,0.17,0,0.0,0,0.0,1,0.17,0,0.0,8,1.37,3,0.52,3,0.52,8,1.37,15,2.58,5,0.86,49008
49,9,639,27,4.23,13,2.03,15,2.35,13,2.03,12,1.88,32,5.01,21,3.29,8,1.25,13,2.03,12,1.88,11,1.72,1,0.16,1,0.16,0,0.0,2,0.31,1,0.16,0,0.0,3,0.47,14,2.19,11,1.72,9,1.41,10,1.56,9,1.41,11,1.72,3,0.47,2,0.31,1,0.16,4,0.63,55,8.61,59,9.23,52,8.14,64,10.02,50,7.82,4,0.63,0,0.0,1,0.16,3,0.47,2,0.31,0,0.0,0,0.0,1,0.16,1,0.16,3,0.47,4,0.63,8,1.25,49009
49,10,600,35,5.83,17,2.83,19,3.17,14,2.33,14,2.33,44,7.33,14,2.33,11,1.83,10,1.67,13,2.17,15,2.5,4,0.67,2,0.33,2,0.33,1,0.17,2,0.33,3,0.5,2,0.33,7,1.17,5,0.83,5,0.83,3,0.5,4,0.67,16,2.67,7,1.17,4,0.67,3,0.5,7,1.17,43,7.17,49,8.17,40,6.67,50,8.33,38,6.33,1,0.17,1,0.17,1,0.17,1,0.17,1,0.17,0,0.0,2,0.33,2,0.33,3,0.5,8,1.33,9,1.5,15,2.5,49010
