ward,precinct,total,Rickey R. Hendon,Rickey R. Hendon Percent,precinct_id
1,6,82,82,100.0,01006
1,8,60,60,100.0,01008
1,12,95,95,100.0,01012
1,14,11,11,100.0,01014
1,21,0,0,0.0,01021
1,31,34,34,100.0,01031
1,32,1,1,100.0,01032
1,35,48,48,100.0,01035
2,2,8,8,100.0,02002
2,3,94,94,100.0,02003
2,4,128,128,100.0,02004
2,5,88,88,100.0,02005
2,6,68,68,100.0,02006
2,9,101,101,100.0,02009
2,10,53,53,100.0,02010
2,12,73,73,100.0,02012
2,13,121,121,100.0,02013
2,15,31,31,100.0,02015
2,16,95,95,100.0,02016
2,17,141,141,100.0,02017
2,19,108,108,100.0,02019
2,23,112,112,100.0,02023
2,24,99,99,100.0,02024
2,25,74,74,100.0,02025
2,27,123,123,100.0,02027
2,28,41,41,100.0,02028
2,29,61,61,100.0,02029
2,30,105,105,100.0,02030
2,32,92,92,100.0,02032
2,33,107,107,100.0,02033
2,34,207,207,100.0,02034
2,36,75,75,100.0,02036
2,38,171,171,100.0,02038
2,39,132,132,100.0,02039
2,41,93,93,100.0,02041
2,42,44,44,100.0,02042
2,45,137,137,100.0,02045
2,47,170,170,100.0,02047
2,48,115,115,100.0,02048
2,49,0,0,0.0,02049
2,50,91,91,100.0,02050
2,51,133,133,100.0,02051
2,52,143,143,100.0,02052
2,53,73,73,100.0,02053
2,56,155,155,100.0,02056
2,57,80,80,100.0,02057
11,50,0,0,0.0,11050
12,7,0,0,0.0,12007
22,7,135,135,100.0,22007
22,19,108,108,100.0,22019
22,21,176,176,100.0,22021
24,1,141,141,100.0,24001
24,2,134,134,100.0,24002
24,3,154,154,100.0,24003
24,4,134,134,100.0,24004
24,5,113,113,100.0,24005
24,6,182,182,100.0,24006
24,8,150,150,100.0,24008
24,9,156,156,100.0,24009
24,10,117,117,100.0,24010
24,11,68,68,100.0,24011
24,12,115,115,100.0,24012
24,13,116,116,100.0,24013
24,14,212,212,100.0,24014
24,15,105,105,100.0,24015
24,17,148,148,100.0,24017
24,18,118,118,100.0,24018
24,19,100,100,100.0,24019
24,20,168,168,100.0,24020
24,21,109,109,100.0,24021
24,22,144,144,100.0,24022
24,23,147,147,100.0,24023
24,24,111,111,100.0,24024
24,25,130,130,100.0,24025
24,26,187,187,100.0,24026
24,27,104,104,100.0,24027
24,28,200,200,100.0,24028
24,29,164,164,100.0,24029
24,30,130,130,100.0,24030
24,31,127,127,100.0,24031
24,32,164,164,100.0,24032
24,33,113,113,100.0,24033
24,34,135,135,100.0,24034
24,35,176,176,100.0,24035
24,36,131,131,100.0,24036
24,37,161,161,100.0,24037
24,38,159,159,100.0,24038
24,39,147,147,100.0,24039
24,40,194,194,100.0,24040
24,42,123,123,100.0,24042
24,43,184,184,100.0,24043
24,44,44,44,100.0,24044
24,45,112,112,100.0,24045
24,47,125,125,100.0,24047
24,48,68,68,100.0,24048
24,49,212,212,100.0,24049
24,50,239,239,100.0,24050
24,51,224,224,100.0,24051
24,52,145,145,100.0,24052
24,53,155,155,100.0,24053
24,54,128,128,100.0,24054
24,55,69,69,100.0,24055
24,56,179,179,100.0,24056
24,58,173,173,100.0,24058
24,59,83,83,100.0,24059
25,3,53,53,100.0,25003
25,4,152,152,100.0,25004
25,6,81,81,100.0,25006
25,9,0,0,0.0,25009
25,10,70,70,100.0,25010
25,12,126,126,100.0,25012
25,18,62,62,100.0,25018
25,21,97,97,100.0,25021
25,25,87,87,100.0,25025
25,26,85,85,100.0,25026
25,27,89,89,100.0,25027
25,28,149,149,100.0,25028
25,29,86,86,100.0,25029
25,31,74,74,100.0,25031
26,7,6,6,100.0,26007
26,17,36,36,100.0,26017
26,28,4,4,100.0,26028
26,32,0,0,0.0,26032
26,33,22,22,100.0,26033
26,46,79,79,100.0,26046
27,1,52,52,100.0,27001
27,2,137,137,100.0,27002
27,3,123,123,100.0,27003
27,7,77,77,100.0,27007
27,8,55,55,100.0,27008
27,10,65,65,100.0,27010
27,11,98,98,100.0,27011
27,15,91,91,100.0,27015
27,17,55,55,100.0,27017
27,18,36,36,100.0,27018
27,19,159,159,100.0,27019
27,22,111,111,100.0,27022
27,23,44,44,100.0,27023
27,24,123,123,100.0,27024
27,25,105,105,100.0,27025
27,26,110,110,100.0,27026
27,27,52,52,100.0,27027
27,29,100,100,100.0,27029
27,30,82,82,100.0,27030
27,31,146,146,100.0,27031
27,33,109,109,100.0,27033
27,34,87,87,100.0,27034
27,36,135,135,100.0,27036
27,40,91,91,100.0,27040
27,41,1,1,100.0,27041
27,44,100,100,100.0,27044
27,45,162,162,100.0,27045
27,46,123,123,100.0,27046
27,47,98,98,100.0,27047
27,48,121,121,100.0,27048
27,49,112,112,100.0,27049
27,50,126,126,100.0,27050
27,53,48,48,100.0,27053
27,54,92,92,100.0,27054
27,55,26,26,100.0,27055
27,56,1,1,100.0,27056
27,57,55,55,100.0,27057
27,58,104,104,100.0,27058
27,60,158,158,100.0,27060
27,61,27,27,100.0,27061
27,62,122,122,100.0,27062
27,63,151,151,100.0,27063
27,64,110,110,100.0,27064
28,2,92,92,100.0,28002
28,3,75,75,100.0,28003
28,5,115,115,100.0,28005
28,6,64,64,100.0,28006
28,7,126,126,100.0,28007
28,9,77,77,100.0,28009
28,10,39,39,100.0,28010
28,11,108,108,100.0,28011
28,13,102,102,100.0,28013
28,15,74,74,100.0,28015
28,16,128,128,100.0,28016
28,18,173,173,100.0,28018
28,20,153,153,100.0,28020
28,22,121,121,100.0,28022
28,23,147,147,100.0,28023
28,24,80,80,100.0,28024
28,25,103,103,100.0,28025
28,26,120,120,100.0,28026
28,28,108,108,100.0,28028
28,30,98,98,100.0,28030
28,31,103,103,100.0,28031
28,32,128,128,100.0,28032
28,33,93,93,100.0,28033
28,34,12,12,100.0,28034
28,35,75,75,100.0,28035
28,36,129,129,100.0,28036
28,37,154,154,100.0,28037
28,39,24,24,100.0,28039
28,41,57,57,100.0,28041
28,43,98,98,100.0,28043
28,44,83,83,100.0,28044
28,46,115,115,100.0,28046
28,50,75,75,100.0,28050
28,52,103,103,100.0,28052
28,53,43,43,100.0,28053
28,54,90,90,100.0,28054
28,59,89,89,100.0,28059
28,69,8,8,100.0,28069
28,73,42,42,100.0,28073
32,2,136,136,100.0,32002
32,4,123,123,100.0,32004
32,5,81,81,100.0,32005
32,6,102,102,100.0,32006
32,26,97,97,100.0,32026
32,29,96,96,100.0,32029
32,31,133,133,100.0,32031
32,33,93,93,100.0,32033
32,34,100,100,100.0,32034
32,35,144,144,100.0,32035
32,36,133,133,100.0,32036
32,37,0,0,0.0,32037
32,46,23,23,100.0,32046
32,50,2,2,100.0,32050
32,51,94,94,100.0,32051
32,52,71,71,100.0,32052
37,3,58,58,100.0,37003
37,4,53,53,100.0,37004
37,8,99,99,100.0,37008
37,12,90,90,100.0,37012
37,13,98,98,100.0,37013
37,17,157,157,100.0,37017
37,19,36,36,100.0,37019
37,51,112,112,100.0,37051
37,56,115,115,100.0,37056
42,9,36,36,100.0,42009
42,12,75,75,100.0,42012
42,14,103,103,100.0,42014
42,18,96,96,100.0,42018
42,21,44,44,100.0,42021
42,67,61,61,100.0,42067
42,68,102,102,100.0,42068
42,69,137,137,100.0,42069
43,1,68,68,100.0,43001
43,3,98,98,100.0,43003
43,5,69,69,100.0,43005
43,9,60,60,100.0,43009
43,10,30,30,100.0,43010
43,11,51,51,100.0,43011
43,13,50,50,100.0,43013
43,15,90,90,100.0,43015
43,28,71,71,100.0,43028
43,40,63,63,100.0,43040
