ward,precinct,total,Timothy Michael Kelly,Timothy Michael Kelly Percent,Kathleen Marie Burke,Kathleen Marie Burke Percent,William James Haddad,William James Haddad Percent,Michael J. (Yakov) Fox,Michael J. (Yakov) Fox Percent,Barbara Anne Bailey,Barbara Anne Bailey Percent,Thomas G. O'Brien,Thomas G. O'Brien Percent,precinct_id
23,18,129,12,9.3,33,25.58,56,43.41,4,3.1,5,3.88,4,3.1,23018
23,19,185,18,9.73,35,18.92,89,48.11,5,2.7,7,3.78,9,4.86,23019
23,20,172,17,9.88,56,32.56,52,30.23,5,2.91,11,6.4,8,4.65,23020
23,21,164,30,18.29,33,20.12,46,28.05,3,1.83,30,18.29,7,4.27,23021
23,22,191,20,10.47,47,24.61,64,33.51,5,2.62,15,7.85,11,5.76,23022
23,23,158,17,10.76,50,31.65,40,25.32,10,6.33,5,3.16,12,7.59,23023
23,24,93,13,13.98,27,29.03,31,33.33,2,2.15,9,9.68,7,7.53,23024
23,25,112,10,8.93,46,41.07,21,18.75,7,6.25,10,8.93,10,8.93,23025
23,26,189,29,15.34,50,26.46,61,32.28,7,3.7,11,5.82,12,6.35,23026
23,27,135,17,12.59,45,33.33,43,31.85,2,1.48,8,5.93,6,4.44,23027
23,28,171,30,17.54,50,29.24,43,25.15,1,0.58,11,6.43,10,5.85,23028
23,29,127,15,11.81,46,36.22,26,20.47,4,3.15,10,7.87,13,10.24,23029
23,30,199,19,9.55,50,25.13,80,40.2,7,3.52,7,3.52,9,4.52,23030
23,31,122,14,11.48,28,22.95,33,27.05,5,4.1,15,12.3,12,9.84,23031
23,32,218,20,9.17,41,18.81,93,42.66,8,3.67,16,7.34,13,5.96,23032
23,33,236,22,9.32,52,22.03,112,47.46,7,2.97,12,5.08,12,5.08,23033
23,34,146,17,11.64,58,39.73,36,24.66,7,4.79,7,4.79,7,4.79,23034
23,35,144,24,16.67,17,11.81,40,27.78,3,2.08,48,33.33,6,4.17,23035
23,36,261,28,10.73,60,22.99,122,46.74,4,1.53,11,4.21,4,1.53,23036
23,37,136,23,16.91,27,19.85,42,30.88,4,2.94,22,16.18,7,5.15,23037
23,38,149,17,11.41,32,21.48,63,42.28,5,3.36,6,4.03,7,4.7,23038
23,39,156,12,7.69,34,21.79,66,42.31,8,5.13,7,4.49,12,7.69,23039
23,40,175,17,9.71,31,17.71,78,44.57,5,2.86,7,4.0,15,8.57,23040
23,41,131,20,15.27,50,38.17,22,16.79,4,3.05,8,6.11,11,8.4,23041
23,42,158,10,6.33,49,31.01,53,33.54,6,3.8,13,8.23,10,6.33,23042
23,43,224,14,6.25,46,20.54,117,52.23,7,3.13,5,2.23,9,4.02,23043
23,44,228,23,10.09,55,24.12,101,44.3,6,2.63,13,5.7,10,4.39,23044
23,45,202,27,13.37,30,14.85,95,47.03,6,2.97,8,3.96,11,5.45,23045
23,46,224,25,11.16,52,23.21,74,33.04,5,2.23,17,7.59,14,6.25,23046
23,47,225,18,8.0,58,25.78,87,38.67,13,5.78,9,4.0,9,4.0,23047
23,48,164,23,14.02,28,17.07,66,40.24,9,5.49,9,5.49,15,9.15,23048
23,49,214,34,15.89,55,25.7,53,24.77,11,5.14,17,7.94,15,7.01,23049
23,50,104,8,7.69,43,41.35,17,16.35,6,5.77,7,6.73,5,4.81,23050
23,51,177,19,10.73,40,22.6,54,30.51,7,3.95,19,10.73,16,9.04,23051
23,52,208,26,12.5,57,27.4,59,28.37,11,5.29,15,7.21,9,4.33,23052
23,53,118,7,5.93,37,31.36,53,44.92,3,2.54,4,3.39,5,4.24,23053
23,54,292,23,7.88,51,17.47,167,57.19,3,1.03,13,4.45,12,4.11,23054
23,55,219,28,12.79,34,15.53,96,43.84,9,4.11,10,4.57,13,5.94,23055
23,56,164,16,9.76,49,29.88,45,27.44,10,6.1,13,7.93,7,4.27,23056
24,1,121,18,14.88,15,12.4,9,7.44,4,3.31,29,23.97,6,4.96,24001
24,2,142,22,15.49,32,22.54,10,7.04,14,9.86,29,20.42,8,5.63,24002
24,3,145,24,16.55,21,14.48,4,2.76,5,3.45,29,20.0,12,8.28,24003
24,4,124,19,15.32,30,24.19,6,4.84,3,2.42,24,19.35,12,9.68,24004
24,5,105,19,18.1,21,20.0,3,2.86,6,5.71,16,15.24,5,4.76,24005
24,6,160,25,15.63,23,14.38,9,5.63,7,4.38,38,23.75,9,5.63,24006
24,7,131,31,23.66,21,16.03,8,6.11,1,0.76,26,19.85,10,7.63,24007
24,8,134,29,21.64,21,15.67,8,5.97,6,4.48,20,14.93,10,7.46,24008
24,9,145,31,21.38,23,15.86,7,4.83,4,2.76,27,18.62,10,6.9,24009
24,10,116,23,19.83,25,21.55,10,8.62,3,2.59,26,22.41,5,4.31,24010
24,11,69,14,20.29,9,13.04,2,2.9,3,4.35,17,24.64,3,4.35,24011
24,12,101,16,15.84,15,14.85,8,7.92,6,5.94,22,21.78,1,0.99,24012
24,13,106,17,16.04,20,18.87,4,3.77,5,4.72,20,18.87,7,6.6,24013
24,14,198,19,9.6,18,9.09,10,5.05,14,7.07,27,13.64,8,4.04,24014
24,15,107,10,9.35,22,20.56,8,7.48,6,5.61,18,16.82,14,13.08,24015
24,16,97,19,19.59,11,11.34,7,7.22,2,2.06,11,11.34,8,8.25,24016
24,17,148,22,14.86,25,16.89,5,3.38,5,3.38,19,12.84,6,4.05,24017
24,18,111,17,15.32,13,11.71,7,6.31,5,4.5,22,19.82,9,8.11,24018
24,19,98,15,15.31,18,18.37,3,3.06,8,8.16,26,26.53,9,9.18,24019
24,20,180,34,18.89,30,16.67,7,3.89,14,7.78,33,18.33,9,5.0,24020
24,21,99,16,16.16,19,19.19,4,4.04,6,6.06,18,18.18,7,7.07,24021
24,22,137,19,13.87,18,13.14,5,3.65,5,3.65,19,13.87,4,2.92,24022
24,23,138,28,20.29,19,13.77,9,6.52,9,6.52,19,13.77,15,10.87,24023
24,24,109,19,17.43,14,12.84,3,2.75,4,3.67,26,23.85,9,8.26,24024
24,25,110,17,15.45,10,9.09,4,3.64,14,12.73,19,17.27,12,10.91,24025
24,26,186,28,15.05,30,16.13,9,4.84,8,4.3,35,18.82,13,6.99,24026
24,27,106,13,12.26,25,23.58,11,10.38,5,4.72,15,14.15,11,10.38,24027
24,28,173,21,12.14,12,6.94,7,4.05,9,5.2,18,10.4,7,4.05,24028
24,29,163,37,22.7,21,12.88,12,7.36,6,3.68,32,19.63,13,7.98,24029
24,30,124,23,18.55,21,16.94,3,2.42,5,4.03,23,18.55,7,5.65,24030
24,31,125,18,14.4,13,10.4,3,2.4,5,4.0,39,31.2,11,8.8,24031
24,32,153,27,17.65,18,11.76,7,4.58,9,5.88,31,20.26,4,2.61,24032
24,33,99,20,20.2,11,11.11,8,8.08,5,5.05,14,14.14,13,13.13,24033
24,34,117,24,20.51,24,20.51,10,8.55,4,3.42,17,14.53,6,5.13,24034
24,35,156,31,19.87,24,15.38,6,3.85,11,7.05,34,21.79,19,12.18,24035
24,36,125,16,12.8,18,14.4,8,6.4,3,2.4,29,23.2,7,5.6,24036
24,37,154,23,14.94,32,20.78,5,3.25,7,4.55,28,18.18,10,6.49,24037
24,38,157,20,12.74,28,17.83,17,10.83,10,6.37,48,30.57,9,5.73,24038
24,39,144,20,13.89,18,12.5,2,1.39,9,6.25,19,13.19,9,6.25,24039
24,40,190,33,17.37,42,22.11,6,3.16,11,5.79,40,21.05,8,4.21,24040
24,41,111,17,15.32,29,26.13,6,5.41,5,4.5,16,14.41,1,0.9,24041
24,42,115,13,11.3,18,15.65,4,3.48,4,3.48,15,13.04,8,6.96,24042
24,43,152,18,11.84,24,15.79,9,5.92,8,5.26,28,18.42,7,4.61,24043
24,44,38,7,18.42,4,10.53,2,5.26,0,0.0,6,15.79,2,5.26,24044
24,45,111,22,19.82,18,16.22,14,12.61,4,3.6,23,20.72,5,4.5,24045
24,46,138,23,16.67,19,13.77,5,3.62,10,7.25,33,23.91,8,5.8,24046
24,47,117,17,14.53,17,14.53,5,4.27,6,5.13,26,22.22,3,2.56,24047
24,48,68,11,16.18,13,19.12,6,8.82,2,2.94,12,17.65,8,11.76,24048
24,49,209,33,15.79,35,16.75,15,7.18,5,2.39,50,23.92,11,5.26,24049
24,50,221,35,15.84,26,11.76,7,3.17,7,3.17,45,20.36,20,9.05,24050
24,51,182,33,18.13,38,20.88,3,1.65,13,7.14,32,17.58,11,6.04,24051
24,52,136,25,18.38,17,12.5,10,7.35,8,5.88,28,20.59,12,8.82,24052
24,53,138,24,17.39,17,12.32,9,6.52,5,3.62,29,21.01,14,10.14,24053
24,54,121,21,17.36,18,14.88,5,4.13,5,4.13,19,15.7,10,8.26,24054
24,55,55,13,23.64,8,14.55,3,5.45,2,3.64,13,23.64,4,7.27,24055
24,56,167,21,12.57,24,14.37,10,5.99,4,2.4,33,19.76,15,8.98,24056
24,57,95,19,20.0,23,24.21,4,4.21,4,4.21,17,17.89,14,14.74,24057
24,58,163,28,17.18,34,20.86,12,7.36,6,3.68,37,22.7,4,2.45,24058
24,59,76,4,5.26,12,15.79,5,6.58,4,5.26,18,23.68,4,5.26,24059
25,1,115,14,12.17,30,26.09,10,8.7,8,6.96,13,11.3,16,13.91,25001
25,2,132,22,16.67,31,23.48,8,6.06,23,17.42,23,17.42,10,7.58,25002
25,3,58,8,13.79,15,25.86,8,13.79,4,6.9,16,27.59,1,1.72,25003
25,4,150,22,14.67,44,29.33,16,10.67,6,4.0,20,13.33,11,7.33,25004
25,5,109,17,15.6,42,38.53,10,9.17,5,4.59,17,15.6,7,6.42,25005
25,6,87,10,11.49,28,32.18,18,20.69,5,5.75,12,13.79,6,6.9,25006
25,7,121,18,14.88,28,23.14,15,12.4,11,9.09,18,14.88,10,8.26,25007
25,8,131,21,16.03,40,30.53,8,6.11,13,9.92,15,11.45,12,9.16,25008
25,9,190,30,15.79,48,25.26,21,11.05,16,8.42,29,15.26,17,8.95,25009
25,10,78,13,16.67,17,21.79,9,11.54,5,6.41,13,16.67,9,11.54,25010
25,11,109,9,8.26,42,38.53,9,8.26,9,8.26,16,14.68,8,7.34,25011
25,12,132,15,11.36,43,32.58,12,9.09,9,6.82,27,20.45,10,7.58,25012
25,13,154,31,20.13,37,24.03,12,7.79,13,8.44,22,14.29,21,13.64,25013
25,14,60,10,16.67,11,18.33,11,18.33,5,8.33,6,10.0,9,15.0,25014
25,15,123,19,15.45,30,24.39,12,9.76,12,9.76,17,13.82,13,10.57,25015
25,16,53,8,15.09,13,24.53,11,20.75,2,3.77,9,16.98,3,5.66,25016
25,17,122,23,18.85,29,23.77,16,13.11,7,5.74,25,20.49,10,8.2,25017
25,18,112,16,14.29,25,22.32,16,14.29,3,2.68,23,20.54,8,7.14,25018
25,19,139,22,15.83,39,28.06,11,7.91,20,14.39,22,15.83,4,2.88,25019
25,20,171,29,16.96,47,27.49,13,7.6,14,8.19,21,12.28,19,11.11,25020
25,21,102,12,11.76,30,29.41,27,26.47,1,0.98,8,7.84,2,1.96,25021
25,22,55,8,14.55,15,27.27,2,3.64,7,12.73,8,14.55,7,12.73,25022
25,23,169,31,18.34,50,29.59,15,8.88,11,6.51,23,13.61,15,8.88,25023
25,24,147,21,14.29,39,26.53,15,10.2,14,9.52,19,12.93,10,6.8,25024
25,25,96,6,6.25,26,27.08,25,26.04,4,4.17,10,10.42,5,5.21,25025
25,26,95,6,6.32,36,37.89,14,14.74,8,8.42,7,7.37,6,6.32,25026
25,27,103,6,5.83,35,33.98,22,21.36,11,10.68,10,9.71,4,3.88,25027
25,28,158,28,17.72,51,32.28,29,18.35,6,3.8,17,10.76,8,5.06,25028
25,29,83,15,18.07,25,30.12,5,6.02,3,3.61,15,18.07,5,6.02,25029
25,30,142,14,9.86,43,30.28,15,10.56,13,9.15,24,16.9,11,7.75,25030
25,31,79,10,12.66,29,36.71,12,15.19,1,1.27,11,13.92,4,5.06,25031
26,1,49,7,14.29,11,22.45,16,32.65,2,4.08,9,18.37,1,2.04,26001
26,2,73,8,10.96,14,19.18,12,16.44,3,4.11,12,16.44,8,10.96,26002
26,3,47,7,14.89,11,23.4,5,10.64,7,14.89,7,14.89,2,4.26,26003
26,4,62,7,11.29,16,25.81,18,29.03,3,4.84,7,11.29,5,8.06,26004
26,5,109,13,11.93,25,22.94,23,21.1,5,4.59,18,16.51,10,9.17,26005
26,6,49,11,22.45,3,6.12,11,22.45,5,10.2,6,12.24,4,8.16,26006
26,7,41,3,7.32,7,17.07,11,26.83,1,2.44,4,9.76,7,17.07,26007
26,8,70,11,15.71,12,17.14,17,24.29,1,1.43,15,21.43,5,7.14,26008
26,9,48,11,22.92,5,10.42,8,16.67,1,2.08,10,20.83,3,6.25,26009
26,10,53,13,24.53,4,7.55,15,28.3,6,11.32,7,13.21,1,1.89,26010
26,11,73,12,16.44,16,21.92,7,9.59,7,9.59,14,19.18,9,12.33,26011
26,12,42,7,16.67,10,23.81,2,4.76,6,14.29,7,16.67,7,16.67,26012
26,13,80,8,10.0,15,18.75,31,38.75,5,6.25,7,8.75,2,2.5,26013
26,14,58,10,17.24,11,18.97,6,10.34,4,6.9,13,22.41,4,6.9,26014
26,15,39,8,20.51,5,12.82,3,7.69,2,5.13,9,23.08,6,15.38,26015
26,16,44,5,11.36,14,31.82,8,18.18,5,11.36,4,9.09,2,4.55,26016
26,17,37,6,16.22,6,16.22,7,18.92,2,5.41,6,16.22,4,10.81,26017
26,18,49,8,16.33,11,22.45,10,20.41,2,4.08,9,18.37,5,10.2,26018
26,19,107,29,27.1,20,18.69,28,26.17,6,5.61,8,7.48,10,9.35,26019
26,20,96,12,12.5,23,23.96,11,11.46,6,6.25,19,19.79,13,13.54,26020
26,21,74,8,10.81,14,18.92,6,8.11,5,6.76,20,27.03,12,16.22,26021
26,22,42,5,11.9,3,7.14,8,19.05,5,11.9,11,26.19,6,14.29,26022
26,23,54,7,12.96,14,25.93,17,31.48,1,1.85,8,14.81,3,5.56,26023
26,24,68,12,17.65,14,20.59,17,25.0,1,1.47,10,14.71,6,8.82,26024
26,25,43,6,13.95,10,23.26,5,11.63,4,9.3,6,13.95,2,4.65,26025
26,26,53,8,15.09,10,18.87,11,20.75,2,3.77,11,20.75,7,13.21,26026
26,27,49,9,18.37,7,14.29,5,10.2,4,8.16,11,22.45,5,10.2,26027
26,28,65,7,10.77,15,23.08,5,7.69,7,10.77,14,21.54,3,4.62,26028
26,29,66,6,9.09,14,21.21,14,21.21,6,9.09,12,18.18,10,15.15,26029
26,30,75,15,20.0,15,20.0,8,10.67,4,5.33,15,20.0,10,13.33,26030
26,31,50,10,20.0,8,16.0,4,8.0,3,6.0,8,16.0,5,10.0,26031
26,32,73,5,6.85,24,32.88,9,12.33,2,2.74,8,10.96,5,6.85,26032
26,33,25,3,12.0,9,36.0,2,8.0,0,0.0,3,12.0,1,4.0,26033
26,34,67,2,2.99,13,19.4,23,34.33,4,5.97,8,11.94,6,8.96,26034
26,35,71,6,8.45,20,28.17,13,18.31,2,2.82,11,15.49,4,5.63,26035
26,36,54,8,14.81,12,22.22,3,5.56,7,12.96,10,18.52,7,12.96,26036
26,37,28,5,17.86,2,7.14,2,7.14,1,3.57,8,28.57,6,21.43,26037
26,38,37,3,8.11,13,35.14,3,8.11,1,2.7,8,21.62,2,5.41,26038
26,39,63,4,6.35,15,23.81,12,19.05,5,7.94,11,17.46,3,4.76,26039
26,40,30,4,13.33,5,16.67,12,40.0,1,3.33,4,13.33,1,3.33,26040
26,41,42,6,14.29,13,30.95,3,7.14,3,7.14,7,16.67,2,4.76,26041
26,42,35,8,22.86,10,28.57,3,8.57,3,8.57,5,14.29,4,11.43,26042
26,43,76,4,5.26,13,17.11,20,26.32,5,6.58,15,19.74,6,7.89,26043
26,44,59,6,10.17,15,25.42,10,16.95,4,6.78,15,25.42,3,5.08,26044
26,45,58,6,10.34,12,20.69,11,18.97,4,6.9,9,15.52,4,6.9,26045
26,46,77,9,11.69,24,31.17,14,18.18,4,5.19,11,14.29,9,11.69,26046
26,47,47,3,6.38,3,6.38,20,42.55,3,6.38,4,8.51,7,14.89,26047
26,48,96,18,18.75,20,20.83,14,14.58,8,8.33,20,20.83,5,5.21,26048
26,49,66,12,18.18,10,15.15,12,18.18,5,7.58,11,16.67,5,7.58,26049
26,50,34,2,5.88,12,35.29,5,14.71,1,2.94,5,14.71,4,11.76,26050
26,51,71,11,15.49,8,11.27,17,23.94,3,4.23,15,21.13,4,5.63,26051
26,52,30,5,16.67,2,6.67,4,13.33,3,10.0,7,23.33,1,3.33,26052
26,53,58,8,13.79,11,18.97,9,15.52,3,5.17,14,24.14,4,6.9,26053
26,54,50,11,22.0,7,14.0,6,12.0,2,4.0,10,20.0,7,14.0,26054
26,55,48,7,14.58,10,20.83,9,18.75,2,4.17,5,10.42,7,14.58,26055
26,56,64,10,15.63,11,17.19,11,17.19,8,12.5,7,10.94,4,6.25,26056
26,57,32,5,15.63,5,15.63,3,9.38,3,9.38,6,18.75,8,25.0,26057
26,58,54,12,22.22,14,25.93,7,12.96,3,5.56,10,18.52,2,3.7,26058
26,59,104,15,14.42,23,22.12,26,25.0,5,4.81,9,8.65,12,11.54,26059
26,60,49,3,6.12,8,16.33,14,28.57,7,14.29,8,16.33,1,2.04,26060
26,61,24,3,12.5,6,25.0,5,20.83,2,8.33,5,20.83,1,4.17,26061
26,62,83,9,10.84,24,28.92,19,22.89,6,7.23,9,10.84,5,6.02,26062
26,63,26,5,19.23,3,11.54,6,23.08,0,0.0,4,15.38,3,11.54,26063
27,1,45,3,6.67,10,22.22,9,20.0,3,6.67,6,13.33,4,8.89,27001
27,2,129,27,20.93,28,21.71,18,13.95,8,6.2,24,18.6,11,8.53,27002
27,3,106,17,16.04,27,25.47,10,9.43,11,10.38,21,19.81,12,11.32,27003
27,4,105,17,16.19,17,16.19,20,19.05,10,9.52,16,15.24,8,7.62,27004
27,5,25,2,8.0,4,16.0,9,36.0,2,8.0,6,24.0,0,0.0,27005
27,6,85,13,15.29,16,18.82,15,17.65,6,7.06,11,12.94,13,15.29,27006
27,7,74,9,12.16,25,33.78,16,21.62,3,4.05,12,16.22,5,6.76,27007
27,8,49,10,20.41,7,14.29,16,32.65,1,2.04,6,12.24,2,4.08,27008
27,9,220,15,6.82,19,8.64,147,66.82,5,2.27,19,8.64,6,2.73,27009
27,10,194,34,17.53,39,20.1,23,11.86,7,3.61,46,23.71,10,5.15,27010
27,11,88,11,12.5,22,25.0,23,26.14,4,4.55,12,13.64,8,9.09,27011
27,12,32,4,12.5,4,12.5,7,21.88,6,18.75,0,0.0,1,3.13,27012
27,13,21,2,9.52,2,9.52,6,28.57,2,9.52,3,14.29,6,28.57,27013
27,14,58,8,13.79,13,22.41,20,34.48,2,3.45,9,15.52,2,3.45,27014
27,15,84,16,19.05,11,13.1,15,17.86,10,11.9,19,22.62,5,5.95,27015
27,16,30,5,16.67,5,16.67,11,36.67,4,13.33,2,6.67,1,3.33,27016
27,17,54,4,7.41,19,35.19,9,16.67,3,5.56,6,11.11,3,5.56,27017
27,18,43,3,6.98,6,13.95,12,27.91,2,4.65,11,25.58,3,6.98,27018
27,19,144,28,19.44,35,24.31,19,13.19,4,2.78,25,17.36,15,10.42,27019
27,20,178,15,8.43,27,15.17,77,43.26,10,5.62,24,13.48,11,6.18,27020
27,21,70,4,5.71,13,18.57,32,45.71,4,5.71,11,15.71,2,2.86,27021
27,22,102,22,21.57,19,18.63,9,8.82,8,7.84,20,19.61,8,7.84,27022
27,23,45,11,24.44,7,15.56,8,17.78,1,2.22,11,24.44,4,8.89,27023
27,24,109,22,20.18,19,17.43,32,29.36,6,5.5,16,14.68,5,4.59,27024
27,25,99,15,15.15,20,20.2,24,24.24,3,3.03,17,17.17,9,9.09,27025
27,26,90,16,17.78,15,16.67,9,10.0,5,5.56,29,32.22,9,10.0,27026
27,27,50,5,10.0,9,18.0,14,28.0,6,12.0,10,20.0,3,6.0,27027
27,28,102,17,16.67,32,31.37,17,16.67,4,3.92,14,13.73,9,8.82,27028
27,29,93,13,13.98,18,19.35,19,20.43,5,5.38,19,20.43,7,7.53,27029
27,30,80,6,7.5,10,12.5,32,40.0,3,3.75,18,22.5,3,3.75,27030
27,31,131,29,22.14,24,18.32,20,15.27,6,4.58,29,22.14,11,8.4,27031
27,32,91,19,20.88,16,17.58,11,12.09,6,6.59,21,23.08,4,4.4,27032
27,33,98,15,15.31,12,12.24,32,32.65,7,7.14,18,18.37,3,3.06,27033
27,34,66,11,16.67,17,25.76,10,15.15,3,4.55,17,25.76,4,6.06,27034
27,35,180,22,12.22,34,18.89,41,22.78,17,9.44,19,10.56,14,7.78,27035
27,36,114,16,14.04,28,24.56,34,29.82,6,5.26,16,14.04,5,4.39,27036
27,37,35,4,11.43,13,37.14,5,14.29,3,8.57,6,17.14,2,5.71,27037
27,38,107,8,7.48,19,17.76,22,20.56,11,10.28,13,12.15,15,14.02,27038
27,39,76,10,13.16,11,14.47,37,48.68,2,2.63,7,9.21,3,3.95,27039
27,40,83,10,12.05,13,15.66,32,38.55,2,2.41,12,14.46,6,7.23,27040
27,41,112,9,8.04,25,22.32,22,19.64,11,9.82,19,16.96,5,4.46,27041
27,42,73,7,9.59,19,26.03,24,32.88,5,6.85,4,5.48,2,2.74,27042
27,43,98,12,12.24,19,19.39,34,34.69,3,3.06,10,10.2,7,7.14,27043
27,44,89,7,7.87,23,25.84,15,16.85,2,2.25,16,17.98,11,12.36,27044
27,45,136,26,19.12,16,11.76,59,43.38,7,5.15,15,11.03,6,4.41,27045
27,46,118,14,11.86,11,9.32,66,55.93,3,2.54,12,10.17,4,3.39,27046
27,47,84,13,15.48,18,21.43,18,21.43,8,9.52,15,17.86,3,3.57,27047
27,48,101,20,19.8,17,16.83,19,18.81,8,7.92,19,18.81,8,7.92,27048
27,49,109,18,16.51,28,25.69,7,6.42,10,9.17,27,24.77,4,3.67,27049
27,50,135,12,8.89,28,20.74,32,23.7,7,5.19,20,14.81,14,10.37,27050
27,51,98,12,12.24,11,11.22,52,53.06,6,6.12,7,7.14,4,4.08,27051
27,52,34,2,5.88,0,0.0,22,64.71,2,5.88,4,11.76,1,2.94,27052
27,53,56,8,14.29,14,25.0,14,25.0,1,1.79,9,16.07,5,8.93,27053
27,54,104,15,14.42,21,20.19,25,24.04,8,7.69,14,13.46,6,5.77,27054
27,55,31,9,29.03,6,19.35,3,9.68,3,9.68,2,6.45,2,6.45,27055
27,56,66,8,12.12,18,27.27,11,16.67,2,3.03,9,13.64,3,4.55,27056
27,57,61,7,11.48,13,21.31,15,24.59,3,4.92,8,13.11,2,3.28,27057
27,58,93,18,19.35,14,15.05,15,16.13,7,7.53,19,20.43,4,4.3,27058
27,59,142,14,9.86,19,13.38,61,42.96,5,3.52,10,7.04,14,9.86,27059
27,60,144,27,18.75,13,9.03,42,29.17,7,4.86,34,23.61,9,6.25,27060
27,61,21,5,23.81,5,23.81,5,23.81,1,4.76,1,4.76,1,4.76,27061
27,62,104,18,17.31,11,10.58,25,24.04,8,7.69,29,27.88,3,2.88,27062
27,63,151,19,12.58,23,15.23,51,33.77,6,3.97,21,13.91,10,6.62,27063
27,64,97,21,21.65,22,22.68,13,13.4,5,5.15,16,16.49,7,7.22,27064
27,65,24,4,16.67,4,16.67,7,29.17,1,4.17,5,20.83,0,0.0,27065
27,66,65,5,7.69,5,7.69,41,63.08,1,1.54,5,7.69,2,3.08,27066
28,1,111,21,18.92,23,20.72,15,13.51,7,6.31,22,19.82,7,6.31,28001
28,2,84,16,19.05,21,25.0,7,8.33,2,2.38,17,20.24,0,0.0,28002
28,3,72,12,16.67,15,20.83,10,13.89,1,1.39,18,25.0,5,6.94,28003
28,4,153,24,15.69,30,19.61,10,6.54,9,5.88,36,23.53,11,7.19,28004
28,5,103,20,19.42,17,16.5,13,12.62,6,5.83,20,19.42,5,4.85,28005
28,6,61,14,22.95,8,13.11,6,9.84,2,3.28,17,27.87,5,8.2,28006
28,7,122,28,22.95,25,20.49,19,15.57,6,4.92,15,12.3,9,7.38,28007
28,8,81,15,18.52,20,24.69,8,9.88,5,6.17,17,20.99,5,6.17,28008
28,9,73,15,20.55,17,23.29,8,10.96,2,2.74,16,21.92,4,5.48,28009
28,10,30,6,20.0,6,20.0,0,0.0,2,6.67,7,23.33,4,13.33,28010
28,11,111,22,19.82,17,15.32,13,11.71,9,8.11,24,21.62,9,8.11,28011
28,12,122,22,18.03,23,18.85,17,13.93,8,6.56,28,22.95,4,3.28,28012
28,13,102,20,19.61,15,14.71,14,13.73,4,3.92,22,21.57,9,8.82,28013
28,14,77,18,23.38,15,19.48,3,3.9,7,9.09,18,23.38,4,5.19,28014
28,15,60,12,20.0,10,16.67,2,3.33,3,5.0,16,26.67,6,10.0,28015
28,16,123,22,17.89,22,17.89,6,4.88,8,6.5,36,29.27,16,13.01,28016
28,17,126,25,19.84,18,14.29,18,14.29,4,3.17,26,20.63,12,9.52,28017
28,18,153,39,25.49,26,16.99,8,5.23,10,6.54,30,19.61,10,6.54,28018
28,19,141,28,19.86,33,23.4,15,10.64,11,7.8,28,19.86,8,5.67,28019
28,20,141,24,17.02,36,25.53,8,5.67,8,5.67,28,19.86,14,9.93,28020
28,21,114,20,17.54,23,20.18,8,7.02,1,0.88,41,35.96,8,7.02,28021
28,22,99,14,14.14,17,17.17,7,7.07,8,8.08,28,28.28,4,4.04,28022
28,23,124,22,17.74,25,20.16,16,12.9,6,4.84,34,27.42,11,8.87,28023
28,24,71,14,19.72,8,11.27,12,16.9,1,1.41,20,28.17,4,5.63,28024
28,25,104,23,22.12,12,11.54,7,6.73,10,9.62,26,25.0,9,8.65,28025
28,26,113,24,21.24,10,8.85,14,12.39,4,3.54,29,25.66,4,3.54,28026
28,27,75,9,12.0,14,18.67,8,10.67,2,2.67,14,18.67,13,17.33,28027
28,28,103,16,15.53,16,15.53,12,11.65,7,6.8,22,21.36,10,9.71,28028
28,29,80,13,16.25,20,25.0,9,11.25,5,6.25,11,13.75,13,16.25,28029
28,30,95,17,17.89,21,22.11,10,10.53,2,2.11,23,24.21,9,9.47,28030
28,31,102,26,25.49,16,15.69,7,6.86,5,4.9,18,17.65,10,9.8,28031
28,32,118,23,19.49,27,22.88,8,6.78,7,5.93,26,22.03,10,8.47,28032
28,33,97,19,19.59,16,16.49,7,7.22,8,8.25,20,20.62,7,7.22,28033
28,34,11,1,9.09,2,18.18,2,18.18,2,18.18,1,9.09,0,0.0,28034
28,35,73,11,15.07,16,21.92,7,9.59,4,5.48,19,26.03,4,5.48,28035
28,36,103,21,20.39,24,23.3,5,4.85,8,7.77,19,18.45,7,6.8,28036
28,37,122,19,15.57,32,26.23,5,4.1,5,4.1,39,31.97,6,4.92,28037
28,38,43,4,9.3,12,27.91,2,4.65,3,6.98,7,16.28,2,4.65,28038
28,39,21,5,23.81,5,23.81,1,4.76,3,14.29,1,4.76,0,0.0,28039
28,40,116,15,12.93,16,13.79,15,12.93,6,5.17,28,24.14,14,12.07,28040
28,41,48,11,22.92,7,14.58,4,8.33,6,12.5,11,22.92,3,6.25,28041
28,42,105,16,15.24,17,16.19,13,12.38,7,6.67,25,23.81,6,5.71,28042
28,43,88,19,21.59,17,19.32,2,2.27,6,6.82,15,17.05,5,5.68,28043
28,44,75,15,20.0,13,17.33,8,10.67,6,8.0,21,28.0,0,0.0,28044
28,45,94,15,15.96,21,22.34,10,10.64,6,6.38,16,17.02,14,14.89,28045
28,46,95,16,16.84,7,7.37,5,5.26,7,7.37,22,23.16,5,5.26,28046
28,47,85,23,27.06,16,18.82,9,10.59,7,8.24,15,17.65,4,4.71,28047
28,48,53,9,16.98,11,20.75,5,9.43,2,3.77,16,30.19,1,1.89,28048
28,49,66,9,13.64,12,18.18,10,15.15,2,3.03,11,16.67,8,12.12,28049
