ward,precinct,total,Bobby L. Rush,Bobby L. Rush Percent,precinct_id
2,1,163,163,100.0,02001
2,2,8,8,100.0,02002
2,3,98,98,100.0,02003
2,4,132,132,100.0,02004
2,5,91,91,100.0,02005
2,6,75,75,100.0,02006
2,7,238,238,100.0,02007
2,8,171,171,100.0,02008
2,9,115,115,100.0,02009
2,10,59,59,100.0,02010
2,11,63,63,100.0,02011
2,12,77,77,100.0,02012
2,13,110,110,100.0,02013
2,14,265,265,100.0,02014
2,15,32,32,100.0,02015
2,16,90,90,100.0,02016
2,17,135,135,100.0,02017
2,18,229,229,100.0,02018
2,19,103,103,100.0,02019
2,20,178,178,100.0,02020
2,21,201,201,100.0,02021
2,22,238,238,100.0,02022
2,23,110,110,100.0,02023
2,24,94,94,100.0,02024
2,25,87,87,100.0,02025
2,26,177,177,100.0,02026
2,27,116,116,100.0,02027
2,28,42,42,100.0,02028
2,29,67,67,100.0,02029
2,30,111,111,100.0,02030
2,31,178,178,100.0,02031
2,32,90,90,100.0,02032
2,33,108,108,100.0,02033
2,34,202,202,100.0,02034
2,35,42,42,100.0,02035
2,36,91,91,100.0,02036
2,37,133,133,100.0,02037
2,38,176,176,100.0,02038
2,39,135,135,100.0,02039
2,40,185,185,100.0,02040
2,41,90,90,100.0,02041
2,42,45,45,100.0,02042
2,43,190,190,100.0,02043
2,44,107,107,100.0,02044
2,45,131,131,100.0,02045
2,46,240,240,100.0,02046
2,47,177,177,100.0,02047
2,48,106,106,100.0,02048
2,49,114,114,100.0,02049
2,50,88,88,100.0,02050
2,51,143,143,100.0,02051
2,52,136,136,100.0,02052
2,53,76,76,100.0,02053
2,54,141,141,100.0,02054
2,55,26,26,100.0,02055
2,56,158,158,100.0,02056
2,57,89,89,100.0,02057
2,58,57,57,100.0,02058
2,59,151,151,100.0,02059
