ward,precinct,total,Michael J. Madigan,Michael J. Madigan Percent,precinct_id
13,1,178,178,100.0,13001
13,2,144,144,100.0,13002
13,4,157,157,100.0,13004
13,5,148,148,100.0,13005
13,6,157,157,100.0,13006
13,7,172,172,100.0,13007
13,8,202,202,100.0,13008
13,9,163,163,100.0,13009
13,10,172,172,100.0,13010
13,11,167,167,100.0,13011
13,12,173,173,100.0,13012
13,13,174,174,100.0,13013
13,14,144,144,100.0,13014
13,15,204,204,100.0,13015
13,16,145,145,100.0,13016
13,17,192,192,100.0,13017
13,21,129,129,100.0,13021
13,22,167,167,100.0,13022
13,23,129,129,100.0,13023
13,24,207,207,100.0,13024
13,25,162,162,100.0,13025
13,27,189,189,100.0,13027
13,28,148,148,100.0,13028
13,29,189,189,100.0,13029
13,32,197,197,100.0,13032
13,33,129,129,100.0,13033
13,34,157,157,100.0,13034
13,35,205,205,100.0,13035
13,36,106,106,100.0,13036
13,37,118,118,100.0,13037
13,38,219,219,100.0,13038
13,39,162,162,100.0,13039
13,40,129,129,100.0,13040
13,41,162,162,100.0,13041
13,42,185,185,100.0,13042
13,43,128,128,100.0,13043
13,44,123,123,100.0,13044
13,45,250,250,100.0,13045
13,46,164,164,100.0,13046
13,48,192,192,100.0,13048
13,49,196,196,100.0,13049
13,50,161,161,100.0,13050
13,51,138,138,100.0,13051
13,52,171,171,100.0,13052
13,53,195,195,100.0,13053
13,54,175,175,100.0,13054
