ward,precinct,total,"Xochitl """"So-She"""" Flores","Xochitl """"So-She"""" Flores Percent",Stacy M. Stoldt,Stacy M. Stoldt Percent,Brendan George O'Connor,Brendan George O'Connor Percent,Gloria Alitto Majewski,Gloria Alitto Majewski Percent,Patricia Young,Patricia Young Percent,Barbara McGowan,Barbara McGowan Percent,Anthony J. Sutor Jr.,Anthony J. Sutor Jr. Percent,"Lewis W. Powell, III","Lewis W. Powell, III Percent",Minerva V. Orozco,Minerva V. Orozco Percent,Gracie Gipson,Gracie Gipson Percent,Frank Avila,Frank Avila Percent,precinct_id
41,66,422,36,8.53,15,3.55,61,14.45,77,18.25,63,14.93,71,16.82,14,3.32,9,2.13,13,3.08,8,1.9,55,13.03,41066
41,67,308,24,7.79,11,3.57,45,14.61,49,15.91,45,14.61,44,14.29,6,1.95,9,2.92,16,5.19,12,3.9,47,15.26,41067
41,68,320,19,5.94,20,6.25,48,15.0,59,18.44,34,10.63,51,15.94,6,1.88,8,2.5,14,4.38,14,4.38,47,14.69,41068
41,69,584,45,7.71,17,2.91,89,15.24,122,20.89,99,16.95,91,15.58,12,2.05,13,2.23,16,2.74,23,3.94,57,9.76,41069
41,70,324,23,7.1,12,3.7,64,19.75,48,14.81,55,16.98,55,16.98,8,2.47,7,2.16,6,1.85,11,3.4,35,10.8,41070
41,71,228,13,5.7,13,5.7,25,10.96,49,21.49,31,13.6,31,13.6,9,3.95,2,0.88,8,3.51,8,3.51,39,17.11,41071
42,1,326,36,11.04,19,5.83,26,7.98,59,18.1,56,17.18,51,15.64,12,3.68,13,3.99,12,3.68,22,6.75,20,6.13,42001
42,2,208,23,11.06,16,7.69,13,6.25,34,16.35,42,20.19,24,11.54,10,4.81,12,5.77,7,3.37,9,4.33,18,8.65,42002
42,3,194,26,13.4,9,4.64,22,11.34,31,15.98,30,15.46,24,12.37,5,2.58,9,4.64,9,4.64,12,6.19,17,8.76,42003
42,4,285,30,10.53,20,7.02,25,8.77,51,17.89,50,17.54,39,13.68,8,2.81,11,3.86,13,4.56,15,5.26,23,8.07,42004
42,5,264,34,12.88,10,3.79,24,9.09,49,18.56,48,18.18,37,14.02,8,3.03,11,4.17,12,4.55,8,3.03,23,8.71,42005
42,6,642,71,11.06,33,5.14,59,9.19,104,16.2,104,16.2,100,15.58,14,2.18,33,5.14,35,5.45,32,4.98,57,8.88,42006
42,7,292,41,14.04,17,5.82,26,8.9,57,19.52,36,12.33,51,17.47,10,3.42,13,4.45,14,4.79,3,1.03,24,8.22,42007
42,8,429,57,13.29,25,5.83,23,5.36,77,17.95,82,19.11,61,14.22,9,2.1,8,1.86,23,5.36,14,3.26,50,11.66,42008
42,9,335,37,11.04,13,3.88,30,8.96,39,11.64,52,15.52,55,16.42,4,1.19,16,4.78,28,8.36,21,6.27,40,11.94,42009
42,10,161,28,17.39,10,6.21,11,6.83,29,18.01,29,18.01,16,9.94,6,3.73,5,3.11,8,4.97,7,4.35,12,7.45,42010
42,11,284,37,13.03,17,5.99,19,6.69,50,17.61,49,17.25,42,14.79,8,2.82,9,3.17,18,6.34,13,4.58,22,7.75,42011
42,12,178,19,10.67,6,3.37,14,7.87,25,14.04,25,14.04,31,17.42,6,3.37,9,5.06,12,6.74,10,5.62,21,11.8,42012
42,13,589,62,10.53,23,3.9,51,8.66,108,18.34,110,18.68,108,18.34,9,1.53,22,3.74,27,4.58,25,4.24,44,7.47,42013
42,14,248,30,12.1,18,7.26,23,9.27,26,10.48,32,12.9,41,16.53,6,2.42,15,6.05,17,6.85,10,4.03,30,12.1,42014
42,15,325,54,16.62,16,4.92,23,7.08,52,16.0,65,20.0,41,12.62,4,1.23,9,2.77,15,4.62,9,2.77,37,11.38,42015
42,16,143,17,11.89,5,3.5,10,6.99,23,16.08,34,23.78,17,11.89,3,2.1,7,4.9,6,4.2,5,3.5,16,11.19,42016
42,17,290,43,14.83,19,6.55,24,8.28,44,15.17,52,17.93,47,16.21,9,3.1,7,2.41,15,5.17,10,3.45,20,6.9,42017
42,18,251,36,14.34,14,5.58,20,7.97,34,13.55,51,20.32,30,11.95,4,1.59,10,3.98,11,4.38,17,6.77,24,9.56,42018
42,19,93,13,13.98,4,4.3,9,9.68,13,13.98,18,19.35,16,17.2,1,1.08,5,5.38,5,5.38,3,3.23,6,6.45,42019
42,20,187,19,10.16,11,5.88,8,4.28,23,12.3,26,13.9,30,16.04,7,3.74,12,6.42,12,6.42,13,6.95,26,13.9,42020
42,21,136,18,13.24,9,6.62,13,9.56,26,19.12,33,24.26,20,14.71,1,0.74,2,1.47,2,1.47,4,2.94,8,5.88,42021
42,22,217,24,11.06,12,5.53,24,11.06,24,11.06,35,16.13,34,15.67,8,3.69,15,6.91,10,4.61,10,4.61,21,9.68,42022
42,23,342,44,12.87,15,4.39,27,7.89,75,21.93,69,20.18,42,12.28,9,2.63,14,4.09,8,2.34,12,3.51,27,7.89,42023
42,24,370,45,12.16,31,8.38,39,10.54,53,14.32,51,13.78,56,15.14,9,2.43,17,4.59,20,5.41,23,6.22,26,7.03,42024
42,25,295,33,11.19,16,5.42,24,8.14,57,19.32,55,18.64,46,15.59,7,2.37,13,4.41,10,3.39,14,4.75,20,6.78,42025
42,26,330,51,15.45,17,5.15,31,9.39,42,12.73,53,16.06,52,15.76,13,3.94,20,6.06,7,2.12,18,5.45,26,7.88,42026
42,27,485,62,12.78,25,5.15,54,11.13,79,16.29,70,14.43,79,16.29,18,3.71,24,4.95,14,2.89,18,3.71,42,8.66,42027
42,28,398,48,12.06,21,5.28,39,9.8,76,19.1,68,17.09,56,14.07,10,2.51,16,4.02,18,4.52,17,4.27,29,7.29,42028
42,29,248,22,8.87,14,5.65,18,7.26,44,17.74,47,18.95,39,15.73,7,2.82,16,6.45,13,5.24,11,4.44,17,6.85,42029
42,30,162,23,14.2,8,4.94,24,14.81,18,11.11,24,14.81,28,17.28,1,0.62,7,4.32,8,4.94,6,3.7,15,9.26,42030
42,31,151,17,11.26,11,7.28,12,7.95,28,18.54,28,18.54,18,11.92,3,1.99,7,4.64,7,4.64,7,4.64,13,8.61,42031
42,32,340,39,11.47,23,6.76,25,7.35,29,8.53,55,16.18,49,14.41,11,3.24,28,8.24,19,5.59,31,9.12,31,9.12,42032
42,33,493,67,13.59,28,5.68,41,8.32,90,18.26,95,19.27,54,10.95,18,3.65,16,3.25,27,5.48,19,3.85,38,7.71,42033
42,34,309,33,10.68,14,4.53,30,9.71,57,18.45,56,18.12,48,15.53,3,0.97,11,3.56,8,2.59,21,6.8,28,9.06,42034
42,35,227,31,13.66,15,6.61,19,8.37,39,17.18,46,20.26,25,11.01,8,3.52,13,5.73,7,3.08,9,3.96,15,6.61,42035
42,36,247,29,11.74,17,6.88,24,9.72,40,16.19,38,15.38,30,12.15,4,1.62,19,7.69,9,3.64,19,7.69,18,7.29,42036
42,37,293,34,11.6,25,8.53,22,7.51,54,18.43,48,16.38,37,12.63,8,2.73,13,4.44,8,2.73,21,7.17,23,7.85,42037
42,38,269,34,12.64,15,5.58,25,9.29,39,14.5,56,20.82,30,11.15,9,3.35,10,3.72,15,5.58,11,4.09,25,9.29,42038
42,39,367,77,20.98,22,5.99,36,9.81,74,20.16,36,9.81,68,18.53,8,2.18,12,3.27,9,2.45,4,1.09,21,5.72,42039
42,40,194,21,10.82,17,8.76,18,9.28,31,15.98,33,17.01,30,15.46,6,3.09,6,3.09,12,6.19,7,3.61,13,6.7,42040
42,41,279,37,13.26,11,3.94,26,9.32,43,15.41,43,15.41,42,15.05,2,0.72,15,5.38,20,7.17,11,3.94,29,10.39,42041
42,42,172,20,11.63,8,4.65,17,9.88,30,17.44,29,16.86,25,14.53,4,2.33,7,4.07,10,5.81,5,2.91,17,9.88,42042
42,43,342,45,13.16,21,6.14,30,8.77,55,16.08,68,19.88,43,12.57,6,1.75,11,3.22,18,5.26,15,4.39,30,8.77,42043
42,44,302,30,9.93,19,6.29,30,9.93,34,11.26,49,16.23,52,17.22,7,2.32,15,4.97,18,5.96,17,5.63,31,10.26,42044
42,45,257,46,17.9,8,3.11,21,8.17,45,17.51,48,18.68,30,11.67,11,4.28,9,3.5,13,5.06,6,2.33,20,7.78,42045
42,46,196,22,11.22,10,5.1,20,10.2,22,11.22,34,17.35,24,12.24,5,2.55,19,9.69,12,6.12,9,4.59,19,9.69,42046
42,47,188,21,11.17,9,4.79,11,5.85,30,15.96,35,18.62,26,13.83,5,2.66,12,6.38,12,6.38,13,6.91,14,7.45,42047
42,48,199,24,12.06,9,4.52,12,6.03,29,14.57,41,20.6,20,10.05,8,4.02,9,4.52,11,5.53,15,7.54,21,10.55,42048
42,49,160,23,14.38,7,4.38,9,5.63,33,20.63,25,15.63,30,18.75,3,1.88,15,9.38,3,1.88,2,1.25,10,6.25,42049
42,50,210,22,10.48,11,5.24,18,8.57,35,16.67,41,19.52,28,13.33,6,2.86,14,6.67,8,3.81,9,4.29,18,8.57,42050
42,51,268,31,11.57,20,7.46,28,10.45,37,13.81,40,14.93,44,16.42,9,3.36,18,6.72,14,5.22,8,2.99,19,7.09,42051
42,52,182,20,10.99,8,4.4,12,6.59,22,12.09,41,22.53,28,15.38,4,2.2,15,8.24,6,3.3,9,4.95,17,9.34,42052
42,53,202,30,14.85,8,3.96,25,12.38,29,14.36,27,13.37,35,17.33,7,3.47,5,2.48,12,5.94,8,3.96,16,7.92,42053
42,54,200,18,9.0,11,5.5,17,8.5,26,13.0,37,18.5,31,15.5,2,1.0,15,7.5,10,5.0,15,7.5,18,9.0,42054
42,55,296,33,11.15,19,6.42,26,8.78,55,18.58,59,19.93,41,13.85,10,3.38,5,1.69,14,4.73,13,4.39,21,7.09,42055
42,56,211,36,17.06,8,3.79,21,9.95,35,16.59,29,13.74,25,11.85,6,2.84,6,2.84,15,7.11,8,3.79,22,10.43,42056
42,57,200,29,14.5,11,5.5,19,9.5,23,11.5,29,14.5,31,15.5,5,2.5,11,5.5,10,5.0,13,6.5,19,9.5,42057
42,58,119,13,10.92,3,2.52,10,8.4,15,12.61,21,17.65,18,15.13,4,3.36,9,7.56,8,6.72,8,6.72,10,8.4,42058
42,59,42,7,16.67,3,7.14,4,9.52,5,11.9,5,11.9,6,14.29,2,4.76,1,2.38,1,2.38,1,2.38,7,16.67,42059
42,60,176,23,13.07,12,6.82,19,10.8,18,10.23,27,15.34,24,13.64,7,3.98,13,7.39,11,6.25,9,5.11,13,7.39,42060
42,61,118,17,14.41,9,7.63,5,4.24,21,17.8,24,20.34,13,11.02,3,2.54,4,3.39,6,5.08,8,6.78,8,6.78,42061
42,62,203,22,10.84,8,3.94,24,11.82,33,16.26,33,16.26,33,16.26,8,3.94,10,4.93,9,4.43,7,3.45,16,7.88,42062
42,63,273,26,9.52,22,8.06,13,4.76,55,20.15,54,19.78,51,18.68,4,1.47,8,2.93,10,3.66,11,4.03,19,6.96,42063
42,64,140,16,11.43,8,5.71,13,9.29,20,14.29,29,20.71,22,15.71,1,0.71,6,4.29,9,6.43,3,2.14,13,9.29,42064
42,65,237,35,14.77,13,5.49,18,7.59,33,13.92,49,20.68,32,13.5,1,0.42,9,3.8,11,4.64,12,5.06,24,10.13,42065
42,66,218,21,9.63,16,7.34,23,10.55,21,9.63,40,18.35,30,13.76,10,4.59,18,8.26,9,4.13,12,5.5,18,8.26,42066
42,67,158,17,10.76,13,8.23,10,6.33,25,15.82,27,17.09,22,13.92,3,1.9,9,5.7,5,3.16,9,5.7,18,11.39,42067
42,68,269,36,13.38,27,10.04,27,10.04,32,11.9,44,16.36,36,13.38,7,2.6,7,2.6,12,4.46,22,8.18,19,7.06,42068
42,69,353,36,10.2,16,4.53,29,8.22,38,10.76,58,16.43,57,16.15,11,3.12,36,10.2,19,5.38,17,4.82,36,10.2,42069
43,1,172,21,12.21,9,5.23,18,10.47,21,12.21,31,18.02,29,16.86,2,1.16,11,6.4,8,4.65,7,4.07,15,8.72,43001
43,2,244,30,12.3,15,6.15,27,11.07,36,14.75,39,15.98,34,13.93,4,1.64,7,2.87,12,4.92,9,3.69,31,12.7,43002
43,3,252,37,14.68,11,4.37,14,5.56,46,18.25,50,19.84,37,14.68,7,2.78,7,2.78,5,1.98,14,5.56,24,9.52,43003
43,4,275,30,10.91,19,6.91,26,9.45,45,16.36,48,17.45,42,15.27,6,2.18,7,2.55,13,4.73,13,4.73,26,9.45,43004
43,5,186,34,18.28,16,8.6,13,6.99,32,17.2,28,15.05,22,11.83,7,3.76,3,1.61,7,3.76,6,3.23,18,9.68,43005
43,6,242,42,17.36,10,4.13,20,8.26,39,16.12,43,17.77,34,14.05,0,0.0,9,3.72,15,6.2,10,4.13,20,8.26,43006
43,7,169,25,14.79,9,5.33,12,7.1,31,18.34,26,15.38,26,15.38,2,1.18,7,4.14,11,6.51,7,4.14,13,7.69,43007
43,8,272,36,13.24,19,6.99,15,5.51,50,18.38,56,20.59,38,13.97,7,2.57,13,4.78,12,4.41,9,3.31,17,6.25,43008
43,9,197,31,15.74,4,2.03,19,9.64,35,17.77,39,19.8,27,13.71,7,3.55,3,1.52,8,4.06,7,3.55,17,8.63,43009
43,10,99,14,14.14,4,4.04,7,7.07,11,11.11,17,17.17,16,16.16,3,3.03,3,3.03,5,5.05,9,9.09,10,10.1,43010
43,11,126,12,9.52,10,7.94,6,4.76,23,18.25,28,22.22,20,15.87,3,2.38,5,3.97,4,3.17,4,3.17,11,8.73,43011
43,12,397,51,12.85,27,6.8,24,6.05,71,17.88,77,19.4,58,14.61,8,2.02,13,3.27,14,3.53,21,5.29,33,8.31,43012
43,13,142,21,14.79,5,3.52,6,4.23,27,19.01,29,20.42,25,17.61,2,1.41,5,3.52,5,3.52,4,2.82,13,9.15,43013
43,14,271,40,14.76,15,5.54,22,8.12,49,18.08,56,20.66,31,11.44,13,4.8,11,4.06,10,3.69,6,2.21,18,6.64,43014
43,15,213,24,11.27,9,4.23,16,7.51,43,20.19,41,19.25,35,16.43,8,3.76,7,3.29,9,4.23,8,3.76,13,6.1,43015
43,16,274,40,14.6,16,5.84,18,6.57,52,18.98,51,18.61,34,12.41,8,2.92,10,3.65,9,3.28,15,5.47,21,7.66,43016
43,17,146,22,15.07,10,6.85,12,8.22,22,15.07,25,17.12,21,14.38,3,2.05,2,1.37,6,4.11,11,7.53,12,8.22,43017
43,18,355,41,11.55,23,6.48,22,6.2,72,20.28,55,15.49,53,14.93,12,3.38,12,3.38,16,4.51,18,5.07,31,8.73,43018
43,19,200,26,13.0,15,7.5,17,8.5,34,17.0,37,18.5,30,15.0,0,0.0,6,3.0,6,3.0,11,5.5,18,9.0,43019
43,20,288,29,10.07,17,5.9,25,8.68,53,18.4,45,15.63,47,16.32,4,1.39,10,3.47,26,9.03,15,5.21,17,5.9,43020
43,21,108,15,13.89,8,7.41,9,8.33,18,16.67,15,13.89,14,12.96,3,2.78,3,2.78,6,5.56,4,3.7,13,12.04,43021
43,22,166,21,12.65,8,4.82,19,11.45,26,15.66,27,16.27,22,13.25,3,1.81,9,5.42,11,6.63,5,3.01,15,9.04,43022
43,23,233,32,13.73,17,7.3,22,9.44,43,18.45,44,18.88,39,16.74,3,1.29,3,1.29,7,3.0,6,2.58,17,7.3,43023
43,24,254,29,11.42,12,4.72,26,10.24,50,19.69,44,17.32,34,13.39,5,1.97,6,2.36,9,3.54,15,5.91,24,9.45,43024
43,25,264,30,11.36,9,3.41,20,7.58,23,8.71,47,17.8,43,16.29,11,4.17,25,9.47,8,3.03,18,6.82,30,11.36,43025
43,26,225,19,8.44,20,8.89,25,11.11,40,17.78,33,14.67,39,17.33,4,1.78,7,3.11,9,4.0,9,4.0,20,8.89,43026
43,27,252,35,13.89,8,3.17,24,9.52,39,15.48,49,19.44,35,13.89,7,2.78,9,3.57,19,7.54,9,3.57,18,7.14,43027
43,28,173,20,11.56,6,3.47,16,9.25,29,16.76,33,19.08,26,15.03,3,1.73,4,2.31,11,6.36,8,4.62,17,9.83,43028
43,29,240,39,16.25,11,4.58,18,7.5,40,16.67,40,16.67,22,9.17,7,2.92,11,4.58,15,6.25,9,3.75,28,11.67,43029
43,30,120,23,19.17,7,5.83,9,7.5,19,15.83,15,12.5,13,10.83,3,2.5,5,4.17,8,6.67,5,4.17,13,10.83,43030
43,31,240,39,16.25,13,5.42,18,7.5,42,17.5,41,17.08,35,14.58,6,2.5,5,2.08,10,4.17,12,5.0,19,7.92,43031
43,32,220,32,14.55,22,10.0,17,7.73,39,17.73,45,20.45,24,10.91,5,2.27,7,3.18,8,3.64,9,4.09,12,5.45,43032
43,33,162,28,17.28,13,8.02,14,8.64,23,14.2,24,14.81,15,9.26,5,3.09,3,1.85,15,9.26,7,4.32,15,9.26,43033
43,34,142,22,15.49,12,8.45,11,7.75,22,15.49,24,16.9,20,14.08,2,1.41,2,1.41,8,5.63,5,3.52,14,9.86,43034
43,35,310,45,14.52,12,3.87,28,9.03,50,16.13,55,17.74,48,15.48,9,2.9,10,3.23,14,4.52,8,2.58,31,10.0,43035
43,36,227,24,10.57,13,5.73,23,10.13,36,15.86,36,15.86,34,14.98,6,2.64,8,3.52,14,6.17,13,5.73,20,8.81,43036
43,37,215,30,13.95,14,6.51,14,6.51,36,16.74,40,18.6,37,17.21,3,1.4,8,3.72,6,2.79,9,4.19,18,8.37,43037
43,38,208,32,15.38,15,7.21,17,8.17,36,17.31,32,15.38,24,11.54,2,0.96,4,1.92,11,5.29,8,3.85,27,12.98,43038
43,39,146,21,14.38,7,4.79,21,14.38,24,16.44,21,14.38,20,13.7,1,0.68,3,2.05,6,4.11,7,4.79,15,10.27,43039
43,40,175,23,13.14,10,5.71,3,1.71,34,19.43,41,23.43,23,13.14,2,1.14,8,4.57,5,2.86,10,5.71,16,9.14,43040
43,41,141,20,14.18,2,1.42,12,8.51,26,18.44,32,22.7,16,11.35,6,4.26,5,3.55,5,3.55,2,1.42,15,10.64,43041
43,42,265,25,9.43,19,7.17,18,6.79,53,20.0,48,18.11,43,16.23,10,3.77,5,1.89,13,4.91,12,4.53,19,7.17,43042
43,43,196,27,13.78,10,5.1,18,9.18,30,15.31,32,16.33,18,9.18,11,5.61,6,3.06,12,6.12,8,4.08,24,12.24,43043
43,44,250,35,14.0,19,7.6,22,8.8,43,17.2,40,16.0,33,13.2,5,2.0,9,3.6,13,5.2,13,5.2,18,7.2,43044
43,45,75,17,22.67,2,2.67,6,8.0,11,14.67,15,20.0,7,9.33,1,1.33,3,4.0,4,5.33,2,2.67,7,9.33,43045
43,46,295,32,10.85,12,4.07,24,8.14,55,18.64,61,20.68,43,14.58,8,2.71,12,4.07,6,2.03,14,4.75,28,9.49,43046
43,47,262,32,12.21,19,7.25,17,6.49,42,16.03,43,16.41,40,15.27,5,1.91,15,5.73,14,5.34,12,4.58,23,8.78,43047
43,48,274,38,13.87,22,8.03,22,8.03,52,18.98,39,14.23,37,13.5,4,1.46,7,2.55,13,4.74,16,5.84,24,8.76,43048
43,49,156,22,14.1,6,3.85,14,8.97,30,19.23,28,17.95,24,15.38,3,1.92,3,1.92,9,5.77,8,5.13,9,5.77,43049
43,50,184,27,14.67,10,5.43,19,10.33,32,17.39,25,13.59,23,12.5,6,3.26,4,2.17,8,4.35,7,3.8,23,12.5,43050
43,51,437,72,16.48,19,4.35,33,7.55,47,10.76,83,18.99,67,15.33,15,3.43,25,5.72,22,5.03,24,5.49,30,6.86,43051
43,52,279,48,17.2,20,7.17,28,10.04,48,17.2,49,17.56,27,9.68,6,2.15,6,2.15,13,4.66,12,4.3,22,7.89,43052
43,53,315,39,12.38,19,6.03,28,8.89,56,17.78,50,15.87,41,13.02,8,2.54,15,4.76,14,4.44,11,3.49,34,10.79,43053
43,54,225,26,11.56,15,6.67,20,8.89,38,16.89,37,16.44,29,12.89,12,5.33,8,3.56,9,4.0,11,4.89,20,8.89,43054
43,55,224,27,12.05,12,5.36,20,8.93,14,6.25,41,18.3,37,16.52,8,3.57,24,10.71,9,4.02,11,4.91,21,9.38,43055
43,56,217,47,21.66,6,2.76,13,5.99,38,17.51,46,21.2,29,13.36,4,1.84,7,3.23,10,4.61,5,2.3,12,5.53,43056
43,57,187,29,15.51,10,5.35,19,10.16,32,17.11,31,16.58,29,15.51,4,2.14,6,3.21,5,2.67,8,4.28,14,7.49,43057
43,58,318,45,14.15,25,7.86,30,9.43,53,16.67,45,14.15,36,11.32,9,2.83,9,2.83,15,4.72,20,6.29,31,9.75,43058
43,59,322,36,11.18,19,5.9,23,7.14,64,19.88,59,18.32,48,14.91,8,2.48,5,1.55,24,7.45,12,3.73,24,7.45,43059
43,60,145,23,15.86,9,6.21,4,2.76,26,17.93,24,16.55,25,17.24,6,4.14,5,3.45,6,4.14,4,2.76,13,8.97,43060
43,61,152,31,20.39,10,6.58,10,6.58,21,13.82,20,13.16,27,17.76,5,3.29,10,6.58,2,1.32,7,4.61,9,5.92,43061
43,62,211,19,9.0,9,4.27,15,7.11,45,21.33,41,19.43,35,16.59,3,1.42,8,3.79,7,3.32,10,4.74,19,9.0,43062
43,63,189,32,16.93,3,1.59,11,5.82,27,14.29,34,17.99,23,12.17,6,3.17,12,6.35,6,3.17,13,6.88,22,11.64,43063
43,64,184,25,13.59,10,5.43,16,8.7,39,21.2,25,13.59,18,9.78,8,4.35,3,1.63,7,3.8,10,5.43,23,12.5,43064
43,65,122,18,14.75,4,3.28,16,13.11,23,18.85,25,20.49,18,14.75,4,3.28,4,3.28,2,1.64,2,1.64,6,4.92,43065
43,66,94,18,19.15,1,1.06,7,7.45,18,19.15,18,19.15,10,10.64,4,4.26,4,4.26,2,2.13,5,5.32,7,7.45,43066
43,67,139,19,13.67,5,3.6,10,7.19,24,17.27,29,20.86,19,13.67,1,0.72,5,3.6,5,3.6,4,2.88,18,12.95,43067
44,1,334,44,13.17,22,6.59,32,9.58,42,12.57,52,15.57,53,15.87,7,2.1,14,4.19,19,5.69,16,4.79,33,9.88,44001
44,2,304,56,18.42,20,6.58,31,10.2,54,17.76,45,14.8,31,10.2,6,1.97,10,3.29,17,5.59,14,4.61,20,6.58,44002
44,3,401,62,15.46,27,6.73,49,12.22,61,15.21,68,16.96,46,11.47,7,1.75,14,3.49,12,2.99,19,4.74,36,8.98,44003
44,4,429,75,17.48,16,3.73,47,10.96,70,16.32,63,14.69,50,11.66,7,1.63,14,3.26,22,5.13,21,4.9,44,10.26,44004
44,5,428,60,14.02,25,5.84,32,7.48,59,13.79,76,17.76,60,14.02,6,1.4,21,4.91,23,5.37,20,4.67,46,10.75,44005
44,6,243,37,15.23,15,6.17,21,8.64,28,11.52,32,13.17,34,13.99,5,2.06,13,5.35,15,6.17,14,5.76,29,11.93,44006
44,7,339,53,15.63,18,5.31,29,8.55,61,17.99,62,18.29,34,10.03,6,1.77,13,3.83,20,5.9,11,3.24,32,9.44,44007
44,8,145,20,13.79,12,8.28,9,6.21,20,13.79,23,15.86,20,13.79,1,0.69,6,4.14,7,4.83,11,7.59,16,11.03,44008
44,9,373,58,15.55,32,8.58,50,13.4,55,14.75,42,11.26,48,12.87,7,1.88,10,2.68,19,5.09,13,3.49,39,10.46,44009
44,10,182,40,21.98,13,7.14,18,9.89,23,12.64,23,12.64,26,14.29,2,1.1,6,3.3,6,3.3,6,3.3,19,10.44,44010
44,11,382,59,15.45,17,4.45,41,10.73,64,16.75,61,15.97,58,15.18,8,2.09,8,2.09,21,5.5,12,3.14,33,8.64,44011
44,12,220,38,17.27,14,6.36,24,10.91,32,14.55,36,16.36,26,11.82,6,2.73,7,3.18,13,5.91,11,5.0,13,5.91,44012
44,13,251,40,15.94,18,7.17,36,14.34,33,13.15,34,13.55,36,14.34,6,2.39,6,2.39,10,3.98,8,3.19,24,9.56,44013
44,14,272,54,19.85,15,5.51,28,10.29,43,15.81,35,12.87,28,10.29,4,1.47,7,2.57,22,8.09,10,3.68,26,9.56,44014
44,15,412,78,18.93,32,7.77,38,9.22,68,16.5,60,14.56,46,11.17,5,1.21,12,2.91,25,6.07,14,3.4,34,8.25,44015
44,16,295,48,16.27,14,4.75,39,13.22,49,16.61,49,16.61,37,12.54,7,2.37,7,2.37,11,3.73,6,2.03,28,9.49,44016
44,17,352,53,15.06,26,7.39,33,9.38,41,11.65,63,17.9,47,13.35,7,1.99,18,5.11,21,5.97,16,4.55,27,7.67,44017
44,18,201,35,17.41,14,6.97,24,11.94,32,15.92,25,12.44,29,14.43,3,1.49,2,1.0,10,4.98,8,3.98,19,9.45,44018
44,19,217,41,18.89,17,7.83,19,8.76,30,13.82,31,14.29,28,12.9,5,2.3,4,1.84,11,5.07,5,2.3,26,11.98,44019
44,20,237,51,21.52,15,6.33,31,13.08,35,14.77,31,13.08,21,8.86,2,0.84,1,0.42,19,8.02,6,2.53,25,10.55,44020
44,21,337,57,16.91,30,8.9,27,8.01,54,16.02,50,14.84,50,14.84,9,2.67,6,1.78,18,5.34,18,5.34,18,5.34,44021
44,22,406,54,13.3,31,7.64,41,10.1,69,17.0,64,15.76,58,14.29,4,0.99,13,3.2,20,4.93,16,3.94,36,8.87,44022
44,23,296,57,19.26,22,7.43,27,9.12,43,14.53,42,14.19,35,11.82,6,2.03,7,2.36,20,6.76,14,4.73,23,7.77,44023
44,24,229,41,17.9,13,5.68,21,9.17,39,17.03,39,17.03,34,14.85,5,2.18,7,3.06,10,4.37,7,3.06,13,5.68,44024
44,25,281,38,13.52,17,6.05,25,8.9,44,15.66,39,13.88,38,13.52,8,2.85,4,1.42,21,7.47,11,3.91,36,12.81,44025
44,26,230,32,13.91,13,5.65,19,8.26,30,13.04,33,14.35,33,14.35,6,2.61,9,3.91,14,6.09,18,7.83,23,10.0,44026
44,27,298,51,17.11,15,5.03,35,11.74,59,19.8,43,14.43,35,11.74,5,1.68,7,2.35,18,6.04,8,2.68,22,7.38,44027
44,28,176,34,19.32,8,4.55,22,12.5,23,13.07,24,13.64,17,9.66,4,2.27,4,2.27,10,5.68,10,5.68,20,11.36,44028
44,29,263,50,19.01,13,4.94,36,13.69,37,14.07,26,9.89,30,11.41,8,3.04,7,2.66,22,8.37,10,3.8,24,9.13,44029
44,30,301,49,16.28,25,8.31,28,9.3,40,13.29,46,15.28,33,10.96,9,2.99,9,2.99,22,7.31,14,4.65,26,8.64,44030
44,31,300,40,13.33,17,5.67,39,13.0,36,12.0,43,14.33,47,15.67,8,2.67,14,4.67,14,4.67,11,3.67,31,10.33,44031
44,32,220,28,12.73,19,8.64,24,10.91,25,11.36,33,15.0,29,13.18,11,5.0,9,4.09,13,5.91,7,3.18,22,10.0,44032
44,33,468,79,16.88,27,5.77,51,10.9,63,13.46,70,14.96,61,13.03,14,2.99,11,2.35,25,5.34,20,4.27,47,10.04,44033
44,34,258,33,12.79,15,5.81,19,7.36,40,15.5,38,14.73,40,15.5,5,1.94,10,3.88,13,5.04,18,6.98,27,10.47,44034
44,35,257,36,14.01,11,4.28,24,9.34,53,20.62,47,18.29,37,14.4,4,1.56,9,3.5,10,3.89,11,4.28,15,5.84,44035
44,36,260,50,19.23,15,5.77,26,10.0,33,12.69,31,11.92,28,10.77,6,2.31,8,3.08,13,5.0,16,6.15,34,13.08,44036
44,37,474,57,12.03,27,5.7,38,8.02,79,16.67,77,16.24,74,15.61,11,2.32,10,2.11,32,6.75,24,5.06,45,9.49,44037
44,38,275,56,20.36,16,5.82,28,10.18,40,14.55,44,16.0,37,13.45,4,1.45,5,1.82,12,4.36,14,5.09,19,6.91,44038
44,39,246,50,20.33,12,4.88,25,10.16,39,15.85,34,13.82,28,11.38,5,2.03,6,2.44,17,6.91,7,2.85,23,9.35,44039
44,40,341,55,16.13,22,6.45,34,9.97,50,14.66,53,15.54,40,11.73,7,2.05,9,2.64,24,7.04,19,5.57,28,8.21,44040
