ward,precinct,total,Robert J. Baren (Dean),Robert J. Baren (Dean) Percent,Deborah L. Graham (Dean),Deborah L. Graham (Dean) Percent,Thomas E. Simmons (Dean),Thomas E. Simmons (Dean) Percent,Anna Eleanor Roosevelt (Dean),Anna Eleanor Roosevelt (Dean) Percent,Eric Emmett Davis (Dean),Eric Emmett Davis (Dean) Percent,Barbara Burchjolla (Dean),Barbara Burchjolla (Dean) Percent,Vincent R. Williams (Dean),Vincent R. Williams (Dean) Percent,Camille Y. Lilly (Dean),Camille Y. Lilly (Dean) Percent,Richard Breyer (Kucinich),Richard Breyer (Kucinich) Percent,Mary Jean Cravens (Kucinich),Mary Jean Cravens (Kucinich) Percent,Babak Bakhtiari (Kucinich),Babak Bakhtiari (Kucinich) Percent,Leslie Roberts (Kucinich),Leslie Roberts (Kucinich) Percent,Bruce Samuels (Kucinich),Bruce Samuels (Kucinich) Percent,Margo Dumelle (Kucinich),Margo Dumelle (Kucinich) Percent,Mary O'Kiersey (Kucinich),Mary O'Kiersey (Kucinich) Percent,Barbara A. Mullarkey (Kucinich),Barbara A. Mullarkey (Kucinich) Percent,Susan S. Pritzker (Gephardt),Susan S. Pritzker (Gephardt) Percent,Reanetta Hunt (Gephardt),Reanetta Hunt (Gephardt) Percent,Peter A. Fosco (Gephardt),Peter A. Fosco (Gephardt) Percent,Javier Ramirez (Gephardt),Javier Ramirez (Gephardt) Percent,Darlena Williams-Burnett (Edwards),Darlena Williams-Burnett (Edwards) Percent,Larry R. Rogers (Edwards),Larry R. Rogers (Edwards) Percent,Gabriella S. Pehanich (Edwards),Gabriella S. Pehanich (Edwards) Percent,Ajay Niranjan Shah (Edwards),Ajay Niranjan Shah (Edwards) Percent,Mercedes A. Laing (Edwards),Mercedes A. Laing (Edwards) Percent,Frank M. Bass (Edwards),Frank M. Bass (Edwards) Percent,Tania Irene Lopez (Edwards),Tania Irene Lopez (Edwards) Percent,Keith A. Romero (Edwards),Keith A. Romero (Edwards) Percent,Vi Daley (Clark),Vi Daley (Clark) Percent,Thomas Gary (Clark),Thomas Gary (Clark) Percent,Bettylu K. Saltzman (Clark),Bettylu K. Saltzman (Clark) Percent,Ted Tetzlaff (Clark),Ted Tetzlaff (Clark) Percent,Judy Klutznick (Clark),Judy Klutznick (Clark) Percent,Robert C. Howard (Clark),Robert C. Howard (Clark) Percent,Bette Cerf Hill (Clark),Bette Cerf Hill (Clark) Percent,Robert L. Fogel (Clark),Robert L. Fogel (Clark) Percent,Laura Perna (Kerry),Laura Perna (Kerry) Percent,Victor Johnson (Kerry),Victor Johnson (Kerry) Percent,Lisa Ellman (Kerry),Lisa Ellman (Kerry) Percent,Carl Harper (Kerry),Carl Harper (Kerry) Percent,Audra Wilson (Kerry),Audra Wilson (Kerry) Percent,Kimberly Johnson (Kerry),Kimberly Johnson (Kerry) Percent,Mike Keating (Kerry),Mike Keating (Kerry) Percent,Nathaniel Benson (Lieberman),Nathaniel Benson (Lieberman) Percent,Desiree Grode (Lieberman),Desiree Grode (Lieberman) Percent,Alissa Krinsky (Lieberman),Alissa Krinsky (Lieberman) Percent,Daniel Logan (Lieberman),Daniel Logan (Lieberman) Percent,Andrew May (Lieberman),Andrew May (Lieberman) Percent,Miriam Moore-Hunter (Lieberman),Miriam Moore-Hunter (Lieberman) Percent,Barton Moy (Lieberman),Barton Moy (Lieberman) Percent,Betty Wong (Lieberman),Betty Wong (Lieberman) Percent,Christine K. Cook (Braun),Christine K. Cook (Braun) Percent,Michael J. Fitzgerald (Braun),Michael J. Fitzgerald (Braun) Percent,Bobbie L. Steele (Braun),Bobbie L. Steele (Braun) Percent,Calvin Giles (Braun),Calvin Giles (Braun) Percent,Joyce Washington (Braun),Joyce Washington (Braun) Percent,John Troelstrup (Braun),John Troelstrup (Braun) Percent,Mattie Hunter (Braun),Mattie Hunter (Braun) Percent,precinct_id
28,47,338,10,2.96,16,4.73,8,2.37,8,2.37,8,2.37,14,4.14,16,4.73,12,3.55,1,0.3,2,0.59,1,0.3,1,0.3,2,0.59,0,0.0,1,0.3,2,0.59,2,0.59,4,1.18,1,0.3,1,0.3,10,2.96,2,0.59,0,0.0,0,0.0,2,0.59,0,0.0,1,0.3,1,0.3,1,0.3,2,0.59,2,0.59,0,0.0,2,0.59,4,1.18,4,1.18,2,0.59,9,2.66,14,4.14,14,4.14,13,3.85,12,3.55,19,5.62,10,2.96,2,0.59,2,0.59,2,0.59,0,0.0,0,0.0,0,0.0,0,0.0,8,2.37,5,1.48,16,4.73,13,3.85,9,2.66,15,4.44,12,3.55,9,2.66,28047
28,48,236,5,2.12,4,1.69,6,2.54,7,2.97,9,3.81,7,2.97,12,5.08,8,3.39,1,0.42,2,0.85,2,0.85,3,1.27,0,0.0,0,0.0,2,0.85,1,0.42,3,1.27,2,0.85,1,0.42,0,0.0,4,1.69,3,1.27,1,0.42,0,0.0,0,0.0,3,1.27,0,0.0,0,0.0,0,0.0,1,0.42,0,0.0,0,0.0,0,0.0,3,1.27,1,0.42,2,0.85,7,2.97,9,3.81,9,3.81,11,4.66,7,2.97,9,3.81,6,2.54,0,0.0,0,0.0,1,0.42,1,0.42,2,0.85,2,0.85,1,0.42,7,2.97,4,1.69,12,5.08,11,4.66,8,3.39,12,5.08,7,2.97,8,3.39,28048
28,49,334,12,3.59,21,6.29,8,2.4,9,2.69,10,2.99,14,4.19,16,4.79,16,4.79,1,0.3,6,1.8,1,0.3,3,0.9,2,0.6,3,0.9,5,1.5,8,2.4,2,0.6,4,1.2,1,0.3,1,0.3,12,3.59,12,3.59,2,0.6,0,0.0,2,0.6,0,0.0,4,1.2,0,0.0,3,0.9,3,0.9,0,0.0,0,0.0,2,0.6,5,1.5,1,0.3,4,1.2,9,2.69,6,1.8,7,2.1,7,2.1,9,2.69,12,3.59,4,1.2,1,0.3,3,0.9,2,0.6,1,0.3,0,0.0,2,0.6,0,0.0,8,2.4,8,2.4,12,3.59,11,3.29,9,2.69,9,2.69,5,1.5,10,2.99,28049
28,50,226,8,3.54,13,5.75,7,3.1,5,2.21,9,3.98,6,2.65,8,3.54,5,2.21,1,0.44,2,0.88,0,0.0,1,0.44,0,0.0,1,0.44,2,0.88,1,0.44,5,2.21,2,0.88,0,0.0,0,0.0,9,3.98,7,3.1,1,0.44,1,0.44,2,0.88,0,0.0,2,0.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.77,0,0.0,0,0.0,11,4.87,13,5.75,11,4.87,10,4.42,10,4.42,13,5.75,10,4.42,1,0.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.33,4,1.77,3,1.33,12,5.31,3,1.33,6,2.65,1,0.44,5,2.21,28050
28,51,429,19,4.43,20,4.66,6,1.4,13,3.03,12,2.8,17,3.96,17,3.96,15,3.5,3,0.7,5,1.17,4,0.93,1,0.23,2,0.47,2,0.47,4,0.93,5,1.17,3,0.7,1,0.23,0,0.0,2,0.47,13,3.03,8,1.86,1,0.23,1,0.23,2,0.47,2,0.47,5,1.17,1,0.23,2,0.47,8,1.86,0,0.0,0,0.0,3,0.7,7,1.63,5,1.17,0,0.0,12,2.8,16,3.73,14,3.26,12,2.8,13,3.03,21,4.9,7,1.63,0,0.0,1,0.23,0,0.0,1,0.23,1,0.23,3,0.7,0,0.0,11,2.56,9,2.1,13,3.03,17,3.96,13,3.03,20,4.66,11,2.56,15,3.5,28051
28,52,351,21,5.98,15,4.27,13,3.7,13,3.7,13,3.7,9,2.56,10,2.85,8,2.28,3,0.85,2,0.57,0,0.0,2,0.57,2,0.57,1,0.28,2,0.57,9,2.56,5,1.42,1,0.28,2,0.57,2,0.57,8,2.28,6,1.71,1,0.28,1,0.28,2,0.57,2,0.57,3,0.85,1,0.28,3,0.85,3,0.85,3,0.85,0,0.0,2,0.57,8,2.28,1,0.28,2,0.57,15,4.27,16,4.56,17,4.84,16,4.56,14,3.99,15,4.27,12,3.42,3,0.85,2,0.57,2,0.57,1,0.28,0,0.0,3,0.85,1,0.28,5,1.42,5,1.42,6,1.71,12,3.42,3,0.85,7,1.99,2,0.57,3,0.85,28052
28,53,154,4,2.6,4,2.6,3,1.95,3,1.95,5,3.25,2,1.3,2,1.3,2,1.3,2,1.3,1,0.65,2,1.3,2,1.3,2,1.3,1,0.65,2,1.3,2,1.3,2,1.3,1,0.65,0,0.0,3,1.95,7,4.55,3,1.95,2,1.3,1,0.65,1,0.65,2,1.3,6,3.9,2,1.3,1,0.65,2,1.3,0,0.0,0,0.0,0,0.0,2,1.3,1,0.65,1,0.65,4,2.6,6,3.9,4,2.6,8,5.19,5,3.25,11,7.14,5,3.25,2,1.3,2,1.3,2,1.3,1,0.65,1,0.65,2,1.3,0,0.0,4,2.6,1,0.65,3,1.95,4,2.6,2,1.3,6,3.9,0,0.0,1,0.65,28053
28,54,215,7,3.26,6,2.79,9,4.19,4,1.86,3,1.4,4,1.86,3,1.4,4,1.86,1,0.47,1,0.47,1,0.47,1,0.47,0,0.0,2,0.93,2,0.93,4,1.86,5,2.33,3,1.4,1,0.47,2,0.93,6,2.79,3,1.4,2,0.93,1,0.47,2,0.93,3,1.4,1,0.47,0,0.0,4,1.86,1,0.47,0,0.0,2,0.93,0,0.0,5,2.33,4,1.86,0,0.0,8,3.72,12,5.58,8,3.72,7,3.26,5,2.33,13,6.05,6,2.79,1,0.47,2,0.93,1,0.47,2,0.93,1,0.47,1,0.47,2,0.93,3,1.4,6,2.79,10,4.65,10,4.65,3,1.4,5,2.33,2,0.93,4,1.86,28054
28,55,464,11,2.37,23,4.96,7,1.51,10,2.16,12,2.59,16,3.45,17,3.66,16,3.45,4,0.86,3,0.65,0,0.0,1,0.22,1,0.22,2,0.43,3,0.65,7,1.51,7,1.51,4,0.86,3,0.65,2,0.43,16,3.45,9,1.94,4,0.86,2,0.43,2,0.43,3,0.65,4,0.86,3,0.65,1,0.22,4,0.86,3,0.65,0,0.0,0,0.0,8,1.72,2,0.43,1,0.22,16,3.45,14,3.02,16,3.45,14,3.02,16,3.45,24,5.17,13,2.8,1,0.22,2,0.43,1,0.22,0,0.0,0,0.0,2,0.43,0,0.0,10,2.16,7,1.51,20,4.31,19,4.09,21,4.53,11,2.37,14,3.02,17,3.66,28055
28,56,421,9,2.14,13,3.09,10,2.38,12,2.85,14,3.33,18,4.28,22,5.23,20,4.75,2,0.48,3,0.71,2,0.48,4,0.95,1,0.24,1,0.24,2,0.48,2,0.48,2,0.48,4,0.95,0,0.0,0,0.0,12,2.85,9,2.14,0,0.0,2,0.48,1,0.24,1,0.24,1,0.24,1,0.24,1,0.24,4,0.95,0,0.0,0,0.0,0,0.0,9,2.14,4,0.95,2,0.48,12,2.85,16,3.8,16,3.8,16,3.8,15,3.56,27,6.41,13,3.09,3,0.71,1,0.24,1,0.24,0,0.0,0,0.0,0,0.0,2,0.48,13,3.09,3,0.71,13,3.09,17,4.04,13,3.09,12,2.85,11,2.61,13,3.09,28056
28,57,452,10,2.21,13,2.88,9,1.99,10,2.21,11,2.43,9,1.99,12,2.65,15,3.32,1,0.22,3,0.66,2,0.44,2,0.44,1,0.22,0,0.0,3,0.66,3,0.66,1,0.22,5,1.11,0,0.0,2,0.44,9,1.99,5,1.11,0,0.0,1,0.22,4,0.88,1,0.22,1,0.22,1,0.22,2,0.44,6,1.33,3,0.66,3,0.66,3,0.66,6,1.33,5,1.11,6,1.33,24,5.31,22,4.87,31,6.86,25,5.53,23,5.09,24,5.31,20,4.42,1,0.22,2,0.44,2,0.44,3,0.66,0,0.0,0,0.0,1,0.22,10,2.21,8,1.77,10,2.21,13,2.88,14,3.1,9,1.99,8,1.77,12,2.65,28057
28,58,267,9,3.37,10,3.75,6,2.25,12,4.49,6,2.25,8,3.0,8,3.0,9,3.37,1,0.37,2,0.75,1,0.37,2,0.75,2,0.75,0,0.0,1,0.37,0,0.0,3,1.12,0,0.0,0,0.0,2,0.75,6,2.25,13,4.87,1,0.37,1,0.37,2,0.75,4,1.5,1,0.37,0,0.0,0,0.0,2,0.75,0,0.0,1,0.37,0,0.0,4,1.5,2,0.75,0,0.0,13,4.87,9,3.37,11,4.12,11,4.12,8,3.0,13,4.87,8,3.0,2,0.75,0,0.0,1,0.37,1,0.37,0,0.0,0,0.0,0,0.0,6,2.25,7,2.62,10,3.75,7,2.62,12,4.49,7,2.62,7,2.62,7,2.62,28058
28,59,480,16,3.33,18,3.75,11,2.29,11,2.29,12,2.5,7,1.46,5,1.04,12,2.5,7,1.46,7,1.46,6,1.25,12,2.5,6,1.25,5,1.04,8,1.67,7,1.46,3,0.63,4,0.83,2,0.42,1,0.21,20,4.17,7,1.46,2,0.42,4,0.83,3,0.63,2,0.42,6,1.25,3,0.63,0,0.0,2,0.42,0,0.0,0,0.0,0,0.0,9,1.88,3,0.63,0,0.0,16,3.33,22,4.58,22,4.58,26,5.42,22,4.58,28,5.83,19,3.96,1,0.21,2,0.42,2,0.42,3,0.63,1,0.21,1,0.21,1,0.21,3,0.63,12,2.5,5,1.04,20,4.17,7,1.46,15,3.13,3,0.63,9,1.88,28059
28,60,433,9,2.08,12,2.77,10,2.31,11,2.54,15,3.46,18,4.16,16,3.7,18,4.16,4,0.92,3,0.69,2,0.46,4,0.92,3,0.69,1,0.23,2,0.46,3,0.69,3,0.69,1,0.23,0,0.0,1,0.23,10,2.31,9,2.08,0,0.0,1,0.23,2,0.46,2,0.46,5,1.15,0,0.0,0,0.0,1,0.23,0,0.0,0,0.0,2,0.46,6,1.39,1,0.23,2,0.46,16,3.7,15,3.46,17,3.93,17,3.93,18,4.16,21,4.85,15,3.46,2,0.46,0,0.0,1,0.23,0,0.0,0,0.0,2,0.46,0,0.0,12,2.77,8,1.85,17,3.93,16,3.7,20,4.62,8,1.85,17,3.93,18,4.16,28060
28,61,216,8,3.7,6,2.78,4,1.85,3,1.39,4,1.85,5,2.31,5,2.31,4,1.85,3,1.39,0,0.0,2,0.93,1,0.46,2,0.93,0,0.0,1,0.46,2,0.93,5,2.31,2,0.93,0,0.0,0,0.0,4,1.85,4,1.85,0,0.0,3,1.39,0,0.0,1,0.46,2,0.93,0,0.0,1,0.46,0,0.0,0,0.0,0,0.0,1,0.46,3,1.39,2,0.93,1,0.46,12,5.56,13,6.02,14,6.48,13,6.02,11,5.09,16,7.41,11,5.09,0,0.0,0,0.0,1,0.46,0,0.0,1,0.46,0,0.0,0,0.0,1,0.46,3,1.39,7,3.24,8,3.7,8,3.7,3,1.39,2,0.93,3,1.39,28061
28,62,554,20,3.61,34,6.14,18,3.25,19,3.43,17,3.07,18,3.25,20,3.61,22,3.97,0,0.0,3,0.54,3,0.54,0,0.0,3,0.54,0,0.0,0,0.0,9,1.62,5,0.9,1,0.18,3,0.54,1,0.18,20,3.61,17,3.07,3,0.54,3,0.54,4,0.72,7,1.26,6,1.08,2,0.36,0,0.0,1,0.18,0,0.0,1,0.18,1,0.18,11,1.99,5,0.9,3,0.54,18,3.25,22,3.97,23,4.15,22,3.97,22,3.97,34,6.14,13,2.35,3,0.54,0,0.0,0,0.0,1,0.18,2,0.36,1,0.18,2,0.36,9,1.62,5,0.9,13,2.35,13,2.35,19,3.43,16,2.89,7,1.26,10,1.81,28062
28,63,468,19,4.06,24,5.13,10,2.14,14,2.99,17,3.63,13,2.78,16,3.42,14,2.99,4,0.85,5,1.07,3,0.64,1,0.21,2,0.43,1,0.21,3,0.64,7,1.5,4,0.85,2,0.43,0,0.0,4,0.85,19,4.06,8,1.71,0,0.0,1,0.21,1,0.21,3,0.64,4,0.85,0,0.0,2,0.43,5,1.07,1,0.21,2,0.43,6,1.28,7,1.5,6,1.28,1,0.21,9,1.92,12,2.56,9,1.92,12,2.56,7,1.5,22,4.7,8,1.71,4,0.85,2,0.43,1,0.21,4,0.85,1,0.21,5,1.07,3,0.64,12,2.56,6,1.28,16,3.42,22,4.7,24,5.13,16,3.42,15,3.21,19,4.06,28063
28,64,311,12,3.86,19,6.11,5,1.61,8,2.57,10,3.22,15,4.82,15,4.82,18,5.79,3,0.96,2,0.64,2,0.64,2,0.64,5,1.61,1,0.32,4,1.29,3,0.96,3,0.96,2,0.64,0,0.0,0,0.0,14,4.5,8,2.57,1,0.32,1,0.32,1,0.32,3,0.96,0,0.0,0,0.0,1,0.32,2,0.64,0,0.0,0,0.0,2,0.64,4,1.29,1,0.32,0,0.0,7,2.25,7,2.25,9,2.89,8,2.57,7,2.25,10,3.22,7,2.25,0,0.0,2,0.64,1,0.32,1,0.32,0,0.0,2,0.64,0,0.0,10,3.22,5,1.61,13,4.18,14,4.5,5,1.61,10,3.22,10,3.22,11,3.54,28064
28,65,693,15,2.16,25,3.61,13,1.88,15,2.16,22,3.17,11,1.59,17,2.45,14,2.02,4,0.58,0,0.0,2,0.29,4,0.58,3,0.43,2,0.29,4,0.58,8,1.15,5,0.72,7,1.01,3,0.43,6,0.87,19,2.74,22,3.17,5,0.72,4,0.58,9,1.3,7,1.01,8,1.15,4,0.58,5,0.72,7,1.01,4,0.58,2,0.29,3,0.43,18,2.6,6,0.87,6,0.87,22,3.17,34,4.91,21,3.03,27,3.9,27,3.9,35,5.05,23,3.32,4,0.58,2,0.29,1,0.14,2,0.29,1,0.14,4,0.58,1,0.14,14,2.02,12,1.73,19,2.74,23,3.32,43,6.2,19,2.74,12,1.73,15,2.16,28065
28,66,586,23,3.92,22,3.75,13,2.22,15,2.56,20,3.41,6,1.02,8,1.37,12,2.05,1,0.17,2,0.34,2,0.34,4,0.68,1,0.17,1,0.17,0,0.0,5,0.85,10,1.71,5,0.85,0,0.0,1,0.17,20,3.41,13,2.22,3,0.51,4,0.68,3,0.51,11,1.88,4,0.68,4,0.68,4,0.68,3,0.51,1,0.17,0,0.0,1,0.17,14,2.39,6,1.02,1,0.17,29,4.95,28,4.78,25,4.27,29,4.95,28,4.78,27,4.61,22,3.75,4,0.68,3,0.51,2,0.34,2,0.34,1,0.17,5,0.85,1,0.17,6,1.02,10,1.71,13,2.22,17,2.9,29,4.95,22,3.75,6,1.02,13,2.22,28066
28,67,277,14,5.05,22,7.94,5,1.81,3,1.08,9,3.25,7,2.53,16,5.78,9,3.25,0,0.0,2,0.72,1,0.36,4,1.44,1,0.36,2,0.72,1,0.36,4,1.44,5,1.81,2,0.72,0,0.0,2,0.72,13,4.69,5,1.81,1,0.36,0,0.0,2,0.72,4,1.44,2,0.72,1,0.36,1,0.36,3,1.08,0,0.0,0,0.0,1,0.36,7,2.53,2,0.72,4,1.44,7,2.53,5,1.81,6,2.17,4,1.44,5,1.81,10,3.61,3,1.08,2,0.72,1,0.36,0,0.0,0,0.0,0,0.0,1,0.36,0,0.0,5,1.81,8,2.89,7,2.53,13,4.69,13,4.69,11,3.97,5,1.81,11,3.97,28067
28,68,487,13,2.67,30,6.16,13,2.67,13,2.67,16,3.29,6,1.23,14,2.87,10,2.05,1,0.21,0,0.0,0,0.0,5,1.03,1,0.21,0,0.0,1,0.21,7,1.44,3,0.62,4,0.82,1,0.21,2,0.41,13,2.67,9,1.85,0,0.0,0,0.0,1,0.21,8,1.64,3,0.62,0,0.0,2,0.41,8,1.64,4,0.82,1,0.21,2,0.41,14,2.87,6,1.23,3,0.62,17,3.49,25,5.13,19,3.9,13,2.67,14,2.87,25,5.13,17,3.49,0,0.0,3,0.62,1,0.21,2,0.41,0,0.0,2,0.41,0,0.0,5,1.03,11,2.26,11,2.26,16,3.29,30,6.16,25,5.13,7,1.44,15,3.08,28068
28,69,151,4,2.65,4,2.65,3,1.99,6,3.97,2,1.32,3,1.99,3,1.99,4,2.65,2,1.32,1,0.66,1,0.66,3,1.99,2,1.32,2,1.32,3,1.99,2,1.32,1,0.66,1,0.66,1,0.66,3,1.99,1,0.66,1,0.66,1,0.66,0,0.0,0,0.0,0,0.0,4,2.65,3,1.99,0,0.0,0,0.0,1,0.66,0,0.0,0,0.0,2,1.32,0,0.0,0,0.0,9,5.96,8,5.3,10,6.62,7,4.64,12,7.95,10,6.62,7,4.64,1,0.66,0,0.0,1,0.66,1,0.66,0,0.0,2,1.32,1,0.66,0,0.0,1,0.66,2,1.32,3,1.99,2,1.32,1,0.66,0,0.0,2,1.32,28069
28,70,313,9,2.88,17,5.43,9,2.88,7,2.24,9,2.88,9,2.88,12,3.83,11,3.51,0,0.0,0,0.0,0,0.0,0,0.0,1,0.32,1,0.32,0,0.0,6,1.92,1,0.32,3,0.96,1,0.32,0,0.0,10,3.19,6,1.92,2,0.64,2,0.64,2,0.64,2,0.64,2,0.64,2,0.64,1,0.32,3,0.96,0,0.0,1,0.32,0,0.0,5,1.6,0,0.0,5,1.6,9,2.88,14,4.47,15,4.79,15,4.79,12,3.83,20,6.39,10,3.19,1,0.32,0,0.0,1,0.32,0,0.0,2,0.64,0,0.0,1,0.32,5,1.6,3,0.96,13,4.15,11,3.51,14,4.47,7,2.24,2,0.64,7,2.24,28070
28,71,406,8,1.97,25,6.16,8,1.97,7,1.72,9,2.22,8,1.97,14,3.45,16,3.94,7,1.72,3,0.74,0,0.0,0,0.0,3,0.74,0,0.0,2,0.49,6,1.48,1,0.25,4,0.99,2,0.49,1,0.25,9,2.22,11,2.71,3,0.74,1,0.25,4,0.99,7,1.72,3,0.74,2,0.49,2,0.49,6,1.48,0,0.0,2,0.49,1,0.25,7,1.72,0,0.0,0,0.0,16,3.94,22,5.42,15,3.69,14,3.45,15,3.69,21,5.17,10,2.46,1,0.25,1,0.25,3,0.74,5,1.23,2,0.49,3,0.74,3,0.74,5,1.23,8,1.97,11,2.71,16,3.94,12,2.96,14,3.45,5,1.23,8,1.97,28071
28,72,293,6,2.05,7,2.39,5,1.71,8,2.73,7,2.39,3,1.02,6,2.05,6,2.05,0,0.0,1,0.34,1,0.34,3,1.02,0,0.0,0,0.0,2,0.68,5,1.71,4,1.37,3,1.02,1,0.34,1,0.34,9,3.07,9,3.07,5,1.71,3,1.02,5,1.71,6,2.05,4,1.37,2,0.68,2,0.68,3,1.02,1,0.34,2,0.68,4,1.37,7,2.39,5,1.71,2,0.68,9,3.07,12,4.1,12,4.1,11,3.75,8,2.73,15,5.12,10,3.41,3,1.02,2,0.68,1,0.34,1,0.34,0,0.0,1,0.34,1,0.34,7,2.39,4,1.37,4,1.37,11,3.75,13,4.44,12,4.1,4,1.37,6,2.05,28072
28,73,230,4,1.74,8,3.48,4,1.74,9,3.91,5,2.17,5,2.17,4,1.74,4,1.74,0,0.0,3,1.3,2,0.87,1,0.43,2,0.87,2,0.87,3,1.3,0,0.0,2,0.87,1,0.43,2,0.87,11,4.78,3,1.3,4,1.74,2,0.87,1,0.43,1,0.43,1,0.43,9,3.91,3,1.3,5,2.17,0,0.0,1,0.43,0,0.0,0,0.0,3,1.3,0,0.0,2,0.87,13,5.65,10,4.35,14,6.09,12,5.22,12,5.22,13,5.65,9,3.91,0,0.0,0,0.0,1,0.43,0,0.0,1,0.43,0,0.0,0,0.0,3,1.3,2,0.87,6,2.61,4,1.74,1,0.43,8,3.48,2,0.87,2,0.87,28073
29,1,776,19,2.45,75,9.66,53,6.83,21,2.71,17,2.19,17,2.19,54,6.96,55,7.09,4,0.52,5,0.64,2,0.26,3,0.39,1,0.13,2,0.26,1,0.13,6,0.77,5,0.64,2,0.26,1,0.13,2,0.26,19,2.45,19,2.45,8,1.03,6,0.77,8,1.03,7,0.9,8,1.03,7,0.9,4,0.52,1,0.13,2,0.26,0,0.0,4,0.52,13,1.68,3,0.39,2,0.26,31,3.99,33,4.25,30,3.87,27,3.48,26,3.35,35,4.51,22,2.84,0,0.0,3,0.39,0,0.0,0,0.0,1,0.13,3,0.39,1,0.13,8,1.03,8,1.03,6,0.77,19,2.45,15,1.93,13,1.68,8,1.03,9,1.16,29001
29,3,1047,40,3.82,86,8.21,68,6.49,35,3.34,31,2.96,48,4.58,78,7.45,80,7.64,5,0.48,6,0.57,3,0.29,7,0.67,5,0.48,5,0.48,5,0.48,12,1.15,8,0.76,5,0.48,3,0.29,6,0.57,19,1.81,19,1.81,5,0.48,7,0.67,6,0.57,7,0.67,2,0.19,4,0.38,1,0.1,4,0.38,2,0.19,1,0.1,2,0.19,12,1.15,6,0.57,5,0.48,18,1.72,29,2.77,27,2.58,20,1.91,23,2.2,29,2.77,18,1.72,3,0.29,2,0.19,0,0.0,0,0.0,1,0.1,1,0.1,2,0.19,24,2.29,14,1.34,26,2.48,47,4.49,30,2.87,27,2.58,22,2.1,29,2.77,29003
29,4,718,20,2.79,74,10.31,42,5.85,20,2.79,23,3.2,19,2.65,48,6.69,48,6.69,3,0.42,4,0.56,1,0.14,9,1.25,4,0.56,1,0.14,2,0.28,6,0.84,6,0.84,8,1.11,0,0.0,3,0.42,12,1.67,13,1.81,1,0.14,3,0.42,1,0.14,4,0.56,2,0.28,2,0.28,2,0.28,5,0.7,0,0.0,0,0.0,1,0.14,16,2.23,2,0.28,3,0.42,18,2.51,27,3.76,22,3.06,21,2.92,21,2.92,23,3.2,14,1.95,0,0.0,2,0.28,2,0.28,2,0.28,0,0.0,2,0.28,0,0.0,19,2.65,7,0.97,22,3.06,21,2.92,23,3.2,17,2.37,13,1.81,15,2.09,29004
29,5,658,16,2.43,89,13.53,53,8.05,14,2.13,18,2.74,18,2.74,57,8.66,53,8.05,2,0.3,4,0.61,3,0.46,6,0.91,2,0.3,2,0.3,2,0.3,7,1.06,3,0.46,3,0.46,3,0.46,1,0.15,19,2.89,15,2.28,4,0.61,0,0.0,2,0.3,3,0.46,1,0.15,0,0.0,1,0.15,2,0.3,0,0.0,1,0.15,0,0.0,10,1.52,4,0.61,2,0.3,11,1.67,17,2.58,19,2.89,13,1.98,14,2.13,21,3.19,11,1.67,1,0.15,2,0.3,1,0.15,1,0.15,2,0.3,1,0.15,0,0.0,6,0.91,8,1.22,20,3.04,22,3.34,20,3.04,20,3.04,9,1.37,10,1.52,29005
29,8,507,12,2.37,57,11.24,28,5.52,10,1.97,9,1.78,19,3.75,33,6.51,38,7.5,0,0.0,3,0.59,0,0.0,4,0.79,1,0.2,1,0.2,2,0.39,4,0.79,2,0.39,2,0.39,3,0.59,1,0.2,13,2.56,8,1.58,2,0.39,1,0.2,3,0.59,2,0.39,2,0.39,1,0.2,3,0.59,2,0.39,0,0.0,0,0.0,0,0.0,9,1.78,2,0.39,1,0.2,15,2.96,19,3.75,18,3.55,15,2.96,17,3.35,19,3.75,12,2.37,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,2.56,4,0.79,22,4.34,18,3.55,5,0.99,15,2.96,12,2.37,12,2.37,29008
29,10,895,9,1.01,123,13.74,108,12.07,55,6.15,61,6.82,63,7.04,112,12.51,111,12.4,1,0.11,3,0.34,2,0.22,3,0.34,0,0.0,0,0.0,0,0.0,4,0.45,5,0.56,1,0.11,1,0.11,0,0.0,7,0.78,6,0.67,3,0.34,2,0.22,1,0.11,0,0.0,1,0.11,1,0.11,0,0.0,7,0.78,0,0.0,1,0.11,2,0.22,2,0.22,2,0.22,0,0.0,10,1.12,15,1.68,12,1.34,13,1.45,14,1.56,19,2.12,16,1.79,1,0.11,1,0.11,1,0.11,0,0.0,1,0.11,0,0.0,0,0.0,9,1.01,7,0.78,11,1.23,18,2.01,16,1.79,8,0.89,7,0.78,8,0.89,29010
