ward,precinct,total,Miguel Del Valle,Miguel Del Valle Percent,precinct_id
1,1,130,130,100.0,01001
1,2,127,127,100.0,01002
1,3,91,91,100.0,01003
1,4,128,128,100.0,01004
1,5,114,114,100.0,01005
1,8,1,1,100.0,01008
1,10,96,96,100.0,01010
1,11,140,140,100.0,01011
1,14,157,157,100.0,01014
1,15,87,87,100.0,01015
1,17,126,126,100.0,01017
1,18,109,109,100.0,01018
1,21,116,116,100.0,01021
1,22,124,124,100.0,01022
1,23,136,136,100.0,01023
1,25,96,96,100.0,01025
1,26,109,109,100.0,01026
1,27,115,115,100.0,01027
1,32,124,124,100.0,01032
1,33,136,136,100.0,01033
1,35,0,0,0.0,01035
1,36,119,119,100.0,01036
1,37,131,131,100.0,01037
1,40,43,43,100.0,01040
26,1,61,61,100.0,26001
26,2,73,73,100.0,26002
26,3,53,53,100.0,26003
26,4,73,73,100.0,26004
26,5,134,134,100.0,26005
26,6,62,62,100.0,26006
26,7,44,44,100.0,26007
26,9,57,57,100.0,26009
26,10,57,57,100.0,26010
26,11,80,80,100.0,26011
26,12,60,60,100.0,26012
26,13,105,105,100.0,26013
26,14,74,74,100.0,26014
26,15,57,57,100.0,26015
26,16,57,57,100.0,26016
26,18,57,57,100.0,26018
26,20,114,114,100.0,26020
26,21,90,90,100.0,26021
26,22,48,48,100.0,26022
26,23,66,66,100.0,26023
26,24,76,76,100.0,26024
26,25,55,55,100.0,26025
26,26,61,61,100.0,26026
26,27,56,56,100.0,26027
26,28,76,76,100.0,26028
26,29,83,83,100.0,26029
26,30,76,76,100.0,26030
26,31,89,89,100.0,26031
26,32,65,65,100.0,26032
26,35,69,69,100.0,26035
26,36,58,58,100.0,26036
26,37,35,35,100.0,26037
26,38,48,48,100.0,26038
26,39,75,75,100.0,26039
26,40,37,37,100.0,26040
26,41,63,63,100.0,26041
26,42,51,51,100.0,26042
26,43,88,88,100.0,26043
26,44,63,63,100.0,26044
26,45,70,70,100.0,26045
26,47,57,57,100.0,26047
26,48,101,101,100.0,26048
26,49,71,71,100.0,26049
26,50,42,42,100.0,26050
26,52,40,40,100.0,26052
26,53,66,66,100.0,26053
26,54,56,56,100.0,26054
26,55,63,63,100.0,26055
26,56,64,64,100.0,26056
26,57,48,48,100.0,26057
26,58,76,76,100.0,26058
26,59,129,129,100.0,26059
26,60,64,64,100.0,26060
26,61,45,45,100.0,26061
26,62,98,98,100.0,26062
26,63,31,31,100.0,26063
27,4,104,104,100.0,27004
27,10,129,129,100.0,27010
27,27,0,0,0.0,27027
27,32,104,104,100.0,27032
27,35,194,194,100.0,27035
27,38,99,99,100.0,27038
27,41,91,91,100.0,27041
27,56,73,73,100.0,27056
27,59,146,146,100.0,27059
29,2,94,94,100.0,29002
29,6,39,39,100.0,29006
29,7,82,82,100.0,29007
29,9,53,53,100.0,29009
29,24,42,42,100.0,29024
29,30,34,34,100.0,29030
29,32,97,97,100.0,29032
29,39,124,124,100.0,29039
29,52,108,108,100.0,29052
29,53,111,111,100.0,29053
29,54,87,87,100.0,29054
30,2,60,60,100.0,30002
30,4,105,105,100.0,30004
30,5,60,60,100.0,30005
30,6,65,65,100.0,30006
30,9,30,30,100.0,30009
30,10,111,111,100.0,30010
30,11,66,66,100.0,30011
30,12,70,70,100.0,30012
30,17,149,149,100.0,30017
30,18,28,28,100.0,30018
30,20,89,89,100.0,30020
30,21,71,71,100.0,30021
30,22,110,110,100.0,30022
30,23,90,90,100.0,30023
30,24,78,78,100.0,30024
30,26,64,64,100.0,30026
30,27,110,110,100.0,30027
30,28,81,81,100.0,30028
30,29,53,53,100.0,30029
30,31,74,74,100.0,30031
30,32,47,47,100.0,30032
30,33,101,101,100.0,30033
30,34,107,107,100.0,30034
30,35,72,72,100.0,30035
30,37,65,65,100.0,30037
30,40,85,85,100.0,30040
30,41,95,95,100.0,30041
31,3,68,68,100.0,31003
31,10,42,42,100.0,31010
31,12,61,61,100.0,31012
31,15,45,45,100.0,31015
31,17,74,74,100.0,31017
31,20,51,51,100.0,31020
31,21,102,102,100.0,31021
31,23,64,64,100.0,31023
31,24,81,81,100.0,31024
31,25,72,72,100.0,31025
31,27,60,60,100.0,31027
31,29,68,68,100.0,31029
31,34,63,63,100.0,31034
31,35,60,60,100.0,31035
31,36,98,98,100.0,31036
31,37,101,101,100.0,31037
31,39,74,74,100.0,31039
31,40,81,81,100.0,31040
31,42,89,89,100.0,31042
31,43,74,74,100.0,31043
31,44,68,68,100.0,31044
31,45,57,57,100.0,31045
31,51,68,68,100.0,31051
32,1,141,141,100.0,32001
32,3,108,108,100.0,32003
32,11,72,72,100.0,32011
32,12,87,87,100.0,32012
32,17,102,102,100.0,32017
32,46,2,2,100.0,32046
35,2,105,105,100.0,35002
35,14,0,0,0.0,35014
35,23,110,110,100.0,35023
35,32,91,91,100.0,35032
35,35,108,108,100.0,35035
36,1,119,119,100.0,36001
36,3,110,110,100.0,36003
36,4,52,52,100.0,36004
36,6,16,16,100.0,36006
36,36,117,117,100.0,36036
36,41,75,75,100.0,36041
36,51,189,189,100.0,36051
36,53,43,43,100.0,36053
37,1,81,81,100.0,37001
37,2,86,86,100.0,37002
37,11,54,54,100.0,37011
37,39,60,60,100.0,37039
37,42,33,33,100.0,37042
37,47,24,24,100.0,37047
37,50,107,107,100.0,37050
37,52,86,86,100.0,37052
38,16,133,133,100.0,38016
38,53,8,8,100.0,38053
