ward,precinct,total,Barack Obama,Barack Obama Percent,Daniel W. Hynes,Daniel W. Hynes Percent,Gery Chico,Gery Chico Percent,Maria Pappas,Maria Pappas Percent,M. Blair Hull,M. Blair Hull Percent,Joyce Washington,Joyce Washington Percent,Nancy Skinner,Nancy Skinner Percent,precinct_id
13,25,190,32,16.84,113,59.47,16,8.42,17,8.95,11,5.79,0,0.0,1,0.53,13025
13,26,145,36,24.83,59,40.69,25,17.24,13,8.97,11,7.59,0,0.0,1,0.69,13026
13,27,246,40,16.26,154,62.6,13,5.28,17,6.91,21,8.54,0,0.0,1,0.41,13027
13,28,177,37,20.9,94,53.11,29,16.38,6,3.39,9,5.08,1,0.56,1,0.56,13028
13,29,217,28,12.9,128,58.99,17,7.83,18,8.29,22,10.14,1,0.46,3,1.38,13029
13,30,161,23,14.29,78,48.45,38,23.6,11,6.83,10,6.21,0,0.0,1,0.62,13030
13,31,192,29,15.1,102,53.13,38,19.79,10,5.21,10,5.21,0,0.0,3,1.56,13031
13,32,239,190,79.5,27,11.3,6,2.51,9,3.77,5,2.09,2,0.84,0,0.0,13032
13,33,154,18,11.69,84,54.55,20,12.99,16,10.39,12,7.79,0,0.0,4,2.6,13033
13,34,219,30,13.7,149,68.04,20,9.13,14,6.39,4,1.83,1,0.46,1,0.46,13034
13,35,264,37,14.02,186,70.45,20,7.58,10,3.79,8,3.03,1,0.38,2,0.76,13035
13,36,126,10,7.94,80,63.49,17,13.49,11,8.73,6,4.76,0,0.0,2,1.59,13036
13,37,151,24,15.89,88,58.28,24,15.89,11,7.28,3,1.99,1,0.66,0,0.0,13037
13,38,264,30,11.36,178,67.42,16,6.06,23,8.71,11,4.17,2,0.76,4,1.52,13038
13,39,190,24,12.63,116,61.05,25,13.16,17,8.95,7,3.68,0,0.0,1,0.53,13039
13,40,164,24,14.63,99,60.37,21,12.8,10,6.1,9,5.49,0,0.0,1,0.61,13040
13,41,209,31,14.83,128,61.24,28,13.4,16,7.66,4,1.91,1,0.48,1,0.48,13041
13,42,277,46,16.61,169,61.01,19,6.86,22,7.94,16,5.78,1,0.36,4,1.44,13042
13,43,183,28,15.3,126,68.85,15,8.2,9,4.92,4,2.19,1,0.55,0,0.0,13043
13,44,344,25,7.27,287,83.43,21,6.1,5,1.45,6,1.74,0,0.0,0,0.0,13044
13,45,354,26,7.34,279,78.81,20,5.65,15,4.24,9,2.54,2,0.56,3,0.85,13045
13,46,207,17,8.21,150,72.46,23,11.11,9,4.35,7,3.38,0,0.0,1,0.48,13046
13,47,176,27,15.34,102,57.95,27,15.34,14,7.95,4,2.27,1,0.57,1,0.57,13047
13,48,247,46,18.62,150,60.73,19,7.69,11,4.45,16,6.48,2,0.81,3,1.21,13048
13,49,285,30,10.53,222,77.89,8,2.81,15,5.26,8,2.81,1,0.35,1,0.35,13049
13,50,274,23,8.39,207,75.55,26,9.49,8,2.92,7,2.55,2,0.73,1,0.36,13050
13,51,162,21,12.96,93,57.41,18,11.11,16,9.88,13,8.02,1,0.62,0,0.0,13051
13,52,210,34,16.19,128,60.95,18,8.57,19,9.05,8,3.81,0,0.0,3,1.43,13052
13,53,257,111,43.19,110,42.8,15,5.84,14,5.45,7,2.72,0,0.0,0,0.0,13053
13,54,219,34,15.53,133,60.73,29,13.24,13,5.94,9,4.11,0,0.0,1,0.46,13054
14,1,132,11,8.33,16,12.12,99,75.0,2,1.52,4,3.03,0,0.0,0,0.0,14001
14,2,122,27,22.13,22,18.03,46,37.7,16,13.11,9,7.38,0,0.0,2,1.64,14002
14,3,183,24,13.11,21,11.48,103,56.28,19,10.38,14,7.65,2,1.09,0,0.0,14003
14,4,102,18,17.65,11,10.78,57,55.88,8,7.84,8,7.84,0,0.0,0,0.0,14004
14,5,207,42,20.29,11,5.31,132,63.77,14,6.76,7,3.38,0,0.0,1,0.48,14005
14,6,138,26,18.84,21,15.22,70,50.72,13,9.42,6,4.35,2,1.45,0,0.0,14006
14,7,150,26,17.33,21,14.0,76,50.67,16,10.67,11,7.33,0,0.0,0,0.0,14007
14,8,101,12,11.88,16,15.84,52,51.49,10,9.9,11,10.89,0,0.0,0,0.0,14008
14,9,164,16,9.76,18,10.98,103,62.8,17,10.37,10,6.1,0,0.0,0,0.0,14009
14,10,147,20,13.61,11,7.48,87,59.18,14,9.52,14,9.52,1,0.68,0,0.0,14010
14,11,124,15,12.1,16,12.9,84,67.74,4,3.23,5,4.03,0,0.0,0,0.0,14011
14,12,117,11,9.4,5,4.27,83,70.94,7,5.98,10,8.55,0,0.0,1,0.85,14012
14,13,152,26,17.11,23,15.13,73,48.03,16,10.53,14,9.21,0,0.0,0,0.0,14013
14,14,91,12,13.19,8,8.79,57,62.64,8,8.79,5,5.49,1,1.1,0,0.0,14014
14,15,235,7,2.98,7,2.98,208,88.51,9,3.83,3,1.28,1,0.43,0,0.0,14015
14,16,151,19,12.58,25,16.56,61,40.4,27,17.88,18,11.92,0,0.0,1,0.66,14016
14,17,185,16,8.65,10,5.41,138,74.59,16,8.65,5,2.7,0,0.0,0,0.0,14017
14,18,115,23,20.0,18,15.65,45,39.13,18,15.65,9,7.83,1,0.87,1,0.87,14018
14,19,229,23,10.04,21,9.17,157,68.56,13,5.68,15,6.55,0,0.0,0,0.0,14019
14,20,126,24,19.05,12,9.52,67,53.17,11,8.73,11,8.73,0,0.0,1,0.79,14020
14,21,170,13,7.65,16,9.41,120,70.59,11,6.47,10,5.88,0,0.0,0,0.0,14021
14,22,146,11,7.53,17,11.64,90,61.64,17,11.64,8,5.48,1,0.68,2,1.37,14022
14,23,122,5,4.1,14,11.48,87,71.31,5,4.1,9,7.38,2,1.64,0,0.0,14023
14,24,123,15,12.2,11,8.94,88,71.54,6,4.88,3,2.44,0,0.0,0,0.0,14024
14,25,158,31,19.62,40,25.32,58,36.71,14,8.86,14,8.86,0,0.0,1,0.63,14025
14,26,91,18,19.78,13,14.29,47,51.65,5,5.49,8,8.79,0,0.0,0,0.0,14026
14,27,93,11,11.83,15,16.13,44,47.31,10,10.75,11,11.83,1,1.08,1,1.08,14027
14,28,143,20,13.99,24,16.78,60,41.96,24,16.78,13,9.09,1,0.7,1,0.7,14028
14,29,186,28,15.05,9,4.84,122,65.59,14,7.53,11,5.91,1,0.54,1,0.54,14029
14,30,118,12,10.17,12,10.17,73,61.86,13,11.02,7,5.93,1,0.85,0,0.0,14030
14,31,187,14,7.49,19,10.16,134,71.66,9,4.81,10,5.35,0,0.0,1,0.53,14031
14,32,96,18,18.75,5,5.21,55,57.29,6,6.25,11,11.46,1,1.04,0,0.0,14032
14,33,137,10,7.3,8,5.84,99,72.26,12,8.76,7,5.11,0,0.0,1,0.73,14033
14,34,146,11,7.53,11,7.53,108,73.97,8,5.48,8,5.48,0,0.0,0,0.0,14034
14,35,73,13,17.81,12,16.44,28,38.36,11,15.07,6,8.22,2,2.74,1,1.37,14035
14,36,182,21,11.54,19,10.44,113,62.09,20,10.99,6,3.3,0,0.0,3,1.65,14036
14,37,122,14,11.48,13,10.66,73,59.84,11,9.02,10,8.2,0,0.0,1,0.82,14037
15,1,117,58,49.57,12,10.26,27,23.08,11,9.4,7,5.98,2,1.71,0,0.0,15001
15,2,145,117,80.69,3,2.07,0,0.0,8,5.52,12,8.28,4,2.76,1,0.69,15002
15,3,144,116,80.56,3,2.08,6,4.17,7,4.86,6,4.17,5,3.47,1,0.69,15003
15,4,131,106,80.92,4,3.05,3,2.29,7,5.34,6,4.58,4,3.05,1,0.76,15004
15,5,137,115,83.94,3,2.19,0,0.0,5,3.65,12,8.76,2,1.46,0,0.0,15005
15,6,136,102,75.0,10,7.35,17,12.5,3,2.21,4,2.94,0,0.0,0,0.0,15006
15,7,152,128,84.21,2,1.32,0,0.0,8,5.26,4,2.63,9,5.92,1,0.66,15007
15,8,204,171,83.82,6,2.94,4,1.96,6,2.94,11,5.39,6,2.94,0,0.0,15008
15,9,160,134,83.75,9,5.63,2,1.25,8,5.0,6,3.75,0,0.0,1,0.63,15009
15,10,106,20,18.87,15,14.15,50,47.17,6,5.66,14,13.21,0,0.0,1,0.94,15010
15,11,180,159,88.33,2,1.11,4,2.22,6,3.33,5,2.78,3,1.67,1,0.56,15011
15,12,128,118,92.19,2,1.56,0,0.0,1,0.78,3,2.34,4,3.13,0,0.0,15012
15,13,81,51,62.96,3,3.7,15,18.52,4,4.94,7,8.64,1,1.23,0,0.0,15013
15,14,177,52,29.38,24,13.56,77,43.5,13,7.34,11,6.21,0,0.0,0,0.0,15014
15,15,106,52,49.06,24,22.64,15,14.15,4,3.77,8,7.55,2,1.89,1,0.94,15015
15,16,82,25,30.49,9,10.98,35,42.68,9,10.98,3,3.66,1,1.22,0,0.0,15016
15,17,133,111,83.46,1,0.75,2,1.5,4,3.01,8,6.02,5,3.76,2,1.5,15017
15,18,135,116,85.93,6,4.44,2,1.48,2,1.48,4,2.96,5,3.7,0,0.0,15018
15,19,153,121,79.08,4,2.61,4,2.61,2,1.31,14,9.15,8,5.23,0,0.0,15019
15,20,163,136,83.44,2,1.23,1,0.61,3,1.84,12,7.36,8,4.91,1,0.61,15020
15,21,157,134,85.35,4,2.55,3,1.91,2,1.27,8,5.1,6,3.82,0,0.0,15021
15,22,165,124,75.15,11,6.67,12,7.27,7,4.24,9,5.45,2,1.21,0,0.0,15022
15,23,121,110,90.91,2,1.65,0,0.0,4,3.31,3,2.48,2,1.65,0,0.0,15023
15,24,124,93,75.0,3,2.42,7,5.65,7,5.65,12,9.68,1,0.81,1,0.81,15024
15,25,119,71,59.66,6,5.04,33,27.73,3,2.52,6,5.04,0,0.0,0,0.0,15025
15,26,134,121,90.3,4,2.99,0,0.0,3,2.24,4,2.99,2,1.49,0,0.0,15026
15,27,117,99,84.62,2,1.71,7,5.98,3,2.56,2,1.71,2,1.71,2,1.71,15027
15,28,145,39,26.9,26,17.93,46,31.72,11,7.59,22,15.17,0,0.0,1,0.69,15028
15,29,61,53,86.89,1,1.64,0,0.0,1,1.64,3,4.92,2,3.28,1,1.64,15029
15,30,183,161,87.98,4,2.19,1,0.55,3,1.64,11,6.01,3,1.64,0,0.0,15030
15,31,115,91,79.13,5,4.35,0,0.0,6,5.22,4,3.48,8,6.96,1,0.87,15031
15,32,152,101,66.45,6,3.95,26,17.11,12,7.89,4,2.63,3,1.97,0,0.0,15032
15,33,123,113,91.87,2,1.63,1,0.81,1,0.81,4,3.25,2,1.63,0,0.0,15033
15,34,115,98,85.22,2,1.74,1,0.87,0,0.0,8,6.96,5,4.35,1,0.87,15034
15,35,149,129,86.58,1,0.67,2,1.34,3,2.01,10,6.71,3,2.01,1,0.67,15035
15,36,115,96,83.48,4,3.48,2,1.74,3,2.61,3,2.61,7,6.09,0,0.0,15036
15,37,129,111,86.05,4,3.1,0,0.0,4,3.1,9,6.98,1,0.78,0,0.0,15037
15,38,142,120,84.51,7,4.93,4,2.82,4,2.82,4,2.82,3,2.11,0,0.0,15038
15,39,152,130,85.53,5,3.29,0,0.0,2,1.32,12,7.89,3,1.97,0,0.0,15039
15,40,156,130,83.33,7,4.49,0,0.0,4,2.56,7,4.49,8,5.13,0,0.0,15040
15,41,208,189,90.87,7,3.37,0,0.0,7,3.37,5,2.4,0,0.0,0,0.0,15041
15,42,97,84,86.6,3,3.09,0,0.0,3,3.09,2,2.06,4,4.12,1,1.03,15042
15,43,135,112,82.96,2,1.48,1,0.74,3,2.22,12,8.89,4,2.96,1,0.74,15043
15,44,151,88,58.28,14,9.27,28,18.54,7,4.64,10,6.62,2,1.32,2,1.32,15044
15,45,63,46,73.02,1,1.59,10,15.87,3,4.76,1,1.59,2,3.17,0,0.0,15045
15,46,157,130,82.8,8,5.1,4,2.55,3,1.91,7,4.46,5,3.18,0,0.0,15046
15,47,181,156,86.19,4,2.21,1,0.55,5,2.76,10,5.52,4,2.21,1,0.55,15047
15,48,114,97,85.09,5,4.39,3,2.63,1,0.88,5,4.39,2,1.75,1,0.88,15048
15,49,81,48,59.26,7,8.64,11,13.58,4,4.94,8,9.88,3,3.7,0,0.0,15049
15,50,124,101,81.45,3,2.42,2,1.61,6,4.84,6,4.84,6,4.84,0,0.0,15050
15,51,119,99,83.19,3,2.52,0,0.0,4,3.36,4,3.36,9,7.56,0,0.0,15051
15,52,94,75,79.79,3,3.19,0,0.0,1,1.06,8,8.51,6,6.38,1,1.06,15052
16,1,72,48,66.67,1,1.39,10,13.89,2,2.78,7,9.72,4,5.56,0,0.0,16001
16,2,114,92,80.7,4,3.51,3,2.63,6,5.26,7,6.14,1,0.88,1,0.88,16002
16,3,136,109,80.15,2,1.47,1,0.74,6,4.41,12,8.82,6,4.41,0,0.0,16003
16,4,119,59,49.58,11,9.24,28,23.53,3,2.52,13,10.92,4,3.36,1,0.84,16004
16,5,174,134,77.01,7,4.02,3,1.72,3,1.72,25,14.37,2,1.15,0,0.0,16005
16,6,49,40,81.63,2,4.08,0,0.0,3,6.12,4,8.16,0,0.0,0,0.0,16006
16,7,106,81,76.42,3,2.83,6,5.66,5,4.72,10,9.43,1,0.94,0,0.0,16007
16,8,114,75,65.79,11,9.65,8,7.02,5,4.39,11,9.65,4,3.51,0,0.0,16008
16,9,205,170,82.93,2,0.98,1,0.49,5,2.44,20,9.76,7,3.41,0,0.0,16009
16,10,107,84,78.5,3,2.8,0,0.0,1,0.93,17,15.89,2,1.87,0,0.0,16010
16,11,146,99,67.81,5,3.42,18,12.33,9,6.16,12,8.22,3,2.05,0,0.0,16011
16,12,105,88,83.81,6,5.71,3,2.86,2,1.9,4,3.81,1,0.95,1,0.95,16012
16,13,93,37,39.78,9,9.68,29,31.18,10,10.75,6,6.45,2,2.15,0,0.0,16013
16,14,157,120,76.43,7,4.46,1,0.64,1,0.64,22,14.01,6,3.82,0,0.0,16014
16,15,183,150,81.97,6,3.28,0,0.0,4,2.19,16,8.74,7,3.83,0,0.0,16015
16,16,146,111,76.03,10,6.85,1,0.68,5,3.42,13,8.9,5,3.42,1,0.68,16016
16,17,174,28,16.09,19,10.92,78,44.83,19,10.92,29,16.67,0,0.0,1,0.57,16017
16,18,145,121,83.45,6,4.14,0,0.0,1,0.69,11,7.59,6,4.14,0,0.0,16018
16,19,115,99,86.09,2,1.74,3,2.61,2,1.74,6,5.22,2,1.74,1,0.87,16019
16,20,170,134,78.82,2,1.18,0,0.0,6,3.53,18,10.59,10,5.88,0,0.0,16020
16,21,110,21,19.09,5,4.55,44,40.0,13,11.82,27,24.55,0,0.0,0,0.0,16021
16,22,132,114,86.36,1,0.76,1,0.76,0,0.0,12,9.09,2,1.52,2,1.52,16022
16,23,121,63,52.07,8,6.61,34,28.1,6,4.96,9,7.44,1,0.83,0,0.0,16023
16,24,73,61,83.56,2,2.74,0,0.0,1,1.37,7,9.59,2,2.74,0,0.0,16024
16,25,115,75,65.22,3,2.61,1,0.87,3,2.61,30,26.09,3,2.61,0,0.0,16025
16,26,153,126,82.35,6,3.92,1,0.65,3,1.96,12,7.84,5,3.27,0,0.0,16026
16,27,175,148,84.57,3,1.71,0,0.0,5,2.86,13,7.43,4,2.29,2,1.14,16027
16,28,207,158,76.33,6,2.9,1,0.48,7,3.38,28,13.53,7,3.38,0,0.0,16028
16,29,80,65,81.25,2,2.5,1,1.25,0,0.0,9,11.25,3,3.75,0,0.0,16029
16,30,86,69,80.23,4,4.65,1,1.16,3,3.49,7,8.14,2,2.33,0,0.0,16030
16,31,184,140,76.09,3,1.63,0,0.0,2,1.09,32,17.39,7,3.8,0,0.0,16031
16,32,101,30,29.7,14,13.86,38,37.62,6,5.94,12,11.88,0,0.0,1,0.99,16032
16,33,133,108,81.2,8,6.02,0,0.0,1,0.75,8,6.02,8,6.02,0,0.0,16033
16,34,147,128,87.07,2,1.36,1,0.68,3,2.04,11,7.48,2,1.36,0,0.0,16034
16,35,109,33,30.28,9,8.26,45,41.28,13,11.93,8,7.34,0,0.0,1,0.92,16035
16,36,146,121,82.88,6,4.11,1,0.68,4,2.74,13,8.9,1,0.68,0,0.0,16036
16,37,102,79,77.45,5,4.9,0,0.0,4,3.92,12,11.76,2,1.96,0,0.0,16037
16,38,170,138,81.18,5,2.94,4,2.35,1,0.59,16,9.41,5,2.94,1,0.59,16038
16,39,57,15,26.32,5,8.77,22,38.6,8,14.04,7,12.28,0,0.0,0,0.0,16039
16,40,192,150,78.13,3,1.56,1,0.52,3,1.56,25,13.02,10,5.21,0,0.0,16040
16,41,72,62,86.11,3,4.17,0,0.0,0,0.0,1,1.39,4,5.56,2,2.78,16041
16,42,65,20,30.77,5,7.69,30,46.15,2,3.08,8,12.31,0,0.0,0,0.0,16042
16,43,164,137,83.54,4,2.44,1,0.61,3,1.83,13,7.93,6,3.66,0,0.0,16043
16,44,125,79,63.2,8,6.4,15,12.0,3,2.4,17,13.6,3,2.4,0,0.0,16044
16,45,102,90,88.24,1,0.98,0,0.0,2,1.96,6,5.88,3,2.94,0,0.0,16045
16,46,45,30,66.67,5,11.11,2,4.44,2,4.44,3,6.67,3,6.67,0,0.0,16046
16,47,52,37,71.15,1,1.92,5,9.62,1,1.92,5,9.62,3,5.77,0,0.0,16047
17,1,140,122,87.14,3,2.14,3,2.14,2,1.43,6,4.29,4,2.86,0,0.0,17001
17,2,163,148,90.8,4,2.45,2,1.23,4,2.45,2,1.23,2,1.23,1,0.61,17002
17,3,145,127,87.59,0,0.0,0,0.0,8,5.52,7,4.83,3,2.07,0,0.0,17003
17,4,274,251,91.61,3,1.09,2,0.73,7,2.55,7,2.55,4,1.46,0,0.0,17004
17,5,180,168,93.33,3,1.67,1,0.56,2,1.11,4,2.22,1,0.56,1,0.56,17005
17,6,174,158,90.8,4,2.3,0,0.0,1,0.57,7,4.02,4,2.3,0,0.0,17006
17,7,250,220,88.0,7,2.8,1,0.4,6,2.4,6,2.4,10,4.0,0,0.0,17007
17,8,162,135,83.33,5,3.09,2,1.23,5,3.09,14,8.64,1,0.62,0,0.0,17008
17,9,124,112,90.32,3,2.42,0,0.0,1,0.81,4,3.23,2,1.61,2,1.61,17009
17,10,204,186,91.18,4,1.96,3,1.47,3,1.47,7,3.43,0,0.0,1,0.49,17010
17,11,220,194,88.18,5,2.27,2,0.91,8,3.64,7,3.18,3,1.36,1,0.45,17011
17,12,230,210,91.3,3,1.3,1,0.43,7,3.04,5,2.17,4,1.74,0,0.0,17012
17,13,159,140,88.05,2,1.26,1,0.63,3,1.89,5,3.14,8,5.03,0,0.0,17013
17,14,175,153,87.43,2,1.14,1,0.57,7,4.0,9,5.14,2,1.14,1,0.57,17014
17,15,153,137,89.54,2,1.31,1,0.65,2,1.31,10,6.54,1,0.65,0,0.0,17015
17,16,176,158,89.77,3,1.7,1,0.57,1,0.57,9,5.11,4,2.27,0,0.0,17016
17,17,137,127,92.7,0,0.0,0,0.0,4,2.92,5,3.65,1,0.73,0,0.0,17017
17,18,190,178,93.68,5,2.63,1,0.53,0,0.0,4,2.11,2,1.05,0,0.0,17018
17,19,79,68,86.08,0,0.0,0,0.0,2,2.53,6,7.59,2,2.53,1,1.27,17019
17,20,204,176,86.27,4,1.96,2,0.98,3,1.47,11,5.39,5,2.45,3,1.47,17020
17,21,293,284,96.93,3,1.02,0,0.0,3,1.02,1,0.34,2,0.68,0,0.0,17021
17,22,190,170,89.47,4,2.11,1,0.53,2,1.05,9,4.74,4,2.11,0,0.0,17022
17,23,143,129,90.21,8,5.59,0,0.0,4,2.8,1,0.7,1,0.7,0,0.0,17023
17,24,182,167,91.76,5,2.75,2,1.1,4,2.2,2,1.1,2,1.1,0,0.0,17024
17,25,107,96,89.72,2,1.87,0,0.0,2,1.87,4,3.74,3,2.8,0,0.0,17025
17,26,241,217,90.04,6,2.49,1,0.41,4,1.66,8,3.32,5,2.07,0,0.0,17026
17,27,259,216,83.4,8,3.09,2,0.77,4,1.54,21,8.11,7,2.7,1,0.39,17027
17,28,164,142,86.59,5,3.05,3,1.83,2,1.22,6,3.66,6,3.66,0,0.0,17028
17,29,208,196,94.23,3,1.44,0,0.0,3,1.44,1,0.48,3,1.44,2,0.96,17029
17,30,204,182,89.22,7,3.43,1,0.49,3,1.47,6,2.94,5,2.45,0,0.0,17030
17,31,183,161,87.98,3,1.64,1,0.55,4,2.19,9,4.92,5,2.73,0,0.0,17031
17,32,202,181,89.6,3,1.49,1,0.5,7,3.47,9,4.46,1,0.5,0,0.0,17032
17,33,147,131,89.12,4,2.72,3,2.04,5,3.4,4,2.72,0,0.0,0,0.0,17033
17,34,175,151,86.29,7,4.0,0,0.0,3,1.71,9,5.14,4,2.29,1,0.57,17034
17,35,127,118,92.91,3,2.36,0,0.0,2,1.57,2,1.57,2,1.57,0,0.0,17035
17,36,111,100,90.09,3,2.7,0,0.0,3,2.7,3,2.7,2,1.8,0,0.0,17036
17,37,171,163,95.32,0,0.0,1,0.58,3,1.75,4,2.34,0,0.0,0,0.0,17037
17,38,175,155,88.57,4,2.29,3,1.71,4,2.29,6,3.43,3,1.71,0,0.0,17038
17,39,158,139,87.97,2,1.27,1,0.63,6,3.8,8,5.06,2,1.27,0,0.0,17039
17,40,145,119,82.07,9,6.21,1,0.69,6,4.14,6,4.14,4,2.76,0,0.0,17040
17,41,170,149,87.65,5,2.94,0,0.0,5,2.94,6,3.53,4,2.35,1,0.59,17041
17,42,155,140,90.32,2,1.29,1,0.65,3,1.94,5,3.23,3,1.94,1,0.65,17042
17,43,175,153,87.43,3,1.71,1,0.57,7,4.0,5,2.86,6,3.43,0,0.0,17043
17,44,164,150,91.46,3,1.83,1,0.61,4,2.44,3,1.83,1,0.61,2,1.22,17044
17,45,132,118,89.39,2,1.52,1,0.76,5,3.79,3,2.27,3,2.27,0,0.0,17045
17,46,198,175,88.38,4,2.02,0,0.0,9,4.55,7,3.54,2,1.01,1,0.51,17046
17,47,111,95,85.59,3,2.7,1,0.9,5,4.5,2,1.8,4,3.6,1,0.9,17047
17,48,200,171,85.5,6,3.0,1,0.5,2,1.0,14,7.0,5,2.5,1,0.5,17048
17,49,174,160,91.95,6,3.45,1,0.57,5,2.87,2,1.15,0,0.0,0,0.0,17049
17,50,190,177,93.16,2,1.05,1,0.53,1,0.53,4,2.11,4,2.11,1,0.53,17050
17,51,221,203,91.86,4,1.81,1,0.45,3,1.36,9,4.07,1,0.45,0,0.0,17051
17,52,254,234,92.13,3,1.18,1,0.39,6,2.36,7,2.76,3,1.18,0,0.0,17052
17,53,171,150,87.72,4,2.34,3,1.75,3,1.75,5,2.92,6,3.51,0,0.0,17053
17,54,231,214,92.64,4,1.73,0,0.0,2,0.87,7,3.03,4,1.73,0,0.0,17054
17,55,156,136,87.18,6,3.85,0,0.0,0,0.0,6,3.85,7,4.49,1,0.64,17055
17,56,194,170,87.63,1,0.52,1,0.52,4,2.06,12,6.19,6,3.09,0,0.0,17056
17,57,239,214,89.54,4,1.67,1,0.42,6,2.51,9,3.77,4,1.67,1,0.42,17057
17,58,163,145,88.96,1,0.61,3,1.84,5,3.07,5,3.07,2,1.23,2,1.23,17058
17,59,124,112,90.32,3,2.42,0,0.0,0,0.0,5,4.03,4,3.23,0,0.0,17059
17,60,234,210,89.74,5,2.14,4,1.71,1,0.43,6,2.56,6,2.56,2,0.85,17060
17,61,134,119,88.81,1,0.75,1,0.75,2,1.49,9,6.72,2,1.49,0,0.0,17061
17,62,164,148,90.24,1,0.61,1,0.61,3,1.83,6,3.66,5,3.05,0,0.0,17062
17,63,146,129,88.36,2,1.37,2,1.37,3,2.05,4,2.74,6,4.11,0,0.0,17063
17,64,151,132,87.42,4,2.65,1,0.66,5,3.31,5,3.31,3,1.99,1,0.66,17064
18,1,164,96,58.54,50,30.49,8,4.88,6,3.66,1,0.61,3,1.83,0,0.0,18001
18,2,223,181,81.17,23,10.31,4,1.79,7,3.14,2,0.9,5,2.24,1,0.45,18002
18,3,203,41,20.2,121,59.61,14,6.9,21,10.34,6,2.96,0,0.0,0,0.0,18003
18,4,259,237,91.51,16,6.18,0,0.0,2,0.77,2,0.77,2,0.77,0,0.0,18004
18,5,227,204,89.87,10,4.41,1,0.44,3,1.32,5,2.2,3,1.32,1,0.44,18005
18,6,177,54,30.51,90,50.85,20,11.3,9,5.08,2,1.13,1,0.56,1,0.56,18006
18,7,205,134,65.37,43,20.98,5,2.44,16,7.8,7,3.41,0,0.0,0,0.0,18007
18,8,112,96,85.71,11,9.82,2,1.79,2,1.79,1,0.89,0,0.0,0,0.0,18008
18,9,254,193,75.98,31,12.2,2,0.79,14,5.51,6,2.36,6,2.36,2,0.79,18009
18,10,337,296,87.83,20,5.93,2,0.59,9,2.67,6,1.78,2,0.59,2,0.59,18010
18,11,206,112,54.37,62,30.1,11,5.34,10,4.85,9,4.37,1,0.49,1,0.49,18011
18,12,308,261,84.74,33,10.71,2,0.65,4,1.3,7,2.27,1,0.32,0,0.0,18012
18,13,246,203,82.52,26,10.57,4,1.63,6,2.44,3,1.22,4,1.63,0,0.0,18013
18,14,290,260,89.66,13,4.48,1,0.34,4,1.38,6,2.07,5,1.72,1,0.34,18014
18,15,143,51,35.66,57,39.86,8,5.59,12,8.39,13,9.09,2,1.4,0,0.0,18015
18,16,254,221,87.01,17,6.69,2,0.79,4,1.57,4,1.57,6,2.36,0,0.0,18016
18,17,213,131,61.5,51,23.94,13,6.1,8,3.76,6,2.82,4,1.88,0,0.0,18017
18,18,271,216,79.7,25,9.23,4,1.48,2,0.74,12,4.43,11,4.06,1,0.37,18018
18,19,202,177,87.62,7,3.47,1,0.5,5,2.48,3,1.49,6,2.97,3,1.49,18019
18,20,252,226,89.68,20,7.94,1,0.4,1,0.4,2,0.79,1,0.4,1,0.4,18020
18,21,311,254,81.67,39,12.54,3,0.96,10,3.22,2,0.64,3,0.96,0,0.0,18021
18,22,277,245,88.45,17,6.14,2,0.72,4,1.44,8,2.89,1,0.36,0,0.0,18022
18,23,243,194,79.84,29,11.93,6,2.47,6,2.47,7,2.88,1,0.41,0,0.0,18023
18,24,306,288,94.12,9,2.94,0,0.0,4,1.31,0,0.0,4,1.31,1,0.33,18024
18,25,251,233,92.83,5,1.99,1,0.4,5,1.99,3,1.2,4,1.59,0,0.0,18025
18,26,209,188,89.95,9,4.31,0,0.0,4,1.91,8,3.83,0,0.0,0,0.0,18026
18,27,229,191,83.41,14,6.11,9,3.93,8,3.49,6,2.62,1,0.44,0,0.0,18027
18,28,276,37,13.41,191,69.2,12,4.35,24,8.7,11,3.99,0,0.0,1,0.36,18028
18,29,223,138,61.88,50,22.42,11,4.93,13,5.83,7,3.14,4,1.79,0,0.0,18029
18,30,198,182,91.92,6,3.03,0,0.0,5,2.53,4,2.02,1,0.51,0,0.0,18030
18,31,208,152,73.08,22,10.58,12,5.77,10,4.81,8,3.85,4,1.92,0,0.0,18031
18,32,263,240,91.25,9,3.42,0,0.0,4,1.52,5,1.9,4,1.52,1,0.38,18032
18,33,187,165,88.24,2,1.07,1,0.53,10,5.35,7,3.74,2,1.07,0,0.0,18033
18,34,315,269,85.4,23,7.3,1,0.32,5,1.59,10,3.17,5,1.59,2,0.63,18034
18,35,281,237,84.34,28,9.96,6,2.14,7,2.49,1,0.36,2,0.71,0,0.0,18035
18,36,166,95,57.23,50,30.12,4,2.41,10,6.02,6,3.61,0,0.0,1,0.6,18036
18,37,195,169,86.67,14,7.18,5,2.56,2,1.03,3,1.54,2,1.03,0,0.0,18037
18,38,299,275,91.97,12,4.01,2,0.67,5,1.67,4,1.34,1,0.33,0,0.0,18038
18,39,211,169,80.09,9,4.27,10,4.74,14,6.64,4,1.9,5,2.37,0,0.0,18039
18,40,280,252,90.0,14,5.0,2,0.71,4,1.43,3,1.07,4,1.43,1,0.36,18040
18,41,239,75,31.38,119,49.79,17,7.11,17,7.11,10,4.18,0,0.0,1,0.42,18041
