ward,precinct,total,Annie O'Donnell,Annie O'Donnell Percent,Charles Fitzgerald,Charles Fitzgerald Percent,Amy Marie Corrigan,Amy Marie Corrigan Percent,Denise Y. Staniec,Denise Y. Staniec Percent,Laurence J. Dunford,Laurence J. Dunford Percent,Michael Patrick Casey,Michael Patrick Casey Percent,Patrick D. Flanagan,Patrick D. Flanagan Percent,precinct_id
26,11,71,19,26.76,12,16.9,8,11.27,7,9.86,6,8.45,4,5.63,15,21.13,26011
26,12,39,10,25.64,10,25.64,6,15.38,1,2.56,4,10.26,2,5.13,6,15.38,26012
26,13,80,16,20.0,16,20.0,5,6.25,19,23.75,10,12.5,5,6.25,9,11.25,26013
26,14,57,10,17.54,13,22.81,10,17.54,5,8.77,2,3.51,6,10.53,11,19.3,26014
26,15,37,12,32.43,9,24.32,4,10.81,2,5.41,1,2.7,7,18.92,2,5.41,26015
26,16,46,13,28.26,13,28.26,7,15.22,3,6.52,0,0.0,2,4.35,8,17.39,26016
26,17,39,9,23.08,8,20.51,2,5.13,5,12.82,3,7.69,5,12.82,7,17.95,26017
26,18,46,7,15.22,14,30.43,6,13.04,3,6.52,3,6.52,4,8.7,9,19.57,26018
26,19,108,20,18.52,14,12.96,9,8.33,19,17.59,11,10.19,6,5.56,29,26.85,26019
26,20,92,25,27.17,17,18.48,17,18.48,13,14.13,2,2.17,7,7.61,11,11.96,26020
26,21,72,15,20.83,9,12.5,12,16.67,6,8.33,5,6.94,9,12.5,16,22.22,26021
26,22,44,8,18.18,6,13.64,9,20.45,9,20.45,3,6.82,2,4.55,7,15.91,26022
26,23,55,13,23.64,21,38.18,4,7.27,2,3.64,2,3.64,3,5.45,10,18.18,26023
26,24,68,10,14.71,14,20.59,5,7.35,13,19.12,7,10.29,9,13.24,10,14.71,26024
26,25,40,8,20.0,8,20.0,8,20.0,4,10.0,5,12.5,1,2.5,6,15.0,26025
26,26,51,15,29.41,10,19.61,6,11.76,6,11.76,3,5.88,3,5.88,8,15.69,26026
26,27,43,13,30.23,5,11.63,4,9.3,1,2.33,5,11.63,2,4.65,13,30.23,26027
26,28,63,14,22.22,15,23.81,8,12.7,5,7.94,2,3.17,5,7.94,14,22.22,26028
26,29,66,13,19.7,14,21.21,13,19.7,11,16.67,1,1.52,7,10.61,7,10.61,26029
26,30,72,16,22.22,16,22.22,16,22.22,5,6.94,5,6.94,3,4.17,11,15.28,26030
26,31,57,18,31.58,8,14.04,6,10.53,4,7.02,3,5.26,4,7.02,14,24.56,26031
26,32,70,16,22.86,9,12.86,13,18.57,7,10.0,4,5.71,3,4.29,18,25.71,26032
26,33,26,7,26.92,2,7.69,6,23.08,4,15.38,0,0.0,0,0.0,7,26.92,26033
26,34,69,16,23.19,10,14.49,9,13.04,15,21.74,10,14.49,3,4.35,6,8.7,26034
26,35,69,17,24.64,6,8.7,12,17.39,8,11.59,8,11.59,7,10.14,11,15.94,26035
26,36,54,9,16.67,12,22.22,6,11.11,7,12.96,4,7.41,6,11.11,10,18.52,26036
26,37,30,6,20.0,2,6.67,4,13.33,4,13.33,1,3.33,3,10.0,10,33.33,26037
26,38,33,11,33.33,5,15.15,6,18.18,3,9.09,2,6.06,2,6.06,4,12.12,26038
26,39,60,12,20.0,14,23.33,11,18.33,4,6.67,6,10.0,2,3.33,11,18.33,26039
26,40,30,5,16.67,9,30.0,3,10.0,6,20.0,2,6.67,1,3.33,4,13.33,26040
26,41,42,8,19.05,8,19.05,6,14.29,7,16.67,1,2.38,6,14.29,6,14.29,26041
26,42,34,9,26.47,4,11.76,7,20.59,1,2.94,2,5.88,2,5.88,9,26.47,26042
26,43,78,12,15.38,29,37.18,8,10.26,6,7.69,2,2.56,6,7.69,15,19.23,26043
26,44,61,19,31.15,20,32.79,8,13.11,3,4.92,1,1.64,4,6.56,6,9.84,26044
26,45,57,8,14.04,11,19.3,10,17.54,9,15.79,6,10.53,2,3.51,11,19.3,26045
26,46,77,21,27.27,14,18.18,7,9.09,17,22.08,7,9.09,2,2.6,9,11.69,26046
26,47,46,3,6.52,24,52.17,4,8.7,0,0.0,4,8.7,3,6.52,8,17.39,26047
26,48,94,18,19.15,21,22.34,18,19.15,19,20.21,4,4.26,4,4.26,10,10.64,26048
26,49,60,12,20.0,28,46.67,3,5.0,3,5.0,3,5.0,3,5.0,8,13.33,26049
26,50,34,8,23.53,4,11.76,8,23.53,2,5.88,3,8.82,4,11.76,5,14.71,26050
26,51,71,10,14.08,16,22.54,13,18.31,8,11.27,6,8.45,4,5.63,14,19.72,26051
26,52,30,9,30.0,5,16.67,3,10.0,2,6.67,2,6.67,1,3.33,8,26.67,26052
26,53,52,8,15.38,9,17.31,9,17.31,5,9.62,7,13.46,9,17.31,5,9.62,26053
26,54,47,10,21.28,11,23.4,7,14.89,2,4.26,1,2.13,5,10.64,11,23.4,26054
26,55,50,12,24.0,12,24.0,7,14.0,4,8.0,3,6.0,1,2.0,11,22.0,26055
26,56,60,7,11.67,8,13.33,7,11.67,12,20.0,7,11.67,5,8.33,14,23.33,26056
26,57,34,5,14.71,9,26.47,4,11.76,2,5.88,2,5.88,3,8.82,9,26.47,26057
26,58,49,7,14.29,12,24.49,4,8.16,3,6.12,4,8.16,6,12.24,13,26.53,26058
26,59,92,17,18.48,28,30.43,10,10.87,13,14.13,2,2.17,5,5.43,17,18.48,26059
26,60,51,10,19.61,12,23.53,7,13.73,10,19.61,1,1.96,5,9.8,6,11.76,26060
26,61,22,4,18.18,3,13.64,7,31.82,1,4.55,0,0.0,2,9.09,5,22.73,26061
26,62,79,14,17.72,13,16.46,16,20.25,11,13.92,9,11.39,4,5.06,12,15.19,26062
26,63,26,6,23.08,7,26.92,4,15.38,2,7.69,3,11.54,1,3.85,3,11.54,26063
27,1,46,11,23.91,3,6.52,11,23.91,4,8.7,9,19.57,2,4.35,6,13.04,27001
27,2,128,28,21.88,22,17.19,16,12.5,14,10.94,17,13.28,11,8.59,20,15.63,27002
27,3,103,25,24.27,21,20.39,11,10.68,10,9.71,16,15.53,8,7.77,12,11.65,27003
27,4,99,23,23.23,22,22.22,9,9.09,7,7.07,15,15.15,4,4.04,19,19.19,27004
27,5,23,1,4.35,2,8.7,1,4.35,5,21.74,14,60.87,0,0.0,0,0.0,27005
27,6,79,18,22.78,19,24.05,5,6.33,10,12.66,10,12.66,6,7.59,11,13.92,27006
27,7,70,18,25.71,13,18.57,11,15.71,9,12.86,8,11.43,3,4.29,8,11.43,27007
27,8,45,4,8.89,8,17.78,3,6.67,6,13.33,15,33.33,3,6.67,6,13.33,27008
27,9,212,22,10.38,15,7.08,8,3.77,9,4.25,140,66.04,4,1.89,14,6.6,27009
27,10,192,41,21.35,31,16.15,29,15.1,17,8.85,19,9.9,18,9.38,37,19.27,27010
27,11,90,18,20.0,13,14.44,11,12.22,13,14.44,22,24.44,3,3.33,10,11.11,27011
27,12,30,9,30.0,4,13.33,3,10.0,3,10.0,6,20.0,0,0.0,5,16.67,27012
27,13,19,5,26.32,0,0.0,4,21.05,2,10.53,4,21.05,0,0.0,4,21.05,27013
27,14,58,12,20.69,6,10.34,3,5.17,6,10.34,20,34.48,3,5.17,8,13.79,27014
27,15,77,15,19.48,15,19.48,8,10.39,4,5.19,16,20.78,2,2.6,17,22.08,27015
27,16,30,9,30.0,1,3.33,3,10.0,3,10.0,7,23.33,1,3.33,6,20.0,27016
27,17,53,12,22.64,6,11.32,11,20.75,10,18.87,5,9.43,0,0.0,9,16.98,27017
27,18,43,8,18.6,4,9.3,6,13.95,6,13.95,9,20.93,1,2.33,9,20.93,27018
27,19,140,28,20.0,34,24.29,18,12.86,14,10.0,14,10.0,8,5.71,24,17.14,27019
27,20,178,22,12.36,24,13.48,14,7.87,4,2.25,77,43.26,16,8.99,21,11.8,27020
27,21,67,10,14.93,15,22.39,6,8.96,4,5.97,28,41.79,1,1.49,3,4.48,27021
27,22,98,28,28.57,14,14.29,12,12.24,8,8.16,8,8.16,11,11.22,17,17.35,27022
27,23,45,10,22.22,4,8.89,6,13.33,4,8.89,7,15.56,5,11.11,9,20.0,27023
27,24,102,19,18.63,19,18.63,13,12.75,4,3.92,24,23.53,6,5.88,17,16.67,27024
27,25,97,21,21.65,19,19.59,9,9.28,9,9.28,18,18.56,4,4.12,17,17.53,27025
27,26,89,27,30.34,21,23.6,8,8.99,4,4.49,6,6.74,4,4.49,19,21.35,27026
27,27,50,7,14.0,12,24.0,4,8.0,7,14.0,9,18.0,4,8.0,7,14.0,27027
27,28,100,18,18.0,16,16.0,9,9.0,7,7.0,31,31.0,7,7.0,12,12.0,27028
27,29,97,20,20.62,21,21.65,10,10.31,11,11.34,16,16.49,8,8.25,11,11.34,27029
27,30,78,14,17.95,11,14.1,4,5.13,6,7.69,31,39.74,3,3.85,9,11.54,27030
27,31,126,29,23.02,21,16.67,17,13.49,12,9.52,14,11.11,9,7.14,24,19.05,27031
27,32,82,14,17.07,15,18.29,14,17.07,13,15.85,7,8.54,6,7.32,13,15.85,27032
27,33,95,14,14.74,17,17.89,6,6.32,6,6.32,32,33.68,11,11.58,9,9.47,27033
27,34,66,29,43.94,8,12.12,10,15.15,3,4.55,6,9.09,3,4.55,7,10.61,27034
27,35,173,29,16.76,21,12.14,25,14.45,29,16.76,27,15.61,9,5.2,33,19.08,27035
27,36,112,21,18.75,22,19.64,14,12.5,6,5.36,28,25.0,8,7.14,13,11.61,27036
27,37,36,11,30.56,7,19.44,3,8.33,5,13.89,6,16.67,2,5.56,2,5.56,27037
27,38,107,24,22.43,7,6.54,13,12.15,26,24.3,13,12.15,7,6.54,17,15.89,27038
27,39,81,12,14.81,5,6.17,8,9.88,3,3.7,38,46.91,5,6.17,10,12.35,27039
27,40,78,14,17.95,16,20.51,6,7.69,1,1.28,34,43.59,0,0.0,7,8.97,27040
27,41,108,29,26.85,18,16.67,19,17.59,12,11.11,18,16.67,6,5.56,6,5.56,27041
27,42,62,13,20.97,6,9.68,9,14.52,6,9.68,21,33.87,3,4.84,4,6.45,27042
27,43,92,9,9.78,16,17.39,13,14.13,7,7.61,31,33.7,9,9.78,7,7.61,27043
27,44,97,21,21.65,12,12.37,7,7.22,16,16.49,13,13.4,10,10.31,18,18.56,27044
27,45,131,18,13.74,17,12.98,7,5.34,7,5.34,62,47.33,1,0.76,19,14.5,27045
27,46,117,12,10.26,14,11.97,11,9.4,11,9.4,53,45.3,7,5.98,9,7.69,27046
27,47,86,17,19.77,21,24.42,7,8.14,7,8.14,15,17.44,8,9.3,11,12.79,27047
27,48,100,15,15.0,22,22.0,9,9.0,8,8.0,22,22.0,7,7.0,17,17.0,27048
27,49,107,31,28.97,26,24.3,6,5.61,14,13.08,6,5.61,8,7.48,16,14.95,27049
27,50,132,30,22.73,13,9.85,22,16.67,15,11.36,28,21.21,4,3.03,20,15.15,27050
27,51,95,8,8.42,13,13.68,5,5.26,7,7.37,51,53.68,3,3.16,8,8.42,27051
27,52,34,4,11.76,1,2.94,0,0.0,2,5.88,24,70.59,1,2.94,2,5.88,27052
27,53,50,12,24.0,7,14.0,2,4.0,6,12.0,12,24.0,3,6.0,8,16.0,27053
27,54,102,19,18.63,13,12.75,21,20.59,9,8.82,22,21.57,7,6.86,11,10.78,27054
27,55,31,2,6.45,4,12.9,5,16.13,5,16.13,5,16.13,3,9.68,7,22.58,27055
27,56,61,11,18.03,4,6.56,6,9.84,10,16.39,7,11.48,6,9.84,17,27.87,27056
27,57,58,12,20.69,7,12.07,9,15.52,5,8.62,8,13.79,7,12.07,10,17.24,27057
27,58,95,23,24.21,13,13.68,14,14.74,7,7.37,16,16.84,6,6.32,16,16.84,27058
27,59,137,17,12.41,14,10.22,15,10.95,13,9.49,51,37.23,11,8.03,16,11.68,27059
27,60,146,23,15.75,24,16.44,17,11.64,10,6.85,45,30.82,4,2.74,23,15.75,27060
27,61,19,3,15.79,3,15.79,1,5.26,0,0.0,5,26.32,1,5.26,6,31.58,27061
27,62,95,16,16.84,20,21.05,9,9.47,7,7.37,23,24.21,6,6.32,14,14.74,27062
27,63,151,26,17.22,21,13.91,12,7.95,7,4.64,52,34.44,12,7.95,21,13.91,27063
27,64,100,20,20.0,26,26.0,12,12.0,12,12.0,12,12.0,9,9.0,9,9.0,27064
27,65,26,3,11.54,5,19.23,3,11.54,1,3.85,7,26.92,2,7.69,5,19.23,27065
27,66,64,8,12.5,6,9.38,2,3.13,1,1.56,42,65.63,1,1.56,4,6.25,27066
28,1,117,19,16.24,17,14.53,16,13.68,21,17.95,13,11.11,7,5.98,24,20.51,28001
28,2,83,17,20.48,16,19.28,9,10.84,12,14.46,11,13.25,3,3.61,15,18.07,28002
28,3,75,18,24.0,15,20.0,9,12.0,8,10.67,15,20.0,2,2.67,8,10.67,28003
28,4,155,31,20.0,28,18.06,16,10.32,19,12.26,28,18.06,7,4.52,26,16.77,28004
28,5,101,22,21.78,21,20.79,11,10.89,7,6.93,15,14.85,7,6.93,18,17.82,28005
28,6,59,15,25.42,8,13.56,8,13.56,6,10.17,13,22.03,0,0.0,9,15.25,28006
28,7,120,25,20.83,30,25.0,16,13.33,7,5.83,15,12.5,8,6.67,19,15.83,28007
28,8,86,19,22.09,23,26.74,8,9.3,12,13.95,7,8.14,8,9.3,9,10.47,28008
28,9,73,20,27.4,20,27.4,7,9.59,5,6.85,3,4.11,5,6.85,13,17.81,28009
28,10,32,6,18.75,8,25.0,2,6.25,4,12.5,6,18.75,3,9.38,3,9.38,28010
28,11,112,19,16.96,28,25.0,15,13.39,8,7.14,15,13.39,7,6.25,20,17.86,28011
28,12,120,26,21.67,25,20.83,12,10.0,22,18.33,8,6.67,7,5.83,20,16.67,28012
28,13,103,19,18.45,31,30.1,13,12.62,3,2.91,9,8.74,12,11.65,16,15.53,28013
28,14,74,19,25.68,16,21.62,7,9.46,3,4.05,6,8.11,4,5.41,19,25.68,28014
28,15,62,9,14.52,12,19.35,8,12.9,4,6.45,9,14.52,5,8.06,15,24.19,28015
28,16,117,24,20.51,30,25.64,14,11.97,17,14.53,7,5.98,8,6.84,17,14.53,28016
28,17,129,30,23.26,25,19.38,21,16.28,10,7.75,15,11.63,9,6.98,19,14.73,28017
28,18,146,33,22.6,35,23.97,20,13.7,13,8.9,22,15.07,12,8.22,11,7.53,28018
28,19,135,32,23.7,19,14.07,18,13.33,20,14.81,11,8.15,11,8.15,24,17.78,28019
28,20,140,24,17.14,36,25.71,26,18.57,12,8.57,19,13.57,5,3.57,18,12.86,28020
28,21,125,22,17.6,26,20.8,16,12.8,24,19.2,8,6.4,11,8.8,18,14.4,28021
28,22,102,23,22.55,17,16.67,6,5.88,10,9.8,23,22.55,7,6.86,16,15.69,28022
28,23,139,29,20.86,32,23.02,13,9.35,23,16.55,13,9.35,8,5.76,21,15.11,28023
28,24,70,15,21.43,29,41.43,5,7.14,3,4.29,6,8.57,8,11.43,4,5.71,28024
28,25,98,24,24.49,16,16.33,12,12.24,11,11.22,12,12.24,6,6.12,17,17.35,28025
28,26,109,30,27.52,23,21.1,10,9.17,7,6.42,27,24.77,3,2.75,9,8.26,28026
28,27,76,17,22.37,19,25.0,5,6.58,9,11.84,4,5.26,6,7.89,16,21.05,28027
28,28,102,24,23.53,31,30.39,11,10.78,8,7.84,10,9.8,4,3.92,14,13.73,28028
28,29,85,18,21.18,18,21.18,17,20.0,7,8.24,3,3.53,6,7.06,16,18.82,28029
28,30,98,24,24.49,19,19.39,8,8.16,19,19.39,5,5.1,9,9.18,14,14.29,28030
28,31,99,22,22.22,22,22.22,8,8.08,6,6.06,12,12.12,12,12.12,17,17.17,28031
28,32,120,30,25.0,27,22.5,9,7.5,8,6.67,17,14.17,10,8.33,19,15.83,28032
28,33,90,28,31.11,7,7.78,10,11.11,6,6.67,16,17.78,7,7.78,16,17.78,28033
28,34,11,1,9.09,4,36.36,2,18.18,0,0.0,0,0.0,2,18.18,2,18.18,28034
28,35,69,12,17.39,12,17.39,9,13.04,5,7.25,8,11.59,11,15.94,12,17.39,28035
28,36,106,35,33.02,23,21.7,14,13.21,2,1.89,11,10.38,6,5.66,15,14.15,28036
28,37,97,16,16.49,17,17.53,25,25.77,1,1.03,14,14.43,5,5.15,19,19.59,28037
28,38,45,11,24.44,7,15.56,7,15.56,1,2.22,4,8.89,3,6.67,12,26.67,28038
28,39,21,2,9.52,7,33.33,2,9.52,1,4.76,5,23.81,2,9.52,2,9.52,28039
28,40,114,22,19.3,25,21.93,15,13.16,6,5.26,15,13.16,15,13.16,16,14.04,28040
28,41,47,9,19.15,10,21.28,7,14.89,3,6.38,6,12.77,5,10.64,7,14.89,28041
28,42,106,20,18.87,29,27.36,12,11.32,12,11.32,14,13.21,7,6.6,12,11.32,28042
28,43,82,19,23.17,19,23.17,9,10.98,5,6.1,17,20.73,5,6.1,8,9.76,28043
28,44,71,17,23.94,13,18.31,7,9.86,9,12.68,15,21.13,2,2.82,8,11.27,28044
28,45,88,13,14.77,21,23.86,14,15.91,7,7.95,10,11.36,5,5.68,18,20.45,28045
28,46,96,18,18.75,11,11.46,10,10.42,6,6.25,33,34.38,7,7.29,11,11.46,28046
28,47,88,20,22.73,19,21.59,8,9.09,11,12.5,13,14.77,4,4.55,13,14.77,28047
28,48,55,8,14.55,11,20.0,11,20.0,2,3.64,6,10.91,6,10.91,11,20.0,28048
28,49,70,14,20.0,16,22.86,6,8.57,12,17.14,6,8.57,6,8.57,10,14.29,28049
28,50,61,9,14.75,11,18.03,7,11.48,6,9.84,14,22.95,5,8.2,9,14.75,28050
28,51,105,22,20.95,18,17.14,10,9.52,13,12.38,10,9.52,11,10.48,21,20.0,28051
28,52,100,18,18.0,25,25.0,10,10.0,10,10.0,9,9.0,8,8.0,20,20.0,28052
28,53,48,13,27.08,12,25.0,2,4.17,4,8.33,3,6.25,2,4.17,12,25.0,28053
28,54,80,19,23.75,19,23.75,13,16.25,2,2.5,8,10.0,4,5.0,15,18.75,28054
28,55,94,16,17.02,20,21.28,12,12.77,13,13.83,7,7.45,5,5.32,21,22.34,28055
28,56,94,14,14.89,14,14.89,12,12.77,19,20.21,11,11.7,8,8.51,16,17.02,28056
28,57,81,21,25.93,11,13.58,10,12.35,13,16.05,10,12.35,9,11.11,7,8.64,28057
28,58,66,11,16.67,15,22.73,7,10.61,6,9.09,5,7.58,4,6.06,18,27.27,28058
28,59,72,17,23.61,12,16.67,7,9.72,6,8.33,9,12.5,7,9.72,14,19.44,28059
28,60,85,17,20.0,20,23.53,14,16.47,10,11.76,7,8.24,4,4.71,13,15.29,28060
28,61,59,11,18.64,11,18.64,8,13.56,4,6.78,9,15.25,4,6.78,12,20.34,28061
28,62,113,23,20.35,22,19.47,15,13.27,9,7.96,19,16.81,5,4.42,20,17.7,28062
28,63,119,25,21.01,19,15.97,9,7.56,14,11.76,9,7.56,14,11.76,29,24.37,28063
28,64,75,10,13.33,12,16.0,6,8.0,13,17.33,15,20.0,8,10.67,11,14.67,28064
28,65,108,24,22.22,20,18.52,15,13.89,7,6.48,5,4.63,11,10.19,26,24.07,28065
28,66,113,25,22.12,22,19.47,12,10.62,8,7.08,17,15.04,12,10.62,17,15.04,28066
28,67,72,16,22.22,15,20.83,10,13.89,9,12.5,6,8.33,5,6.94,11,15.28,28067
28,68,121,26,21.49,30,24.79,7,5.79,12,9.92,9,7.44,8,6.61,29,23.97,28068
28,69,38,5,13.16,13,34.21,4,10.53,5,13.16,3,7.89,1,2.63,7,18.42,28069
28,70,72,11,15.28,14,19.44,8,11.11,11,15.28,8,11.11,5,6.94,15,20.83,28070
28,71,92,20,21.74,14,15.22,11,11.96,12,13.04,11,11.96,6,6.52,18,19.57,28071
28,72,68,19,27.94,13,19.12,6,8.82,2,2.94,7,10.29,10,14.71,11,16.18,28072
28,73,42,9,21.43,6,14.29,8,19.05,0,0.0,4,9.52,3,7.14,12,28.57,28073
29,1,181,37,20.44,22,12.15,17,9.39,14,7.73,53,29.28,8,4.42,30,16.57,29001
29,2,90,14,15.56,19,21.11,12,13.33,7,7.78,17,18.89,7,7.78,14,15.56,29002
29,3,245,34,13.88,49,20.0,26,10.61,25,10.2,68,27.76,14,5.71,29,11.84,29003
29,4,173,31,17.92,27,15.61,11,6.36,21,12.14,44,25.43,13,7.51,26,15.03,29004
29,5,161,24,14.91,30,18.63,8,4.97,8,4.97,50,31.06,15,9.32,26,16.15,29005
29,6,39,4,10.26,11,28.21,2,5.13,2,5.13,4,10.26,6,15.38,10,25.64,29006
29,7,76,12,15.79,8,10.53,10,13.16,4,5.26,18,23.68,5,6.58,19,25.0,29007
29,8,124,19,15.32,18,14.52,15,12.1,14,11.29,30,24.19,6,4.84,22,17.74,29008
29,9,51,5,9.8,5,9.8,4,7.84,3,5.88,15,29.41,5,9.8,14,27.45,29009
29,10,193,14,7.25,19,9.84,6,3.11,14,7.25,124,64.25,7,3.63,9,4.66,29010
29,11,216,35,16.2,35,16.2,15,6.94,10,4.63,77,35.65,17,7.87,27,12.5,29011
29,12,221,38,17.19,34,15.38,27,12.22,24,10.86,54,24.43,18,8.14,26,11.76,29012
29,13,136,15,11.03,28,20.59,14,10.29,13,9.56,30,22.06,8,5.88,28,20.59,29013
29,14,209,33,15.79,38,18.18,28,13.4,15,7.18,45,21.53,15,7.18,35,16.75,29014
29,15,193,34,17.62,37,19.17,19,9.84,21,10.88,35,18.13,13,6.74,34,17.62,29015
29,16,238,25,10.5,20,8.4,16,6.72,16,6.72,136,57.14,7,2.94,18,7.56,29016
29,17,146,21,14.38,13,8.9,17,11.64,13,8.9,50,34.25,9,6.16,23,15.75,29017
29,18,152,17,11.18,33,21.71,16,10.53,9,5.92,59,38.82,5,3.29,13,8.55,29018
29,19,139,22,15.83,19,13.67,10,7.19,11,7.91,50,35.97,9,6.47,18,12.95,29019
29,20,148,30,20.27,35,23.65,14,9.46,10,6.76,28,18.92,8,5.41,23,15.54,29020
29,21,121,25,20.66,24,19.83,8,6.61,14,11.57,24,19.83,11,9.09,15,12.4,29021
29,22,122,26,21.31,20,16.39,19,15.57,20,16.39,8,6.56,6,4.92,23,18.85,29022
29,23,180,29,16.11,33,18.33,20,11.11,20,11.11,46,25.56,11,6.11,21,11.67,29023
29,24,48,4,8.33,5,10.42,3,6.25,6,12.5,17,35.42,2,4.17,11,22.92,29024
29,25,207,17,8.21,12,5.8,9,4.35,10,4.83,145,70.05,5,2.42,9,4.35,29025
29,26,179,26,14.53,20,11.17,16,8.94,17,9.5,77,43.02,5,2.79,18,10.06,29026
29,27,134,25,18.66,19,14.18,13,9.7,8,5.97,42,31.34,6,4.48,21,15.67,29027
29,28,234,45,19.23,51,21.79,18,7.69,24,10.26,58,24.79,8,3.42,30,12.82,29028
29,29,139,30,21.58,17,12.23,14,10.07,4,2.88,48,34.53,7,5.04,19,13.67,29029
29,30,30,7,23.33,4,13.33,1,3.33,5,16.67,7,23.33,0,0.0,6,20.0,29030
29,31,171,33,19.3,22,12.87,22,12.87,26,15.2,32,18.71,6,3.51,30,17.54,29031
29,32,89,22,24.72,6,6.74,8,8.99,10,11.24,15,16.85,5,5.62,23,25.84,29032
29,33,144,26,18.06,21,14.58,18,12.5,13,9.03,38,26.39,6,4.17,22,15.28,29033
29,34,101,15,14.85,17,16.83,11,10.89,21,20.79,10,9.9,8,7.92,19,18.81,29034
29,35,129,31,24.03,22,17.05,14,10.85,8,6.2,18,13.95,9,6.98,27,20.93,29035
29,36,191,19,9.95,17,8.9,13,6.81,10,5.24,104,54.45,8,4.19,20,10.47,29036
29,37,172,28,16.28,31,18.02,19,11.05,11,6.4,45,26.16,6,3.49,32,18.6,29037
29,38,170,37,21.76,25,14.71,18,10.59,26,15.29,27,15.88,17,10.0,20,11.76,29038
29,39,112,23,20.54,10,8.93,11,9.82,9,8.04,42,37.5,3,2.68,14,12.5,29039
29,40,204,22,10.78,29,14.22,21,10.29,20,9.8,83,40.69,9,4.41,20,9.8,29040
29,41,210,28,13.33,41,19.52,21,10.0,20,9.52,59,28.1,17,8.1,24,11.43,29041
29,42,192,32,16.67,28,14.58,23,11.98,19,9.9,39,20.31,17,8.85,34,17.71,29042
29,43,247,41,16.6,39,15.79,29,11.74,18,7.29,82,33.2,11,4.45,27,10.93,29043
29,44,146,18,12.33,24,16.44,23,15.75,25,17.12,32,21.92,8,5.48,16,10.96,29044
29,45,148,25,16.89,28,18.92,14,9.46,7,4.73,44,29.73,8,5.41,22,14.86,29045
29,46,132,22,16.67,23,17.42,8,6.06,18,13.64,26,19.7,10,7.58,25,18.94,29046
29,47,267,61,22.85,44,16.48,26,9.74,33,12.36,47,17.6,18,6.74,38,14.23,29047
29,48,111,18,16.22,14,12.61,14,12.61,6,5.41,33,29.73,9,8.11,17,15.32,29048
29,49,175,23,13.14,22,12.57,16,9.14,9,5.14,81,46.29,8,4.57,16,9.14,29049
29,50,171,33,19.3,30,17.54,13,7.6,18,10.53,48,28.07,12,7.02,17,9.94,29050
29,51,144,34,23.61,30,20.83,8,5.56,14,9.72,36,25.0,4,2.78,18,12.5,29051
29,52,107,19,17.76,17,15.89,12,11.21,15,14.02,13,12.15,14,13.08,17,15.89,29052
29,53,111,21,18.92,22,19.82,15,13.51,13,11.71,15,13.51,6,5.41,19,17.12,29053
29,54,97,15,15.46,7,7.22,11,11.34,11,11.34,29,29.9,9,9.28,15,15.46,29054
30,1,94,15,15.96,12,12.77,12,12.77,13,13.83,13,13.83,7,7.45,22,23.4,30001
30,2,65,8,12.31,6,9.23,3,4.62,7,10.77,17,26.15,8,12.31,16,24.62,30002
30,3,129,25,19.38,19,14.73,8,6.2,26,20.16,18,13.95,8,6.2,25,19.38,30003
30,4,88,18,20.45,12,13.64,15,17.05,9,10.23,13,14.77,8,9.09,13,14.77,30004
30,5,45,9,20.0,7,15.56,2,4.44,4,8.89,8,17.78,2,4.44,13,28.89,30005
30,6,52,7,13.46,6,11.54,4,7.69,4,7.69,12,23.08,4,7.69,15,28.85,30006
30,7,94,19,20.21,6,6.38,9,9.57,6,6.38,31,32.98,8,8.51,15,15.96,30007
30,8,117,15,12.82,11,9.4,15,12.82,16,13.68,29,24.79,12,10.26,19,16.24,30008
30,9,145,22,15.17,37,25.52,15,10.34,11,7.59,25,17.24,12,8.28,23,15.86,30009
30,10,117,18,15.38,15,12.82,17,14.53,17,14.53,21,17.95,6,5.13,23,19.66,30010
30,11,68,11,16.18,10,14.71,1,1.47,3,4.41,11,16.18,11,16.18,21,30.88,30011
30,12,62,11,17.74,4,6.45,6,9.68,10,16.13,12,19.35,3,4.84,16,25.81,30012
30,13,54,8,14.81,5,9.26,7,12.96,7,12.96,16,29.63,1,1.85,10,18.52,30013
30,14,34,7,20.59,7,20.59,4,11.76,2,5.88,4,11.76,1,2.94,9,26.47,30014
30,15,102,22,21.57,5,4.9,19,18.63,8,7.84,32,31.37,2,1.96,14,13.73,30015
30,16,60,8,13.33,6,10.0,5,8.33,11,18.33,18,30.0,2,3.33,10,16.67,30016
30,17,146,25,17.12,21,14.38,25,17.12,21,14.38,11,7.53,14,9.59,29,19.86,30017
30,18,18,2,11.11,6,33.33,2,11.11,1,5.56,2,11.11,1,5.56,4,22.22,30018
30,19,51,4,7.84,6,11.76,7,13.73,11,21.57,10,19.61,4,7.84,9,17.65,30019
30,20,71,11,15.49,9,12.68,10,14.08,8,11.27,12,16.9,10,14.08,11,15.49,30020
30,21,63,15,23.81,14,22.22,10,15.87,5,7.94,2,3.17,2,3.17,15,23.81,30021
30,22,104,23,22.12,23,22.12,21,20.19,9,8.65,6,5.77,11,10.58,11,10.58,30022
30,23,73,16,21.92,17,23.29,11,15.07,6,8.22,3,4.11,4,5.48,16,21.92,30023
30,24,59,9,15.25,11,18.64,9,15.25,10,16.95,8,13.56,5,8.47,7,11.86,30024
