ward,precinct,total,Latasha Thomas,Latasha Thomas Percent,precinct_id
17,1,116,116,100.0,17001
17,2,129,129,100.0,17002
17,3,108,108,100.0,17003
17,4,217,217,100.0,17004
17,5,145,145,100.0,17005
17,6,126,126,100.0,17006
17,7,190,190,100.0,17007
17,8,125,125,100.0,17008
17,9,104,104,100.0,17009
17,10,168,168,100.0,17010
17,11,183,183,100.0,17011
17,12,196,196,100.0,17012
17,13,128,128,100.0,17013
17,14,139,139,100.0,17014
17,15,117,117,100.0,17015
17,16,139,139,100.0,17016
17,17,101,101,100.0,17017
17,18,154,154,100.0,17018
17,19,69,69,100.0,17019
17,20,147,147,100.0,17020
17,21,231,231,100.0,17021
17,22,145,145,100.0,17022
17,23,105,105,100.0,17023
17,24,142,142,100.0,17024
17,25,92,92,100.0,17025
17,26,193,193,100.0,17026
17,27,195,195,100.0,17027
17,28,119,119,100.0,17028
17,29,160,160,100.0,17029
17,30,165,165,100.0,17030
17,31,135,135,100.0,17031
17,32,161,161,100.0,17032
17,33,121,121,100.0,17033
17,34,126,126,100.0,17034
17,35,102,102,100.0,17035
17,36,87,87,100.0,17036
17,37,128,128,100.0,17037
17,38,137,137,100.0,17038
17,39,127,127,100.0,17039
17,40,129,129,100.0,17040
17,41,149,149,100.0,17041
17,42,128,128,100.0,17042
17,43,152,152,100.0,17043
17,44,147,147,100.0,17044
17,45,100,100,100.0,17045
17,46,159,159,100.0,17046
17,47,95,95,100.0,17047
17,48,147,147,100.0,17048
17,49,125,125,100.0,17049
17,50,138,138,100.0,17050
17,51,159,159,100.0,17051
17,52,194,194,100.0,17052
17,53,134,134,100.0,17053
17,54,165,165,100.0,17054
17,55,117,117,100.0,17055
17,56,151,151,100.0,17056
17,57,191,191,100.0,17057
17,58,132,132,100.0,17058
17,59,116,116,100.0,17059
17,60,211,211,100.0,17060
17,61,109,109,100.0,17061
17,62,130,130,100.0,17062
17,63,116,116,100.0,17063
17,64,130,130,100.0,17064
