ward,precinct,total,Maureen Murphy,Maureen Murphy Percent,precinct_id
19,1,12,12,100.0,19001
19,2,5,5,100.0,19002
19,3,17,17,100.0,19003
19,4,13,13,100.0,19004
19,6,22,22,100.0,19006
19,8,13,13,100.0,19008
19,9,14,14,100.0,19009
19,11,17,17,100.0,19011
19,12,13,13,100.0,19012
19,14,15,15,100.0,19014
19,15,14,14,100.0,19015
19,16,12,12,100.0,19016
19,19,4,4,100.0,19019
19,21,12,12,100.0,19021
19,22,17,17,100.0,19022
19,24,11,11,100.0,19024
19,30,20,20,100.0,19030
19,33,21,21,100.0,19033
19,39,6,6,100.0,19039
19,41,24,24,100.0,19041
19,44,15,15,100.0,19044
19,45,20,20,100.0,19045
19,47,7,7,100.0,19047
19,51,9,9,100.0,19051
19,53,9,9,100.0,19053
19,54,12,12,100.0,19054
19,58,18,18,100.0,19058
19,59,30,30,100.0,19059
19,61,10,10,100.0,19061
19,63,7,7,100.0,19063
41,3,32,32,100.0,41003
41,5,45,45,100.0,41005
41,7,42,42,100.0,41007
41,8,48,48,100.0,41008
41,9,27,27,100.0,41009
41,11,54,54,100.0,41011
41,13,20,20,100.0,41013
41,15,39,39,100.0,41015
41,16,52,52,100.0,41016
41,17,50,50,100.0,41017
41,18,52,52,100.0,41018
41,20,66,66,100.0,41020
41,21,41,41,100.0,41021
41,22,43,43,100.0,41022
41,25,12,12,100.0,41025
41,26,22,22,100.0,41026
41,27,8,8,100.0,41027
41,28,32,32,100.0,41028
41,29,20,20,100.0,41029
41,30,43,43,100.0,41030
41,31,49,49,100.0,41031
41,32,30,30,100.0,41032
41,33,44,44,100.0,41033
41,34,42,42,100.0,41034
41,35,33,33,100.0,41035
41,36,46,46,100.0,41036
41,37,66,66,100.0,41037
41,38,35,35,100.0,41038
41,41,39,39,100.0,41041
41,43,45,45,100.0,41043
41,45,28,28,100.0,41045
41,46,18,18,100.0,41046
41,48,17,17,100.0,41048
41,50,32,32,100.0,41050
41,52,44,44,100.0,41052
41,53,32,32,100.0,41053
41,55,56,56,100.0,41055
