ward,precinct,total,precinct_id
2,2,0,02002
2,9,0,02009
2,10,0,02010
2,11,0,02011
2,12,0,02012
2,13,0,02013
2,18,0,02018
2,19,0,02019
2,20,0,02020
2,22,0,02022
2,23,0,02023
2,24,0,02024
2,26,0,02026
2,27,0,02027
2,28,0,02028
2,29,0,02029
2,30,0,02030
2,31,0,02031
2,32,0,02032
2,33,0,02033
2,34,0,02034
2,35,0,02035
2,36,0,02036
2,37,0,02037
2,38,0,02038
2,39,0,02039
2,40,0,02040
2,41,0,02041
2,42,0,02042
2,43,0,02043
2,44,0,02044
2,45,0,02045
2,46,0,02046
3,3,0,03003
3,6,0,03006
3,13,0,03013
3,14,0,03014
3,17,0,03017
3,18,0,03018
3,19,0,03019
3,21,0,03021
3,22,0,03022
3,25,0,03025
3,26,0,03026
3,27,0,03027
3,32,0,03032
3,33,0,03033
3,34,0,03034
3,39,0,03039
3,40,0,03040
4,2,0,04002
4,6,0,04006
4,13,0,04013
4,16,0,04016
4,17,0,04017
4,20,0,04020
4,21,0,04021
4,25,0,04025
4,37,0,04037
11,30,0,11030
11,36,0,11036
11,37,0,11037
25,6,0,25006
25,14,0,25014
25,18,0,25018
25,21,0,25021
25,27,0,25027
27,6,0,27006
27,9,0,27009
27,11,0,27011
27,12,0,27012
27,20,0,27020
27,21,0,27021
27,28,0,27028
27,35,0,27035
27,37,0,27037
27,38,0,27038
27,42,0,27042
27,46,0,27046
27,47,0,27047
27,48,0,27048
32,7,0,32007
32,8,0,32008
32,10,0,32010
32,13,0,32013
32,18,0,32018
32,23,0,32023
32,27,0,32027
32,39,0,32039
40,13,0,40013
40,21,0,40021
40,22,0,40022
40,23,0,40023
40,26,0,40026
40,28,0,40028
40,31,0,40031
40,32,0,40032
40,33,0,40033
40,36,0,40036
42,1,0,42001
42,2,0,42002
42,4,0,42004
42,5,0,42005
42,6,0,42006
42,7,0,42007
42,8,0,42008
42,9,0,42009
42,10,0,42010
42,11,0,42011
42,12,0,42012
42,13,0,42013
42,14,0,42014
42,15,0,42015
42,17,0,42017
42,18,0,42018
42,19,0,42019
42,20,0,42020
42,22,0,42022
42,23,0,42023
42,24,0,42024
42,25,0,42025
42,26,0,42026
42,27,0,42027
42,28,0,42028
42,29,0,42029
42,30,0,42030
42,31,0,42031
42,32,0,42032
42,33,0,42033
42,34,0,42034
42,35,0,42035
42,36,0,42036
42,37,0,42037
42,38,0,42038
42,39,0,42039
42,40,0,42040
42,42,0,42042
43,1,0,43001
43,2,0,43002
43,3,0,43003
43,4,0,43004
43,5,0,43005
43,6,0,43006
43,7,0,43007
43,8,0,43008
43,9,0,43009
43,10,0,43010
43,11,0,43011
43,12,0,43012
43,13,0,43013
43,14,0,43014
43,15,0,43015
43,16,0,43016
43,17,0,43017
43,18,0,43018
43,19,0,43019
43,20,0,43020
43,21,0,43021
43,22,0,43022
43,23,0,43023
43,24,0,43024
43,25,0,43025
43,26,0,43026
43,27,0,43027
43,28,0,43028
43,29,0,43029
43,30,0,43030
43,31,0,43031
43,32,0,43032
43,33,0,43033
43,34,0,43034
43,35,0,43035
43,36,0,43036
43,37,0,43037
43,38,0,43038
43,39,0,43039
43,40,0,43040
43,41,0,43041
43,42,0,43042
43,43,0,43043
43,44,0,43044
43,45,0,43045
43,46,0,43046
44,1,0,44001
44,2,0,44002
44,3,0,44003
44,4,0,44004
44,5,0,44005
44,6,0,44006
44,7,0,44007
44,8,0,44008
44,9,0,44009
44,10,0,44010
44,11,0,44011
44,12,0,44012
44,13,0,44013
44,14,0,44014
44,15,0,44015
44,16,0,44016
44,17,0,44017
44,18,0,44018
44,19,0,44019
44,20,0,44020
44,21,0,44021
44,22,0,44022
44,23,0,44023
44,24,0,44024
44,25,0,44025
44,26,0,44026
44,27,0,44027
44,28,0,44028
44,29,0,44029
44,30,0,44030
44,31,0,44031
44,32,0,44032
44,33,0,44033
44,34,0,44034
44,35,0,44035
44,36,0,44036
44,37,0,44037
44,38,0,44038
44,39,0,44039
44,40,0,44040
44,41,0,44041
46,1,0,46001
46,2,0,46002
46,3,0,46003
46,4,0,46004
46,5,0,46005
46,6,0,46006
46,7,0,46007
46,8,0,46008
46,9,0,46009
46,10,0,46010
46,11,0,46011
46,12,0,46012
46,13,0,46013
46,14,0,46014
46,15,0,46015
46,16,0,46016
46,17,0,46017
46,18,0,46018
46,19,0,46019
46,20,0,46020
46,21,0,46021
46,22,0,46022
46,23,0,46023
46,24,0,46024
46,25,0,46025
46,26,0,46026
46,27,0,46027
46,28,0,46028
46,29,0,46029
46,30,0,46030
46,31,0,46031
46,32,0,46032
46,33,0,46033
46,34,0,46034
46,35,0,46035
46,36,0,46036
46,37,0,46037
46,38,0,46038
46,39,0,46039
46,40,0,46040
47,9,0,47009
47,11,0,47011
47,15,0,47015
47,18,0,47018
47,19,0,47019
47,23,0,47023
47,24,0,47024
47,33,0,47033
47,41,0,47041
47,44,0,47044
48,1,0,48001
48,2,0,48002
48,3,0,48003
48,4,0,48004
48,5,0,48005
48,6,0,48006
48,7,0,48007
48,8,0,48008
48,9,0,48009
48,10,0,48010
48,11,0,48011
48,12,0,48012
48,14,0,48014
48,16,0,48016
48,17,0,48017
48,18,0,48018
48,19,0,48019
48,20,0,48020
48,21,0,48021
48,23,0,48023
48,24,0,48024
48,25,0,48025
48,26,0,48026
48,27,0,48027
48,28,0,48028
48,29,0,48029
48,30,0,48030
48,31,0,48031
48,32,0,48032
48,34,0,48034
48,35,0,48035
48,36,0,48036
48,37,0,48037
48,38,0,48038
48,39,0,48039
48,40,0,48040
48,41,0,48041
48,42,0,48042
48,43,0,48043
48,44,0,48044
48,45,0,48045
49,2,0,49002
49,17,0,49017
