ward,precinct,total,precinct_id
4,1,0,04001
4,5,0,04005
4,9,0,04009
4,10,0,04010
4,15,0,04015
4,22,0,04022
4,23,0,04023
4,27,0,04027
4,31,0,04031
4,34,0,04034
5,1,0,05001
5,3,0,05003
5,7,0,05007
5,8,0,05008
5,9,0,05009
5,11,0,05011
5,14,0,05014
5,17,0,05017
5,18,0,05018
5,19,0,05019
5,20,0,05020
5,21,0,05021
5,22,0,05022
5,23,0,05023
5,24,0,05024
5,25,0,05025
5,26,0,05026
5,27,0,05027
5,28,0,05028
5,29,0,05029
5,31,0,05031
5,32,0,05032
5,33,0,05033
5,34,0,05034
5,35,0,05035
5,37,0,05037
5,38,0,05038
5,39,0,05039
5,40,0,05040
5,41,0,05041
7,5,0,07005
7,6,0,07006
7,7,0,07007
7,8,0,07008
7,9,0,07009
7,11,0,07011
7,12,0,07012
7,13,0,07013
7,14,0,07014
7,16,0,07016
7,17,0,07017
7,18,0,07018
7,21,0,07021
7,22,0,07022
7,25,0,07025
7,32,0,07032
7,33,0,07033
7,34,0,07034
7,35,0,07035
7,37,0,07037
7,46,0,07046
10,1,0,10001
10,4,0,10004
10,6,0,10006
10,7,0,10007
10,8,0,10008
10,10,0,10010
10,11,0,10011
10,12,0,10012
10,14,0,10014
10,19,0,10019
10,20,0,10020
10,21,0,10021
10,22,0,10022
10,23,0,10023
10,25,0,10025
10,26,0,10026
10,28,0,10028
10,29,0,10029
10,30,0,10030
10,31,0,10031
10,32,0,10032
10,33,0,10033
10,34,0,10034
10,35,0,10035
10,36,0,10036
20,24,0,20024
20,26,0,20026
20,34,0,20034
