ward,precinct,registered,ballots,turnout,precinct_id
1,1,703,7,1.0,01001
1,2,623,7,1.12,01002
1,3,807,11,1.36,01003
1,4,745,19,2.55,01004
1,5,714,16,2.24,01005
1,6,738,31,4.2,01006
1,7,446,6,1.35,01007
1,8,685,16,2.34,01008
1,9,486,10,2.06,01009
1,10,716,12,1.68,01010
1,11,764,22,2.88,01011
1,12,807,26,3.22,01012
1,13,326,3,0.92,01013
1,14,700,11,1.57,01014
1,15,633,11,1.74,01015
1,16,509,4,0.79,01016
1,17,597,13,2.18,01017
1,18,747,9,1.2,01018
1,19,861,12,1.39,01019
1,20,622,16,2.57,01020
1,21,762,15,1.97,01021
1,22,508,6,1.18,01022
1,23,907,15,1.65,01023
1,24,693,12,1.73,01024
1,25,686,11,1.6,01025
1,26,610,7,1.15,01026
1,27,719,16,2.23,01027
1,28,311,4,1.29,01028
1,29,661,15,2.27,01029
1,30,772,6,0.78,01030
1,31,675,12,1.78,01031
1,32,658,20,3.04,01032
1,33,783,27,3.45,01033
1,34,555,11,1.98,01034
1,35,778,20,2.57,01035
1,36,678,16,2.36,01036
1,37,695,23,3.31,01037
1,38,654,8,1.22,01038
1,39,662,13,1.96,01039
1,40,670,9,1.34,01040
1,41,429,6,1.4,01041
1,42,221,3,1.36,01042
1,43,475,9,1.89,01043
1,44,482,5,1.04,01044
2,1,761,14,1.84,02001
2,2,543,51,9.39,02002
2,3,748,29,3.88,02003
2,4,693,19,2.74,02004
2,5,780,14,1.79,02005
2,6,747,14,1.87,02006
2,7,857,21,2.45,02007
2,8,797,18,2.26,02008
2,9,687,24,3.49,02009
2,10,682,63,9.24,02010
2,11,601,64,10.65,02011
2,12,692,32,4.62,02012
2,13,660,65,9.85,02013
2,14,727,18,2.48,02014
2,15,688,19,2.76,02015
2,16,685,13,1.9,02016
2,17,814,27,3.32,02017
2,18,586,62,10.58,02018
2,19,525,69,13.14,02019
2,20,812,26,3.2,02020
2,21,735,16,2.18,02021
2,22,739,51,6.9,02022
2,23,528,61,11.55,02023
2,24,652,39,5.98,02024
2,25,730,13,1.78,02025
2,26,704,31,4.4,02026
2,27,639,58,9.08,02027
2,28,811,65,8.01,02028
2,29,758,55,7.26,02029
2,30,635,62,9.76,02030
2,31,901,80,8.88,02031
2,32,631,34,5.39,02032
2,33,941,92,9.78,02033
2,34,549,79,14.39,02034
2,35,870,28,3.22,02035
2,36,520,34,6.54,02036
2,37,639,60,9.39,02037
2,38,637,79,12.4,02038
2,39,564,52,9.22,02039
2,40,745,31,4.16,02040
2,41,708,22,3.11,02041
2,42,740,31,4.19,02042
2,43,728,66,9.07,02043
2,44,431,37,8.58,02044
2,45,711,48,6.75,02045
2,46,438,27,6.16,02046
3,1,981,7,0.71,03001
3,2,699,4,0.57,03002
3,3,764,6,0.79,03003
3,4,747,3,0.4,03004
3,5,715,5,0.7,03005
3,6,770,43,5.58,03006
3,7,610,6,0.98,03007
3,8,673,1,0.15,03008
3,9,685,5,0.73,03009
3,10,655,0,0.0,03010
3,11,687,4,0.58,03011
3,12,678,4,0.59,03012
3,13,763,34,4.46,03013
3,14,660,13,1.97,03014
3,15,661,1,0.15,03015
3,16,794,3,0.38,03016
3,17,751,18,2.4,03017
3,18,1043,9,0.86,03018
3,19,691,35,5.07,03019
3,20,742,4,0.54,03020
3,21,779,43,5.52,03021
3,22,821,18,2.19,03022
3,23,739,2,0.27,03023
3,24,725,2,0.28,03024
3,25,823,51,6.2,03025
3,26,780,46,5.9,03026
3,27,713,20,2.81,03027
3,28,632,4,0.63,03028
3,29,878,5,0.57,03029
3,30,739,5,0.68,03030
3,31,788,0,0.0,03031
3,32,773,22,2.85,03032
3,33,779,24,3.08,03033
3,34,777,20,2.57,03034
3,35,539,1,0.19,03035
3,36,677,1,0.15,03036
3,37,731,2,0.27,03037
3,38,625,0,0.0,03038
3,39,707,34,4.81,03039
3,40,808,19,2.35,03040
3,41,722,9,1.25,03041
4,1,750,16,2.13,04001
4,2,699,46,6.58,04002
4,3,701,3,0.43,04003
4,4,847,4,0.47,04004
4,5,654,11,1.68,04005
4,6,845,15,1.78,04006
4,7,752,7,0.93,04007
4,8,772,5,0.65,04008
4,9,772,9,1.17,04009
4,10,809,7,0.87,04010
4,11,860,8,0.93,04011
4,12,788,4,0.51,04012
4,13,567,16,2.82,04013
4,14,720,8,1.11,04014
4,15,771,4,0.52,04015
4,16,712,33,4.63,04016
4,17,709,30,4.23,04017
4,18,656,9,1.37,04018
4,19,867,5,0.58,04019
4,20,817,36,4.41,04020
4,21,741,23,3.1,04021
4,22,750,14,1.87,04022
4,23,848,4,0.47,04023
4,24,734,21,2.86,04024
4,25,687,47,6.84,04025
4,26,739,2,0.27,04026
4,27,762,10,1.31,04027
4,28,717,13,1.81,04028
4,29,685,1,0.15,04029
4,30,982,9,0.92,04030
4,31,627,12,1.91,04031
4,32,788,2,0.25,04032
4,33,791,10,1.26,04033
4,34,703,10,1.42,04034
4,35,922,9,0.98,04035
4,36,821,3,0.37,04036
4,37,665,46,6.92,04037
4,38,785,3,0.38,04038
5,1,697,5,0.72,05001
5,2,715,4,0.56,05002
5,3,590,18,3.05,05003
5,4,713,5,0.7,05004
5,5,744,3,0.4,05005
5,6,605,4,0.66,05006
5,7,552,15,2.72,05007
5,8,624,29,4.65,05008
5,9,705,9,1.28,05009
5,10,717,2,0.28,05010
5,11,640,23,3.59,05011
5,12,730,4,0.55,05012
5,13,686,4,0.58,05013
5,14,598,2,0.33,05014
5,15,627,12,1.91,05015
5,16,711,3,0.42,05016
5,17,708,3,0.42,05017
5,18,521,8,1.54,05018
5,19,628,26,4.14,05019
5,20,664,14,2.11,05020
5,21,618,13,2.1,05021
5,22,639,31,4.85,05022
5,23,867,20,2.31,05023
5,24,627,10,1.59,05024
5,25,685,5,0.73,05025
5,26,690,6,0.87,05026
5,27,539,15,2.78,05027
5,28,748,5,0.67,05028
5,29,802,8,1.0,05029
5,30,755,4,0.53,05030
5,31,676,5,0.74,05031
5,32,687,8,1.16,05032
5,33,780,2,0.26,05033
5,34,705,27,3.83,05034
5,35,617,29,4.7,05035
5,36,686,5,0.73,05036
5,37,654,20,3.06,05037
5,38,728,3,0.41,05038
5,39,585,13,2.22,05039
5,40,667,7,1.05,05040
5,41,325,15,4.62,05041
6,1,685,9,1.31,06001
6,2,655,10,1.53,06002
6,3,641,2,0.31,06003
6,4,654,3,0.46,06004
6,5,740,1,0.14,06005
6,6,654,6,0.92,06006
6,7,659,4,0.61,06007
6,8,658,4,0.61,06008
6,9,738,1,0.14,06009
6,10,618,5,0.81,06010
6,11,671,3,0.45,06011
6,12,700,2,0.29,06012
6,13,579,8,1.38,06013
6,14,718,2,0.28,06014
6,15,888,3,0.34,06015
6,16,698,6,0.86,06016
6,17,635,2,0.31,06017
6,18,657,7,1.07,06018
6,19,685,4,0.58,06019
6,20,647,1,0.15,06020
6,21,636,2,0.31,06021
6,22,630,5,0.79,06022
6,23,663,5,0.75,06023
6,24,614,1,0.16,06024
6,25,681,4,0.59,06025
6,26,786,3,0.38,06026
6,27,656,1,0.15,06027
6,28,638,2,0.31,06028
6,29,675,3,0.44,06029
6,30,720,2,0.28,06030
6,31,648,10,1.54,06031
6,32,670,5,0.75,06032
6,33,661,7,1.06,06033
6,34,650,4,0.62,06034
6,35,649,13,2.0,06035
6,36,635,1,0.16,06036
6,37,647,14,2.16,06037
6,38,660,5,0.76,06038
6,39,743,5,0.67,06039
6,40,649,6,0.92,06040
6,41,662,4,0.6,06041
6,42,773,16,2.07,06042
6,43,705,3,0.43,06043
6,44,722,52,7.2,06044
6,45,683,11,1.61,06045
6,46,576,10,1.74,06046
6,47,652,6,0.92,06047
6,48,711,3,0.42,06048
7,1,663,2,0.3,07001
7,2,748,3,0.4,07002
7,3,585,5,0.85,07003
7,4,630,3,0.48,07004
7,5,588,8,1.36,07005
7,6,722,9,1.25,07006
7,7,696,3,0.43,07007
7,8,614,13,2.12,07008
7,9,945,9,0.95,07009
7,10,681,4,0.59,07010
7,11,685,2,0.29,07011
7,12,723,0,0.0,07012
7,13,488,2,0.41,07013
7,14,719,9,1.25,07014
7,15,697,2,0.29,07015
7,16,620,7,1.13,07016
7,17,674,3,0.45,07017
7,18,634,5,0.79,07018
7,19,662,3,0.45,07019
7,20,658,1,0.15,07020
7,21,721,7,0.97,07021
7,22,725,4,0.55,07022
7,23,642,2,0.31,07023
7,24,701,3,0.43,07024
7,25,730,2,0.27,07025
7,26,526,4,0.76,07026
7,27,626,3,0.48,07027
7,28,626,1,0.16,07028
7,29,652,8,1.23,07029
7,30,695,4,0.58,07030
7,31,574,1,0.17,07031
7,32,755,5,0.66,07032
7,33,738,3,0.41,07033
7,34,772,4,0.52,07034
7,35,769,2,0.26,07035
7,36,760,10,1.32,07036
7,37,722,2,0.28,07037
7,38,645,1,0.16,07038
7,39,654,4,0.61,07039
7,40,650,7,1.08,07040
7,41,716,4,0.56,07041
7,42,660,1,0.15,07042
7,43,677,4,0.59,07043
7,44,698,6,0.86,07044
7,45,793,9,1.13,07045
7,46,219,2,0.91,07046
8,1,689,4,0.58,08001
8,2,796,1,0.13,08002
8,3,662,8,1.21,08003
8,4,639,4,0.63,08004
8,5,669,7,1.05,08005
8,6,725,5,0.69,08006
8,7,747,6,0.8,08007
8,8,612,2,0.33,08008
8,9,452,6,1.33,08009
8,10,693,4,0.58,08010
8,11,623,3,0.48,08011
8,12,621,6,0.97,08012
8,13,797,1,0.13,08013
8,14,586,3,0.51,08014
8,15,681,3,0.44,08015
8,16,327,2,0.61,08016
8,17,524,2,0.38,08017
8,18,827,3,0.36,08018
8,19,731,12,1.64,08019
8,20,721,3,0.42,08020
8,21,857,2,0.23,08021
8,22,672,2,0.3,08022
8,23,687,3,0.44,08023
8,24,356,4,1.12,08024
8,25,703,3,0.43,08025
8,26,753,3,0.4,08026
8,27,658,5,0.76,08027
8,28,720,7,0.97,08028
8,29,849,5,0.59,08029
8,30,727,3,0.41,08030
8,31,573,8,1.4,08031
8,32,556,6,1.08,08032
8,33,675,4,0.59,08033
8,34,656,6,0.91,08034
8,35,700,3,0.43,08035
8,36,692,1,0.14,08036
8,37,505,5,0.99,08037
8,38,553,1,0.18,08038
8,39,673,5,0.74,08039
8,40,490,2,0.41,08040
8,41,682,3,0.44,08041
8,42,795,1,0.13,08042
8,43,416,3,0.72,08043
8,44,526,3,0.57,08044
8,45,713,9,1.26,08045
8,46,568,0,0.0,08046
8,47,587,3,0.51,08047
8,48,748,4,0.53,08048
8,49,651,1,0.15,08049
8,50,677,5,0.74,08050
8,51,654,3,0.46,08051
8,52,845,7,0.83,08052
8,53,424,5,1.18,08053
8,54,626,5,0.8,08054
8,55,405,3,0.74,08055
8,56,674,3,0.45,08056
9,1,735,4,0.54,09001
9,2,645,4,0.62,09002
9,3,768,2,0.26,09003
9,4,614,2,0.33,09004
9,5,688,1,0.15,09005
9,6,690,0,0.0,09006
9,7,621,1,0.16,09007
9,8,830,1,0.12,09008
9,9,743,3,0.4,09009
9,10,656,6,0.91,09010
9,11,645,4,0.62,09011
9,12,716,7,0.98,09012
9,13,694,4,0.58,09013
9,14,748,3,0.4,09014
9,15,952,3,0.32,09015
9,16,672,1,0.15,09016
9,17,703,4,0.57,09017
9,18,633,0,0.0,09018
9,19,660,4,0.61,09019
9,20,690,4,0.58,09020
9,21,692,5,0.72,09021
9,22,645,1,0.16,09022
9,23,682,4,0.59,09023
9,24,669,2,0.3,09024
9,25,657,1,0.15,09025
9,26,887,1,0.11,09026
9,27,684,1,0.15,09027
9,28,618,0,0.0,09028
9,29,704,0,0.0,09029
9,30,651,6,0.92,09030
