ward,precinct,total,precinct_id
1,7,0,01007
1,12,0,01012
1,14,0,01014
1,31,0,01031
1,32,0,01032
1,35,0,01035
1,42,0,01042
1,44,0,01044
27,11,0,27011
27,50,0,27050
27,54,0,27054
30,1,0,30001
30,7,0,30007
30,9,0,30009
30,10,0,30010
30,11,0,30011
30,13,0,30013
30,14,0,30014
30,28,0,30028
30,30,0,30030
30,34,0,30034
30,35,0,30035
30,37,0,30037
30,38,0,30038
30,39,0,30039
30,40,0,30040
31,3,0,31003
31,6,0,31006
31,8,0,31008
31,9,0,31009
31,15,0,31015
31,18,0,31018
31,19,0,31019
31,26,0,31026
31,28,0,31028
31,29,0,31029
31,32,0,31032
31,35,0,31035
31,38,0,31038
31,41,0,31041
31,43,0,31043
31,45,0,31045
31,46,0,31046
31,47,0,31047
31,48,0,31048
31,49,0,31049
31,50,0,31050
31,51,0,31051
32,1,0,32001
32,2,0,32002
32,3,0,32003
32,4,0,32004
32,5,0,32005
32,6,0,32006
32,7,0,32007
32,8,0,32008
32,9,0,32009
32,10,0,32010
32,12,0,32012
32,13,0,32013
32,14,0,32014
32,15,0,32015
32,16,0,32016
32,17,0,32017
32,18,0,32018
32,20,0,32020
32,21,0,32021
32,22,0,32022
32,23,0,32023
32,24,0,32024
32,25,0,32025
32,26,0,32026
32,27,0,32027
32,28,0,32028
32,29,0,32029
32,30,0,32030
32,31,0,32031
32,32,0,32032
32,33,0,32033
32,34,0,32034
32,35,0,32035
32,36,0,32036
32,37,0,32037
32,38,0,32038
32,39,0,32039
32,40,0,32040
32,41,0,32041
32,42,0,32042
32,43,0,32043
32,45,0,32045
32,46,0,32046
32,48,0,32048
32,52,0,32052
33,5,0,33005
33,10,0,33010
33,14,0,33014
33,18,0,33018
36,36,0,36036
36,41,0,36041
36,43,0,36043
38,1,0,38001
38,2,0,38002
38,4,0,38004
38,5,0,38005
38,6,0,38006
38,7,0,38007
38,9,0,38009
38,10,0,38010
38,11,0,38011
38,13,0,38013
38,14,0,38014
38,15,0,38015
38,16,0,38016
38,17,0,38017
38,18,0,38018
38,20,0,38020
38,21,0,38021
38,22,0,38022
38,23,0,38023
38,24,0,38024
38,25,0,38025
38,26,0,38026
38,27,0,38027
38,28,0,38028
38,29,0,38029
38,30,0,38030
38,31,0,38031
38,32,0,38032
38,33,0,38033
38,34,0,38034
38,35,0,38035
38,36,0,38036
38,37,0,38037
38,39,0,38039
38,40,0,38040
38,41,0,38041
38,42,0,38042
38,43,0,38043
38,44,0,38044
38,45,0,38045
38,46,0,38046
38,47,0,38047
38,48,0,38048
38,49,0,38049
38,50,0,38050
38,51,0,38051
38,52,0,38052
38,53,0,38053
39,4,0,39004
39,5,0,39005
39,6,0,39006
39,7,0,39007
39,8,0,39008
39,9,0,39009
39,10,0,39010
39,11,0,39011
39,12,0,39012
39,14,0,39014
39,19,0,39019
39,21,0,39021
39,22,0,39022
39,25,0,39025
39,27,0,39027
39,28,0,39028
39,29,0,39029
39,30,0,39030
39,31,0,39031
39,33,0,39033
39,34,0,39034
39,35,0,39035
39,38,0,39038
39,43,0,39043
39,44,0,39044
39,45,0,39045
39,46,0,39046
40,1,0,40001
40,5,0,40005
40,6,0,40006
40,14,0,40014
40,17,0,40017
40,19,0,40019
40,20,0,40020
40,21,0,40021
40,23,0,40023
40,24,0,40024
40,30,0,40030
40,32,0,40032
40,34,0,40034
40,36,0,40036
40,38,0,40038
40,40,0,40040
40,41,0,40041
40,42,0,40042
40,43,0,40043
40,44,0,40044
40,48,0,40048
40,49,0,40049
44,9,0,44009
44,47,0,44047
45,1,0,45001
45,7,0,45007
45,8,0,45008
45,10,0,45010
45,12,0,45012
45,14,0,45014
45,16,0,45016
45,20,0,45020
45,25,0,45025
45,26,0,45026
45,28,0,45028
45,29,0,45029
45,31,0,45031
45,38,0,45038
45,39,0,45039
45,40,0,45040
45,46,0,45046
45,47,0,45047
45,48,0,45048
45,50,0,45050
45,53,0,45053
46,21,0,46021
47,1,0,47001
47,2,0,47002
47,3,0,47003
47,4,0,47004
47,5,0,47005
47,6,0,47006
47,7,0,47007
47,8,0,47008
47,9,0,47009
47,10,0,47010
47,11,0,47011
47,12,0,47012
47,13,0,47013
47,14,0,47014
47,15,0,47015
47,16,0,47016
47,17,0,47017
47,18,0,47018
47,19,0,47019
47,20,0,47020
47,21,0,47021
47,22,0,47022
47,23,0,47023
47,24,0,47024
47,25,0,47025
47,26,0,47026
47,27,0,47027
47,28,0,47028
47,29,0,47029
47,30,0,47030
47,31,0,47031
47,32,0,47032
47,33,0,47033
47,34,0,47034
47,35,0,47035
47,36,0,47036
47,37,0,47037
47,38,0,47038
47,39,0,47039
47,40,0,47040
47,41,0,47041
47,42,0,47042
47,43,0,47043
47,44,0,47044
47,45,0,47045
47,46,0,47046
47,47,0,47047
47,48,0,47048
47,49,0,47049
47,50,0,47050
47,51,0,47051
47,52,0,47052
48,10,0,48010
48,49,0,48049
