ward,precinct,total,Matt Reichel,Matt Reichel Percent,precinct_id
38,35,2,2,100.0,38035
38,36,0,0,0.0,38036
38,37,1,1,100.0,38037
38,38,0,0,0.0,38038
38,39,1,1,100.0,38039
38,40,0,0,0.0,38040
38,41,3,3,100.0,38041
38,42,0,0,0.0,38042
38,43,1,1,100.0,38043
38,44,0,0,0.0,38044
38,45,0,0,0.0,38045
38,46,0,0,0.0,38046
38,47,1,1,100.0,38047
38,48,0,0,0.0,38048
38,49,0,0,0.0,38049
38,50,1,1,100.0,38050
38,51,0,0,0.0,38051
38,52,1,1,100.0,38052
38,53,0,0,0.0,38053
39,1,0,0,0.0,39001
39,2,2,2,100.0,39002
39,3,0,0,0.0,39003
39,4,0,0,0.0,39004
39,5,0,0,0.0,39005
39,6,1,1,100.0,39006
39,7,2,2,100.0,39007
39,8,0,0,0.0,39008
39,9,0,0,0.0,39009
39,10,1,1,100.0,39010
39,11,1,1,100.0,39011
39,12,2,2,100.0,39012
39,13,0,0,0.0,39013
39,14,0,0,0.0,39014
39,15,0,0,0.0,39015
39,16,0,0,0.0,39016
39,17,2,2,100.0,39017
39,18,0,0,0.0,39018
39,19,0,0,0.0,39019
39,20,0,0,0.0,39020
39,21,0,0,0.0,39021
39,22,1,1,100.0,39022
39,23,0,0,0.0,39023
39,24,0,0,0.0,39024
39,25,1,1,100.0,39025
39,26,1,1,100.0,39026
39,27,4,4,100.0,39027
39,28,0,0,0.0,39028
39,29,3,3,100.0,39029
39,30,3,3,100.0,39030
39,31,0,0,0.0,39031
39,32,1,1,100.0,39032
39,33,2,2,100.0,39033
39,34,1,1,100.0,39034
39,35,0,0,0.0,39035
39,36,0,0,0.0,39036
39,37,0,0,0.0,39037
39,38,3,3,100.0,39038
39,39,0,0,0.0,39039
39,40,0,0,0.0,39040
39,41,0,0,0.0,39041
39,42,0,0,0.0,39042
39,43,1,1,100.0,39043
39,44,2,2,100.0,39044
39,45,0,0,0.0,39045
39,46,1,1,100.0,39046
39,47,0,0,0.0,39047
40,1,2,2,100.0,40001
40,2,1,1,100.0,40002
40,5,1,1,100.0,40005
40,6,2,2,100.0,40006
40,10,1,1,100.0,40010
40,14,1,1,100.0,40014
40,15,2,2,100.0,40015
40,17,0,0,0.0,40017
40,19,1,1,100.0,40019
40,20,0,0,0.0,40020
40,21,0,0,0.0,40021
40,23,2,2,100.0,40023
40,24,1,1,100.0,40024
40,25,0,0,0.0,40025
40,29,3,3,100.0,40029
40,30,0,0,0.0,40030
40,31,0,0,0.0,40031
40,32,0,0,0.0,40032
40,34,1,1,100.0,40034
40,36,1,1,100.0,40036
40,38,0,0,0.0,40038
40,40,0,0,0.0,40040
40,41,1,1,100.0,40041
40,44,0,0,0.0,40044
40,45,2,2,100.0,40045
40,48,0,0,0.0,40048
40,49,1,1,100.0,40049
41,3,1,1,100.0,41003
41,6,2,2,100.0,41006
41,9,3,3,100.0,41009
41,10,0,0,0.0,41010
41,12,1,1,100.0,41012
41,14,2,2,100.0,41014
41,16,3,3,100.0,41016
41,19,0,0,0.0,41019
41,21,0,0,0.0,41021
41,22,1,1,100.0,41022
41,23,1,1,100.0,41023
41,24,0,0,0.0,41024
41,30,0,0,0.0,41030
41,35,3,3,100.0,41035
41,38,0,0,0.0,41038
41,39,1,1,100.0,41039
41,44,0,0,0.0,41044
41,46,1,1,100.0,41046
41,47,4,4,100.0,41047
41,50,1,1,100.0,41050
41,51,0,0,0.0,41051
41,53,1,1,100.0,41053
41,54,1,1,100.0,41054
41,57,4,4,100.0,41057
43,2,1,1,100.0,43002
43,6,1,1,100.0,43006
43,7,0,0,0.0,43007
43,8,0,0,0.0,43008
43,12,1,1,100.0,43012
43,14,0,0,0.0,43014
43,17,2,2,100.0,43017
43,20,0,0,0.0,43020
43,21,1,1,100.0,43021
43,22,0,0,0.0,43022
43,27,0,0,0.0,43027
43,29,0,0,0.0,43029
43,31,1,1,100.0,43031
43,32,0,0,0.0,43032
43,33,1,1,100.0,43033
43,34,1,1,100.0,43034
43,38,0,0,0.0,43038
43,43,0,0,0.0,43043
43,44,0,0,0.0,43044
43,45,1,1,100.0,43045
43,48,0,0,0.0,43048
43,50,2,2,100.0,43050
43,53,2,2,100.0,43053
43,56,1,1,100.0,43056
43,57,0,0,0.0,43057
43,58,0,0,0.0,43058
43,59,2,2,100.0,43059
44,1,1,1,100.0,44001
44,2,1,1,100.0,44002
44,5,0,0,0.0,44005
44,6,1,1,100.0,44006
44,8,0,0,0.0,44008
44,9,0,0,0.0,44009
44,10,0,0,0.0,44010
44,11,1,1,100.0,44011
44,12,1,1,100.0,44012
44,13,2,2,100.0,44013
44,14,0,0,0.0,44014
44,15,0,0,0.0,44015
44,16,2,2,100.0,44016
44,17,1,1,100.0,44017
44,18,0,0,0.0,44018
44,19,0,0,0.0,44019
44,20,0,0,0.0,44020
44,21,1,1,100.0,44021
44,22,0,0,0.0,44022
44,23,0,0,0.0,44023
44,24,0,0,0.0,44024
44,25,1,1,100.0,44025
44,26,1,1,100.0,44026
44,27,0,0,0.0,44027
44,28,0,0,0.0,44028
44,29,2,2,100.0,44029
44,30,3,3,100.0,44030
44,31,1,1,100.0,44031
44,32,2,2,100.0,44032
44,33,1,1,100.0,44033
44,34,0,0,0.0,44034
44,36,0,0,0.0,44036
44,37,2,2,100.0,44037
44,38,0,0,0.0,44038
44,39,1,1,100.0,44039
44,40,0,0,0.0,44040
44,41,2,2,100.0,44041
44,42,2,2,100.0,44042
44,43,0,0,0.0,44043
44,44,3,3,100.0,44044
44,45,1,1,100.0,44045
44,46,1,1,100.0,44046
44,47,1,1,100.0,44047
44,50,0,0,0.0,44050
44,51,1,1,100.0,44051
45,1,1,1,100.0,45001
45,2,0,0,0.0,45002
45,3,0,0,0.0,45003
45,4,0,0,0.0,45004
45,5,0,0,0.0,45005
45,6,0,0,0.0,45006
45,7,2,2,100.0,45007
45,8,2,2,100.0,45008
45,9,0,0,0.0,45009
45,10,0,0,0.0,45010
45,11,0,0,0.0,45011
45,12,0,0,0.0,45012
45,13,0,0,0.0,45013
45,14,0,0,0.0,45014
45,15,0,0,0.0,45015
45,16,1,1,100.0,45016
45,17,1,1,100.0,45017
45,18,0,0,0.0,45018
45,19,2,2,100.0,45019
45,20,0,0,0.0,45020
45,21,1,1,100.0,45021
45,22,0,0,0.0,45022
45,23,1,1,100.0,45023
45,24,0,0,0.0,45024
45,25,0,0,0.0,45025
45,26,1,1,100.0,45026
45,27,0,0,0.0,45027
45,28,0,0,0.0,45028
45,29,0,0,0.0,45029
45,30,1,1,100.0,45030
45,31,1,1,100.0,45031
45,32,1,1,100.0,45032
45,33,0,0,0.0,45033
45,34,1,1,100.0,45034
45,35,0,0,0.0,45035
45,36,3,3,100.0,45036
45,37,1,1,100.0,45037
45,38,0,0,0.0,45038
45,39,2,2,100.0,45039
45,40,0,0,0.0,45040
45,41,0,0,0.0,45041
45,42,2,2,100.0,45042
45,43,0,0,0.0,45043
45,44,0,0,0.0,45044
45,45,0,0,0.0,45045
45,46,0,0,0.0,45046
45,47,0,0,0.0,45047
45,48,0,0,0.0,45048
45,49,0,0,0.0,45049
45,50,2,2,100.0,45050
45,51,2,2,100.0,45051
45,52,0,0,0.0,45052
45,53,0,0,0.0,45053
46,3,0,0,0.0,46003
46,5,1,1,100.0,46005
46,13,1,1,100.0,46013
46,17,3,3,100.0,46017
46,18,1,1,100.0,46018
46,24,1,1,100.0,46024
46,29,0,0,0.0,46029
46,31,5,5,100.0,46031
46,36,0,0,0.0,46036
46,37,1,1,100.0,46037
46,43,1,1,100.0,46043
46,44,2,2,100.0,46044
47,1,0,0,0.0,47001
47,2,0,0,0.0,47002
47,3,0,0,0.0,47003
47,4,0,0,0.0,47004
47,5,2,2,100.0,47005
47,6,1,1,100.0,47006
47,7,1,1,100.0,47007
47,8,0,0,0.0,47008
47,9,2,2,100.0,47009
47,10,1,1,100.0,47010
47,11,0,0,0.0,47011
47,12,3,3,100.0,47012
47,13,1,1,100.0,47013
47,14,1,1,100.0,47014
47,15,1,1,100.0,47015
47,16,0,0,0.0,47016
47,17,1,1,100.0,47017
47,18,3,3,100.0,47018
47,19,0,0,0.0,47019
47,20,0,0,0.0,47020
47,21,2,2,100.0,47021
47,22,0,0,0.0,47022
47,23,0,0,0.0,47023
47,24,1,1,100.0,47024
47,25,1,1,100.0,47025
47,26,1,1,100.0,47026
47,27,0,0,0.0,47027
47,28,1,1,100.0,47028
47,29,2,2,100.0,47029
47,30,3,3,100.0,47030
47,31,1,1,100.0,47031
47,32,2,2,100.0,47032
47,33,3,3,100.0,47033
47,34,3,3,100.0,47034
47,35,2,2,100.0,47035
47,36,6,6,100.0,47036
47,37,2,2,100.0,47037
47,38,2,2,100.0,47038
47,39,1,1,100.0,47039
47,40,0,0,0.0,47040
47,41,1,1,100.0,47041
47,42,4,4,100.0,47042
47,43,0,0,0.0,47043
47,44,2,2,100.0,47044
47,45,3,3,100.0,47045
47,46,1,1,100.0,47046
47,47,1,1,100.0,47047
47,48,1,1,100.0,47048
47,49,1,1,100.0,47049
47,50,2,2,100.0,47050
47,51,0,0,0.0,47051
47,52,0,0,0.0,47052
50,44,0,0,0.0,50044
50,45,1,1,100.0,50045
