ward,precinct,total,Mary E. Flowers,Mary E. Flowers Percent,precinct_id
6,10,278,278,100.0,06010
6,17,280,280,100.0,06017
6,19,84,84,100.0,06019
6,20,262,262,100.0,06020
6,22,165,165,100.0,06022
6,25,207,207,100.0,06025
6,26,37,37,100.0,06026
6,27,239,239,100.0,06027
17,2,349,349,100.0,17002
17,4,410,410,100.0,17004
17,5,270,270,100.0,17005
17,9,261,261,100.0,17009
17,10,454,454,100.0,17010
17,11,200,200,100.0,17011
17,15,360,360,100.0,17015
17,18,407,407,100.0,17018
17,20,453,453,100.0,17020
17,21,77,77,100.0,17021
17,22,329,329,100.0,17022
17,23,237,237,100.0,17023
17,24,354,354,100.0,17024
17,26,365,365,100.0,17026
17,27,325,325,100.0,17027
17,28,273,273,100.0,17028
17,29,347,347,100.0,17029
17,32,183,183,100.0,17032
17,34,174,174,100.0,17034
17,37,228,228,100.0,17037
17,38,379,379,100.0,17038
17,39,324,324,100.0,17039
17,40,385,385,100.0,17040
17,41,465,465,100.0,17041
18,4,429,429,100.0,18004
18,6,102,102,100.0,18006
18,7,372,372,100.0,18007
18,8,398,398,100.0,18008
18,9,152,152,100.0,18009
18,10,523,523,100.0,18010
18,12,240,240,100.0,18012
18,13,443,443,100.0,18013
18,14,403,403,100.0,18014
18,16,392,392,100.0,18016
18,18,302,302,100.0,18018
18,19,336,336,100.0,18019
18,20,301,301,100.0,18020
18,21,177,177,100.0,18021
18,22,445,445,100.0,18022
18,26,374,374,100.0,18026
18,29,21,21,100.0,18029
18,32,20,20,100.0,18032
18,33,34,34,100.0,18033
18,35,464,464,100.0,18035
18,36,407,407,100.0,18036
18,37,467,467,100.0,18037
18,38,370,370,100.0,18038
18,41,483,483,100.0,18041
21,2,113,113,100.0,21002
21,4,362,362,100.0,21004
21,13,50,50,100.0,21013
21,15,270,270,100.0,21015
21,17,42,42,100.0,21017
21,20,221,221,100.0,21020
21,26,352,352,100.0,21026
21,28,457,457,100.0,21028
21,30,333,333,100.0,21030
21,34,191,191,100.0,21034
21,43,344,344,100.0,21043
21,44,126,126,100.0,21044
21,47,335,335,100.0,21047
21,51,401,401,100.0,21051
21,52,331,331,100.0,21052
21,53,176,176,100.0,21053
21,54,315,315,100.0,21054
