ward,precinct,total,Elizabeth Anne Walsh,Elizabeth Anne Walsh Percent,precinct_id
45,44,322,322,100.0,45044
45,45,212,212,100.0,45045
45,46,255,255,100.0,45046
45,47,232,232,100.0,45047
45,48,253,253,100.0,45048
46,1,382,382,100.0,46001
46,2,507,507,100.0,46002
46,3,581,581,100.0,46003
46,4,475,475,100.0,46004
46,5,687,687,100.0,46005
46,6,439,439,100.0,46006
46,7,476,476,100.0,46007
46,8,333,333,100.0,46008
46,9,572,572,100.0,46009
46,10,904,904,100.0,46010
46,11,489,489,100.0,46011
46,12,557,557,100.0,46012
46,13,541,541,100.0,46013
46,14,525,525,100.0,46014
46,15,536,536,100.0,46015
46,16,587,587,100.0,46016
46,17,543,543,100.0,46017
46,18,562,562,100.0,46018
46,19,334,334,100.0,46019
46,20,433,433,100.0,46020
46,21,382,382,100.0,46021
46,22,359,359,100.0,46022
46,23,490,490,100.0,46023
46,24,649,649,100.0,46024
46,25,495,495,100.0,46025
46,26,746,746,100.0,46026
46,27,692,692,100.0,46027
46,28,465,465,100.0,46028
46,29,401,401,100.0,46029
46,30,545,545,100.0,46030
46,31,544,544,100.0,46031
46,32,470,470,100.0,46032
46,33,549,549,100.0,46033
46,34,663,663,100.0,46034
46,35,563,563,100.0,46035
46,36,470,470,100.0,46036
46,37,394,394,100.0,46037
46,38,613,613,100.0,46038
46,39,455,455,100.0,46039
46,40,428,428,100.0,46040
47,1,351,351,100.0,47001
47,2,488,488,100.0,47002
47,3,451,451,100.0,47003
47,4,610,610,100.0,47004
47,5,558,558,100.0,47005
47,6,643,643,100.0,47006
47,7,472,472,100.0,47007
47,8,490,490,100.0,47008
47,9,479,479,100.0,47009
47,10,612,612,100.0,47010
47,11,532,532,100.0,47011
47,12,555,555,100.0,47012
47,13,509,509,100.0,47013
47,14,459,459,100.0,47014
47,15,638,638,100.0,47015
47,16,496,496,100.0,47016
47,17,505,505,100.0,47017
47,18,469,469,100.0,47018
47,19,832,832,100.0,47019
47,20,535,535,100.0,47020
47,21,490,490,100.0,47021
47,22,545,545,100.0,47022
47,23,602,602,100.0,47023
47,24,546,546,100.0,47024
47,25,642,642,100.0,47025
47,26,734,734,100.0,47026
47,27,432,432,100.0,47027
47,28,465,465,100.0,47028
47,29,609,609,100.0,47029
47,30,653,653,100.0,47030
47,31,564,564,100.0,47031
47,32,643,643,100.0,47032
47,33,510,510,100.0,47033
47,34,537,537,100.0,47034
47,35,497,497,100.0,47035
47,36,593,593,100.0,47036
47,37,484,484,100.0,47037
47,38,499,499,100.0,47038
47,39,508,508,100.0,47039
47,40,479,479,100.0,47040
47,41,566,566,100.0,47041
47,42,502,502,100.0,47042
47,43,454,454,100.0,47043
47,44,446,446,100.0,47044
47,45,467,467,100.0,47045
47,46,498,498,100.0,47046
47,47,624,624,100.0,47047
47,48,28,28,100.0,47048
48,1,497,497,100.0,48001
48,2,210,210,100.0,48002
48,3,557,557,100.0,48003
48,4,469,469,100.0,48004
48,5,262,262,100.0,48005
48,6,579,579,100.0,48006
48,7,541,541,100.0,48007
48,8,238,238,100.0,48008
48,9,310,310,100.0,48009
48,10,734,734,100.0,48010
48,11,401,401,100.0,48011
48,12,632,632,100.0,48012
48,13,587,587,100.0,48013
48,14,207,207,100.0,48014
48,15,311,311,100.0,48015
48,16,524,524,100.0,48016
48,17,415,415,100.0,48017
48,18,326,326,100.0,48018
48,19,352,352,100.0,48019
48,20,526,526,100.0,48020
48,21,619,619,100.0,48021
48,22,355,355,100.0,48022
48,23,437,437,100.0,48023
48,24,511,511,100.0,48024
48,25,419,419,100.0,48025
48,26,240,240,100.0,48026
48,27,503,503,100.0,48027
48,28,515,515,100.0,48028
48,29,196,196,100.0,48029
48,30,429,429,100.0,48030
48,31,722,722,100.0,48031
48,32,556,556,100.0,48032
48,33,244,244,100.0,48033
48,34,427,427,100.0,48034
48,35,282,282,100.0,48035
48,36,260,260,100.0,48036
48,37,520,520,100.0,48037
48,38,484,484,100.0,48038
48,39,349,349,100.0,48039
48,40,453,453,100.0,48040
48,41,658,658,100.0,48041
48,42,572,572,100.0,48042
48,43,603,603,100.0,48043
48,44,661,661,100.0,48044
48,45,368,368,100.0,48045
48,46,292,292,100.0,48046
49,1,307,307,100.0,49001
49,2,309,309,100.0,49002
49,3,609,609,100.0,49003
49,4,635,635,100.0,49004
49,5,465,465,100.0,49005
49,6,444,444,100.0,49006
49,7,397,397,100.0,49007
49,8,437,437,100.0,49008
49,9,496,496,100.0,49009
49,10,583,583,100.0,49010
49,11,632,632,100.0,49011
49,12,629,629,100.0,49012
49,13,573,573,100.0,49013
49,14,385,385,100.0,49014
49,15,386,386,100.0,49015
49,16,455,455,100.0,49016
49,17,381,381,100.0,49017
49,18,646,646,100.0,49018
49,19,480,480,100.0,49019
49,20,759,759,100.0,49020
49,21,312,312,100.0,49021
49,22,514,514,100.0,49022
49,23,649,649,100.0,49023
49,24,375,375,100.0,49024
49,25,636,636,100.0,49025
49,26,572,572,100.0,49026
49,27,562,562,100.0,49027
49,28,702,702,100.0,49028
49,29,586,586,100.0,49029
49,30,520,520,100.0,49030
49,31,342,342,100.0,49031
49,32,475,475,100.0,49032
49,33,405,405,100.0,49033
50,1,264,264,100.0,50001
50,2,186,186,100.0,50002
50,3,253,253,100.0,50003
50,4,356,356,100.0,50004
50,5,185,185,100.0,50005
50,6,369,369,100.0,50006
50,7,447,447,100.0,50007
50,8,362,362,100.0,50008
50,9,286,286,100.0,50009
50,10,328,328,100.0,50010
50,11,136,136,100.0,50011
50,12,113,113,100.0,50012
50,13,455,455,100.0,50013
50,14,104,104,100.0,50014
50,15,437,437,100.0,50015
50,16,83,83,100.0,50016
50,17,348,348,100.0,50017
50,18,33,33,100.0,50018
50,19,297,297,100.0,50019
50,20,384,384,100.0,50020
50,21,316,316,100.0,50021
50,22,286,286,100.0,50022
50,23,217,217,100.0,50023
50,24,182,182,100.0,50024
50,25,250,250,100.0,50025
50,26,329,329,100.0,50026
50,27,89,89,100.0,50027
50,28,392,392,100.0,50028
50,29,379,379,100.0,50029
50,30,305,305,100.0,50030
50,31,522,522,100.0,50031
50,32,430,430,100.0,50032
50,33,195,195,100.0,50033
50,34,425,425,100.0,50034
50,35,500,500,100.0,50035
50,36,348,348,100.0,50036
50,37,387,387,100.0,50037
50,38,106,106,100.0,50038
50,39,215,215,100.0,50039
50,40,185,185,100.0,50040
