ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
3,1,763,723,94.76,40,5.24,03001
3,2,600,553,92.17,47,7.83,03002
3,3,478,420,87.87,58,12.13,03003
3,4,631,562,89.06,69,10.94,03004
3,5,324,301,92.9,23,7.1,03005
3,6,857,660,77.01,197,22.99,03006
3,7,342,305,89.18,37,10.82,03007
3,8,434,402,92.63,32,7.37,03008
3,9,660,590,89.39,70,10.61,03009
3,11,630,581,92.22,49,7.78,03011
3,12,541,497,91.87,44,8.13,03012
3,13,704,560,79.55,144,20.45,03013
3,14,699,600,85.84,99,14.16,03014
3,15,518,484,93.44,34,6.56,03015
3,16,456,426,93.42,30,6.58,03016
3,17,870,778,89.43,92,10.57,03017
3,18,755,674,89.27,81,10.73,03018
3,19,743,573,77.12,170,22.88,03019
3,20,604,558,92.38,46,7.62,03020
3,21,648,495,76.39,153,23.61,03021
3,22,862,676,78.42,186,21.58,03022
3,23,495,438,88.48,57,11.52,03023
3,24,491,458,93.28,33,6.72,03024
3,25,1037,794,76.57,243,23.43,03025
3,26,651,491,75.42,160,24.58,03026
3,27,792,603,76.14,189,23.86,03027
3,28,310,288,92.9,22,7.1,03028
3,29,602,561,93.19,41,6.81,03029
3,30,481,446,92.72,35,7.28,03030
3,31,664,605,91.11,59,8.89,03031
3,32,940,799,85.0,141,15.0,03032
3,33,746,625,83.78,121,16.22,03033
3,34,910,769,84.51,141,15.49,03034
3,35,298,262,87.92,36,12.08,03035
3,36,260,235,90.38,25,9.62,03036
3,37,505,466,92.28,39,7.72,03037
3,38,395,359,90.89,36,9.11,03038
3,39,1167,965,82.69,202,17.31,03039
3,40,623,561,90.05,62,9.95,03040
3,41,399,350,87.72,49,12.28,03041
4,3,490,470,95.92,20,4.08,04003
4,4,782,703,89.9,79,10.1,04004
4,6,649,572,88.14,77,11.86,04006
4,7,746,677,90.75,69,9.25,04007
4,8,663,615,92.76,48,7.24,04008
4,11,599,542,90.48,57,9.52,04011
4,12,755,699,92.58,56,7.42,04012
4,14,608,536,88.16,72,11.84,04014
4,18,571,519,90.89,52,9.11,04018
4,19,449,410,91.31,39,8.69,04019
4,25,764,646,84.55,118,15.45,04025
4,28,529,493,93.19,36,6.81,04028
4,29,552,515,93.3,37,6.7,04029
4,30,815,762,93.5,53,6.5,04030
4,32,671,602,89.72,69,10.28,04032
4,35,692,641,92.63,51,7.37,04035
4,36,729,666,91.36,63,8.64,04036
4,38,657,606,92.24,51,7.76,04038
20,7,509,482,94.7,27,5.3,20007
20,11,560,517,92.32,43,7.68,20011
20,12,411,372,90.51,39,9.49,20012
20,14,242,228,94.21,14,5.79,20014
20,23,251,240,95.62,11,4.38,20023
20,31,523,489,93.5,34,6.5,20031
20,37,128,121,94.53,7,5.47,20037
25,27,730,582,79.73,148,20.27,25027
