ward,precinct,total,Robert ''Bob'' Rita,Robert ''Bob'' Rita Percent,precinct_id
9,1,200,200,100.0,09001
9,2,241,241,100.0,09002
9,4,219,219,100.0,09004
9,5,382,382,100.0,09005
9,6,350,350,100.0,09006
9,9,89,89,100.0,09009
9,13,101,101,100.0,09013
9,14,444,444,100.0,09014
9,17,187,187,100.0,09017
9,19,385,385,100.0,09019
9,22,400,400,100.0,09022
9,29,338,338,100.0,09029
9,31,212,212,100.0,09031
9,32,388,388,100.0,09032
9,34,327,327,100.0,09034
9,35,364,364,100.0,09035
9,38,121,121,100.0,09038
9,39,407,407,100.0,09039
9,40,436,436,100.0,09040
9,43,206,206,100.0,09043
9,44,67,67,100.0,09044
34,2,187,187,100.0,34002
34,3,424,424,100.0,34003
34,4,302,302,100.0,34004
34,6,467,467,100.0,34006
34,9,291,291,100.0,34009
34,11,369,369,100.0,34011
34,14,343,343,100.0,34014
34,15,112,112,100.0,34015
34,16,363,363,100.0,34016
34,18,269,269,100.0,34018
34,20,298,298,100.0,34020
34,22,409,409,100.0,34022
34,23,335,335,100.0,34023
34,24,355,355,100.0,34024
34,26,494,494,100.0,34026
34,27,321,321,100.0,34027
34,28,259,259,100.0,34028
34,30,390,390,100.0,34030
34,31,285,285,100.0,34031
34,33,342,342,100.0,34033
34,36,363,363,100.0,34036
34,37,227,227,100.0,34037
34,38,205,205,100.0,34038
34,39,298,298,100.0,34039
34,41,241,241,100.0,34041
34,42,406,406,100.0,34042
34,50,338,338,100.0,34050
34,51,243,243,100.0,34051
34,53,275,275,100.0,34053
