ward,precinct,total,Richard J. Durbin,Richard J. Durbin Percent,Mark C. Curran Jr.,Mark C. Curran Jr. Percent,Willie L. Wilson,Willie L. Wilson Percent,Danny Malouf,Danny Malouf Percent,precinct_id
31,12,349,244,69.91,77,22.06,17,4.87,6,1.72,31012
31,13,427,349,81.73,49,11.48,15,3.51,6,1.41,31013
31,14,379,295,77.84,51,13.46,21,5.54,3,0.79,31014
31,15,399,283,70.93,69,17.29,32,8.02,4,1.0,31015
31,16,458,381,83.19,41,8.95,23,5.02,5,1.09,31016
31,17,367,279,76.02,54,14.71,23,6.27,3,0.82,31017
31,18,366,291,79.51,48,13.11,17,4.64,4,1.09,31018
31,19,355,268,75.49,66,18.59,14,3.94,4,1.13,31019
31,20,346,264,76.3,52,15.03,16,4.62,5,1.45,31020
31,21,348,273,78.45,47,13.51,22,6.32,2,0.57,31021
31,22,341,297,87.1,21,6.16,10,2.93,5,1.47,31022
31,23,410,312,76.1,56,13.66,32,7.8,4,0.98,31023
31,24,405,326,80.49,43,10.62,26,6.42,4,0.99,31024
31,25,377,284,75.33,66,17.51,21,5.57,5,1.33,31025
31,26,413,319,77.24,71,17.19,18,4.36,0,0.0,31026
31,27,433,324,74.83,71,16.4,27,6.24,8,1.85,31027
31,28,335,253,75.52,46,13.73,29,8.66,3,0.9,31028
31,29,372,288,77.42,40,10.75,33,8.87,7,1.88,31029
31,30,314,263,83.76,31,9.87,9,2.87,4,1.27,31030
31,31,343,253,73.76,68,19.83,15,4.37,6,1.75,31031
31,32,320,251,78.44,46,14.38,13,4.06,4,1.25,31032
31,33,383,291,75.98,52,13.58,25,6.53,6,1.57,31033
31,34,401,302,75.31,63,15.71,19,4.74,7,1.75,31034
31,35,457,358,78.34,59,12.91,27,5.91,4,0.88,31035
31,36,409,308,75.31,58,14.18,29,7.09,4,0.98,31036
31,37,378,311,82.28,41,10.85,21,5.56,4,1.06,31037
31,38,354,288,81.36,34,9.6,20,5.65,5,1.41,31038
31,39,441,363,82.31,38,8.62,23,5.22,8,1.81,31039
31,40,445,366,82.25,36,8.09,22,4.94,8,1.8,31040
31,41,367,283,77.11,50,13.62,21,5.72,3,0.82,31041
32,1,906,708,78.15,134,14.79,36,3.97,12,1.32,32001
32,2,830,652,78.55,141,16.99,17,2.05,16,1.93,32002
32,3,749,641,85.58,61,8.14,25,3.34,7,0.93,32003
32,4,685,559,81.61,94,13.72,11,1.61,8,1.17,32004
32,5,778,666,85.6,88,11.31,12,1.54,5,0.64,32005
32,6,882,748,84.81,96,10.88,21,2.38,12,1.36,32006
32,7,856,693,80.96,128,14.95,14,1.64,14,1.64,32007
32,8,969,707,72.96,209,21.57,28,2.89,15,1.55,32008
32,9,775,609,78.58,118,15.23,22,2.84,13,1.68,32009
32,10,861,631,73.29,171,19.86,33,3.83,18,2.09,32010
32,11,624,542,86.86,46,7.37,15,2.4,7,1.12,32011
32,12,492,432,87.8,25,5.08,23,4.67,1,0.2,32012
32,13,866,648,74.83,184,21.25,12,1.39,14,1.62,32013
32,14,743,652,87.75,51,6.86,12,1.62,16,2.15,32014
32,15,708,544,76.84,136,19.21,12,1.69,10,1.41,32015
32,16,717,582,81.17,105,14.64,13,1.81,11,1.53,32016
32,17,673,579,86.03,49,7.28,19,2.82,9,1.34,32017
32,18,742,538,72.51,176,23.72,13,1.75,7,0.94,32018
32,19,713,571,80.08,106,14.87,14,1.96,7,0.98,32019
32,20,655,592,90.38,33,5.04,16,2.44,4,0.61,32020
32,21,744,594,79.84,120,16.13,13,1.75,7,0.94,32021
32,22,825,721,87.39,61,7.39,16,1.94,8,0.97,32022
32,23,787,622,79.03,145,18.42,4,0.51,10,1.27,32023
32,24,687,470,68.41,184,26.78,13,1.89,13,1.89,32024
32,25,726,590,81.27,106,14.6,13,1.79,9,1.24,32025
32,26,714,619,86.69,64,8.96,17,2.38,3,0.42,32026
32,27,830,592,71.33,206,24.82,17,2.05,12,1.45,32027
32,28,686,595,86.73,57,8.31,15,2.19,7,1.02,32028
32,29,762,651,85.43,72,9.45,19,2.49,8,1.05,32029
32,30,800,601,75.13,182,22.75,10,1.25,4,0.5,32030
32,31,804,607,75.5,160,19.9,15,1.87,17,2.11,32031
32,32,857,698,81.45,121,14.12,15,1.75,16,1.87,32032
32,33,742,558,75.2,133,17.92,26,3.5,15,2.02,32033
32,34,825,684,82.91,98,11.88,21,2.55,13,1.58,32034
32,35,757,584,77.15,146,19.29,13,1.72,6,0.79,32035
32,36,811,647,79.78,141,17.39,5,0.62,12,1.48,32036
32,37,871,676,77.61,142,16.3,24,2.76,17,1.95,32037
32,38,776,596,76.8,146,18.81,21,2.71,7,0.9,32038
32,39,909,651,71.62,230,25.3,17,1.87,8,0.88,32039
32,40,776,609,78.48,136,17.53,12,1.55,8,1.03,32040
32,41,811,612,75.46,161,19.85,14,1.73,16,1.97,32041
32,42,741,559,75.44,149,20.11,13,1.75,13,1.75,32042
32,43,632,530,83.86,65,10.28,14,2.22,13,2.06,32043
33,1,745,634,85.1,75,10.07,26,3.49,3,0.4,33001
33,2,1013,792,78.18,142,14.02,40,3.95,12,1.18,33002
33,3,988,836,84.62,91,9.21,24,2.43,12,1.21,33003
33,4,971,783,80.64,123,12.67,26,2.68,11,1.13,33004
33,5,727,572,78.68,100,13.76,31,4.26,9,1.24,33005
33,6,644,525,81.52,67,10.4,36,5.59,6,0.93,33006
33,7,764,640,83.77,77,10.08,25,3.27,9,1.18,33007
33,8,892,743,83.3,94,10.54,24,2.69,9,1.01,33008
33,9,807,629,77.94,122,15.12,27,3.35,14,1.73,33009
33,10,635,505,79.53,86,13.54,27,4.25,5,0.79,33010
33,11,743,602,81.02,92,12.38,23,3.1,9,1.21,33011
33,12,741,583,78.68,85,11.47,33,4.45,15,2.02,33012
33,13,686,577,84.11,73,10.64,19,2.77,6,0.87,33013
33,14,352,292,82.95,39,11.08,9,2.56,2,0.57,33014
33,15,730,614,84.11,65,8.9,30,4.11,12,1.64,33015
33,16,1009,803,79.58,120,11.89,50,4.96,10,0.99,33016
33,17,754,592,78.51,101,13.4,33,4.38,9,1.19,33017
33,18,1053,858,81.48,107,10.16,38,3.61,12,1.14,33018
33,19,886,703,79.35,118,13.32,29,3.27,13,1.47,33019
33,20,903,769,85.16,78,8.64,22,2.44,8,0.89,33020
33,21,741,628,84.75,67,9.04,18,2.43,10,1.35,33021
33,22,681,530,77.83,94,13.8,37,5.43,6,0.88,33022
33,23,791,664,83.94,87,11.0,18,2.28,5,0.63,33023
33,24,864,717,82.99,97,11.23,27,3.13,9,1.04,33024
33,25,864,702,81.25,102,11.81,35,4.05,8,0.93,33025
33,26,559,486,86.94,40,7.16,13,2.33,4,0.72,33026
33,27,857,682,79.58,112,13.07,28,3.27,16,1.87,33027
33,28,649,556,85.67,49,7.55,18,2.77,13,2.0,33028
34,1,484,386,79.75,4,0.83,89,18.39,2,0.41,34001
34,2,396,296,74.75,6,1.52,89,22.47,2,0.51,34002
34,3,453,346,76.38,4,0.88,99,21.85,1,0.22,34003
34,4,341,248,72.73,6,1.76,82,24.05,3,0.88,34004
34,5,410,326,79.51,6,1.46,72,17.56,3,0.73,34005
34,6,515,377,73.2,14,2.72,121,23.5,0,0.0,34006
34,7,494,379,76.72,2,0.4,107,21.66,3,0.61,34007
34,8,397,307,77.33,6,1.51,82,20.65,0,0.0,34008
34,9,316,241,76.27,6,1.9,69,21.84,0,0.0,34009
34,10,461,373,80.91,5,1.08,76,16.49,2,0.43,34010
34,11,398,292,73.37,8,2.01,95,23.87,0,0.0,34011
34,12,481,383,79.63,8,1.66,88,18.3,1,0.21,34012
34,13,457,340,74.4,9,1.97,101,22.1,1,0.22,34013
34,14,368,286,77.72,9,2.45,70,19.02,1,0.27,34014
34,15,423,314,74.23,5,1.18,96,22.7,2,0.47,34015
34,16,401,317,79.05,1,0.25,83,20.7,0,0.0,34016
34,17,560,433,77.32,6,1.07,114,20.36,2,0.36,34017
34,18,324,234,72.22,7,2.16,80,24.69,1,0.31,34018
34,19,516,409,79.26,12,2.33,90,17.44,1,0.19,34019
34,20,491,377,76.78,6,1.22,102,20.77,1,0.2,34020
34,21,517,422,81.62,6,1.16,84,16.25,1,0.19,34021
34,22,448,343,76.56,1,0.22,99,22.1,2,0.45,34022
34,23,376,290,77.13,2,0.53,83,22.07,0,0.0,34023
34,24,394,279,70.81,4,1.02,106,26.9,2,0.51,34024
34,25,678,522,76.99,4,0.59,143,21.09,3,0.44,34025
34,26,516,429,83.14,4,0.78,79,15.31,1,0.19,34026
34,27,381,290,76.12,8,2.1,79,20.73,3,0.79,34027
34,28,299,228,76.25,4,1.34,65,21.74,1,0.33,34028
34,29,377,298,79.05,3,0.8,74,19.63,1,0.27,34029
34,30,421,330,78.38,13,3.09,71,16.86,1,0.24,34030
34,31,368,261,70.92,3,0.82,95,25.82,3,0.82,34031
34,32,448,352,78.57,6,1.34,88,19.64,0,0.0,34032
34,33,379,288,75.99,4,1.06,85,22.43,1,0.26,34033
34,34,510,390,76.47,9,1.76,106,20.78,0,0.0,34034
34,35,559,428,76.57,8,1.43,115,20.57,0,0.0,34035
34,36,385,301,78.18,5,1.3,77,20.0,0,0.0,34036
34,37,256,194,75.78,7,2.73,51,19.92,1,0.39,34037
34,38,231,156,67.53,9,3.9,61,26.41,2,0.87,34038
34,39,339,253,74.63,4,1.18,76,22.42,3,0.88,34039
34,40,512,419,81.84,1,0.2,88,17.19,1,0.2,34040
34,41,283,221,78.09,3,1.06,55,19.43,1,0.35,34041
34,42,440,356,80.91,3,0.68,78,17.73,1,0.23,34042
34,43,391,310,79.28,2,0.51,77,19.69,0,0.0,34043
34,44,441,342,77.55,4,0.91,93,21.09,0,0.0,34044
34,45,452,367,81.19,5,1.11,75,16.59,2,0.44,34045
34,46,302,252,83.44,0,0.0,49,16.23,0,0.0,34046
34,47,409,332,81.17,4,0.98,70,17.11,3,0.73,34047
34,48,450,364,80.89,5,1.11,78,17.33,0,0.0,34048
34,49,420,314,74.76,1,0.24,101,24.05,1,0.24,34049
34,50,375,291,77.6,3,0.8,74,19.73,1,0.27,34050
34,51,478,369,77.2,6,1.26,101,21.13,0,0.0,34051
34,52,344,273,79.36,2,0.58,66,19.19,0,0.0,34052
34,53,311,226,72.67,4,1.29,77,24.76,3,0.96,34053
35,1,660,555,84.09,59,8.94,25,3.79,6,0.91,35001
35,2,618,513,83.01,61,9.87,26,4.21,1,0.16,35002
35,3,555,448,80.72,59,10.63,29,5.23,8,1.44,35003
35,4,613,472,77.0,82,13.38,37,6.04,6,0.98,35004
35,5,541,456,84.29,48,8.87,22,4.07,6,1.11,35005
35,6,630,553,87.78,43,6.83,13,2.06,13,2.06,35006
35,7,644,555,86.18,37,5.75,19,2.95,10,1.55,35007
35,8,616,523,84.9,44,7.14,21,3.41,9,1.46,35008
35,9,616,485,78.73,87,14.12,29,4.71,2,0.32,35009
35,10,708,632,89.27,40,5.65,16,2.26,5,0.71,35010
35,11,714,602,84.31,66,9.24,22,3.08,12,1.68,35011
35,12,451,354,78.49,53,11.75,24,5.32,9,2.0,35012
35,13,475,377,79.37,47,9.89,39,8.21,7,1.47,35013
35,14,509,420,82.51,53,10.41,15,2.95,5,0.98,35014
35,15,734,631,85.97,49,6.68,23,3.13,17,2.32,35015
35,16,367,297,80.93,38,10.35,22,5.99,3,0.82,35016
35,17,644,544,84.47,48,7.45,27,4.19,6,0.93,35017
35,18,420,338,80.48,45,10.71,28,6.67,3,0.71,35018
35,19,419,320,76.37,53,12.65,37,8.83,2,0.48,35019
35,20,633,531,83.89,56,8.85,27,4.27,5,0.79,35020
35,21,624,539,86.38,40,6.41,22,3.53,7,1.12,35021
35,22,745,629,84.43,63,8.46,28,3.76,11,1.48,35022
35,23,643,514,79.94,81,12.6,22,3.42,7,1.09,35023
35,24,557,471,84.56,41,7.36,26,4.67,9,1.62,35024
35,25,633,534,84.36,56,8.85,20,3.16,10,1.58,35025
35,26,530,417,78.68,77,14.53,22,4.15,5,0.94,35026
35,27,573,479,83.6,57,9.95,22,3.84,9,1.57,35027
35,28,595,508,85.38,46,7.73,20,3.36,11,1.85,35028
35,29,624,486,77.88,90,14.42,27,4.33,6,0.96,35029
35,30,614,488,79.48,74,12.05,30,4.89,11,1.79,35030
35,31,663,534,80.54,83,12.52,23,3.47,10,1.51,35031
36,1,526,395,75.1,88,16.73,29,5.51,8,1.52,36001
36,2,526,410,77.95,47,8.94,50,9.51,9,1.71,36002
36,3,461,351,76.14,66,14.32,39,8.46,1,0.22,36003
36,4,564,434,76.95,67,11.88,56,9.93,2,0.35,36004
36,5,456,351,76.97,51,11.18,45,9.87,1,0.22,36005
36,6,486,362,74.49,75,15.43,34,7.0,7,1.44,36006
36,7,623,357,57.3,204,32.74,50,8.03,4,0.64,36007
36,8,441,353,80.05,48,10.88,22,4.99,9,2.04,36008
36,9,511,385,75.34,72,14.09,38,7.44,7,1.37,36009
36,10,685,493,71.97,144,21.02,31,4.53,8,1.17,36010
36,11,382,295,77.23,61,15.97,19,4.97,2,0.52,36011
36,12,365,284,77.81,56,15.34,13,3.56,4,1.1,36012
36,13,398,319,80.15,43,10.8,26,6.53,5,1.26,36013
36,14,590,423,71.69,119,20.17,32,5.42,6,1.02,36014
36,15,565,384,67.96,142,25.13,30,5.31,7,1.24,36015
36,16,542,386,71.22,103,19.0,38,7.01,5,0.92,36016
36,17,656,457,69.66,135,20.58,46,7.01,10,1.52,36017
36,18,598,405,67.73,131,21.91,48,8.03,10,1.67,36018
36,19,664,498,75.0,110,16.57,45,6.78,3,0.45,36019
36,20,611,416,68.09,141,23.08,36,5.89,10,1.64,36020
36,21,480,373,77.71,63,13.13,32,6.67,4,0.83,36021
36,22,464,370,79.74,52,11.21,35,7.54,2,0.43,36022
36,23,481,377,78.38,65,13.51,26,5.41,4,0.83,36023
36,24,647,442,68.32,142,21.95,50,7.73,5,0.77,36024
36,25,536,424,79.1,63,11.75,33,6.16,6,1.12,36025
36,26,542,321,59.23,169,31.18,44,8.12,3,0.55,36026
36,27,490,367,74.9,73,14.9,37,7.55,3,0.61,36027
36,28,560,346,61.79,157,28.04,38,6.79,6,1.07,36028
36,29,597,382,63.99,153,25.63,53,8.88,6,1.01,36029
36,30,534,373,69.85,112,20.97,36,6.74,7,1.31,36030
37,1,387,300,77.52,9,2.33,69,17.83,2,0.52,37001
37,2,378,302,79.89,14,3.7,54,14.29,3,0.79,37002
37,3,312,229,73.4,4,1.28,77,24.68,1,0.32,37003
37,4,361,263,72.85,20,5.54,72,19.94,3,0.83,37004
37,5,456,347,76.1,9,1.97,95,20.83,4,0.88,37005
37,6,470,348,74.04,16,3.4,98,20.85,3,0.64,37006
37,7,358,267,74.58,23,6.42,65,18.16,1,0.28,37007
37,8,324,254,78.4,12,3.7,49,15.12,2,0.62,37008
37,9,457,343,75.05,9,1.97,98,21.44,2,0.44,37009
37,10,555,423,76.22,29,5.23,94,16.94,6,1.08,37010
37,11,294,226,76.87,7,2.38,59,20.07,0,0.0,37011
37,12,415,335,80.72,14,3.37,60,14.46,3,0.72,37012
37,13,325,243,74.77,12,3.69,64,19.69,3,0.92,37013
37,14,468,335,71.58,18,3.85,111,23.72,0,0.0,37014
37,15,454,345,75.99,11,2.42,90,19.82,3,0.66,37015
37,16,510,396,77.65,14,2.75,92,18.04,4,0.78,37016
37,17,320,232,72.5,10,3.13,74,23.13,1,0.31,37017
37,18,385,288,74.81,11,2.86,85,22.08,1,0.26,37018
37,19,328,238,72.56,13,3.96,69,21.04,1,0.3,37019
37,20,390,291,74.62,11,2.82,78,20.0,3,0.77,37020
37,21,399,305,76.44,22,5.51,67,16.79,2,0.5,37021
37,22,411,299,72.75,26,6.33,75,18.25,4,0.97,37022
37,23,417,320,76.74,5,1.2,89,21.34,1,0.24,37023
37,24,459,365,79.52,18,3.92,71,15.47,2,0.44,37024
37,25,387,269,69.51,12,3.1,104,26.87,1,0.26,37025
37,26,570,433,75.96,34,5.96,96,16.84,4,0.7,37026
37,27,402,289,71.89,8,1.99,99,24.63,3,0.75,37027
37,28,397,302,76.07,16,4.03,71,17.88,4,1.01,37028
37,29,428,287,67.06,20,4.67,119,27.8,1,0.23,37029
37,30,426,306,71.83,15,3.52,99,23.24,1,0.23,37030
37,31,493,358,72.62,16,3.25,111,22.52,1,0.2,37031
37,32,382,282,73.82,13,3.4,85,22.25,1,0.26,37032
37,33,477,368,77.15,10,2.1,95,19.92,3,0.63,37033
37,34,377,293,77.72,6,1.59,72,19.1,4,1.06,37034
37,35,422,327,77.49,4,0.95,90,21.33,1,0.24,37035
37,36,420,318,75.71,11,2.62,86,20.48,1,0.24,37036
37,37,478,350,73.22,5,1.05,116,24.27,2,0.42,37037
37,38,462,342,74.03,16,3.46,95,20.56,3,0.65,37038
37,39,422,312,73.93,12,2.84,90,21.33,1,0.24,37039
37,40,457,339,74.18,11,2.41,102,22.32,2,0.44,37040
37,41,462,351,75.97,15,3.25,89,19.26,2,0.43,37041
38,1,539,388,71.99,107,19.85,34,6.31,6,1.11,38001
38,2,623,212,34.03,305,48.96,95,15.25,9,1.44,38002
38,3,610,348,57.05,209,34.26,45,7.38,2,0.33,38003
38,4,578,302,52.25,207,35.81,51,8.82,8,1.38,38004
38,5,615,361,58.7,178,28.94,66,10.73,3,0.49,38005
38,6,622,328,52.73,229,36.82,50,8.04,6,0.96,38006
38,7,564,273,48.4,214,37.94,64,11.35,8,1.42,38007
38,8,568,318,55.99,186,32.75,56,9.86,4,0.7,38008
38,9,662,345,52.11,234,35.35,73,11.03,3,0.45,38009
38,10,526,317,60.27,152,28.9,44,8.37,7,1.33,38010
38,11,520,332,63.85,138,26.54,38,7.31,8,1.54,38011
38,12,609,246,40.39,278,45.65,72,11.82,10,1.64,38012
38,13,671,348,51.86,240,35.77,75,11.18,4,0.6,38013
38,14,614,388,63.19,172,28.01,39,6.35,10,1.63,38014
38,15,557,368,66.07,138,24.78,36,6.46,8,1.44,38015
38,16,580,332,57.24,183,31.55,47,8.1,10,1.72,38016
38,17,707,310,43.85,295,41.73,90,12.73,6,0.85,38017
38,18,631,379,60.06,203,32.17,37,5.86,6,0.95,38018
38,19,665,404,60.75,206,30.98,48,7.22,3,0.45,38019
38,20,613,278,45.35,248,40.46,77,12.56,6,0.98,38020
38,21,566,367,64.84,142,25.09,41,7.24,9,1.59,38021
38,22,536,360,67.16,122,22.76,42,7.84,6,1.12,38022
38,23,591,389,65.82,152,25.72,43,7.28,4,0.68,38023
38,24,619,317,51.21,228,36.83,66,10.66,7,1.13,38024
38,25,559,338,60.47,165,29.52,40,7.16,10,1.79,38025
38,26,627,364,58.05,207,33.01,44,7.02,7,1.12,38026
38,27,614,324,52.77,206,33.55,74,12.05,3,0.49,38027
38,28,722,361,50.0,264,36.57,84,11.63,7,0.97,38028
38,29,617,351,56.89,198,32.09,53,8.59,7,1.13,38029
38,30,598,300,50.17,223,37.29,65,10.87,8,1.34,38030
38,31,572,400,69.93,125,21.85,37,6.47,4,0.7,38031
38,32,568,369,64.96,138,24.3,44,7.75,8,1.41,38032
38,33,584,366,62.67,154,26.37,42,7.19,10,1.71,38033
38,34,553,388,70.16,109,19.71,41,7.41,6,1.08,38034
38,35,577,417,72.27,108,18.72,35,6.07,9,1.56,38035
38,36,559,353,63.15,151,27.01,40,7.16,7,1.25,38036
38,37,586,388,66.21,130,22.18,51,8.7,7,1.19,38037
38,38,592,331,55.91,201,33.95,44,7.43,8,1.35,38038
38,39,619,427,68.98,119,19.22,57,9.21,11,1.78,38039
38,40,588,393,66.84,139,23.64,37,6.29,10,1.7,38040
38,41,524,406,77.48,68,12.98,40,7.63,3,0.57,38041
39,1,589,353,59.93,180,30.56,44,7.47,6,1.02,39001
39,2,532,327,61.47,171,32.14,27,5.08,2,0.38,39002
39,3,633,486,76.78,109,17.22,19,3.0,8,1.26,39003
39,4,572,338,59.09,166,29.02,56,9.79,7,1.22,39004
39,5,603,437,72.47,121,20.07,22,3.65,8,1.33,39005
39,6,596,451,75.67,95,15.94,27,4.53,11,1.85,39006
39,7,526,401,76.24,89,16.92,20,3.8,5,0.95,39007
39,8,635,463,72.91,136,21.42,26,4.09,5,0.79,39008
39,9,553,394,71.25,104,18.81,30,5.42,13,2.35,39009
39,10,277,234,84.48,29,10.47,5,1.81,1,0.36,39010
39,11,567,393,69.31,120,21.16,43,7.58,5,0.88,39011
39,12,788,629,79.82,105,13.32,26,3.3,7,0.89,39012
39,13,551,397,72.05,120,21.78,23,4.17,5,0.91,39013
39,14,581,417,71.77,106,18.24,39,6.71,12,2.07,39014
39,15,703,381,54.2,248,35.28,63,8.96,5,0.71,39015
39,16,592,429,72.47,118,19.93,23,3.89,9,1.52,39016
39,17,605,419,69.26,136,22.48,42,6.94,3,0.5,39017
39,18,582,416,71.48,138,23.71,12,2.06,11,1.89,39018
39,19,574,404,70.38,112,19.51,34,5.92,12,2.09,39019
39,20,738,400,54.2,257,34.82,72,9.76,5,0.68,39020
39,21,588,328,55.78,191,32.48,55,9.35,4,0.68,39021
39,22,614,457,74.43,109,17.75,29,4.72,9,1.47,39022
39,23,582,324,55.67,188,32.3,54,9.28,9,1.55,39023
39,24,731,403,55.13,243,33.24,73,9.99,7,0.96,39024
39,25,521,402,77.16,83,15.93,18,3.45,10,1.92,39025
39,26,578,326,56.4,174,30.1,64,11.07,5,0.87,39026
39,27,93,55,59.14,27,29.03,10,10.75,1,1.08,39027
39,28,716,569,79.47,96,13.41,29,4.05,5,0.7,39028
39,29,341,274,80.35,43,12.61,14,4.11,6,1.76,39029
39,30,700,566,80.86,93,13.29,22,3.14,9,1.29,39030
39,31,513,403,78.56,68,13.26,26,5.07,7,1.36,39031
39,32,561,324,57.75,200,35.65,27,4.81,7,1.25,39032
39,33,632,466,73.73,113,17.88,32,5.06,5,0.79,39033
39,34,703,524,74.54,109,15.5,39,5.55,10,1.42,39034
39,35,605,446,73.72,116,19.17,19,3.14,7,1.16,39035
39,36,146,112,76.71,28,19.18,3,2.05,1,0.68,39036
39,37,558,357,63.98,149,26.7,39,6.99,6,1.08,39037
39,38,307,223,72.64,69,22.48,11,3.58,2,0.65,39038
39,39,368,252,68.48,86,23.37,23,6.25,2,0.54,39039
39,40,614,371,60.42,192,31.27,37,6.03,9,1.47,39040
39,41,615,376,61.14,181,29.43,48,7.8,4,0.65,39041
39,42,620,326,52.58,215,34.68,61,9.84,8,1.29,39042
39,43,618,355,57.44,191,30.91,62,10.03,7,1.13,39043
39,44,480,268,55.83,148,30.83,53,11.04,4,0.83,39044
39,45,531,317,59.7,162,30.51,43,8.1,4,0.75,39045
40,1,598,437,73.08,123,20.57,26,4.35,4,0.67,40001
40,2,653,490,75.04,104,15.93,38,5.82,11,1.68,40002
40,3,799,672,84.11,84,10.51,21,2.63,6,0.75,40003
40,4,398,309,77.64,65,16.33,14,3.52,3,0.75,40004
40,5,706,564,79.89,97,13.74,30,4.25,6,0.85,40005
40,6,754,639,84.75,69,9.15,21,2.79,6,0.8,40006
40,7,624,537,86.06,58,9.29,18,2.88,5,0.8,40007
40,8,847,740,87.37,68,8.03,10,1.18,15,1.77,40008
40,9,537,409,76.16,79,14.71,30,5.59,3,0.56,40009
40,10,722,572,79.22,104,14.4,28,3.88,11,1.52,40010
40,11,652,549,84.2,68,10.43,16,2.45,6,0.92,40011
40,12,582,498,85.57,62,10.65,10,1.72,5,0.86,40012
40,13,935,819,87.59,61,6.52,18,1.93,7,0.75,40013
40,14,637,456,71.59,154,24.18,5,0.78,8,1.26,40014
40,15,656,498,75.91,117,17.84,27,4.12,7,1.07,40015
40,16,846,739,87.35,68,8.04,14,1.65,9,1.06,40016
40,17,542,417,76.94,90,16.61,25,4.61,5,0.92,40017
40,18,548,432,78.83,63,11.5,31,5.66,6,1.09,40018
40,19,798,607,76.07,120,15.04,46,5.76,9,1.13,40019
40,20,689,539,78.23,106,15.38,22,3.19,9,1.31,40020
40,21,713,629,88.22,55,7.71,11,1.54,7,0.98,40021
40,22,769,663,86.22,64,8.32,18,2.34,8,1.04,40022
40,23,758,655,86.41,62,8.18,17,2.24,6,0.79,40023
40,24,613,436,71.13,132,21.53,26,4.24,11,1.79,40024
40,25,761,652,85.68,61,8.02,22,2.89,11,1.45,40025
40,26,687,587,85.44,58,8.44,19,2.77,5,0.73,40026
40,27,830,669,80.6,78,9.4,53,6.39,8,0.96,40027
40,28,661,564,85.33,47,7.11,34,5.14,8,1.21,40028
40,29,651,486,74.65,122,18.74,30,4.61,3,0.46,40029
40,30,552,396,71.74,121,21.92,23,4.17,3,0.54,40030
40,31,711,623,87.62,48,6.75,18,2.53,9,1.27,40031
40,32,700,612,87.43,56,8.0,16,2.29,6,0.86,40032
40,33,624,565,90.54,43,6.89,6,0.96,2,0.32,40033
40,34,609,427,70.11,139,22.82,20,3.28,4,0.66,40034
40,35,477,354,74.21,82,17.19,25,5.24,9,1.89,40035
40,36,565,463,81.95,60,10.62,30,5.31,3,0.53,40036
40,37,680,567,83.38,75,11.03,25,3.68,6,0.88,40037
40,38,786,647,82.32,95,12.09,18,2.29,9,1.15,40038
40,39,279,204,73.12,53,19.0,14,5.02,5,1.79,40039
41,1,597,255,42.71,247,41.37,86,14.41,5,0.84,41001
41,2,645,269,41.71,281,43.57,86,13.33,5,0.78,41002
41,3,605,332,54.88,189,31.24,74,12.23,8,1.32,41003
41,4,601,323,53.74,207,34.44,64,10.65,0,0.0,41004
41,5,746,391,52.41,263,35.25,77,10.32,8,1.07,41005
41,6,691,370,53.55,226,32.71,85,12.3,4,0.58,41006
41,7,651,313,48.08,240,36.87,85,13.06,6,0.92,41007
41,8,631,302,47.86,246,38.99,69,10.94,8,1.27,41008
41,9,616,331,53.73,193,31.33,79,12.82,7,1.14,41009
41,10,620,328,52.9,207,33.39,77,12.42,4,0.65,41010
41,11,671,301,44.86,266,39.64,92,13.71,7,1.04,41011
41,12,676,321,47.49,288,42.6,59,8.73,7,1.04,41012
41,13,752,341,45.35,321,42.69,75,9.97,11,1.46,41013
41,14,667,391,58.62,196,29.39,66,9.9,7,1.05,41014
41,15,780,423,54.23,241,30.9,100,12.82,6,0.77,41015
41,16,597,308,51.59,196,32.83,83,13.9,5,0.84,41016
41,17,563,302,53.64,191,33.93,58,10.3,9,1.6,41017
41,18,588,312,53.06,179,30.44,87,14.8,7,1.19,41018
41,19,687,394,57.35,198,28.82,75,10.92,9,1.31,41019
41,20,457,239,52.3,165,36.11,46,10.07,4,0.88,41020
41,21,614,321,52.28,223,36.32,66,10.75,2,0.33,41021
41,22,684,325,47.51,233,34.06,110,16.08,9,1.32,41022
41,23,662,256,38.67,302,45.62,101,15.26,2,0.3,41023
41,24,606,270,44.55,278,45.87,49,8.09,5,0.83,41024
41,25,640,340,53.13,261,40.78,25,3.91,8,1.25,41025
41,26,543,282,51.93,195,35.91,61,11.23,3,0.55,41026
41,27,622,272,43.73,291,46.78,44,7.07,5,0.8,41027
41,28,715,409,57.2,251,35.1,29,4.06,16,2.24,41028
41,29,561,286,50.98,239,42.6,28,4.99,5,0.89,41029
41,30,599,324,54.09,210,35.06,53,8.85,7,1.17,41030
41,31,585,343,58.63,200,34.19,33,5.64,2,0.34,41031
41,32,527,253,48.01,194,36.81,63,11.95,10,1.9,41032
41,33,600,298,49.67,235,39.17,56,9.33,7,1.17,41033
41,34,579,279,48.19,235,40.59,58,10.02,4,0.69,41034
41,35,762,377,49.48,276,36.22,92,12.07,10,1.31,41035
41,36,613,296,48.29,224,36.54,80,13.05,6,0.98,41036
41,37,678,349,51.47,247,36.43,75,11.06,2,0.29,41037
41,38,615,310,50.41,219,35.61,73,11.87,6,0.98,41038
41,39,667,334,50.07,232,34.78,87,13.04,5,0.75,41039
