ward,precinct,total,John G. Mulroe,John G. Mulroe Percent,precinct_id
30,3,167,167,100.0,30003
30,15,349,349,100.0,30015
30,20,82,82,100.0,30020
30,32,326,326,100.0,30032
32,19,395,395,100.0,32019
32,21,435,435,100.0,32021
32,25,415,415,100.0,32025
33,2,608,608,100.0,33002
33,7,487,487,100.0,33007
33,18,678,678,100.0,33018
35,9,351,351,100.0,35009
35,22,515,515,100.0,35022
35,23,166,166,100.0,35023
35,29,381,381,100.0,35029
35,30,376,376,100.0,35030
35,31,443,443,100.0,35031
38,1,322,322,100.0,38001
38,31,347,347,100.0,38031
38,32,322,322,100.0,38032
38,41,322,322,100.0,38041
39,1,338,338,100.0,39001
39,2,223,223,100.0,39002
39,3,406,406,100.0,39003
39,4,337,337,100.0,39004
39,5,366,366,100.0,39005
39,6,364,364,100.0,39006
39,7,333,333,100.0,39007
39,8,376,376,100.0,39008
39,9,325,325,100.0,39009
39,10,199,199,100.0,39010
39,11,329,329,100.0,39011
39,12,494,494,100.0,39012
39,13,277,277,100.0,39013
39,14,349,349,100.0,39014
39,15,395,395,100.0,39015
39,16,334,334,100.0,39016
39,17,381,381,100.0,39017
39,18,333,333,100.0,39018
39,19,366,366,100.0,39019
39,20,450,450,100.0,39020
39,21,334,334,100.0,39021
39,22,360,360,100.0,39022
39,23,349,349,100.0,39023
39,24,425,425,100.0,39024
39,25,328,328,100.0,39025
39,26,321,321,100.0,39026
39,27,44,44,100.0,39027
39,28,462,462,100.0,39028
39,29,220,220,100.0,39029
39,30,485,485,100.0,39030
39,31,327,327,100.0,39031
39,32,101,101,100.0,39032
39,33,372,372,100.0,39033
39,34,439,439,100.0,39034
39,35,367,367,100.0,39035
39,36,65,65,100.0,39036
39,37,340,340,100.0,39037
39,38,197,197,100.0,39038
39,39,226,226,100.0,39039
39,40,351,351,100.0,39040
39,41,354,354,100.0,39041
39,42,360,360,100.0,39042
39,43,338,338,100.0,39043
39,44,271,271,100.0,39044
39,45,297,297,100.0,39045
40,1,358,358,100.0,40001
