ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,Barbara Bellar,Barbara Bellar Percent,precinct_id
2,16,641,522,81.44,119,18.56,02016
2,17,723,585,80.91,138,19.09,02017
2,18,582,406,69.76,176,30.24,02018
2,19,415,266,64.1,149,35.9,02019
2,20,854,620,72.6,234,27.4,02020
2,21,700,599,85.57,101,14.43,02021
2,22,681,465,68.28,216,31.72,02022
2,23,418,286,68.42,132,31.58,02023
2,24,574,422,73.52,152,26.48,02024
2,25,750,607,80.93,143,19.07,02025
2,26,570,408,71.58,162,28.42,02026
2,27,565,344,60.88,221,39.12,02027
2,28,738,535,72.49,203,27.51,02028
2,29,706,483,68.41,223,31.59,02029
2,30,537,350,65.18,187,34.82,02030
2,31,705,476,67.52,229,32.48,02031
2,32,555,366,65.95,189,34.05,02032
2,33,886,609,68.74,277,31.26,02033
2,34,454,299,65.86,155,34.14,02034
2,35,865,593,68.55,272,31.45,02035
2,36,716,485,67.74,231,32.26,02036
2,37,531,381,71.75,150,28.25,02037
2,38,578,371,64.19,207,35.81,02038
2,39,448,255,56.92,193,43.08,02039
2,40,906,623,68.76,283,31.24,02040
2,41,775,507,65.42,268,34.58,02041
2,42,728,518,71.15,210,28.85,02042
2,43,868,556,64.06,312,35.94,02043
2,44,382,253,66.23,129,33.77,02044
2,45,748,558,74.6,190,25.4,02045
2,46,367,250,68.12,117,31.88,02046
3,1,760,720,94.74,40,5.26,03001
3,2,584,550,94.18,34,5.82,03002
3,3,485,419,86.39,66,13.61,03003
3,4,626,606,96.81,20,3.19,03004
3,5,325,294,90.46,31,9.54,03005
3,6,849,656,77.27,193,22.73,03006
3,7,336,309,91.96,27,8.04,03007
3,8,423,391,92.43,32,7.57,03008
3,9,644,613,95.19,31,4.81,03009
3,10,282,264,93.62,18,6.38,03010
3,11,604,581,96.19,23,3.81,03011
3,12,532,509,95.68,23,4.32,03012
3,13,719,586,81.5,133,18.5,03013
3,14,699,594,84.98,105,15.02,03014
3,15,542,517,95.39,25,4.61,03015
3,16,454,426,93.83,28,6.17,03016
3,17,877,783,89.28,94,10.72,03017
3,18,772,720,93.26,52,6.74,03018
3,19,748,557,74.47,191,25.53,03019
3,20,593,560,94.44,33,5.56,03020
3,21,633,485,76.62,148,23.38,03021
3,22,863,674,78.1,189,21.9,03022
3,23,478,426,89.12,52,10.88,03023
3,24,479,454,94.78,25,5.22,03024
3,25,1095,799,72.97,296,27.03,03025
3,26,700,561,80.14,139,19.86,03026
3,27,806,584,72.46,222,27.54,03027
3,28,292,271,92.81,21,7.19,03028
3,29,599,564,94.16,35,5.84,03029
3,30,478,463,96.86,15,3.14,03030
3,31,656,622,94.82,34,5.18,03031
3,32,993,814,81.97,179,18.03,03032
3,33,786,642,81.68,144,18.32,03033
3,34,922,756,82.0,166,18.0,03034
3,35,303,287,94.72,16,5.28,03035
3,36,275,264,96.0,11,4.0,03036
3,37,505,476,94.26,29,5.74,03037
3,38,398,375,94.22,23,5.78,03038
3,39,1208,975,80.71,233,19.29,03039
3,40,622,538,86.5,84,13.5,03040
3,41,415,365,87.95,50,12.05,03041
4,1,867,803,92.62,64,7.38,04001
4,2,829,678,81.79,151,18.21,04002
4,3,484,469,96.9,15,3.1,04003
4,4,749,692,92.39,57,7.61,04004
4,5,605,573,94.71,32,5.29,04005
4,6,660,596,90.3,64,9.7,04006
4,7,728,691,94.92,37,5.08,04007
4,8,635,617,97.17,18,2.83,04008
4,9,618,588,95.15,30,4.85,04009
4,10,747,717,95.98,30,4.02,04010
4,11,601,573,95.34,28,4.66,04011
4,12,755,723,95.76,32,4.24,04012
4,13,855,705,82.46,150,17.54,04013
4,14,588,545,92.69,43,7.31,04014
4,15,660,623,94.39,37,5.61,04015
4,16,1115,920,82.51,195,17.49,04016
4,17,722,612,84.76,110,15.24,04017
4,18,553,522,94.39,31,5.61,04018
4,19,449,418,93.1,31,6.9,04019
4,20,513,408,79.53,105,20.47,04020
4,21,714,596,83.47,118,16.53,04021
4,22,562,523,93.06,39,6.94,04022
4,23,721,683,94.73,38,5.27,04023
4,24,553,517,93.49,36,6.51,04024
4,25,811,674,83.11,137,16.89,04025
4,26,528,489,92.61,39,7.39,04026
4,27,793,748,94.33,45,5.67,04027
4,28,528,492,93.18,36,6.82,04028
4,29,556,525,94.42,31,5.58,04029
4,30,798,767,96.12,31,3.88,04030
4,31,536,502,93.66,34,6.34,04031
4,32,649,615,94.76,34,5.24,04032
4,33,555,523,94.23,32,5.77,04033
4,34,541,506,93.53,35,6.47,04034
4,35,668,624,93.41,44,6.59,04035
4,36,730,687,94.11,43,5.89,04036
4,37,1170,975,83.33,195,16.67,04037
4,38,643,611,95.02,32,4.98,04038
5,1,495,473,95.56,22,4.44,05001
5,2,408,393,96.32,15,3.68,05002
5,3,558,533,95.52,25,4.48,05003
5,4,729,696,95.47,33,4.53,05004
5,5,496,474,95.56,22,4.44,05005
5,6,427,399,93.44,28,6.56,05006
5,7,560,527,94.11,33,5.89,05007
5,8,574,518,90.24,56,9.76,05008
5,9,644,612,95.03,32,4.97,05009
5,10,448,428,95.54,20,4.46,05010
5,11,553,507,91.68,46,8.32,05011
5,12,345,319,92.46,26,7.54,05012
5,13,472,451,95.55,21,4.45,05013
5,14,424,408,96.23,16,3.77,05014
5,15,549,503,91.62,46,8.38,05015
5,16,504,482,95.63,22,4.37,05016
5,17,439,414,94.31,25,5.69,05017
5,18,520,492,94.62,28,5.38,05018
5,19,494,457,92.51,37,7.49,05019
5,20,593,558,94.1,35,5.9,05020
5,21,562,522,92.88,40,7.12,05021
5,22,657,608,92.54,49,7.46,05022
5,23,970,891,91.86,79,8.14,05023
5,24,689,652,94.63,37,5.37,05024
5,25,505,475,94.06,30,5.94,05025
5,26,530,494,93.21,36,6.79,05026
5,27,563,502,89.17,61,10.83,05027
5,28,543,512,94.29,31,5.71,05028
5,29,564,537,95.21,27,4.79,05029
5,30,348,329,94.54,19,5.46,05030
5,31,401,383,95.51,18,4.49,05031
5,32,597,566,94.81,31,5.19,05032
5,33,563,538,95.56,25,4.44,05033
5,34,599,536,89.48,63,10.52,05034
5,35,698,652,93.41,46,6.59,05035
5,36,342,325,95.03,17,4.97,05036
5,37,575,534,92.87,41,7.13,05037
5,38,491,465,94.7,26,5.3,05038
5,39,465,405,87.1,60,12.9,05039
5,40,414,386,93.24,28,6.76,05040
5,41,254,243,95.67,11,4.33,05041
6,1,464,447,96.34,17,3.66,06001
6,2,446,438,98.21,8,1.79,06002
6,3,450,431,95.78,19,4.22,06003
6,4,308,291,94.48,17,5.52,06004
6,5,291,279,95.88,12,4.12,06005
6,6,503,482,95.83,21,4.17,06006
6,7,429,396,92.31,33,7.69,06007
6,8,441,425,96.37,16,3.63,06008
6,9,436,414,94.95,22,5.05,06009
6,10,312,287,91.99,25,8.01,06010
6,11,378,358,94.71,20,5.29,06011
6,12,328,304,92.68,24,7.32,06012
6,13,330,318,96.36,12,3.64,06013
6,14,403,392,97.27,11,2.73,06014
6,15,378,348,92.06,30,7.94,06015
6,16,457,436,95.4,21,4.6,06016
6,17,309,269,87.06,40,12.94,06017
6,18,315,291,92.38,24,7.62,06018
6,19,354,342,96.61,12,3.39,06019
6,20,292,280,95.89,12,4.11,06020
6,21,204,188,92.16,16,7.84,06021
6,22,275,260,94.55,15,5.45,06022
6,23,224,206,91.96,18,8.04,06023
6,24,226,202,89.38,24,10.62,06024
6,25,227,212,93.39,15,6.61,06025
6,26,333,303,90.99,30,9.01,06026
6,27,267,246,92.13,21,7.87,06027
6,28,222,210,94.59,12,5.41,06028
6,29,447,427,95.53,20,4.47,06029
6,30,367,347,94.55,20,5.45,06030
6,31,446,424,95.07,22,4.93,06031
6,32,431,413,95.82,18,4.18,06032
6,33,425,393,92.47,32,7.53,06033
6,34,433,421,97.23,12,2.77,06034
6,35,394,374,94.92,20,5.08,06035
6,36,473,456,96.41,17,3.59,06036
6,37,468,442,94.44,26,5.56,06037
6,38,463,440,95.03,23,4.97,06038
6,39,355,335,94.37,20,5.63,06039
6,40,377,361,95.76,16,4.24,06040
6,41,427,402,94.15,25,5.85,06041
6,42,432,410,94.91,22,5.09,06042
6,43,404,384,95.05,20,4.95,06043
6,44,495,463,93.54,32,6.46,06044
6,45,420,411,97.86,9,2.14,06045
6,46,322,302,93.79,20,6.21,06046
6,47,316,295,93.35,21,6.65,06047
6,48,421,401,95.25,20,4.75,06048
7,1,418,393,94.02,25,5.98,07001
7,2,415,397,95.66,18,4.34,07002
7,3,413,399,96.61,14,3.39,07003
7,4,413,396,95.88,17,4.12,07004
7,5,374,348,93.05,26,6.95,07005
7,6,544,527,96.88,17,3.13,07006
7,7,411,384,93.43,27,6.57,07007
7,8,335,310,92.54,25,7.46,07008
7,9,707,661,93.49,46,6.51,07009
7,10,484,471,97.31,13,2.69,07010
7,11,476,452,94.96,24,5.04,07011
7,12,396,371,93.69,25,6.31,07012
7,13,233,220,94.42,13,5.58,07013
7,14,480,456,95.0,24,5.0,07014
7,15,407,395,97.05,12,2.95,07015
7,16,409,380,92.91,29,7.09,07016
7,17,336,318,94.64,18,5.36,07017
7,18,391,370,94.63,21,5.37,07018
7,19,386,368,95.34,18,4.66,07019
7,20,331,311,93.96,20,6.04,07020
7,21,318,301,94.65,17,5.35,07021
7,22,367,329,89.65,38,10.35,07022
7,23,396,378,95.45,18,4.55,07023
7,24,351,332,94.59,19,5.41,07024
7,25,343,308,89.8,35,10.2,07025
7,26,332,320,96.39,12,3.61,07026
7,27,335,327,97.61,8,2.39,07027
7,28,326,305,93.56,21,6.44,07028
7,29,373,353,94.64,20,5.36,07029
7,30,322,300,93.17,22,6.83,07030
7,31,302,280,92.72,22,7.28,07031
7,32,512,491,95.9,21,4.1,07032
7,33,490,468,95.51,22,4.49,07033
7,34,512,492,96.09,20,3.91,07034
7,35,452,435,96.24,17,3.76,07035
7,36,502,478,95.22,24,4.78,07036
7,37,413,394,95.4,19,4.6,07037
7,38,358,343,95.81,15,4.19,07038
7,39,385,365,94.81,20,5.19,07039
7,40,361,348,96.4,13,3.6,07040
7,41,395,372,94.18,23,5.82,07041
7,42,383,373,97.39,10,2.61,07042
7,43,395,377,95.44,18,4.56,07043
7,44,362,349,96.41,13,3.59,07044
7,45,397,376,94.71,21,5.29,07045
7,46,123,113,91.87,10,8.13,07046
8,1,374,351,93.85,23,6.15,08001
8,2,397,377,94.96,20,5.04,08002
8,3,469,454,96.8,15,3.2,08003
8,4,473,466,98.52,7,1.48,08004
8,5,465,451,96.99,14,3.01,08005
8,6,422,399,94.55,23,5.45,08006
8,7,483,464,96.07,19,3.93,08007
8,8,429,418,97.44,11,2.56,08008
8,9,284,271,95.42,13,4.58,08009
8,10,518,503,97.1,15,2.9,08010
8,11,350,336,96.0,14,4.0,08011
8,12,374,358,95.72,16,4.28,08012
8,13,496,466,93.95,30,6.05,08013
8,14,351,324,92.31,27,7.69,08014
8,15,396,373,94.19,23,5.81,08015
8,16,138,127,92.03,11,7.97,08016
8,17,356,346,97.19,10,2.81,08017
8,18,408,374,91.67,34,8.33,08018
8,19,457,440,96.28,17,3.72,08019
8,20,477,462,96.86,15,3.14,08020
8,21,553,528,95.48,25,4.52,08021
8,22,384,363,94.53,21,5.47,08022
8,23,334,322,96.41,12,3.59,08023
8,24,240,234,97.5,6,2.5,08024
8,25,423,399,94.33,24,5.67,08025
8,26,370,342,92.43,28,7.57,08026
8,27,463,444,95.9,19,4.1,08027
8,28,425,400,94.12,25,5.88,08028
8,29,473,451,95.35,22,4.65,08029
8,30,473,448,94.71,25,5.29,08030
8,31,329,312,94.83,17,5.17,08031
8,32,337,327,97.03,10,2.97,08032
8,33,348,325,93.39,23,6.61,08033
8,34,394,384,97.46,10,2.54,08034
8,35,488,468,95.9,20,4.1,08035
8,36,432,408,94.44,24,5.56,08036
8,37,346,338,97.69,8,2.31,08037
8,38,308,297,96.43,11,3.57,08038
8,39,416,406,97.6,10,2.4,08039
8,40,353,338,95.75,15,4.25,08040
8,41,459,440,95.86,19,4.14,08041
8,42,546,526,96.34,20,3.66,08042
8,43,245,228,93.06,17,6.94,08043
8,44,299,277,92.64,22,7.36,08044
8,45,360,339,94.17,21,5.83,08045
8,46,343,326,95.04,17,4.96,08046
8,47,358,339,94.69,19,5.31,08047
8,48,387,374,96.64,13,3.36,08048
8,49,391,380,97.19,11,2.81,08049
8,50,422,405,95.97,17,4.03,08050
8,51,422,410,97.16,12,2.84,08051
8,52,522,503,96.36,19,3.64,08052
8,53,266,255,95.86,11,4.14,08053
8,54,358,326,91.06,32,8.94,08054
8,55,326,314,96.32,12,3.68,08055
8,56,436,422,96.79,14,3.21,08056
9,1,396,379,95.71,17,4.29,09001
9,2,324,307,94.75,17,5.25,09002
9,3,279,259,92.83,20,7.17,09003
9,4,324,318,98.15,6,1.85,09004
9,5,402,389,96.77,13,3.23,09005
9,6,382,363,95.03,19,4.97,09006
9,7,315,296,93.97,19,6.03,09007
9,8,430,402,93.49,28,6.51,09008
9,9,477,460,96.44,17,3.56,09009
9,10,312,296,94.87,16,5.13,09010
9,11,292,270,92.47,22,7.53,09011
9,12,455,424,93.19,31,6.81,09012
9,13,444,428,96.4,16,3.6,09013
9,14,454,438,96.48,16,3.52,09014
9,15,485,447,92.16,38,7.84,09015
9,16,391,375,95.91,16,4.09,09016
9,17,299,285,95.32,14,4.68,09017
9,18,296,287,96.96,9,3.04,09018
9,19,410,391,95.37,19,4.63,09019
9,20,382,371,97.12,11,2.88,09020
9,21,379,351,92.61,28,7.39,09021
9,22,432,411,95.14,21,4.86,09022
9,23,458,443,96.72,15,3.28,09023
9,24,402,382,95.02,20,4.98,09024
9,25,391,379,96.93,12,3.07,09025
9,26,507,474,93.49,33,6.51,09026
9,27,339,316,93.22,23,6.78,09027
9,28,278,256,92.09,22,7.91,09028
9,29,366,349,95.36,17,4.64,09029
9,30,343,317,92.42,26,7.58,09030
9,31,341,324,95.01,17,4.99,09031
9,32,410,390,95.12,20,4.88,09032
9,33,302,283,93.71,19,6.29,09033
9,34,338,318,94.08,20,5.92,09034
9,35,376,362,96.28,14,3.72,09035
9,36,355,339,95.49,16,4.51,09036
9,37,610,524,85.9,86,14.1,09037
9,38,386,370,95.85,16,4.15,09038
9,39,431,416,96.52,15,3.48,09039
9,40,443,425,95.94,18,4.06,09040
9,41,328,315,96.04,13,3.96,09041
9,42,422,406,96.21,16,3.79,09042
9,43,351,331,94.3,20,5.7,09043
9,44,352,342,97.16,10,2.84,09044
9,45,317,296,93.38,21,6.62,09045
9,46,385,364,94.55,21,5.45,09046
9,47,423,410,96.93,13,3.07,09047
9,48,417,393,94.24,24,5.76,09048
9,49,439,419,95.44,20,4.56,09049
9,50,567,545,96.12,22,3.88,09050
9,51,394,377,95.69,17,4.31,09051
10,1,348,313,89.94,35,10.06,10001
10,2,447,302,67.56,145,32.44,10002
10,3,471,324,68.79,147,31.21,10003
10,4,342,317,92.69,25,7.31,10004
10,5,376,263,69.95,113,30.05,10005
10,6,376,303,80.59,73,19.41,10006
10,7,327,277,84.71,50,15.29,10007
10,8,224,211,94.2,13,5.8,10008
10,9,447,304,68.01,143,31.99,10009
10,10,502,392,78.09,110,21.91,10010
10,11,584,490,83.9,94,16.1,10011
10,12,333,268,80.48,65,19.52,10012
10,13,413,372,90.07,41,9.93,10013
10,14,572,468,81.82,104,18.18,10014
10,15,743,714,96.1,29,3.9,10015
10,16,351,262,74.64,89,25.36,10016
10,17,591,394,66.67,197,33.33,10017
10,18,259,245,94.59,14,5.41,10018
10,19,474,360,75.95,114,24.05,10019
10,20,477,381,79.87,96,20.13,10020
10,21,469,370,78.89,99,21.11,10021
10,22,265,234,88.3,31,11.7,10022
10,23,399,342,85.71,57,14.29,10023
10,24,468,292,62.39,176,37.61,10024
10,25,127,121,95.28,6,4.72,10025
10,26,329,299,90.88,30,9.12,10026
10,27,384,359,93.49,25,6.51,10027
10,28,520,454,87.31,66,12.69,10028
10,29,473,391,82.66,82,17.34,10029
10,30,421,362,85.99,59,14.01,10030
10,31,382,339,88.74,43,11.26,10031
10,32,471,388,82.38,83,17.62,10032
10,33,356,315,88.48,41,11.52,10033
10,34,304,271,89.14,33,10.86,10034
10,35,501,365,72.85,136,27.15,10035
10,36,114,106,92.98,8,7.02,10036
11,1,550,402,73.09,148,26.91,11001
11,2,41,28,68.29,13,31.71,11002
11,3,538,483,89.78,55,10.22,11003
11,4,433,343,79.21,90,20.79,11004
11,5,697,573,82.21,124,17.79,11005
11,6,848,693,81.72,155,18.28,11006
11,7,511,434,84.93,77,15.07,11007
11,8,490,376,76.73,114,23.27,11008
11,9,455,323,70.99,132,29.01,11009
11,10,520,358,68.85,162,31.15,11010
11,11,596,422,70.81,174,29.19,11011
11,12,680,365,53.68,315,46.32,11012
11,13,639,336,52.58,303,47.42,11013
11,14,294,180,61.22,114,38.78,11014
11,15,207,155,74.88,52,25.12,11015
11,16,389,238,61.18,151,38.82,11016
11,17,649,500,77.04,149,22.96,11017
11,18,437,294,67.28,143,32.72,11018
11,19,694,560,80.69,134,19.31,11019
11,20,372,247,66.4,125,33.6,11020
11,21,639,425,66.51,214,33.49,11021
11,22,656,476,72.56,180,27.44,11022
11,23,298,192,64.43,106,35.57,11023
11,24,579,397,68.57,182,31.43,11024
11,25,656,486,74.09,170,25.91,11025
11,26,557,399,71.63,158,28.37,11026
11,27,218,152,69.72,66,30.28,11027
11,28,260,166,63.85,94,36.15,11028
11,29,627,387,61.72,240,38.28,11029
11,30,290,196,67.59,94,32.41,11030
11,31,542,326,60.15,216,39.85,11031
11,32,237,136,57.38,101,42.62,11032
11,33,699,533,76.25,166,23.75,11033
11,34,172,111,64.53,61,35.47,11034
11,35,89,58,65.17,31,34.83,11035
11,36,251,162,64.54,89,35.46,11036
11,37,160,119,74.38,41,25.63,11037
11,38,277,237,85.56,40,14.44,11038
12,1,461,390,84.6,71,15.4,12001
12,2,396,336,84.85,60,15.15,12002
12,3,561,476,84.85,85,15.15,12003
12,4,541,456,84.29,85,15.71,12004
12,5,428,312,72.9,116,27.1,12005
12,6,553,444,80.29,109,19.71,12006
12,7,435,404,92.87,31,7.13,12007
12,8,475,392,82.53,83,17.47,12008
12,9,400,326,81.5,74,18.5,12009
12,10,612,574,93.79,38,6.21,12010
12,11,513,452,88.11,61,11.89,12011
12,12,477,395,82.81,82,17.19,12012
12,13,510,437,85.69,73,14.31,12013
12,14,418,373,89.23,45,10.77,12014
12,15,425,380,89.41,45,10.59,12015
12,16,417,377,90.41,40,9.59,12016
12,17,554,482,87.0,72,13.0,12017
12,18,411,378,91.97,33,8.03,12018
12,19,461,387,83.95,74,16.05,12019
12,20,562,495,88.08,67,11.92,12020
12,21,500,430,86.0,70,14.0,12021
12,22,446,408,91.48,38,8.52,12022
12,23,478,398,83.26,80,16.74,12023
13,1,395,256,64.81,139,35.19,13001
13,2,327,200,61.16,127,38.84,13002
13,3,343,303,88.34,40,11.66,13003
13,4,449,264,58.8,185,41.2,13004
13,5,492,411,83.54,81,16.46,13005
13,6,398,212,53.27,186,46.73,13006
13,7,352,270,76.7,82,23.3,13007
13,8,321,213,66.36,108,33.64,13008
13,9,445,367,82.47,78,17.53,13009
13,10,367,168,45.78,199,54.22,13010
13,11,436,283,64.91,153,35.09,13011
13,12,388,307,79.12,81,20.88,13012
13,13,398,330,82.91,68,17.09,13013
13,14,400,317,79.25,83,20.75,13014
13,15,588,500,85.03,88,14.97,13015
13,16,305,273,89.51,32,10.49,13016
13,17,362,254,70.17,108,29.83,13017
13,18,349,210,60.17,139,39.83,13018
13,19,515,471,91.46,44,8.54,13019
13,20,301,162,53.82,139,46.18,13020
13,21,472,244,51.69,228,48.31,13021
13,22,461,260,56.4,201,43.6,13022
13,23,342,286,83.63,56,16.37,13023
13,24,418,318,76.08,100,23.92,13024
13,25,424,351,82.78,73,17.22,13025
13,26,435,322,74.02,113,25.98,13026
13,27,412,282,68.45,130,31.55,13027
13,28,320,259,80.94,61,19.06,13028
13,29,345,278,80.58,67,19.42,13029
13,30,328,296,90.24,32,9.76,13030
13,31,458,247,53.93,211,46.07,13031
13,32,363,186,51.24,177,48.76,13032
13,33,401,222,55.36,179,44.64,13033
13,34,406,366,90.15,40,9.85,13034
13,35,361,297,82.27,64,17.73,13035
13,36,298,256,85.91,42,14.09,13036
13,37,415,348,83.86,67,16.14,13037
13,38,350,195,55.71,155,44.29,13038
13,39,394,338,85.79,56,14.21,13039
13,40,408,307,75.25,101,24.75,13040
13,41,484,425,87.81,59,12.19,13041
13,42,428,227,53.04,201,46.96,13042
13,43,411,304,73.97,107,26.03,13043
13,44,429,378,88.11,51,11.89,13044
13,45,436,297,68.12,139,31.88,13045
13,46,478,404,84.52,74,15.48,13046
13,47,479,413,86.22,66,13.78,13047
13,48,364,214,58.79,150,41.21,13048
14,1,506,247,48.81,259,51.19,14001
14,2,612,503,82.19,109,17.81,14002
14,3,436,388,88.99,48,11.01,14003
14,4,470,246,52.34,224,47.66,14004
14,5,642,584,90.97,58,9.03,14005
14,6,247,218,88.26,29,11.74,14006
14,7,604,504,83.44,100,16.56,14007
14,8,557,451,80.97,106,19.03,14008
14,9,590,356,60.34,234,39.66,14009
14,10,338,275,81.36,63,18.64,14010
14,11,274,245,89.42,29,10.58,14011
14,12,499,380,76.15,119,23.85,14012
14,13,411,352,85.64,59,14.36,14013
14,14,436,393,90.14,43,9.86,14014
14,15,486,437,89.92,49,10.08,14015
14,16,329,275,83.59,54,16.41,14016
14,17,401,344,85.79,57,14.21,14017
14,18,220,168,76.36,52,23.64,14018
14,19,426,374,87.79,52,12.21,14019
14,20,352,298,84.66,54,15.34,14020
14,21,442,382,86.43,60,13.57,14021
14,22,641,471,73.48,170,26.52,14022
14,23,387,280,72.35,107,27.65,14023
14,24,539,309,57.33,230,42.67,14024
14,25,249,220,88.35,29,11.65,14025
14,26,342,315,92.11,27,7.89,14026
14,27,453,369,81.46,84,18.54,14027
14,28,384,322,83.85,62,16.15,14028
14,29,343,305,88.92,38,11.08,14029
14,30,306,281,91.83,25,8.17,14030
14,31,247,213,86.23,34,13.77,14031
15,1,389,348,89.46,41,10.54,15001
15,2,244,223,91.39,21,8.61,15002
15,3,264,247,93.56,17,6.44,15003
15,4,448,395,88.17,53,11.83,15004
15,5,411,369,89.78,42,10.22,15005
15,6,457,395,86.43,62,13.57,15006
15,7,248,222,89.52,26,10.48,15007
15,8,440,387,87.95,53,12.05,15008
15,9,598,527,88.13,71,11.87,15009
15,10,582,499,85.74,83,14.26,15010
15,11,544,472,86.76,72,13.24,15011
15,12,553,470,84.99,83,15.01,15012
15,13,434,377,86.87,57,13.13,15013
15,14,394,355,90.1,39,9.9,15014
15,15,401,349,87.03,52,12.97,15015
15,16,502,459,91.43,43,8.57,15016
15,17,244,225,92.21,19,7.79,15017
15,18,214,195,91.12,19,8.88,15018
15,19,365,330,90.41,35,9.59,15019
15,20,258,246,95.35,12,4.65,15020
15,21,208,189,90.87,19,9.13,15021
15,22,239,217,90.79,22,9.21,15022
15,23,274,257,93.8,17,6.2,15023
15,24,246,230,93.5,16,6.5,15024
16,1,541,491,90.76,50,9.24,16001
16,2,304,279,91.78,25,8.22,16002
16,3,288,279,96.88,9,3.13,16003
16,4,361,341,94.46,20,5.54,16004
16,5,239,228,95.4,11,4.6,16005
16,6,288,279,96.88,9,3.13,16006
16,7,334,314,94.01,20,5.99,16007
16,8,224,214,95.54,10,4.46,16008
16,9,303,284,93.73,19,6.27,16009
16,10,280,269,96.07,11,3.93,16010
16,11,337,308,91.39,29,8.61,16011
16,12,293,271,92.49,22,7.51,16012
16,13,393,361,91.86,32,8.14,16013
16,14,239,217,90.79,22,9.21,16014
16,15,301,281,93.36,20,6.64,16015
16,16,269,253,94.05,16,5.95,16016
16,17,456,422,92.54,34,7.46,16017
16,18,383,347,90.6,36,9.4,16018
16,19,327,304,92.97,23,7.03,16019
16,20,233,219,93.99,14,6.01,16020
16,21,270,254,94.07,16,5.93,16021
16,22,297,274,92.26,23,7.74,16022
16,23,461,419,90.89,42,9.11,16023
16,24,154,146,94.81,8,5.19,16024
16,25,370,340,91.89,30,8.11,16025
16,26,232,210,90.52,22,9.48,16026
16,27,236,224,94.92,12,5.08,16027
16,28,259,235,90.73,24,9.27,16028
16,29,253,239,94.47,14,5.53,16029
16,30,249,232,93.17,17,6.83,16030
16,31,287,263,91.64,24,8.36,16031
16,32,452,408,90.27,44,9.73,16032
16,33,249,233,93.57,16,6.43,16033
16,34,276,257,93.12,19,6.88,16034
16,35,484,437,90.29,47,9.71,16035
16,36,224,202,90.18,22,9.82,16036
17,1,445,408,91.69,37,8.31,17001
17,2,375,358,95.47,17,4.53,17002
17,3,388,360,92.78,28,7.22,17003
17,4,441,400,90.7,41,9.3,17004
17,5,301,278,92.36,23,7.64,17005
17,6,400,372,93.0,28,7.0,17006
17,7,394,368,93.4,26,6.6,17007
17,8,347,322,92.8,25,7.2,17008
17,9,308,290,94.16,18,5.84,17009
17,10,483,444,91.93,39,8.07,17010
17,11,299,280,93.65,19,6.35,17011
17,12,561,498,88.77,63,11.23,17012
17,13,304,291,95.72,13,4.28,17013
