ward,precinct,total,Donald J. Trump & Michael R. Pence,Donald J. Trump & Michael R. Pence Percent,Howie Hawkins & Angela Walker,Howie Hawkins & Angela Walker Percent,Gloria La Riva & Leonard Peltier,Gloria La Riva & Leonard Peltier Percent,Brian Carroll & Amar Patel,Brian Carroll & Amar Patel Percent,Jo Jorgensen & Jeremy ''Spike'' Cohen,Jo Jorgensen & Jeremy ''Spike'' Cohen Percent,precinct_id
26,29,258,37,14.34,0,0.0,0,0.0,1,0.39,1,0.39,26029
26,30,381,26,6.82,3,0.79,6,1.57,0,0.0,4,1.05,26030
26,31,229,39,17.03,2,0.87,0,0.0,0,0.0,4,1.75,26031
26,32,576,74,12.85,2,0.35,1,0.17,3,0.52,9,1.56,26032
26,33,558,47,8.42,7,1.25,1,0.18,0,0.0,5,0.9,26033
26,34,510,66,12.94,5,0.98,0,0.0,1,0.2,4,0.78,26034
26,35,418,45,10.77,7,1.67,5,1.2,0,0.0,2,0.48,26035
26,36,489,71,14.52,2,0.41,1,0.2,1,0.2,3,0.61,26036
26,37,495,55,11.11,2,0.4,3,0.61,1,0.2,1,0.2,26037
26,38,270,46,17.04,0,0.0,1,0.37,1,0.37,1,0.37,26038
26,39,560,74,13.21,4,0.71,2,0.36,4,0.71,4,0.71,26039
26,40,317,47,14.83,3,0.95,4,1.26,0,0.0,4,1.26,26040
26,41,506,54,10.67,6,1.19,2,0.4,2,0.4,1,0.2,26041
26,42,381,33,8.66,3,0.79,1,0.26,1,0.26,4,1.05,26042
26,43,298,31,10.4,3,1.01,3,1.01,0,0.0,3,1.01,26043
26,44,264,34,12.88,1,0.38,3,1.14,0,0.0,0,0.0,26044
26,45,244,39,15.98,1,0.41,0,0.0,0,0.0,3,1.23,26045
26,46,388,114,29.38,2,0.52,1,0.26,0,0.0,2,0.52,26046
26,47,362,55,15.19,1,0.28,1,0.28,0,0.0,4,1.1,26047
26,48,487,38,7.8,5,1.03,1,0.21,0,0.0,5,1.03,26048
26,49,320,51,15.94,2,0.63,1,0.31,0,0.0,0,0.0,26049
27,1,1356,220,16.22,5,0.37,0,0.0,0,0.0,26,1.92,27001
27,2,623,83,13.32,8,1.28,0,0.0,0,0.0,8,1.28,27002
27,3,285,18,6.32,2,0.7,0,0.0,1,0.35,0,0.0,27003
27,4,292,19,6.51,5,1.71,3,1.03,0,0.0,3,1.03,27004
27,5,437,38,8.7,0,0.0,0,0.0,1,0.23,1,0.23,27005
27,6,692,109,15.75,2,0.29,1,0.14,1,0.14,8,1.16,27006
27,7,821,74,9.01,4,0.49,0,0.0,0,0.0,9,1.1,27007
27,8,411,40,9.73,0,0.0,0,0.0,0,0.0,2,0.49,27008
27,9,311,68,21.86,0,0.0,0,0.0,0,0.0,5,1.61,27009
27,10,479,25,5.22,2,0.42,2,0.42,0,0.0,3,0.63,27010
27,11,741,125,16.87,3,0.4,0,0.0,0,0.0,15,2.02,27011
27,12,500,80,16.0,0,0.0,0,0.0,0,0.0,4,0.8,27012
27,13,740,57,7.7,2,0.27,1,0.14,0,0.0,6,0.81,27013
27,14,261,15,5.75,3,1.15,1,0.38,1,0.38,2,0.77,27014
27,15,284,13,4.58,1,0.35,3,1.06,0,0.0,1,0.35,27015
27,16,703,128,18.21,2,0.28,0,0.0,4,0.57,13,1.85,27016
27,17,538,58,10.78,3,0.56,0,0.0,0,0.0,2,0.37,27017
27,18,370,31,8.38,3,0.81,2,0.54,2,0.54,1,0.27,27018
27,19,273,31,11.36,1,0.37,4,1.47,2,0.73,3,1.1,27019
27,20,413,15,3.63,6,1.45,0,0.0,0,0.0,0,0.0,27020
27,21,583,104,17.84,3,0.51,0,0.0,0,0.0,5,0.86,27021
27,22,259,19,7.34,0,0.0,0,0.0,0,0.0,2,0.77,27022
27,23,367,23,6.27,3,0.82,1,0.27,0,0.0,2,0.54,27023
27,24,356,26,7.3,0,0.0,1,0.28,0,0.0,2,0.56,27024
27,25,502,45,8.96,3,0.6,0,0.0,1,0.2,3,0.6,27025
27,26,354,23,6.5,3,0.85,1,0.28,0,0.0,2,0.56,27026
27,27,689,44,6.39,4,0.58,3,0.44,3,0.44,8,1.16,27027
27,28,828,179,21.62,4,0.48,0,0.0,2,0.24,22,2.66,27028
27,29,331,38,11.48,3,0.91,1,0.3,1,0.3,0,0.0,27029
27,30,246,15,6.1,0,0.0,0,0.0,1,0.41,0,0.0,27030
27,31,396,27,6.82,3,0.76,0,0.0,2,0.51,0,0.0,27031
27,32,487,41,8.42,7,1.44,0,0.0,0,0.0,3,0.62,27032
27,33,802,103,12.84,5,0.62,0,0.0,1,0.12,9,1.12,27033
27,34,352,10,2.84,0,0.0,0,0.0,1,0.28,1,0.28,27034
27,35,732,108,14.75,6,0.82,0,0.0,0,0.0,12,1.64,27035
27,36,366,23,6.28,3,0.82,2,0.55,2,0.55,4,1.09,27036
27,37,636,86,13.52,2,0.31,0,0.0,2,0.31,9,1.42,27037
27,38,771,135,17.51,2,0.26,2,0.26,3,0.39,10,1.3,27038
27,39,357,24,6.72,0,0.0,0,0.0,0,0.0,0,0.0,27039
27,40,842,155,18.41,8,0.95,1,0.12,0,0.0,15,1.78,27040
27,41,435,17,3.91,0,0.0,0,0.0,1,0.23,2,0.46,27041
27,42,406,65,16.01,0,0.0,0,0.0,0,0.0,7,1.72,27042
27,43,396,23,5.81,6,1.52,0,0.0,2,0.51,1,0.25,27043
27,44,369,23,6.23,2,0.54,0,0.0,1,0.27,1,0.27,27044
27,45,1779,291,16.36,5,0.28,0,0.0,1,0.06,21,1.18,27045
27,46,530,109,20.57,4,0.75,0,0.0,0,0.0,6,1.13,27046
27,47,369,33,8.94,6,1.63,1,0.27,3,0.81,1,0.27,27047
27,48,1136,154,13.56,8,0.7,4,0.35,4,0.35,8,0.7,27048
27,49,358,16,4.47,3,0.84,3,0.84,0,0.0,0,0.0,27049
27,50,490,18,3.67,2,0.41,1,0.2,1,0.2,4,0.82,27050
28,1,307,17,5.54,2,0.65,0,0.0,2,0.65,1,0.33,28001
28,2,383,28,7.31,4,1.04,0,0.0,1,0.26,0,0.0,28002
28,3,310,15,4.84,1,0.32,0,0.0,1,0.32,1,0.32,28003
28,4,472,70,14.83,1,0.21,1,0.21,0,0.0,5,1.06,28004
28,5,281,18,6.41,0,0.0,0,0.0,0,0.0,0,0.0,28005
28,6,243,33,13.58,3,1.23,0,0.0,0,0.0,0,0.0,28006
28,7,413,15,3.63,2,0.48,0,0.0,1,0.24,0,0.0,28007
28,8,684,91,13.3,2,0.29,1,0.15,1,0.15,4,0.58,28008
28,9,402,18,4.48,3,0.75,1,0.25,2,0.5,1,0.25,28009
28,10,594,76,12.79,5,0.84,0,0.0,0,0.0,5,0.84,28010
28,11,964,95,9.85,8,0.83,4,0.41,0,0.0,8,0.83,28011
28,12,376,12,3.19,2,0.53,1,0.27,1,0.27,1,0.27,28012
28,13,497,25,5.03,3,0.6,1,0.2,0,0.0,2,0.4,28013
28,14,394,11,2.79,1,0.25,0,0.0,2,0.51,2,0.51,28014
28,15,84,1,1.19,1,1.19,0,0.0,1,1.19,0,0.0,28015
28,16,265,10,3.77,2,0.75,0,0.0,1,0.38,1,0.38,28016
28,17,347,13,3.75,2,0.58,1,0.29,0,0.0,0,0.0,28017
28,18,337,15,4.45,1,0.3,1,0.3,1,0.3,0,0.0,28018
28,19,365,46,12.6,3,0.82,0,0.0,1,0.27,1,0.27,28019
28,20,339,16,4.72,1,0.29,1,0.29,0,0.0,3,0.88,28020
28,21,318,9,2.83,3,0.94,0,0.0,0,0.0,1,0.31,28021
28,22,386,16,4.15,4,1.04,1,0.26,2,0.52,2,0.52,28022
28,23,515,23,4.47,6,1.17,2,0.39,1,0.19,2,0.39,28023
28,24,347,31,8.93,3,0.86,0,0.0,0,0.0,1,0.29,28024
28,25,598,31,5.18,3,0.5,5,0.84,0,0.0,3,0.5,28025
28,26,402,13,3.23,1,0.25,0,0.0,0,0.0,2,0.5,28026
28,27,478,118,24.69,6,1.26,0,0.0,6,1.26,8,1.67,28027
28,28,586,123,20.99,1,0.17,0,0.0,1,0.17,8,1.37,28028
28,29,223,17,7.62,1,0.45,1,0.45,1,0.45,1,0.45,28029
28,30,56,2,3.57,0,0.0,0,0.0,0,0.0,0,0.0,28030
28,31,518,24,4.63,3,0.58,3,0.58,4,0.77,0,0.0,28031
28,32,386,13,3.37,2,0.52,2,0.52,0,0.0,0,0.0,28032
28,33,432,17,3.94,1,0.23,0,0.0,0,0.0,0,0.0,28033
28,34,726,42,5.79,6,0.83,1,0.14,1,0.14,5,0.69,28034
28,35,476,24,5.04,0,0.0,1,0.21,1,0.21,1,0.21,28035
28,36,218,9,4.13,1,0.46,0,0.0,0,0.0,2,0.92,28036
28,37,462,17,3.68,1,0.22,1,0.22,1,0.22,0,0.0,28037
28,38,152,11,7.24,1,0.66,0,0.0,1,0.66,1,0.66,28038
28,39,315,18,5.71,1,0.32,1,0.32,1,0.32,0,0.0,28039
28,40,500,16,3.2,2,0.4,0,0.0,0,0.0,2,0.4,28040
28,41,271,11,4.06,0,0.0,1,0.37,0,0.0,0,0.0,28041
28,42,418,16,3.83,4,0.96,2,0.48,0,0.0,3,0.72,28042
28,43,526,12,2.28,1,0.19,2,0.38,1,0.19,0,0.0,28043
28,44,304,12,3.95,2,0.66,0,0.0,0,0.0,0,0.0,28044
28,45,682,108,15.84,5,0.73,0,0.0,1,0.15,15,2.2,28045
28,46,804,125,15.55,10,1.24,1,0.12,0,0.0,8,1.0,28046
29,1,687,117,17.03,2,0.29,0,0.0,2,0.29,6,0.87,29001
29,2,638,22,3.45,4,0.63,1,0.16,2,0.31,1,0.16,29002
29,3,533,21,3.94,3,0.56,1,0.19,1,0.19,1,0.19,29003
29,4,581,36,6.2,2,0.34,2,0.34,2,0.34,1,0.17,29004
29,5,404,28,6.93,1,0.25,0,0.0,2,0.5,0,0.0,29005
29,6,388,11,2.84,1,0.26,0,0.0,0,0.0,0,0.0,29006
29,7,522,60,11.49,4,0.77,1,0.19,0,0.0,1,0.19,29007
29,8,464,22,4.74,6,1.29,2,0.43,1,0.22,4,0.86,29008
29,9,558,127,22.76,5,0.9,1,0.18,0,0.0,4,0.72,29009
29,10,648,116,17.9,4,0.62,1,0.15,0,0.0,5,0.77,29010
29,11,285,14,4.91,2,0.7,0,0.0,2,0.7,0,0.0,29011
29,12,581,33,5.68,3,0.52,2,0.34,0,0.0,2,0.34,29012
29,13,511,22,4.31,3,0.59,1,0.2,2,0.39,0,0.0,29013
29,14,434,11,2.53,1,0.23,0,0.0,1,0.23,2,0.46,29014
29,15,530,22,4.15,2,0.38,1,0.19,1,0.19,0,0.0,29015
29,16,468,15,3.21,3,0.64,0,0.0,0,0.0,0,0.0,29016
29,17,460,14,3.04,7,1.52,1,0.22,1,0.22,0,0.0,29017
29,18,481,14,2.91,2,0.42,1,0.21,1,0.21,2,0.42,29018
29,19,489,20,4.09,3,0.61,1,0.2,1,0.2,2,0.41,29019
29,20,507,15,2.96,4,0.79,1,0.2,0,0.0,2,0.39,29020
29,21,674,26,3.86,3,0.45,5,0.74,1,0.15,1,0.15,29021
29,22,429,39,9.09,1,0.23,2,0.47,0,0.0,1,0.23,29022
29,23,623,182,29.21,2,0.32,1,0.16,1,0.16,4,0.64,29023
29,24,469,20,4.26,3,0.64,4,0.85,1,0.21,0,0.0,29024
29,25,546,17,3.11,3,0.55,0,0.0,0,0.0,2,0.37,29025
29,26,458,23,5.02,4,0.87,1,0.22,2,0.44,2,0.44,29026
29,27,443,12,2.71,1,0.23,1,0.23,0,0.0,1,0.23,29027
29,28,611,14,2.29,7,1.15,2,0.33,0,0.0,1,0.16,29028
29,29,673,247,36.7,11,1.63,0,0.0,0,0.0,0,0.0,29029
29,30,704,112,15.91,0,0.0,1,0.14,0,0.0,4,0.57,29030
29,31,633,292,46.13,0,0.0,1,0.16,1,0.16,8,1.26,29031
29,32,626,264,42.17,4,0.64,2,0.32,1,0.16,6,0.96,29032
29,33,353,14,3.97,0,0.0,1,0.28,0,0.0,0,0.0,29033
29,34,381,40,10.5,0,0.0,0,0.0,0,0.0,2,0.52,29034
29,35,371,11,2.96,1,0.27,3,0.81,0,0.0,1,0.27,29035
29,36,408,22,5.39,1,0.25,0,0.0,0,0.0,0,0.0,29036
29,37,455,29,6.37,2,0.44,1,0.22,5,1.1,1,0.22,29037
29,38,653,167,25.57,9,1.38,1,0.15,1,0.15,2,0.31,29038
29,39,640,218,34.06,5,0.78,0,0.0,1,0.16,3,0.47,29039
29,40,544,17,3.13,7,1.29,3,0.55,1,0.18,1,0.18,29040
29,41,420,22,5.24,6,1.43,2,0.48,1,0.24,2,0.48,29041
29,42,546,19,3.48,4,0.73,0,0.0,0,0.0,2,0.37,29042
29,43,625,64,10.24,5,0.8,1,0.16,0,0.0,3,0.48,29043
29,44,639,39,6.1,0,0.0,2,0.31,2,0.31,1,0.16,29044
30,1,644,137,21.27,2,0.31,4,0.62,1,0.16,4,0.62,30001
30,2,640,186,29.06,1,0.16,2,0.31,2,0.31,1,0.16,30002
30,3,453,62,13.69,3,0.66,3,0.66,0,0.0,4,0.88,30003
30,4,592,170,28.72,2,0.34,2,0.34,3,0.51,5,0.84,30004
30,5,461,98,21.26,2,0.43,1,0.22,0,0.0,0,0.0,30005
30,6,479,104,21.71,0,0.0,0,0.0,2,0.42,1,0.21,30006
30,7,628,121,19.27,2,0.32,1,0.16,4,0.64,3,0.48,30007
30,8,683,112,16.4,6,0.88,5,0.73,1,0.15,3,0.44,30008
30,9,536,144,26.87,4,0.75,2,0.37,0,0.0,2,0.37,30009
30,10,636,143,22.48,3,0.47,0,0.0,1,0.16,6,0.94,30010
30,11,573,95,16.58,4,0.7,2,0.35,1,0.17,1,0.17,30011
30,12,548,117,21.35,3,0.55,3,0.55,0,0.0,6,1.09,30012
30,13,578,154,26.64,2,0.35,1,0.17,0,0.0,5,0.87,30013
30,14,453,101,22.3,2,0.44,0,0.0,1,0.22,0,0.0,30014
30,15,507,79,15.58,6,1.18,1,0.2,0,0.0,6,1.18,30015
30,16,355,91,25.63,1,0.28,0,0.0,0,0.0,2,0.56,30016
30,17,621,158,25.44,3,0.48,0,0.0,0,0.0,8,1.29,30017
30,18,707,73,10.33,4,0.57,3,0.42,0,0.0,7,0.99,30018
30,19,598,108,18.06,2,0.33,4,0.67,0,0.0,1,0.17,30019
30,20,641,129,20.12,4,0.62,0,0.0,0,0.0,4,0.62,30020
30,21,446,147,32.96,0,0.0,2,0.45,0,0.0,2,0.45,30021
30,22,824,100,12.14,9,1.09,3,0.36,3,0.36,9,1.09,30022
30,23,718,120,16.71,10,1.39,4,0.56,0,0.0,8,1.11,30023
30,24,848,119,14.03,4,0.47,2,0.24,1,0.12,8,0.94,30024
30,25,862,128,14.85,10,1.16,5,0.58,1,0.12,9,1.04,30025
30,26,374,83,22.19,2,0.53,1,0.27,0,0.0,2,0.53,30026
30,27,434,105,24.19,0,0.0,1,0.23,0,0.0,1,0.23,30027
30,28,569,64,11.25,3,0.53,3,0.53,0,0.0,3,0.53,30028
30,29,423,75,17.73,2,0.47,2,0.47,4,0.95,3,0.71,30029
30,30,258,43,16.67,2,0.78,0,0.0,0,0.0,0,0.0,30030
30,31,379,76,20.05,1,0.26,0,0.0,0,0.0,2,0.53,30031
30,32,479,59,12.32,1,0.21,1,0.21,0,0.0,2,0.42,30032
31,1,373,66,17.69,2,0.54,0,0.0,0,0.0,4,1.07,31001
31,2,346,53,15.32,0,0.0,0,0.0,0,0.0,2,0.58,31002
31,3,395,101,25.57,5,1.27,0,0.0,1,0.25,2,0.51,31003
31,4,486,44,9.05,3,0.62,3,0.62,1,0.21,2,0.41,31004
31,5,401,77,19.2,3,0.75,2,0.5,1,0.25,5,1.25,31005
31,6,286,46,16.08,0,0.0,0,0.0,3,1.05,2,0.7,31006
31,7,574,45,7.84,3,0.52,0,0.0,2,0.35,5,0.87,31007
31,8,349,61,17.48,3,0.86,1,0.29,1,0.29,0,0.0,31008
31,9,432,71,16.44,4,0.93,2,0.46,0,0.0,1,0.23,31009
31,10,454,62,13.66,0,0.0,0,0.0,1,0.22,2,0.44,31010
31,11,348,75,21.55,4,1.15,0,0.0,0,0.0,0,0.0,31011
31,12,353,94,26.63,2,0.57,0,0.0,2,0.57,3,0.85,31012
31,13,436,74,16.97,3,0.69,3,0.69,2,0.46,1,0.23,31013
31,14,392,89,22.7,0,0.0,1,0.26,0,0.0,0,0.0,31014
31,15,412,102,24.76,1,0.24,0,0.0,0,0.0,2,0.49,31015
31,16,467,44,9.42,2,0.43,1,0.21,0,0.0,5,1.07,31016
31,17,381,81,21.26,2,0.52,6,1.57,0,0.0,2,0.52,31017
31,18,379,64,16.89,2,0.53,1,0.26,4,1.06,0,0.0,31018
31,19,366,86,23.5,1,0.27,3,0.82,1,0.27,1,0.27,31019
31,20,352,79,22.44,1,0.28,2,0.57,1,0.28,1,0.28,31020
31,21,358,83,23.18,1,0.28,3,0.84,0,0.0,0,0.0,31021
31,22,351,45,12.82,2,0.57,0,0.0,0,0.0,4,1.14,31022
31,23,410,64,15.61,2,0.49,3,0.73,1,0.24,2,0.49,31023
31,24,426,76,17.84,1,0.23,1,0.23,1,0.23,4,0.94,31024
31,25,388,85,21.91,1,0.26,2,0.52,1,0.26,2,0.52,31025
31,26,416,90,21.63,2,0.48,3,0.72,0,0.0,1,0.24,31026
31,27,455,106,23.3,3,0.66,1,0.22,2,0.44,3,0.66,31027
31,28,344,71,20.64,3,0.87,2,0.58,0,0.0,0,0.0,31028
31,29,379,73,19.26,1,0.26,4,1.06,0,0.0,2,0.53,31029
31,30,318,49,15.41,0,0.0,1,0.31,0,0.0,3,0.94,31030
31,31,358,87,24.3,0,0.0,0,0.0,1,0.28,3,0.84,31031
31,32,331,67,20.24,5,1.51,0,0.0,1,0.3,0,0.0,31032
31,33,396,85,21.46,6,1.52,1,0.25,0,0.0,0,0.0,31033
31,34,413,93,22.52,6,1.45,1,0.24,0,0.0,2,0.48,31034
31,35,466,86,18.45,5,1.07,2,0.43,0,0.0,0,0.0,31035
31,36,419,80,19.09,3,0.72,0,0.0,1,0.24,1,0.24,31036
31,37,381,62,16.27,3,0.79,0,0.0,0,0.0,1,0.26,31037
31,38,362,59,16.3,6,1.66,0,0.0,0,0.0,0,0.0,31038
31,39,442,50,11.31,2,0.45,5,1.13,1,0.23,2,0.45,31039
31,40,449,52,11.58,5,1.11,6,1.34,0,0.0,5,1.11,31040
31,41,377,64,16.98,1,0.27,2,0.53,0,0.0,2,0.53,31041
32,1,919,134,14.58,6,0.65,2,0.22,0,0.0,12,1.31,32001
32,2,837,98,11.71,1,0.12,0,0.0,1,0.12,16,1.91,32002
32,3,746,63,8.45,5,0.67,2,0.27,3,0.4,5,0.67,32003
32,4,691,71,10.27,3,0.43,1,0.14,0,0.0,6,0.87,32004
32,5,780,71,9.1,3,0.38,3,0.38,0,0.0,7,0.9,32005
32,6,882,65,7.37,3,0.34,0,0.0,0,0.0,14,1.59,32006
32,7,861,96,11.15,4,0.46,1,0.12,1,0.12,16,1.86,32007
32,8,970,150,15.46,2,0.21,1,0.1,5,0.52,21,2.16,32008
32,9,776,93,11.98,4,0.52,1,0.13,2,0.26,11,1.42,32009
32,10,871,148,16.99,6,0.69,1,0.11,1,0.11,20,2.3,32010
32,11,628,39,6.21,2,0.32,5,0.8,0,0.0,5,0.8,32011
32,12,501,33,6.59,9,1.8,6,1.2,3,0.6,2,0.4,32012
32,13,881,151,17.14,3,0.34,1,0.11,3,0.34,19,2.16,32013
32,14,743,50,6.73,3,0.4,4,0.54,2,0.27,5,0.67,32014
32,15,710,108,15.21,3,0.42,3,0.42,1,0.14,9,1.27,32015
32,16,719,86,11.96,2,0.28,1,0.14,1,0.14,5,0.7,32016
32,17,673,46,6.84,4,0.59,6,0.89,0,0.0,10,1.49,32017
32,18,746,132,17.69,3,0.4,1,0.13,0,0.0,10,1.34,32018
32,19,713,78,10.94,4,0.56,1,0.14,0,0.0,13,1.82,32019
32,20,664,40,6.02,10,1.51,1,0.15,1,0.15,1,0.15,32020
32,21,745,79,10.6,2,0.27,2,0.27,1,0.13,12,1.61,32021
32,22,833,56,6.72,5,0.6,6,0.72,1,0.12,10,1.2,32022
32,23,793,103,12.99,1,0.13,1,0.13,3,0.38,13,1.64,32023
32,24,692,146,21.1,3,0.43,0,0.0,0,0.0,13,1.88,32024
32,25,730,94,12.88,3,0.41,0,0.0,2,0.27,6,0.82,32025
32,26,713,58,8.13,7,0.98,6,0.84,0,0.0,4,0.56,32026
32,27,845,177,20.95,2,0.24,0,0.0,3,0.36,18,2.13,32027
32,28,689,51,7.4,3,0.44,1,0.15,0,0.0,9,1.31,32028
32,29,766,84,10.97,2,0.26,1,0.13,2,0.26,3,0.39,32029
32,30,796,134,16.83,5,0.63,0,0.0,0,0.0,8,1.01,32030
32,31,812,126,15.52,1,0.12,3,0.37,0,0.0,16,1.97,32031
32,32,865,87,10.06,4,0.46,0,0.0,0,0.0,14,1.62,32032
32,33,743,116,15.61,4,0.54,0,0.0,1,0.13,11,1.48,32033
32,34,834,83,9.95,2,0.24,0,0.0,0,0.0,18,2.16,32034
32,35,764,118,15.45,1,0.13,2,0.26,1,0.13,10,1.31,32035
32,36,826,95,11.5,1,0.12,1,0.12,0,0.0,13,1.57,32036
32,37,882,123,13.95,5,0.57,0,0.0,0,0.0,14,1.59,32037
32,38,778,119,15.3,5,0.64,1,0.13,0,0.0,13,1.67,32038
32,39,910,171,18.79,1,0.11,0,0.0,1,0.11,10,1.1,32039
32,40,778,102,13.11,2,0.26,0,0.0,0,0.0,12,1.54,32040
32,41,807,119,14.75,2,0.25,0,0.0,2,0.25,16,1.98,32041
32,42,746,122,16.35,0,0.0,1,0.13,0,0.0,14,1.88,32042
32,43,631,51,8.08,4,0.63,1,0.16,0,0.0,11,1.74,32043
33,1,761,92,12.09,1,0.13,7,0.92,1,0.13,4,0.53,33001
33,2,1023,185,18.08,10,0.98,2,0.2,5,0.49,5,0.49,33002
33,3,994,108,10.87,8,0.8,4,0.4,1,0.1,13,1.31,33003
33,4,982,139,14.15,9,0.92,7,0.71,0,0.0,7,0.71,33004
33,5,735,101,13.74,5,0.68,1,0.14,0,0.0,7,0.95,33005
33,6,645,72,11.16,5,0.78,1,0.16,0,0.0,8,1.24,33006
33,7,779,110,14.12,8,1.03,3,0.39,0,0.0,2,0.26,33007
33,8,894,82,9.17,12,1.34,4,0.45,3,0.34,5,0.56,33008
33,9,824,132,16.02,9,1.09,2,0.24,1,0.12,6,0.73,33009
33,10,648,97,14.97,5,0.77,3,0.46,2,0.31,3,0.46,33010
33,11,751,113,15.05,10,1.33,5,0.67,0,0.0,7,0.93,33011
33,12,747,109,14.59,6,0.8,4,0.54,0,0.0,11,1.47,33012
33,13,687,83,12.08,3,0.44,3,0.44,1,0.15,3,0.44,33013
33,14,353,42,11.9,3,0.85,0,0.0,0,0.0,2,0.57,33014
33,15,739,88,11.91,7,0.95,4,0.54,3,0.41,5,0.68,33015
33,16,1015,172,16.95,4,0.39,3,0.3,0,0.0,7,0.69,33016
33,17,762,117,15.35,6,0.79,1,0.13,3,0.39,10,1.31,33017
33,18,1057,121,11.45,14,1.32,6,0.57,2,0.19,10,0.95,33018
33,19,889,127,14.29,7,0.79,2,0.22,0,0.0,4,0.45,33019
33,20,918,103,11.22,8,0.87,4,0.44,2,0.22,4,0.44,33020
33,21,754,75,9.95,6,0.8,3,0.4,0,0.0,2,0.27,33021
33,22,686,129,18.8,4,0.58,0,0.0,0,0.0,2,0.29,33022
33,23,798,97,12.16,8,1.0,2,0.25,1,0.13,1,0.13,33023
33,24,858,83,9.67,9,1.05,0,0.0,1,0.12,12,1.4,33024
33,25,877,126,14.37,8,0.91,7,0.8,1,0.11,3,0.34,33025
33,26,567,55,9.7,4,0.71,2,0.35,0,0.0,3,0.53,33026
33,27,881,141,16.0,12,1.36,0,0.0,2,0.23,4,0.45,33027
33,28,663,60,9.05,3,0.45,4,0.6,0,0.0,5,0.75,33028
34,1,480,10,2.08,0,0.0,1,0.21,0,0.0,0,0.0,34001
34,2,391,14,3.58,6,1.53,1,0.26,2,0.51,1,0.26,34002
34,3,457,16,3.5,2,0.44,3,0.66,0,0.0,2,0.44,34003
34,4,340,15,4.41,0,0.0,0,0.0,0,0.0,0,0.0,34004
34,5,410,12,2.93,1,0.24,1,0.24,1,0.24,3,0.73,34005
34,6,516,24,4.65,4,0.78,0,0.0,0,0.0,3,0.58,34006
34,7,494,8,1.62,2,0.4,3,0.61,1,0.2,6,1.21,34007
34,8,397,8,2.02,2,0.5,0,0.0,0,0.0,0,0.0,34008
34,9,316,19,6.01,1,0.32,0,0.0,0,0.0,1,0.32,34009
34,10,460,21,4.57,2,0.43,1,0.22,0,0.0,1,0.22,34010
34,11,398,20,5.03,3,0.75,3,0.75,2,0.5,0,0.0,34011
34,12,485,13,2.68,2,0.41,1,0.21,0,0.0,0,0.0,34012
34,13,449,15,3.34,2,0.45,0,0.0,0,0.0,1,0.22,34013
34,14,368,11,2.99,1,0.27,0,0.0,2,0.54,0,0.0,34014
34,15,425,15,3.53,2,0.47,0,0.0,1,0.24,2,0.47,34015
34,16,405,16,3.95,1,0.25,0,0.0,1,0.25,1,0.25,34016
34,17,562,21,3.74,7,1.25,1,0.18,0,0.0,0,0.0,34017
34,18,325,12,3.69,1,0.31,1,0.31,0,0.0,1,0.31,34018
34,19,515,22,4.27,1,0.19,2,0.39,0,0.0,0,0.0,34019
34,20,490,14,2.86,2,0.41,0,0.0,0,0.0,0,0.0,34020
34,21,515,10,1.94,0,0.0,0,0.0,0,0.0,1,0.19,34021
34,22,451,15,3.33,4,0.89,0,0.0,0,0.0,1,0.22,34022
34,23,379,12,3.17,0,0.0,0,0.0,0,0.0,0,0.0,34023
34,24,399,13,3.26,3,0.75,0,0.0,1,0.25,1,0.25,34024
34,25,680,14,2.06,1,0.15,2,0.29,1,0.15,0,0.0,34025
34,26,517,11,2.13,3,0.58,2,0.39,0,0.0,0,0.0,34026
34,27,379,14,3.69,1,0.26,0,0.0,1,0.26,1,0.26,34027
34,28,304,10,3.29,2,0.66,0,0.0,0,0.0,1,0.33,34028
34,29,379,9,2.37,1,0.26,0,0.0,1,0.26,0,0.0,34029
34,30,420,17,4.05,3,0.71,1,0.24,0,0.0,0,0.0,34030
34,31,375,14,3.73,0,0.0,1,0.27,2,0.53,0,0.0,34031
34,32,452,15,3.32,1,0.22,2,0.44,0,0.0,0,0.0,34032
34,33,382,15,3.93,3,0.79,0,0.0,0,0.0,0,0.0,34033
34,34,509,11,2.16,3,0.59,1,0.2,0,0.0,0,0.0,34034
34,35,566,26,4.59,4,0.71,1,0.18,0,0.0,1,0.18,34035
34,36,389,10,2.57,2,0.51,0,0.0,0,0.0,0,0.0,34036
34,37,261,12,4.6,2,0.77,2,0.77,0,0.0,0,0.0,34037
34,38,229,12,5.24,1,0.44,2,0.87,0,0.0,2,0.87,34038
34,39,341,17,4.99,2,0.59,1,0.29,0,0.0,1,0.29,34039
34,40,516,16,3.1,2,0.39,1,0.19,0,0.0,1,0.19,34040
34,41,287,10,3.48,2,0.7,0,0.0,0,0.0,1,0.35,34041
34,42,439,6,1.37,3,0.68,0,0.0,0,0.0,2,0.46,34042
34,43,395,13,3.29,1,0.25,0,0.0,0,0.0,3,0.76,34043
34,44,439,13,2.96,4,0.91,0,0.0,1,0.23,0,0.0,34044
34,45,459,18,3.92,2,0.44,1,0.22,0,0.0,0,0.0,34045
34,46,308,8,2.6,0,0.0,0,0.0,0,0.0,1,0.32,34046
34,47,415,8,1.93,1,0.24,0,0.0,1,0.24,0,0.0,34047
34,48,452,10,2.21,5,1.11,0,0.0,2,0.44,0,0.0,34048
