ward,precinct,total,Thaddeus Jones,Thaddeus Jones Percent,precinct_id
9,3,237,237,100.0,09003
9,4,90,90,100.0,09004
9,7,274,274,100.0,09007
9,11,276,276,100.0,09011
9,15,425,425,100.0,09015
9,16,370,370,100.0,09016
9,18,275,275,100.0,09018
9,26,451,451,100.0,09026
9,28,148,148,100.0,09028
9,31,47,47,100.0,09031
9,33,282,282,100.0,09033
9,41,308,308,100.0,09041
9,44,266,266,100.0,09044
9,45,316,316,100.0,09045
