ward,precinct,total,Donne E. Trotter,Donne E. Trotter Percent,precinct_id
5,4,272,272,100.0,05004
5,12,288,288,100.0,05012
5,20,212,212,100.0,05020
5,50,332,332,100.0,05050
6,1,434,434,100.0,06001
6,2,429,429,100.0,06002
6,3,426,426,100.0,06003
6,8,486,486,100.0,06008
6,9,357,357,100.0,06009
6,10,460,460,100.0,06010
6,13,354,354,100.0,06013
6,14,469,469,100.0,06014
6,16,431,431,100.0,06016
6,17,427,427,100.0,06017
6,21,379,379,100.0,06021
6,22,311,311,100.0,06022
6,23,336,336,100.0,06023
6,24,432,432,100.0,06024
6,25,315,315,100.0,06025
6,26,448,448,100.0,06026
6,27,481,481,100.0,06027
6,28,626,626,100.0,06028
6,29,458,458,100.0,06029
6,31,439,439,100.0,06031
6,34,378,378,100.0,06034
6,35,337,337,100.0,06035
6,37,414,414,100.0,06037
6,38,451,451,100.0,06038
6,39,339,339,100.0,06039
6,41,386,386,100.0,06041
6,43,431,431,100.0,06043
6,44,411,411,100.0,06044
6,45,311,311,100.0,06045
6,46,377,377,100.0,06046
6,47,413,413,100.0,06047
6,50,384,384,100.0,06050
6,51,275,275,100.0,06051
6,52,304,304,100.0,06052
6,53,377,377,100.0,06053
6,54,385,385,100.0,06054
6,55,386,386,100.0,06055
6,56,295,295,100.0,06056
6,57,239,239,100.0,06057
6,58,400,400,100.0,06058
6,59,348,348,100.0,06059
6,60,258,258,100.0,06060
6,63,383,383,100.0,06063
6,64,396,396,100.0,06064
7,1,523,523,100.0,07001
7,2,446,446,100.0,07002
7,4,316,316,100.0,07004
7,5,349,349,100.0,07005
7,6,344,344,100.0,07006
7,7,298,298,100.0,07007
7,12,264,264,100.0,07012
7,13,256,256,100.0,07013
7,19,526,526,100.0,07019
7,21,371,371,100.0,07021
7,24,304,304,100.0,07024
7,25,400,400,100.0,07025
7,26,447,447,100.0,07026
7,27,471,471,100.0,07027
7,30,315,315,100.0,07030
7,31,299,299,100.0,07031
7,33,230,230,100.0,07033
7,34,308,308,100.0,07034
7,36,361,361,100.0,07036
7,37,160,160,100.0,07037
7,38,264,264,100.0,07038
7,41,260,260,100.0,07041
7,42,567,567,100.0,07042
7,43,366,366,100.0,07043
7,46,3,3,100.0,07046
7,47,299,299,100.0,07047
7,48,295,295,100.0,07048
7,49,184,184,100.0,07049
7,50,227,227,100.0,07050
7,51,586,586,100.0,07051
7,52,255,255,100.0,07052
7,53,270,270,100.0,07053
7,55,267,267,100.0,07055
7,58,349,349,100.0,07058
7,59,195,195,100.0,07059
7,60,213,213,100.0,07060
7,61,276,276,100.0,07061
8,1,368,368,100.0,08001
8,2,214,214,100.0,08002
8,3,407,407,100.0,08003
8,4,362,362,100.0,08004
8,5,365,365,100.0,08005
8,6,379,379,100.0,08006
8,7,356,356,100.0,08007
8,8,372,372,100.0,08008
8,9,407,407,100.0,08009
8,10,452,452,100.0,08010
8,11,385,385,100.0,08011
8,12,403,403,100.0,08012
8,13,333,333,100.0,08013
8,14,405,405,100.0,08014
8,15,308,308,100.0,08015
8,16,368,368,100.0,08016
8,17,322,322,100.0,08017
8,18,324,324,100.0,08018
8,19,416,416,100.0,08019
8,20,319,319,100.0,08020
8,21,278,278,100.0,08021
8,22,357,357,100.0,08022
8,23,363,363,100.0,08023
8,24,380,380,100.0,08024
8,25,385,385,100.0,08025
8,26,294,294,100.0,08026
8,27,410,410,100.0,08027
8,28,309,309,100.0,08028
8,29,461,461,100.0,08029
8,30,317,317,100.0,08030
8,31,294,294,100.0,08031
8,32,555,555,100.0,08032
8,33,344,344,100.0,08033
8,34,449,449,100.0,08034
8,35,418,418,100.0,08035
8,36,367,367,100.0,08036
8,37,493,493,100.0,08037
8,38,392,392,100.0,08038
8,39,373,373,100.0,08039
8,40,395,395,100.0,08040
8,41,317,317,100.0,08041
8,42,367,367,100.0,08042
8,43,382,382,100.0,08043
8,44,282,282,100.0,08044
8,45,336,336,100.0,08045
8,46,314,314,100.0,08046
8,47,345,345,100.0,08047
8,48,329,329,100.0,08048
8,49,473,473,100.0,08049
8,50,382,382,100.0,08050
8,51,448,448,100.0,08051
8,52,362,362,100.0,08052
8,53,406,406,100.0,08053
8,54,400,400,100.0,08054
8,55,455,455,100.0,08055
8,56,408,408,100.0,08056
8,57,337,337,100.0,08057
8,58,389,389,100.0,08058
8,59,261,261,100.0,08059
8,60,328,328,100.0,08060
8,61,333,333,100.0,08061
8,62,304,304,100.0,08062
8,63,356,356,100.0,08063
8,64,389,389,100.0,08064
8,65,239,239,100.0,08065
8,66,542,542,100.0,08066
8,67,244,244,100.0,08067
8,68,309,309,100.0,08068
8,69,289,289,100.0,08069
9,8,429,429,100.0,09008
9,25,275,275,100.0,09025
9,36,450,450,100.0,09036
9,37,291,291,100.0,09037
9,47,419,419,100.0,09047
9,49,333,333,100.0,09049
9,51,32,32,100.0,09051
9,53,252,252,100.0,09053
10,2,183,183,100.0,10002
10,3,215,215,100.0,10003
10,5,236,236,100.0,10005
10,6,311,311,100.0,10006
10,8,213,213,100.0,10008
10,9,209,209,100.0,10009
10,10,216,216,100.0,10010
10,11,271,271,100.0,10011
10,12,226,226,100.0,10012
10,13,177,177,100.0,10013
10,14,259,259,100.0,10014
10,15,122,122,100.0,10015
10,16,208,208,100.0,10016
10,17,192,192,100.0,10017
10,19,255,255,100.0,10019
10,20,196,196,100.0,10020
10,21,212,212,100.0,10021
10,22,78,78,100.0,10022
10,23,173,173,100.0,10023
10,24,180,180,100.0,10024
10,26,245,245,100.0,10026
10,27,267,267,100.0,10027
10,28,223,223,100.0,10028
10,29,293,293,100.0,10029
10,30,292,292,100.0,10030
10,31,273,273,100.0,10031
10,32,237,237,100.0,10032
10,33,273,273,100.0,10033
10,34,258,258,100.0,10034
10,35,257,257,100.0,10035
10,36,314,314,100.0,10036
10,38,272,272,100.0,10038
10,39,252,252,100.0,10039
10,40,221,221,100.0,10040
10,41,281,281,100.0,10041
10,42,223,223,100.0,10042
10,44,271,271,100.0,10044
10,46,271,271,100.0,10046
