ward,precinct,total,Esther Golar,Esther Golar Percent,precinct_id
3,10,140,140,100.0,03010
3,12,280,280,100.0,03012
3,13,176,176,100.0,03013
3,19,101,101,100.0,03019
3,21,171,171,100.0,03021
3,25,270,270,100.0,03025
3,26,123,123,100.0,03026
3,36,1,1,100.0,03036
3,44,140,140,100.0,03044
3,48,199,199,100.0,03048
3,50,220,220,100.0,03050
11,12,202,202,100.0,11012
11,13,227,227,100.0,11013
11,15,186,186,100.0,11015
11,23,173,173,100.0,11023
11,25,4,4,100.0,11025
11,27,188,188,100.0,11027
11,28,162,162,100.0,11028
11,30,0,0,0.0,11030
11,31,127,127,100.0,11031
11,32,155,155,100.0,11032
11,33,149,149,100.0,11033
11,34,122,122,100.0,11034
11,35,303,303,100.0,11035
11,36,7,7,100.0,11036
11,37,263,263,100.0,11037
11,39,285,285,100.0,11039
11,42,181,181,100.0,11042
11,43,263,263,100.0,11043
11,46,97,97,100.0,11046
11,48,65,65,100.0,11048
11,49,196,196,100.0,11049
12,9,7,7,100.0,12009
12,16,52,52,100.0,12016
15,2,197,197,100.0,15002
15,3,240,240,100.0,15003
15,4,259,259,100.0,15004
15,5,250,250,100.0,15005
15,17,240,240,100.0,15017
15,18,164,164,100.0,15018
15,19,210,210,100.0,15019
15,20,183,183,100.0,15020
15,22,340,340,100.0,15022
15,23,195,195,100.0,15023
15,24,249,249,100.0,15024
15,26,239,239,100.0,15026
15,29,137,137,100.0,15029
15,30,263,263,100.0,15030
15,31,195,195,100.0,15031
15,33,210,210,100.0,15033
15,35,236,236,100.0,15035
15,36,220,220,100.0,15036
15,37,194,194,100.0,15037
15,38,226,226,100.0,15038
15,39,263,263,100.0,15039
15,40,248,248,100.0,15040
15,43,225,225,100.0,15043
15,48,189,189,100.0,15048
15,49,151,151,100.0,15049
15,50,229,229,100.0,15050
15,52,209,209,100.0,15052
16,1,212,212,100.0,16001
16,2,190,190,100.0,16002
16,3,222,222,100.0,16003
16,4,221,221,100.0,16004
16,5,253,253,100.0,16005
16,6,93,93,100.0,16006
16,7,250,250,100.0,16007
16,8,316,316,100.0,16008
16,9,274,274,100.0,16009
16,10,444,444,100.0,16010
16,12,212,212,100.0,16012
16,14,242,242,100.0,16014
16,15,305,305,100.0,16015
16,16,285,285,100.0,16016
16,18,264,264,100.0,16018
16,19,315,315,100.0,16019
16,20,228,228,100.0,16020
16,22,253,253,100.0,16022
16,24,105,105,100.0,16024
16,25,191,191,100.0,16025
16,26,247,247,100.0,16026
16,27,233,233,100.0,16027
16,28,294,294,100.0,16028
16,29,240,240,100.0,16029
16,30,281,281,100.0,16030
16,31,308,308,100.0,16031
16,33,186,186,100.0,16033
16,34,232,232,100.0,16034
16,36,273,273,100.0,16036
16,37,187,187,100.0,16037
16,38,189,189,100.0,16038
16,40,261,261,100.0,16040
16,42,15,15,100.0,16042
16,43,307,307,100.0,16043
16,44,272,272,100.0,16044
17,13,12,12,100.0,17013
17,14,58,58,100.0,17014
20,8,84,84,100.0,20008
20,12,123,123,100.0,20012
20,13,164,164,100.0,20013
20,15,243,243,100.0,20015
20,19,244,244,100.0,20019
20,20,188,188,100.0,20020
20,25,171,171,100.0,20025
20,39,267,267,100.0,20039
20,40,233,233,100.0,20040
20,41,110,110,100.0,20041
20,43,90,90,100.0,20043
20,44,319,319,100.0,20044
20,45,193,193,100.0,20045
20,48,117,117,100.0,20048
20,50,183,183,100.0,20050
