ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
1,7,344,344,100.0,01007
1,9,303,303,100.0,01009
1,13,455,455,100.0,01013
1,16,136,136,100.0,01016
1,19,242,242,100.0,01019
1,20,341,341,100.0,01020
1,24,497,497,100.0,01024
1,28,88,88,100.0,01028
1,29,385,385,100.0,01029
1,30,514,514,100.0,01030
1,31,113,113,100.0,01031
1,34,290,290,100.0,01034
1,38,226,226,100.0,01038
1,39,416,416,100.0,01039
1,41,298,298,100.0,01041
1,42,298,298,100.0,01042
26,8,184,184,100.0,26008
26,19,387,387,100.0,26019
26,34,250,250,100.0,26034
26,51,226,226,100.0,26051
30,1,234,234,100.0,30001
30,3,354,354,100.0,30003
30,7,231,231,100.0,30007
30,8,297,297,100.0,30008
30,9,159,159,100.0,30009
30,13,246,246,100.0,30013
30,14,103,103,100.0,30014
30,15,210,210,100.0,30015
30,16,271,271,100.0,30016
30,18,219,219,100.0,30018
30,19,201,201,100.0,30019
30,25,137,137,100.0,30025
30,30,345,345,100.0,30030
30,36,248,248,100.0,30036
30,38,338,338,100.0,30038
30,39,260,260,100.0,30039
31,1,131,131,100.0,31001
31,2,168,168,100.0,31002
31,4,183,183,100.0,31004
31,5,231,231,100.0,31005
31,6,216,216,100.0,31006
31,7,219,219,100.0,31007
31,8,161,161,100.0,31008
31,9,199,199,100.0,31009
31,11,154,154,100.0,31011
31,13,235,235,100.0,31013
31,14,186,186,100.0,31014
31,16,183,183,100.0,31016
31,18,189,189,100.0,31018
31,19,178,178,100.0,31019
31,22,155,155,100.0,31022
31,26,160,160,100.0,31026
31,28,228,228,100.0,31028
31,30,238,238,100.0,31030
31,31,280,280,100.0,31031
31,32,226,226,100.0,31032
31,33,206,206,100.0,31033
31,38,138,138,100.0,31038
31,41,233,233,100.0,31041
31,46,206,206,100.0,31046
31,47,245,245,100.0,31047
31,48,220,220,100.0,31048
31,49,107,107,100.0,31049
31,50,242,242,100.0,31050
32,14,381,381,100.0,32014
32,16,267,267,100.0,32016
33,1,455,455,100.0,33001
33,2,475,475,100.0,33002
33,3,444,444,100.0,33003
33,4,501,501,100.0,33004
33,5,418,418,100.0,33005
33,6,437,437,100.0,33006
33,9,445,445,100.0,33009
33,11,470,470,100.0,33011
33,12,455,455,100.0,33012
33,13,437,437,100.0,33013
33,14,413,413,100.0,33014
33,15,460,460,100.0,33015
33,16,382,382,100.0,33016
33,17,449,449,100.0,33017
33,18,107,107,100.0,33018
33,19,473,473,100.0,33019
33,20,454,454,100.0,33020
33,21,496,496,100.0,33021
33,22,436,436,100.0,33022
33,23,459,459,100.0,33023
33,25,550,550,100.0,33025
33,26,481,481,100.0,33026
33,27,445,445,100.0,33027
35,1,411,411,100.0,35001
35,3,387,387,100.0,35003
35,4,377,377,100.0,35004
35,5,357,357,100.0,35005
35,6,367,367,100.0,35006
35,7,440,440,100.0,35007
35,8,354,354,100.0,35008
35,9,407,407,100.0,35009
35,10,407,407,100.0,35010
35,11,385,385,100.0,35011
35,12,428,428,100.0,35012
35,13,131,131,100.0,35013
35,14,380,380,100.0,35014
35,15,346,346,100.0,35015
35,16,425,425,100.0,35016
35,17,430,430,100.0,35017
35,18,483,483,100.0,35018
35,19,409,409,100.0,35019
35,20,382,382,100.0,35020
35,21,358,358,100.0,35021
35,22,144,144,100.0,35022
35,24,224,224,100.0,35024
35,25,442,442,100.0,35025
35,26,461,461,100.0,35026
35,27,423,423,100.0,35027
35,28,503,503,100.0,35028
35,29,446,446,100.0,35029
35,30,534,534,100.0,35030
35,31,253,253,100.0,35031
35,33,332,332,100.0,35033
35,34,384,384,100.0,35034
35,36,317,317,100.0,35036
38,10,41,41,100.0,38010
38,24,246,246,100.0,38024
38,34,212,212,100.0,38034
38,53,11,11,100.0,38053
39,12,312,312,100.0,39012
39,13,189,189,100.0,39013
39,22,355,355,100.0,39022
39,23,161,161,100.0,39023
39,24,355,355,100.0,39024
39,27,308,308,100.0,39027
39,28,351,351,100.0,39028
39,29,321,321,100.0,39029
39,30,219,219,100.0,39030
39,31,239,239,100.0,39031
39,44,472,472,100.0,39044
39,46,238,238,100.0,39046
