ward,precinct,total,Marlow H. Colvin,Marlow H. Colvin Percent,precinct_id
5,4,232,232,100.0,05004
7,1,477,477,100.0,07001
7,2,393,393,100.0,07002
7,4,280,280,100.0,07004
7,5,287,287,100.0,07005
7,6,297,297,100.0,07006
7,7,258,258,100.0,07007
7,12,236,236,100.0,07012
7,13,232,232,100.0,07013
7,19,444,444,100.0,07019
7,21,319,319,100.0,07021
7,24,276,276,100.0,07024
7,25,366,366,100.0,07025
7,26,384,384,100.0,07026
7,27,420,420,100.0,07027
7,30,280,280,100.0,07030
7,31,267,267,100.0,07031
7,33,214,214,100.0,07033
7,34,275,275,100.0,07034
7,38,233,233,100.0,07038
7,41,233,233,100.0,07041
7,42,481,481,100.0,07042
7,46,3,3,100.0,07046
7,47,260,260,100.0,07047
7,48,263,263,100.0,07048
7,49,165,165,100.0,07049
7,50,209,209,100.0,07050
7,51,531,531,100.0,07051
7,52,240,240,100.0,07052
7,53,258,258,100.0,07053
7,55,238,238,100.0,07055
7,58,314,314,100.0,07058
7,59,187,187,100.0,07059
7,60,202,202,100.0,07060
7,61,249,249,100.0,07061
8,1,362,362,100.0,08001
8,2,201,201,100.0,08002
8,3,399,399,100.0,08003
8,4,334,334,100.0,08004
8,5,356,356,100.0,08005
8,6,364,364,100.0,08006
8,7,331,331,100.0,08007
8,8,344,344,100.0,08008
8,9,372,372,100.0,08009
8,10,430,430,100.0,08010
8,11,346,346,100.0,08011
8,12,362,362,100.0,08012
8,13,306,306,100.0,08013
8,14,365,365,100.0,08014
8,15,273,273,100.0,08015
8,16,354,354,100.0,08016
8,17,280,280,100.0,08017
8,19,386,386,100.0,08019
8,20,296,296,100.0,08020
8,21,258,258,100.0,08021
8,22,339,339,100.0,08022
8,23,332,332,100.0,08023
8,24,361,361,100.0,08024
8,25,350,350,100.0,08025
8,26,270,270,100.0,08026
8,27,385,385,100.0,08027
8,28,293,293,100.0,08028
8,29,446,446,100.0,08029
8,30,298,298,100.0,08030
8,31,276,276,100.0,08031
8,33,342,342,100.0,08033
8,35,405,405,100.0,08035
8,36,334,334,100.0,08036
8,37,27,27,100.0,08037
8,38,357,357,100.0,08038
8,40,376,376,100.0,08040
8,41,294,294,100.0,08041
8,42,336,336,100.0,08042
8,44,263,263,100.0,08044
8,46,274,274,100.0,08046
8,48,307,307,100.0,08048
8,49,438,438,100.0,08049
8,50,339,339,100.0,08050
8,51,407,407,100.0,08051
8,52,339,339,100.0,08052
8,53,376,376,100.0,08053
8,54,367,367,100.0,08054
8,55,436,436,100.0,08055
8,57,306,306,100.0,08057
8,58,366,366,100.0,08058
8,60,300,300,100.0,08060
8,61,309,309,100.0,08061
8,62,276,276,100.0,08062
8,63,323,323,100.0,08063
8,64,362,362,100.0,08064
8,65,228,228,100.0,08065
10,3,36,36,100.0,10003
10,6,289,289,100.0,10006
10,8,200,200,100.0,10008
10,9,188,188,100.0,10009
10,10,191,191,100.0,10010
10,11,251,251,100.0,10011
10,12,211,211,100.0,10012
10,13,175,175,100.0,10013
10,14,240,240,100.0,10014
10,16,184,184,100.0,10016
10,19,245,245,100.0,10019
10,20,178,178,100.0,10020
10,22,70,70,100.0,10022
10,23,159,159,100.0,10023
10,24,151,151,100.0,10024
10,26,227,227,100.0,10026
10,27,252,252,100.0,10027
10,28,192,192,100.0,10028
10,29,253,253,100.0,10029
10,30,260,260,100.0,10030
10,31,257,257,100.0,10031
10,32,231,231,100.0,10032
10,33,239,239,100.0,10033
10,34,236,236,100.0,10034
10,35,246,246,100.0,10035
10,36,285,285,100.0,10036
10,38,255,255,100.0,10038
10,39,232,232,100.0,10039
10,40,198,198,100.0,10040
10,41,256,256,100.0,10041
10,42,169,169,100.0,10042
10,44,253,253,100.0,10044
10,46,242,242,100.0,10046
