ward,precinct,total,Andre Thapedi,Andre Thapedi Percent,precinct_id
6,4,349,349,100.0,06004
6,5,258,258,100.0,06005
6,6,297,297,100.0,06006
6,7,416,416,100.0,06007
6,11,315,315,100.0,06011
6,12,252,252,100.0,06012
6,15,245,245,100.0,06015
6,18,295,295,100.0,06018
6,20,353,353,100.0,06020
6,30,357,357,100.0,06030
6,32,408,408,100.0,06032
6,33,492,492,100.0,06033
6,36,267,267,100.0,06036
6,40,255,255,100.0,06040
6,48,366,366,100.0,06048
6,61,252,252,100.0,06061
6,62,371,371,100.0,06062
13,19,211,211,100.0,13019
13,30,360,360,100.0,13030
13,44,47,47,100.0,13044
13,47,368,368,100.0,13047
15,1,91,91,100.0,15001
15,6,335,335,100.0,15006
15,7,263,263,100.0,15007
15,8,400,400,100.0,15008
15,9,314,314,100.0,15009
15,11,355,355,100.0,15011
15,12,174,174,100.0,15012
15,13,249,249,100.0,15013
15,14,296,296,100.0,15014
15,15,293,293,100.0,15015
15,21,219,219,100.0,15021
15,25,342,342,100.0,15025
15,27,238,238,100.0,15027
15,28,298,298,100.0,15028
15,30,18,18,100.0,15030
15,32,343,343,100.0,15032
15,34,203,203,100.0,15034
15,41,379,379,100.0,15041
15,42,190,190,100.0,15042
15,44,297,297,100.0,15044
15,45,178,178,100.0,15045
15,46,196,196,100.0,15046
15,47,296,296,100.0,15047
15,49,89,89,100.0,15049
15,51,195,195,100.0,15051
16,35,317,317,100.0,16035
16,41,136,136,100.0,16041
17,1,201,201,100.0,17001
17,6,268,268,100.0,17006
17,8,250,250,100.0,17008
17,11,72,72,100.0,17011
17,13,206,206,100.0,17013
17,14,202,202,100.0,17014
17,16,281,281,100.0,17016
17,17,244,244,100.0,17017
17,19,140,140,100.0,17019
17,34,266,266,100.0,17034
17,36,195,195,100.0,17036
17,39,246,246,100.0,17039
17,40,98,98,100.0,17040
17,41,219,219,100.0,17041
17,42,267,267,100.0,17042
17,43,298,298,100.0,17043
17,45,237,237,100.0,17045
17,46,326,326,100.0,17046
17,49,227,227,100.0,17049
17,56,253,253,100.0,17056
17,58,260,260,100.0,17058
17,59,180,180,100.0,17059
17,60,364,364,100.0,17060
17,62,232,232,100.0,17062
17,63,286,286,100.0,17063
17,64,216,216,100.0,17064
18,1,207,207,100.0,18001
18,2,337,337,100.0,18002
18,5,390,390,100.0,18005
18,11,334,334,100.0,18011
18,15,198,198,100.0,18015
18,17,340,340,100.0,18017
18,21,505,505,100.0,18021
18,23,319,319,100.0,18023
18,27,393,393,100.0,18027
18,29,356,356,100.0,18029
18,31,383,383,100.0,18031
18,33,330,330,100.0,18033
18,39,348,348,100.0,18039
18,42,316,316,100.0,18042
18,43,310,310,100.0,18043
18,44,247,247,100.0,18044
18,47,382,382,100.0,18047
18,49,323,323,100.0,18049
18,50,384,384,100.0,18050
18,56,367,367,100.0,18056
18,57,295,295,100.0,18057
18,58,419,419,100.0,18058
18,59,292,292,100.0,18059
18,62,271,271,100.0,18062
20,10,280,280,100.0,20010
20,18,18,18,100.0,20018
20,25,75,75,100.0,20025
20,28,333,333,100.0,20028
20,30,300,300,100.0,20030
20,35,207,207,100.0,20035
20,49,248,248,100.0,20049
