ward,precinct,total,Mary E. Flowers,Mary E. Flowers Percent,precinct_id
6,11,59,59,100.0,06011
6,12,159,159,100.0,06012
6,19,475,475,100.0,06019
6,32,39,39,100.0,06032
6,42,280,280,100.0,06042
6,49,393,393,100.0,06049
17,2,367,367,100.0,17002
17,3,228,228,100.0,17003
17,4,442,442,100.0,17004
17,5,264,264,100.0,17005
17,7,395,395,100.0,17007
17,9,222,222,100.0,17009
17,10,311,311,100.0,17010
17,11,299,299,100.0,17011
17,12,403,403,100.0,17012
17,15,359,359,100.0,17015
17,18,340,340,100.0,17018
17,20,316,316,100.0,17020
17,21,355,355,100.0,17021
17,22,336,336,100.0,17022
17,23,228,228,100.0,17023
17,24,356,356,100.0,17024
17,25,247,247,100.0,17025
17,26,413,413,100.0,17026
17,27,427,427,100.0,17027
17,28,291,291,100.0,17028
17,29,336,336,100.0,17029
17,30,353,353,100.0,17030
17,31,299,299,100.0,17031
17,32,358,358,100.0,17032
17,33,265,265,100.0,17033
17,35,191,191,100.0,17035
17,37,254,254,100.0,17037
17,38,358,358,100.0,17038
17,40,197,197,100.0,17040
17,44,235,235,100.0,17044
17,47,196,196,100.0,17047
17,48,355,355,100.0,17048
17,50,359,359,100.0,17050
17,51,399,399,100.0,17051
17,52,439,439,100.0,17052
17,53,289,289,100.0,17053
17,54,336,336,100.0,17054
17,55,274,274,100.0,17055
17,56,72,72,100.0,17056
17,57,331,331,100.0,17057
17,61,298,298,100.0,17061
18,3,242,242,100.0,18003
18,4,391,391,100.0,18004
18,6,274,274,100.0,18006
18,7,335,335,100.0,18007
18,8,184,184,100.0,18008
18,9,382,382,100.0,18009
18,10,528,528,100.0,18010
18,12,425,425,100.0,18012
18,13,430,430,100.0,18013
18,14,406,406,100.0,18014
18,16,407,407,100.0,18016
18,18,308,308,100.0,18018
18,20,359,359,100.0,18020
18,22,449,449,100.0,18022
18,28,239,239,100.0,18028
18,35,457,457,100.0,18035
18,36,279,279,100.0,18036
18,37,299,299,100.0,18037
18,38,431,431,100.0,18038
18,40,441,441,100.0,18040
18,41,304,304,100.0,18041
18,48,214,214,100.0,18048
18,54,426,426,100.0,18054
18,55,267,267,100.0,18055
18,60,472,472,100.0,18060
18,61,336,336,100.0,18061
21,2,370,370,100.0,21002
21,16,371,371,100.0,21016
21,30,267,267,100.0,21030
21,32,403,403,100.0,21032
21,34,443,443,100.0,21034
21,37,408,408,100.0,21037
21,39,294,294,100.0,21039
21,41,301,301,100.0,21041
21,52,386,386,100.0,21052
21,62,355,355,100.0,21062
21,64,214,214,100.0,21064
21,65,412,412,100.0,21065
21,67,373,373,100.0,21067
21,69,306,306,100.0,21069
21,72,373,373,100.0,21072
21,74,171,171,100.0,21074
