ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
1,1,253,211,83.4,42,16.6,01001
1,2,267,226,84.64,41,15.36,01002
1,3,234,192,82.05,42,17.95,01003
1,4,222,190,85.59,32,14.41,01004
1,5,283,234,82.69,49,17.31,01005
1,6,214,167,78.04,47,21.96,01006
1,7,245,187,76.33,58,23.67,01007
1,8,253,208,82.21,45,17.79,01008
1,9,230,158,68.7,72,31.3,01009
1,10,307,262,85.34,45,14.66,01010
1,11,184,151,82.07,33,17.93,01011
1,12,326,269,82.52,57,17.48,01012
1,13,309,239,77.35,70,22.65,01013
1,14,232,198,85.34,34,14.66,01014
1,15,161,126,78.26,35,21.74,01015
1,16,69,47,68.12,22,31.88,01016
1,17,208,173,83.17,35,16.83,01017
1,18,172,118,68.6,54,31.4,01018
1,19,152,107,70.39,45,29.61,01019
1,20,166,137,82.53,29,17.47,01020
1,21,199,169,84.92,30,15.08,01021
1,22,191,156,81.68,35,18.32,01022
1,23,221,169,76.47,52,23.53,01023
1,24,344,265,77.03,79,22.97,01024
1,25,184,151,82.07,33,17.93,01025
1,26,267,222,83.15,45,16.85,01026
1,27,189,144,76.19,45,23.81,01027
1,28,139,100,71.94,39,28.06,01028
1,29,259,211,81.47,48,18.53,01029
1,30,338,268,79.29,70,20.71,01030
1,31,327,272,83.18,55,16.82,01031
1,32,177,145,81.92,32,18.08,01032
1,33,255,210,82.35,45,17.65,01033
1,34,183,149,81.42,34,18.58,01034
1,35,219,191,87.21,28,12.79,01035
1,36,287,243,84.67,44,15.33,01036
1,37,209,178,85.17,31,14.83,01037
1,38,139,112,80.58,27,19.42,01038
1,39,283,208,73.5,75,26.5,01039
1,40,127,104,81.89,23,18.11,01040
1,41,185,144,77.84,41,22.16,01041
1,42,224,183,81.7,41,18.3,01042
1,43,199,152,76.38,47,23.62,01043
1,44,206,162,78.64,44,21.36,01044
1,45,219,176,80.37,43,19.63,01045
1,46,250,206,82.4,44,17.6,01046
1,47,259,226,87.26,33,12.74,01047
1,48,110,91,82.73,19,17.27,01048
1,49,153,120,78.43,33,21.57,01049
1,50,203,158,77.83,45,22.17,01050
2,1,535,446,83.36,89,16.64,02001
2,2,105,86,81.9,19,18.1,02002
2,3,399,310,77.69,89,22.31,02003
2,4,199,122,61.31,77,38.69,02004
2,5,287,208,72.47,79,27.53,02005
2,6,496,415,83.67,81,16.33,02006
2,7,314,223,71.02,91,28.98,02007
2,8,359,299,83.29,60,16.71,02008
2,9,301,220,73.09,81,26.91,02009
2,10,170,131,77.06,39,22.94,02010
2,11,352,276,78.41,76,21.59,02011
2,12,483,392,81.16,91,18.84,02012
2,13,274,214,78.1,60,21.9,02013
2,14,317,252,79.5,65,20.5,02014
2,15,173,130,75.14,43,24.86,02015
2,16,528,449,85.04,79,14.96,02016
2,17,222,156,70.27,66,29.73,02017
2,18,271,230,84.87,41,15.13,02018
2,19,434,339,78.11,95,21.89,02019
2,20,271,206,76.01,65,23.99,02020
2,21,192,152,79.17,40,20.83,02021
2,22,374,291,77.81,83,22.19,02022
2,23,222,157,70.72,65,29.28,02023
2,24,357,282,78.99,75,21.01,02024
2,25,417,313,75.06,104,24.94,02025
2,26,247,182,73.68,65,26.32,02026
2,27,152,112,73.68,40,26.32,02027
2,28,263,203,77.19,60,22.81,02028
2,29,143,119,83.22,24,16.78,02029
2,30,392,319,81.38,73,18.62,02030
2,31,260,203,78.08,57,21.92,02031
2,32,162,119,73.46,43,26.54,02032
2,33,172,124,72.09,48,27.91,02033
2,34,140,105,75.0,35,25.0,02034
2,35,109,93,85.32,16,14.68,02035
2,36,420,339,80.71,81,19.29,02036
2,37,255,216,84.71,39,15.29,02037
2,38,444,359,80.86,85,19.14,02038
2,39,321,241,75.08,80,24.92,02039
2,40,587,478,81.43,109,18.57,02040
2,41,127,92,72.44,35,27.56,02041
2,42,74,56,75.68,18,24.32,02042
