ward,precinct,total,Martin A. Sandoval,Martin A. Sandoval Percent,precinct_id
13,3,376,376,100.0,13003
13,18,263,263,100.0,13018
13,20,340,340,100.0,13020
13,31,282,282,100.0,13031
14,1,185,185,100.0,14001
14,2,201,201,100.0,14002
14,3,310,310,100.0,14003
14,4,228,228,100.0,14004
14,5,371,371,100.0,14005
14,6,227,227,100.0,14006
14,9,247,247,100.0,14009
14,11,223,223,100.0,14011
14,13,256,256,100.0,14013
14,15,286,286,100.0,14015
14,24,163,163,100.0,14024
14,25,229,229,100.0,14025
14,27,298,298,100.0,14027
14,28,264,264,100.0,14028
14,32,190,190,100.0,14032
14,34,187,187,100.0,14034
15,1,88,88,100.0,15001
15,10,247,247,100.0,15010
15,16,190,190,100.0,15016
16,17,208,208,100.0,16017
16,32,120,120,100.0,16032
16,39,308,308,100.0,16039
22,2,163,163,100.0,22002
22,3,281,281,100.0,22003
22,4,236,236,100.0,22004
22,5,278,278,100.0,22005
22,6,199,199,100.0,22006
22,10,243,243,100.0,22010
22,12,185,185,100.0,22012
22,13,298,298,100.0,22013
22,14,183,183,100.0,22014
22,16,268,268,100.0,22016
22,17,253,253,100.0,22017
22,18,250,250,100.0,22018
22,20,270,270,100.0,22020
22,23,257,257,100.0,22023
22,24,186,186,100.0,22024
22,25,192,192,100.0,22025
22,26,178,178,100.0,22026
22,27,327,327,100.0,22027
22,28,142,142,100.0,22028
23,5,260,260,100.0,23005
23,6,302,302,100.0,23006
23,7,111,111,100.0,23007
23,9,339,339,100.0,23009
23,10,317,317,100.0,23010
23,14,147,147,100.0,23014
23,24,249,249,100.0,23024
23,25,253,253,100.0,23025
23,29,290,290,100.0,23029
23,31,298,298,100.0,23031
23,32,365,365,100.0,23032
23,33,337,337,100.0,23033
23,37,17,17,100.0,23037
23,41,321,321,100.0,23041
23,50,217,217,100.0,23050
23,51,260,260,100.0,23051
23,53,196,196,100.0,23053
