ward,precinct,total,Mattie Hunter,Mattie Hunter Percent,precinct_id
2,1,729,729,100.0,02001
2,11,426,426,100.0,02011
2,14,354,354,100.0,02014
2,18,0,0,0.0,02018
2,20,65,65,100.0,02020
2,22,504,504,100.0,02022
2,24,454,454,100.0,02024
2,26,0,0,0.0,02026
2,31,123,123,100.0,02031
2,35,186,186,100.0,02035
2,43,381,381,100.0,02043
2,49,281,281,100.0,02049
2,53,518,518,100.0,02053
2,54,522,522,100.0,02054
2,55,237,237,100.0,02055
3,1,298,298,100.0,03001
3,3,447,447,100.0,03003
3,6,295,295,100.0,03006
3,8,420,420,100.0,03008
3,9,168,168,100.0,03009
3,10,160,160,100.0,03010
3,11,315,315,100.0,03011
3,12,309,309,100.0,03012
3,13,188,188,100.0,03013
3,14,217,217,100.0,03014
3,15,369,369,100.0,03015
3,17,198,198,100.0,03017
3,18,185,185,100.0,03018
3,19,99,99,100.0,03019
3,21,190,190,100.0,03021
3,22,191,191,100.0,03022
3,23,338,338,100.0,03023
3,24,413,413,100.0,03024
3,25,282,282,100.0,03025
3,26,139,139,100.0,03026
3,27,340,340,100.0,03027
3,28,731,731,100.0,03028
3,29,265,265,100.0,03029
3,32,330,330,100.0,03032
3,33,464,464,100.0,03033
3,35,356,356,100.0,03035
3,36,122,122,100.0,03036
3,37,138,138,100.0,03037
3,38,66,66,100.0,03038
3,40,290,290,100.0,03040
3,41,253,253,100.0,03041
3,42,315,315,100.0,03042
3,43,105,105,100.0,03043
3,44,143,143,100.0,03044
3,45,248,248,100.0,03045
3,46,80,80,100.0,03046
3,47,206,206,100.0,03047
3,48,216,216,100.0,03048
3,49,114,114,100.0,03049
3,50,247,247,100.0,03050
4,6,139,139,100.0,04006
11,12,198,198,100.0,11012
11,13,222,222,100.0,11013
11,14,206,206,100.0,11014
11,15,177,177,100.0,11015
11,23,185,185,100.0,11023
11,25,6,6,100.0,11025
11,27,191,191,100.0,11027
11,28,172,172,100.0,11028
11,30,0,0,0.0,11030
11,31,143,143,100.0,11031
11,32,145,145,100.0,11032
11,33,167,167,100.0,11033
11,34,123,123,100.0,11034
11,35,304,304,100.0,11035
11,36,58,58,100.0,11036
11,37,265,265,100.0,11037
11,39,292,292,100.0,11039
11,42,189,189,100.0,11042
11,43,257,257,100.0,11043
11,46,113,113,100.0,11046
11,48,86,86,100.0,11048
11,49,183,183,100.0,11049
12,9,6,6,100.0,12009
12,16,51,51,100.0,12016
15,2,217,217,100.0,15002
15,3,253,253,100.0,15003
15,4,271,271,100.0,15004
15,5,257,257,100.0,15005
15,17,253,253,100.0,15017
15,18,176,176,100.0,15018
15,19,224,224,100.0,15019
15,20,191,191,100.0,15020
15,22,364,364,100.0,15022
15,23,209,209,100.0,15023
15,24,268,268,100.0,15024
15,26,243,243,100.0,15026
15,29,135,135,100.0,15029
15,30,297,297,100.0,15030
15,31,220,220,100.0,15031
15,33,222,222,100.0,15033
15,35,251,251,100.0,15035
15,36,236,236,100.0,15036
15,37,211,211,100.0,15037
15,38,251,251,100.0,15038
15,39,277,277,100.0,15039
15,40,265,265,100.0,15040
15,43,237,237,100.0,15043
15,48,207,207,100.0,15048
15,49,158,158,100.0,15049
15,50,245,245,100.0,15050
15,52,214,214,100.0,15052
16,1,224,224,100.0,16001
16,2,196,196,100.0,16002
16,3,245,245,100.0,16003
16,4,217,217,100.0,16004
16,5,276,276,100.0,16005
16,6,108,108,100.0,16006
16,7,272,272,100.0,16007
16,8,308,308,100.0,16008
16,9,291,291,100.0,16009
16,10,447,447,100.0,16010
16,12,212,212,100.0,16012
16,14,255,255,100.0,16014
16,15,318,318,100.0,16015
16,16,304,304,100.0,16016
16,18,257,257,100.0,16018
16,19,336,336,100.0,16019
16,20,233,233,100.0,16020
16,22,269,269,100.0,16022
16,24,130,130,100.0,16024
16,25,207,207,100.0,16025
16,26,263,263,100.0,16026
16,27,249,249,100.0,16027
16,28,307,307,100.0,16028
16,29,242,242,100.0,16029
16,30,293,293,100.0,16030
16,31,306,306,100.0,16031
16,33,205,205,100.0,16033
16,34,238,238,100.0,16034
16,36,277,277,100.0,16036
16,37,212,212,100.0,16037
16,38,206,206,100.0,16038
16,40,279,279,100.0,16040
16,42,18,18,100.0,16042
16,43,318,318,100.0,16043
16,44,291,291,100.0,16044
17,13,11,11,100.0,17013
17,14,60,60,100.0,17014
20,1,329,329,100.0,20001
20,3,289,289,100.0,20003
20,6,408,408,100.0,20006
20,7,108,108,100.0,20007
20,8,81,81,100.0,20008
20,11,246,246,100.0,20011
20,12,186,186,100.0,20012
20,13,178,178,100.0,20013
20,14,437,437,100.0,20014
20,15,227,227,100.0,20015
20,17,227,227,100.0,20017
20,19,254,254,100.0,20019
20,20,207,207,100.0,20020
20,23,439,439,100.0,20023
20,25,185,185,100.0,20025
20,27,269,269,100.0,20027
20,31,381,381,100.0,20031
20,33,374,374,100.0,20033
20,37,324,324,100.0,20037
20,39,288,288,100.0,20039
20,40,233,233,100.0,20040
20,41,102,102,100.0,20041
20,42,344,344,100.0,20042
20,43,95,95,100.0,20043
20,44,310,310,100.0,20044
20,45,206,206,100.0,20045
20,46,298,298,100.0,20046
20,48,122,122,100.0,20048
20,50,196,196,100.0,20050
25,14,159,159,100.0,25014
25,16,185,185,100.0,25016
25,18,117,117,100.0,25018
27,5,161,161,100.0,27005
27,6,177,177,100.0,27006
27,9,319,319,100.0,27009
27,12,459,459,100.0,27012
27,16,161,161,100.0,27016
27,20,549,549,100.0,27020
27,21,243,243,100.0,27021
27,28,328,328,100.0,27028
27,37,301,301,100.0,27037
27,39,213,213,100.0,27039
27,42,266,266,100.0,27042
27,43,167,167,100.0,27043
27,51,141,141,100.0,27051
42,3,395,395,100.0,42003
42,4,281,281,100.0,42004
42,9,506,506,100.0,42009
42,17,611,611,100.0,42017
42,19,205,205,100.0,42019
42,20,287,287,100.0,42020
42,22,405,405,100.0,42022
42,24,104,104,100.0,42024
42,27,363,363,100.0,42027
42,32,336,336,100.0,42032
42,39,142,142,100.0,42039
42,45,330,330,100.0,42045
42,46,341,341,100.0,42046
42,49,111,111,100.0,42049
42,55,399,399,100.0,42055
42,56,479,479,100.0,42056
42,57,337,337,100.0,42057
42,58,318,318,100.0,42058
42,60,244,244,100.0,42060
42,61,27,27,100.0,42061
43,13,227,227,100.0,43013
43,19,349,349,100.0,43019
43,30,333,333,100.0,43030
43,37,370,370,100.0,43037
43,51,398,398,100.0,43051
43,54,315,315,100.0,43054
43,55,247,247,100.0,43055
