ward,precinct,total,"Larry R. Rogers, Jr.","Larry R. Rogers, Jr. Percent",Lionel Garcia,Lionel Garcia Percent,Antonne ''Tony'' Cox,Antonne ''Tony'' Cox Percent,precinct_id
7,59,220,215,97.73,4,1.82,1,0.45,07059
7,60,247,234,94.74,4,1.62,9,3.64,07060
7,61,305,290,95.08,4,1.31,11,3.61,07061
8,1,378,359,94.97,7,1.85,12,3.17,08001
8,2,219,211,96.35,2,0.91,6,2.74,08002
8,3,426,410,96.24,7,1.64,9,2.11,08003
8,4,380,366,96.32,8,2.11,6,1.58,08004
8,5,384,372,96.88,3,0.78,9,2.34,08005
8,6,386,376,97.41,4,1.04,6,1.55,08006
8,7,379,376,99.21,1,0.26,2,0.53,08007
8,8,373,362,97.05,2,0.54,9,2.41,08008
8,9,426,411,96.48,8,1.88,7,1.64,08009
8,10,474,452,95.36,6,1.27,16,3.38,08010
8,11,376,365,97.07,4,1.06,7,1.86,08011
8,12,419,406,96.9,7,1.67,6,1.43,08012
8,13,350,336,96.0,8,2.29,6,1.71,08013
8,14,421,405,96.2,5,1.19,11,2.61,08014
8,15,314,298,94.9,5,1.59,11,3.5,08015
8,16,382,363,95.03,7,1.83,12,3.14,08016
8,17,320,304,95.0,6,1.88,10,3.13,08017
8,18,336,333,99.11,2,0.6,1,0.3,08018
8,19,431,417,96.75,6,1.39,8,1.86,08019
8,20,320,310,96.88,1,0.31,9,2.81,08020
8,21,290,280,96.55,6,2.07,4,1.38,08021
8,22,375,363,96.8,4,1.07,8,2.13,08022
8,23,375,362,96.53,6,1.6,7,1.87,08023
8,24,400,382,95.5,4,1.0,14,3.5,08024
8,25,399,381,95.49,9,2.26,9,2.26,08025
8,26,320,309,96.56,6,1.88,5,1.56,08026
8,27,426,409,96.01,5,1.17,12,2.82,08027
8,28,325,316,97.23,3,0.92,6,1.85,08028
8,29,476,459,96.43,2,0.42,15,3.15,08029
8,30,329,317,96.35,5,1.52,7,2.13,08030
8,31,301,290,96.35,3,1.0,8,2.66,08031
8,32,576,555,96.35,6,1.04,15,2.6,08032
8,33,365,359,98.36,2,0.55,4,1.1,08033
8,34,478,460,96.23,4,0.84,14,2.93,08034
8,35,437,421,96.34,7,1.6,9,2.06,08035
8,36,376,367,97.61,1,0.27,8,2.13,08036
8,37,513,488,95.13,9,1.75,16,3.12,08037
8,38,418,402,96.17,10,2.39,6,1.44,08038
8,39,398,388,97.49,1,0.25,9,2.26,08039
8,40,426,409,96.01,8,1.88,9,2.11,08040
8,41,333,314,94.29,5,1.5,14,4.2,08041
8,42,380,367,96.58,7,1.84,6,1.58,08042
8,43,393,380,96.69,6,1.53,7,1.78,08043
8,44,290,274,94.48,4,1.38,12,4.14,08044
8,45,363,352,96.97,6,1.65,5,1.38,08045
8,46,325,318,97.85,5,1.54,2,0.62,08046
8,47,368,360,97.83,6,1.63,2,0.54,08047
8,48,339,318,93.81,4,1.18,17,5.01,08048
8,49,487,475,97.54,3,0.62,9,1.85,08049
8,50,389,375,96.4,3,0.77,11,2.83,08050
8,51,458,432,94.32,7,1.53,19,4.15,08051
8,52,377,368,97.61,3,0.8,6,1.59,08052
8,53,412,394,95.63,7,1.7,11,2.67,08053
8,54,404,383,94.8,7,1.73,14,3.47,08054
8,55,492,474,96.34,4,0.81,14,2.85,08055
8,56,436,421,96.56,8,1.83,7,1.61,08056
8,57,362,345,95.3,4,1.1,13,3.59,08057
8,58,391,376,96.16,6,1.53,9,2.3,08058
8,59,280,267,95.36,8,2.86,5,1.79,08059
8,60,343,329,95.92,5,1.46,9,2.62,08060
8,61,343,335,97.67,3,0.87,5,1.46,08061
8,62,306,298,97.39,3,0.98,5,1.63,08062
8,63,356,346,97.19,2,0.56,8,2.25,08063
8,64,406,387,95.32,7,1.72,12,2.96,08064
8,65,250,239,95.6,2,0.8,9,3.6,08065
8,66,566,551,97.35,3,0.53,12,2.12,08066
8,67,255,248,97.25,1,0.39,6,2.35,08067
8,68,329,316,96.05,8,2.43,5,1.52,08068
8,69,305,296,97.05,4,1.31,5,1.64,08069
8,70,616,590,95.78,7,1.14,19,3.08,08070
9,1,434,424,97.7,3,0.69,7,1.61,09001
9,2,471,456,96.82,4,0.85,11,2.34,09002
9,3,288,283,98.26,3,1.04,2,0.69,09003
9,4,384,370,96.35,5,1.3,9,2.34,09004
9,5,441,424,96.15,8,1.81,9,2.04,09005
9,6,451,433,96.01,5,1.11,13,2.88,09006
9,7,384,370,96.35,5,1.3,9,2.34,09007
9,8,464,452,97.41,3,0.65,9,1.94,09008
9,9,447,430,96.2,5,1.12,12,2.68,09009
9,10,396,384,96.97,3,0.76,9,2.27,09010
9,11,328,318,96.95,5,1.52,5,1.52,09011
9,12,430,419,97.44,8,1.86,3,0.7,09012
9,13,399,391,97.99,3,0.75,5,1.25,09013
9,14,528,505,95.64,9,1.7,14,2.65,09014
9,15,466,441,94.64,11,2.36,14,3.0,09015
9,16,405,398,98.27,4,0.99,3,0.74,09016
9,17,425,415,97.65,4,0.94,6,1.41,09017
9,18,418,402,96.17,5,1.2,11,2.63,09018
9,19,427,415,97.19,6,1.41,6,1.41,09019
9,20,400,391,97.75,3,0.75,6,1.5,09020
9,21,428,405,94.63,12,2.8,11,2.57,09021
9,22,465,455,97.85,3,0.65,7,1.51,09022
9,23,340,328,96.47,4,1.18,8,2.35,09023
9,24,240,234,97.5,2,0.83,4,1.67,09024
9,25,315,235,74.6,51,16.19,29,9.21,09025
9,26,369,360,97.56,3,0.81,6,1.63,09026
9,27,402,388,96.52,4,1.0,10,2.49,09027
9,28,324,292,90.12,27,8.33,5,1.54,09028
9,29,431,412,95.59,8,1.86,11,2.55,09029
9,30,404,389,96.29,5,1.24,10,2.48,09030
9,31,384,369,96.09,3,0.78,12,3.13,09031
9,32,420,410,97.62,6,1.43,4,0.95,09032
9,33,319,310,97.18,3,0.94,6,1.88,09033
9,34,380,366,96.32,8,2.11,6,1.58,09034
9,35,446,428,95.96,6,1.35,12,2.69,09035
9,36,475,460,96.84,7,1.47,8,1.68,09036
9,37,340,270,79.41,41,12.06,29,8.53,09037
9,38,483,466,96.48,7,1.45,10,2.07,09038
9,39,473,455,96.19,6,1.27,12,2.54,09039
9,40,443,425,95.94,8,1.81,10,2.26,09040
9,41,447,431,96.42,5,1.12,11,2.46,09041
9,42,285,277,97.19,2,0.7,6,2.11,09042
9,43,319,303,94.98,4,1.25,12,3.76,09043
9,44,349,339,97.13,4,1.15,6,1.72,09044
9,45,334,322,96.41,4,1.2,8,2.4,09045
9,46,394,382,96.95,3,0.76,9,2.28,09046
9,47,451,431,95.57,6,1.33,14,3.1,09047
9,48,403,388,96.28,8,1.99,7,1.74,09048
9,49,361,344,95.29,6,1.66,11,3.05,09049
9,50,422,406,96.21,3,0.71,13,3.08,09050
9,51,234,226,96.58,6,2.56,2,0.85,09051
9,52,401,388,96.76,5,1.25,8,2.0,09052
9,53,268,266,99.25,0,0.0,2,0.75,09053
10,1,339,314,92.63,20,5.9,5,1.47,10001
10,2,213,151,70.89,54,25.35,8,3.76,10002
10,3,293,182,62.12,94,32.08,17,5.8,10003
10,4,325,271,83.38,44,13.54,10,3.08,10004
10,5,276,207,75.0,51,18.48,18,6.52,10005
10,6,320,303,94.69,4,1.25,13,4.06,10006
10,7,99,83,83.84,15,15.15,1,1.01,10007
10,8,279,172,61.65,89,31.9,18,6.45,10008
10,9,264,160,60.61,93,35.23,11,4.17,10009
10,10,266,172,64.66,85,31.95,9,3.38,10010
10,11,331,228,68.88,88,26.59,15,4.53,10011
10,12,271,199,73.43,64,23.62,8,2.95,10012
10,13,228,157,68.86,62,27.19,9,3.95,10013
10,14,326,208,63.8,97,29.75,21,6.44,10014
10,15,148,93,62.84,48,32.43,7,4.73,10015
10,16,264,153,57.95,93,35.23,18,6.82,10016
10,17,236,164,69.49,59,25.0,13,5.51,10017
10,18,346,299,86.42,39,11.27,8,2.31,10018
10,19,329,213,64.74,98,29.79,18,5.47,10019
10,20,243,167,68.72,63,25.93,13,5.35,10020
10,21,260,158,60.77,81,31.15,21,8.08,10021
10,22,287,261,90.94,19,6.62,7,2.44,10022
10,23,290,221,76.21,55,18.97,14,4.83,10023
10,24,237,156,65.82,72,30.38,9,3.8,10024
10,25,445,377,84.72,52,11.69,16,3.6,10025
10,26,297,224,75.42,59,19.87,14,4.71,10026
10,27,333,223,66.97,96,28.83,14,4.2,10027
10,28,231,213,92.21,8,3.46,10,4.33,10028
10,29,300,293,97.67,5,1.67,2,0.67,10029
10,30,340,258,75.88,71,20.88,11,3.24,10030
10,31,333,226,67.87,89,26.73,18,5.41,10031
10,32,305,228,74.75,63,20.66,14,4.59,10032
10,33,317,228,71.92,75,23.66,14,4.42,10033
10,34,301,229,76.08,61,20.27,11,3.65,10034
10,35,310,236,76.13,71,22.9,3,0.97,10035
10,36,358,309,86.31,42,11.73,7,1.96,10036
10,37,317,278,87.7,31,9.78,8,2.52,10037
10,38,347,251,72.33,80,23.05,16,4.61,10038
10,39,287,231,80.49,43,14.98,13,4.53,10039
10,40,252,208,82.54,44,17.46,0,0.0,10040
10,41,343,213,62.1,115,33.53,15,4.37,10041
10,42,296,180,60.81,100,33.78,16,5.41,10042
10,43,218,183,83.94,24,11.01,11,5.05,10043
10,44,331,243,73.41,68,20.54,20,6.04,10044
10,45,193,142,73.58,42,21.76,9,4.66,10045
10,46,323,241,74.61,71,21.98,11,3.41,10046
10,47,233,171,73.39,54,23.18,8,3.43,10047
10,48,302,268,88.74,26,8.61,8,2.65,10048
12,9,20,18,90.0,2,10.0,0,0.0,12009
13,2,253,215,84.98,32,12.65,6,2.37,13002
13,4,500,357,71.4,112,22.4,31,6.2,13004
13,5,396,324,81.82,56,14.14,16,4.04,13005
13,6,345,265,76.81,59,17.1,21,6.09,13006
13,9,375,286,76.27,72,19.2,17,4.53,13009
13,10,290,218,75.17,63,21.72,9,3.1,13010
13,11,364,292,80.22,59,16.21,13,3.57,13011
13,13,378,329,87.04,35,9.26,14,3.7,13013
13,19,488,413,84.63,56,11.48,19,3.89,13019
13,21,383,306,79.9,64,16.71,13,3.39,13021
13,22,305,236,77.38,62,20.33,7,2.3,13022
13,26,217,156,71.89,52,23.96,9,4.15,13026
13,27,349,267,76.5,63,18.05,19,5.44,13027
13,28,268,205,76.49,51,19.03,12,4.48,13028
13,29,295,214,72.54,65,22.03,16,5.42,13029
13,30,494,405,81.98,70,14.17,19,3.85,13030
13,31,92,74,80.43,16,17.39,2,2.17,13031
13,32,371,336,90.57,23,6.2,12,3.23,13032
13,34,475,395,83.16,69,14.53,11,2.32,13034
13,35,349,283,81.09,47,13.47,19,5.44,13035
