ward,precinct,total,John McCain & Sarah Palin,John McCain & Sarah Palin Percent,Cynthia McKinney & Rosa Clemente,Cynthia McKinney & Rosa Clemente Percent,Bob Barr & Wayne A. Root,Bob Barr & Wayne A. Root Percent,Charles O. Baldwin & Darrell L. Castle,Charles O. Baldwin & Darrell L. Castle Percent,Ralph Nader & Matt Gonzalez,Ralph Nader & Matt Gonzalez Percent,precinct_id
27,46,370,8,2.16,0,0.0,0,0.0,0,0.0,0,0.0,27046
27,47,304,3,0.99,0,0.0,0,0.0,0,0.0,0,0.0,27047
27,48,422,3,0.71,0,0.0,0,0.0,0,0.0,1,0.24,27048
27,49,407,6,1.47,0,0.0,0,0.0,0,0.0,0,0.0,27049
27,50,526,120,22.81,3,0.57,2,0.38,6,1.14,1,0.19,27050
27,51,186,2,1.08,0,0.0,0,0.0,0,0.0,0,0.0,27051
27,52,338,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,27052
27,53,323,41,12.69,0,0.0,2,0.62,0,0.0,2,0.62,27053
27,54,664,125,18.83,2,0.3,7,1.05,0,0.0,5,0.75,27054
27,55,366,5,1.37,0,0.0,1,0.27,0,0.0,0,0.0,27055
27,56,373,47,12.6,1,0.27,2,0.54,0,0.0,2,0.54,27056
27,57,419,83,19.81,0,0.0,2,0.48,0,0.0,1,0.24,27057
27,58,190,44,23.16,0,0.0,2,1.05,0,0.0,1,0.53,27058
27,59,459,51,11.11,1,0.22,1,0.22,1,0.22,5,1.09,27059
28,1,423,2,0.47,0,0.0,0,0.0,0,0.0,0,0.0,28001
28,2,500,6,1.2,1,0.2,2,0.4,0,0.0,2,0.4,28002
28,3,362,0,0.0,1,0.28,1,0.28,0,0.0,0,0.0,28003
28,4,424,2,0.47,1,0.24,0,0.0,1,0.24,0,0.0,28004
28,5,364,17,4.67,0,0.0,1,0.27,0,0.0,1,0.27,28005
28,6,313,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28006
28,7,327,1,0.31,0,0.0,0,0.0,0,0.0,0,0.0,28007
28,8,367,0,0.0,1,0.27,0,0.0,0,0.0,0,0.0,28008
28,9,300,0,0.0,1,0.33,0,0.0,0,0.0,0,0.0,28009
28,10,96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28010
28,11,327,0,0.0,0,0.0,1,0.31,0,0.0,0,0.0,28011
28,12,346,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28012
28,13,303,1,0.33,0,0.0,0,0.0,0,0.0,0,0.0,28013
28,14,284,0,0.0,0,0.0,0,0.0,1,0.35,0,0.0,28014
28,15,335,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28015
28,16,356,2,0.56,0,0.0,0,0.0,0,0.0,0,0.0,28016
28,17,278,2,0.72,2,0.72,0,0.0,0,0.0,0,0.0,28017
28,18,488,4,0.82,0,0.0,0,0.0,0,0.0,0,0.0,28018
28,19,447,2,0.45,0,0.0,0,0.0,0,0.0,0,0.0,28019
28,20,391,1,0.26,0,0.0,0,0.0,0,0.0,1,0.26,28020
28,21,477,1,0.21,0,0.0,0,0.0,0,0.0,0,0.0,28021
28,22,330,6,1.82,0,0.0,0,0.0,0,0.0,0,0.0,28022
28,23,390,3,0.77,0,0.0,0,0.0,0,0.0,0,0.0,28023
28,24,308,3,0.97,0,0.0,0,0.0,1,0.32,0,0.0,28024
28,25,294,1,0.34,0,0.0,0,0.0,0,0.0,0,0.0,28025
28,26,361,3,0.83,0,0.0,0,0.0,0,0.0,0,0.0,28026
28,27,465,2,0.43,0,0.0,0,0.0,0,0.0,0,0.0,28027
28,28,248,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,28028
28,29,341,35,10.26,2,0.59,1,0.29,1,0.29,3,0.88,28029
28,30,294,4,1.36,0,0.0,0,0.0,1,0.34,0,0.0,28030
28,31,362,2,0.55,0,0.0,0,0.0,0,0.0,0,0.0,28031
28,32,373,5,1.34,0,0.0,0,0.0,0,0.0,0,0.0,28032
28,33,429,3,0.7,1,0.23,0,0.0,0,0.0,0,0.0,28033
28,34,82,10,12.2,0,0.0,1,1.22,0,0.0,0,0.0,28034
28,35,336,0,0.0,2,0.6,0,0.0,2,0.6,0,0.0,28035
28,36,334,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,28036
28,37,540,6,1.11,1,0.19,0,0.0,0,0.0,1,0.19,28037
28,38,168,26,15.48,2,1.19,0,0.0,0,0.0,3,1.79,28038
28,39,382,4,1.05,0,0.0,0,0.0,0,0.0,0,0.0,28039
28,40,464,0,0.0,0,0.0,0,0.0,0,0.0,1,0.22,28040
28,41,406,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,28041
28,42,337,2,0.59,0,0.0,0,0.0,0,0.0,0,0.0,28042
28,43,474,5,1.05,0,0.0,0,0.0,0,0.0,0,0.0,28043
28,44,431,5,1.16,0,0.0,0,0.0,0,0.0,0,0.0,28044
28,45,438,1,0.23,0,0.0,0,0.0,0,0.0,0,0.0,28045
28,46,358,2,0.56,0,0.0,0,0.0,0,0.0,0,0.0,28046
28,47,465,14,3.01,0,0.0,0,0.0,0,0.0,1,0.22,28047
28,48,269,0,0.0,0,0.0,1,0.37,0,0.0,0,0.0,28048
28,49,298,0,0.0,1,0.34,0,0.0,0,0.0,0,0.0,28049
28,50,299,1,0.33,0,0.0,0,0.0,0,0.0,0,0.0,28050
28,51,340,6,1.76,1,0.29,0,0.0,0,0.0,2,0.59,28051
28,52,350,4,1.14,1,0.29,0,0.0,0,0.0,0,0.0,28052
28,53,236,18,7.63,1,0.42,1,0.42,1,0.42,1,0.42,28053
28,54,336,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,28054
28,55,349,0,0.0,1,0.29,0,0.0,0,0.0,1,0.29,28055
28,56,351,2,0.57,0,0.0,0,0.0,0,0.0,0,0.0,28056
28,57,330,4,1.21,0,0.0,1,0.3,1,0.3,0,0.0,28057
28,58,441,2,0.45,0,0.0,0,0.0,0,0.0,0,0.0,28058
28,59,258,3,1.16,0,0.0,0,0.0,0,0.0,0,0.0,28059
28,60,289,1,0.35,0,0.0,0,0.0,0,0.0,0,0.0,28060
28,61,298,18,6.04,0,0.0,0,0.0,2,0.67,1,0.34,28061
29,1,786,1,0.13,0,0.0,0,0.0,0,0.0,0,0.0,29001
29,2,373,58,15.55,0,0.0,1,0.27,0,0.0,0,0.0,29002
29,3,524,1,0.19,0,0.0,0,0.0,0,0.0,0,0.0,29003
29,4,422,10,2.37,0,0.0,0,0.0,0,0.0,0,0.0,29004
29,5,455,3,0.66,0,0.0,0,0.0,0,0.0,0,0.0,29005
29,6,258,34,13.18,1,0.39,0,0.0,0,0.0,0,0.0,29006
29,7,317,46,14.51,3,0.95,0,0.0,0,0.0,0,0.0,29007
29,8,332,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,29008
29,9,311,74,23.79,1,0.32,0,0.0,0,0.0,0,0.0,29009
29,10,251,29,11.55,0,0.0,0,0.0,1,0.4,4,1.59,29010
29,11,464,4,0.86,0,0.0,0,0.0,0,0.0,0,0.0,29011
29,12,496,17,3.43,0,0.0,0,0.0,0,0.0,0,0.0,29012
29,13,477,3,0.63,0,0.0,0,0.0,0,0.0,1,0.21,29013
29,14,492,2,0.41,0,0.0,1,0.2,0,0.0,0,0.0,29014
29,15,440,2,0.45,0,0.0,0,0.0,0,0.0,0,0.0,29015
29,16,576,2,0.35,0,0.0,0,0.0,0,0.0,0,0.0,29016
29,17,359,2,0.56,2,0.56,0,0.0,0,0.0,0,0.0,29017
29,18,538,3,0.56,3,0.56,0,0.0,0,0.0,0,0.0,29018
29,19,636,4,0.63,2,0.31,0,0.0,1,0.16,0,0.0,29019
29,20,530,9,1.7,1,0.19,0,0.0,0,0.0,0,0.0,29020
29,21,566,8,1.41,0,0.0,1,0.18,0,0.0,0,0.0,29021
29,22,404,31,7.67,5,1.24,0,0.0,1,0.25,0,0.0,29022
29,23,476,3,0.63,0,0.0,0,0.0,0,0.0,0,0.0,29023
29,24,334,32,9.58,3,0.9,0,0.0,0,0.0,1,0.3,29024
29,25,514,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29025
29,26,396,2,0.51,0,0.0,0,0.0,0,0.0,0,0.0,29026
29,27,474,1,0.21,0,0.0,0,0.0,0,0.0,0,0.0,29027
29,28,605,1,0.17,1,0.17,0,0.0,0,0.0,1,0.17,29028
29,29,538,14,2.6,1,0.19,0,0.0,1,0.19,1,0.19,29029
29,30,285,63,22.11,0,0.0,0,0.0,1,0.35,1,0.35,29030
29,31,456,3,0.66,0,0.0,0,0.0,0,0.0,0,0.0,29031
29,32,361,72,19.94,0,0.0,1,0.28,0,0.0,4,1.11,29032
29,33,355,3,0.85,0,0.0,0,0.0,0,0.0,0,0.0,29033
29,34,335,30,8.96,0,0.0,1,0.3,0,0.0,0,0.0,29034
29,35,396,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,29035
29,36,559,3,0.54,1,0.18,0,0.0,0,0.0,0,0.0,29036
29,37,444,2,0.45,0,0.0,0,0.0,1,0.23,0,0.0,29037
29,38,417,2,0.48,0,0.0,0,0.0,0,0.0,0,0.0,29038
29,39,355,42,11.83,0,0.0,0,0.0,0,0.0,1,0.28,29039
29,40,592,5,0.84,0,0.0,0,0.0,0,0.0,0,0.0,29040
29,41,489,2,0.41,0,0.0,0,0.0,0,0.0,0,0.0,29041
29,42,575,3,0.52,0,0.0,0,0.0,0,0.0,0,0.0,29042
29,43,542,3,0.55,0,0.0,0,0.0,0,0.0,0,0.0,29043
29,44,374,5,1.34,0,0.0,0,0.0,0,0.0,0,0.0,29044
29,45,399,5,1.25,0,0.0,0,0.0,0,0.0,0,0.0,29045
29,46,455,1,0.22,0,0.0,0,0.0,0,0.0,0,0.0,29046
29,47,573,18,3.14,0,0.0,0,0.0,0,0.0,0,0.0,29047
29,48,440,6,1.36,0,0.0,1,0.23,0,0.0,0,0.0,29048
29,49,637,5,0.78,0,0.0,0,0.0,0,0.0,0,0.0,29049
30,1,325,96,29.54,1,0.31,1,0.31,1,0.31,2,0.62,30001
30,2,275,50,18.18,2,0.73,0,0.0,0,0.0,4,1.45,30002
30,3,458,76,16.59,1,0.22,2,0.44,0,0.0,4,0.87,30003
30,4,329,42,12.77,0,0.0,1,0.3,0,0.0,1,0.3,30004
30,5,240,33,13.75,0,0.0,1,0.42,0,0.0,0,0.0,30005
30,6,276,50,18.12,1,0.36,0,0.0,0,0.0,2,0.72,30006
30,7,300,42,14.0,0,0.0,1,0.33,0,0.0,2,0.67,30007
30,8,372,65,17.47,2,0.54,1,0.27,0,0.0,1,0.27,30008
30,9,329,65,19.76,1,0.3,0,0.0,1,0.3,2,0.61,30009
30,10,329,52,15.81,0,0.0,0,0.0,0,0.0,1,0.3,30010
30,11,248,41,16.53,1,0.4,2,0.81,0,0.0,2,0.81,30011
30,12,293,46,15.7,0,0.0,0,0.0,1,0.34,1,0.34,30012
30,13,327,70,21.41,1,0.31,2,0.61,0,0.0,3,0.92,30013
30,14,140,22,15.71,2,1.43,0,0.0,0,0.0,3,2.14,30014
30,15,290,77,26.55,2,0.69,0,0.0,0,0.0,2,0.69,30015
30,16,366,72,19.67,1,0.27,1,0.27,1,0.27,4,1.09,30016
30,17,199,36,18.09,0,0.0,0,0.0,0,0.0,1,0.5,30017
30,18,304,66,21.71,0,0.0,0,0.0,0,0.0,2,0.66,30018
30,19,256,28,10.94,1,0.39,1,0.39,1,0.39,1,0.39,30019
30,20,285,29,10.18,0,0.0,1,0.35,0,0.0,0,0.0,30020
30,21,357,44,12.32,1,0.28,1,0.28,0,0.0,2,0.56,30021
30,22,371,49,13.21,1,0.27,1,0.27,0,0.0,1,0.27,30022
30,23,366,33,9.02,0,0.0,0,0.0,0,0.0,2,0.55,30023
30,24,336,39,11.61,1,0.3,1,0.3,0,0.0,1,0.3,30024
30,25,216,53,24.54,0,0.0,1,0.46,0,0.0,1,0.46,30025
30,26,219,18,8.22,0,0.0,0,0.0,0,0.0,0,0.0,30026
30,27,468,34,7.26,3,0.64,1,0.21,1,0.21,4,0.85,30027
30,28,288,52,18.06,0,0.0,0,0.0,0,0.0,4,1.39,30028
30,29,215,24,11.16,1,0.47,1,0.47,0,0.0,1,0.47,30029
30,30,432,89,20.6,3,0.69,1,0.23,1,0.23,3,0.69,30030
30,31,254,24,9.45,0,0.0,0,0.0,1,0.39,1,0.39,30031
30,32,143,22,15.38,1,0.7,0,0.0,0,0.0,0,0.0,30032
30,33,323,33,10.22,0,0.0,0,0.0,0,0.0,0,0.0,30033
30,34,338,77,22.78,0,0.0,0,0.0,1,0.3,1,0.3,30034
30,35,320,48,15.0,2,0.63,0,0.0,0,0.0,2,0.63,30035
30,36,319,52,16.3,1,0.31,1,0.31,0,0.0,0,0.0,30036
30,37,279,67,24.01,1,0.36,1,0.36,0,0.0,4,1.43,30037
30,38,417,76,18.23,1,0.24,0,0.0,0,0.0,3,0.72,30038
30,39,351,68,19.37,0,0.0,1,0.28,2,0.57,0,0.0,30039
30,40,331,45,13.6,1,0.3,3,0.91,0,0.0,0,0.0,30040
30,41,323,20,6.19,0,0.0,0,0.0,0,0.0,1,0.31,30041
31,1,150,16,10.67,0,0.0,1,0.67,0,0.0,1,0.67,31001
31,2,211,31,14.69,0,0.0,0,0.0,0,0.0,3,1.42,31002
31,3,251,45,17.93,0,0.0,2,0.8,0,0.0,4,1.59,31003
31,4,240,35,14.58,0,0.0,0,0.0,0,0.0,1,0.42,31004
31,5,328,85,25.91,2,0.61,0,0.0,0,0.0,2,0.61,31005
31,6,266,47,17.67,0,0.0,0,0.0,0,0.0,4,1.5,31006
31,7,295,25,8.47,0,0.0,1,0.34,0,0.0,2,0.68,31007
31,8,204,30,14.71,0,0.0,0,0.0,0,0.0,2,0.98,31008
31,9,253,37,14.62,1,0.4,0,0.0,1,0.4,1,0.4,31009
31,10,156,22,14.1,1,0.64,0,0.0,1,0.64,1,0.64,31010
31,11,205,42,20.49,0,0.0,0,0.0,0,0.0,1,0.49,31011
31,12,285,28,9.82,1,0.35,0,0.0,0,0.0,2,0.7,31012
31,13,321,49,15.26,1,0.31,0,0.0,0,0.0,0,0.0,31013
31,14,274,36,13.14,1,0.36,1,0.36,0,0.0,0,0.0,31014
31,15,166,28,16.87,0,0.0,0,0.0,0,0.0,0,0.0,31015
31,16,227,39,17.18,0,0.0,0,0.0,1,0.44,3,1.32,31016
31,17,282,38,13.48,1,0.35,0,0.0,0,0.0,0,0.0,31017
31,18,249,48,19.28,0,0.0,0,0.0,0,0.0,1,0.4,31018
31,19,239,22,9.21,0,0.0,0,0.0,0,0.0,0,0.0,31019
31,20,232,25,10.78,0,0.0,0,0.0,0,0.0,2,0.86,31020
31,21,307,40,13.03,0,0.0,0,0.0,0,0.0,0,0.0,31021
31,22,206,31,15.05,0,0.0,0,0.0,0,0.0,0,0.0,31022
31,23,183,31,16.94,1,0.55,0,0.0,0,0.0,0,0.0,31023
31,24,225,26,11.56,1,0.44,0,0.0,0,0.0,2,0.89,31024
31,25,278,31,11.15,0,0.0,0,0.0,0,0.0,3,1.08,31025
31,26,209,26,12.44,1,0.48,1,0.48,0,0.0,0,0.0,31026
31,27,264,28,10.61,2,0.76,0,0.0,1,0.38,2,0.76,31027
31,28,287,33,11.5,4,1.39,0,0.0,0,0.0,4,1.39,31028
31,29,252,50,19.84,1,0.4,0,0.0,0,0.0,1,0.4,31029
31,30,307,57,18.57,1,0.33,1,0.33,0,0.0,1,0.33,31030
31,31,354,62,17.51,3,0.85,1,0.28,0,0.0,4,1.13,31031
31,32,281,36,12.81,0,0.0,1,0.36,0,0.0,2,0.71,31032
31,33,281,48,17.08,1,0.36,0,0.0,0,0.0,3,1.07,31033
31,34,225,28,12.44,0,0.0,0,0.0,0,0.0,0,0.0,31034
31,35,202,15,7.43,1,0.5,0,0.0,0,0.0,0,0.0,31035
31,36,318,41,12.89,1,0.31,0,0.0,0,0.0,4,1.26,31036
31,37,295,33,11.19,0,0.0,0,0.0,0,0.0,0,0.0,31037
31,38,173,20,11.56,0,0.0,0,0.0,0,0.0,2,1.16,31038
31,39,190,26,13.68,1,0.53,0,0.0,0,0.0,0,0.0,31039
31,40,200,23,11.5,1,0.5,0,0.0,0,0.0,0,0.0,31040
31,41,297,35,11.78,0,0.0,1,0.34,0,0.0,2,0.67,31041
31,42,327,46,14.07,0,0.0,0,0.0,0,0.0,0,0.0,31042
31,43,330,66,20.0,0,0.0,1,0.3,0,0.0,1,0.3,31043
31,44,289,35,12.11,2,0.69,0,0.0,1,0.35,1,0.35,31044
31,45,275,63,22.91,1,0.36,2,0.73,1,0.36,1,0.36,31045
31,46,260,31,11.92,1,0.38,0,0.0,0,0.0,2,0.77,31046
31,47,289,56,19.38,1,0.35,0,0.0,0,0.0,4,1.38,31047
31,48,271,41,15.13,1,0.37,0,0.0,0,0.0,0,0.0,31048
31,49,142,11,7.75,0,0.0,0,0.0,0,0.0,0,0.0,31049
31,50,326,78,23.93,1,0.31,0,0.0,1,0.31,1,0.31,31050
31,51,177,15,8.47,0,0.0,0,0.0,0,0.0,1,0.56,31051
32,1,574,93,16.2,2,0.35,1,0.17,1,0.17,5,0.87,32001
32,2,663,90,13.57,3,0.45,8,1.21,2,0.3,2,0.3,32002
32,3,533,78,14.63,4,0.75,1,0.19,0,0.0,3,0.56,32003
32,4,628,117,18.63,1,0.16,5,0.8,0,0.0,4,0.64,32004
32,5,461,68,14.75,1,0.22,2,0.43,3,0.65,5,1.08,32005
32,6,533,130,24.39,5,0.94,1,0.19,1,0.19,2,0.38,32006
32,7,562,127,22.6,1,0.18,4,0.71,0,0.0,2,0.36,32007
32,8,851,225,26.44,3,0.35,9,1.06,0,0.0,3,0.35,32008
32,9,818,141,17.24,2,0.24,5,0.61,0,0.0,2,0.24,32009
32,10,626,157,25.08,0,0.0,6,0.96,0,0.0,4,0.64,32010
32,11,495,64,12.93,3,0.61,3,0.61,2,0.4,1,0.2,32011
32,12,346,33,9.54,0,0.0,1,0.29,0,0.0,2,0.58,32012
32,13,301,84,27.91,0,0.0,0,0.0,0,0.0,0,0.0,32013
32,14,493,68,13.79,2,0.41,1,0.2,1,0.2,4,0.81,32014
32,15,435,79,18.16,2,0.46,3,0.69,0,0.0,1,0.23,32015
32,16,544,85,15.63,2,0.37,2,0.37,0,0.0,4,0.74,32016
32,17,649,89,13.71,4,0.62,8,1.23,0,0.0,2,0.31,32017
32,18,548,144,26.28,0,0.0,1,0.18,0,0.0,3,0.55,32018
32,19,545,103,18.9,1,0.18,3,0.55,0,0.0,5,0.92,32019
32,20,568,140,24.65,0,0.0,2,0.35,0,0.0,1,0.18,32020
32,21,458,95,20.74,0,0.0,0,0.0,0,0.0,2,0.44,32021
32,22,678,139,20.5,1,0.15,8,1.18,0,0.0,3,0.44,32022
32,23,546,112,20.51,1,0.18,3,0.55,0,0.0,6,1.1,32023
32,24,742,225,30.32,1,0.13,1,0.13,0,0.0,2,0.27,32024
32,25,498,89,17.87,1,0.2,7,1.41,1,0.2,1,0.2,32025
32,26,450,78,17.33,1,0.22,3,0.67,0,0.0,5,1.11,32026
32,27,552,138,25.0,0,0.0,2,0.36,0,0.0,2,0.36,32027
32,28,492,77,15.65,1,0.2,4,0.81,0,0.0,4,0.81,32028
32,29,460,74,16.09,1,0.22,2,0.43,1,0.22,2,0.43,32029
32,30,714,226,31.65,0,0.0,2,0.28,0,0.0,0,0.0,32030
32,31,714,125,17.51,1,0.14,4,0.56,0,0.0,5,0.7,32031
32,32,620,174,28.06,2,0.32,5,0.81,1,0.16,3,0.48,32032
32,33,368,80,21.74,0,0.0,5,1.36,0,0.0,2,0.54,32033
32,34,731,138,18.88,2,0.27,4,0.55,1,0.14,4,0.55,32034
32,35,626,102,16.29,1,0.16,7,1.12,0,0.0,1,0.16,32035
32,36,725,141,19.45,0,0.0,5,0.69,0,0.0,1,0.14,32036
32,37,556,110,19.78,0,0.0,1,0.18,0,0.0,0,0.0,32037
32,38,681,141,20.7,2,0.29,2,0.29,1,0.15,2,0.29,32038
32,39,727,210,28.89,0,0.0,0,0.0,0,0.0,6,0.83,32039
32,40,634,131,20.66,2,0.32,1,0.16,0,0.0,4,0.63,32040
32,41,654,173,26.45,1,0.15,2,0.31,1,0.15,2,0.31,32041
32,42,745,155,20.81,4,0.54,3,0.4,0,0.0,4,0.54,32042
32,43,566,175,30.92,0,0.0,4,0.71,0,0.0,1,0.18,32043
32,44,375,81,21.6,0,0.0,4,1.07,0,0.0,3,0.8,32044
32,45,555,123,22.16,2,0.36,2,0.36,0,0.0,4,0.72,32045
32,46,220,36,16.36,2,0.91,0,0.0,0,0.0,3,1.36,32046
32,47,637,209,32.81,2,0.31,1,0.16,1,0.16,4,0.63,32047
32,48,848,210,24.76,1,0.12,4,0.47,1,0.12,2,0.24,32048
32,49,569,125,21.97,1,0.18,5,0.88,2,0.35,6,1.05,32049
32,50,722,190,26.32,2,0.28,3,0.42,0,0.0,2,0.28,32050
32,51,644,176,27.33,0,0.0,3,0.47,0,0.0,1,0.16,32051
32,52,368,65,17.66,0,0.0,3,0.82,1,0.27,3,0.82,32052
33,1,579,72,12.44,3,0.52,1,0.17,2,0.35,1,0.17,33001
33,2,621,117,18.84,2,0.32,1,0.16,1,0.16,3,0.48,33002
33,3,566,65,11.48,7,1.24,1,0.18,0,0.0,4,0.71,33003
33,4,632,93,14.72,1,0.16,2,0.32,0,0.0,2,0.32,33004
33,5,512,62,12.11,0,0.0,1,0.2,1,0.2,4,0.78,33005
33,6,543,92,16.94,2,0.37,0,0.0,1,0.18,3,0.55,33006
33,7,608,100,16.45,2,0.33,4,0.66,0,0.0,1,0.16,33007
33,8,526,98,18.63,5,0.95,0,0.0,0,0.0,3,0.57,33008
33,9,565,91,16.11,2,0.35,4,0.71,0,0.0,4,0.71,33009
33,10,527,114,21.63,2,0.38,0,0.0,0,0.0,5,0.95,33010
33,11,587,88,14.99,1,0.17,1,0.17,2,0.34,2,0.34,33011
33,12,573,97,16.93,1,0.17,3,0.52,1,0.17,3,0.52,33012
33,13,551,69,12.52,3,0.54,2,0.36,2,0.36,6,1.09,33013
33,14,538,60,11.15,6,1.12,2,0.37,0,0.0,2,0.37,33014
33,15,610,110,18.03,3,0.49,3,0.49,0,0.0,3,0.49,33015
33,16,494,74,14.98,5,1.01,1,0.2,0,0.0,8,1.62,33016
33,17,564,98,17.38,3,0.53,2,0.35,2,0.35,8,1.42,33017
33,18,225,35,15.56,0,0.0,0,0.0,0,0.0,4,1.78,33018
33,19,617,92,14.91,3,0.49,2,0.32,0,0.0,5,0.81,33019
33,20,596,86,14.43,4,0.67,1,0.17,0,0.0,3,0.5,33020
33,21,606,78,12.87,0,0.0,1,0.17,0,0.0,5,0.83,33021
33,22,561,107,19.07,1,0.18,1,0.18,0,0.0,2,0.36,33022
33,23,596,86,14.43,2,0.34,2,0.34,0,0.0,6,1.01,33023
33,24,553,85,15.37,1,0.18,2,0.36,2,0.36,5,0.9,33024
33,25,703,113,16.07,3,0.43,3,0.43,0,0.0,9,1.28,33025
33,26,632,84,13.29,3,0.47,1,0.16,1,0.16,1,0.16,33026
33,27,554,72,13.0,6,1.08,0,0.0,0,0.0,3,0.54,33027
34,1,630,2,0.32,0,0.0,0,0.0,0,0.0,0,0.0,34001
34,2,395,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,34002
34,3,586,2,0.34,0,0.0,0,0.0,0,0.0,0,0.0,34003
34,4,643,3,0.47,0,0.0,0,0.0,0,0.0,0,0.0,34004
34,5,536,3,0.56,0,0.0,0,0.0,0,0.0,0,0.0,34005
34,6,300,0,0.0,0,0.0,0,0.0,1,0.33,0,0.0,34006
34,7,561,3,0.53,0,0.0,0,0.0,0,0.0,1,0.18,34007
34,8,525,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34008
34,9,466,6,1.29,1,0.21,0,0.0,0,0.0,1,0.21,34009
34,10,478,3,0.63,0,0.0,0,0.0,1,0.21,0,0.0,34010
34,11,456,5,1.1,0,0.0,0,0.0,0,0.0,1,0.22,34011
34,12,574,2,0.35,0,0.0,0,0.0,0,0.0,0,0.0,34012
34,13,593,4,0.67,1,0.17,0,0.0,1,0.17,0,0.0,34013
34,14,461,1,0.22,0,0.0,0,0.0,0,0.0,0,0.0,34014
34,15,455,2,0.44,1,0.22,0,0.0,1,0.22,0,0.0,34015
34,16,473,3,0.63,1,0.21,0,0.0,0,0.0,0,0.0,34016
34,17,450,0,0.0,1,0.22,0,0.0,0,0.0,1,0.22,34017
34,18,338,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34018
34,19,116,1,0.86,0,0.0,0,0.0,0,0.0,0,0.0,34019
34,20,621,6,0.97,0,0.0,0,0.0,0,0.0,0,0.0,34020
34,21,432,1,0.23,0,0.0,0,0.0,0,0.0,0,0.0,34021
34,22,492,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,34022
34,23,439,5,1.14,0,0.0,1,0.23,0,0.0,0,0.0,34023
34,24,496,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34024
34,25,518,5,0.97,1,0.19,0,0.0,0,0.0,0,0.0,34025
34,26,390,1,0.26,1,0.26,0,0.0,0,0.0,0,0.0,34026
34,27,451,4,0.89,1,0.22,0,0.0,0,0.0,1,0.22,34027
34,28,345,1,0.29,0,0.0,0,0.0,1,0.29,0,0.0,34028
34,29,445,1,0.22,0,0.0,0,0.0,0,0.0,0,0.0,34029
34,30,518,6,1.16,0,0.0,0,0.0,0,0.0,0,0.0,34030
34,31,326,1,0.31,1,0.31,0,0.0,0,0.0,0,0.0,34031
34,32,269,2,0.74,0,0.0,0,0.0,0,0.0,0,0.0,34032
34,33,254,0,0.0,1,0.39,0,0.0,1,0.39,0,0.0,34033
34,34,515,3,0.58,2,0.39,0,0.0,0,0.0,0,0.0,34034
34,35,555,8,1.44,0,0.0,0,0.0,0,0.0,0,0.0,34035
34,36,504,4,0.79,0,0.0,0,0.0,0,0.0,0,0.0,34036
34,37,490,4,0.82,0,0.0,1,0.2,0,0.0,0,0.0,34037
34,38,445,1,0.22,0,0.0,1,0.22,0,0.0,0,0.0,34038
34,39,439,0,0.0,0,0.0,0,0.0,0,0.0,1,0.23,34039
34,40,531,4,0.75,1,0.19,0,0.0,0,0.0,1,0.19,34040
34,41,333,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,34041
34,42,550,4,0.73,0,0.0,0,0.0,0,0.0,0,0.0,34042
34,43,617,4,0.65,2,0.32,0,0.0,1,0.16,0,0.0,34043
34,44,496,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34044
34,45,489,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,34045
34,46,470,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34046
34,47,309,0,0.0,1,0.32,0,0.0,0,0.0,0,0.0,34047
34,48,559,2,0.36,0,0.0,0,0.0,0,0.0,1,0.18,34048
34,49,616,3,0.49,0,0.0,0,0.0,0,0.0,1,0.16,34049
34,50,473,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34050
34,51,697,3,0.43,0,0.0,1,0.14,0,0.0,0,0.0,34051
34,52,423,0,0.0,1,0.24,0,0.0,0,0.0,0,0.0,34052
34,53,447,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34053
34,54,441,1,0.23,0,0.0,1,0.23,0,0.0,0,0.0,34054
34,55,526,5,0.95,0,0.0,0,0.0,0,0.0,0,0.0,34055
34,56,267,1,0.37,0,0.0,0,0.0,0,0.0,0,0.0,34056
34,57,563,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34057
34,58,445,2,0.45,1,0.22,0,0.0,0,0.0,0,0.0,34058
