ward,precinct,total,Cynthia Soto,Cynthia Soto Percent,precinct_id
1,1,405,405,100.0,01001
1,2,419,419,100.0,01002
1,3,352,352,100.0,01003
1,4,354,354,100.0,01004
1,5,443,443,100.0,01005
1,10,437,437,100.0,01010
1,11,327,327,100.0,01011
1,14,369,369,100.0,01014
1,15,294,294,100.0,01015
1,17,324,324,100.0,01017
1,18,329,329,100.0,01018
1,21,310,310,100.0,01021
1,22,323,323,100.0,01022
1,23,320,320,100.0,01023
1,25,314,314,100.0,01025
1,26,384,384,100.0,01026
1,27,258,258,100.0,01027
1,32,212,212,100.0,01032
1,33,405,405,100.0,01033
1,35,66,66,100.0,01035
1,36,399,399,100.0,01036
1,37,341,341,100.0,01037
1,40,181,181,100.0,01040
1,43,281,281,100.0,01043
1,44,156,156,100.0,01044
1,45,381,381,100.0,01045
1,46,377,377,100.0,01046
1,47,398,398,100.0,01047
1,48,192,192,100.0,01048
1,49,252,252,100.0,01049
1,50,294,294,100.0,01050
26,1,211,211,100.0,26001
26,2,233,233,100.0,26002
26,3,220,220,100.0,26003
26,5,278,278,100.0,26005
26,7,192,192,100.0,26007
26,9,178,178,100.0,26009
26,10,150,150,100.0,26010
26,11,196,196,100.0,26011
26,12,172,172,100.0,26012
26,14,193,193,100.0,26014
26,15,194,194,100.0,26015
26,18,153,153,100.0,26018
26,20,327,327,100.0,26020
26,21,292,292,100.0,26021
26,22,187,187,100.0,26022
26,23,176,176,100.0,26023
26,24,219,219,100.0,26024
26,25,85,85,100.0,26025
26,27,216,216,100.0,26027
26,28,202,202,100.0,26028
26,29,224,224,100.0,26029
26,31,166,166,100.0,26031
26,32,298,298,100.0,26032
26,35,276,276,100.0,26035
26,36,196,196,100.0,26036
26,37,134,134,100.0,26037
26,38,217,217,100.0,26038
26,39,217,217,100.0,26039
26,40,129,129,100.0,26040
26,41,194,194,100.0,26041
26,43,158,158,100.0,26043
26,44,133,133,100.0,26044
26,45,269,269,100.0,26045
26,47,135,135,100.0,26047
26,48,258,258,100.0,26048
26,49,173,173,100.0,26049
26,50,159,159,100.0,26050
26,52,110,110,100.0,26052
26,53,199,199,100.0,26053
26,55,137,137,100.0,26055
26,56,220,220,100.0,26056
26,57,133,133,100.0,26057
26,58,180,180,100.0,26058
26,59,235,235,100.0,26059
26,61,148,148,100.0,26061
26,63,80,80,100.0,26063
27,4,242,242,100.0,27004
27,10,302,302,100.0,27010
27,13,313,313,100.0,27013
27,27,0,0,0.0,27027
27,32,245,245,100.0,27032
27,35,340,340,100.0,27035
27,38,294,294,100.0,27038
27,41,368,368,100.0,27041
27,56,264,264,100.0,27056
27,59,361,361,100.0,27059
30,20,211,211,100.0,30020
30,23,249,249,100.0,30023
30,26,161,161,100.0,30026
30,29,156,156,100.0,30029
30,31,183,183,100.0,30031
30,32,96,96,100.0,30032
30,33,197,197,100.0,30033
32,1,423,423,100.0,32001
32,3,396,396,100.0,32003
32,11,358,358,100.0,32011
32,12,283,283,100.0,32012
32,17,497,497,100.0,32017
32,46,71,71,100.0,32046
35,14,81,81,100.0,35014
35,32,205,205,100.0,35032
37,42,8,8,100.0,37042
