ward,precinct,total,Julie Hamos,Julie Hamos Percent,precinct_id
49,1,392,392,100.0,49001
49,5,398,398,100.0,49005
49,6,424,424,100.0,49006
49,14,348,348,100.0,49014
49,16,271,271,100.0,49016
49,20,404,404,100.0,49020
49,30,392,392,100.0,49030
49,34,371,371,100.0,49034
49,35,433,433,100.0,49035
