ward,precinct,registered,ballots,turnout,precinct_id
1,1,732,196,26.78,01001
1,2,682,195,28.59,01002
1,3,795,212,26.67,01003
1,4,766,233,30.42,01004
1,5,764,171,22.38,01005
1,6,731,218,29.82,01006
1,7,457,154,33.7,01007
1,8,703,232,33.0,01008
1,9,528,204,38.64,01009
1,10,778,186,23.91,01010
1,11,739,181,24.49,01011
1,12,858,228,26.57,01012
1,13,337,102,30.27,01013
1,14,700,223,31.86,01014
1,15,660,197,29.85,01015
1,16,534,197,36.89,01016
1,17,653,208,31.85,01017
1,18,770,225,29.22,01018
1,19,902,305,33.81,01019
1,20,624,186,29.81,01020
1,21,771,176,22.83,01021
1,22,506,132,26.09,01022
1,23,941,310,32.94,01023
1,24,709,172,24.26,01024
1,25,709,158,22.28,01025
1,26,639,161,25.2,01026
1,27,742,172,23.18,01027
1,28,326,133,40.8,01028
1,29,668,224,33.53,01029
1,30,810,254,31.36,01030
1,31,745,218,29.26,01031
1,32,662,197,29.76,01032
1,33,810,236,29.14,01033
1,34,591,182,30.8,01034
1,35,773,223,28.85,01035
1,36,695,195,28.06,01036
1,37,685,207,30.22,01037
1,38,656,222,33.84,01038
1,39,681,181,26.58,01039
1,40,706,231,32.72,01040
1,41,429,155,36.13,01041
1,42,221,58,26.24,01042
1,43,501,171,34.13,01043
1,44,543,145,26.7,01044
2,1,781,187,23.94,02001
2,2,562,245,43.59,02002
2,3,751,196,26.1,02003
2,4,719,205,28.51,02004
2,5,804,204,25.37,02005
2,6,760,197,25.92,02006
2,7,933,199,21.33,02007
2,8,794,203,25.57,02008
2,9,683,169,24.74,02009
2,10,678,258,38.05,02010
2,11,628,275,43.79,02011
2,12,714,251,35.15,02012
2,13,645,340,52.71,02013
2,14,744,293,39.38,02014
2,15,697,211,30.27,02015
2,16,706,165,23.37,02016
2,17,842,305,36.22,02017
2,18,599,234,39.07,02018
2,19,536,254,47.39,02019
2,20,835,156,18.68,02020
2,21,730,236,32.33,02021
2,22,731,282,38.58,02022
2,23,536,249,46.46,02023
2,24,686,213,31.05,02024
2,25,727,199,27.37,02025
2,26,724,205,28.31,02026
2,27,644,232,36.02,02027
2,28,809,253,31.27,02028
2,29,772,220,28.5,02029
2,30,646,212,32.82,02030
2,31,944,344,36.44,02031
2,32,620,169,27.26,02032
2,33,935,376,40.21,02033
2,34,566,242,42.76,02034
2,35,894,195,21.81,02035
2,36,559,225,40.25,02036
2,37,624,274,43.91,02037
2,38,674,280,41.54,02038
2,39,570,217,38.07,02039
2,40,758,185,24.41,02040
2,41,733,134,18.28,02041
2,42,721,206,28.57,02042
2,43,789,273,34.6,02043
2,44,425,163,38.35,02044
2,45,752,281,37.37,02045
2,46,458,123,26.86,02046
3,1,1041,301,28.91,03001
3,2,763,434,56.88,03002
3,3,792,296,37.37,03003
3,4,798,294,36.84,03004
3,5,706,196,27.76,03005
3,6,795,261,32.83,03006
3,7,622,276,44.37,03007
3,8,798,200,25.06,03008
3,9,733,298,40.65,03009
3,10,653,157,24.04,03010
3,11,772,255,33.03,03011
3,12,722,335,46.4,03012
3,13,788,305,38.71,03013
3,14,701,202,28.82,03014
3,15,757,234,30.91,03015
3,16,833,242,29.05,03016
3,17,795,263,33.08,03017
3,18,1183,342,28.91,03018
3,19,729,227,31.14,03019
3,20,848,266,31.37,03020
3,21,807,312,38.66,03021
3,22,811,228,28.11,03022
3,23,774,253,32.69,03023
3,24,791,254,32.11,03024
3,25,931,291,31.26,03025
3,26,778,364,46.79,03026
3,27,778,226,29.05,03027
3,28,650,249,38.31,03028
3,29,962,280,29.11,03029
3,30,773,294,38.03,03030
3,31,850,300,35.29,03031
3,32,811,265,32.68,03032
3,33,818,187,22.86,03033
3,34,852,298,34.98,03034
3,35,550,122,22.18,03035
3,36,649,144,22.19,03036
3,37,741,221,29.82,03037
3,38,638,315,49.37,03038
3,39,749,212,28.3,03039
3,40,832,305,36.66,03040
3,41,768,282,36.72,03041
4,1,800,355,44.38,04001
4,2,735,281,38.23,04002
4,3,790,272,34.43,04003
4,4,985,355,36.04,04004
4,5,720,327,45.42,04005
4,6,895,411,45.92,04006
4,7,848,374,44.1,04007
4,8,819,365,44.57,04008
4,9,799,466,58.32,04009
4,10,849,346,40.75,04010
4,11,898,302,33.63,04011
4,12,853,294,34.47,04012
4,13,599,139,23.21,04013
4,14,751,312,41.54,04014
4,15,876,370,42.24,04015
4,16,822,234,28.47,04016
4,17,742,268,36.12,04017
4,18,770,315,40.91,04018
4,19,925,263,28.43,04019
4,20,674,299,44.36,04020
4,21,868,246,28.34,04021
4,22,762,324,42.52,04022
4,23,892,374,41.93,04023
4,24,770,265,34.42,04024
4,25,725,255,35.17,04025
4,26,812,337,41.5,04026
4,27,802,314,39.15,04027
4,28,703,330,46.94,04028
4,29,766,249,32.51,04029
4,30,1055,352,33.36,04030
4,31,652,393,60.28,04031
