ward,precinct,total,RAHM EMANUEL,RAHM EMANUEL Percent,WILLIE WILSON,WILLIE WILSON Percent,ROBERT W. FIORETTI,ROBERT W. FIORETTI Percent,JESUS ''CHUY'' GARCIA,JESUS ''CHUY'' GARCIA Percent,"WILLIAM WALLS, III","WILLIAM WALLS, III Percent",precinct_id
35,2,292,88,30.14,2,0.68,16,5.48,183,62.67,3,1.03,35002
35,3,191,47,24.61,9,4.71,8,4.19,123,64.4,4,2.09,35003
35,4,255,102,40.0,4,1.57,15,5.88,133,52.16,1,0.39,35004
35,5,186,56,30.11,13,6.99,10,5.38,105,56.45,2,1.08,35005
35,6,184,63,34.24,6,3.26,11,5.98,102,55.43,2,1.09,35006
35,7,214,48,22.43,7,3.27,11,5.14,147,68.69,1,0.47,35007
35,8,182,42,23.08,7,3.85,7,3.85,125,68.68,1,0.55,35008
35,9,251,88,35.06,16,6.37,11,4.38,133,52.99,3,1.2,35009
35,10,278,73,26.26,5,1.8,17,6.12,181,65.11,2,0.72,35010
35,11,237,80,33.76,8,3.38,14,5.91,133,56.12,2,0.84,35011
35,12,132,24,18.18,3,2.27,4,3.03,100,75.76,1,0.76,35012
35,13,142,50,35.21,6,4.23,2,1.41,83,58.45,1,0.7,35013
35,14,168,50,29.76,4,2.38,5,2.98,108,64.29,1,0.6,35014
35,15,257,61,23.74,3,1.17,16,6.23,175,68.09,2,0.78,35015
35,16,131,35,26.72,6,4.58,2,1.53,86,65.65,2,1.53,35016
35,17,205,83,40.49,11,5.37,4,1.95,104,50.73,3,1.46,35017
35,18,198,79,39.9,0,0.0,2,1.01,115,58.08,2,1.01,35018
35,19,137,36,26.28,3,2.19,6,4.38,91,66.42,1,0.73,35019
35,20,151,60,39.74,5,3.31,8,5.3,76,50.33,2,1.32,35020
35,21,186,68,36.56,5,2.69,9,4.84,104,55.91,0,0.0,35021
35,22,223,99,44.39,3,1.35,16,7.17,105,47.09,0,0.0,35022
35,23,222,86,38.74,6,2.7,16,7.21,111,50.0,3,1.35,35023
35,24,186,68,36.56,4,2.15,16,8.6,97,52.15,1,0.54,35024
35,25,221,82,37.1,5,2.26,11,4.98,122,55.2,1,0.45,35025
35,26,184,70,38.04,6,3.26,20,10.87,86,46.74,2,1.09,35026
35,27,194,74,38.14,8,4.12,11,5.67,99,51.03,2,1.03,35027
35,28,205,73,35.61,3,1.46,8,3.9,117,57.07,4,1.95,35028
35,29,178,71,39.89,11,6.18,8,4.49,88,49.44,0,0.0,35029
35,30,202,88,43.56,9,4.46,14,6.93,84,41.58,7,3.47,35030
35,31,241,90,37.34,6,2.49,23,9.54,119,49.38,3,1.24,35031
36,1,221,88,39.82,6,2.71,20,9.05,103,46.61,4,1.81,36001
36,2,179,56,31.28,9,5.03,8,4.47,102,56.98,4,2.23,36002
36,3,205,82,40.0,14,6.83,19,9.27,88,42.93,2,0.98,36003
36,4,201,71,35.32,16,7.96,7,3.48,107,53.23,0,0.0,36004
36,5,210,86,40.95,26,12.38,12,5.71,85,40.48,1,0.48,36005
36,6,170,62,36.47,14,8.24,3,1.76,91,53.53,0,0.0,36006
36,7,326,157,48.16,12,3.68,58,17.79,97,29.75,2,0.61,36007
36,8,146,39,26.71,10,6.85,10,6.85,87,59.59,0,0.0,36008
36,9,153,43,28.1,8,5.23,7,4.58,93,60.78,2,1.31,36009
36,10,213,76,35.68,14,6.57,14,6.57,105,49.3,4,1.88,36010
36,11,133,55,41.35,1,0.75,8,6.02,69,51.88,0,0.0,36011
36,12,126,45,35.71,4,3.17,5,3.97,72,57.14,0,0.0,36012
36,13,138,36,26.09,9,6.52,3,2.17,90,65.22,0,0.0,36013
36,14,242,96,39.67,7,2.89,35,14.46,103,42.56,1,0.41,36014
36,15,268,107,39.93,9,3.36,42,15.67,109,40.67,1,0.37,36015
36,16,237,106,44.73,13,5.49,25,10.55,91,38.4,2,0.84,36016
36,17,258,119,46.12,6,2.33,23,8.91,110,42.64,0,0.0,36017
36,18,236,116,49.15,7,2.97,21,8.9,87,36.86,5,2.12,36018
36,19,224,68,30.36,11,4.91,27,12.05,114,50.89,4,1.79,36019
36,20,232,89,38.36,6,2.59,31,13.36,103,44.4,3,1.29,36020
36,21,158,62,39.24,7,4.43,10,6.33,76,48.1,3,1.9,36021
36,22,118,28,23.73,3,2.54,10,8.47,76,64.41,1,0.85,36022
36,23,160,63,39.38,14,8.75,6,3.75,77,48.13,0,0.0,36023
36,24,219,88,40.18,3,1.37,39,17.81,88,40.18,1,0.46,36024
36,25,158,46,29.11,7,4.43,5,3.16,100,63.29,0,0.0,36025
36,26,198,87,43.94,14,7.07,35,17.68,58,29.29,4,2.02,36026
36,27,196,94,47.96,7,3.57,25,12.76,65,33.16,5,2.55,36027
36,28,222,83,37.39,9,4.05,33,14.86,96,43.24,1,0.45,36028
36,29,277,128,46.21,12,4.33,45,16.25,91,32.85,1,0.36,36029
36,30,231,104,45.02,3,1.3,25,10.82,98,42.42,1,0.43,36030
37,1,189,98,51.85,49,25.93,4,2.12,30,15.87,8,4.23,37001
37,2,127,45,35.43,34,26.77,4,3.15,39,30.71,5,3.94,37002
37,3,148,60,40.54,46,31.08,5,3.38,27,18.24,10,6.76,37003
37,4,189,70,37.04,53,28.04,13,6.88,47,24.87,6,3.17,37004
37,5,251,113,45.02,68,27.09,7,2.79,51,20.32,12,4.78,37005
37,6,238,91,38.24,68,28.57,10,4.2,47,19.75,22,9.24,37006
37,7,160,60,37.5,34,21.25,12,7.5,42,26.25,12,7.5,37007
37,8,131,60,45.8,35,26.72,6,4.58,30,22.9,0,0.0,37008
37,9,209,87,41.63,66,31.58,12,5.74,34,16.27,10,4.78,37009
37,10,247,98,39.68,52,21.05,9,3.64,74,29.96,14,5.67,37010
37,11,155,63,40.65,41,26.45,10,6.45,32,20.65,9,5.81,37011
37,12,157,60,38.22,33,21.02,6,3.82,50,31.85,8,5.1,37012
37,13,158,69,43.67,43,27.22,2,1.27,35,22.15,9,5.7,37013
37,14,218,90,41.28,76,34.86,9,4.13,40,18.35,3,1.38,37014
37,15,240,122,50.83,56,23.33,12,5.0,40,16.67,10,4.17,37015
37,16,248,109,43.95,70,28.23,13,5.24,45,18.15,11,4.44,37016
37,17,167,70,41.92,62,37.13,6,3.59,23,13.77,6,3.59,37017
37,18,219,93,42.47,61,27.85,11,5.02,44,20.09,10,4.57,37018
37,19,140,42,30.0,51,36.43,11,7.86,27,19.29,9,6.43,37019
37,20,155,51,32.9,60,38.71,4,2.58,32,20.65,8,5.16,37020
37,21,193,76,39.38,51,26.42,12,6.22,48,24.87,6,3.11,37021
37,22,200,81,40.5,39,19.5,10,5.0,66,33.0,4,2.0,37022
37,23,245,93,37.96,80,32.65,12,4.9,46,18.78,14,5.71,37023
37,24,203,88,43.35,62,30.54,5,2.46,35,17.24,13,6.4,37024
37,25,219,97,44.29,67,30.59,9,4.11,38,17.35,8,3.65,37025
37,26,277,131,47.29,70,25.27,11,3.97,55,19.86,10,3.61,37026
37,27,210,67,31.9,77,36.67,15,7.14,41,19.52,10,4.76,37027
37,28,181,67,37.02,44,24.31,4,2.21,56,30.94,10,5.52,37028
37,29,234,85,36.32,65,27.78,10,4.27,55,23.5,19,8.12,37029
37,30,195,76,38.97,61,31.28,13,6.67,36,18.46,9,4.62,37030
37,31,246,109,44.31,65,26.42,16,6.5,46,18.7,10,4.07,37031
37,32,214,78,36.45,55,25.7,7,3.27,53,24.77,21,9.81,37032
37,33,235,119,50.64,57,24.26,10,4.26,39,16.6,10,4.26,37033
37,34,204,94,46.08,60,29.41,7,3.43,31,15.2,12,5.88,37034
37,35,247,110,44.53,71,28.74,12,4.86,44,17.81,10,4.05,37035
37,36,191,94,49.21,51,26.7,5,2.62,34,17.8,7,3.66,37036
37,37,213,85,39.91,74,34.74,11,5.16,33,15.49,10,4.69,37037
37,38,252,90,35.71,71,28.17,17,6.75,59,23.41,15,5.95,37038
37,39,197,75,38.07,50,25.38,10,5.08,52,26.4,10,5.08,37039
37,40,239,93,38.91,76,31.8,5,2.09,50,20.92,15,6.28,37040
37,41,232,106,45.69,68,29.31,6,2.59,48,20.69,4,1.72,37041
38,1,233,118,50.64,4,1.72,21,9.01,86,36.91,4,1.72,38001
38,2,406,185,45.57,13,3.2,96,23.65,111,27.34,1,0.25,38002
38,3,245,125,51.02,5,2.04,29,11.84,83,33.88,3,1.22,38003
38,4,302,154,50.99,7,2.32,53,17.55,86,28.48,2,0.66,38004
38,5,290,134,46.21,6,2.07,48,16.55,101,34.83,1,0.34,38005
38,6,266,112,42.11,5,1.88,45,16.92,102,38.35,2,0.75,38006
38,7,318,139,43.71,10,3.14,75,23.58,93,29.25,1,0.31,38007
38,8,256,117,45.7,6,2.34,34,13.28,96,37.5,3,1.17,38008
38,9,336,174,51.79,6,1.79,56,16.67,98,29.17,2,0.6,38009
38,10,218,102,46.79,6,2.75,36,16.51,69,31.65,5,2.29,38010
38,11,224,106,47.32,4,1.79,24,10.71,89,39.73,1,0.45,38011
38,12,320,165,51.56,10,3.13,63,19.69,80,25.0,2,0.63,38012
38,13,318,127,39.94,10,3.14,54,16.98,123,38.68,4,1.26,38013
38,14,264,116,43.94,6,2.27,41,15.53,96,36.36,5,1.89,38014
38,15,235,115,48.94,5,2.13,26,11.06,88,37.45,1,0.43,38015
38,16,282,133,47.16,7,2.48,50,17.73,92,32.62,0,0.0,38016
38,17,337,143,42.43,12,3.56,74,21.96,107,31.75,1,0.3,38017
38,18,278,136,48.92,9,3.24,37,13.31,90,32.37,6,2.16,38018
38,19,273,166,60.81,7,2.56,38,13.92,60,21.98,2,0.73,38019
38,20,278,128,46.04,7,2.52,55,19.78,86,30.94,2,0.72,38020
38,21,223,90,40.36,8,3.59,27,12.11,98,43.95,0,0.0,38021
38,22,247,124,50.2,5,2.02,33,13.36,82,33.2,3,1.21,38022
38,23,294,157,53.4,14,4.76,43,14.63,76,25.85,4,1.36,38023
38,24,362,184,50.83,11,3.04,55,15.19,111,30.66,1,0.28,38024
38,25,208,95,45.67,9,4.33,33,15.87,70,33.65,1,0.48,38025
38,26,265,154,58.11,5,1.89,29,10.94,73,27.55,4,1.51,38026
38,27,289,147,50.87,6,2.08,45,15.57,88,30.45,3,1.04,38027
38,28,353,171,48.44,5,1.42,69,19.55,106,30.03,2,0.57,38028
38,29,251,133,52.99,8,3.19,42,16.73,66,26.29,2,0.8,38029
38,30,289,123,42.56,7,2.42,67,23.18,91,31.49,1,0.35,38030
38,31,281,127,45.2,6,2.14,36,12.81,111,39.5,1,0.36,38031
38,32,224,112,50.0,11,4.91,28,12.5,71,31.7,2,0.89,38032
38,33,226,99,43.81,12,5.31,26,11.5,87,38.5,2,0.88,38033
38,34,228,101,44.3,10,4.39,20,8.77,94,41.23,3,1.32,38034
38,35,256,99,38.67,6,2.34,34,13.28,115,44.92,2,0.78,38035
38,36,221,117,52.94,6,2.71,19,8.6,78,35.29,1,0.45,38036
38,37,282,117,41.49,7,2.48,31,10.99,126,44.68,1,0.35,38037
38,38,252,128,50.79,11,4.37,35,13.89,69,27.38,9,3.57,38038
38,39,294,146,49.66,12,4.08,27,9.18,108,36.73,1,0.34,38039
38,40,261,144,55.17,8,3.07,31,11.88,78,29.89,0,0.0,38040
38,41,261,145,55.56,3,1.15,20,7.66,89,34.1,4,1.53,38041
39,1,283,138,48.76,5,1.77,38,13.43,100,35.34,2,0.71,39001
39,2,349,245,70.2,10,2.87,16,4.58,71,20.34,7,2.01,39002
39,3,245,125,51.02,14,5.71,21,8.57,84,34.29,1,0.41,39003
39,4,284,139,48.94,4,1.41,42,14.79,94,33.1,5,1.76,39004
39,5,285,139,48.77,3,1.05,26,9.12,115,40.35,2,0.7,39005
39,6,251,108,43.03,3,1.2,37,14.74,102,40.64,1,0.4,39006
39,7,246,112,45.53,5,2.03,23,9.35,105,42.68,1,0.41,39007
39,8,301,106,35.22,9,2.99,25,8.31,157,52.16,4,1.33,39008
39,9,256,146,57.03,4,1.56,23,8.98,80,31.25,3,1.17,39009
39,10,133,68,51.13,4,3.01,8,6.02,52,39.1,1,0.75,39010
39,11,245,119,48.57,6,2.45,27,11.02,91,37.14,2,0.82,39011
39,12,280,125,44.64,15,5.36,10,3.57,129,46.07,1,0.36,39012
39,13,225,103,45.78,9,4.0,26,11.56,87,38.67,0,0.0,39013
39,14,197,97,49.24,9,4.57,21,10.66,68,34.52,2,1.02,39014
39,15,327,204,62.39,7,2.14,36,11.01,78,23.85,2,0.61,39015
39,16,171,80,46.78,3,1.75,6,3.51,78,45.61,4,2.34,39016
39,17,302,140,46.36,7,2.32,37,12.25,116,38.41,2,0.66,39017
39,18,256,108,42.19,3,1.17,15,5.86,130,50.78,0,0.0,39018
39,19,269,129,47.96,4,1.49,31,11.52,103,38.29,2,0.74,39019
39,20,331,151,45.62,12,3.63,46,13.9,120,36.25,2,0.6,39020
39,21,244,111,45.49,12,4.92,38,15.57,80,32.79,3,1.23,39021
39,22,172,64,37.21,10,5.81,16,9.3,82,47.67,0,0.0,39022
39,23,301,153,50.83,12,3.99,43,14.29,91,30.23,2,0.66,39023
39,24,388,168,43.3,11,2.84,57,14.69,149,38.4,3,0.77,39024
39,25,171,78,45.61,6,3.51,15,8.77,70,40.94,2,1.17,39025
39,26,279,130,46.59,4,1.43,36,12.9,107,38.35,2,0.72,39026
39,27,63,33,52.38,2,3.17,10,15.87,18,28.57,0,0.0,39027
39,28,307,125,40.72,13,4.23,33,10.75,134,43.65,2,0.65,39028
39,29,112,61,54.46,3,2.68,12,10.71,36,32.14,0,0.0,39029
39,30,300,119,39.67,12,4.0,22,7.33,140,46.67,7,2.33,39030
39,31,209,91,43.54,4,1.91,23,11.0,89,42.58,2,0.96,39031
39,32,236,123,52.12,8,3.39,15,6.36,89,37.71,1,0.42,39032
39,33,252,114,45.24,13,5.16,13,5.16,108,42.86,4,1.59,39033
39,34,259,129,49.81,10,3.86,22,8.49,93,35.91,5,1.93,39034
39,35,288,110,38.19,14,4.86,18,6.25,138,47.92,8,2.78,39035
39,36,112,61,54.46,8,7.14,12,10.71,30,26.79,1,0.89,39036
39,37,322,172,53.42,14,4.35,28,8.7,107,33.23,1,0.31,39037
39,38,180,113,62.78,0,0.0,19,10.56,47,26.11,1,0.56,39038
39,39,175,82,46.86,3,1.71,11,6.29,78,44.57,1,0.57,39039
39,40,237,126,53.16,4,1.69,33,13.92,73,30.8,1,0.42,39040
39,41,342,161,47.08,18,5.26,48,14.04,114,33.33,1,0.29,39041
39,42,318,170,53.46,10,3.14,45,14.15,92,28.93,1,0.31,39042
39,43,309,158,51.13,4,1.29,39,12.62,105,33.98,3,0.97,39043
39,44,241,112,46.47,12,4.98,30,12.45,85,35.27,2,0.83,39044
39,45,289,153,52.94,12,4.15,35,12.11,87,30.1,2,0.69,39045
40,1,208,113,54.33,4,1.92,17,8.17,72,34.62,2,0.96,40001
40,2,231,106,45.89,7,3.03,26,11.26,82,35.5,10,4.33,40002
40,3,259,115,44.4,5,1.93,13,5.02,125,48.26,1,0.39,40003
40,4,166,78,46.99,7,4.22,13,7.83,63,37.95,5,3.01,40004
40,5,251,121,48.21,6,2.39,13,5.18,110,43.82,1,0.4,40005
40,6,262,94,35.88,8,3.05,18,6.87,139,53.05,3,1.15,40006
40,7,289,138,47.75,4,1.38,22,7.61,125,43.25,0,0.0,40007
40,8,308,120,38.96,2,0.65,29,9.42,155,50.32,2,0.65,40008
40,9,208,125,60.1,14,6.73,11,5.29,54,25.96,4,1.92,40009
40,10,238,114,47.9,8,3.36,17,7.14,95,39.92,4,1.68,40010
40,11,292,146,50.0,4,1.37,22,7.53,117,40.07,3,1.03,40011
40,12,159,74,46.54,4,2.52,7,4.4,70,44.03,4,2.52,40012
40,13,295,110,37.29,7,2.37,23,7.8,153,51.86,2,0.68,40013
40,14,194,111,57.22,8,4.12,5,2.58,66,34.02,4,2.06,40014
40,15,227,118,51.98,6,2.64,18,7.93,83,36.56,2,0.88,40015
40,16,284,123,43.31,2,0.7,15,5.28,143,50.35,1,0.35,40016
40,17,240,118,49.17,9,3.75,20,8.33,92,38.33,1,0.42,40017
40,18,180,78,43.33,22,12.22,9,5.0,67,37.22,4,2.22,40018
40,19,319,160,50.16,6,1.88,30,9.4,115,36.05,8,2.51,40019
40,20,217,116,53.46,9,4.15,20,9.22,70,32.26,2,0.92,40020
40,21,306,152,49.67,6,1.96,15,4.9,132,43.14,1,0.33,40021
40,22,223,108,48.43,6,2.69,9,4.04,99,44.39,1,0.45,40022
40,23,318,163,51.26,15,4.72,11,3.46,126,39.62,3,0.94,40023
40,24,196,99,50.51,11,5.61,17,8.67,66,33.67,3,1.53,40024
40,25,266,123,46.24,6,2.26,14,5.26,119,44.74,4,1.5,40025
40,26,288,128,44.44,7,2.43,14,4.86,139,48.26,0,0.0,40026
40,27,332,121,36.45,17,5.12,19,5.72,172,51.81,3,0.9,40027
40,28,287,116,40.42,12,4.18,14,4.88,144,50.17,1,0.35,40028
40,29,296,172,58.11,6,2.03,22,7.43,94,31.76,2,0.68,40029
40,30,330,187,56.67,10,3.03,25,7.58,106,32.12,2,0.61,40030
40,31,285,121,42.46,2,0.7,12,4.21,149,52.28,1,0.35,40031
40,32,281,134,47.69,5,1.78,21,7.47,120,42.7,1,0.36,40032
40,33,277,122,44.04,6,2.17,16,5.78,132,47.65,1,0.36,40033
40,34,257,133,51.75,7,2.72,16,6.23,100,38.91,1,0.39,40034
40,35,183,97,53.01,12,6.56,10,5.46,58,31.69,6,3.28,40035
40,36,245,125,51.02,9,3.67,13,5.31,97,39.59,1,0.41,40036
40,37,252,109,43.25,13,5.16,15,5.95,114,45.24,1,0.4,40037
40,38,290,114,39.31,3,1.03,22,7.59,150,51.72,1,0.34,40038
40,39,66,32,48.48,5,7.58,3,4.55,23,34.85,3,4.55,40039
41,1,328,138,42.07,13,3.96,65,19.82,108,32.93,4,1.22,41001
41,2,360,172,47.78,11,3.06,73,20.28,102,28.33,2,0.56,41002
41,3,307,124,40.39,6,1.95,42,13.68,130,42.35,5,1.63,41003
41,4,371,183,49.33,8,2.16,55,14.82,124,33.42,1,0.27,41004
41,5,307,156,50.81,12,3.91,42,13.68,95,30.94,2,0.65,41005
41,6,361,206,57.06,15,4.16,46,12.74,91,25.21,3,0.83,41006
41,7,398,199,50.0,6,1.51,67,16.83,120,30.15,6,1.51,41007
41,8,335,151,45.07,6,1.79,65,19.4,111,33.13,2,0.6,41008
41,9,306,135,44.12,2,0.65,63,20.59,106,34.64,0,0.0,41009
41,10,372,194,52.15,10,2.69,63,16.94,103,27.69,2,0.54,41010
41,11,362,169,46.69,14,3.87,69,19.06,107,29.56,3,0.83,41011
41,12,307,147,47.88,6,1.95,59,19.22,93,30.29,2,0.65,41012
41,13,360,150,41.67,6,1.67,103,28.61,99,27.5,2,0.56,41013
41,14,361,200,55.4,11,3.05,37,10.25,112,31.02,1,0.28,41014
41,15,380,165,43.42,15,3.95,72,18.95,125,32.89,3,0.79,41015
41,16,297,138,46.46,10,3.37,50,16.84,97,32.66,2,0.67,41016
41,17,315,159,50.48,8,2.54,47,14.92,98,31.11,3,0.95,41017
41,18,302,138,45.7,8,2.65,68,22.52,85,28.15,3,0.99,41018
41,19,379,188,49.6,18,4.75,57,15.04,116,30.61,0,0.0,41019
41,20,276,157,56.88,5,1.81,38,13.77,75,27.17,1,0.36,41020
41,21,321,180,56.07,10,3.12,53,16.51,76,23.68,2,0.62,41021
41,22,341,148,43.4,16,4.69,70,20.53,104,30.5,3,0.88,41022
41,23,322,165,51.24,11,3.42,59,18.32,86,26.71,1,0.31,41023
41,24,298,147,49.33,1,0.34,47,15.77,102,34.23,1,0.34,41024
41,25,141,71,50.35,8,5.67,20,14.18,40,28.37,2,1.42,41025
41,26,342,148,43.27,18,5.26,61,17.84,111,32.46,4,1.17,41026
41,27,199,110,55.28,3,1.51,28,14.07,57,28.64,1,0.5,41027
41,28,186,101,54.3,9,4.84,16,8.6,57,30.65,3,1.61,41028
41,29,152,85,55.92,6,3.95,18,11.84,42,27.63,1,0.66,41029
41,30,319,130,40.75,5,1.57,68,21.32,114,35.74,2,0.63,41030
41,31,398,245,61.56,9,2.26,47,11.81,95,23.87,2,0.5,41031
41,32,249,125,50.2,9,3.61,43,17.27,69,27.71,3,1.2,41032
41,33,296,131,44.26,12,4.05,77,26.01,76,25.68,0,0.0,41033
41,34,271,135,49.82,3,1.11,56,20.66,74,27.31,3,1.11,41034
41,35,363,161,44.35,17,4.68,65,17.91,114,31.4,6,1.65,41035
41,36,298,144,48.32,7,2.35,52,17.45,94,31.54,1,0.34,41036
41,37,337,155,45.99,9,2.67,63,18.69,108,32.05,2,0.59,41037
41,38,285,127,44.56,1,0.35,53,18.6,100,35.09,4,1.4,41038
41,39,340,160,47.06,12,3.53,51,15.0,114,33.53,3,0.88,41039
41,40,394,168,42.64,12,3.05,83,21.07,129,32.74,2,0.51,41040
41,41,342,168,49.12,8,2.34,65,19.01,101,29.53,0,0.0,41041
41,42,331,142,42.9,16,4.83,75,22.66,95,28.7,3,0.91,41042
41,43,327,151,46.18,6,1.83,54,16.51,113,34.56,3,0.92,41043
41,44,369,170,46.07,13,3.52,71,19.24,112,30.35,3,0.81,41044
41,45,277,106,38.27,14,5.05,58,20.94,96,34.66,3,1.08,41045
41,46,371,171,46.09,17,4.58,50,13.48,130,35.04,3,0.81,41046
41,47,312,140,44.87,9,2.88,60,19.23,99,31.73,4,1.28,41047
42,1,305,243,79.67,7,2.3,12,3.93,42,13.77,1,0.33,42001
42,2,180,122,67.78,5,2.78,15,8.33,37,20.56,1,0.56,42002
42,3,171,96,56.14,2,1.17,24,14.04,46,26.9,3,1.75,42003
42,4,312,230,73.72,9,2.88,19,6.09,51,16.35,3,0.96,42004
42,5,138,116,84.06,1,0.72,6,4.35,13,9.42,2,1.45,42005
42,6,366,236,64.48,10,2.73,30,8.2,85,23.22,5,1.37,42006
42,7,281,223,79.36,11,3.91,14,4.98,31,11.03,2,0.71,42007
42,8,269,193,71.75,10,3.72,18,6.69,45,16.73,3,1.12,42008
42,9,204,131,64.22,10,4.9,12,5.88,49,24.02,2,0.98,42009
42,10,187,132,70.59,8,4.28,14,7.49,30,16.04,3,1.6,42010
42,11,232,158,68.1,10,4.31,20,8.62,41,17.67,3,1.29,42011
42,12,198,155,78.28,3,1.52,9,4.55,30,15.15,1,0.51,42012
42,13,347,237,68.3,9,2.59,39,11.24,57,16.43,5,1.44,42013
42,14,152,118,77.63,2,1.32,3,1.97,29,19.08,0,0.0,42014
42,15,125,95,76.0,3,2.4,9,7.2,18,14.4,0,0.0,42015
42,16,202,140,69.31,10,4.95,15,7.43,37,18.32,0,0.0,42016
42,17,192,160,83.33,8,4.17,9,4.69,14,7.29,1,0.52,42017
42,18,153,110,71.9,7,4.58,7,4.58,27,17.65,2,1.31,42018
42,19,280,215,76.79,9,3.21,20,7.14,34,12.14,2,0.71,42019
42,20,136,104,76.47,3,2.21,11,8.09,18,13.24,0,0.0,42020
42,21,144,98,68.06,2,1.39,10,6.94,34,23.61,0,0.0,42021
42,22,111,88,79.28,5,4.5,8,7.21,10,9.01,0,0.0,42022
42,23,177,150,84.75,3,1.69,7,3.95,17,9.6,0,0.0,42023
42,24,243,186,76.54,8,3.29,13,5.35,33,13.58,3,1.23,42024
42,25,225,158,70.22,10,4.44,8,3.56,46,20.44,3,1.33,42025
42,26,232,188,81.03,4,1.72,10,4.31,28,12.07,2,0.86,42026
42,27,220,154,70.0,7,3.18,12,5.45,47,21.36,0,0.0,42027
42,28,327,214,65.44,7,2.14,15,4.59,84,25.69,7,2.14,42028
42,29,180,133,73.89,2,1.11,17,9.44,28,15.56,0,0.0,42029
42,30,274,205,74.82,5,1.82,15,5.47,49,17.88,0,0.0,42030
42,31,202,156,77.23,5,2.48,6,2.97,33,16.34,2,0.99,42031
42,32,146,117,80.14,0,0.0,6,4.11,22,15.07,1,0.68,42032
42,33,199,130,65.33,11,5.53,16,8.04,40,20.1,2,1.01,42033
42,34,265,225,84.91,5,1.89,9,3.4,24,9.06,2,0.75,42034
42,35,297,219,73.74,15,5.05,16,5.39,44,14.81,3,1.01,42035
42,36,203,145,71.43,5,2.46,15,7.39,35,17.24,3,1.48,42036
42,37,117,92,78.63,3,2.56,6,5.13,14,11.97,2,1.71,42037
42,38,180,133,73.89,7,3.89,6,3.33,34,18.89,0,0.0,42038
42,39,136,94,69.12,4,2.94,10,7.35,25,18.38,3,2.21,42039
42,40,190,152,80.0,6,3.16,6,3.16,25,13.16,1,0.53,42040
42,41,186,129,69.35,6,3.23,15,8.06,35,18.82,1,0.54,42041
42,42,236,178,75.42,5,2.12,16,6.78,35,14.83,2,0.85,42042
43,1,154,103,66.88,16,10.39,5,3.25,27,17.53,3,1.95,43001
43,2,245,178,72.65,6,2.45,12,4.9,48,19.59,1,0.41,43002
43,3,279,218,78.14,0,0.0,18,6.45,43,15.41,0,0.0,43003
43,4,235,177,75.32,6,2.55,23,9.79,29,12.34,0,0.0,43004
43,5,196,145,73.98,5,2.55,13,6.63,32,16.33,1,0.51,43005
43,6,156,102,65.38,5,3.21,13,8.33,36,23.08,0,0.0,43006
43,7,195,142,72.82,9,4.62,10,5.13,34,17.44,0,0.0,43007
43,8,220,160,72.73,11,5.0,7,3.18,42,19.09,0,0.0,43008
43,9,317,234,73.82,10,3.15,11,3.47,59,18.61,3,0.95,43009
43,10,251,177,70.52,6,2.39,20,7.97,46,18.33,2,0.8,43010
43,11,175,131,74.86,4,2.29,10,5.71,30,17.14,0,0.0,43011
43,12,163,123,75.46,2,1.23,14,8.59,24,14.72,0,0.0,43012
43,13,252,175,69.44,14,5.56,12,4.76,48,19.05,3,1.19,43013
43,14,287,218,75.96,8,2.79,10,3.48,51,17.77,0,0.0,43014
43,15,246,168,68.29,4,1.63,23,9.35,50,20.33,1,0.41,43015
43,16,218,150,68.81,7,3.21,20,9.17,41,18.81,0,0.0,43016
43,17,195,147,75.38,5,2.56,11,5.64,31,15.9,1,0.51,43017
43,18,274,197,71.9,4,1.46,20,7.3,52,18.98,1,0.36,43018
43,19,273,194,71.06,7,2.56,22,8.06,47,17.22,3,1.1,43019
43,20,309,213,68.93,6,1.94,12,3.88,75,24.27,3,0.97,43020
43,21,266,174,65.41,9,3.38,22,8.27,61,22.93,0,0.0,43021
43,22,137,94,68.61,4,2.92,11,8.03,27,19.71,1,0.73,43022
43,23,108,80,74.07,3,2.78,2,1.85,23,21.3,0,0.0,43023
43,24,197,138,70.05,12,6.09,11,5.58,30,15.23,6,3.05,43024
43,25,252,175,69.44,11,4.37,13,5.16,52,20.63,1,0.4,43025
43,26,216,155,71.76,3,1.39,14,6.48,42,19.44,2,0.93,43026
43,27,262,201,76.72,4,1.53,13,4.96,44,16.79,0,0.0,43027
43,28,290,227,78.28,4,1.38,17,5.86,37,12.76,5,1.72,43028
43,29,243,157,64.61,6,2.47,10,4.12,69,28.4,1,0.41,43029
43,30,227,166,73.13,5,2.2,21,9.25,35,15.42,0,0.0,43030
43,31,283,182,64.31,17,6.01,19,6.71,61,21.55,4,1.41,43031
43,32,285,214,75.09,4,1.4,12,4.21,54,18.95,1,0.35,43032
43,33,310,244,78.71,7,2.26,19,6.13,39,12.58,1,0.32,43033
43,34,206,147,71.36,5,2.43,10,4.85,42,20.39,2,0.97,43034
43,35,340,268,78.82,5,1.47,36,10.59,31,9.12,0,0.0,43035
43,36,83,42,50.6,2,2.41,10,12.05,25,30.12,4,4.82,43036
43,37,194,135,69.59,3,1.55,19,9.79,33,17.01,4,2.06,43037
43,38,272,225,82.72,5,1.84,8,2.94,32,11.76,2,0.74,43038
43,39,197,130,65.99,4,2.03,12,6.09,47,23.86,4,2.03,43039
