ward,precinct,total,JA'MAL GREEN,JA'MAL GREEN Percent,SOPHIA KING,SOPHIA KING Percent,KAM BUCKNER,KAM BUCKNER Percent,WILLIE L. WILSON,WILLIE L. WILSON Percent,BRANDON JOHNSON,BRANDON JOHNSON Percent,PAUL VALLAS,PAUL VALLAS Percent,LORI E. LIGHTFOOT,LORI E. LIGHTFOOT Percent,RODERICK T. SAWYER,RODERICK T. SAWYER Percent,"JESUS """"CHUY"""" GARCIA","JESUS """"CHUY"""" GARCIA Percent",KEITH M. JUDGE (WRITE-IN),KEITH M. JUDGE (WRITE-IN) Percent,STEPHEN HODGE (WRITE-IN),STEPHEN HODGE (WRITE-IN) Percent,RYAN FRIEDMAN (WRITE-IN),RYAN FRIEDMAN (WRITE-IN) Percent,STEPHANIE ANN MUSTARI (WRITE-IN),STEPHANIE ANN MUSTARI (WRITE-IN) Percent,JOHNNY LOGALBO (WRITE-IN),JOHNNY LOGALBO (WRITE-IN) Percent,precinct_id
6,9,495,21,4.24,9,1.82,0,0.0,92,18.59,86,17.37,48,9.7,188,37.98,34,6.87,17,3.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06009
6,10,301,17,5.65,4,1.33,7,2.33,91,30.23,35,11.63,16,5.32,112,37.21,6,1.99,13,4.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06010
6,11,122,3,2.46,1,0.82,1,0.82,35,28.69,18,14.75,9,7.38,45,36.89,5,4.1,5,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06011
6,12,322,12,3.73,4,1.24,3,0.93,77,23.91,54,16.77,26,8.07,131,40.68,7,2.17,8,2.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06012
6,13,445,18,4.04,8,1.8,2,0.45,76,17.08,110,24.72,50,11.24,140,31.46,21,4.72,20,4.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06013
6,14,423,13,3.07,5,1.18,5,1.18,102,24.11,81,19.15,38,8.98,154,36.41,14,3.31,11,2.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06014
6,15,421,26,6.18,7,1.66,5,1.19,105,24.94,84,19.95,42,9.98,126,29.93,16,3.8,10,2.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06015
6,16,254,15,5.91,6,2.36,1,0.39,58,22.83,37,14.57,24,9.45,98,38.58,6,2.36,9,3.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06016
6,17,560,37,6.61,12,2.14,10,1.79,103,18.39,116,20.71,38,6.79,196,35.0,20,3.57,28,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06017
6,18,574,31,5.4,5,0.87,10,1.74,123,21.43,105,18.29,65,11.32,211,36.76,16,2.79,8,1.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06018
6,19,390,18,4.62,6,1.54,2,0.51,106,27.18,59,15.13,35,8.97,142,36.41,6,1.54,16,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06019
6,20,678,25,3.69,7,1.03,8,1.18,105,15.49,131,19.32,60,8.85,293,43.22,14,2.06,35,5.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06020
6,21,478,14,2.93,9,1.88,12,2.51,104,21.76,90,18.83,36,7.53,185,38.7,15,3.14,13,2.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06021
6,22,673,31,4.61,12,1.78,9,1.34,161,23.92,125,18.57,46,6.84,249,37.0,18,2.67,22,3.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06022
6,23,601,23,3.83,9,1.5,10,1.66,117,19.47,108,17.97,55,9.15,247,41.1,19,3.16,13,2.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06023
6,24,562,22,3.91,9,1.6,9,1.6,116,20.64,110,19.57,57,10.14,211,37.54,13,2.31,15,2.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06024
6,25,432,14,3.24,12,2.78,6,1.39,69,15.97,106,24.54,39,9.03,166,38.43,10,2.31,10,2.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06025
6,26,729,20,2.74,13,1.78,9,1.23,125,17.15,170,23.32,71,9.74,276,37.86,12,1.65,33,4.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06026
6,27,673,30,4.46,13,1.93,9,1.34,104,15.45,145,21.55,61,9.06,274,40.71,9,1.34,28,4.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06027
7,1,445,22,4.94,12,2.7,3,0.67,93,20.9,94,21.12,39,8.76,161,36.18,3,0.67,18,4.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07001
7,2,601,17,2.83,20,3.33,17,2.83,106,17.64,123,20.47,46,7.65,255,42.43,3,0.5,14,2.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07002
7,3,338,19,5.62,6,1.78,2,0.59,101,29.88,62,18.34,27,7.99,108,31.95,1,0.3,12,3.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07003
7,4,421,11,2.61,9,2.14,5,1.19,81,19.24,71,16.86,39,9.26,178,42.28,4,0.95,23,5.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07004
7,5,523,20,3.82,11,2.1,8,1.53,77,14.72,116,22.18,59,11.28,196,37.48,2,0.38,34,6.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07005
7,6,132,8,6.06,5,3.79,1,0.76,27,20.45,16,12.12,14,10.61,55,41.67,0,0.0,6,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07006
7,7,332,18,5.42,8,2.41,0,0.0,81,24.4,33,9.94,30,9.04,144,43.37,6,1.81,12,3.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07007
7,8,203,11,5.42,1,0.49,0,0.0,48,23.65,36,17.73,21,10.34,76,37.44,1,0.49,9,4.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07008
7,9,319,18,5.64,5,1.57,3,0.94,89,27.9,53,16.61,25,7.84,106,33.23,2,0.63,18,5.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07009
7,10,455,25,5.49,9,1.98,7,1.54,69,15.16,109,23.96,32,7.03,173,38.02,5,1.1,26,5.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07010
7,11,393,18,4.58,5,1.27,5,1.27,66,16.79,82,20.87,41,10.43,157,39.95,5,1.27,14,3.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07011
7,12,511,15,2.94,13,2.54,3,0.59,114,22.31,100,19.57,31,6.07,214,41.88,3,0.59,18,3.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07012
7,13,327,14,4.28,1,0.31,3,0.92,64,19.57,57,17.43,33,10.09,119,36.39,2,0.61,34,10.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07013
7,14,308,15,4.87,2,0.65,5,1.62,60,19.48,44,14.29,41,13.31,106,34.42,2,0.65,33,10.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07014
7,15,419,19,4.53,9,2.15,1,0.24,104,24.82,64,15.27,37,8.83,166,39.62,2,0.48,17,4.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07015
7,16,155,6,3.87,2,1.29,0,0.0,42,27.1,20,12.9,14,9.03,60,38.71,2,1.29,9,5.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07016
7,17,121,10,8.26,0,0.0,3,2.48,20,16.53,16,13.22,17,14.05,37,30.58,1,0.83,17,14.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07017
7,18,102,5,4.9,1,0.98,1,0.98,43,42.16,7,6.86,10,9.8,26,25.49,0,0.0,9,8.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07018
7,19,612,16,2.61,17,2.78,0,0.0,98,16.01,115,18.79,82,13.4,262,42.81,7,1.14,15,2.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07019
7,20,317,14,4.42,2,0.63,0,0.0,59,18.61,64,20.19,25,7.89,118,37.22,5,1.58,30,9.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07020
7,21,237,9,3.8,10,4.22,1,0.42,24,10.13,43,18.14,17,7.17,114,48.1,3,1.27,16,6.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07021
7,22,289,6,2.08,5,1.73,3,1.04,55,19.03,47,16.26,37,12.8,119,41.18,2,0.69,15,5.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07022
7,23,185,7,3.78,0,0.0,1,0.54,43,23.24,25,13.51,16,8.65,77,41.62,2,1.08,14,7.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07023
7,24,72,0,0.0,0,0.0,0,0.0,10,13.89,10,13.89,18,25.0,19,26.39,0,0.0,15,20.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07024
7,25,312,13,4.17,6,1.92,1,0.32,70,22.44,45,14.42,31,9.94,139,44.55,1,0.32,6,1.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07025
7,26,452,14,3.1,9,1.99,0,0.0,101,22.35,71,15.71,48,10.62,181,40.04,3,0.66,25,5.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07026
7,27,270,9,3.33,2,0.74,2,0.74,63,23.33,54,20.0,28,10.37,97,35.93,3,1.11,12,4.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07027
7,28,136,3,2.21,0,0.0,1,0.74,30,22.06,19,13.97,14,10.29,65,47.79,1,0.74,3,2.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07028
7,29,246,9,3.66,2,0.81,3,1.22,50,20.33,43,17.48,21,8.54,104,42.28,1,0.41,13,5.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07029
7,30,210,9,4.29,4,1.9,0,0.0,62,29.52,27,12.86,10,4.76,89,42.38,0,0.0,9,4.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07030
7,31,96,2,2.08,2,2.08,1,1.04,26,27.08,12,12.5,12,12.5,36,37.5,1,1.04,4,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07031
8,1,517,29,5.61,8,1.55,1,0.19,126,24.37,92,17.79,42,8.12,194,37.52,3,0.58,22,4.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08001
8,2,239,10,4.18,4,1.67,0,0.0,54,22.59,43,17.99,27,11.3,89,37.24,7,2.93,5,2.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08002
8,3,223,9,4.04,0,0.0,1,0.45,59,26.46,26,11.66,14,6.28,104,46.64,3,1.35,7,3.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08003
8,4,477,17,3.56,9,1.89,3,0.63,107,22.43,77,16.14,36,7.55,209,43.82,4,0.84,15,3.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08004
8,5,308,6,1.95,5,1.62,5,1.62,53,17.21,64,20.78,22,7.14,133,43.18,2,0.65,18,5.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08005
8,6,561,25,4.46,15,2.67,8,1.43,105,18.72,95,16.93,39,6.95,242,43.14,7,1.25,25,4.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08006
8,7,302,16,5.3,5,1.66,4,1.32,71,23.51,54,17.88,28,9.27,110,36.42,4,1.32,10,3.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08007
8,8,695,32,4.6,9,1.29,9,1.29,106,15.25,143,20.58,63,9.06,302,43.45,15,2.16,16,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08008
8,9,420,19,4.52,8,1.9,5,1.19,101,24.05,80,19.05,26,6.19,163,38.81,9,2.14,9,2.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08009
8,10,427,25,5.85,3,0.7,4,0.94,105,24.59,62,14.52,29,6.79,180,42.15,4,0.94,15,3.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08010
8,11,386,17,4.4,3,0.78,4,1.04,69,17.88,89,23.06,26,6.74,151,39.12,5,1.3,22,5.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08011
8,12,453,11,2.43,16,3.53,7,1.55,48,10.6,106,23.4,49,10.82,200,44.15,6,1.32,10,2.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08012
8,13,465,18,3.87,15,3.23,1,0.22,85,18.28,87,18.71,48,10.32,185,39.78,5,1.08,21,4.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08013
8,14,511,23,4.5,6,1.17,8,1.57,93,18.2,105,20.55,58,11.35,203,39.73,1,0.2,14,2.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08014
8,15,364,16,4.4,9,2.47,4,1.1,64,17.58,79,21.7,44,12.09,135,37.09,4,1.1,9,2.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08015
8,16,358,10,2.79,6,1.68,3,0.84,60,16.76,53,14.8,29,8.1,177,49.44,10,2.79,10,2.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08016
8,17,612,28,4.58,16,2.61,4,0.65,107,17.48,87,14.22,86,14.05,256,41.83,5,0.82,23,3.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08017
8,18,827,23,2.78,18,2.18,7,0.85,116,14.03,156,18.86,100,12.09,369,44.62,17,2.06,21,2.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08018
8,19,585,13,2.22,9,1.54,0,0.0,130,22.22,109,18.63,48,8.21,238,40.68,18,3.08,20,3.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08019
8,20,283,12,4.24,8,2.83,1,0.35,67,23.67,49,17.31,31,10.95,108,38.16,0,0.0,7,2.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08020
8,21,285,15,5.26,2,0.7,5,1.75,71,24.91,55,19.3,28,9.82,102,35.79,2,0.7,5,1.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08021
8,22,216,13,6.02,1,0.46,0,0.0,38,17.59,28,12.96,26,12.04,103,47.69,2,0.93,5,2.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08022
8,23,650,29,4.46,6,0.92,3,0.46,154,23.69,95,14.62,59,9.08,282,43.38,3,0.46,19,2.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08023
8,24,385,17,4.42,6,1.56,4,1.04,81,21.04,81,21.04,30,7.79,155,40.26,1,0.26,10,2.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08024
8,25,198,12,6.06,4,2.02,3,1.52,33,16.67,46,23.23,18,9.09,69,34.85,0,0.0,13,6.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08025
8,26,327,19,5.81,2,0.61,3,0.92,69,21.1,61,18.65,23,7.03,136,41.59,7,2.14,7,2.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08026
8,27,459,21,4.58,4,0.87,2,0.44,77,16.78,111,24.18,47,10.24,181,39.43,4,0.87,12,2.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08027
8,28,315,21,6.67,2,0.63,3,0.95,84,26.67,40,12.7,28,8.89,126,40.0,1,0.32,10,3.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08028
8,29,405,15,3.7,3,0.74,5,1.23,75,18.52,65,16.05,22,5.43,198,48.89,6,1.48,16,3.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08029
8,30,380,15,3.95,8,2.11,4,1.05,67,17.63,86,22.63,37,9.74,150,39.47,5,1.32,8,2.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08030
9,1,467,35,7.49,5,1.07,5,1.07,75,16.06,116,24.84,31,6.64,186,39.83,3,0.64,11,2.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09001
9,2,327,21,6.42,2,0.61,2,0.61,80,24.46,46,14.07,27,8.26,135,41.28,1,0.31,13,3.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09002
9,3,171,11,6.43,6,3.51,3,1.75,40,23.39,21,12.28,12,7.02,67,39.18,1,0.58,10,5.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09003
9,4,346,14,4.05,2,0.58,5,1.45,75,21.68,62,17.92,33,9.54,143,41.33,1,0.29,11,3.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09004
9,5,356,14,3.93,8,2.25,5,1.4,73,20.51,61,17.13,33,9.27,145,40.73,3,0.84,14,3.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09005
9,6,625,22,3.52,8,1.28,4,0.64,117,18.72,123,19.68,79,12.64,247,39.52,9,1.44,16,2.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09006
9,7,457,27,5.91,3,0.66,5,1.09,119,26.04,54,11.82,41,8.97,199,43.54,2,0.44,7,1.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09007
9,8,454,23,5.07,0,0.0,1,0.22,145,31.94,66,14.54,35,7.71,160,35.24,4,0.88,20,4.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09008
9,9,288,10,3.47,2,0.69,0,0.0,97,33.68,34,11.81,25,8.68,103,35.76,5,1.74,12,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09009
9,10,614,21,3.42,6,0.98,5,0.81,124,20.2,112,18.24,85,13.84,244,39.74,4,0.65,13,2.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09010
9,11,193,4,2.07,2,1.04,0,0.0,56,29.02,31,16.06,8,4.15,86,44.56,1,0.52,5,2.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09011
9,12,547,25,4.57,9,1.65,2,0.37,92,16.82,104,19.01,50,9.14,245,44.79,3,0.55,17,3.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09012
9,13,490,10,2.04,7,1.43,3,0.61,95,19.39,88,17.96,53,10.82,203,41.43,10,2.04,21,4.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09013
9,14,258,15,5.81,2,0.78,3,1.16,55,21.32,43,16.67,21,8.14,98,37.98,4,1.55,17,6.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09014
9,15,379,12,3.17,7,1.85,1,0.26,88,23.22,62,16.36,34,8.97,158,41.69,3,0.79,14,3.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09015
9,16,491,26,5.3,10,2.04,9,1.83,91,18.53,78,15.89,60,12.22,189,38.49,8,1.63,20,4.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09016
9,17,140,5,3.57,5,3.57,1,0.71,39,27.86,12,8.57,13,9.29,59,42.14,0,0.0,6,4.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09017
9,18,272,15,5.51,5,1.84,1,0.37,86,31.62,22,8.09,21,7.72,109,40.07,1,0.37,12,4.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09018
9,19,191,17,8.9,2,1.05,2,1.05,50,26.18,16,8.38,18,9.42,62,32.46,2,1.05,22,11.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09019
9,20,476,14,2.94,6,1.26,6,1.26,50,10.5,85,17.86,132,27.73,101,21.22,1,0.21,81,17.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09020
9,21,405,20,4.94,6,1.48,2,0.49,94,23.21,59,14.57,30,7.41,181,44.69,0,0.0,13,3.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09021
9,22,313,17,5.43,2,0.64,4,1.28,95,30.35,38,12.14,28,8.95,118,37.7,1,0.32,10,3.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09022
9,23,235,10,4.26,1,0.43,1,0.43,56,23.83,27,11.49,15,6.38,118,50.21,1,0.43,6,2.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09023
9,24,394,18,4.57,4,1.02,6,1.52,101,25.63,47,11.93,40,10.15,157,39.85,3,0.76,18,4.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09024
9,25,289,14,4.84,3,1.04,2,0.69,67,23.18,42,14.53,25,8.65,127,43.94,3,1.04,6,2.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09025
9,26,423,23,5.44,3,0.71,7,1.65,88,20.8,74,17.49,38,8.98,178,42.08,2,0.47,10,2.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09026
9,27,223,8,3.59,3,1.35,2,0.9,47,21.08,40,17.94,16,7.17,103,46.19,1,0.45,3,1.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09027
9,28,181,15,8.29,2,1.1,0,0.0,49,27.07,28,15.47,16,8.84,66,36.46,1,0.55,4,2.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09028
9,29,571,23,4.03,5,0.88,5,0.88,119,20.84,101,17.69,59,10.33,238,41.68,2,0.35,19,3.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09029
9,30,425,18,4.24,3,0.71,2,0.47,105,24.71,65,15.29,48,11.29,169,39.76,1,0.24,14,3.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09030
10,1,138,3,2.17,1,0.72,0,0.0,18,13.04,13,9.42,20,14.49,39,28.26,0,0.0,44,31.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10001
10,2,174,6,3.45,3,1.72,4,2.3,24,13.79,15,8.62,31,17.82,37,21.26,3,1.72,51,29.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10002
10,3,245,12,4.9,4,1.63,3,1.22,28,11.43,23,9.39,58,23.67,41,16.73,1,0.41,75,30.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10003
10,4,311,13,4.18,4,1.29,1,0.32,72,23.15,25,8.04,37,11.9,90,28.94,0,0.0,69,22.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10004
10,5,124,1,0.81,0,0.0,0,0.0,7,5.65,8,6.45,45,36.29,9,7.26,0,0.0,54,43.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10005
10,6,160,1,0.63,1,0.63,0,0.0,14,8.75,24,15.0,30,18.75,13,8.13,0,0.0,77,48.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10006
10,7,365,5,1.37,2,0.55,1,0.27,19,5.21,37,10.14,129,35.34,13,3.56,0,0.0,159,43.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10007
10,8,345,5,1.45,4,1.16,1,0.29,15,4.35,20,5.8,142,41.16,13,3.77,0,0.0,145,42.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10008
10,9,331,5,1.51,0,0.0,3,0.91,23,6.95,28,8.46,66,19.94,18,5.44,2,0.6,186,56.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10009
10,10,341,3,0.88,0,0.0,2,0.59,22,6.45,29,8.5,82,24.05,25,7.33,0,0.0,178,52.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10010
10,11,136,0,0.0,0,0.0,0,0.0,3,2.21,16,11.76,33,24.26,0,0.0,0,0.0,84,61.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10011
10,12,345,3,0.87,1,0.29,1,0.29,28,8.12,31,8.99,106,30.72,13,3.77,0,0.0,162,46.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10012
10,13,419,4,0.95,2,0.48,8,1.91,30,7.16,42,10.02,126,30.07,19,4.53,1,0.24,187,44.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10013
10,14,569,2,0.35,3,0.53,4,0.7,32,5.62,58,10.19,183,32.16,19,3.34,0,0.0,268,47.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10014
10,15,482,2,0.41,2,0.41,5,1.04,52,10.79,34,7.05,210,43.57,23,4.77,0,0.0,154,31.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10015
10,16,570,7,1.23,3,0.53,1,0.18,35,6.14,48,8.42,216,37.89,26,4.56,0,0.0,234,41.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10016
10,17,520,2,0.38,0,0.0,0,0.0,17,3.27,41,7.88,269,51.73,11,2.12,2,0.38,178,34.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10017
10,18,612,5,0.82,3,0.49,2,0.33,83,13.56,44,7.19,290,47.39,45,7.35,0,0.0,140,22.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10018
10,19,368,1,0.27,3,0.82,2,0.54,32,8.7,22,5.98,194,52.72,28,7.61,0,0.0,86,23.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10019
10,20,219,5,2.28,0,0.0,3,1.37,16,7.31,13,5.94,100,45.66,16,7.31,0,0.0,66,30.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10020
10,21,295,2,0.68,2,0.68,0,0.0,28,9.49,33,11.19,164,55.59,10,3.39,1,0.34,55,18.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10021
10,22,598,6,1.0,2,0.33,1,0.17,55,9.2,29,4.85,353,59.03,15,2.51,0,0.0,137,22.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10022
10,23,303,10,3.3,3,0.99,0,0.0,43,14.19,24,7.92,63,20.79,53,17.49,1,0.33,105,34.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10023
10,24,144,15,10.42,2,1.39,1,0.69,56,38.89,12,8.33,8,5.56,42,29.17,1,0.69,7,4.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10024
10,25,175,12,6.86,3,1.71,1,0.57,63,36.0,22,12.57,14,8.0,50,28.57,0,0.0,10,5.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10025
11,1,244,3,1.23,5,2.05,8,3.28,21,8.61,23,9.43,134,54.92,24,9.84,1,0.41,25,10.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11001
11,2,131,5,3.82,1,0.76,2,1.53,14,10.69,14,10.69,70,53.44,14,10.69,0,0.0,11,8.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11002
11,3,745,14,1.88,4,0.54,12,1.61,48,6.44,95,12.75,468,62.82,27,3.62,4,0.54,73,9.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11003
11,4,420,6,1.43,3,0.71,8,1.9,25,5.95,67,15.95,206,49.05,26,6.19,0,0.0,79,18.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11004
11,5,448,0,0.0,4,0.89,8,1.79,25,5.58,80,17.86,229,51.12,38,8.48,3,0.67,61,13.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11005
11,6,603,15,2.49,11,1.82,8,1.33,45,7.46,91,15.09,290,48.09,28,4.64,0,0.0,115,19.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11006
11,7,480,18,3.75,2,0.42,6,1.25,34,7.08,52,10.83,269,56.04,45,9.38,3,0.63,51,10.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11007
11,8,726,15,2.07,12,1.65,6,0.83,25,3.44,65,8.95,488,67.22,45,6.2,1,0.14,69,9.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11008
11,9,639,7,1.1,8,1.25,4,0.63,37,5.79,67,10.49,442,69.17,26,4.07,0,0.0,48,7.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11009
11,10,156,8,5.13,2,1.28,1,0.64,8,5.13,7,4.49,110,70.51,11,7.05,0,0.0,9,5.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11010
