ward,precinct,total,BRIAN HOPKINS,BRIAN HOPKINS Percent,precinct_id
2,1,211,211,100.0,02001
2,2,225,225,100.0,02002
2,3,249,249,100.0,02003
2,4,175,175,100.0,02004
2,5,243,243,100.0,02005
2,6,221,221,100.0,02006
2,7,206,206,100.0,02007
2,8,243,243,100.0,02008
2,9,172,172,100.0,02009
2,10,291,291,100.0,02010
2,11,328,328,100.0,02011
2,12,232,232,100.0,02012
2,13,251,251,100.0,02013
2,14,280,280,100.0,02014
2,15,211,211,100.0,02015
2,16,202,202,100.0,02016
2,17,305,305,100.0,02017
2,18,230,230,100.0,02018
2,19,233,233,100.0,02019
2,20,220,220,100.0,02020
2,21,267,267,100.0,02021
2,22,292,292,100.0,02022
2,23,235,235,100.0,02023
2,24,254,254,100.0,02024
2,25,252,252,100.0,02025
2,26,208,208,100.0,02026
2,27,237,237,100.0,02027
2,28,246,246,100.0,02028
2,29,242,242,100.0,02029
2,30,206,206,100.0,02030
2,31,345,345,100.0,02031
2,32,146,146,100.0,02032
2,33,403,403,100.0,02033
2,34,278,278,100.0,02034
2,35,232,232,100.0,02035
2,36,267,267,100.0,02036
2,37,270,270,100.0,02037
2,38,262,262,100.0,02038
2,39,195,195,100.0,02039
2,40,222,222,100.0,02040
2,41,183,183,100.0,02041
2,42,199,199,100.0,02042
2,43,281,281,100.0,02043
2,44,164,164,100.0,02044
2,45,264,264,100.0,02045
2,46,99,99,100.0,02046
