ward,precinct,total,JERRY JOYCE,JERRY JOYCE Percent,PAUL VALLAS,PAUL VALLAS Percent,WILLIE L. WILSON,WILLIE L. WILSON Percent,TONI PRECKWINKLE,TONI PRECKWINKLE Percent,WILLIAM M. DALEY,WILLIAM M. DALEY Percent,GARRY MCCARTHY,GARRY MCCARTHY Percent,GERY CHICO,GERY CHICO Percent,precinct_id
20,12,109,2,1.83,6,5.5,48,44.04,37,33.94,7,6.42,3,2.75,6,5.5,20012
20,13,209,4,1.91,4,1.91,120,57.42,65,31.1,14,6.7,2,0.96,0,0.0,20013
20,14,112,6,5.36,2,1.79,46,41.07,36,32.14,19,16.96,0,0.0,3,2.68,20014
20,15,94,7,7.45,3,3.19,13,13.83,15,15.96,21,22.34,3,3.19,32,34.04,20015
20,16,178,3,1.69,7,3.93,54,30.34,77,43.26,30,16.85,1,0.56,6,3.37,20016
20,17,78,5,6.41,1,1.28,21,26.92,23,29.49,7,8.97,2,2.56,19,24.36,20017
20,18,113,5,4.42,1,0.88,56,49.56,35,30.97,12,10.62,0,0.0,4,3.54,20018
20,19,157,8,5.1,6,3.82,74,47.13,52,33.12,8,5.1,2,1.27,7,4.46,20019
20,20,84,6,7.14,3,3.57,12,14.29,13,15.48,26,30.95,1,1.19,23,27.38,20020
20,21,115,1,0.87,2,1.74,48,41.74,41,35.65,16,13.91,0,0.0,7,6.09,20021
20,22,181,5,2.76,7,3.87,47,25.97,98,54.14,18,9.94,0,0.0,6,3.31,20022
20,23,178,7,3.93,3,1.69,101,56.74,52,29.21,10,5.62,0,0.0,5,2.81,20023
20,24,174,2,1.15,10,5.75,55,31.61,78,44.83,21,12.07,1,0.57,7,4.02,20024
20,25,118,6,5.08,3,2.54,62,52.54,34,28.81,10,8.47,2,1.69,1,0.85,20025
20,26,191,6,3.14,14,7.33,57,29.84,86,45.03,20,10.47,4,2.09,4,2.09,20026
20,27,92,2,2.17,2,2.17,42,45.65,31,33.7,13,14.13,1,1.09,1,1.09,20027
20,28,108,4,3.7,2,1.85,59,54.63,28,25.93,10,9.26,1,0.93,4,3.7,20028
20,29,253,6,2.37,4,1.58,135,53.36,79,31.23,23,9.09,1,0.4,5,1.98,20029
20,30,72,0,0.0,1,1.39,32,44.44,27,37.5,12,16.67,0,0.0,0,0.0,20030
20,31,185,1,0.54,8,4.32,98,52.97,64,34.59,6,3.24,3,1.62,5,2.7,20031
20,32,153,1,0.65,4,2.61,71,46.41,47,30.72,24,15.69,3,1.96,3,1.96,20032
20,33,102,0,0.0,0,0.0,52,50.98,32,31.37,15,14.71,1,0.98,2,1.96,20033
20,34,188,2,1.06,10,5.32,47,25.0,95,50.53,22,11.7,3,1.6,9,4.79,20034
20,35,98,2,2.04,2,2.04,51,52.04,30,30.61,12,12.24,1,1.02,0,0.0,20035
20,36,52,2,3.85,1,1.92,30,57.69,11,21.15,6,11.54,0,0.0,2,3.85,20036
20,37,53,1,1.89,1,1.89,31,58.49,15,28.3,4,7.55,0,0.0,1,1.89,20037
20,38,68,4,5.88,2,2.94,38,55.88,11,16.18,12,17.65,0,0.0,1,1.47,20038
20,39,17,0,0.0,1,5.88,9,52.94,6,35.29,1,5.88,0,0.0,0,0.0,20039
21,1,189,14,7.41,7,3.7,65,34.39,78,41.27,15,7.94,2,1.06,8,4.23,21001
21,2,112,2,1.79,7,6.25,57,50.89,28,25.0,14,12.5,1,0.89,3,2.68,21002
21,3,193,5,2.59,7,3.63,76,39.38,73,37.82,22,11.4,0,0.0,10,5.18,21003
21,4,166,5,3.01,7,4.22,83,50.0,49,29.52,20,12.05,0,0.0,2,1.2,21004
21,5,197,15,7.61,8,4.06,84,42.64,54,27.41,25,12.69,3,1.52,8,4.06,21005
21,6,139,6,4.32,2,1.44,44,31.65,55,39.57,17,12.23,2,1.44,13,9.35,21006
21,7,191,4,2.09,9,4.71,73,38.22,68,35.6,25,13.09,0,0.0,12,6.28,21007
21,8,174,5,2.87,0,0.0,94,54.02,48,27.59,21,12.07,0,0.0,6,3.45,21008
21,9,227,9,3.96,11,4.85,79,34.8,85,37.44,25,11.01,1,0.44,17,7.49,21009
21,10,146,6,4.11,1,0.68,56,38.36,64,43.84,11,7.53,2,1.37,6,4.11,21010
21,11,152,5,3.29,4,2.63,63,41.45,47,30.92,28,18.42,2,1.32,3,1.97,21011
21,12,157,4,2.55,3,1.91,74,47.13,45,28.66,22,14.01,4,2.55,5,3.18,21012
21,13,162,1,0.62,16,9.88,77,47.53,48,29.63,17,10.49,0,0.0,3,1.85,21013
21,14,191,5,2.62,6,3.14,87,45.55,62,32.46,22,11.52,3,1.57,6,3.14,21014
21,15,140,4,2.86,4,2.86,53,37.86,51,36.43,22,15.71,0,0.0,6,4.29,21015
21,16,151,10,6.62,6,3.97,71,47.02,36,23.84,18,11.92,1,0.66,9,5.96,21016
21,17,146,5,3.42,3,2.05,68,46.58,50,34.25,14,9.59,1,0.68,5,3.42,21017
21,18,191,14,7.33,9,4.71,69,36.13,68,35.6,26,13.61,1,0.52,4,2.09,21018
21,19,171,5,2.92,3,1.75,65,38.01,65,38.01,19,11.11,2,1.17,12,7.02,21019
21,20,141,3,2.13,4,2.84,67,47.52,54,38.3,10,7.09,2,1.42,1,0.71,21020
21,21,157,4,2.55,4,2.55,75,47.77,45,28.66,21,13.38,2,1.27,6,3.82,21021
21,22,155,6,3.87,6,3.87,54,34.84,61,39.35,20,12.9,1,0.65,7,4.52,21022
21,23,153,2,1.31,13,8.5,49,32.03,70,45.75,11,7.19,1,0.65,7,4.58,21023
21,24,164,6,3.66,6,3.66,77,46.95,46,28.05,22,13.41,2,1.22,5,3.05,21024
21,25,158,5,3.16,6,3.8,70,44.3,55,34.81,18,11.39,1,0.63,3,1.9,21025
21,26,137,8,5.84,4,2.92,54,39.42,54,39.42,12,8.76,1,0.73,4,2.92,21026
21,27,180,9,5.0,7,3.89,72,40.0,61,33.89,27,15.0,1,0.56,3,1.67,21027
21,28,193,1,0.52,4,2.07,103,53.37,47,24.35,25,12.95,2,1.04,11,5.7,21028
21,29,204,4,1.96,4,1.96,101,49.51,66,32.35,23,11.27,0,0.0,6,2.94,21029
21,30,131,3,2.29,2,1.53,66,50.38,40,30.53,13,9.92,2,1.53,5,3.82,21030
21,31,149,7,4.7,10,6.71,60,40.27,46,30.87,20,13.42,0,0.0,6,4.03,21031
21,32,190,7,3.68,7,3.68,84,44.21,66,34.74,17,8.95,1,0.53,8,4.21,21032
21,33,153,3,1.96,6,3.92,65,42.48,56,36.6,18,11.76,0,0.0,5,3.27,21033
21,34,155,3,1.94,3,1.94,81,52.26,44,28.39,19,12.26,3,1.94,2,1.29,21034
21,35,217,7,3.23,7,3.23,75,34.56,85,39.17,37,17.05,2,0.92,4,1.84,21035
21,36,165,5,3.03,8,4.85,65,39.39,61,36.97,18,10.91,5,3.03,3,1.82,21036
21,37,161,4,2.48,4,2.48,68,42.24,59,36.65,15,9.32,1,0.62,10,6.21,21037
21,38,143,4,2.8,1,0.7,72,50.35,47,32.87,12,8.39,1,0.7,6,4.2,21038
21,39,151,2,1.32,6,3.97,67,44.37,56,37.09,16,10.6,1,0.66,3,1.99,21039
21,40,178,6,3.37,5,2.81,77,43.26,60,33.71,19,10.67,1,0.56,10,5.62,21040
21,41,167,5,2.99,9,5.39,76,45.51,52,31.14,15,8.98,2,1.2,8,4.79,21041
21,42,178,8,4.49,6,3.37,77,43.26,60,33.71,20,11.24,1,0.56,6,3.37,21042
21,43,164,5,3.05,6,3.66,60,36.59,62,37.8,16,9.76,2,1.22,13,7.93,21043
21,44,172,7,4.07,7,4.07,85,49.42,54,31.4,18,10.47,0,0.0,1,0.58,21044
21,45,136,3,2.21,2,1.47,53,38.97,53,38.97,16,11.76,3,2.21,6,4.41,21045
21,46,197,6,3.05,0,0.0,89,45.18,73,37.06,15,7.61,0,0.0,14,7.11,21046
21,47,153,4,2.61,2,1.31,60,39.22,56,36.6,23,15.03,1,0.65,7,4.58,21047
21,48,168,3,1.79,7,4.17,66,39.29,50,29.76,22,13.1,2,1.19,18,10.71,21048
21,49,192,7,3.65,5,2.6,86,44.79,66,34.38,17,8.85,3,1.56,8,4.17,21049
21,50,124,4,3.23,2,1.61,50,40.32,47,37.9,18,14.52,1,0.81,2,1.61,21050
21,51,193,5,2.59,1,0.52,103,53.37,52,26.94,22,11.4,2,1.04,8,4.15,21051
21,52,182,4,2.2,9,4.95,75,41.21,58,31.87,27,14.84,3,1.65,6,3.3,21052
21,53,145,4,2.76,6,4.14,52,35.86,58,40.0,17,11.72,1,0.69,7,4.83,21053
21,54,160,7,4.38,1,0.63,69,43.13,55,34.38,23,14.38,2,1.25,3,1.88,21054
22,1,94,6,6.38,2,2.13,35,37.23,27,28.72,18,19.15,4,4.26,2,2.13,22001
22,2,180,53,29.44,8,4.44,4,2.22,11,6.11,50,27.78,12,6.67,42,23.33,22002
22,3,140,36,25.71,5,3.57,1,0.71,20,14.29,30,21.43,5,3.57,43,30.71,22003
22,4,87,9,10.34,3,3.45,1,1.15,16,18.39,24,27.59,7,8.05,27,31.03,22004
22,5,100,15,15.0,2,2.0,3,3.0,16,16.0,14,14.0,4,4.0,46,46.0,22005
22,6,76,11,14.47,4,5.26,5,6.58,17,22.37,16,21.05,9,11.84,14,18.42,22006
22,7,85,8,9.41,2,2.35,0,0.0,25,29.41,24,28.24,1,1.18,25,29.41,22007
22,8,206,36,17.48,10,4.85,22,10.68,22,10.68,55,26.7,8,3.88,53,25.73,22008
22,9,87,9,10.34,3,3.45,2,2.3,23,26.44,27,31.03,1,1.15,22,25.29,22009
22,10,162,18,11.11,11,6.79,3,1.85,29,17.9,42,25.93,15,9.26,44,27.16,22010
22,11,79,6,7.59,2,2.53,5,6.33,15,18.99,20,25.32,6,7.59,25,31.65,22011
22,12,152,22,14.47,3,1.97,27,17.76,18,11.84,40,26.32,12,7.89,30,19.74,22012
22,13,95,11,11.58,5,5.26,5,5.26,23,24.21,19,20.0,7,7.37,25,26.32,22013
22,14,91,9,9.89,4,4.4,16,17.58,25,27.47,16,17.58,7,7.69,14,15.38,22014
22,15,79,10,12.66,0,0.0,0,0.0,9,11.39,20,25.32,4,5.06,36,45.57,22015
22,16,96,17,17.71,6,6.25,3,3.13,22,22.92,15,15.63,5,5.21,28,29.17,22016
22,17,128,19,14.84,3,2.34,0,0.0,43,33.59,30,23.44,6,4.69,27,21.09,22017
22,18,88,9,10.23,6,6.82,3,3.41,18,20.45,29,32.95,3,3.41,20,22.73,22018
22,19,59,3,5.08,1,1.69,22,37.29,28,47.46,4,6.78,0,0.0,1,1.69,22019
22,20,89,10,11.24,3,3.37,2,2.25,8,8.99,20,22.47,4,4.49,42,47.19,22020
22,21,153,2,1.31,5,3.27,68,44.44,51,33.33,22,14.38,1,0.65,4,2.61,22021
22,22,96,11,11.46,4,4.17,9,9.38,19,19.79,23,23.96,4,4.17,26,27.08,22022
22,23,221,11,4.98,5,2.26,98,44.34,70,31.67,31,14.03,1,0.45,5,2.26,22023
22,24,115,23,20.0,6,5.22,5,4.35,12,10.43,23,20.0,8,6.96,38,33.04,22024
22,25,113,9,7.96,9,7.96,6,5.31,16,14.16,22,19.47,7,6.19,44,38.94,22025
23,1,243,106,43.62,29,11.93,5,2.06,7,2.88,51,20.99,15,6.17,30,12.35,23001
23,2,226,80,35.4,19,8.41,7,3.1,13,5.75,37,16.37,27,11.95,43,19.03,23002
23,3,240,118,49.17,18,7.5,2,0.83,4,1.67,47,19.58,21,8.75,30,12.5,23003
23,4,260,97,37.31,29,11.15,6,2.31,9,3.46,42,16.15,30,11.54,47,18.08,23004
23,5,139,15,10.79,10,7.19,8,5.76,20,14.39,50,35.97,10,7.19,26,18.71,23005
23,6,161,26,16.15,9,5.59,8,4.97,9,5.59,43,26.71,20,12.42,46,28.57,23006
23,7,104,12,11.54,7,6.73,5,4.81,11,10.58,30,28.85,11,10.58,28,26.92,23007
23,8,168,35,20.83,12,7.14,4,2.38,12,7.14,38,22.62,20,11.9,47,27.98,23008
23,9,106,11,10.38,7,6.6,10,9.43,13,12.26,33,31.13,0,0.0,32,30.19,23009
23,10,157,35,22.29,13,8.28,7,4.46,11,7.01,34,21.66,15,9.55,42,26.75,23010
23,11,132,20,15.15,2,1.52,8,6.06,14,10.61,35,26.52,10,7.58,43,32.58,23011
23,12,237,114,48.1,21,8.86,7,2.95,6,2.53,48,20.25,14,5.91,27,11.39,23012
23,13,78,8,10.26,4,5.13,3,3.85,6,7.69,25,32.05,11,14.1,21,26.92,23013
23,14,216,89,41.2,19,8.8,7,3.24,8,3.7,50,23.15,15,6.94,28,12.96,23014
23,15,110,13,11.82,9,8.18,6,5.45,18,16.36,34,30.91,2,1.82,28,25.45,23015
23,16,266,118,44.36,36,13.53,4,1.5,6,2.26,59,22.18,11,4.14,32,12.03,23016
23,17,76,12,15.79,5,6.58,13,17.11,7,9.21,13,17.11,8,10.53,18,23.68,23017
23,18,202,83,41.09,24,11.88,2,0.99,1,0.5,31,15.35,24,11.88,37,18.32,23018
23,19,90,16,17.78,2,2.22,7,7.78,13,14.44,24,26.67,7,7.78,21,23.33,23019
23,20,67,10,14.93,6,8.96,2,2.99,8,11.94,11,16.42,4,5.97,26,38.81,23020
23,21,264,110,41.67,32,12.12,5,1.89,11,4.17,44,16.67,11,4.17,51,19.32,23021
23,22,190,54,28.42,10,5.26,8,4.21,18,9.47,49,25.79,13,6.84,38,20.0,23022
23,23,216,60,27.78,29,13.43,8,3.7,10,4.63,50,23.15,26,12.04,33,15.28,23023
23,24,104,19,18.27,10,9.62,2,1.92,5,4.81,30,28.85,16,15.38,22,21.15,23024
23,25,103,25,24.27,12,11.65,6,5.83,4,3.88,21,20.39,8,7.77,27,26.21,23025
23,26,151,23,15.23,15,9.93,4,2.65,14,9.27,33,21.85,23,15.23,39,25.83,23026
23,27,248,98,39.52,29,11.69,8,3.23,8,3.23,47,18.95,16,6.45,42,16.94,23027
23,28,232,74,31.9,28,12.07,5,2.16,10,4.31,51,21.98,28,12.07,36,15.52,23028
23,29,194,58,29.9,21,10.82,2,1.03,11,5.67,51,26.29,12,6.19,39,20.1,23029
23,30,149,28,18.79,12,8.05,4,2.68,17,11.41,32,21.48,12,8.05,44,29.53,23030
23,31,110,24,21.82,8,7.27,3,2.73,21,19.09,24,21.82,5,4.55,25,22.73,23031
23,32,130,28,21.54,7,5.38,5,3.85,10,7.69,38,29.23,8,6.15,34,26.15,23032
23,33,103,27,26.21,10,9.71,7,6.8,12,11.65,21,20.39,5,4.85,21,20.39,23033
23,34,97,20,20.62,3,3.09,8,8.25,13,13.4,21,21.65,8,8.25,24,24.74,23034
23,35,183,67,36.61,21,11.48,6,3.28,4,2.19,41,22.4,14,7.65,30,16.39,23035
23,36,266,84,31.58,24,9.02,9,3.38,7,2.63,80,30.08,18,6.77,44,16.54,23036
23,37,283,129,45.58,29,10.25,8,2.83,12,4.24,46,16.25,29,10.25,30,10.6,23037
23,38,190,66,34.74,22,11.58,5,2.63,8,4.21,42,22.11,15,7.89,32,16.84,23038
23,39,121,19,15.7,6,4.96,4,3.31,14,11.57,33,27.27,5,4.13,40,33.06,23039
24,1,126,3,2.38,2,1.59,80,63.49,28,22.22,9,7.14,3,2.38,1,0.79,24001
24,2,125,6,4.8,3,2.4,69,55.2,30,24.0,12,9.6,3,2.4,2,1.6,24002
24,3,134,3,2.24,5,3.73,50,37.31,49,36.57,23,17.16,1,0.75,3,2.24,24003
24,4,94,0,0.0,2,2.13,54,57.45,17,18.09,19,20.21,1,1.06,1,1.06,24004
24,5,71,0,0.0,1,1.41,38,53.52,25,35.21,5,7.04,0,0.0,2,2.82,24005
24,6,155,1,0.65,3,1.94,83,53.55,52,33.55,11,7.1,1,0.65,4,2.58,24006
24,7,65,1,1.54,2,3.08,5,7.69,24,36.92,11,16.92,6,9.23,16,24.62,24007
24,8,64,2,3.13,0,0.0,35,54.69,16,25.0,10,15.63,0,0.0,1,1.56,24008
24,9,114,3,2.63,1,0.88,61,53.51,37,32.46,7,6.14,1,0.88,4,3.51,24009
24,10,58,0,0.0,0,0.0,35,60.34,17,29.31,5,8.62,0,0.0,1,1.72,24010
24,11,145,1,0.69,3,2.07,69,47.59,50,34.48,14,9.66,2,1.38,6,4.14,24011
24,12,76,3,3.95,1,1.32,46,60.53,19,25.0,6,7.89,0,0.0,1,1.32,24012
24,13,70,1,1.43,0,0.0,35,50.0,26,37.14,6,8.57,0,0.0,2,2.86,24013
24,14,104,0,0.0,5,4.81,56,53.85,35,33.65,7,6.73,0,0.0,1,0.96,24014
24,15,84,0,0.0,1,1.19,43,51.19,31,36.9,7,8.33,0,0.0,2,2.38,24015
24,16,210,11,5.24,3,1.43,70,33.33,59,28.1,42,20.0,6,2.86,19,9.05,24016
24,17,101,1,0.99,3,2.97,56,55.45,26,25.74,12,11.88,0,0.0,3,2.97,24017
24,18,126,5,3.97,3,2.38,72,57.14,30,23.81,11,8.73,1,0.79,4,3.17,24018
24,19,174,4,2.3,4,2.3,82,47.13,55,31.61,18,10.34,2,1.15,9,5.17,24019
24,20,95,1,1.05,5,5.26,52,54.74,24,25.26,10,10.53,0,0.0,3,3.16,24020
24,21,57,1,1.75,0,0.0,40,70.18,10,17.54,4,7.02,0,0.0,2,3.51,24021
24,22,157,6,3.82,1,0.64,97,61.78,38,24.2,10,6.37,0,0.0,5,3.18,24022
24,23,87,5,5.75,1,1.15,39,44.83,29,33.33,10,11.49,2,2.3,1,1.15,24023
24,24,130,2,1.54,1,0.77,67,51.54,35,26.92,22,16.92,1,0.77,2,1.54,24024
24,25,107,1,0.93,4,3.74,61,57.01,31,28.97,6,5.61,1,0.93,3,2.8,24025
24,26,205,5,2.44,4,1.95,90,43.9,69,33.66,34,16.59,0,0.0,3,1.46,24026
24,27,142,1,0.7,6,4.23,65,45.77,33,23.24,28,19.72,5,3.52,4,2.82,24027
24,28,106,0,0.0,1,0.94,55,51.89,27,25.47,15,14.15,2,1.89,6,5.66,24028
24,29,112,3,2.68,1,0.89,55,49.11,35,31.25,15,13.39,1,0.89,2,1.79,24029
24,30,75,2,2.67,5,6.67,30,40.0,24,32.0,9,12.0,0,0.0,5,6.67,24030
24,31,156,1,0.64,3,1.92,78,50.0,52,33.33,16,10.26,4,2.56,2,1.28,24031
24,32,57,0,0.0,0,0.0,25,43.86,24,42.11,5,8.77,0,0.0,3,5.26,24032
24,33,84,8,9.52,1,1.19,36,42.86,26,30.95,7,8.33,2,2.38,4,4.76,24033
24,34,128,1,0.78,4,3.13,72,56.25,32,25.0,18,14.06,0,0.0,1,0.78,24034
24,35,117,8,6.84,1,0.85,64,54.7,30,25.64,8,6.84,4,3.42,2,1.71,24035
24,36,169,4,2.37,8,4.73,83,49.11,40,23.67,26,15.38,3,1.78,5,2.96,24036
24,37,63,3,4.76,1,1.59,27,42.86,21,33.33,9,14.29,0,0.0,2,3.17,24037
24,38,109,2,1.83,5,4.59,45,41.28,43,39.45,8,7.34,1,0.92,5,4.59,24038
24,39,154,8,5.19,1,0.65,69,44.81,49,31.82,19,12.34,2,1.3,6,3.9,24039
24,40,150,4,2.67,3,2.0,75,50.0,53,35.33,12,8.0,2,1.33,1,0.67,24040
24,41,97,3,3.09,2,2.06,52,53.61,27,27.84,9,9.28,1,1.03,3,3.09,24041
25,1,175,18,10.29,7,4.0,3,1.71,62,35.43,38,21.71,5,2.86,42,24.0,25001
25,2,146,14,9.59,6,4.11,5,3.42,60,41.1,27,18.49,4,2.74,30,20.55,25002
25,3,153,12,7.84,24,15.69,11,7.19,38,24.84,51,33.33,5,3.27,12,7.84,25003
25,4,182,6,3.3,6,3.3,51,28.02,54,29.67,41,22.53,2,1.1,22,12.09,25004
25,5,222,21,9.46,13,5.86,8,3.6,42,18.92,46,20.72,12,5.41,80,36.04,25005
25,6,83,11,13.25,7,8.43,5,6.02,9,10.84,38,45.78,2,2.41,11,13.25,25006
25,7,159,17,10.69,7,4.4,4,2.52,73,45.91,20,12.58,7,4.4,31,19.5,25007
25,8,164,14,8.54,12,7.32,7,4.27,46,28.05,39,23.78,3,1.83,43,26.22,25008
25,9,156,20,12.82,7,4.49,10,6.41,44,28.21,35,22.44,7,4.49,33,21.15,25009
25,10,192,8,4.17,35,18.23,3,1.56,27,14.06,95,49.48,6,3.13,18,9.38,25010
25,11,159,17,10.69,8,5.03,8,5.03,55,34.59,21,13.21,1,0.63,49,30.82,25011
25,12,149,24,16.11,7,4.7,1,0.67,44,29.53,34,22.82,6,4.03,33,22.15,25012
25,13,163,15,9.2,6,3.68,2,1.23,53,32.52,32,19.63,4,2.45,51,31.29,25013
25,14,131,13,9.92,11,8.4,9,6.87,28,21.37,55,41.98,6,4.58,9,6.87,25014
25,15,161,18,11.18,10,6.21,11,6.83,39,24.22,42,26.09,9,5.59,32,19.88,25015
25,16,197,7,3.55,29,14.72,6,3.05,24,12.18,94,47.72,21,10.66,16,8.12,25016
25,17,191,14,7.33,10,5.24,18,9.42,61,31.94,42,21.99,5,2.62,41,21.47,25017
25,18,147,19,12.93,19,12.93,12,8.16,19,12.93,52,35.37,5,3.4,21,14.29,25018
25,19,180,24,13.33,7,3.89,11,6.11,61,33.89,28,15.56,5,2.78,44,24.44,25019
25,20,143,2,1.4,3,2.1,79,55.24,29,20.28,17,11.89,3,2.1,10,6.99,25020
25,21,201,13,6.47,19,9.45,13,6.47,61,30.35,67,33.33,14,6.97,14,6.97,25021
25,22,129,18,13.95,3,2.33,5,3.88,38,29.46,34,26.36,5,3.88,26,20.16,25022
25,23,218,27,12.39,14,6.42,9,4.13,58,26.61,39,17.89,10,4.59,61,27.98,25023
25,24,175,19,10.86,8,4.57,6,3.43,53,30.29,38,21.71,0,0.0,51,29.14,25024
25,25,180,19,10.56,23,12.78,10,5.56,24,13.33,53,29.44,12,6.67,39,21.67,25025
25,26,159,25,15.72,10,6.29,6,3.77,38,23.9,32,20.13,5,3.14,43,27.04,25026
25,27,124,8,6.45,14,11.29,8,6.45,29,23.39,43,34.68,6,4.84,16,12.9,25027
25,28,161,24,14.91,10,6.21,3,1.86,38,23.6,27,16.77,7,4.35,52,32.3,25028
25,29,179,13,7.26,7,3.91,70,39.11,53,29.61,22,12.29,3,1.68,11,6.15,25029
25,30,173,24,13.87,18,10.4,7,4.05,55,31.79,21,12.14,9,5.2,39,22.54,25030
25,31,203,13,6.4,31,15.27,7,3.45,35,17.24,90,44.33,10,4.93,17,8.37,25031
25,32,165,28,16.97,19,11.52,5,3.03,26,15.76,40,24.24,18,10.91,29,17.58,25032
26,1,103,2,1.94,5,4.85,5,4.85,39,37.86,27,26.21,3,2.91,22,21.36,26001
26,2,135,6,4.44,8,5.93,19,14.07,57,42.22,25,18.52,8,5.93,12,8.89,26002
26,3,114,3,2.63,15,13.16,2,1.75,42,36.84,24,21.05,10,8.77,18,15.79,26003
26,4,90,3,3.33,4,4.44,25,27.78,30,33.33,15,16.67,1,1.11,12,13.33,26004
26,5,100,5,5.0,4,4.0,18,18.0,37,37.0,18,18.0,3,3.0,15,15.0,26005
26,6,112,9,8.04,0,0.0,10,8.93,31,27.68,18,16.07,5,4.46,39,34.82,26006
26,7,92,3,3.26,3,3.26,6,6.52,50,54.35,21,22.83,4,4.35,5,5.43,26007
26,8,63,3,4.76,2,3.17,8,12.7,20,31.75,19,30.16,2,3.17,9,14.29,26008
26,9,111,10,9.01,8,7.21,10,9.01,29,26.13,28,25.23,2,1.8,24,21.62,26009
26,10,94,7,7.45,4,4.26,8,8.51,39,41.49,15,15.96,5,5.32,16,17.02,26010
26,11,130,4,3.08,11,8.46,17,13.08,32,24.62,39,30.0,6,4.62,21,16.15,26011
26,12,132,3,2.27,11,8.33,19,14.39,43,32.58,35,26.52,8,6.06,13,9.85,26012
26,13,67,5,7.46,3,4.48,13,19.4,10,14.93,18,26.87,2,2.99,16,23.88,26013
26,14,92,4,4.35,5,5.43,11,11.96,43,46.74,14,15.22,2,2.17,13,14.13,26014
26,15,64,4,6.25,1,1.56,12,18.75,12,18.75,18,28.13,4,6.25,13,20.31,26015
26,16,53,2,3.77,2,3.77,3,5.66,12,22.64,18,33.96,3,5.66,13,24.53,26016
26,17,121,9,7.44,13,10.74,3,2.48,39,32.23,32,26.45,13,10.74,12,9.92,26017
26,18,106,8,7.55,5,4.72,8,7.55,27,25.47,24,22.64,11,10.38,23,21.7,26018
26,19,81,3,3.7,7,8.64,27,33.33,16,19.75,16,19.75,1,1.23,11,13.58,26019
26,20,118,5,4.24,11,9.32,7,5.93,44,37.29,37,31.36,4,3.39,10,8.47,26020
26,21,126,9,7.14,6,4.76,20,15.87,45,35.71,27,21.43,9,7.14,10,7.94,26021
26,22,52,6,11.54,4,7.69,5,9.62,14,26.92,11,21.15,1,1.92,11,21.15,26022
26,23,78,4,5.13,9,11.54,6,7.69,16,20.51,19,24.36,1,1.28,23,29.49,26023
26,24,105,12,11.43,3,2.86,11,10.48,28,26.67,32,30.48,3,2.86,16,15.24,26024
26,25,117,7,5.98,11,9.4,7,5.98,46,39.32,17,14.53,5,4.27,24,20.51,26025
26,26,75,9,12.0,6,8.0,6,8.0,30,40.0,13,17.33,2,2.67,9,12.0,26026
26,27,170,16,9.41,10,5.88,29,17.06,63,37.06,29,17.06,6,3.53,17,10.0,26027
26,28,192,12,6.25,25,13.02,2,1.04,50,26.04,62,32.29,14,7.29,27,14.06,26028
26,29,73,3,4.11,3,4.11,11,15.07,32,43.84,11,15.07,3,4.11,10,13.7,26029
26,30,88,4,4.55,5,5.68,12,13.64,38,43.18,10,11.36,1,1.14,18,20.45,26030
26,31,67,3,4.48,5,7.46,9,13.43,19,28.36,17,25.37,2,2.99,12,17.91,26031
26,32,142,18,12.68,15,10.56,5,3.52,31,21.83,45,31.69,7,4.93,21,14.79,26032
26,33,116,7,6.03,5,4.31,20,17.24,43,37.07,20,17.24,10,8.62,11,9.48,26033
26,34,140,8,5.71,5,3.57,5,3.57,69,49.29,23,16.43,5,3.57,25,17.86,26034
26,35,117,4,3.42,10,8.55,11,9.4,48,41.03,26,22.22,8,6.84,10,8.55,26035
26,36,107,9,8.41,11,10.28,4,3.74,33,30.84,30,28.04,2,1.87,18,16.82,26036
26,37,103,8,7.77,4,3.88,4,3.88,54,52.43,19,18.45,1,0.97,13,12.62,26037
26,38,57,5,8.77,4,7.02,12,21.05,19,33.33,11,19.3,1,1.75,5,8.77,26038
26,39,105,4,3.81,10,9.52,8,7.62,31,29.52,35,33.33,5,4.76,12,11.43,26039
26,40,83,4,4.82,3,3.61,8,9.64,26,31.33,25,30.12,5,6.02,12,14.46,26040
26,41,122,8,6.56,4,3.28,13,10.66,48,39.34,24,19.67,4,3.28,21,17.21,26041
26,42,93,5,5.38,4,4.3,15,16.13,36,38.71,20,21.51,2,2.15,11,11.83,26042
26,43,65,7,10.77,5,7.69,4,6.15,9,13.85,26,40.0,3,4.62,11,16.92,26043
26,44,70,9,12.86,5,7.14,8,11.43,12,17.14,19,27.14,2,2.86,15,21.43,26044
26,45,53,4,7.55,1,1.89,12,22.64,14,26.42,9,16.98,2,3.77,11,20.75,26045
26,46,100,10,10.0,14,14.0,6,6.0,26,26.0,29,29.0,8,8.0,7,7.0,26046
26,47,70,5,7.14,2,2.86,1,1.43,20,28.57,27,38.57,2,2.86,13,18.57,26047
26,48,84,8,9.52,7,8.33,7,8.33,30,35.71,17,20.24,2,2.38,13,15.48,26048
26,49,53,4,7.55,4,7.55,6,11.32,12,22.64,14,26.42,4,7.55,9,16.98,26049
27,1,183,9,4.92,28,15.3,6,3.28,46,25.14,74,40.44,8,4.37,12,6.56,27001
27,2,169,11,6.51,18,10.65,40,23.67,47,27.81,39,23.08,6,3.55,8,4.73,27002
