ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,precinct_id
13,12,310,310,100.0,13012
13,13,330,330,100.0,13013
13,14,344,344,100.0,13014
13,15,546,546,100.0,13015
13,16,267,267,100.0,13016
13,17,308,308,100.0,13017
13,18,263,263,100.0,13018
13,19,427,427,100.0,13019
13,20,203,203,100.0,13020
13,21,349,349,100.0,13021
13,22,337,337,100.0,13022
13,23,307,307,100.0,13023
13,24,323,323,100.0,13024
13,25,350,350,100.0,13025
13,26,361,361,100.0,13026
13,27,327,327,100.0,13027
13,28,280,280,100.0,13028
13,29,300,300,100.0,13029
13,30,288,288,100.0,13030
13,31,335,335,100.0,13031
13,32,256,256,100.0,13032
13,33,279,279,100.0,13033
13,34,386,386,100.0,13034
13,35,307,307,100.0,13035
13,36,236,236,100.0,13036
13,37,407,407,100.0,13037
13,38,265,265,100.0,13038
13,39,354,354,100.0,13039
13,40,287,287,100.0,13040
13,41,414,414,100.0,13041
13,42,289,289,100.0,13042
13,43,351,351,100.0,13043
13,44,365,365,100.0,13044
13,45,350,350,100.0,13045
13,46,446,446,100.0,13046
13,47,424,424,100.0,13047
13,48,268,268,100.0,13048
14,1,367,367,100.0,14001
14,2,513,513,100.0,14002
14,3,455,455,100.0,14003
14,4,321,321,100.0,14004
14,5,576,576,100.0,14005
14,6,208,208,100.0,14006
14,7,501,501,100.0,14007
14,8,453,453,100.0,14008
14,9,407,407,100.0,14009
14,10,266,266,100.0,14010
14,11,262,262,100.0,14011
14,12,406,406,100.0,14012
14,13,324,324,100.0,14013
14,14,419,419,100.0,14014
14,15,468,468,100.0,14015
14,16,282,282,100.0,14016
14,17,333,333,100.0,14017
14,18,144,144,100.0,14018
14,19,419,419,100.0,14019
14,20,271,271,100.0,14020
14,21,380,380,100.0,14021
14,22,460,460,100.0,14022
14,23,285,285,100.0,14023
14,24,410,410,100.0,14024
14,25,251,251,100.0,14025
14,26,299,299,100.0,14026
14,27,387,387,100.0,14027
14,28,303,303,100.0,14028
14,29,353,353,100.0,14029
14,30,256,256,100.0,14030
14,31,240,240,100.0,14031
15,1,384,384,100.0,15001
15,2,303,303,100.0,15002
15,3,319,319,100.0,15003
15,4,377,377,100.0,15004
15,5,377,377,100.0,15005
15,6,411,411,100.0,15006
15,7,311,311,100.0,15007
15,8,360,360,100.0,15008
15,9,484,484,100.0,15009
15,10,512,512,100.0,15010
15,11,503,503,100.0,15011
15,12,494,494,100.0,15012
15,13,392,392,100.0,15013
15,14,376,376,100.0,15014
15,15,344,344,100.0,15015
15,16,413,413,100.0,15016
15,17,316,316,100.0,15017
15,18,339,339,100.0,15018
15,19,345,345,100.0,15019
15,20,274,274,100.0,15020
15,21,283,283,100.0,15021
15,22,344,344,100.0,15022
15,23,356,356,100.0,15023
15,24,333,333,100.0,15024
16,1,445,445,100.0,16001
16,2,399,399,100.0,16002
16,3,337,337,100.0,16003
16,4,365,365,100.0,16004
16,5,327,327,100.0,16005
16,6,363,363,100.0,16006
16,7,343,343,100.0,16007
16,8,273,273,100.0,16008
16,9,401,401,100.0,16009
16,10,352,352,100.0,16010
16,11,373,373,100.0,16011
16,12,332,332,100.0,16012
16,13,411,411,100.0,16013
16,14,343,343,100.0,16014
16,15,392,392,100.0,16015
16,16,336,336,100.0,16016
16,17,438,438,100.0,16017
16,18,342,342,100.0,16018
16,19,348,348,100.0,16019
16,20,333,333,100.0,16020
16,21,322,322,100.0,16021
16,22,363,363,100.0,16022
16,23,392,392,100.0,16023
16,24,213,213,100.0,16024
16,25,397,397,100.0,16025
16,26,310,310,100.0,16026
16,27,324,324,100.0,16027
16,28,344,344,100.0,16028
16,29,343,343,100.0,16029
16,30,339,339,100.0,16030
16,31,380,380,100.0,16031
16,32,430,430,100.0,16032
16,33,332,332,100.0,16033
16,34,342,342,100.0,16034
16,35,431,431,100.0,16035
16,36,279,279,100.0,16036
17,1,375,375,100.0,17001
17,2,385,385,100.0,17002
17,3,435,435,100.0,17003
17,4,552,552,100.0,17004
17,5,328,328,100.0,17005
17,6,396,396,100.0,17006
17,7,401,401,100.0,17007
17,8,407,407,100.0,17008
17,9,346,346,100.0,17009
17,10,538,538,100.0,17010
17,11,352,352,100.0,17011
17,12,539,539,100.0,17012
17,13,374,374,100.0,17013
17,14,425,425,100.0,17014
17,15,476,476,100.0,17015
17,16,420,420,100.0,17016
17,17,387,387,100.0,17017
17,18,438,438,100.0,17018
17,19,281,281,100.0,17019
17,20,499,499,100.0,17020
17,21,466,466,100.0,17021
17,22,377,377,100.0,17022
17,23,276,276,100.0,17023
17,24,442,442,100.0,17024
17,25,340,340,100.0,17025
17,26,492,492,100.0,17026
17,27,408,408,100.0,17027
17,28,319,319,100.0,17028
17,29,406,406,100.0,17029
17,30,348,348,100.0,17030
17,31,290,290,100.0,17031
17,32,373,373,100.0,17032
17,33,320,320,100.0,17033
17,34,325,325,100.0,17034
17,35,355,355,100.0,17035
17,36,429,429,100.0,17036
17,37,353,353,100.0,17037
17,38,449,449,100.0,17038
17,39,413,413,100.0,17039
17,40,424,424,100.0,17040
17,41,496,496,100.0,17041
18,1,391,391,100.0,18001
18,2,382,382,100.0,18002
18,3,323,323,100.0,18003
18,4,435,435,100.0,18004
18,5,317,317,100.0,18005
18,6,318,318,100.0,18006
18,7,424,424,100.0,18007
18,8,407,407,100.0,18008
18,9,399,399,100.0,18009
18,10,530,530,100.0,18010
18,11,341,341,100.0,18011
18,12,398,398,100.0,18012
18,13,440,440,100.0,18013
18,14,426,426,100.0,18014
18,15,456,456,100.0,18015
18,16,389,389,100.0,18016
18,17,434,434,100.0,18017
18,18,346,346,100.0,18018
18,19,402,402,100.0,18019
18,20,343,343,100.0,18020
18,21,506,506,100.0,18021
18,22,446,446,100.0,18022
18,23,402,402,100.0,18023
18,24,377,377,100.0,18024
18,25,403,403,100.0,18025
18,26,485,485,100.0,18026
18,27,346,346,100.0,18027
18,28,349,349,100.0,18028
18,29,434,434,100.0,18029
18,30,419,419,100.0,18030
18,31,452,452,100.0,18031
18,32,448,448,100.0,18032
18,33,330,330,100.0,18033
18,34,473,473,100.0,18034
18,35,454,454,100.0,18035
18,36,442,442,100.0,18036
18,37,462,462,100.0,18037
18,38,383,383,100.0,18038
18,39,385,385,100.0,18039
18,40,466,466,100.0,18040
18,41,479,479,100.0,18041
18,42,405,405,100.0,18042
18,43,308,308,100.0,18043
18,44,315,315,100.0,18044
18,45,410,410,100.0,18045
18,46,417,417,100.0,18046
18,47,361,361,100.0,18047
18,48,339,339,100.0,18048
18,49,291,291,100.0,18049
18,50,357,357,100.0,18050
19,1,328,328,100.0,19001
19,2,535,535,100.0,19002
19,3,252,252,100.0,19003
19,4,415,415,100.0,19004
19,5,413,413,100.0,19005
19,6,359,359,100.0,19006
19,7,380,380,100.0,19007
19,8,388,388,100.0,19008
19,9,291,291,100.0,19009
19,10,470,470,100.0,19010
19,11,334,334,100.0,19011
19,12,264,264,100.0,19012
19,13,546,546,100.0,19013
19,14,426,426,100.0,19014
19,15,449,449,100.0,19015
19,16,367,367,100.0,19016
19,17,337,337,100.0,19017
19,18,352,352,100.0,19018
19,19,472,472,100.0,19019
19,20,369,369,100.0,19020
19,21,383,383,100.0,19021
19,22,382,382,100.0,19022
19,23,369,369,100.0,19023
19,24,246,246,100.0,19024
19,25,352,352,100.0,19025
19,26,373,373,100.0,19026
19,27,433,433,100.0,19027
19,28,519,519,100.0,19028
19,29,365,365,100.0,19029
19,30,325,325,100.0,19030
19,31,314,314,100.0,19031
19,32,331,331,100.0,19032
19,33,357,357,100.0,19033
19,34,344,344,100.0,19034
19,35,347,347,100.0,19035
19,36,622,622,100.0,19036
19,37,413,413,100.0,19037
19,38,392,392,100.0,19038
19,39,207,207,100.0,19039
19,40,406,406,100.0,19040
19,41,316,316,100.0,19041
19,42,296,296,100.0,19042
19,43,621,621,100.0,19043
19,44,389,389,100.0,19044
19,45,370,370,100.0,19045
19,46,346,346,100.0,19046
19,47,609,609,100.0,19047
19,48,577,577,100.0,19048
19,49,510,510,100.0,19049
19,50,312,312,100.0,19050
19,51,404,404,100.0,19051
19,52,396,396,100.0,19052
19,53,349,349,100.0,19053
19,54,265,265,100.0,19054
19,55,272,272,100.0,19055
19,56,428,428,100.0,19056
19,57,337,337,100.0,19057
20,1,466,466,100.0,20001
20,2,193,193,100.0,20002
20,3,367,367,100.0,20003
20,4,218,218,100.0,20004
20,5,451,451,100.0,20005
20,6,237,237,100.0,20006
20,7,473,473,100.0,20007
20,8,417,417,100.0,20008
20,9,588,588,100.0,20009
20,10,386,386,100.0,20010
20,11,573,573,100.0,20011
20,12,395,395,100.0,20012
20,13,500,500,100.0,20013
20,14,247,247,100.0,20014
20,15,443,443,100.0,20015
20,16,469,469,100.0,20016
20,17,279,279,100.0,20017
20,18,357,357,100.0,20018
20,19,455,455,100.0,20019
20,20,371,371,100.0,20020
20,21,383,383,100.0,20021
20,22,448,448,100.0,20022
20,23,525,525,100.0,20023
20,24,446,446,100.0,20024
20,25,361,361,100.0,20025
20,26,438,438,100.0,20026
20,27,247,247,100.0,20027
20,28,271,271,100.0,20028
20,29,516,516,100.0,20029
20,30,230,230,100.0,20030
20,31,545,545,100.0,20031
20,32,438,438,100.0,20032
20,33,314,314,100.0,20033
20,34,617,617,100.0,20034
20,35,417,417,100.0,20035
20,36,178,178,100.0,20036
20,37,168,168,100.0,20037
20,38,190,190,100.0,20038
20,39,52,52,100.0,20039
21,1,436,436,100.0,21001
21,2,354,354,100.0,21002
21,3,473,473,100.0,21003
21,4,444,444,100.0,21004
21,5,472,472,100.0,21005
21,6,397,397,100.0,21006
21,7,444,444,100.0,21007
21,8,465,465,100.0,21008
21,9,466,466,100.0,21009
21,10,402,402,100.0,21010
21,11,410,410,100.0,21011
21,12,414,414,100.0,21012
21,13,452,452,100.0,21013
21,14,496,496,100.0,21014
21,15,418,418,100.0,21015
21,16,400,400,100.0,21016
21,17,402,402,100.0,21017
21,18,494,494,100.0,21018
21,19,459,459,100.0,21019
21,20,406,406,100.0,21020
21,21,378,378,100.0,21021
21,22,411,411,100.0,21022
21,23,407,407,100.0,21023
21,24,431,431,100.0,21024
21,25,379,379,100.0,21025
21,26,464,464,100.0,21026
21,27,417,417,100.0,21027
21,28,534,534,100.0,21028
21,29,482,482,100.0,21029
21,30,361,361,100.0,21030
21,31,294,294,100.0,21031
21,32,423,423,100.0,21032
21,33,422,422,100.0,21033
21,34,458,458,100.0,21034
21,35,446,446,100.0,21035
21,36,459,459,100.0,21036
21,37,359,359,100.0,21037
21,38,462,462,100.0,21038
21,39,368,368,100.0,21039
21,40,380,380,100.0,21040
21,41,402,402,100.0,21041
21,42,477,477,100.0,21042
21,43,434,434,100.0,21043
21,44,433,433,100.0,21044
21,45,397,397,100.0,21045
21,46,465,465,100.0,21046
21,47,432,432,100.0,21047
21,48,403,403,100.0,21048
21,49,469,469,100.0,21049
21,50,371,371,100.0,21050
21,51,418,418,100.0,21051
21,52,449,449,100.0,21052
21,53,333,333,100.0,21053
21,54,369,369,100.0,21054
22,1,266,266,100.0,22001
22,2,431,431,100.0,22002
22,3,531,531,100.0,22003
22,4,319,319,100.0,22004
22,5,381,381,100.0,22005
22,6,383,383,100.0,22006
22,7,287,287,100.0,22007
22,8,486,486,100.0,22008
22,9,339,339,100.0,22009
22,10,522,522,100.0,22010
22,11,323,323,100.0,22011
22,12,341,341,100.0,22012
22,13,365,365,100.0,22013
22,14,302,302,100.0,22014
22,15,340,340,100.0,22015
22,16,307,307,100.0,22016
22,17,406,406,100.0,22017
22,18,390,390,100.0,22018
22,19,226,226,100.0,22019
22,20,375,375,100.0,22020
22,21,487,487,100.0,22021
22,22,318,318,100.0,22022
22,23,502,502,100.0,22023
22,24,456,456,100.0,22024
22,25,383,383,100.0,22025
23,1,309,309,100.0,23001
23,2,298,298,100.0,23002
23,3,299,299,100.0,23003
23,4,382,382,100.0,23004
23,5,389,389,100.0,23005
23,6,415,415,100.0,23006
23,7,375,375,100.0,23007
23,8,428,428,100.0,23008
23,9,344,344,100.0,23009
23,10,449,449,100.0,23010
23,11,456,456,100.0,23011
