ward,precinct,total,Ira I. Silverstein,Ira I. Silverstein Percent,precinct_id
33,2,310,310,100.0,33002
33,7,107,107,100.0,33007
35,30,4,4,100.0,35030
39,1,363,363,100.0,39001
39,2,312,312,100.0,39002
39,4,338,338,100.0,39004
39,5,421,421,100.0,39005
39,6,400,400,100.0,39006
39,7,369,369,100.0,39007
39,8,427,427,100.0,39008
39,9,400,400,100.0,39009
39,10,217,217,100.0,39010
39,11,361,361,100.0,39011
39,12,232,232,100.0,39012
39,13,339,339,100.0,39013
39,14,371,371,100.0,39014
39,15,411,411,100.0,39015
39,16,378,378,100.0,39016
39,17,409,409,100.0,39017
39,18,412,412,100.0,39018
39,19,375,375,100.0,39019
39,24,5,5,100.0,39024
39,25,52,52,100.0,39025
39,26,370,370,100.0,39026
39,27,67,67,100.0,39027
39,29,252,252,100.0,39029
39,30,380,380,100.0,39030
39,31,49,49,100.0,39031
39,32,363,363,100.0,39032
39,33,524,524,100.0,39033
39,35,392,392,100.0,39035
39,36,137,137,100.0,39036
39,37,369,369,100.0,39037
39,38,217,217,100.0,39038
39,39,239,239,100.0,39039
39,40,331,331,100.0,39040
39,41,410,410,100.0,39041
39,42,363,363,100.0,39042
39,43,390,390,100.0,39043
39,44,277,277,100.0,39044
39,45,332,332,100.0,39045
40,4,220,220,100.0,40004
40,10,390,390,100.0,40010
40,29,35,35,100.0,40029
40,35,3,3,100.0,40035
40,39,113,113,100.0,40039
41,6,411,411,100.0,41006
41,9,372,372,100.0,41009
41,14,423,423,100.0,41014
41,19,395,395,100.0,41019
41,32,313,313,100.0,41032
41,39,396,396,100.0,41039
41,47,378,378,100.0,41047
45,32,84,84,100.0,45032
50,1,419,419,100.0,50001
50,2,283,283,100.0,50002
50,3,364,364,100.0,50003
50,4,440,440,100.0,50004
50,5,304,304,100.0,50005
50,6,472,472,100.0,50006
50,7,463,463,100.0,50007
50,8,73,73,100.0,50008
50,9,338,338,100.0,50009
50,10,459,459,100.0,50010
50,11,325,325,100.0,50011
50,12,185,185,100.0,50012
50,13,520,520,100.0,50013
50,14,132,132,100.0,50014
50,15,445,445,100.0,50015
50,16,135,135,100.0,50016
50,17,415,415,100.0,50017
50,18,101,101,100.0,50018
50,19,275,275,100.0,50019
50,20,442,442,100.0,50020
50,21,360,360,100.0,50021
50,22,359,359,100.0,50022
50,23,279,279,100.0,50023
50,24,364,364,100.0,50024
50,25,387,387,100.0,50025
50,26,469,469,100.0,50026
50,27,115,115,100.0,50027
50,28,463,463,100.0,50028
50,29,472,472,100.0,50029
50,30,314,314,100.0,50030
50,31,519,519,100.0,50031
50,32,521,521,100.0,50032
50,33,355,355,100.0,50033
50,34,542,542,100.0,50034
50,35,515,515,100.0,50035
50,36,360,360,100.0,50036
50,37,431,431,100.0,50037
50,38,182,182,100.0,50038
50,39,326,326,100.0,50039
50,40,455,455,100.0,50040
