ward,precinct,total,Mark Steven Kirk,Mark Steven Kirk Percent,Tammy Duckworth,Tammy Duckworth Percent,Kenton McMillen,Kenton McMillen Percent,Scott Summers,Scott Summers Percent,precinct_id
21,6,435,9,2.07,417,95.86,5,1.15,4,0.92,21006
21,7,478,17,3.56,451,94.35,2,0.42,8,1.67,21007
21,8,516,20,3.88,485,93.99,6,1.16,5,0.97,21008
21,9,489,7,1.43,473,96.73,5,1.02,4,0.82,21009
21,10,448,17,3.79,419,93.53,1,0.22,11,2.46,21010
21,11,452,9,1.99,437,96.68,1,0.22,5,1.11,21011
21,12,455,8,1.76,441,96.92,5,1.1,1,0.22,21012
21,13,496,14,2.82,472,95.16,8,1.61,2,0.4,21013
21,14,538,21,3.9,501,93.12,9,1.67,7,1.3,21014
21,15,454,11,2.42,438,96.48,2,0.44,3,0.66,21015
21,16,445,14,3.15,419,94.16,3,0.67,9,2.02,21016
21,17,446,11,2.47,417,93.5,11,2.47,7,1.57,21017
21,18,529,13,2.46,508,96.03,3,0.57,5,0.95,21018
21,19,491,10,2.04,458,93.28,13,2.65,10,2.04,21019
21,20,466,11,2.36,447,95.92,4,0.86,4,0.86,21020
21,21,404,14,3.47,382,94.55,6,1.49,2,0.5,21021
21,22,461,25,5.42,423,91.76,5,1.08,8,1.74,21022
21,23,444,10,2.25,427,96.17,4,0.9,3,0.68,21023
21,24,463,15,3.24,440,95.03,4,0.86,4,0.86,21024
21,25,419,7,1.67,400,95.47,4,0.95,8,1.91,21025
21,26,525,17,3.24,494,94.1,8,1.52,6,1.14,21026
21,27,456,10,2.19,441,96.71,1,0.22,4,0.88,21027
21,28,601,13,2.16,568,94.51,11,1.83,9,1.5,21028
21,29,523,13,2.49,497,95.03,7,1.34,6,1.15,21029
21,30,410,14,3.41,385,93.9,3,0.73,8,1.95,21030
21,31,325,12,3.69,299,92.0,5,1.54,9,2.77,21031
21,32,463,11,2.38,441,95.25,8,1.73,3,0.65,21032
21,33,471,14,2.97,448,95.12,8,1.7,1,0.21,21033
21,34,506,17,3.36,477,94.27,4,0.79,8,1.58,21034
21,35,487,19,3.9,459,94.25,5,1.03,4,0.82,21035
21,36,493,16,3.25,461,93.51,10,2.03,6,1.22,21036
21,37,419,16,3.82,393,93.79,5,1.19,5,1.19,21037
21,38,510,15,2.94,476,93.33,7,1.37,12,2.35,21038
21,39,412,7,1.7,399,96.84,4,0.97,2,0.49,21039
21,40,441,18,4.08,412,93.42,7,1.59,4,0.91,21040
21,41,449,14,3.12,427,95.1,4,0.89,4,0.89,21041
21,42,516,11,2.13,486,94.19,9,1.74,10,1.94,21042
21,43,490,4,0.82,472,96.33,4,0.82,10,2.04,21043
21,44,466,14,3.0,436,93.56,10,2.15,6,1.29,21044
21,45,434,20,4.61,402,92.63,5,1.15,7,1.61,21045
21,46,540,15,2.78,510,94.44,11,2.04,4,0.74,21046
21,47,481,9,1.87,459,95.43,3,0.62,10,2.08,21047
21,48,453,17,3.75,416,91.83,10,2.21,10,2.21,21048
21,49,523,15,2.87,489,93.5,8,1.53,11,2.1,21049
21,50,402,14,3.48,377,93.78,8,1.99,3,0.75,21050
21,51,447,15,3.36,420,93.96,3,0.67,9,2.01,21051
21,52,499,8,1.6,480,96.19,5,1.0,6,1.2,21052
21,53,378,18,4.76,345,91.27,8,2.12,7,1.85,21053
21,54,422,15,3.55,396,93.84,7,1.66,4,0.95,21054
22,1,283,6,2.12,266,93.99,4,1.41,7,2.47,22001
22,2,539,153,28.39,360,66.79,14,2.6,12,2.23,22002
22,3,629,60,9.54,532,84.58,20,3.18,17,2.7,22003
22,4,381,23,6.04,333,87.4,13,3.41,12,3.15,22004
22,5,469,52,11.09,390,83.16,11,2.35,16,3.41,22005
22,6,446,39,8.74,381,85.43,12,2.69,14,3.14,22006
22,7,345,35,10.14,288,83.48,7,2.03,15,4.35,22007
22,8,589,100,16.98,456,77.42,18,3.06,15,2.55,22008
22,9,406,37,9.11,343,84.48,13,3.2,13,3.2,22009
22,10,637,66,10.36,533,83.67,18,2.83,20,3.14,22010
22,11,406,44,10.84,332,81.77,11,2.71,19,4.68,22011
22,12,407,69,16.95,315,77.4,12,2.95,11,2.7,22012
22,13,439,50,11.39,363,82.69,11,2.51,15,3.42,22013
22,14,389,27,6.94,338,86.89,18,4.63,6,1.54,22014
22,15,404,46,11.39,327,80.94,9,2.23,22,5.45,22015
22,16,398,37,9.3,339,85.18,11,2.76,11,2.76,22016
22,17,487,51,10.47,403,82.75,15,3.08,18,3.7,22017
22,18,448,46,10.27,369,82.37,12,2.68,21,4.69,22018
22,19,273,9,3.3,256,93.77,2,0.73,6,2.2,22019
22,20,435,45,10.34,372,85.52,8,1.84,10,2.3,22020
22,21,545,13,2.39,514,94.31,12,2.2,6,1.1,22021
22,22,411,34,8.27,339,82.48,16,3.89,22,5.35,22022
22,23,600,15,2.5,571,95.17,1,0.17,13,2.17,22023
22,24,529,57,10.78,450,85.07,12,2.27,10,1.89,22024
22,25,452,39,8.63,383,84.73,10,2.21,20,4.42,22025
23,1,427,142,33.26,253,59.25,16,3.75,16,3.75,23001
23,2,441,152,34.47,266,60.32,12,2.72,11,2.49,23002
23,3,416,160,38.46,225,54.09,15,3.61,16,3.85,23003
23,4,482,163,33.82,287,59.54,19,3.94,13,2.7,23004
23,5,477,56,11.74,384,80.5,19,3.98,18,3.77,23005
23,6,498,81,16.27,382,76.71,20,4.02,15,3.01,23006
23,7,443,50,11.29,364,82.17,15,3.39,14,3.16,23007
23,8,517,114,22.05,363,70.21,19,3.68,21,4.06,23008
23,9,402,55,13.68,322,80.1,9,2.24,16,3.98,23009
23,10,529,91,17.2,399,75.43,18,3.4,21,3.97,23010
23,11,528,62,11.74,428,81.06,18,3.41,20,3.79,23011
23,12,423,173,40.9,220,52.01,16,3.78,14,3.31,23012
23,13,394,37,9.39,337,85.53,10,2.54,10,2.54,23013
23,14,384,141,36.72,217,56.51,12,3.13,14,3.65,23014
23,15,412,42,10.19,339,82.28,16,3.88,15,3.64,23015
23,16,405,169,41.73,217,53.58,10,2.47,9,2.22,23016
23,17,329,42,12.77,264,80.24,8,2.43,15,4.56,23017
23,18,400,130,32.5,241,60.25,19,4.75,10,2.5,23018
23,19,396,41,10.35,334,84.34,9,2.27,12,3.03,23019
23,20,332,44,13.25,262,78.92,14,4.22,12,3.61,23020
23,21,438,191,43.61,222,50.68,13,2.97,12,2.74,23021
23,22,438,129,29.45,287,65.53,12,2.74,10,2.28,23022
23,23,427,161,37.7,241,56.44,13,3.04,12,2.81,23023
23,24,395,65,16.46,305,77.22,11,2.78,14,3.54,23024
23,25,457,82,17.94,341,74.62,19,4.16,15,3.28,23025
23,26,448,88,19.64,341,76.12,9,2.01,10,2.23,23026
23,27,397,179,45.09,190,47.86,15,3.78,13,3.27,23027
23,28,437,163,37.3,260,59.5,6,1.37,8,1.83,23028
23,29,365,120,32.88,223,61.1,14,3.84,8,2.19,23029
23,30,509,71,13.95,402,78.98,21,4.13,15,2.95,23030
23,31,375,47,12.53,301,80.27,14,3.73,13,3.47,23031
23,32,449,66,14.7,358,79.73,15,3.34,10,2.23,23032
23,33,486,69,14.2,383,78.81,12,2.47,22,4.53,23033
23,34,448,74,16.52,352,78.57,13,2.9,9,2.01,23034
23,35,357,150,42.02,185,51.82,11,3.08,11,3.08,23035
23,36,419,161,38.42,231,55.13,17,4.06,10,2.39,23036
23,37,401,182,45.39,197,49.13,13,3.24,9,2.24,23037
23,38,386,133,34.46,222,57.51,17,4.4,14,3.63,23038
23,39,442,52,11.76,359,81.22,16,3.62,15,3.39,23039
24,1,406,12,2.96,386,95.07,2,0.49,6,1.48,24001
24,2,460,14,3.04,435,94.57,5,1.09,6,1.3,24002
24,3,498,15,3.01,473,94.98,3,0.6,7,1.41,24003
24,4,362,7,1.93,349,96.41,5,1.38,1,0.28,24004
24,5,299,12,4.01,273,91.3,8,2.68,6,2.01,24005
24,6,444,12,2.7,416,93.69,6,1.35,10,2.25,24006
24,7,270,25,9.26,234,86.67,3,1.11,8,2.96,24007
24,8,217,4,1.84,204,94.01,4,1.84,5,2.3,24008
24,9,477,18,3.77,445,93.29,4,0.84,10,2.1,24009
24,10,218,3,1.38,207,94.95,4,1.83,4,1.83,24010
24,11,535,16,2.99,502,93.83,8,1.5,9,1.68,24011
24,12,302,12,3.97,281,93.05,3,0.99,6,1.99,24012
24,13,291,17,5.84,264,90.72,2,0.69,8,2.75,24013
24,14,453,16,3.53,420,92.72,8,1.77,9,1.99,24014
24,15,294,8,2.72,277,94.22,4,1.36,5,1.7,24015
24,16,484,41,8.47,405,83.68,15,3.1,23,4.75,24016
24,17,367,12,3.27,336,91.55,8,2.18,11,3.0,24017
24,18,448,13,2.9,421,93.97,8,1.79,6,1.34,24018
24,19,535,10,1.87,506,94.58,10,1.87,9,1.68,24019
24,20,388,12,3.09,363,93.56,10,2.58,3,0.77,24020
24,21,242,4,1.65,230,95.04,3,1.24,5,2.07,24021
24,22,624,17,2.72,576,92.31,18,2.88,13,2.08,24022
24,23,455,18,3.96,422,92.75,5,1.1,10,2.2,24023
24,24,605,20,3.31,572,94.55,5,0.83,8,1.32,24024
24,25,347,3,0.86,336,96.83,6,1.73,2,0.58,24025
24,26,592,17,2.87,563,95.1,5,0.84,7,1.18,24026
24,27,463,9,1.94,444,95.9,7,1.51,3,0.65,24027
24,28,328,6,1.83,315,96.04,2,0.61,5,1.52,24028
24,29,303,8,2.64,283,93.4,7,2.31,5,1.65,24029
24,30,255,5,1.96,245,96.08,2,0.78,3,1.18,24030
24,31,502,20,3.98,470,93.63,6,1.2,6,1.2,24031
24,32,269,5,1.86,257,95.54,2,0.74,5,1.86,24032
24,33,281,11,3.91,258,91.81,7,2.49,5,1.78,24033
24,34,425,13,3.06,402,94.59,7,1.65,3,0.71,24034
24,35,422,11,2.61,403,95.5,5,1.18,3,0.71,24035
24,36,529,17,3.21,501,94.71,6,1.13,5,0.95,24036
24,37,297,10,3.37,281,94.61,2,0.67,4,1.35,24037
24,38,347,8,2.31,327,94.24,6,1.73,6,1.73,24038
24,39,489,29,5.93,440,89.98,12,2.45,8,1.64,24039
24,40,498,12,2.41,477,95.78,3,0.6,6,1.2,24040
24,41,319,13,4.08,300,94.04,1,0.31,5,1.57,24041
25,1,462,44,9.52,374,80.95,13,2.81,31,6.71,25001
25,2,546,39,7.14,468,85.71,19,3.48,20,3.66,25002
25,3,776,210,27.06,530,68.3,19,2.45,17,2.19,25003
25,4,559,67,11.99,480,85.87,7,1.25,5,0.89,25004
25,5,569,78,13.71,453,79.61,11,1.93,27,4.75,25005
25,6,182,45,24.73,125,68.68,10,5.49,2,1.1,25006
25,7,526,75,14.26,409,77.76,10,1.9,32,6.08,25007
25,8,599,53,8.85,512,85.48,14,2.34,20,3.34,25008
25,9,597,49,8.21,498,83.42,20,3.35,30,5.03,25009
25,10,892,281,31.5,584,65.47,17,1.91,10,1.12,25010
25,11,571,62,10.86,465,81.44,13,2.28,31,5.43,25011
25,12,507,60,11.83,399,78.7,17,3.35,31,6.11,25012
25,13,598,39,6.52,522,87.29,10,1.67,27,4.52,25013
25,14,349,61,17.48,267,76.5,11,3.15,10,2.87,25014
25,15,480,60,12.5,383,79.79,17,3.54,20,4.17,25015
25,16,843,294,34.88,525,62.28,14,1.66,10,1.19,25016
25,17,574,58,10.1,466,81.18,23,4.01,27,4.7,25017
25,18,396,65,16.41,314,79.29,7,1.77,10,2.53,25018
25,19,575,41,7.13,490,85.22,14,2.43,30,5.22,25019
25,20,456,20,4.39,419,91.89,6,1.32,11,2.41,25020
25,21,956,203,21.23,702,73.43,27,2.82,24,2.51,25021
25,22,528,42,7.95,440,83.33,16,3.03,30,5.68,25022
25,23,604,51,8.44,514,85.1,11,1.82,28,4.64,25023
25,24,567,65,11.46,448,79.01,25,4.41,29,5.11,25024
25,25,591,164,27.75,393,66.5,11,1.86,23,3.89,25025
25,26,510,48,9.41,432,84.71,11,2.16,19,3.73,25026
25,27,786,206,26.21,543,69.08,25,3.18,12,1.53,25027
25,28,557,42,7.54,463,83.12,20,3.59,32,5.75,25028
25,29,513,37,7.21,460,89.67,9,1.75,7,1.36,25029
25,30,535,51,9.53,444,82.99,20,3.74,20,3.74,25030
25,31,1040,377,36.25,622,59.81,24,2.31,17,1.63,25031
25,32,478,79,16.53,367,76.78,17,3.56,15,3.14,25032
26,1,462,53,11.47,367,79.44,14,3.03,28,6.06,26001
26,2,401,43,10.72,337,84.04,12,2.99,9,2.24,26002
26,3,499,73,14.63,384,76.95,24,4.81,18,3.61,26003
26,4,336,27,8.04,295,87.8,3,0.89,11,3.27,26004
26,5,390,25,6.41,338,86.67,11,2.82,16,4.1,26005
26,6,354,38,10.73,297,83.9,9,2.54,10,2.82,26006
26,7,407,32,7.86,342,84.03,15,3.69,18,4.42,26007
26,8,227,28,12.33,178,78.41,9,3.96,12,5.29,26008
26,9,388,32,8.25,318,81.96,20,5.15,18,4.64,26009
26,10,407,41,10.07,336,82.56,17,4.18,13,3.19,26010
26,11,388,46,11.86,318,81.96,10,2.58,14,3.61,26011
26,12,452,35,7.74,378,83.63,9,1.99,30,6.64,26012
26,13,268,18,6.72,225,83.96,7,2.61,18,6.72,26013
26,14,329,27,8.21,276,83.89,10,3.04,16,4.86,26014
26,15,268,35,13.06,217,80.97,11,4.1,5,1.87,26015
26,16,263,31,11.79,217,82.51,10,3.8,5,1.9,26016
26,17,363,104,28.65,224,61.71,18,4.96,17,4.68,26017
26,18,345,43,12.46,275,79.71,13,3.77,14,4.06,26018
26,19,311,29,9.32,266,85.53,7,2.25,9,2.89,26019
26,20,383,44,11.49,319,83.29,10,2.61,10,2.61,26020
26,21,551,39,7.08,482,87.48,8,1.45,22,3.99,26021
26,22,274,32,11.68,225,82.12,9,3.28,8,2.92,26022
26,23,285,32,11.23,235,82.46,7,2.46,11,3.86,26023
26,24,401,41,10.22,328,81.8,14,3.49,18,4.49,26024
26,25,385,34,8.83,329,85.45,7,1.82,15,3.9,26025
26,26,315,33,10.48,264,83.81,4,1.27,14,4.44,26026
26,27,439,48,10.93,362,82.46,13,2.96,16,3.64,26027
26,28,558,103,18.46,417,74.73,17,3.05,21,3.76,26028
26,29,244,36,14.75,192,78.69,6,2.46,10,4.1,26029
26,30,333,18,5.41,300,90.09,7,2.1,8,2.4,26030
26,31,214,29,13.55,170,79.44,6,2.8,9,4.21,26031
26,32,523,96,18.36,388,74.19,21,4.02,18,3.44,26032
26,33,420,46,10.95,345,82.14,11,2.62,18,4.29,26033
26,34,471,52,11.04,375,79.62,16,3.4,28,5.94,26034
26,35,375,44,11.73,303,80.8,13,3.47,15,4.0,26035
26,36,436,62,14.22,349,80.05,5,1.15,20,4.59,26036
26,37,465,24,5.16,415,89.25,12,2.58,14,3.01,26037
26,38,244,33,13.52,193,79.1,8,3.28,10,4.1,26038
26,39,454,59,13.0,367,80.84,14,3.08,14,3.08,26039
26,40,285,30,10.53,241,84.56,6,2.11,8,2.81,26040
26,41,497,39,7.85,432,86.92,8,1.61,18,3.62,26041
26,42,336,36,10.71,285,84.82,3,0.89,12,3.57,26042
26,43,266,22,8.27,232,87.22,6,2.26,6,2.26,26043
26,44,254,20,7.87,220,86.61,7,2.76,7,2.76,26044
26,45,228,20,8.77,196,85.96,5,2.19,7,3.07,26045
26,46,307,62,20.2,221,71.99,13,4.23,11,3.58,26046
26,47,304,36,11.84,247,81.25,14,4.61,7,2.3,26047
26,48,417,49,11.75,329,78.9,16,3.84,23,5.52,26048
26,49,274,30,10.95,227,82.85,8,2.92,9,3.28,26049
27,1,757,223,29.46,490,64.73,30,3.96,14,1.85,27001
27,2,592,120,20.27,446,75.34,14,2.36,12,2.03,27002
27,3,323,12,3.72,303,93.81,2,0.62,6,1.86,27003
27,4,295,21,7.12,255,86.44,9,3.05,10,3.39,27004
27,5,384,20,5.21,355,92.45,5,1.3,4,1.04,27005
27,6,537,99,18.44,414,77.09,8,1.49,16,2.98,27006
27,7,730,116,15.89,560,76.71,19,2.6,35,4.79,27007
27,8,454,14,3.08,426,93.83,9,1.98,5,1.1,27008
27,9,281,89,31.67,184,65.48,4,1.42,4,1.42,27009
27,10,534,23,4.31,490,91.76,9,1.69,12,2.25,27010
27,11,623,190,30.5,406,65.17,15,2.41,12,1.93,27011
27,12,397,132,33.25,252,63.48,6,1.51,7,1.76,27012
27,13,664,44,6.63,593,89.31,12,1.81,15,2.26,27013
27,14,320,17,5.31,293,91.56,3,0.94,7,2.19,27014
27,15,370,17,4.59,341,92.16,8,2.16,4,1.08,27015
27,16,664,192,28.92,445,67.02,16,2.41,11,1.66,27016
27,17,530,32,6.04,475,89.62,14,2.64,9,1.7,27017
27,18,396,20,5.05,361,91.16,9,2.27,6,1.52,27018
27,19,344,19,5.52,313,90.99,5,1.45,7,2.03,27019
27,20,479,11,2.3,444,92.69,11,2.3,13,2.71,27020
27,21,557,186,33.39,355,63.73,6,1.08,10,1.8,27021
27,22,298,17,5.7,271,90.94,4,1.34,6,2.01,27022
27,23,390,9,2.31,373,95.64,6,1.54,2,0.51,27023
27,24,414,19,4.59,377,91.06,6,1.45,12,2.9,27024
27,25,473,46,9.73,396,83.72,17,3.59,14,2.96,27025
27,26,402,24,5.97,363,90.3,6,1.49,9,2.24,27026
27,27,646,53,8.2,567,87.77,19,2.94,7,1.08,27027
27,28,265,55,20.75,196,73.96,5,1.89,9,3.4,27028
27,29,407,21,5.16,372,91.4,5,1.23,9,2.21,27029
27,30,268,10,3.73,248,92.54,6,2.24,4,1.49,27030
27,31,421,19,4.51,381,90.5,12,2.85,9,2.14,27031
27,32,438,36,8.22,383,87.44,8,1.83,11,2.51,27032
27,33,541,113,20.89,400,73.94,20,3.7,8,1.48,27033
27,34,473,7,1.48,454,95.98,8,1.69,4,0.85,27034
27,35,590,161,27.29,399,67.63,18,3.05,12,2.03,27035
27,36,381,22,5.77,333,87.4,9,2.36,17,4.46,27036
27,37,602,140,23.26,442,73.42,11,1.83,9,1.5,27037
27,38,777,140,18.02,604,77.73,15,1.93,18,2.32,27038
27,39,343,12,3.5,320,93.29,6,1.75,5,1.46,27039
27,40,715,155,21.68,518,72.45,19,2.66,23,3.22,27040
27,41,464,17,3.66,429,92.46,7,1.51,11,2.37,27041
27,42,365,93,25.48,252,69.04,13,3.56,7,1.92,27042
27,43,428,20,4.67,391,91.36,6,1.4,11,2.57,27043
27,44,408,13,3.19,386,94.61,2,0.49,7,1.72,27044
27,45,1029,281,27.31,703,68.32,32,3.11,13,1.26,27045
27,46,394,147,37.31,229,58.12,14,3.55,4,1.02,27046
27,47,377,35,9.28,333,88.33,5,1.33,4,1.06,27047
27,48,881,134,15.21,718,81.5,15,1.7,14,1.59,27048
27,49,385,9,2.34,368,95.58,4,1.04,4,1.04,27049
27,50,501,11,2.2,476,95.01,7,1.4,7,1.4,27050
28,1,424,8,1.89,400,94.34,7,1.65,9,2.12,28001
28,2,428,17,3.97,396,92.52,6,1.4,9,2.1,28002
28,3,404,11,2.72,384,95.05,6,1.49,3,0.74,28003
28,4,412,100,24.27,285,69.17,13,3.16,14,3.4,28004
28,5,224,6,2.68,212,94.64,1,0.45,5,2.23,28005
28,6,223,29,13.0,188,84.3,4,1.79,2,0.9,28006
28,7,514,13,2.53,492,95.72,5,0.97,4,0.78,28007
28,8,496,124,25.0,353,71.17,12,2.42,7,1.41,28008
28,9,453,10,2.21,434,95.81,4,0.88,5,1.1,28009
28,10,589,95,16.13,467,79.29,14,2.38,13,2.21,28010
28,11,891,84,9.43,743,83.39,27,3.03,37,4.15,28011
28,12,484,13,2.69,459,94.83,2,0.41,10,2.07,28012
28,13,437,19,4.35,405,92.68,6,1.37,7,1.6,28013
28,14,431,11,2.55,408,94.66,7,1.62,5,1.16,28014
28,15,158,4,2.53,148,93.67,3,1.9,3,1.9,28015
28,16,326,7,2.15,314,96.32,3,0.92,2,0.61,28016
28,17,424,6,1.42,409,96.46,3,0.71,6,1.42,28017
28,18,347,14,4.03,328,94.52,4,1.15,1,0.29,28018
28,19,405,50,12.35,330,81.48,9,2.22,16,3.95,28019
28,20,453,19,4.19,415,91.61,9,1.99,10,2.21,28020
28,21,387,13,3.36,363,93.8,7,1.81,4,1.03,28021
28,22,409,13,3.18,384,93.89,3,0.73,9,2.2,28022
28,23,595,18,3.03,566,95.13,6,1.01,5,0.84,28023
28,24,414,13,3.14,382,92.27,9,2.17,10,2.42,28024
28,25,554,18,3.25,520,93.86,4,0.72,12,2.17,28025
28,26,543,8,1.47,526,96.87,7,1.29,2,0.37,28026
28,27,479,115,24.01,339,70.77,15,3.13,10,2.09,28027
28,28,534,123,23.03,377,70.6,14,2.62,20,3.75,28028
28,29,260,17,6.54,231,88.85,6,2.31,6,2.31,28029
28,30,72,1,1.39,69,95.83,2,2.78,0,0.0,28030
28,31,584,17,2.91,547,93.66,9,1.54,11,1.88,28031
28,32,471,16,3.4,446,94.69,6,1.27,3,0.64,28032
28,33,543,10,1.84,520,95.76,8,1.47,5,0.92,28033
28,34,887,27,3.04,825,93.01,19,2.14,16,1.8,28034
28,35,554,11,1.99,528,95.31,8,1.44,7,1.26,28035
28,36,266,10,3.76,251,94.36,2,0.75,3,1.13,28036
28,37,620,20,3.23,583,94.03,11,1.77,6,0.97,28037
28,38,222,6,2.7,212,95.5,2,0.9,2,0.9,28038
28,39,369,9,2.44,353,95.66,5,1.36,2,0.54,28039
28,40,593,16,2.7,560,94.44,12,2.02,5,0.84,28040
28,41,361,6,1.66,345,95.57,3,0.83,7,1.94,28041
28,42,538,11,2.04,516,95.91,2,0.37,9,1.67,28042
28,43,596,16,2.68,564,94.63,8,1.34,8,1.34,28043
28,44,342,7,2.05,329,96.2,2,0.58,4,1.17,28044
28,45,515,130,25.24,355,68.93,23,4.47,7,1.36,28045
28,46,819,133,16.24,633,77.29,30,3.66,23,2.81,28046
29,1,622,112,18.01,475,76.37,19,3.05,16,2.57,29001
29,2,751,20,2.66,719,95.74,6,0.8,6,0.8,29002
29,3,630,21,3.33,586,93.02,15,2.38,8,1.27,29003
29,4,588,15,2.55,559,95.07,8,1.36,6,1.02,29004
29,5,500,16,3.2,474,94.8,3,0.6,7,1.4,29005
29,6,473,12,2.54,445,94.08,10,2.11,6,1.27,29006
29,7,487,55,11.29,413,84.8,7,1.44,12,2.46,29007
29,8,518,13,2.51,491,94.79,6,1.16,8,1.54,29008
29,9,555,116,20.9,413,74.41,17,3.06,9,1.62,29009
29,10,602,94,15.61,487,80.9,13,2.16,8,1.33,29010
29,11,327,11,3.36,308,94.19,2,0.61,6,1.83,29011
29,12,619,28,4.52,578,93.38,7,1.13,6,0.97,29012
29,13,585,24,4.1,547,93.5,7,1.2,7,1.2,29013
29,14,502,10,1.99,480,95.62,6,1.2,6,1.2,29014
29,15,600,19,3.17,569,94.83,6,1.0,6,1.0,29015
29,16,567,14,2.47,542,95.59,3,0.53,8,1.41,29016
29,17,506,9,1.78,481,95.06,8,1.58,8,1.58,29017
29,18,539,20,3.71,510,94.62,4,0.74,5,0.93,29018
29,19,578,12,2.08,555,96.02,7,1.21,4,0.69,29019
29,20,677,21,3.1,639,94.39,7,1.03,10,1.48,29020
29,21,727,21,2.89,693,95.32,7,0.96,6,0.83,29021
29,22,419,29,6.92,380,90.69,6,1.43,4,0.95,29022
29,23,544,141,25.92,381,70.04,11,2.02,11,2.02,29023
29,24,498,17,3.41,465,93.37,9,1.81,7,1.41,29024
29,25,588,9,1.53,567,96.43,3,0.51,9,1.53,29025
29,26,521,32,6.14,478,91.75,4,0.77,7,1.34,29026
29,27,466,13,2.79,439,94.21,10,2.15,4,0.86,29027
29,28,667,10,1.5,642,96.25,6,0.9,9,1.35,29028
29,29,529,180,34.03,325,61.44,13,2.46,11,2.08,29029
29,30,598,91,15.22,482,80.6,11,1.84,14,2.34,29030
29,31,527,197,37.38,302,57.31,16,3.04,12,2.28,29031
29,32,507,190,37.48,271,53.45,21,4.14,25,4.93,29032
29,33,367,12,3.27,346,94.28,6,1.63,3,0.82,29033
29,34,330,30,9.09,283,85.76,9,2.73,8,2.42,29034
29,35,405,7,1.73,389,96.05,6,1.48,3,0.74,29035
29,36,448,15,3.35,424,94.64,3,0.67,6,1.34,29036
29,37,491,16,3.26,459,93.48,8,1.63,8,1.63,29037
29,38,506,107,21.15,373,73.72,14,2.77,12,2.37,29038
29,39,472,112,23.73,336,71.19,9,1.91,15,3.18,29039
29,40,594,26,4.38,555,93.43,5,0.84,8,1.35,29040
29,41,460,10,2.17,443,96.3,4,0.87,3,0.65,29041
29,42,586,17,2.9,554,94.54,5,0.85,10,1.71,29042
29,43,595,54,9.08,515,86.55,11,1.85,15,2.52,29043
29,44,655,38,5.8,603,92.06,9,1.37,5,0.76,29044
30,1,571,112,19.61,429,75.13,18,3.15,12,2.1,30001
30,2,507,113,22.29,364,71.79,8,1.58,22,4.34,30002
30,3,380,70,18.42,284,74.74,14,3.68,12,3.16,30003
30,4,501,140,27.94,330,65.87,9,1.8,22,4.39,30004
30,5,423,64,15.13,327,77.3,16,3.78,16,3.78,30005
30,6,400,61,15.25,317,79.25,13,3.25,9,2.25,30006
30,7,544,110,20.22,400,73.53,15,2.76,19,3.49,30007
30,8,554,76,13.72,425,76.71,22,3.97,31,5.6,30008
30,9,434,103,23.73,302,69.59,13,3.0,16,3.69,30009
30,10,574,115,20.03,432,75.26,14,2.44,13,2.26,30010
30,11,474,66,13.92,380,80.17,19,4.01,9,1.9,30011
30,12,502,97,19.32,371,73.9,16,3.19,18,3.59,30012
30,13,450,86,19.11,334,74.22,15,3.33,15,3.33,30013
30,14,371,50,13.48,295,79.51,13,3.5,13,3.5,30014
30,15,423,92,21.75,308,72.81,12,2.84,11,2.6,30015
30,16,258,43,16.67,204,79.07,5,1.94,6,2.33,30016
30,17,512,112,21.88,372,72.66,17,3.32,11,2.15,30017
30,18,582,68,11.68,474,81.44,19,3.26,21,3.61,30018
30,19,500,62,12.4,404,80.8,13,2.6,21,4.2,30019
30,20,538,103,19.14,401,74.54,13,2.42,21,3.9,30020
30,21,391,86,21.99,284,72.63,12,3.07,9,2.3,30021
30,22,651,96,14.75,510,78.34,26,3.99,19,2.92,30022
30,23,574,83,14.46,446,77.7,17,2.96,28,4.88,30023
30,24,621,90,14.49,476,76.65,33,5.31,22,3.54,30024
30,25,670,106,15.82,508,75.82,23,3.43,33,4.93,30025
30,26,335,56,16.72,252,75.22,14,4.18,13,3.88,30026
30,27,333,65,19.52,251,75.38,9,2.7,8,2.4,30027
30,28,549,79,14.39,442,80.51,9,1.64,19,3.46,30028
30,29,344,61,17.73,262,76.16,12,3.49,9,2.62,30029
30,30,244,22,9.02,201,82.38,8,3.28,13,5.33,30030
30,31,336,72,21.43,243,72.32,8,2.38,13,3.87,30031
30,32,401,54,13.47,323,80.55,12,2.99,12,2.99,30032
31,1,336,45,13.39,274,81.55,10,2.98,7,2.08,31001
31,2,285,39,13.68,232,81.4,12,4.21,2,0.7,31002
31,3,340,64,18.82,256,75.29,6,1.76,14,4.12,31003
31,4,457,42,9.19,377,82.49,21,4.6,17,3.72,31004
31,5,359,59,16.43,276,76.88,9,2.51,15,4.18,31005
31,6,293,29,9.9,251,85.67,8,2.73,5,1.71,31006
31,7,535,50,9.35,453,84.67,22,4.11,10,1.87,31007
31,8,277,34,12.27,221,79.78,11,3.97,11,3.97,31008
31,9,392,57,14.54,313,79.85,12,3.06,10,2.55,31009
31,10,343,37,10.79,288,83.97,11,3.21,7,2.04,31010
31,11,311,64,20.58,231,74.28,5,1.61,11,3.54,31011
31,12,326,62,19.02,237,72.7,14,4.29,13,3.99,31012
31,13,373,35,9.38,315,84.45,10,2.68,13,3.49,31013
31,14,334,63,18.86,252,75.45,6,1.8,13,3.89,31014
