ward,precinct,total,"Marcus C. Evans, Jr.","Marcus C. Evans, Jr. Percent",precinct_id
7,26,346,346,100.0,07026
7,27,347,347,100.0,07027
7,28,272,272,100.0,07028
7,29,344,344,100.0,07029
7,30,270,270,100.0,07030
7,32,238,238,100.0,07032
7,36,509,509,100.0,07036
7,37,30,30,100.0,07037
7,38,383,383,100.0,07038
7,39,378,378,100.0,07039
7,40,373,373,100.0,07040
7,41,403,403,100.0,07041
7,42,385,385,100.0,07042
7,43,400,400,100.0,07043
7,44,377,377,100.0,07044
7,45,458,458,100.0,07045
8,3,438,438,100.0,08003
8,4,443,443,100.0,08004
8,5,443,443,100.0,08005
8,6,452,452,100.0,08006
8,7,479,479,100.0,08007
8,8,388,388,100.0,08008
8,10,504,504,100.0,08010
8,11,377,377,100.0,08011
8,12,384,384,100.0,08012
8,14,394,394,100.0,08014
8,15,320,320,100.0,08015
8,17,362,362,100.0,08017
8,18,449,449,100.0,08018
8,19,441,441,100.0,08019
8,23,383,383,100.0,08023
8,24,267,267,100.0,08024
8,25,444,444,100.0,08025
8,27,440,440,100.0,08027
8,29,509,509,100.0,08029
8,30,447,447,100.0,08030
8,33,415,415,100.0,08033
8,35,441,441,100.0,08035
8,36,470,470,100.0,08036
8,37,345,345,100.0,08037
8,38,273,273,100.0,08038
8,40,338,338,100.0,08040
8,41,447,447,100.0,08041
8,44,293,293,100.0,08044
8,45,315,315,100.0,08045
8,46,365,365,100.0,08046
8,48,425,425,100.0,08048
8,49,393,393,100.0,08049
8,50,428,428,100.0,08050
8,51,453,453,100.0,08051
8,52,543,543,100.0,08052
8,53,242,242,100.0,08053
8,54,142,142,100.0,08054
8,56,444,444,100.0,08056
10,2,319,319,100.0,10002
10,3,317,317,100.0,10003
10,5,285,285,100.0,10005
10,9,300,300,100.0,10009
10,13,428,428,100.0,10013
10,14,3,3,100.0,10014
10,15,782,782,100.0,10015
10,16,275,275,100.0,10016
10,17,439,439,100.0,10017
10,21,3,3,100.0,10021
10,23,19,19,100.0,10023
10,24,328,328,100.0,10024
10,27,17,17,100.0,10027
10,33,4,4,100.0,10033
