ward,precinct,total,Michael J. Madigan,Michael J. Madigan Percent,precinct_id
13,1,265,265,100.0,13001
13,2,258,258,100.0,13002
13,3,268,268,100.0,13003
13,4,328,328,100.0,13004
13,5,416,416,100.0,13005
13,6,281,281,100.0,13006
13,7,299,299,100.0,13007
13,8,248,248,100.0,13008
13,9,355,355,100.0,13009
13,10,242,242,100.0,13010
13,11,322,322,100.0,13011
13,12,308,308,100.0,13012
13,13,346,346,100.0,13013
13,14,338,338,100.0,13014
13,15,539,539,100.0,13015
13,16,266,266,100.0,13016
13,17,304,304,100.0,13017
13,18,252,252,100.0,13018
13,19,431,431,100.0,13019
13,20,202,202,100.0,13020
13,21,319,319,100.0,13021
13,22,329,329,100.0,13022
13,23,302,302,100.0,13023
13,24,326,326,100.0,13024
13,25,355,355,100.0,13025
13,26,335,335,100.0,13026
13,27,308,308,100.0,13027
13,28,281,281,100.0,13028
13,29,304,304,100.0,13029
13,30,292,292,100.0,13030
13,31,327,327,100.0,13031
13,32,250,250,100.0,13032
13,33,264,264,100.0,13033
13,34,424,424,100.0,13034
13,35,332,332,100.0,13035
13,36,235,235,100.0,13036
13,37,389,389,100.0,13037
13,38,270,270,100.0,13038
13,39,371,371,100.0,13039
13,40,282,282,100.0,13040
13,41,420,420,100.0,13041
13,42,272,272,100.0,13042
13,43,339,339,100.0,13043
13,44,403,403,100.0,13044
13,45,370,370,100.0,13045
13,46,452,452,100.0,13046
13,47,421,421,100.0,13047
13,48,276,276,100.0,13048
14,3,442,442,100.0,14003
14,6,39,39,100.0,14006
14,10,2,2,100.0,14010
14,11,247,247,100.0,14011
14,15,459,459,100.0,14015
14,18,98,98,100.0,14018
14,22,310,310,100.0,14022
14,23,76,76,100.0,14023
18,15,406,406,100.0,18015
18,43,242,242,100.0,18043
18,46,236,236,100.0,18046
23,1,194,194,100.0,23001
23,2,276,276,100.0,23002
23,4,358,358,100.0,23004
23,5,386,386,100.0,23005
23,6,279,279,100.0,23006
23,7,358,358,100.0,23007
23,8,398,398,100.0,23008
23,9,329,329,100.0,23009
23,10,433,433,100.0,23010
23,11,437,437,100.0,23011
23,13,325,325,100.0,23013
23,14,32,32,100.0,23014
23,15,329,329,100.0,23015
23,17,90,90,100.0,23017
23,18,270,270,100.0,23018
23,20,242,242,100.0,23020
23,22,245,245,100.0,23022
23,23,275,275,100.0,23023
23,24,120,120,100.0,23024
23,25,64,64,100.0,23025
23,26,196,196,100.0,23026
23,28,308,308,100.0,23028
23,29,266,266,100.0,23029
23,30,425,425,100.0,23030
23,32,379,379,100.0,23032
23,33,400,400,100.0,23033
23,34,364,364,100.0,23034
23,35,220,220,100.0,23035
23,38,262,262,100.0,23038
23,39,373,373,100.0,23039
