ward,precinct,total,Rossana P. Fernandez,Rossana P. Fernandez Percent,precinct_id
45,44,313,313,100.0,45044
45,45,209,209,100.0,45045
45,46,255,255,100.0,45046
45,47,250,250,100.0,45047
45,48,249,249,100.0,45048
46,1,364,364,100.0,46001
46,2,434,434,100.0,46002
46,3,552,552,100.0,46003
46,4,457,457,100.0,46004
46,5,603,603,100.0,46005
46,6,436,436,100.0,46006
46,7,471,471,100.0,46007
46,8,354,354,100.0,46008
46,9,507,507,100.0,46009
46,10,813,813,100.0,46010
46,11,446,446,100.0,46011
46,12,531,531,100.0,46012
46,13,472,472,100.0,46013
46,14,535,535,100.0,46014
46,15,519,519,100.0,46015
46,16,545,545,100.0,46016
46,17,520,520,100.0,46017
46,18,525,525,100.0,46018
46,19,322,322,100.0,46019
46,20,404,404,100.0,46020
46,21,343,343,100.0,46021
46,22,341,341,100.0,46022
46,23,380,380,100.0,46023
46,24,538,538,100.0,46024
46,25,483,483,100.0,46025
46,26,515,515,100.0,46026
46,27,601,601,100.0,46027
46,28,474,474,100.0,46028
46,29,397,397,100.0,46029
46,30,528,528,100.0,46030
46,31,518,518,100.0,46031
46,32,478,478,100.0,46032
46,33,542,542,100.0,46033
46,34,580,580,100.0,46034
46,35,597,597,100.0,46035
46,36,463,463,100.0,46036
46,37,327,327,100.0,46037
46,38,541,541,100.0,46038
46,39,442,442,100.0,46039
46,40,414,414,100.0,46040
47,1,305,305,100.0,47001
47,2,422,422,100.0,47002
47,3,432,432,100.0,47003
47,4,460,460,100.0,47004
47,5,524,524,100.0,47005
47,6,536,536,100.0,47006
47,7,426,426,100.0,47007
47,8,459,459,100.0,47008
47,9,415,415,100.0,47009
47,10,641,641,100.0,47010
47,11,465,465,100.0,47011
47,12,494,494,100.0,47012
47,13,464,464,100.0,47013
47,14,428,428,100.0,47014
47,15,604,604,100.0,47015
47,16,469,469,100.0,47016
47,17,426,426,100.0,47017
47,18,479,479,100.0,47018
47,19,656,656,100.0,47019
47,20,453,453,100.0,47020
47,21,448,448,100.0,47021
47,22,554,554,100.0,47022
47,23,523,523,100.0,47023
47,24,496,496,100.0,47024
47,25,551,551,100.0,47025
47,26,683,683,100.0,47026
47,27,422,422,100.0,47027
47,28,440,440,100.0,47028
47,29,495,495,100.0,47029
47,30,632,632,100.0,47030
47,31,512,512,100.0,47031
47,32,583,583,100.0,47032
47,33,494,494,100.0,47033
47,34,524,524,100.0,47034
47,35,447,447,100.0,47035
47,36,583,583,100.0,47036
47,37,526,526,100.0,47037
47,38,495,495,100.0,47038
47,39,476,476,100.0,47039
47,40,456,456,100.0,47040
47,41,548,548,100.0,47041
47,42,494,494,100.0,47042
47,43,464,464,100.0,47043
47,44,436,436,100.0,47044
47,45,478,478,100.0,47045
47,46,397,397,100.0,47046
47,47,553,553,100.0,47047
47,48,40,40,100.0,47048
48,1,447,447,100.0,48001
48,2,203,203,100.0,48002
48,3,596,596,100.0,48003
48,4,480,480,100.0,48004
48,5,246,246,100.0,48005
48,6,612,612,100.0,48006
48,7,490,490,100.0,48007
48,8,238,238,100.0,48008
48,9,331,331,100.0,48009
48,10,650,650,100.0,48010
48,11,358,358,100.0,48011
48,12,560,560,100.0,48012
48,13,555,555,100.0,48013
48,14,231,231,100.0,48014
48,15,325,325,100.0,48015
48,16,500,500,100.0,48016
48,17,449,449,100.0,48017
48,18,337,337,100.0,48018
48,19,313,313,100.0,48019
48,20,531,531,100.0,48020
48,21,593,593,100.0,48021
48,22,363,363,100.0,48022
48,23,488,488,100.0,48023
48,24,538,538,100.0,48024
48,25,428,428,100.0,48025
48,26,257,257,100.0,48026
48,27,970,970,100.0,48027
48,28,531,531,100.0,48028
48,29,207,207,100.0,48029
48,30,430,430,100.0,48030
48,31,718,718,100.0,48031
48,32,506,506,100.0,48032
48,33,249,249,100.0,48033
48,34,420,420,100.0,48034
48,35,269,269,100.0,48035
48,36,268,268,100.0,48036
48,37,509,509,100.0,48037
48,38,449,449,100.0,48038
48,39,356,356,100.0,48039
48,40,419,419,100.0,48040
48,41,610,610,100.0,48041
48,42,594,594,100.0,48042
48,43,510,510,100.0,48043
48,44,597,597,100.0,48044
48,45,377,377,100.0,48045
48,46,308,308,100.0,48046
49,1,348,348,100.0,49001
49,2,324,324,100.0,49002
49,3,537,537,100.0,49003
49,4,589,589,100.0,49004
49,5,476,476,100.0,49005
49,6,483,483,100.0,49006
49,7,539,539,100.0,49007
49,8,397,397,100.0,49008
49,9,506,506,100.0,49009
49,10,464,464,100.0,49010
49,11,577,577,100.0,49011
49,12,698,698,100.0,49012
49,13,576,576,100.0,49013
49,14,392,392,100.0,49014
49,15,423,423,100.0,49015
49,16,447,447,100.0,49016
49,17,317,317,100.0,49017
49,18,628,628,100.0,49018
49,19,483,483,100.0,49019
49,20,744,744,100.0,49020
49,21,303,303,100.0,49021
49,22,511,511,100.0,49022
49,23,618,618,100.0,49023
49,24,440,440,100.0,49024
49,25,673,673,100.0,49025
49,26,535,535,100.0,49026
49,27,621,621,100.0,49027
49,28,651,651,100.0,49028
49,29,581,581,100.0,49029
49,30,547,547,100.0,49030
49,31,388,388,100.0,49031
49,32,533,533,100.0,49032
49,33,432,432,100.0,49033
50,1,270,270,100.0,50001
50,2,211,211,100.0,50002
50,3,253,253,100.0,50003
50,4,363,363,100.0,50004
50,5,186,186,100.0,50005
50,6,376,376,100.0,50006
50,7,419,419,100.0,50007
50,8,389,389,100.0,50008
50,9,273,273,100.0,50009
50,10,336,336,100.0,50010
50,11,180,180,100.0,50011
50,12,142,142,100.0,50012
50,13,488,488,100.0,50013
50,14,90,90,100.0,50014
50,15,385,385,100.0,50015
50,16,88,88,100.0,50016
50,17,323,323,100.0,50017
50,18,53,53,100.0,50018
50,19,252,252,100.0,50019
50,20,377,377,100.0,50020
50,21,305,305,100.0,50021
50,22,263,263,100.0,50022
50,23,220,220,100.0,50023
50,24,216,216,100.0,50024
50,25,264,264,100.0,50025
50,26,410,410,100.0,50026
50,27,82,82,100.0,50027
50,28,394,394,100.0,50028
50,29,418,418,100.0,50029
50,30,263,263,100.0,50030
50,31,468,468,100.0,50031
50,32,476,476,100.0,50032
50,33,201,201,100.0,50033
50,34,419,419,100.0,50034
50,35,459,459,100.0,50035
50,36,299,299,100.0,50036
50,37,385,385,100.0,50037
50,38,135,135,100.0,50038
50,39,254,254,100.0,50039
50,40,224,224,100.0,50040
