ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
1,2,170,170,100.0,01002
1,7,359,359,100.0,01007
1,9,428,428,100.0,01009
1,13,228,228,100.0,01013
1,16,498,498,100.0,01016
1,17,134,134,100.0,01017
1,19,669,669,100.0,01019
1,23,699,699,100.0,01023
1,34,458,458,100.0,01034
1,41,294,294,100.0,01041
1,42,111,111,100.0,01042
1,43,333,333,100.0,01043
26,7,370,370,100.0,26007
26,34,389,389,100.0,26034
26,37,38,38,100.0,26037
30,1,468,468,100.0,30001
30,3,321,321,100.0,30003
30,4,386,386,100.0,30004
30,7,442,442,100.0,30007
30,8,463,463,100.0,30008
30,9,233,233,100.0,30009
30,15,334,334,100.0,30015
30,17,411,411,100.0,30017
30,18,500,500,100.0,30018
30,19,107,107,100.0,30019
30,20,430,430,100.0,30020
30,22,544,544,100.0,30022
30,23,477,477,100.0,30023
30,24,491,491,100.0,30024
30,25,540,540,100.0,30025
30,26,266,266,100.0,30026
30,27,283,283,100.0,30027
30,28,470,470,100.0,30028
30,31,270,270,100.0,30031
30,32,334,334,100.0,30032
31,1,301,301,100.0,31001
31,2,247,247,100.0,31002
31,5,316,316,100.0,31005
31,6,247,247,100.0,31006
31,7,474,474,100.0,31007
31,8,219,219,100.0,31008
31,9,333,333,100.0,31009
31,10,298,298,100.0,31010
31,11,256,256,100.0,31011
31,12,259,259,100.0,31012
31,13,329,329,100.0,31013
31,14,220,220,100.0,31014
31,17,270,270,100.0,31017
31,18,270,270,100.0,31018
31,20,277,277,100.0,31020
31,21,202,202,100.0,31021
31,23,276,276,100.0,31023
31,24,301,301,100.0,31024
31,26,307,307,100.0,31026
31,27,306,306,100.0,31027
31,28,284,284,100.0,31028
31,29,279,279,100.0,31029
31,30,236,236,100.0,31030
31,32,264,264,100.0,31032
31,33,276,276,100.0,31033
31,34,290,290,100.0,31034
31,35,305,305,100.0,31035
31,36,291,291,100.0,31036
31,37,270,270,100.0,31037
31,38,317,317,100.0,31038
31,40,327,327,100.0,31040
31,41,283,283,100.0,31041
32,1,188,188,100.0,32001
32,3,566,566,100.0,32003
32,11,502,502,100.0,32011
32,12,388,388,100.0,32012
32,14,558,558,100.0,32014
32,17,530,530,100.0,32017
32,20,526,526,100.0,32020
32,22,697,697,100.0,32022
32,26,565,565,100.0,32026
32,28,527,527,100.0,32028
32,43,471,471,100.0,32043
33,1,542,542,100.0,33001
33,2,325,325,100.0,33002
33,3,520,520,100.0,33003
33,4,701,701,100.0,33004
33,5,391,391,100.0,33005
33,6,499,499,100.0,33006
33,7,469,469,100.0,33007
33,9,597,597,100.0,33009
33,11,594,594,100.0,33011
33,12,562,562,100.0,33012
33,13,535,535,100.0,33013
33,14,284,284,100.0,33014
33,15,599,599,100.0,33015
33,16,700,700,100.0,33016
33,17,580,580,100.0,33017
33,18,453,453,100.0,33018
33,19,579,579,100.0,33019
33,20,537,537,100.0,33020
33,21,588,588,100.0,33021
33,22,506,506,100.0,33022
33,25,642,642,100.0,33025
33,26,446,446,100.0,33026
33,27,563,563,100.0,33027
33,28,528,528,100.0,33028
35,1,469,469,100.0,35001
35,2,54,54,100.0,35002
35,4,445,445,100.0,35004
35,5,439,439,100.0,35005
35,6,445,445,100.0,35006
35,9,466,466,100.0,35009
35,10,624,624,100.0,35010
35,11,506,506,100.0,35011
35,15,550,550,100.0,35015
35,17,548,548,100.0,35017
35,20,445,445,100.0,35020
35,22,546,546,100.0,35022
35,23,454,454,100.0,35023
35,24,427,427,100.0,35024
35,25,581,581,100.0,35025
35,26,398,398,100.0,35026
35,27,443,443,100.0,35027
35,28,463,463,100.0,35028
35,29,442,442,100.0,35029
35,30,471,471,100.0,35030
35,31,491,491,100.0,35031
36,9,26,26,100.0,36009
36,14,408,408,100.0,36014
36,16,389,389,100.0,36016
36,17,395,395,100.0,36017
36,18,282,282,100.0,36018
36,20,383,383,100.0,36020
38,23,410,410,100.0,38023
38,34,372,372,100.0,38034
38,35,378,378,100.0,38035
38,39,140,140,100.0,38039
39,3,440,440,100.0,39003
39,6,4,4,100.0,39006
39,12,337,337,100.0,39012
39,25,324,324,100.0,39025
39,28,498,498,100.0,39028
39,31,349,349,100.0,39031
39,34,448,448,100.0,39034
45,1,370,370,100.0,45001
45,2,379,379,100.0,45002
45,3,386,386,100.0,45003
45,4,501,501,100.0,45004
45,5,406,406,100.0,45005
45,6,500,500,100.0,45006
45,7,588,588,100.0,45007
45,8,436,436,100.0,45008
45,9,426,426,100.0,45009
45,10,450,450,100.0,45010
45,11,350,350,100.0,45011
