ward,precinct,total,Thaddeus Jones,Thaddeus Jones Percent,precinct_id
9,3,371,371,100.0,09003
9,4,202,202,100.0,09004
9,7,283,283,100.0,09007
9,11,330,330,100.0,09011
9,15,482,482,100.0,09015
9,16,377,377,100.0,09016
9,18,312,312,100.0,09018
9,26,587,587,100.0,09026
9,28,273,273,100.0,09028
9,31,17,17,100.0,09031
9,33,349,349,100.0,09033
9,41,359,359,100.0,09041
9,44,288,288,100.0,09044
9,45,387,387,100.0,09045
